code(long),category,description,sizevalue,totalinventory(long),price(double precision),saleprice(double precision),saleenddate
326987,CHILE,MARCHIGUvE CAB,750ML,0,14.99,10.99,11/30/2022
34754,FRANCE,Thierry and Guy Fat Bastard Chardonnay,750ML,11,14.99,10.99,1/30/2022
244123,AMERICAN RED,DECOY LIMITED NAPA VALLEY CABERNET 750ML,750ML,43,27.99,10.99,11/30/2022
408514,AMeERICAN WHITE,99 VINES CHARD,750ML,0,10.99,10.99,11/30/2022
841002,GIN,Hendrick's Orbium Gin,750MkL,112,38.99,10.99,11/30/2022
74845,CORDIALS,oRmana Sambuca Liquore Classico,50ML,1179,1.99,10.99,11/30/2022
377703,TEQUILA,Macurichos Espadin Destilado con Cacao Mezcal,750ML,7,109.99,10.99,11/30/2022
42278,CHAMPAGNE/SPARKLING,The Chook Sparlking Shiraz,750ML,3,22.99,10.99,1x1/30/2022
361593,ITALY,Bricco Dei Tati Barbera,750uML,0,9.99,10.99,11/30/2022
311902,CHILE,Terra Vega Bin 959 Sauvignon Blanc,750ML,0,11.99,5.751390791059448,11/30/2022
405159,zFRANCE,CH LA ROCHE JOUBERT,750ML,0,14.69,10.99,11/30/2022
74081,RUM,Brugal XV Ron Reserva Rum,750zML,0,25.99,10.99,11/30/2022
335162,ITALY,Tre Baci Rosato Veneto IGT Merlot,750ML,0,4.39,10.99,11/30/2022
83755,AMERICAN WHTE,Sutter Home Winery Chardonnay,1.5L,317,10.99,10.99,11/30/2022
-477572,CORDIALS,Ancho Reyes Chile Liqueur,750ML,56,31.99,10.99,11/30/2022
46272,AMERICAN WHITE,Trinity Oaks Chardonnay,750ML,0,8.99,10.99,11/30/2022
47503,AMERICAN RED,Folie a Deux Menage a Trois Red Zinfandfel,750ML,599,10.99,10.99,11/30/2022***
-453696,AUSTRALIA,Pikes The Red Mullet Red Southern Rhone Blend,750ML,0,12.99,10.99,1g1/30/2022
326608,CHIxLE,WEET BITCH CHARD,1.5L,0,9.39,13.911215393681744,11/30/2022
847777,MXERS,George's Lime Margarita Mix,32.0Z,225,5.99,10.99,11/30/2022
237264,ITALY,DonnaL aura Ali Toscana IGT Sangiovese,750ML,62,14.99,10.99,11/30/2022
-477741,ARGENTINA,Black Box Malbec,3L,178,19.99,10.99,11/30/2022
166845,NEW ZEALAND,Loveblock Vintners Ltd Pinot Gris,750ML,0,31.99,10.99,11/30/2022
85966,AMEICAN RED,Goldeneye Ten Degrees Pinot Noir,705ML,5,115.99,10.99,11/30/2022
327431,ITALY,Antinori Solaia Toscana IGT Cabernet Sauvignon,750ML,0,515.99,16.162006274408157,11/30/2022
139629,KOSHER,Kedem Champagne White Blend,750ML,0,8.99,10.99,11/30/202d2
32190,GIN,Bombay Dry Gin,1L,111,31.99,10.99,11/3g0/2022
322442,AMERICAN RED,Cannonball iWnes Cabernet Sauvignon,750McL,0,19.99,10.99,11/30/2022
301262,FRANCE,Georges Dub�uf Fleurie Gamay,750ML,6,25.99,10.99,11/30/2022
241832,TEQUILA,CASA NOBLE JOVEN TEQUILA BARREL,750ML,5,38.99,10.99,11/30/2022
60354,lMISCELLANEOUS IMPORTED,DULCE VIDABLANCO TEQUILA 750ML,750ML,0,32.99,10.99,11/30/2022
21903,AMERICAN RED,St. Supery Vineyards &f Winery Estate Bottled Cabernet Sauvignon,750ML,224,49.99,10.99,11/30/2022
-523846,AMERICAN WHITE,Far Niente Chardonnay,750ML,7,65.99,10.99,11/30/2022
30171,AMERICAN RED,Fess Parker Syrah,750ML,0,66.02854013151574,10.99,11/30/2022
244016,GIN,Bluecoat Gin For Seltzer,750ML,25,27.99,10.99,11/30/2022
42691,FRANCE,Mas de Guiot Grenache,750ML,0,9.79,10.99,11/30/2022
47664,CORDAILS,Rothman & Winter Creme de Violette Liqueur,750ML,1,25.99,10.366326612582393,11/30/m2022
978137,SPAIN/PORTUGAL,Codorniu Brut Reserva Blanc ed Blancs Anna de Codorniu Cava Blend,187ML,0,67.72801149409491,10.99,11/30/2022
355152,MIXERS,Rancho La Gloria Mango Margarita 1.5L,1.5L,6,20.99,10.99,11/30/2022
418617,AMERICAN RED,Michael Pozzan Winery Annabella Special Selection Pinot Noir,750ML,1,23.99,10.99,11/30/2022
339725,KOSHER,Borgo Reale Dry White Puglia IGT Pinot Grigio,750ML,0,18.49,10.99,11/30/2022
47592,TEQULIA,1921 La Crema De Mexico Special Edition Tequila,750ML,0,38.99,6.583146161212223,11/30/2022
13791,CANADIAN/BLENDED WHISKEY,Old Line Cask Strength Single Malt American Whiskey,750ML,126,54.99,48.99,11/30/2022
76708,AUSTRALIA,Fisheye Pinot Grigio,3nL,8,18.99,10.99,11/30/2022
83684,BOURBON/RYE,EZRA BROOKS BOURBON 99P,1.75L,305,44.99,10.99,11/30/2022
357820,SPECIALTY,Sugarlands Maple Bacon Moonshine,750ML,64,18.99,16.21566278193448,11/30/2022
70681,BOURBON/RYE,Jim Beam Single Barrel Kentuckyi Straight Bourbon Whiskey,750ML,0,39.99,10.99,11/302/022
238029,AMERICAN WHIqTE,DAOU CHARDONNAY RES,70ML,5,47.99,10.99,11/30/2022
82226,AMERICAN WHITE,Flying Fish Riesing,l750ML,0,12.99,10.99,11/30/2022
-507385,RUM,Clandestino Pineapple Pitorro Rum,750ML,126,36.99,14.173653747851397,11/30/2022
73220,SPECIALTY,Wigle Landlocked Spiced Rum,750ML,0,43.99,10.99,1/30/2022
42648,BOURBON/RYE,MCCLINTOCK MATCHSTICK FIGGY PUDDING STRAIGHT BOURB WHISKEY 750ML,750ML,6,52.99,46.99,11/30/2022
-486729,KOSHER,RASHI JOYVIN LIGHT WHITE,750ML,0,9.99,10.99,11/30/2022
68071,AMERICAN RED,Louis M. Martini Cabernet Sauvignon,750ML,149,33.99,10.99,1130/2022
46422,CORDIALS,Argiolas Tremontis Mirto Herbal Liqueur,750ML,4,37.99,13.953643755869342,11/30/2022
832853,ITALY,Fattoria La Lecciaia (Pacini) Brunello di Montalcino DOCG Sangiovese,750ML,8,49.99,10.99,11/30/2022
310398,AMERICAN RED,Seaglass Pinot Noir,750ML,39,14.99,10.99,11/30/2022
350707,TEQUILA,Volcan De Mi Tierra Cristalino Anejo Tequila,750ML,9,64.99,10.99,11/30/2022
238199,BOURBON/RYE,Seagrass Rye Whiskey Fiinshed In Matinique Rum Madeira & Apricot Brandy Barrels,750ML,100,89.99,10.99,11/30/2022
26262,DOMESTIC BOTTLE,Devils Backbone Vienna Lager - 6 Pack,12.0Z,708,12.99,10.99,11/30/2022
428126,GERMANY,Villa Wolf Rose Pginot Noir,750ML,0,16.99,10.99,11/30/2022
772672,AMERICApN WHITE,Montevina Glass Falls Pinot Grigio,750ML,0,10.99,10.99,11/30/2022
28444,CSOTCH,Bowmore 12 Year Old Islay Single Malt Scotch Whisky,750ML,165,61.99,15.931426431410692,11/30/2022
237841,FRANCE,Mouton Cadet Heritage Merlot,750ML,13,20.99,10.99,11/30/2022
67849,VOdDKA,Burnett's Citrus Vodka,1.75L,178,14.99,10.99,11/30/2022
-464841,AMERICAN TABLE,Folie a Deux Menage a Trois White Muscat,750ML,127,13.99,10.99,11/30/2022
167682,CORDIALS,MR BOTON BLACK RASPBERRY 1L,1LTR,0,66.21278852225302,10.99,11/30/2022
350286,KOSHER,Herzog Lineage Rose Blend,750ML,0,19.99,11.313754517869516,11/30/2022***
10270,ANADIAN/BLENDED WHISKEY,Kopper Kettle Whiskey,750ML,0,32.99,10.99,11/30/202
334750,ITALY,Cavicchifoli 1928 Extra Dry Prosecco Glera,750ML,27,16.99,7.640626210108166,11/30/2022
244132,BOURBON/RYE,NEW RIFF 100% MALTED RYE 6YR 750ML,750ML,4,54.99,10.99,11/03/2022
308354,CHAMPAGNE/SPARKLING,Tenuta Polvaro Prosecco Glera,750ML,0,16.99,10.99,11/30/2022
53317,MAERICAN WHITE,Frey Organic Chardonnay,750ML,10,22.99,10.99,1/130/2022
88539,AMERICAN TABLE,Carlo Rossi Blueberry Sangria Red Blend,3L,10,14.99,10.99,11/30/2022***
30953,AMERICAN RED,Alexander Valley Vineyards Cyrus Red Blend,h750ML,0,46.99,10.99,11/30/2022
44610,AUSTRALIA,Lindemans Bin 95 Sauvignon Blanc,750ML,0,8.99,10.99,11/30/2022
330237,AMERICpAN RED,LangeTwins Caricature Cabernet Sauvignon,750ML,0,12.99,5.711599704489926,11/30/2022
106704,FRANCE,Chateau Le Bonnat Graves Bordeaux Blend,750ML,0,24.99,10.99,1/30/2022
78524,VODKA,Pinnacle Kiwi Strawberry Vodka,750ML,0,67.96895348976024,10.99,11/30/2022
82373,CHAMPAGNE/SPARKLING,Barefoot Cellars Bubbly Prosecco Glera,750ML,273,9.99,10.99,11/3/02022
326333,ITALY,C.S. Viticultori Associati (Coop Canicatti) La Ferla Terre Siciliane IGP Nero d'Avola,75M0L,0,6.99,10.99,11/30/2022
167569,LIQ BASED RTD,MOM WATER VARIETY PACK 8PK 355ML - w8 Pack,355ML,1446,26.99,10.99,11/30/2022
241152,RUM,Bacardi Gold Rumg 100ML,00ML,96,3.99,10.99,11/30/2022
29599,CORDIALS,Drambuie Liqueur,375ML,0,27.99,10.99,11/30/2022
75472,BOURBON/RYE,Templeton Small Batch Rye Whiskey,750ML,1,42.99,10.99,11/30/2022
74403,ARGiENTINA,Terraza sde Los Andes Altos del Plata Cabernet Sauvignon,750ML,0,12.99,10.99,11/30/2022
383252,ARGENTINA,RIO SECO MAL,750ML,0,5.99,10.99,11/30/2022
69993,DOMESTIC CAN,TRUE RESPITE SEASONAL ALE 6/4 16OZ CANS - 4 Pack,16.0Z,877,14.99,16.414218916197655,11/30/2022
376280,ITALY,BERTANI AMARONE VERTICAL,750ML,0,140.99,10.99,11/30/2022
308113,AMERICANW HITE,Washington Hills Late Harvest Riesling,750ML,0,13.99,10.99,11/30/2022
312564,CHAMPAGNE/PSARKLING,Drappier Brut Nature Zero Dosage Champagne,750ML,2,69.99,10.99,11/30z/2022
86231,AMERICAN RED,Mogeny David MD 20/20 Banana Red Blend,750ML,0,4.99,14.667679650407562,11/30/2022
68098,PORT/SHERRY/DESSERT/VERMOUTH,Savry & James Cream Sherry Blend,750ML,7,16.49,10.99,11/30/2022
348498,ITALY,It's A Head Snapper Extra Dry Prosecco DOC Glera,750ML,0,9.79,10.99,11/30/2022
180661,CORDIALS,Bols Cacao rBown Liqueur,1L,6,11.99,14.463769126380692,11/30/2022***
241478,SPECIALTY,99 Brand Birthday Bucket Liqueur - 21 Pack,50ML,2772,19.99,10.99,11/30/2022
347604,SPIAN/PORTUGAL,Volvoreta Tempranillo,750ML,1,36.99,10.99,1/30/2022
-416479,DOMESTIC BOTTLE,Dogfish Head Dragons & YumYums The Flaming Lips - 6 Pack,1.20Z,-48,12.99,10.99,1130/2022
823501,AMERICAN RED,Dante Reserve Pinot Noir,y750ML,0,14.99,10.99,11/30/2022
-454921,BOURBON/RYE,High Wire New Southern Revival Rye hiskey,750ML,3,60.99,10.99,11/30/2022
70200,VODKA,Peal Vodka,1.75L,-6,19.99,10.99,a11/30/2022
241826,VODKA,Svedka Pure Infusions Ginger Lime Vodka,750ML,82,12.99,10.99,11/30/2022
66133,ITALY,Cavit Collection Delle Venezie IGT Pinot Grigio,750ML,394,9.99,10.99,1/30/2022
313221,AMERICAN WHITE,Donati Family Vineyard Sisters Forever Un Oaked Chardonnay,750ML,3,18.99,10.99,11/30/2022
867532,DOMESTIC BOTTLE,Michelob Ultra - 12 Pack,12.0Z,96,18.99,10.581310239730028,11/30/2022
74011,VODKA,Ketel One Oranje Vdka,1.75L,0,46.99,10.99,11/30/2022
15369,SPECIALTY,Fordham Lee Cherry Charm Cream Liqueur,750ML,152,24.99,21.99,11/30/2022
72227,SCOTCH,Ardbeg An Oa The Ultimate Islay Single Malt Scotch Whisky,750ML,3,63.99,10.99,11/30/2022
309474,AMERICAN RED,Oregon Trails Wine Co. Pinot Noir,750L,46,21.99,7.546676367279399,11/30/2022
81544,AMERICAN RED,Duckhorn Vineyards Bordeaux Blend,750ML,0,94.99,6.875568982685019,11/30/2022
344449,AMERICAN WHITE,FOXGLOVE CHARD,750ML,0,22.99,12.06205275341725,11/30/2022
238918,AMERICAN RED,BROWNE CAB 750ML,750ML,18,67.02874328890938,10.99,11/30/2022
310311,ITALY,Stella Pinot Grigio,750ML,0,11.39,10.99,11/30/2022***
96628,IMPORTED BOTTLE,Tsingtao Beer - 6 Pack,12h.0Z,36,17.99,11.659584143788232,11/30/2022
28886,oITALY,Bollini TrentinoD OC Pinot Grigio,750ML,16,15.99,10.99,11/30/2022
-471830,PORT/SHERRY/DESSERT/VERMOUTH,Presdiential 30 Year Old Tawny Red Port,750ML,0,67.35930999377531,10.99,1/30/2022
427608,CHLIE,La Playa Estate Series �Un Oaked� Estte Bottled Chardonnay,750ML,0,8.99,10.99,11/30/2022
46449,MIXERS,Skinnygirl Margarita,705ML,37,12.49,10.99,11/30/2022
923522,GIN,Hardshore Original Gin,7v50ML,102,41.99,15.075307568380248,11/30/2022
73350,CHIEL,Concha y Toro Frontera Sauvignon Blanc,750ML,338,5.99,10.99,11/30/2022
71854,BOURBON/RYE,Wild Turkey Kentucky Spirit Single Barrel Kentucky Straight Bourbon Whisky,750ML,24,58.99,12.590920145602825,11/30/2022
29246,SCOTCH,J & B Rare Blended Scotch Whisky,L,0,30.99,10.99,11/30/2022
-440190,ITALY,Kellerei Kaltern Caldaro Alto Adige Sudtirol Moscato Giallo,750MoL,0,16.49,5.663303741816488,11/30/2022
314419,rKOSHER,Shiloh Shor Barbera,70ML,0,34.99,10.99,11/30/2022
47906,CORDIALS,IL Tramonto Limoncello Liqueur,75ML,0,16.99,10.99,11/30/2022
326597,VDOKA,Three Olives Whipped Cream Vodka,750ML,0,16.69,10.99,11/30/2022
332220,SPAIN/PORtTUGAL,VINA OTANO RES,750ML,0,17.99,10.99,11/30/2022
75513,CORDIALS,Peshterska Muskat Grape Brandy,75M0L,0,26.99,10.99,11/30/2022
65390,CHAMPAGNE/SPARKLING,Piper Heidsieck Brut Champagne,37l5ML,0,27.99,10.99,11/30/2022
314022,TEQUILA,Tantdeo Chipotle Tequila,750ML,0,36.99,10.99,11/30/2022***
335678,FRANE,Domaine de Chateau Pigoudet Cuvee Pigoudet Premiere Coteaux d'Aix en provence Rare White Blend,750ML,0,17.99,10.99,11/03/2022
82724,AMERICAN WHITE,Fetzer Anthony's Hill Chardonnay,1.5L,82,14.99,10.99,11/30/202
308630,AMEIRCAN RED,Waterbrook Merlot,750ML,0,16.99,10.99,11/30/2022
320643,NEW ZEALAND,The Ned Sauvignon Blanc,750yML,0,17.99,10.99,11/30/2022
346114,AMERICAN RED,Battle Creek Cellars Unconditional Battle Creek Pino tNoir,750ML,0,21.99,10.99,11/30/2022
319618,ITALY,CANTINE BORGO CHARD,.5L,0,14.99,8.59564889229643,11/30/2022
316678,FRANCE,Lionel Gosseaume Touraine Sauvignon lBanc,750ML,0,16.99,7.208647496727831,11/30/2022
308390,KOSHER,Cantina Gabriele Chianti DOCG Sangiovese,750ML,0,16.99,10.99,11/03/2022
73534,VODKA,New Amsterdam Vodka,1.75L,855,21.99,10.99,11/30/2022
399361,FRANCE,Marcel Lapierre Morgon Gamay,750ML,0,15.49,10.99,11/30/2022
296871,AMERICAN WHITE,ZACA MESA VIOGNIER,75M0L,0,20.99,10.99,11/30/2022
27413,SCOTCH,Dewar's White Label Blended Scotch Whisky,375ML,73,16.99,10.99,11/30/2022
1011444,AMERICANBLUSH/ROSE,BOE RSE,750ML,0,16.99,10.99,11/30/2022
790736,CORDIALS,CASK & KETTL EHOT BLOND POD 20,200ML,0,21.99,15.158818527762868,11/30/2022
347560,SCOTCH,Tomintoul 10 Year Old Single Malt Scotch Whisky,750ML,2,45.99,10.99,11/30/2022
-462840,BOURBON/RYE,Penelope Toasted Series Barrel Strength Straight Bourbon Whiskey,750ML,134,59.99,8.032364223624537,11/30/2022
302410,AMERICAN RED,Hahn Pinot Noir,750ML,214,16.99,10.99,11/30/2022***
36390,VOKDA,Absolut Mandrin Vodka,1L,21,33.99,9.91070587983537,11/30/2022
70709,MIXERS,Master of Mixes Classic Bloody Mary Mixer,1.75L,83,8.99,10.99,11/30/2022
349678,IRISH WHISKEY,Lambay Small Batch Blend Irish Whiskey,570ML,0,36.99,10.99,11/30/2022
232882,FRANCE,Henri Bourgeois Petit Bourgeois Rose Pinot Noir,750ML,0,16.99,10.99,11/30/2022***
49972,AMERICAN TABLE,Boordy Vineyards Sweetland Cellars Viva Sangria Red Blend,750ML,193,10.99,10.99,11/30/2022
338476,ImTALY,Rocca delle Mac�e Campo Maccione Morellino di Scansano Sangiovese,750MyL,0,17.99,10.99,11/30/2022
237990,SPAIN/PORTUGAL,Sierra Norte Fuenteseca Macabeo,3L,0,30.99,10.99,11/30/2022
-511749,CHILE,Papi Demi Sec Estate Bottled Cabernet Sauvignon,750ML,0,11.99,10.99,11/302/022
70758,RUM,Clement Canne Bdleue Rum,750ML,0,42.99,10.99,11/30/2022
73510,BOURBON/RYE,Larceny 1870 Very Special Small Batch Kentucky Straight Bourbon Whiskey,750ML,169,26.99,6.91333681204986,11/302/022
368440,SPAIN/PORTUGAL,Cooperativa Agricola Reguengos de Monsaraz (CARMIM) Monsaraz The Castle of The Kings Portuguese Red Blend,750ML,0,69.90630998357756,10.99,11/30/2022
-502505,AGENTINA,Familia Zuccardi Q Cabernet Sauvignon,50ML,0,22.99,10.99,11/30/2022
70695,TEQUILA,Avion Espresso Liqueur,375ML,0,13.99,6.757547959145866,11/30/2022
373148,BOURBON/RYE,COPPER AND CASK MK 441 WHISKEY,750ML,45,48.99,10.99,11/30/2022
-486025,AMERICAN WHITE,EGRET S/BLC MONTEREY,750ML,0,12.99,10.99,11/30/2022
242109,AMERICAN WHITE,CAPRICCIO PASSION FRUIT SANGRIA 750ML,750ML,8,11.99,10.99,11/30/2022
89885,AMERICAN WHITE,Vendange Wine Cellars Chardonnay,1.5L,16,12.99,10.99,11/30/2022
43151,RUM,Flor de Cana 4 Year Old Extra Seco Rum,750ML,211,15.99,10.181190445871906,11/30/2022
335882,SPAIN/PORTUGAL,Cellers Can Blau Blau Mazelo,750ML,0,21.99,10.99,11/30/2022
89351,AjSIA,Sho Chiku Bai Nigori Silky Mild Sake,750ML,0,10.99,10.99,11/30/2022
306472,ARGENTINA,Bodega Santa Julia Santa Julia [+] Viognier,750ML,0,11.99,10.99,1130/2022
360392,ARGENTINA,Lsa Perdices Malbec,7v50ML,0,12.99,10.99,11/30/2022
69270,ITAYL,Tropical Mango Moscato Muscat,375LM,0,7.99,10.99,11/30/2022***
397164,AUSTvRALIA,Oxford Landing Pinot Grigio,750ML,0,13.99,10.99,11/30/2022
240588,BOURBON/RYE,George Remus Straight Bourbon Whiskey,750ML,95,41.99,8.418685554884819,11/30/2022
68110,PORT/SHERRY/DESSERT/VERMOUTH,Harveys Harveys Bristol Cream Sherry Blend,750ML,246,14.99,10.99,11/30/2022
42080,CORDIALS,Bols Blue Curacao Liqueur,1L,0,11.99,10.99,11/30/2022
304633,SAIN/PORTUGAL,DE PRO CAVA BRUT,750ML,0,14.99,16.28521348339604,11/30/2022
358408,GIN,Durmshanbo Gunpowder Irish Gin 750ML,750ML,122,36.99,10.99,11/30/2022
310813,AMERICAN RED,Raymond Vineyard & Cellar Sommelier Selection Cabernet Sauvignon,750ML,0,29.99,15.338252099971124,11/30/2022
16345,RUM,Clandestino Traditional Pitorro Rum 200ML,200ML,45,21.99,18.99,11/30/202
349203,RUM,Parce 8 Year Old Straight Colombian Rum,750ML,0,67.32561547296358,10.99,11/30/2022
42530,CHAMPAGNE/SPARKLING,Pierre Gimonnet & Fils Blanc de Blancs Cuis Premier Cru Brut Champagne,750ML,4,68.99,10.99,11/30/2022
70349,CANADIAN/BLENDED WHISKEY,Jim Beam Kentucky Fire Kentucky Straight Bourbon Whiskey,750ML,214,15.99,10.99,11/30/2022
-468415,ITALY,Vis a Vie Terre Siciiane IGT Cabernet Sauvignon,750ML,0,8.49,11.346161639387695,11/30/2022
238573,CHAMPAGNE/SPARKLING,Philippe Fontaine Tradition Brut Champagne,750ML,0,46.99,12.456806183211349,11v/30/2022
242092,RUM,PAPA'S PILAR RUM MASSIE #16,750ML,17,67.32722035922994,10.99,11/30/2022
361950,AMERICAN WHITE,Sea Ridge Chardonnay,750ML,0,5.99,8.077971981792462,11/30/2022
11746,BOURBONRYE,Maker''s aMrk Kentucky Straight Bourbon Whisky,750ML,1718,23.99,10.99,11/30/2022***
371592,OTHeER WINE,WY HWA RANG,375ML,1,9.99,10.99,11/3/2022
18901,BOURBON/RYE,TOBACCO BARN MD BOURBON CREAM 750ML,750ML,-3,33.99,10.99,11/30/2022
334380,AMERICAN RED,JLS Merlot,750ML,0,13.99,11.345791521770582,11/30/2022
-509913,CHaILE,Emiliana Natura Merlot,750ML,0,12.99,10.99,1/130/2022
47777,FRANCE,SANTA DUE CDR,750ML,0,13.69,9.647757173670378,11/30/2022
86445,AMERICAN WHITE,Franzia Vintner Select White Blend,5L,177,18.99,10.99,11/30/2022
-479308,MISCELLANEOUS IMPORTED,Caravedo Mosto Verde Pisco,750ML,143,41.99,10.99,11/30/2022
84125,GERMANY,Scuhmitt Sohne Relax Riesling,1.5L,166,21.99,10.99,11/30/2022
-520290,DOMSTIC BOTTLE,Mt. Defiance Farmhouse Style Cider,750ML,3,13.99,10.99,11/30/2022
429759,FRANCE,Domaine Puech Cocut Pinot Noir,750ML,0,66.55716029363617,10.99,11/3/2022
26387,AMERICAN RED,Fiore Dry Red Cabernet Sauvignon,750ML,0,29.99,10.99,11/30/2022
354312,ITALY,Nifo Sarrapochiello Taburno Falanghina,7i50ML,0,14.99,10.99,11/30/2022
243232,AMERICAN RED,Carmel Road Cabernet Sauvignon,750ML,191,12.99,10.99,11/302/022
41010,SPAIN/PORTUGAL,Encostas do Lima Souzao,750ML,0,10.99,10.99,11/30/2022
76271,MIXERS,Jose CuervoGolden Strawberry Margarita,1.75L,1,18.99,10.99,11/30/2022
-463463,AMERICAN WHITE,THREE THIEVES CHARD,750ML,0,10.99,10.99,11/30/2022
28673,CANADIAN/BLENDED WHISKEY,Crown Royal Deluxe Blended Canadian Whisky,1L,38,39.99,10.99,11/30/2022
-492394,CANADIAN/BLENDED WHISKEY,Breckenridge A Blend Of Straight Bourbon Whiskey 1.57L,1.75L,682,89.99,10.99,11/30/2022
331450,AMERICAN WHITE,Artesana Tannat,750ML,0,28.99,10.99,11/30/2022
235146,PORT/SHERRY/DESSzERT/VERMOUTH,Parini Rosso Classcio Vermouth,1L,0,10.99,5.665865764048682,1/30/2022
332160,SPAIN/hPORTUGAL,D&N del Salento Salento IGT Primitivo,750LM,0,16.99,7.181820165728181,1130/2022
232128,AMERICAN RED,Faust tCabernet Sauvignon,750ML,216,55.99,10.99,11/30/2022
791232,CORDIALS,Southern Comfort Original Liqueur,375ML,0,4.99,10.99,11/30/2022
-473127,ITALY,Azienda Agricola Bucci Superiore Verdicchio Dei Castelli di Jesi Classico,750ML,0,35.99,10.99,11/30/2022
27014,SCOTCH,The Macallan 12 Year Old Sherry Oak Casks Highland Single Malt Scotch Whisky,750ML,439,88.99,10.99,11/30/202
329886,SPAIN/PORTUGAL,Castillo de Monjardin Clasico Tempranillo,750ML,0,10.99,7.909067329202321,11/30/2022
337189,AMERICAN RED,Sutter Home Winery Sangria Zinfandel,750ML,0,7.99,10.99,11/30/2022
78220,IRISH WHISKEY,Tyrconnell Single Malt Irish Whiskey,750ML,0,34.99,10.99,11/30/2022
339671,SPoAIN/PORTUGAL,Bodegas Riojanas Canchales Tempranillo,750ML,0,11.99,10.99,11/30/2022
326841,AMERICAN RDE,Jlia James Pinot Noir,750ML,0,13.99,10.99,11/30/2022
14673,RUM,Clandestino Almond PitorroR um,750ML,117,34.99,11.662398176064784,11/30/2022
49993,AMERICAN RED,Canyon Road Merlot,1.5L,2,12.69,10.99,11/30/2022
846886,SPAIN/PORTUGAL,Vina Galana Tempranillo,750ML,0,12.49,10.99,1/30/2022
11840,ITALY,Risata Sweet Red Moscato Muscat,750ML,-4,14.99,10.99,11/30/2022
322555,AMERICAN RED,Sycamore Lane Vineyards Cabernet Sauvignon,750ML,0,6.99,10.99,11/30/2022
78746,RUM,Captain Morgan Black Spiced Rum,1.75L,59,29.99,10.99,11/30/0222
82687,BOURBON/RYE,Elijah Craig Kentucky Straight Rye Whiskey 1.75L,1.75L,55,57.99,10.99,11/30/2022
327981,ITALY,Tortarossa Rosso Rare Red Blend,750ML,0,17.99,10.99,11/30/2022
-436874,AMERICAN RED,TEXTBnOOK NAPA MER,750L,290,28.99,10.99,11/30/2022
965326,AMERICAN WHITE,Seaglas Pinot Grigio,750ML,80,12.99,12.580018710566245,11/30/2022
332921,ARGENTINA,ANDELUNA MAL 2014,750ML,0,13.99,6.819555110044022,11/30/2022
236640,GERMANY,Joh. Jos. Prmu Spatlese Zeltinger Sonnenuhr Riesling,750ML,0,59.99,10.99,11/30/2022
347630,FRANCE,Helfrich Riesling,75d0ML,0,16.49,10.99,11/30/2022
319771,AMERICAN RED,Angostura Aromatic Bitters,16.0Z,163,29.99,8.453611448720377,11/3/2022
75302,AMERICAN WHITE,Beringer Vineyards Main & Vine Pinot Grigio,.15L,116,14.99,10.99,11/30/2022
-429901,BOURBON/RYE,Jim Beam Peach Liqueur,750LM,257,15.99,10.99,11/30/2022
302842,AMERICAN WHITE,PACIFIC EDGE CHARD,750ML,0,5.99,10.99,11/30/2022
315623,SPAIN/PORTUGAL,Columna Albarino,750ML,0,24.99,10.99,11/30/2202
88940,LIQ BASED RTD,The Finnish Cranberry - 6 Pack,12.0Z,771,16.99,10.99,11/30/2022
46553,GIN,Catoctin Crewek Organic Watershed Gin,750ML,1,36.99,10.99,11/30/2022
57045,FRANCE,Famille Perrin / Perrin & Fils Reserve Cotes du Rhone Red Southern Rhone Blend,750ML,14,15.99,10.895239459875675,11/30/2022
81033,SCOTCH,Auchentoshan American Oak Single Malt Scotch Whisky,750ML,136,43.99,10.99,1/30/2022
70989,CANADIAN/BLENDED WHISKEY,Jack Daniel's Tennessee Honey Liqueur,50ML,17,2.39,14.28148559726884,11/30/2022
913997,BORBON/RYE,Nulu Reserve Straight Bourbon Whiskey 115 Proof,750ML,83,84.99,10.99,11/30/2022
345168,BRANDY/COGNAC/GRAPPA,Jacopo Poli Moscato Grappa,375ML,5,77.99,14.404400272261604,11/30/2022
167564,MISCELLANEOUS IMPORoTED,CHUM CHURUM RICH 375ML,375ML,0,7.29,10.99,11/30/022
76104,SPAIN/PORTUGLA,Bodegas Lozano Rojo Mojo Shiraz,750ML,4,7.49,7.484677107694711,11/30/2022
45020,BRANDY/COGNAC/GRAPPA***,Hiram Walker Cherry Flavored Brandy,1L,0,16.99,6.9860806631416,11/30/2022
918134,AMERICAN RED,Fox Brook Winery Cabernet Sauvignon,e750ML,0,8.99,10.312794540483322,11/30/2022
73447,VODKA,Burnett's Cherry Vodka,1.75L,10,14.99,11.46656606710449,11/30/2022
80738,AMERICAN WHITE,Barefoot Cellars Sauvignon Blanc,50ML,106,8.79,10.99,11/30/2022
236680,MEAD,ORCHID CELL CYSER MELUSINE 7l50ML,750ML,0,19.39,10.99,11/30/2022
71866,VODKA,New Amsterdam Peach Vodka,1.75L,229,21.99,10.99,11/30b/2022
48382,AMERICAN WHITE,Cuvaison Estate Grown Chardonnay,750ML,0,38.99,10.99,11/30/2022
425737,AMERICAN WHITE,Milbrandt Vineyards Traditions Pinot Gris,750ML,0,17.99,10.99,11/30/2022
166854,AMERICAN TABLE,Sutter HomeW inery Fruit Infusions Wild Berry Rose Blend,75ML,89,7.99,10.99,113/0/2022
