EstablishmentID,InspectionDate,InspectionID,EstTypeDesc,premise_name,premise_adr1_num,premise_adr1_street,premise_city,premise_state,premise_zip,InspectionType,score,InspTypeSpecificViolID,ViolationDesc,critical_yn,Insp_Viol_Comments,rpt_area_id,ObjectId
89726,2023/06/22 04:00:00+00,1766049,FOOD SERVICE,MARTINI ITALIAN BISTRO,4021,SUMMIT PLAZA DR,LOUISVILLE,KY,40241,REGULAR,85,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for mechanical ware-washing is not at the proper concentration.  Chlorine level at the bar dish machine is not between 50-100 ppm.,605,86
110157,2023/05/30 04:00:00+00,1759309,FOOD SERVICE,SAM'S FAST FOOD 2,1785,W OAK ST,LOUISVILLE,KY,40210,REGULAR,83,8,HANDS CLEAN AND PROPERLY WASHED,Yes,"Hands not washed properly.  Hands not washed to prevent contamination from previous task, before donning gloves.",605,87
110157,2023/05/30 04:00:00+00,1759309,FOOD SERVICE,SAM'S FAST FOOD 2,1785,W OAK ST,LOUISVILLE,KY,40210,REGULAR,83,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,Dented cans.,605,88
110157,2023/05/30 04:00:00+00,1759309,FOOD SERVICE,SAM'S FAST FOOD 2,1785,W OAK ST,LOUISVILLE,KY,40210,REGULAR,83,25,PROPER DATE MARKING AND DISPOSITION,Yes,Ready to eat TCS foods not discarded after 7 days. (chess pie 05/19 and 05/23),605,89
110157,2023/05/30 04:00:00+00,1759309,FOOD SERVICE,SAM'S FAST FOOD 2,1785,W OAK ST,LOUISVILLE,KY,40210,REGULAR,83,22,PROPER HOT HOLDING TEMPERATURES,Yes,"TCS food not maintained at 57°C (135°F) or above. (cooked potato wedges 110-120F, overfilled steam table ~95F)",605,90
110157,2023/05/30 04:00:00+00,1759309,FOOD SERVICE,SAM'S FAST FOOD 2,1785,W OAK ST,LOUISVILLE,KY,40210,REGULAR,83,50,Nonfood-contact surfaces clean,No,Nonfood-contact surfaces have accumulation of soil. (ice machine),605,91
110157,2023/05/30 04:00:00+00,1759309,FOOD SERVICE,SAM'S FAST FOOD 2,1785,W OAK ST,LOUISVILLE,KY,40210,REGULAR,83,56,"Physical facilities installed, maintained and clean",No,"Employee clothing/possessions not stored properly.  Floors not clean. (broken tile, behind/ under equipment)  Ceiling not clean.",605,92
110157,2023/05/30 04:00:00+00,1759309,FOOD SERVICE,SAM'S FAST FOOD 2,1785,W OAK ST,LOUISVILLE,KY,40210,REGULAR,83,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area.",605,93
110157,2023/05/30 04:00:00+00,1759309,FOOD SERVICE,SAM'S FAST FOOD 2,1785,W OAK ST,LOUISVILLE,KY,40210,REGULAR,83,52,"PLUMBING INSTALLED; PROPER BACKFLOW DEVICES",Yes,Mop sink backflow preventer leaking/broken.,605,94
110157,2023/05/30 04:00:00+00,1759309,FOOD SERVICE,SAM'S FAST FOOD 2,1785,W OAK ST,LOUISVILLE,KY,40210,REGULAR,83,46,"Single use/single service articles:  properly stored, used",No,Improper display/storage of single service items. (store upside down/ protected),605,95
111419,2023/06/06 04:00:00+00,1761631,FOOD SERVICE,VALLARTA MEXICAN SEAFOOD & GRILL,9874,LINN STATION RD,LOUISVILLE,KY,40223,REGULAR,90,1,"PERSON IN CHARGE  PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES",Yes,Person-in-charge doesn’t demonstrate food safety knowledge.,605,96
111419,2023/06/06 04:00:00+00,1761631,FOOD SERVICE,VALLARTA MEXICAN SEAFOOD & GRILL,9874,LINN STATION RD,LOUISVILLE,KY,40223,REGULAR,90,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area.  Improper storage of personal drinks.",605,97
104599,2023/06/15 04:00:00+00,1764326,FOOD SERVICE,LUEBERRY,808,E MARKET ST,LOUISVILLE,KY,40206,REGULAR,95,30,"COMPLIANCE WITH VARIANCE, SPECIALIZED PROCESS & HACCP PLAN",Yes,"The permit holder is not complying with the HACCP plan or procedures.  The permit holder is not monitoring/providing to the regulatory authority procedural records from monitoring/verification of the HACCP plan.    *vacuum sealed product on-site, prepared by the operator, missing required date marking, no variance or HACCP documentation for vacuum sealing food product)",605,98
115319,2023/09/18 04:00:00+00,1789140,FOOD SERVICE,WAGNER'S TRACK KITCHEN,3716,OAKDALE AVE,LOUISVILLE,KY,40214,REGULAR,89,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area. In food prep area with drinks not covered. corrected",605,99
115319,2023/09/18 04:00:00+00,1789140,FOOD SERVICE,WAGNER'S TRACK KITCHEN,3716,OAKDALE AVE,LOUISVILLE,KY,40214,REGULAR,89,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration. Not 50 ppm of available chlorein. 3 compartment sink to be used to wash rinse sanitize and air dry. Quat sanitizer available with test strips.,605,100
101046,2023/05/24 04:00:00+00,1758255,FOOD SERVICE,SMASHBURGER,600,TERMINAL DR,LOUISVILLE,KY,40209,REGULAR,93,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,Expired Grade A dairy- whipped cream expired 03/16/23,605,101
101046,2023/05/24 04:00:00+00,1758255,FOOD SERVICE,SMASHBURGER,600,TERMINAL DR,LOUISVILLE,KY,40209,REGULAR,93,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below- cooler is not holding temp properly,605,102
112527,2023/05/31 04:00:00+00,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area (Corrected). ",605,103
112527,2023/05/31 04:00:00+00,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,9,NO BARE HAND CONTACT WITH READY-TO-EAT FOODS OR APPROVED ALTERNATE METHOD FOLLOWED,Yes,Bare hand contact with ready to eat foods (Corrected). ,605,104
112527,2023/05/31 04:00:00+00,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed to prevent contamination from previous task (corrected). ,605,105
112527,2023/05/31 04:00:00+00,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,10,Adequate hand washing facilities supplied and accessible,No,Individual disposable towels and/or hand drying device not provided at lavatory or hand sink.,605,106
112527,2023/05/31 04:00:00+00,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,14,"REQUIRED RECORDS, SHELLSTOCK TAGS, PARASITE DESTRUCTION",Yes,Molluscan shellfish missing tags/records indicating where they were harvested and by whom (Raw Oysters). ,605,107
112527,2023/05/31 04:00:00+00,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,15,Food separated and protected,No,Raw animal foods not separated by type based on minimum cook temperatures.  Ready-to-eat food subject to contamination by raw animal product.,605,108
112527,2023/05/31 04:00:00+00,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration (Out of chemicals- corrected).   Food-contact surfaces not cleaned and sanitized (Sani buckets contained detergent- corrected buckets to be bleach). ,605,109
112527,2023/05/31 04:00:00+00,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below (quarantined and voluntary discarded). ,605,110
112527,2023/05/31 04:00:00+00,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not clearly marked to indicate the date or day by which the food shall be consumed, sold or discarded.",605,111
112527,2023/05/31 04:00:00+00,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,34,"Proper cooling methods used; adequate equipment for temperature control",No,Lack of properly maintained refrigeration unit for TCS food (cooler holding at 50 degrees). ,605,112
112527,2023/05/31 04:00:00+00,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,36,Approved thawing methods used,No,"Improper thawing method being used for TCS food (Must thaw under cold running water, in the cooler, or as part of the cooking process). ",605,113
112527,2023/05/31 04:00:00+00,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,38,"Food properly labeled; original container",No,Containers not properly labeled.,605,114
112527,2023/05/31 04:00:00+00,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,39,"Contamination prevented during food preparation, storage and display",No,Food not stored at least 6 inches above the floor (Freezer). ,605,115
112527,2023/05/31 04:00:00+00,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,41,Wiping cloths:  properly used and stored,No,Cloths in use not stored in sanitizing solution.,605,116
112527,2023/05/31 04:00:00+00,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,49,"Ware washing facilities:  installed, maintained, used, test strips",No,Ware washing machine not properly operating.,605,117
112527,2023/05/31 04:00:00+00,1759804,FOOD SERVICE,KING BUFFET,3020,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,73,56,"Physical facilities installed, maintained and clean",No,Floors not clean.  Walls not clean. ,605,118
92445,2023/07/27 04:00:00+00,1775722,FOOD SERVICE,GALT DOWN ONE,321,W MAIN ST,LOUISVILLE,KY,40202,REGULAR,98,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Improper tasting.  Employees eating, drinking, or smoking in unauthorized area.",605,119
89377,2023/06/28 04:00:00+00,1767767,FOOD SERVICE,CRAFT HOUSE PIZZA,4041,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,79,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area.",605,120
89377,2023/06/28 04:00:00+00,1767767,FOOD SERVICE,CRAFT HOUSE PIZZA,4041,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,79,10,Adequate hand washing facilities supplied and accessible,No,Individual disposable towels and/or hand drying device not provided at lavatory or hand sink. (Bar)  Hand washing sink is not accessible. (Prep Room),605,121
89377,2023/06/28 04:00:00+00,1767767,FOOD SERVICE,CRAFT HOUSE PIZZA,4041,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,79,13,"FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED",Yes,"Canned food products observed that indicate swelling, leaking, rusting or severe dents.",605,122
68656,2023/08/08 04:00:00+00,1778521,FOOD SERVICE,LONGHORN STEAKHOUSE #5171,2535,HURSTBOURNE GEM LN,LOUISVILLE,KY,40220,REGULAR,80,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,Employee drinks not properly stored (must store below and away from food prep areas). ,605,123
32754,2023/02/01 05:00:00+00,1732664,SCHOOL CAFETERIA OR FOOD SERVICE,CENTRAL HIGH SCHOOL,1130,W CHESTNUT ST,LOUISVILLE,KY,40203,REGULAR,87,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Not properly wash-rinse-sanitizing food-contact surfaces. (not properly immerised/ submerged in sanitizier),605,124
89377,2023/06/28 04:00:00+00,1767767,FOOD SERVICE,CRAFT HOUSE PIZZA,4041,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,79,36,Approved thawing methods used,No,Improper thawing method being used for TCS food. (Alfredo Sauce),605,125
90365,2023/08/15 04:00:00+00,1780765,FOOD SERVICE,SUBWAY #3253,5240,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,91,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,sanitizer not set up for cleaning in front area / slicer,605,126
36333,2023/10/04 04:00:00+00,1793828,FOOD SERVICE,LEE'S FAMOUS RECIPE,5059,POPLAR LEVEL RD,LOUISVILLE,KY,40219,REGULAR,81,17,Food stored covered,No,Food stored uncovered (Sugar). ,605,127
36333,2023/10/04 04:00:00+00,1793828,FOOD SERVICE,LEE'S FAMOUS RECIPE,5059,POPLAR LEVEL RD,LOUISVILLE,KY,40219,REGULAR,81,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized (dishes washed and rinsed and not sanitized-corrected).,605,128
111723,2023/08/10 04:00:00+00,1779368,FOOD SERVICE,BANAADIR RESTAURANT,5600,S 3RD ST,LOUISVILLE,KY,40214,REGULAR,88,25,PROPER DATE MARKING AND DISPOSITION,Yes,items in fridge not clearly marked with date labeling,605,129
68656,2023/08/08 04:00:00+00,1778521,FOOD SERVICE,LONGHORN STEAKHOUSE #5171,2535,HURSTBOURNE GEM LN,LOUISVILLE,KY,40220,REGULAR,80,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed to prevent contamination from previous task.  Hands not washed properly (must turn off faucet with handle). ,605,130
32754,2023/02/01 05:00:00+00,1732664,SCHOOL CAFETERIA OR FOOD SERVICE,CENTRAL HIGH SCHOOL,1130,W CHESTNUT ST,LOUISVILLE,KY,40203,REGULAR,87,21,PROPER COLD HOLDING TEMPERATURES,Yes,"TCS food not maintained at 5°C (41°F) or below. (Milk carton temped at 44F, thermometers on same cooler read 55.9F and 43F before the start of service)",605,131
89377,2023/06/28 04:00:00+00,1767767,FOOD SERVICE,CRAFT HOUSE PIZZA,4041,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,79,44,"In-use utensils, properly stored",No,Suitable dispensing utensil not being used by employee for handling food. (Scoops must have handles),605,132
30993,2023/06/05 04:00:00+00,1761182,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,WEE CARE NURSERY,11616,MAIN ST,LOUISVILLE,KY,40243,REGULAR,90,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.,605,133
36333,2023/10/04 04:00:00+00,1793828,FOOD SERVICE,LEE'S FAMOUS RECIPE,5059,POPLAR LEVEL RD,LOUISVILLE,KY,40219,REGULAR,81,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below (Cooler holding at 55 degrees- all food quarantined and voluntarily discarded). ,605,134
115558,2023/07/27 04:00:00+00,1775769,FOOD SERVICE,SENOR PUPUSAS,8118,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,83,2,Certified food protection manager,No,No certified food manager present.,605,135
68656,2023/08/08 04:00:00+00,1778521,FOOD SERVICE,LONGHORN STEAKHOUSE #5171,2535,HURSTBOURNE GEM LN,LOUISVILLE,KY,40220,REGULAR,80,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,Food-contact surfaces not cleaned and sanitized (dish washer sanitation at 0 PPM & Wiping buckets at 0 PPM). ,605,136
32754,2023/02/01 05:00:00+00,1732664,SCHOOL CAFETERIA OR FOOD SERVICE,CENTRAL HIGH SCHOOL,1130,W CHESTNUT ST,LOUISVILLE,KY,40203,REGULAR,87,29,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",Yes,"Improper storage of poisonous or toxic materials above or touching food, equipment, utensils and single service articles. (hand sanitizer, chemical wipes storage on top shelf of prep tables)",605,137
89377,2023/06/28 04:00:00+00,1767767,FOOD SERVICE,CRAFT HOUSE PIZZA,4041,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,79,45,"Utensil, equipment and linens:  properly stored, dried, handled",No,Utensils not being properly air dried.,605,138
30993,2023/06/05 04:00:00+00,1761182,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,WEE CARE NURSERY,11616,MAIN ST,LOUISVILLE,KY,40243,REGULAR,90,23,PROPER COOLING TIME AND TEMPERATURE,Yes,TCS food requiring refrigeration not rapidly cooled to an internal temperature of 5°C (41°F) or below.  Proper cooling method not used for TCS food.,605,139
36333,2023/10/04 04:00:00+00,1793828,FOOD SERVICE,LEE'S FAMOUS RECIPE,5059,POPLAR LEVEL RD,LOUISVILLE,KY,40219,REGULAR,81,34,"Proper cooling methods used; adequate equipment for temperature control",No,Lack of properly maintained refrigeration unit for TCS food.,605,140
115558,2023/07/27 04:00:00+00,1775769,FOOD SERVICE,SENOR PUPUSAS,8118,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,83,51,"Hot and cold water available; adequate pressure; plumbing maintained",No,No hot running water under pressure.,605,141
68656,2023/08/08 04:00:00+00,1778521,FOOD SERVICE,LONGHORN STEAKHOUSE #5171,2535,HURSTBOURNE GEM LN,LOUISVILLE,KY,40220,REGULAR,80,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below (buttermilk holding at 55 degrees). ,605,142
93222,2023/04/21 04:00:00+00,1749947,FOOD SERVICE,HAVANA RUMBA EXPRESS,2210,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,82,6,"PROPER EATING, TASTING, DRINKING, OR TOBACCO USE",Yes,"Employees eating, drinking, or smoking in unauthorized area (Corrected). ",605,143
93222,2023/04/21 04:00:00+00,1749947,FOOD SERVICE,HAVANA RUMBA EXPRESS,2210,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,82,8,HANDS CLEAN AND PROPERLY WASHED,Yes,Hands not washed to prevent contamination from previous task (corrected). ,605,144
93222,2023/04/21 04:00:00+00,1749947,FOOD SERVICE,HAVANA RUMBA EXPRESS,2210,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,82,9,NO BARE HAND CONTACT WITH READY-TO-EAT FOODS OR APPROVED ALTERNATE METHOD FOLLOWED,Yes,Bare hand contact with ready to eat foods (corrected). ,605,145
93222,2023/04/21 04:00:00+00,1749947,FOOD SERVICE,HAVANA RUMBA EXPRESS,2210,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,82,10,Adequate hand washing facilities supplied and accessible,No,Hand cleaner not provided at lavatory or hand washing sink (Bar).  Individual disposable towels and/or hand drying device not provided at lavatory or hand sink (bar).,605,146
93222,2023/04/21 04:00:00+00,1749947,FOOD SERVICE,HAVANA RUMBA EXPRESS,2210,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,82,15,Food separated and protected,No,Ready-to-eat food subject to contamination by raw animal product.,605,147
93222,2023/04/21 04:00:00+00,1749947,FOOD SERVICE,HAVANA RUMBA EXPRESS,2210,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,82,22,PROPER HOT HOLDING TEMPERATURES,Yes,"TCS food not maintained at 57°C (135°F) or above (chorizo holding at 60 degrees, chicken holding at 105-all discarded). ",605,148
93222,2023/04/21 04:00:00+00,1749947,FOOD SERVICE,HAVANA RUMBA EXPRESS,2210,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,82,40,"Personal cleanliness; hair restraints",No,No hair/beard restraints where required.,605,149
93222,2023/04/21 04:00:00+00,1749947,FOOD SERVICE,HAVANA RUMBA EXPRESS,2210,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,82,41,Wiping cloths:  properly used and stored,No,Cloths in use not stored in sanitizing solution.,605,150
93222,2023/04/21 04:00:00+00,1749947,FOOD SERVICE,HAVANA RUMBA EXPRESS,2210,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,82,44,"In-use utensils, properly stored",No,In-use food dispensing utensils not properly stored.,605,151
93222,2023/04/21 04:00:00+00,1749947,FOOD SERVICE,HAVANA RUMBA EXPRESS,2210,BARDSTOWN RD,LOUISVILLE,KY,40205,REGULAR,82,48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used",No,"Food/nonfood-contact surface is not durable, corrosion resistant and nonabsorbent (Rusted Shelving).   Food/nonfood-contact surface is not free of sharp internal angles, unnecessary ledges, projections and crevices (Broken measuring cup in rice)  Equipment is not maintained in good repair or does not allow for proper adjustment (gasket in disrepair).",605,152
68661,2023/01/03 05:00:00+00,1726425,FOOD SERVICE,BONEFISH GRILL #7801,657,S HURSTBOURNE PKWY,LOUISVILLE,KY,40222,REGULAR,96,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below. CORRECTED,605,153
92375,2023/03/01 05:00:00+00,1738759,FOOD SERVICE,CHINA ONE ZHENG,816,EASTERN PKWY,LOUISVILLE,KY,40217,REGULAR,88,53,SEWAGE AND WASTEWATER PROPERLY DISPOSED,Yes,rear hand sink drain line backflows onto floor,605,154
92375,2023/03/01 05:00:00+00,1738759,FOOD SERVICE,CHINA ONE ZHENG,816,EASTERN PKWY,LOUISVILLE,KY,40217,REGULAR,88,25,PROPER DATE MARKING AND DISPOSITION,Yes,prepared food items not properly date marked  raw eggs removed from bulk container with no known expiration date,605,155
116981,2023/06/26 04:00:00+00,1766741,FOOD SERVICE,SNOW FRUIT @ KROGER L-346,3039,BRECKENRIDGE LN,LOUISVILLE,KY,40220,REGULAR,94,25,PROPER DATE MARKING AND DISPOSITION,Yes,"Food not marked to indicate the date or day by which the food shall be consumed, sold or discarded (Cut cantaloupe, honey dew in the walk-in cooler).   ",605,156
116981,2023/06/26 04:00:00+00,1766741,FOOD SERVICE,SNOW FRUIT @ KROGER L-346,3039,BRECKENRIDGE LN,LOUISVILLE,KY,40220,REGULAR,94,21,PROPER COLD HOLDING TEMPERATURES,Yes,TCS food not maintained at 5°C (41°F) or below.  - Cut Watermelon holding at 47-48 degrees F (Bunker cooler) - Discarded.,605,157
104284,2023/09/29 04:00:00+00,1792635,FOOD SERVICE,WING STOP,2007,S HURSTBOURNE PKWY,LOUISVILLE,KY,40220,REGULAR,95,58,"INSECTS, RODENTS AND ANIMALS NOT PRESENT",Yes,Presence of insects. Live roaches found.,605,158
84839,2023/06/27 04:00:00+00,1767175,FOOD SERVICE,COMMUNITY TRANSITIONAL SERVICES,1407,W JEFFERSON ST,LOUISVILLE,KY,40203,REGULAR,89,18,FOOD-CONTACT SURFACES:  CLEANED AND SANITIZED,Yes,"Food-contact surfaces not cleaned and sanitized.  The approved sanitizing solution for manual/mechanical ware-washing is not at the proper concentration. (sanitizer dispenser at 3-comp sink). Advised until sanitizer dispenser is functioning properly they can wash food contact surfaces in 3-comp sink, must run through dish machine to sanitize/ manual make sanitizer solution.",605,159
