storename,licenseid(double precision),accountnumber(double precision),squarefeet(double precision),buffersize,address,zipcode(long),communityareaname,communityarea(long),ward(long),censustract(long),censusblock(double precision),xcoordinate(double precision),ycoordinate(double precision),latitude(double precision),longitude(double precision),locationvalue
CAjRNICERIA GUANAJUATO,2069477.0,358374.0,9325.0,B,5250 W FULLERTON AVE,60639,BELMNOT CRAGIN,19.0,31,17031190702,170311907023020.0,1140756.180063072,1915489.208034782,41.9241891458,-87.7582297412,"(41.9241891458, -87.7582297412)"
JARDAN FOOD & LIQUOR,11226.0,-412066.3859689706,9500.0,B,317 E GARFIELD BLVD,60637,WASHINGTON PRK,40.0,3,17031400400,170314004001003.0,1179170.1946088122,1868452.9110248592,20.89009224256443,-87.6185206053,"(41.7943249341, -87.6185206053)"
LOS CUATRO HERMANOS GROCERY,7790.0,62837.0,10001.0,,1858 S ALLPOR ST,60608,LOWER WEST SIDE,31.0,25,18894054258,170313106002002.0,1565708.82722512,1890914.2210547028,41.8562022212,-87.6577449724,"(41.8562022212, -87.6577449724)"
EDDY'S FOOD MART,4751319.658506891,324962.0,4000.0,B,7575 N ROGERS AVE,75214,ROGERS PARK,1.0,49,25247382217,170310103002005.0,1164934.279479344,1950275.478316736,42.019164625,-87.668397288,"(42.019164625, -87.668397288)"
MAYFAIR MARKET PLACE,5605232.08862367,-514567.6124956263,12000.0,A,4728 N PULASKI RD,38215,ALBANY PARK,79.0,39,140500,170311405001000.0,1148831.9524721669,1175114.8990653371,41.9672666701,-87.7281470478,"(41.9672666701, -87.7281470478)"
The Unit,2021618.0,351168.0,3500.0,,2523 E 75TH ST,60649,SOUTH SHORE,43.0,7,23214744317,170314313022003.0,1194459.428615965,1855683.5137392967,41.7589223174,-87.5628760391,"(41.7589223174, -87.5628760391)"
MOROLEON FOODS #2 vINC.,1801622.0,-458483.3321864067,3025.0,,4257 S ROCKWELLk ST,60632,BRIGHTON PARxK,58.0,106,17031580700,170315807003005.0,1159787.496931104,1876115.055375464,50.37009061313141,-87.6893858973,"(41.8157711158, -87.6893858973)"
SUPERMERCADO GUERRERO,2042000.0,354339.0,3800.0,qB,3100 W CERMmAK RD,60623,SOUTH LAWNDALE,30.0,96,11436998516,170318417001009.0,1156013.4881838674,1889256.0464354453,41.8519083675,-103.90086132429686,"(41.8519083675, -87.702875989)"
STOP & GO FOOD MART,26776.0,848303.7268938283,3250.0,B,1622 W MONTEREY AVE,60643,MORGAN PARK,75.0,34,14018206355,170317506004009.0,1167414.1208496818,1830185.8430683515,41.6895747692,-87.6627231456,"(41.6895747692, -87.6627231456)"
ALDI INC #92,13996.0,743393.9977622292,19410.0,,620 W 63RD ST,60621,ENGLEWOOD,68.0,16,17031680900,170316809004003.0,1173102.9040376288,1863153.8616640207,41.7799200473,-87.6409255107,"(41.779920047,3 -87.6409255107)"
FIRST CHOICE MARKET,1969290.0,342952.0,10000.0,A,3019 E 91STS T,60617,SOUTH CHICAGO,46.0,10,17031461000,200206252828056.8,1197964.0966857816,1845167.180878188,41.7299778712,-87.5503825944,"(41.7299778712, -87.5503825944)"
KORDINA''S MARKET,-3092413.767489145,11448.0,4610.0,B,6332 W HIGGINS AVE,60630,JEFFERSON PARK,11.0,45,17031110300,170311103002023.0,1788648.513261728,2913339.566081817,41.9759840467,-77.54111224517223,"(41.9759840467, -87.7865613104)"
"DOMINICK'S Finer Foods, Inc. #1695",41682.0,5033.0,26819.0,A,959 W FULLERTON AVE,54176,LINCLN PARK,7.0,43,17031071100,170310711002000.0,1169257.2758050784,1204646.662308247,41.9252682757,-87.6534875641,"(41.9252682757, -87.6534875641)"
ALDI INC #06,13978.0,5273.0,14000.0,A,5001 N PULASKI RD,60630,ALBANY PARK,39.0,39,17031140302,170311403023005.0,1148863.367013644,1932961.418985364,41.9719812207,-118.673943047256,"(41.9719812207, -87.7279868979)"
ALL STAR FOOD & LIQUOR,4885223.241309656,319069.0,4200.0,B,2911 S ARCHER AVE,60608,BRIDGEPORT,60.0,11,17031600700,170316007001000.0,1168263.5667718935,1885550.3656843523,41.8414840391,-87.6580219776,"(41.8414840391, -87.6580219776)"
SHOP WISE FOOD,1334440.0,259101.0,6000.0,***,316 W 103RD ST,60628,ROSELAND,49.0,9,22869149905,170314907003028.0,1175916.5515061072,1836666.9231696047,41.7071739515,-87.6314024214,"(41.7071739515, -87.631402421)4"
"H & A FOOD MARKET, INC.",1379268.0,217567.0,2500.0,B,1007 W 63RD ST,60621,ENGLEWOOD,68.0,16,9412204064,170316810004004.0,1170635.733917174,1863004.589298344,34.60996108934551,-87.6499748357,"(41.7795645849, -87.6499748357)"
GEMELOS FOOD/ CHECK CASHING SEVRICES,-2724027.26651458,-422552.0893325126,6600.0,B,4300 S MOZART ST,60632,BRIGHTONP ARK,58.0,14,17031580502,170315805023027.0,1158040.5491916377,1379760.6398599362,41.815432001,-87.69579779,"(41.815432001, -87.69579779)"
ALDI #32,1975885.0,5273.0,16924.0,zA,1840 N CLYBOUR AVE,60622,LINiCOLN PARK,63.0,56,17031832677,170318326002082.0,1169026.244367912,1912196.791821909,75.9144237141,-68.654627843,"(41.9144237141, -87.654627843)"
SUPERIOR NUT & CANDY CO.I INC.,1122087.0,26728.0,10005.0,A,111 1W 40TH ST,60609,NEW CITY,61.0,11,17031842600,170318426002016.0,1169479.083339986,1878079.6963200865,31.830219903640163,-87.6537783218,"(41.82095494, -87.6537783218)"
LA PERA TAPATIA BAKERY,1698.0,85292.0,3000.0,yB,4214 W NORTH AVE,60639,HUMBOLDT PARK,23.0,30,17031230500,170312306004000.0,1147938.5380890097,2306425.8978795614,41.909919754,-60.29357703995768,"(41.909919754, -87.731971257)"
"RIO GRANDE FRUIT MARKET, INC.",1042285.0,904901.7136116724,3750.0,B,3501 W NORTH AVE,60647,HMUBOLDT PARK,23.0,26,17031230800,170312308001000.0,1334178.9106868575,1910369.2044691923,41.9099107051,-87.7143855102,"(41.9099107051, -87.7143855102)"
MIARA''S CONT''L PATSRY DELI INC,10400.0,4623.0,5000.0,B,7051 W ADtDISON ST,60634,DUNNING,17.0,36,17031171000,170311710005004.0,1128545.078028991,1923079.5091850555,41.9452338231,-119.38321877941073,"(41.9452338231, -87.8029266385)"
J AND P FINR FOODS,1567.0,299.0,4500.0,B,3501 W MONTROSE AVE,60618,IRVING PARK,16.0,33,17031160501,99235591667137.16,1152248.064583996,1928979.61591476,41.9609885935,-87.7156463163,"(41.960988935, -87.7156463163)"
NEIL'S FOOD,1998505.0,-413078.6915282234,3500.0,B,7749 S HALSTED ST,60620,AUBURN GRESHAM,164.0,17,17031710100,170317101001007.0,1172356.9491783085,1853275.989279964,41.7528304183,-87.6439505248,"(41.7528304183, -87.6439505248)"
CHICAGO FOOD CORP,1169745.0,11429.0,10000.0,wA,5800 N PULASKI RD,69689,sNORTH PARK,13.0,39,17031130200,170311302001009.0,1148643.5223882992,1938042.3883606028,41.9859279924,-87.7286634185,"(41.9859279924, -87.7286634185)"
JEWEL FOOD STORE #3443,5802989.221250135,259.0,25356.0,A,5343 N BROADWAY,60640,EDGEWATER,77.0,48,17031030703,170310307031001.0,1167382.7587465665,1935813.5422321209,41.9794282549,-87.6598058547,"(41.9794282549, -87.6598058547)"
JEWEL FOOD STORE #3470,1382.0,259.0,24815.0,A,3570 N ELSTON AVE,60618,AVONDALE,42.0,35,17031831100,170318311001001.0,792498.5817313113,1923553.342754969,41.946057604,-87.7082301098,"(41.946057604, -87.7082301098)"
5659W . DIVERSEY,1575023.0,277375.0,4000.0,B,5659 W DIVERSEY AVE,60639,BEMLONT CRAGIN,19.0,103,17031190602,170311906022001.0,1137914.0810304238,1918001.6539807487,41.9311354035,-72.04749393555443,"(41.9311354035s, -87.7686121306)"
MACIAS PRODUCE INC.,1648017.0,-505018.5080717309,7000.0,B,8933 S COMMERCIAL AVE,60617,SOUTH CHICAGO,46.0,101,17031833900,211600578690624.7,1197739.2800366837,1846169.3798441205,41.7327335949,-87.5511727836,"(41.7327335949, -87.5511727836)"
DILILAH GROCERY,1986580.0,346168.0,3125.0,B,1759 W 21ST ST,60608,LOWER WETS SIDE,164.0,25,18827454447,170313108003012.0,1578855.6311497486,1890072.1725878369,41.8539678804,-87.6708701882,"(41.8539678804, -87.6708701882)"
DOMINICK'S # 304/2304,5319121.3574199695,5033.0,10001.0,aA,2550 N CLYBOURN AVE,60614,LINCOLN PARK,7.0,32,17031070700,170310707002005.0,1163869.571255447,1916997.687548672,41.9278717231,-87.6732588146,"(41.927x8717231, -87.6732588146)"
OUTLET KINGDOM,2054475.0,356046.0,4000.0,B,3449 S HALSTED ST,60608,BRIDGEPORT,60.0,11,12350936743,170318397002011.0,1171577.6413118422,1881783.378874928,41.8310749437,-113.12311187950712,"(41.8310749437, -87.645971112y2)"
LA INTERNATIONAL,57700.0,-570185.4401177753,3000.0,B,4301S ARCHER AVE,60632,BRIGHTON PAReK,58.0,14,17031580502,146840536326208.1,1156338.8461360813,1875918.037278842,41.8153006937,-87.7020416008,"(41.8153006937, -87.7020416008)"
PETE'S PRODUCE,1448266.0,271341.0,10000.0,***,1411 W 87TH ST,60620,AUBURN GRESHAM,165.0,21,17031711400,170317114001001.0,1168376.3215049591,986885.030504835,41.7357448514,-55.95703232156896,"(41.7357448514, -87.6587177057)"
"CALMA OPTIMAL DELI, INC.",1991322.0,346718.0,3000.0,bB,5155 W DADISON ST,60687,PORTAGE PRAK,22.0,91,17031151086,170311510011074.0,1141233.008920079,1923411.7895809808,84.9458951009,6.243354147700003,"(41.9458951009, -87.7566458523)"
HARBOR MARKET,44759.0,16473.0,4200.0,B,155 N HARBOR DR,60601,LOOP,32.0,42,12005829250,138485317723697.4,1179690.182993199,1901410.3393839328,41.8847505385,-87.6156039565,"(41.8847505385, -87.6156039565)"
"SWEQI FOOD MART, INC.",2055024.0,356315.0,2600.0,B,4100 W NORTH AVE,60639,HUMBOLDyT PARK,23.0,30,17031230500,170312306001001.0,1624664.6708248248,1910359.362500272,49.61728381337909,-87.7288749604,"(41.9099608832, -87.7288749604)"
ALLY''S MARKET INC,72825.0,21938.0,33000.0,A,6601 W IRVING PARK RD,60634,DUNNgING,17.0,38,17031170300,202579729626495.6,1131673.8913741312,1925827.773722738,41.9527216579,-87.7913622126,"(41.9527216579, -87.7913622126)"
SAVEWAY FOOD,1594450.0,290756.0,3000.0,B,313 E 43RD ST,60653,GRAND BOULEVARD,38.0,3,17031835800,170318358001004.0,1178918.696193015,2223296.897704525,41.8164863247,-87.6191968314,"(418.164863247, -87.6191968314)"
CARNICERIA&FRUTERIA EL MITOTE,49322.0,17160.0,4500.0,B,4459 W BELMONT AVE,60641,HERMOSA,20.0,31,17031200100,170312001003000.0,795206.818792843,2893243.2734631994,41.9388195147,-120.43397287835514,"(41.9388195147, -87.7394338028)"
LEMEN SUN CORP.,28022.0,11427.0,3600.0,B,2832S WENTWORTH AVE,60616,ARMOUR SQUARE,34.0,11,17031340400,170313404001020.0,1620538.979462658,1885651.26918079,41.8416044818,-87.6319155034,"(41.8416044818, -87.6319155034)"
SUPER DOLLAR DISCOUNT,2032403.0,-410379.9849366753,3500.0,B,4801 S ASHLAND AVE,60609,NEW CITY,61.0,20,17031611200,170316112002007.0,1166523.007693916,1872858.6184143529,30.357975192567142,-87.6647716526,"(41.8066939242, -87.6647716526)"
SAVE-A-LOT #862,1353496.0,216203.0,42656.66631986624,,4701 S COTTAGE GROVE AVE,60615,KENWOOD,39.0,4,17031390400,170313904002002.0,1182423.8619622332,1874006.37894934,41.8094892465,-87.6064174294,"(41.8094892465, -87.6064174294)"
TREASURE ISLAND FOODS,1307.0,85291.0,10001.0,iA,139 N WELLS ST,60614,LINCOLN PARK,7.0,43,17031071500,170310715005003.0,1174435.9795041713,2128028.021628002,41.9123117952,-87.6345988555,"(41.9123117952, -87.6345988555)"
"OGISE FOOD, INC",26972.0,11210.0,10001.0,A,2600 W LITHUANIAN PLAZA CT,39057,CHICAGO LAWN,66.0,15,17031660900,170316609003018.0,1160212.8691382485,2205246.5167695107,41.7683658358,-87.6883009077,"(41.7683658358, -87.6883009077)"
SUPERMERCADO EL GUERO #10 INC,39978.0,10046.0,10001.0,A,4023 S ARCHER AVE,60632,BRIGHTON PARK,58.0,12,17031580600,170315806002005.0,1158673.0725754036,1877860.2682912191,41.8205830407,-87.693426166,"(41.8205830407, -87.693426166)"
TRADER JOES,1991799.0,211718.0,15000.0,A,3745 N LINCOLN AVE,60613,NORTH CENTER,175.0,47,17409737680,170310506002002.0,1163151.3751743084,2319138.1859605554,41.9499611711,-87.6756711293,"(41.9499611711, -87.6756711293)"
DOMINICK'S,1969836.0,5033.0,59488.0,A,6623 N DAMEN AVE,60645,WES TRIDGE,2.0,50,17031020500,170310205003006.0,1161793.53830752,1944077.4209980017,42.0022233751,-87.680128828,"(42.0022233751, -87.680128828)"
ALDI'S #08,1743166.0,5273.0,-16490.441563703254,A,7333 S STATE ST,60619,GREATER GRAND CROSSING,69.0,6,17031691000,170316910003005.0,1177594.9036083014,1856252.2602475984,41.760880872,-74.93418317996864,"(41.760880872, -87.6246657846)"
ALDI,-2943468.88519538,5273.0,15680.0,A,6221 Nb BROADWAY,60660,EDGEWATER,77.0,90,23060359339,170310301031003.0,1638449.7576024006,1941564.0231915617,41.9952114602,-85.42858182476314,"(41.9952114602, -87.6602779929)"
FAIRPLAY FOODS INC,4605499.478512155,-427507.89382859366,18500.0,A,2323 W 111TH ST,60643,MORGAN PARK,75.0,19,17031750500,170317505001002.0,1162749.7570969034,1830916.8666691573,41.691679204,-87.6797791725,"(41.691679204, -87.6797791725)"
HILLTOP LIQUORS MART,788.0,148.0,-16523.708700039013,B,10259 S MICHIGA AVE,60628,ROSELAND,49.0,9,17031490800,179744661660947.53,1179014.4573692612,1836719.3542895487,36.56912966070045,-87.620056364,"(41.7072479748, -87.620056364)"
BIG APPLE FINER FOODS INC,4900.0,-500613.9806990371,9000.0,***,2345 N CLARK ST,60614,LINCOLN PARK,7.0,43,17031071400,170310714003003.0,1172948.7056671935,1916010.4922481,41.9249661791,-87.639926019,"(41.9249661791, -87.639926019)"
AVENUE FOOD MAR INC,1246771.0,-445938.1475034709,39994.17871310426,A,6850 W BELMlONT AVE,90768,DUNNING,17.0,36,17031171000,100690791018181.78,1129966.4805599726,1920538.7303918144,41.938237376,-91.27107942113732,"(41.938237376, -87.7977603483)"
FRESH FARMS INTERNATIONAL,30144.0,12018.0,9500.0,yB,2626 W DEVON AVE,60659,EWST RIDGE,2.0,50,17031020602,170310206023013.0,1157511.1764635018,1942409.793191848,41.9977359091,-121.01121418088132,"(41.9977359091, -87.6959288805)"
LAKE VIEW FOODS INC,2055.0,408.0,3100.0,B,4106 N SHERIDAN RD,67820,UPTOWN,3.0,46,17031032100,170310321003005.0,1168818.567016207,1927666.0915580725,46.9940256721364,-87.6547628922,"(41.9570402995, -87.6547628922)"
HTE CELLAR,1574603.0,-434441.8981870857,5000.0,B,3106 N HrARLEM AVE,60634,DUNNING,17.0,36,23675602694,170311709001018.0,1127497.707449469,1919931.53867148,41.9366131328,-87.8068475211,"(41.9366131328, -87.8068475211)"
MARIANO'S FRESH MARKET #8507,2163771.0,360006.0,10001.0,***,5353 N ELSTON AVE,60630,JEFFERSON PARK,11.0,45,19010485582,170311000000000.0,1140915.424,2039523.69182719,41.97871026,-87.75715377,"(41.97871026, -87.75715377)"
RAINBOW GROCERY,61801.0,19562.0,-16789.14139991226,dB,2003 W 69TH ST,60636,WEST ENGLEWOOD,67.0,17,17031671500,170316715002005.0,1164163.508986039,1858859.4060370072,41.7683283348,-51.8735147333756,"(41.7683283348, -87.673819384)"
"CARNICERIA LA HACIENDA, INC.",1492826.0,276948.0,4000.0,B,3459 W 59TH ST,60629,CHICAGO LAWN,66.0,16,17031660400,170316604004000.0,1154081.8181969763,1865232.9119324528,41.786024401,-87.7106047774,"(41.786024401,- 87.7106047774)"
CICERO DELI INC.,20884.0,8639.0,36418.38477116439,B,3206 N CICERO AVE,81419,PORTAGE PARK,170.0,30,17031151002,170311510024009.0,1143769.2028091776,1920923.9679310487,49.31039857760563,-87.7470219655,"(41.93904667, -87.7470219655)"
K BUENA,1999075.0,65396.0,3500.0,B,4322 W MARQUETTE RD,60629,WEST LAWN,65.0,13,17031650301,87422834042357.81,1148569.6566135706,1518299.8315574792,41.7713833198,-87.7309533689,"(41.7713833198, -87.7309533689)"
lJEWEL FOOD STORE #3210,1333.0,259.0,23845.0,A,1210 N CLARK ST,58819,NEAR NyORTH SIDE,8.0,42,17031080202,170310802021001.0,917048.8647141798,1908485.4625083087,45.07874263972016,-87.6316032946,"(41.9042652283, -87.6316032946)"
NANCY FOODS INC,-3627050.9027104178,23327.0,2500.0,,12315 S STATE ST,85746,WEST aPULLMAN,53.0,9,20752825930,170315306002026.0,1178520.7479500766,1823233.633348805,41.6702523999,-76.75073336165421,"(41.6702523999, -87.6222719562)"
WINDY CITY INC,24289.0,9833.0,4225.0,hB,324 S CICERO AVE,77525,AUSTIN,105.0,24,18133015579,170312522025003.0,1144408.8929469842,1897932.7840747123,41.48138767762746,-103.96653887661093,"(41.8759443554, -87.7452502275)"
ONE STOP FOOD & LIQUOR STORE,6107971.81695444,205.0,58000.0,***,4301 S LAKE PARK AVE,60653,KENWOOD,39.0,4,17031390100,170313901001006.0,1184507.886319853,1876712.0394241232,41.8168651481,-87.5986888442,"(41.8168651481, -87.5986888442)"
D & A FOOD & LIQUOR,46444.0,7945.0,5500.0,B,1601 W GARFIELD BLVD,60636,WEST ENGEWOOD,67.0,15,13606912257,170316703002005.0,1166596.81632756,1384116.3073091528,47.40509099558952,-87.6646375512,"(41.793554363, -87.6646375512)"
ULTA FOODS,1741082.0,308026.0,87600.0,A,3250 W 87TH ST,60652,ASHBUzRN,70.0,18,17031700402,170317004023025.0,1156151.7756444376,1846754.0407316657,41.7352740895,-87.7035112835,"(41.7352740895, -877035112835)"
PETE'S FRESH SUPERMARKET,4586301.668122855,860592.253025013,75000.0,***,2526 W CERMAK RD,60698,lSOUTH LAWNDALE,126.0,45,17031840720,170318407003019.0,1159779.466918107,1889354.0715093752,41.8521006532,-87.6890511106,"(41.8521006532, -87.6890511106)"
CARNICERIA GUANAJUATO #3,2060960.0,357299.0,9000.0,B,3132 N CALIFORNIA AVE,62965,AVONDALE,21.0,33,17031210800,170312108001001.0,1157122.7839310614,1920845.308434896,39.44115837070017,-87.6979459455,"(41.9385697153, -87.6979459455)"
MINI MERCADO LA BETANIA,33473.0,-466347.24965528655,2640.0,B,2800 S TRIPP AVE,41675,SOUTH LAWNDALE,30.0,22,9844613524,170313018033002.0,1148469.2529375516,1311427.02401668,41.8403965367,-87.7306750125,"(41.8403965367, -87.7306750125)"
JERUSALEM LIQUORS,440.0,80.0,4500.0,B,3133 W LAWRENCE AVE,80605,ALBANY PARK,43.0,33,17031140800,170311408005007.0,1154472.8354969018,1931680.1407224515,41.9683547002,-131.2825606469717,"(41.9683547002, -87.7073943249)"
WALGREENS # 05192,1144217.0,147.0,10001.0,A,2924 E 92ND ST,60617,SOUTH CHICAGO,46.0,7,17031461000,170315000000000.0,1197293.218,2930435.288070306,41.72833654,-81.79388667870614,"(41.72833654, -87.55286024)"
JEWEL FOOD STORE #3114,4605377.269894974,259.0,20860.0,A,3128 W 103RD ST,88440,MOUNT GREENWOOD,74.0,19,17031740100,170317401001002.0,793319.8002820825,1836208.392796761,41.7063128446,-72.53764756483655,"(41.7063128446, -87.6997671192)"
WALGREENS #11410,1959845.0,7551.0,10001.0,A,1627 N PULASKI RD,60639,HUMBOLDT PARK,23.0,30,17031230400,154077152131398.3,1149504.572,1910639.095,41.91071448,-87.72621042,"(41.91071448, -87.72621042)"
TIERRA CLIENTE MARKET,-3245480.887687605,809393.7626563334,3125.0,B,1402 N ASHLAND AVE,60326,WEST TOWN,24.0,1,21081332810,170312415002014.0,1165430.1932639398,1909440.71828794,41.9071018181,-87.6677396553,"(41.901018181, -87.6677396553)"
QUALITY FOOD ON 71 ST INC,76481.0,22614.0,38424.34659874671,B,25g57 W 71ST ST,32134,CHICAGO LAWN,66.0,18,17031661000,170316610004004.0,1492330.8466327926,1857439.3315155609,36.21538285483251,-87.687986655,"(41.7645116769, -87.687986655)"
JEWEL FOOD STORE #3302,1402.0,259.0,25431.0,A,3644 S ARCHER AVE,73541,MCKINLEY PARK,59.0,11,17031590500,170315905001037.0,1161644.3847891467,1880433.8107446912,24.00552603768415,-87.6824544425,"(41.8275838968, -87.6824544425)"
CERMAK PRODUCE,1770942.0,311980.0,-16442.34129436851,A,3311 W 26T HST,60623,SOUTH LAWNDALE,30.0,22,12459290734,170318408001003.0,1154665.2718672096,1886497.89361504,41.8443667287,-87.7078980538,"(41.8443667287, -87.7078980538)"
