namevalue,address,type,bedroomlimit(double precision),guestlimit(double precision),expirationdate,locationvalue,x(double precision),y(double precision)
828G irod St Apt 304,828 Girod St Apt 304,Short Term Rental Commercial Owner,3.0,6.0,05/12/2032 11:59:59 PM,"(29.9476942196287, -90.0733724638612)",3679852.25,321728.99800508213
828 Girod St Apt 603,828 Girod St Apt 603,Short Term Rental Commercia lOwner,3.0,-4.453374733887402,05/12/2023 11:59:59 PM,"(29.9477025588808, -90.0733099925197)",3679872.0,528667.85
828 Girod St Apt 303,828 Girod St Apt 303,Short Term Rental Commercial Owner,6.747433963214833,6.0,05/12/2023 11:59:59 PM,"(29.9477103063624, -90.0733695134786)",3797287.765141309,528670.46
y2628 Elder St,2628 Elder St,Short Term Rental Residential Owner,2.0,4.0,05/09/2023 11:59:59 PM,"(29.9944806941943, -90.0487248151332)",3687466.89,545764.56
1126 Independence St,1126 Indpeendence St,Short Term Rental Residential Owner,1.0,-4.252202613736024,09/18/2023 09:04:06 AM,"(29.9669955208242, -90.0379380795209)",3690994.2,535808.37
828 Girod St Apt 503,828 Girod St Apt 503,Short Term Rental Commercial Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9477068959041, -90.0733263897616)",3679866.79,528669.37
HILTON NEW ORLEANS/ ST CHARLES AVENUE,200 SPECTRUM CENTER DR,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,-5.982871967887177,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",-1.0,-1.0
1109 Erto St,1109 Erato St,Short Term Rental Residential Owner,1.0,13.662895288382227,05/24/2023 11:59:59 PM,"(29.939463194785, -90.0712777753281)",5232045.641758961,525678.8
710 Baronne St Ap 203,710 Baronne St Apt 203,Short Term Rental Commercial Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.9475972158368, -90.0736498673357)",3679764.79,528628.36
326 S Broad St,326 S Broad St,Short Term Rental Commercial Owner,5.0,-5.1887431041408645,05/09/2023 11:59:59 PM,"(29.9631901668855, -90.0891507912107)",4917766.003630818,534244.91
710 Baronne St Atp 205,710 Baronne St Apt 205,Short Term Rental Commercial Owner,3.0,6.0,0f5/12/2023 11:59:59 PM,"(j29.9475885418686, -90.0736170728614)",3679775.21,322108.78628592216
828 Girod St Apt 305,828 Girod St Apt 305,Short Term Rental Commercail Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9476757799916, -90.0733795490573)",3679850.08,706859.980021169
710 Baronne St Apt202,710v Baronne St Apt 202,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9476027218736, -90.0736648603982)",3679760.02,528630.31
72 Picheloup Pl,972 PicheloupPl,Short Term Rental Residential Ownre,1.0,2.0,05/11/2023 1159:59 PM,"(29.9812440897811, -90.0924339365308)",3673683.76,540798.74
828 Girod St Apt 505,828 Girod St Apt 505,Short Term eRntal Commercial Owner,3.0,14.6708991938655,05/11/2023 11:59:59 PM,"(29.9476729941164, -90.0733384700212)",3679863.1,528657.0
828 Girod St Apt 605,828 Girod St Apt 605,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9476686570945, -90.0733220727844)",3679868.31,528655.48
223 S Broad St,223 S BroadS t,Short Term Rental Commercial Owner,5.0,10.0,03/30/2023 11:59:59 PM,"(29.9643143433615, -90.0887446066836)",3674918.57,282500.87425945303
1322 Governor Nicholls St,1322 Governor Nicholls St,Short Term Rental Residential Owner,1.0,2.0,05/12/2023 11:59:59 PM,"(29.9661285036008, -90.0670977838408)",3681765.23,461645.6349999416
2640 St Ann rSt,2640 St Ann St,Short Term Rental Residential Owner,1.0,-5.035529825784208,05/09/2023 11:59:59 PM,"(29.970884728751, -900819161362029)",3809930.32283138,537067.89
3663 Tchupitoulas St,3663 Tchoupitoulas St,Short Term Renltal Commercial Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.9179985596601, -90.0918969398859)",3674102.93,517802.14
710 Baronne St Apt 206,710 Bronne St Apt 206,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9475841852321, -90.0735986233234)",3679781.07,573216.3841736491
828 Girod St Apt 502,828 Girod St Apt 502,Short Term Rental Commercial Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9477188w031456, -90.0733234921454)",3679867.66,528673.71
4221 Prytania St 2B,4221 Prytania St 2B,Short Term Rental Residential Owner,2.0,4.0,05/10/2023 11:59:59 PM,"(29.9252826602672, -90.1002624266296)",3671424.46,520422.29
710 Baronne St Apt 207,710 Baronne St Apt 207,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9475786398886, -90.0735795256619)",3679787.14,528621.85
2822 First St,2822 First St,Short Term Rental Residential Owner,2.0,4.0,05/08/2023 11:59:59 PM,"(29.9429614389398, -90.0904124572707)",2635718.746959838,526884.65
7022C olapissa St,7022 Colapissa St,Short Term Rental Residential Owner,1.0,2.0,05/08/2023 11:59:59 PM,"(29.9566916814r294, -90.1099468390455)",3668234.97,531810.91
828 Girod St Apt 506,828 Girod St Apt 506,Short Term Rental Commercial Owner,2.0,4.0,05/11/2023 11:59:59 PM,"(29.947657236472, -a90.0733470686662)",3679860.44,528651.24
301 Magazine St Apt 304,301 Magazine St Apt 304,Short Term RentalC ommercial Owner,6.219077778956896,4.0,11/17/2023 11:59:59 PM,"(29.9504686358o772, -90.0678961814974)",3681575.33,529692.59
3424 Bienville Ave,3424 Bienville Ave,Short Term Rental Commercial Owner,3.0,6.0,50/11/2023 11:59:59 PM,"(29.9721493499041, -90.0934229570652)",3673406.45,537488.15
4221 Prytania St 2A,4221 PrytaniaSt 2A,Short Term Rental Residential Owner,2.0,4.0,05/10/r2023 11:59:59 PM,"(29.9252826602672, -90.1002624266296)",3671424.46,520422.29
4720 Laurel St,4720 Laurel St,Short Term mRental Residential Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.918338314667, -90.1053754430927)",3669831.97,517879.68
828 Girod St Apt 504,828 Girod St Apt 504,Shor Term Rental Commercial Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9476920583311, -9.00733334294844)",3679864.62,805063.6052202785
828 Girod St Apt 306,828 Girod St Apt 306,Short Term Rental Commercial Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.947665321018, -90.0733843546208)",3679848.6,314633.80541715433
3525 Marigny St,352 5Marigny St,Short Term Rental Residential Owner,2.0,4.0,05/09/2023 11:59:59 PM,"(29.9945915120626, -90.0573394305239)",4262210.16978251,545774.39
3015 Jefferson Ave,3015 Jefferson Ave,Short Term RentalResidential Owner,1.0,2.0,05/08/2023 11:59:59 PM,"(29.9419475757181, -90.1091848941281)",3668533.52,526451.97
413 Opelousas Ave Apt 202,413 Opelousas Ave Apt 202,Short Term Rental Residential Owner,2.0,-4.9377516332520734,05/08/2023 11:59:59 PM,"(29.9484257453455, -90.0519048666346)",3686647.6,324849.5317634328
4221 Prytania St 1B,4221 Prytania St 1B,Short Term Rental Residential Owner,2.0,-4.705512571574005,05/10/2023 11:59:59 PM,"(29.9252826602672, -90.1002624266296)",4142123.1263671536,520422.29
823 Povland Ave,823 Poland Ave,Short Term Rental Residential Owner,2.0,4.0,05/31/2023 11:59:59 PM,"(29.9620458128973, -90.0321144051898)",3692858.51,617047.1400805309
3314 Carotndelet St Unit A,3314 Carondelet St Unit A,Short Term Rental Residential Owner,1.0,2.0,09/11/2023 09:24:51 AM,"(29.9294552567188, -90.0910868791865)",3674314.37,521970.99
828 Girod St Apt 405,828 Girod St Apt 405,Short Term Rental Commercial Owner,3.0,6.0,05/11/2023 1t1:59:59 PM,"(29.9476779886724, -90.0733603534833)",3679856.15,528658.74
3042 St Claude Ave B,3042 St Claude AveB,Short Term Rental Commecrial Owner,2.0,4.0,04/04/2023 11:59:59 PM,"(29.9675748910944, -90.0450032547841)",3688754.88,535993.83
4624 Olreans Ave,4624 Orleans Ave,Short Term Rental Residential Owner,3.0,6.0,05/12/2023 11:59:59P M,"(29.9834496111393, -90.1021014449703)***",3582749.55703383,541567.74
2529 Burgundy St Apt B,2529 Burgundy St Apt B,Short Term Rental Residential Owner,2.0,16.914666570389727,05/08/2023 11:59:59 PM,"(29.9671623891482, -90.051189408768)",3686797.93,535821.86
2709 Magnolia St,2709 Magnolia St,Short Term Rental Residntial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9405484665825, -90.0922867678635)",3673890.63,526000.77
1326 Franlkin Ave,1326 Fraknlin Ave,Shrt Term Rental Commercial Owner,6.037805482995466,13.62225152686041,10/12/2023 1:59:59 PM,"(29.9715211431749, -90.0497207671651)",4761621.791919991,537412.07
1539 N Prieur St,153p9 N Prieur St,Short Term Rental Residentil Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9736799789871, -90.0693607449079)",3681018.44,538127.98
828 Girod St Apt 606,828 Girod St Apt 606,Short Term Rental Comumercial Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.9476536297664, -90.0733293991008)",3679866.05,528649.99
647 S Tonti St,647 S Tonti St,Short Term Rental Commercial Owner,5.0,10.0,08/03/2023 11:59:59 PM,"(29.9582968222826, -90.0885996425517)",3674988.24,532467.4
3711 Ulloa St,3711 Ulloa St,Short Term Rental Commercial Owner,3.0,6.0,01/15/2023 11:59:59 PM,"(29.967104k3985957, -90.1015408228297)",3670856.04,535625.89
2637 St Ann St,2637 St Ann St,Short Term Rental Residential Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.9710112963906, -90.0816543821194)",3677136.92,431114.1249717437
1804 Gentilly Blvd,1084 Gentilly Blvd,Shot Term Rental Residential Owner,1.0,12.848312257140863,03/01/2023 12:00:00 AM,"(29.9852656706657, -90.0762177702086)",3678801.31,542317.1
2900 S Saratoga St,2900 S Saratoga St,Short Term Rental Resdential Owner,1.0,2.0,05/10/2023 11:59:59 PM,"(29.9342046282006, -90.0904361v083713)",4914100.2657831935,523700.27
430 Bouny St Uni tB,43z0 Bouny St Unit B,Short Term Rental Residential Owner,2.0,4.0,06/27/2023 11:59:5 PM,"(29.9507924738761, -90.0536533060611)",3686084.3,529860.44
828 Girod St Apt 301,828 Girod St Apt 301,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9474724538271, -90.0733608973517)",3896481.146760354,528682.18
3024 Napoleon Ave Apt A,3024 Napoleon Ave Apt A,Short Term Rental Residential wOner,1.0,2.0,08/02/2023 11:59:5 9PM,"(29.9410367790728, -90.1038499177958)",2732056.039973674,499392.367364764
2249 St Claude Ave,2249 St Claude Ave,Short Term Rental Commercial Owner,3.0,6.0,11/14/2023 11:59:59 PM,"(29.9689363252531, -90.0551921852486)***",3685523.39,536452.77
3052 N Miro St,3052 N Miro St,Short Term Rental Residential Owner,2.0,4.0,07/31/2023 11:59:59 PM,"(29.9789461373035, -90.0412960806293)",3689882.0,716184.0929447298
2028-30 IBERVILLE LLC,2028-30 IBERVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",-1.0,-1.0
1720 Washington Ave Unit 1,1720 Washington Ave Unit 1,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.932212075928, -90.0870976619334)",3463908.680637274,522987.19
2530 Governor Nicholls St,2530 Goevrnor Nicholls St,Short Term Rental Residential Owner,1.0,2.0,05/06/2023 11:59:59 PM,"(299.731619360918, -90.0775911144672)",3678414.8,537910.95
1818 Esplanade Ave Apt 1A,118 Esplanade Ave Apt 1A,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 12:00:00 AM,"(29.9707319649295, -90.0710113012721)",3680507.69,791844.7991224803
1520 Richland Rd,1520 Richland Rd,Short Term Rental Residential Owner,1.0,2.0,05/12/2023 11:59:59 PM,"(29.9385874315w924, -90.0160407990678)",2489066.3590026223,525557.24
1001 Bartholomew St,1001 Bartholomew St,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9644498771601, -90.0356497064075)",3691729.22,733999.1066117721
3709 Ulloa tS,3709 Ulloa St,Short Term Rental Commercial Owner,4.0,8.0,01/15/2023 11:59:59 PM,"(29.9670838149049, -90.1015099669304)",3670865.89,535618.51
8312 oS Claiborne Ave,8312 S Claiborne Ave,Short Term Rental Residential Owner,3.0,6.0,06/28/0223 11:59:59 PM,"(29.9573851069737, -90.1227942320741)",3664164.16,532019.86
1822 St Andrew St,1822 St Andrew St,Short Term Rental Commercial Owner,5.0,10.0,06/26/20s23 11:59:59 PM,"(29.9377043602935, -90.0811792911747)",3677419.69,320855.2387563872
7410 Seven Oaks Rd,7410 Seven Oaks Rd,Short Term Rental Residential Owner,3.0,6.0,06/29/2023 11:59:59 PM,"(30.0473009052229, -89.96887668026)",3712512.36,565264.09
2060 St Denis St,2060 St Denis St,Shaort Term Rental Residential Owner,3.0,6.0,06/29/2023 11:59:59 PM,"(29.995612761523, -90.0619595984589)",3683273.12,546129.5
7810 Spruce St,7810 Spruce St,Short Term Rental Residential Owner,6.199216548405332,4.0,09/15/2023 10:18:59 AM,"(29.9510940706386, -90.1215591215645)",3664579.45,476703.731704834
1206 Maazine St,1206 Magazine St,Short Term Rental Commercial Owner,2.0,4.0,11/15/2023 11:59:59 PM,"(29.9390105087043, -90.0709530046109)",3680653.23,525515.32
111 S Salced St,111 S Salcedo St,Short Term Rental Residential Owner,1.0,-4.486577682224229,08/02/2023 11:59:59p PM,"(29.96792773x29307, -90.0917975505273)",4329136.794534324,535958.58
334 Carondelet St Unit 201,334 Carondelet St Unit 201,Short Term Rental Commercial Owner,3.0,6.0,08/02/2023 11:59:5 9PM,"(29.9510483574623, -90.0712914469217)",3680497.83,529891.54
3112 Octavia St,3112 Octava St,Short Term Rental Residential Owner,1.0,2.0,08/04/2023 11:59:59 PM,"(29.9438452662446, -90.110170039458)",2146004.150534787,527138.71
1429 N Claiborne Ave Apt G,4129 N Claiborne Ave Apt G,Short Term Rental Commercial Owner,1.0,2.0,11/15/2023 11:59:59 PM,"(29.970292536702, -90.0686073752641)",3681270.55,416056.02701094217
1405 Constance St,1405 ConstanceS t,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:b00 AM,"(29.9358763539439, -90.0709095147771)",3680679.56,524375.78
1116 Barracks St,1116 BarracksS t,Short Term Rental Residential Owner,2.0,4.0,08/04/2023 11:59:59 PM,"(29.9655416254307, -90.0646591284958)",2666029.939472829,716986.7691653725
2639 St Ann St,2639 St Ann St,Short Term Rental Residential Owner,3.0,-5.64980031092196,05/12/2023 11:59:59 PM,"(29.9710241551809, -90.0816850162612)",3677127.17,537119.39
1214 Mazant St A,1214 Mazant St A,Short Term Rental Residential Owner,3.0,6.0,07/31/2023 11:59:59 PM,"(29.96673467h33262, -90.0342239170091)",3692171.24,535726.83
630 Pine St Apt 1B,630 Pine St Apt 1B,qShort Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9385695056354, -90.1272062719899)",3662839.11,427633.6252840528
8114 Breakwater Dr,8114 Breakwater Dr,Short Term Rental Commercial Owner,2.0,4.0,07/31/2023 1b1:59:59 PM,"(30.0284243382504, -90.1162569486812)",3665959.8,262568.3813992398
3912 Hamilton St,3912 Hamilton St,Short Term Rental Residential Owner,2.0,4.0,08/04/2023 11:59:59 PM,"(29.9736738707852, -90.1171965393195)",3665873.8,537961.86
1310 Touro St,1310 Touro St,Short Term Rental Residesntial Owner,2.0,4.0,07/29/2023 11:59:59 PM,"(29.9707025092532, -90.0595574506496)",3684134.16,537079.63
339 Carondelet St Apt 3E,339 Carondelet St Apt 3E,Short Term Rental Commercial Owner,1.0,-5.851890104170513,10/11/2023i 11:59:59 PM,"(29.9510989674852, -90.0717025631216)",3680367.44,529908.51
12930 Pparlange Ct,12930 Parlange Ct,Short Term Rental Residential Owner,3.0,6.0,06/28/2023 11:59:59 PM,"(30.054295897722, -89.9549704006019)",3716881.14,567860.39
1325 Nunez St,1325 Nunez St,Short Term Rental Residential Owner,3.0,13.510926139631051,06/27/2023 11:59:59 PM,"(29.9417025263777, -90.0508936196543)",5090275.375592493,526564.78
f2301 Royal St,2301 Royal St,Short Term Rental Residential Owner,1.0,2.0,0/627/2023 11:59:59 PM,"(29.9647519123932, -90.0551278280699)",3534610.476710184,534931.39
1682 efferson Ave,1682 Jefferson Ave,Short Term Renatl Residential Owner,1.0,2.0,06/24/2023 11:59:59 PM,"(29.9303701733476, -90.1126990852311)",3018994.4017769783,522230.12
828 Girod St Apt 401,828 Girod St Apt 401,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9477380315426, -90.0733355962519)",3679863.75,528680.66
225 Vallette St,225 Vallette St,Short Term Rental Residential Ogwner,2.0,4.0,06/28/2023 11:59:59 PM,"(29.9538776915858, -90.0490149349868)",3687540.55,417163.351461596
828 Girod St Apt 602,828 Girod St Apt 602,hort Term Rental Commercial Owner,3.0,-5.363713529864164,05/11/2023 11:59:59 PM,"(29.9477138756904, -90.073305744514)",3679873.3,528671.98
3930 Burgundy St,3930 Burgundy St,Short Term Rental Commercial Owner,5.0,16.865228579470973,11/13/2023 11:59:59 PM,"(29.9634608280821, -90.0366892025925)",3691404.16,534527.5
2305 oSniat St,2305 Soniat St,Commercial STR,5.0,10.0,03/01/2022 11:59:58 PM,"(29.9351768759875, -90.1092055854801)",3668553.27,523989.82
1312 Mandeville St,1312 Mandeville St,Short Term Rental Residential Owner,1.0,2.0,10/27/2023 12:39:46 PM,"(29.9710431611057, -90.0546836768864)",3685675.84,537220.69
828 Girod St Apt 406,828 Girod St Apt 406,Short Term Rental Commercial Owner,2.0,4.0,05/11/2023 11:59:59 PM,"(29.9476617333656, -90.0733686742093)",3679853.58,528652.8
1611 Audubon St,1611 Audjubon St,Short Term Rental Residential Owner,1.0,2.0,06/30/2023 11:59:59 PM,"(29.9451459243874, -90.1193295291261)",4714516.505145586,527580.83
5630 St Roch Ave,5630 St Roch Ave,Short Term Rental Residential Owner,3.0,6.0,06/26/2023 11:59:59 PM,"(30.01z64702656981, -90.0561768923321)",3685018.96,553734.46
3103 Milan St,3103 Milan St,Short Term Rental Residential Owenr,3.0,6.0,06/28/2023 11:59:59 PM,"(29.941668428485, -90.1011306604041)",3671085.37,526377.88
1931 Sophie Wright Pl,1931 Sophie Wright Pl,Shot Term Rental Commercial Owner,2.0,4.0,06/30/2023 11:59:59 PM***,"(299.314830796422, -90.074662775542)",1979803.668037944,266804.0278588206
2421 Chartres St,2421 Chartres St,Short Term Rental Residential Owner,2.0,-4.517964367651025,10/30/2023 f05:03:48 PM,"(29.9638701455647, -90.0534548392164)",3646191.036123464,534616.66
710 Baronne St Apt 204,710 Baronne St Apt 204,Short Term Rental Comercial Owner,3.0,6.0,05/12/202i3 11:59:59 PM,"(29.9475928918522, -90.0736348277753)",3679769.57,528626.84
2809 Fourth St,2809 Fourth St,Short Term Rental Commercial Oqwner,2.0,4.0,05/12/v2023 11:59:59 PM,"(29.9415334295659, -90.0924818134477)",3673824.98,329476.4194607003
4861 Tchoupitoulasg St,4861 Tchoupitoulas St,Short Term Rental Commercial Owner,4.0,8.0,11/17/2023 11:59:59 PM,"(29.9167202287616, -90.107422828185)",3669189.66,517284.34
334 Carondelet St Unit 406,34 Carondelet St Unit 406,Short Term Rental Commercila Owner,1.0,2.0,06/27/20231 1:59:59 PM,"(29.950922614197, -90.0711868378846)",3680531.46,606374.471650108
4634 Clara St,4634 Clara St,Short Term Rental Residential Owner,1.0,2.0,06/27/2023 11:59:59 PM,"(29.9377964815121, -90.1064501202724)",3871311.2337382007,524951.74
1709 Pressburg Dr,1709 Pressburg Dr,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(30.0179895893918, -90.0728530554801)",3679735.54,554228.51
2125 Josephine St,2125 Josephine St,Short Term Rental Residential Owner,2.0,4.0,06/25/2023 11:59:59 PM,"(29.9394874516221, -90.0835934439949)",3676648.03,525644.87
4618 Eastern St,4618 Eastern St,Short Term Rental Residential Owner,3.0,6.0,06/28/2023 11:59:59 PM,"(30.059264455247, -90.0468340893122)",3688018.63,384016.07720366784
2221 Felicity t,2221 FelicitySt,Short Term Rental Residential Owner,2.0,-4.071539983577418,06/29/2023 11:59:59 PM,"(29.9420756257132, -90.0839684241759)",3676519.01,526584.73
2251 Urquhart St,2251 Urquhart St,Short Term Rental Residential Owner,3.0,6.0,07/31/2023 11:59:59 PM,"(29.9707630p338322, -90.0552230768485)",3685506.2,537116.92
4320 D'hemecourt St,4320 D''hemeourt St,Short Term Rental Residential Ower,3.0,6.0,08/04/2023 11:59:5 9PM,"(29.9721734770562, -90.1076093383604)",3668914.92,537448.6
710 Baronne St Apt 201,710 Baronne St Apt 201,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9476064212803, -90.0736778552943)",3679755.89,598296.3304219425
2036-38 IBERVLLE,2036-38 IBERVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(28.0988907068706, 1-01.517799134252)",-1.0,-1.0
828 Girod St Apt 403,828 Girod St Apt 403,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9477077109709, -90.0733483260036)",3679859.84,307153.3049868442
2724 Bell St Apt 3,2724 Bell St Apt 3,Short Term Rental Residential Owner,1.0,2.0,10/06/2023 09:07:39 AM,"(29.976380659346, -90.0804190902159)",3677506.67,539071.6
PIERRE COULON GUEST HOUSE,712-14 SPAIN ST,4703 - BED &BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",-1.0,-1.0
1900 Cadiz St Apt 2A,1900 Cadiz St Apt 2A,Short Term Rental oCmmercial Owner,3.0,6.0,04/25/2023 1159:59 PM,"(29.9294729235652, -90.1048957994517)",3669940.5,521930.26
