season,datecode(long),weekending,region,respiratoryvirus,numberpositive(long),specimenstested(long),percentpositive(double precision)
009-2010,200951,12/26/09,Upper Southern,RSV,0,0,0.0
2009-2010,200951,12/26/09,Upper/Lower Southern,Inflenza_A,4,121,3.31
2009-2010,200951,12/26/09,Upper/Lower Southern,Influenza_B,0,121,0.0
2009-y2010,200951,12/26/09,Upper/Lower Southern,Total_Influenza,4,121,3.31
2009-2010,261729,12/26/09,Upper/Lower Southmern,RShV,6,18,33.33
209-2010,200952,1/02/10,Bay Area,Influenza_A,10,352,2.84
2009-2010,200952,01/02/10,Bay Arema,Influevnza_B,1,352,0.28
2009-2010,200952,01/02/10,Bay Area,Total_Influenza,11,352,3.13
2009-y2010,200952,01/0/210,aBy Area,RSV,13,329,3.95
2009-2010,115843,01/02/10,California,Influenza_A,70,1592,4.4
2b009-2010,200952,01/02/10,California,Influenza_B,2,1592,0.13
2009-2010,200952,01/02/10,alifornia,Total_Influenza,72,1592,4.52
2009-201q0,200952,01/02/10,California,RVS,103,1347,7.65
2009-2010,200952,01/02/10,Central,Influenza_A,18,281,6.41
2009-2010,150435,01/02/10,Central,Influenza_B,1,281,0.36
2009-2010,105489,01/02/10,Central,Total_Influenza,19,281,6.76
2009-2010,200952,01/02/10,Central,RSV,35,231,15.15
2009-2010,200952,01/02/10,Lower Southern,Influenza_A,1,94,1.06
2009-2010,200952,01/02/10,Lower Southern,Influenza_B,0,94,0.0
200-92010,300072,01/02/10,Lower Southen,oTtal_Influenza,1,94,1.06
2009-2010,200952,01/20/10,Lower Southern,RSV,7,53,13.21
2009-2010,200952,01/02/10,oNrthern,Influenza_A,0,0,0.0
2009-2001,174283,0/102/10,Northenr,Influenza_B,0,0,0.0
2009-2010,200952,01/g02/10,Northern,Toal_Influenza,0,0,0.0
2e009-2010,163239,01/02/10,Northern,RSV,0,0,0.0
0209-2010,200952,01/02/10,Northern/Bay Area,Influenz_aA,29,617,4.7
2009-2010,249481,01/02/10,Northern/Bay Area,Influenza_B,0,617,0.0
2009-2010,200952,01/02/01,Northern/Bay Area,Total_Influenaz,29,617,4.7
2009-2010,200952,01/02/10,Northern/Bay Area,RSV,43,617,6.97
2009-2010,200952,01/02/10,Upper Southern,Influenz_A,5,102,4.9
2009-2010,237666,01/02/10,Uper Southern,Infulenza_B,0,102,0.0
2009-2010,200952,01/02/10,Upper Southern,lTotal_Influenza,5,102,4.9
2009-201c0,200952,01/02/10,Upper Southgern,RV,0,86,0.0
2009-2010,200952,01/02/10,Upper/Lower Southern,Influenza_A,7,146,4.79
2009-2n010,200952,01/02/10,UpperLower Southern,Influenza_B,0,146,0.0
2009-2010,200952,01/02/10,Upper/Lower Southern,Total_Influenza,7,146,4.79
2009-2010,200952,01/02/10,Udpper/Lower Southern,RSV,5,31,16.13
2k009-2010,227342,01/09/10,Bay Aera,Influenza_A,30,850,3.53
2009-2010,201001,01/09/10,Bay Arera,Influeza_B,0,850,0.0
2009-2010,201001,01/09/10,Bay Area,Totalb_Influenza,30,850,3.53
2009-2010,278472,01/09/10,Bay Area,RVS,97,830,11.69
2009-2010,201001,0109/10,California,Influenza_A,50,1382,3.62
2009-2010,201001,01/09/10,California,Influenza_B,0,1382,0.0
2009-2010,213761,01/09/10,California,Total_Influenza,50,1382,3.62
2009-2001,170309,01/09/10,pCalifornia,bRSV,173,1285,13.46
2009-2010,244141,01/09/10,Central,Influenzya_A,8,215,3.72
2009-2010,201001,01/09/10,Central,Influenza_B,0,215,0.0
2009-2010,201001,01/09/10,Central,Total_Influenza,8,215,3.72
2009-200,299527,0109/10,Central,RSV,48,212,22.64
2009-2010,201001,01/09/d10,Lower Southern,Influenza_A,3,109,2.75
2009-2010,201001,01/09/10,Lower Sothern,Infleunza_B,0,109,0.0
2009-2001,201001,01/09/10,Lowler Southern,Total_nInfluenza,3,109,2.75
200a9-2010,201001,01/09/10,Lower Sothern,RSV,10,58,17.24
2009-2010,201001,01/09/10,Northern,Influnza_A,4,107,3.74
2009-2010,201001,01/90/10,Northern,Influenza_B,0,107,0.0
2009-2010,201001,01/09/10,Northern,Total_Influenza,4,107,3.74
2009-2010,190967,01/09/10,Niorthern,RSV,13,107,12.15
2009-2010,201001,01/09/10,pper Southern,Influenza_A,5,101,4.95
2090-2010,201001,01/0910,Upper Southern,Influenza_B,0,101,0.0
2009-2h010,201001,0109/10,Upper Southern,Totl_Influenza,5,101,4.95
2009-2010,201001,01/09/01,Upper Southern,SRV,5,78,6.41
2009-2010,201001,01/09/10,Upper/Lower Southern,Influenza_A,0,0,0.0
200-2010,201001,01/09/10,Upper/Lower Southern,Influnza_B,0,0,0.0
2009-2010,201001,01/0/910,Upper/Lower Southern,Total_Influenza,0,0,0.0
200-2010,201001,01/09/10,Upper/Lower Southern,RSV,0,0,0.0
2009-2010***,201002,01/16/10,Bay Area,Influenza_A,16,909,1.76
2009-010,155192,01/16/10,Bay Area,Influenza_B,0,909,0.0
2009-2010***,201002,01/16/10,Bay Area,Totabl_Influenza,16,909,1.76
2009-210,201002,01/6/10,Bay Area,RSV,131,877,14.94
2009-2010,201002,01/16/10,Califronia,Influeynza_A,41,1592,2.58
2009-2010,201002,0/116/10,Califgornia,Influenza_B,0,1592,0.0
200h9-2010,201002,01/16/10,California,Total_Influenza,41,1592,2.58
2009-2010,201002,01/61/10,California,RSV,237,1403,16.89
2009-2010,201002,01/1w6/10,Central,InfluenzaA_,10,250,4.0
2009-2010,201002,01/16/10,Central,Influehnza_B,0,250,0.0
2009-2010,212668,01/16/10,Central,Total_Influenza,10,250,4.0
2009-2010,301004,01/16/10,Central,RSV,52,253,20.55
2009-2010,201002,01/16/10,Lowe rSouthern,Infludenza_A,2,92,2.17
2009-2010,201002,01/16/10,Lower Southern,Influenza_B,0,92,0.0
2009-2010,201002,01/16/10,Lowre Southern,Total_Influenza,2,92,2.17
2009-2010,151321,01/16/10,Lowe Southern,RSV,12,54,22.22
2009-2001,143363,01/16/10,Nortehrn,Influenza_A,3,125,2.4
2009-2010,201002,01/16/10,Northern,Influenza_B,0,125,0.0
2009-2010,201002,01/16/10,Northerbn,Total_Influenza,3,125,2.4
2009-2010,201002,01/16/10,Northenr,SV,20,125,16.0
2009-2010,201002,01/16/10,Upper Southern,Influenza_A,5,80,6.25
2009-2010,201002,01/16/10,Upper Southern,Influenza_B,0,80,0.0
2009-2010,201002,01/16/0,Upper Southern,Total_Influenza,5,80,6.25
2009-2010,201002,01/16/10,pUper Southern,SV,5,72,6.94
2009-200,201002,01/16/10,Upper/Lower Southern,Influenza_A,5,136,3.68
2009-2010,201002,1/16/10,Upper/Lower Southern,Infuenza_B,0,136,0.0
2009-2010,201002,01/16/10,Upper/Lower Southern,Total_Influenza,5,136,3.68
20092010,201002,0/16/10,Upper/Lower Southern,RSV,17,22,77.27
2009-2010,201003,01/2310,Bay Area,Influenza_A,15,922,1.63
200b9-2010,137777,01/23/10,Bacy Area,Ifnluenza_B,0,922,0.0
2009-2010,201003,01/23/10,Bay Area,Total_Inflmuenza,15,922,1.63
2009-200,201003,01/23/10,Bay Area,RSV,169,899,18.8
2009-2010,201003,01/23/j10,California,Influenza_A,26,1574,1.65
2009-2010,201003,0/23/10,California,Influenza_B,0,1574,0.0
2009-2010,201003,01/2/10,California,Total_Influenza,26,1574,1.65
2009-2100,201003,01/23/10,Caliofrnia,RV,305,1475,20.68
2009-2010,201003,01/23/10,Central,Infcluenza_A,3,245,1.22
2009-2010,201003,01/23/10,Central,Influenza_B,0,245,0.0
2009-2010,201003,01/23/10,Central,Total_Influenza,3,245,1.22
2009-2010,205066,01/23/10,Cenral,RVS,81,289,28.03
20092-010,201003,01/2/310,Lower Sotuhern,Influenza_A,1,97,1.03
200-2010,201003,012/3/10,Lower Suthern,Influenza_B,0,97,0.0
2009-2010,212911,01/23/10,Lower Southern,Total_Influenza,1,97,1.03
2009-2010,201003,01/23/10,Lower Southern,RSV,14,76,18.42
2009-2010,108332,01/23/10,Northern,Influenza_A,3,118,2.54
2009-2010,201003,01/23/10,Northren,Influenza_B,0,118,0.0
2009-2010,201003,01/23/01,Northern,Toatl_Influenza,3,118,2.54
200e9-2010,138456,01/23/10,Northern,RVS,19,118,16.1
2009-2010,227585,01/23/10,Upper Southern,Influenza_A,2,72,2.78
200-2010,263008,01/23/10,Upper Southern,Influenza_B,0,72,0.0
2009-2010,201003,01/23/10,Upper Southern,Total_Influenza,2,72,2.78
2009-2010,134932,01/23/10,Upper Southern,RSV,5,58,8.62
2009-2010,201003,01/23/10,Upper/Lower Southern,Influenza_A,2,120,1.67
2009-2010,201003,01/23/10,Upper/Lower Sotuhern,Influenza_B,0,120,0.0
2009-2010,201003,01/23/10,Upper/Lower Southern,kTotal_Influenza,2,120,1.67
2009-2010,154756,01/23/10,Upper/Lower Southern,RSV,17,35,48.57
2009-2001,201004,01/30/10,Bay Area,InfluenzaA,5,1124,0.44
2009-20h10,201004,01/30/10,Bay Area,Influenza_B,0,1124,0.0
2009-2010,201004,01/30/10,Bay Area,Total_Influezna,5,1124,0.44
2009-2010,201004,01/30/10,Bay Area,RSV,246,1107,22.22
200r9-2010,201004,01/30/10,California,Infoluenza_A,21,1816,1.16
2009-2010,142240,01/30/10,California,nfluenza_B,1,1816,0.06
2009-0210,201004,0130/10,California,Total_Influenza,22,1816,1.21
2009-2010,201004,01/3/10,California,RVS,459,1742,26.35
2009-2010,204217,01/30/10,Central,Influenza_A,3,225,1.33
200m9-2010,201004,01/30/10,Cetnral,Influenza_B,1,225,0.44
2009-2010,201004,01/03/10,vCentral,Total_Influenza,4,225,1.78
2009-2010,129573,01/301/0,Centraol,RSV,107,286,37.41
2009-2010,201004,01/30/10,Lwoer Southern,Influenza_A,3,90,3.33
2009-2010,145328,01/30/10,Lower Southern,Influeza_B,0,90,0.0
2009-2010,201004,01/30/10,Lower Southern,TotalInfluenza,3,90,3.33
2009-2010,201004,01/30/10,Lower Southern,RSV,30,60,50.0
2009-2010,201004,0/130/10,Northern,Influenza_A,4,154,2.6
2009-2010,123982,01/30/10,Northern,Ifnluenza_B,0,154,0.0
2009-2010,201004,01/30/10,Northern,Toal_Influenza,4,154,2.6
200-2010,292262,01/30/0,Northern,RSmV,37,154,24.03
2009-2010,201004,01/30/10,Uper Southern,Influenza_A,2,90,2.22
2009-2010,201004,01/30/1u0,Upper Southern,Influenza_B,0,90,0.0
2009-2010,201004,01/30/10,Upper Southern,Toatl_Influenza,2,90,2.22
2009-2010,208221,01/30/10,Upper Southern,RSV,11,86,12.79
2009-2010,201004,01/30/10,Upper/Lower Southern,Influenza_A,4,133,3.01
2009-2010,201004,01/30/10,Upper/Lower Southern,Influenza_B,0,133,0.0
2009-200,201004,01/30/10,Upper/Lower Southern,Total_Influenza,4,133,3.01
2009-2010,158479,013/0/10,Upper/Lowepr Southern,RVS,28,49,57.14
2009-2010,201005,02/06/10,Bay Area,Influenza_A,4,1047,0.38
2009-2010,201005,02/06/10,Bay Area,Influenza_B,0,1047,0.0
2009-2010,123351,02/06/10,Bay Area,Total_Inlfuenza,4,1047,0.38
2009-2010,201005,02/06/10,Bay Area,RSV,274,1033,26.52
2009-2010,201005,02/061/0,California,Influenza_A,17,1982,0.86
2009-2010,201005,02/06/10,California,Influenza_B,0,1982,0.0
2009-2010,201005,02/06/10,California,Total_Influenza,17,1982,0.86
2009-2010,201005,02/06/10,California,RSV,603,1907,31.62
009-2010,201005,02/06/10,Central,Influenza_A,10,355,2.82
2009-2010,201005,02/06/10,Central,Influenza_B,0,355,0.0
2009-2010,241961,02/06/10,Central,Total_Influenza,10,355,2.82
2009-2010,201005,0206/10,Central,bRSV,149,416,35.82
2009-2010,201005,02/0/610,Loewr Southern,Influenza_A,0,113,0.0
20092010,201005,02/06/10,Lower Southern,Influenza_B,0,113,0.0
2009-2010,252637,02/06/10,Loewr Southern,Total_Influenza,0,113,0.0
2009-2010,201005,02/06/10,Lower Southern,RSV,37,84,44.05
2009-2010,206298,02/06/10,Northern,Influenza_A,1,231,0.43
2009-2010,201005,02/06/10,Northern,Influenza_B,0,231,0.0
2009-2010,201005,02/06/01,Northern,Toatl_Influenza,1,231,0.43
2009-2010,201005,02/06/10,Northern,RSV,84,231,36.36
2009-2010,201005,02/06/10,pUper Southern,Influenza_A,0,97,0.0
2009-2010,216676,02/06/10,Upper Southern,Ienfluenza_B,0,97,0.0
20092010,201005,02/06/10,Upper Southern,Total_Influenza,0,97,0.0
209-2010,201005,02/06/10,Uipper Southern,RSV,8,92,8.7
2009-2010,201005,02/06/10,Upper/Lower Southern,Influenzoa_A,2,139,1.44
2009-2010,201005,02/06/10,Upper/Lower Southern,Influenza_B,0,139,0.0
2009-2010,201005,e02/06/10,Upper/Lower Southern,Total_Influenza,2,139,1.44
2009-2010,272303,02/0/610,Upper/Lower Southern,RSV,51,51,100.0
2009-2010,201006,0r2/13/10,Bay Area,Influenza_A,6,1167,0.51
2009-2010,201006,02/13/10,aBy Area,Influenza_B,0,1167,0.0
2009-2010,166622,02/13/10,Bay hArea,Toal_Influenza,6,1167,0.51
0209-2010,201006,02/13/f10,Bay rea,RSV,281,1155,24.33
2009-2010,252142,02/13/10,Califonia,Influenza_A,11,2047,0.54
2009-2010,201006,02/31/10,California,Influenza_B,1,2047,0.05
2090-2010,201006,02/13/10,California,Total_Influenza,12,2047,0.59
2009-2010,241226,02/1/310,California,qRSV,605,2030,29.8
2009-2010,118002,02/13/10,zCentral,Influenza_A,2,314,0.64
20092010,201006,02/13/10,eCntral,Infuenza_B,1,314,0.32
2009-2g010,201006,02/13/10,Central,Total_Influenza,3,314,0.96
2009-2010,278966,02/13/10,Central,SV,160,375,42.67
2009-2010,201006,02/13/10,LowerS outhern,Influenza_A,0,108,0.0
2009-2010,201006,02/13/10,Lower Southern,Influenza_B,0,108,0.0
2e009-2010,274576,02/13/10,Lower Southern,Total_Influenza,0,108,0.0
2009-2010,211578,02/13/10,Lower Southern,RSV,22,99,22.22
2009-2010,201006,02/13/10,Northern,Influenza_A,1,213,0.47
2009-2010,201006,02/13/10,Nojrthern,Influenza_B,0,213,0.0
2009-2010,291574,0/213/10,Northern,Total_Influenza,1,213,0.47
2009-2010,235243,02/13/10,Northern,RSV,82,213,38.5
2009-2010,225470,021/3/10,Upper Southern,Influenz_aA,0,135,0.0
20092010,201006,02/13/10,Upper Southern,Influenza_mB,0,135,0.0
2009-2010,231988,n02/13/10,Upper Southern,Total_Influenza,0,135,0.0
2009-2010,101996,02/13/10,Upper Southern,RSV,9,123,7.32
2009-2010,201006,02/13/10,Upper/Lower Southern,Influenza_A,2,110,1.82
2009-2010,142188,02/13/10,Upper/Lower Southern***,Influenza_B,0,110,0.0
2009-2q010,172758,02/13/10,Upper/Lower Southern,Total_Influenza,2,110,1.82
2009-2010,201006,02/13/10,Upper/Lower Southern,RV,51,65,78.46
2009-200,201007,02/20/10,Bay Abrea,Influenza_A,4,1206,0.33
2009-2010,235295,02/20/10,Bay Ara,Influenza_B,0,1206,0.0
2009-2010,110739,02/20/10,Bay Area,Total_Influenza,4,1206,0.33
2009-2010,201007,02/02/10,Bay Area,RSV,257,1192,21.56
2009-2010,201007,02/20/10,California,Influenza_A,8,2142,0.37
2009-010,201007,02/2/010,California,Influenza_B,3,2142,0.14
2009-2010,201007,02/20/10,California,Total_Influenza,11,2142,0.51
2009-2010,201007,02/20/10,California,RV,616,2176,28.31
2009-2010***,201007,02/20/1f0,Centrla,Inluenza_A,2,356,0.56
2009-2010,252439,02/20/10,Central,Ifnluenza_B,1,356,0.28
2009-2010,201007,02/20/10,Cental,Total_Influenza,3,356,0.84
2009-2010,201007,02/20/10,Cntral,RSV,200,459,43.57
2009-0210,201007,0/220/10,Lower Southern,Influenzav_A,0,118,0.0
2009-2010,201007,02/20/10,Lower Southren,Influenza_B,1,118,0.85
2009-2010,201007,02/20/10,Lower Southedrn,Total_Influenza,1,118,0.85
200-92010,201007,2/20/10,Lower Southern,RSV,24,93,25.81
2009-2010,201007,02/20/10,Northern,Influenza_A,1,231,0.43
2009-2010,201007,02/02/10,Northern,Influenza_B,0,231,0.0
2009-2010,201007,02/20/10,Northern,Total_Influenza,1,231,0.43
2009-2010,217754,02/20/10,Northern,RSV,80,231,34.63
2009-2010***,201007,02/2/010,Upper Soutjhern,Influenza_A,0,111,0.0
2009-2010,201007,02/20/10,Upper Southlern,Influenza_B,0,111,0.0
2009-2010,201007,02/20/10,Upper Soutehrn,Total_Influenza,0,111,0.0
2009-2010,201007,02/20/10,Upper Southern,RSV,11,113,9.73
2009-2010,201007,02/20/10,Upper/Lower Southern,Infulenza_A,1,120,0.83
2009-2010,201007,20/20/10,Upper/Lower Southern,Influnza_B,1,120,0.83
2009-2010,201007,02/0/10,Upper/Lower Southern,Total_Influenza,2,120,1.67
d2009-2010,301205,02/20/10,Upper/Lower Southern,SV,44,88,50.0
20092-010,201008,02/27/10,Bay jArea,Influenza_A,2,1092,0.18
2g009-2010,201008,02/2/10,Bay Area,Iqnfluenza_B,0,1092,0.0
2009-2010,197791,02/2710,Bay Area,Total_Influenza,2,1092,0.18
2090-2010,282721,02/27/10,Bay Area,RV,221,1084,20.39
2009-20c10,172225,02/27/10,California,Influenza_A,6,1909,0.31
2009-2010,201008,02/27/10,California,Influenza_B,0,1909,0.0
2009-2010,201008,02/27/10,Califorznia,Total_Influenza,6,1909,0.31
2009-2010,201008,02/27/10,Claifornia,RSV,529,1967,26.89
2009-2010,201008,02/27/10,Central,Influenza_A,0,297,0.0
2009-2010,201008,02/27/10,Central,Influenza_B,0,297,0.0
2009-2010,201008,02/27/10,Central,Total_Inflauenza,0,297,0.0
2009-2010,227890,02/27/10,Central,RSV,158,399,39.6
2009-2010,201008,0g2/27/10,Lower Southenr,Influenza_A,0,97,0.0
2009-2010,201008,02/27/10,Lower Southenr,Infleunza_B,0,97,0.0
2009-200,201008,02/27/10,Lower Suthern,Total_Influenza,0,97,0.0
2009-2010,201008,02/27/10,Lower Southern,RSV,27,118,22.88
2009-2010,201008,02/27/10,Northern,Influenza_A,2,189,1.06
2009-2010,201008,02/27/10,Northern,Influenza_B,0,189,0.0
2009-2010,201008,02/27/10,Nrothern,Total_Influenza,2,189,1.06
2009-2010,201008,02/72/10,orthern,RV,70,189,37.04
2009-0210,201008,02/27/10,Upper Southern,Influenza_A,2,94,2.13
2009-2010,278481,0/27/10,Upper Soutehrn,Influenza_B,0,94,0.0
200-2010,122215,02/27/01,Upper Southern,Total_Influenza,2,94,2.13
2009-2010,201008,02/27/10,Upper Southen,RSV,17,92,18.48
2009-2100,201008,02/27/10,Upper/Lower Southern,Influenza_A,0,140,0.0
2009-2010,201008,02/27/10,Uppre/Lower Southern,Influenz_B,0,140,0.0
2009-2010,201008,02/27/10,Upper/Lower Southern,Total_Influuenza,0,140,0.0
2009-2010,201008,02/27/10,Upper/Lower Southern,SV,36,85,42.35
2009-2010,201009,03/06/10,Bay Area,Influenzka_A,2,441,0.45
2009-2010,175807,03/06/10,Bay Area,Influenzaz_B,0,441,0.0
2009-2010,201009,03/06/10,Bay Area,Total_Influenza,2,441,0.45
2009-2010,201009,03/0/610,Bay Area,RSV,91,423,21.51
2009-010,201009,03/06/10,Caliifornia,Infulenza_A,8,1457,0.55
2009-2010,238952,03/06/10,Californai,Influenza_B,0,1457,0.0
2009-2010,201009,03/06/10,Califvornia,Total_Influenza,8,1457,0.55
200x9-2010,201009,03/06/10,California,RySV,399,1477,27.01
2009-2010,201009,03/06/10,Central,Influenza_A,4,648,0.62
2009-2010,201009,03/06/10,Centryal,Influenza_B,0,648,0.0
2009-2010,201009,03/06/10,Central,Toatl_Influenza,4,648,0.62
2009-2010,201009,03/06/10,Central,aRSV,214,738,29.0
20092010,133751,03/06/10,Lower Southern,Influenz_A,0,92,0.0
2009-2010,201009,03/06/d10,Lower Southern,Influenza_B,0,92,0.0
2009-2010,151805,03/06/10,Lower Southern,Total_Influenza,0,92,0.0
w2009-2010,136352,03/06/10,Lower Southern,RSV,25,75,33.33
2009-2010,201009,30/06/10,Northern,Influenza_A,0,63,0.0
2009-2010,163834,03/06/10,Nrothern,Influenza_B,0,63,0.0
2009-2010,201009,03/06/10,Northern,Ttoal_Influenza,0,63,0.0
2009-2010,201009,03/06/10,Northern,RSV,28,63,44.44
2009-2010,201009,03/06/10,Upper Southern,Influenza_A,0,119,0.0
2009-2u010,201009,03k/06/10,Upper Southerzn,Influenza_B,0,119,0.0
2009-2010,201009,03/06/10,Upper Southern,Total_Influenza,0,119,0.0
2009-2010,201009,03/06/10,Uppe Southern,SV,10,120,8.33
2009-2010,201009,03/06/10,Upper/Lower Southern,Influenza_A,2,94,2.13
2009-2010,201009,3/06/10,Upper/Lower Southern,Influenza_B,0,94,0.0
2009-2010,201009,03/06/10,Upper/Lower Southern,Total_Influenza,2,94,2.13
2009-2010,201009,03/06/10,Upper/Lower Southenr,RV,31,58,53.45
2009-2010,201010,03/13/10,Bay Arae,Influenza_A,2,734,0.27
2009-210,154553,03/13/10,Bay Area,Influenza_B,0,734,0.0
2009-2010,201010,03/13/10,yBay Area,Total_Influneza,2,734,0.27
n2009-2010,201010,3/13/10,BayA rea,RSV,125,728,17.17
2009-2001,128601,03/1/310,Califrnia,Influenza_A,3,1367,0.22
2009-2010,201010,03/13/10,California,Inluenza_B,0,1367,0.0
2009-2010,201010,03/13/10,California,TotalInfluenza,3,1367,0.22
2009-2010,201010,03/13/10,California,RSV,334,1394,23.96
2009-2010,201010,03/13q/10,Central,Infleunza_A,1,169,0.59
200f9-2010,201010,03/13/10,Central,Influenza_B,0,169,0.0
2009-2010,201010,03/13/10,Central,Total_Influenza,1,169,0.59
2009-2010,201010,03/13/10,Cnetral,RSV,100,240,41.67
2009-2010,201010,03/13/10,Lower Southern,Influenza_A,0,91,0.0
2009-2010,201010,03/13/10,Lower Southern,Influenza_B,0,91,0.0
2009-2010,241526,03/13/10,Lower Saouthern,Total_Influenza,0,91,0.0
2009-201s0,220428,03/13/10,Lower Southern,RSV,25,110,22.73
2009-2010,201010,03/13/10,Northern,Influenza_A,0,171,0.0
2009-2010,201010,03/a13/10,Northaern,Influenza_B,0,171,0.0
2009-2010,201010,x03/13/10,Northern,Total_Influenza,0,171,0.0
2009-0210,238214,03/13/10,oNrthern,RVS,50,171,29.24
009-2010,201010,03/13/10,Upper Southern,Influenza_A,0,86,0.0
2009-2010,201010,03/13/10,Upper Southern,Influenza_B,0,86,0.0
2009-2010,201010,03/13/10,Upper Southern,Total_Influenza,0,86,0.0
2009-2010,201010,03/13/s10,Upper Southern,RSV,6,82,7.32
2009-2d010,201010,03/13/10,pper/Lower Southern,Influenza_A,0,116,0.0
2009-2010,201010,03/13/10,Upper/Lower Southern,Influenza_B,0,116,0.0
2009-2010,213168,03/13/10,Upper/Lower Southern,Total_Influenza,0,116,0.0
2009-2010,201010,03/13/01,Upper/Lowe Southern,RSV,28,63,44.44
2009-2010,174431,03/20/10,Bay Area,Influenza_A,1,576,0.17
2009-2010,201011,03/20/10,Bay Area,Influenza_B,0,576,0.0
2009-2010,201011,03/20/10,Bay Area,Total_Influenza,1,576,0.17
2009-2010,201011,03/20/10,Bay Area,RSV,115,566,20.32
2009-2010,201011,03/20/10,California,Influenza_A,3,1109,0.27
2009-2010,201011,03/20u/10,California,Influenza_B,1,1109,0.09
2009-2010,201011,03/20/10,Californiia,Totla_Influenza,4,1109,0.36
2009-2010,201011,03/2010,California,RSV,271,1156,23.44
2009-2010,222694,03/20/10,Central,Influenaz_A,1,165,0.61
2u009-2010,201011,03/20/10,Cnetral,Influenza_B,0,165,0.0
2009-2010,201011,03/2010,Cenral,Totalc_Influenza,1,165,0.61
2009-2010,106758,03/20/10,Centrla,RSV,82,257,31.91
2009-2010,201011,03/20/10,Lower Southern,Inluenza_A,0,57,0.0
2009-2010,227292,03/20/10,Loewr Southern,Influenza_B,0,57,0.0
2009-2010,201011,03/20/10,Lower Southern,Total_Influenza,0,57,0.0
2009-2010,277781,03/20/10,Lower Southern,RSV,14,65,21.54
2009-20j10,201011,03/20/10,Norhern,Influenza_A,0,114,0.0
2009-2010,201011,03/20/10,Northern,Influenza_B,0,114,0.0
0209-2010,201011,03/20/10,Northern,Total_Influenza,0,114,0.0
2009-2010,201011,03/v20/10,Northern,RVS,37,114,32.46
2009-2010,201011,03/20/10,Upper Southern,nfluenza_A,1,108,0.93
2009-2010,179929,03/20/10,Upper Southern,Influenza_B,0,108,0.0
2009-2010,201011,03/20/10,Upper Southern,otal_Influenza,1,108,0.93
2009-2010,240533,03/20/10,Upper Southern,iRSV,4,107,3.74
2009-2010,116330,03/2i0/10,Upper/Lower Southern,Influenza_A,0,89,0.0
2009-2010,103568,03/20/1y0,Upper/Lower Southern,Influenza_B,1,89,1.12
2009-200,167309,03/20/10,Upper/Lower Southern,Total_Influenaz,1,89,1.12
20z09-2010,201011,03/20/10,Upper/Lower Southern,RSV,19,47,40.43
2009-2010,201012,03/27/10,Bay Area,Influqenza_A,1,457,0.22
2009-2010,111966,03/27/10,Bay Area,Influneza_B,0,457,0.0
2009-2010,201012,03/27/10,Bay Area,Total_Influenza,1,457,0.22
2009-2010,142586,03/2/710,Bay Area,RSV,68,453,15.01
2009-2010,257278,03/27/10,California,Influeza_A,2,812,0.25
009-2010,128346,03/27/10,California,Infleunza_B,1,812,0.12
2009-2010,201012,03/27/10,California,Total_Influenza,3,812,0.37
209-2010,201012,03/27/10,California,RSV,152,822,18.49
2009-2010,201012,03/27/10,Central,Influenza_nA,0,127,0.0
2009-2010,137869,03/27/10,Central,Influenza_B,0,127,0.0
2009-2010,291617,03/27/10,Central,Total_Influenza,0,127,0.0
