obsid,studyid,studyname,studygroup,specid,specname,estid,estname,pubyear,pubtype,table,depvar_desc,depvar_assessed,funcform,logtype,wqintrx,distgradient,distbuf,distbuf_infer,spatial_fe,spatial_lag,spatial_auto,sampsize,sample_firstyr,sample_lastyr,geog,state,sampextent,hometypes,avgprice,avgprice_unit,census_yr,census_geog,census_geog_name,census_fips,census_inc,census_totpop,census_popcol,census_blk,census_hisp,census_tothh,census_totarea,northeast,midwest,south,west,waterbody,wbsize,wbsizeorig,wbsize_units,wbnum,wbtype,wqvar,avgwqvar,wqvar_units,wqvar_infer,avgwqrorig,avgwqrorig_units,wqvar_type,num_wqvars,other_wqvars,avghmin,avgcmax,avgprctchangepop,avgdist,avgdistorig,avgdistunits,avgwfdummy,avgtime,avgclearlow,wqdesc_var1,wqintx_var1,wqcoef_var1,wqcoef_se_var1,wqcoef_t_var1,wqcoef_sl_var1,wqcoef_desc_var1,wqdesc_var2,wqintx_var2,wqcoef_var2,wqcoef_se_var2,wqcoef_t_var2,wqcoef_sl_var2,wqcoef_desc_var2,wqdesc_var3,wqintx_var3,wqcoef_var3,wqcoef_se_var3,wqcoef_t_var3,wqcoef_sl_var3,wqcoef_desc_var3,wqdesc_var4,wqintx_var4,wqcoef_var4,wqcoef_se_var4,wqcoef_t_var4,wqcoef_sl_var4,wqcoef_desc_var4,wqdesc_var5,wqintx_var5,wqcoef_var5,wqcoef_se_var5,wqcoef_t_var5,wqcoef_sl_var5,wqcoef_desc_var5,wqelast,wqpctdp,elast_sim,elast_sim_se,semi_elast_sim,semi_elast_sim_se,wqelast_comments,wqsemi_comments,cov_assum0
23,3,Leggett & Bockstael 2000,Leggett & Bockstael 2000,15,Land Price: Semi-log without Emitter Controls,1,Fecal Coliform,2000,Journal,Table 3,Property sale price minus assessed value of structure,2,log-lin,e,NA,"None, only waterfront homes",1,0,None,0,0,1183,1993,1997,"Anne Arundel County, MD",MD,just waterfront homes on navigable sections of tributaries of the main stem of the Chesapeake Bay,"Private, arms-length transactions of waterfront homes ",378540,1997,2000,county,"Anne Arundel County, MD",24003,61768,489656,100078,66428,12902,178670,1077.274169921875,0,0,1,0,Navigable sections of tributaries of the main stem of the Chesapeake Bay,,,NR,Multiple,Estuary,Fecal coliform,107.6600036621094,counts per 100mL,0,107.6600036621094,counts per 100mL,Quantitative,1,0,,,,,,NA,,,,Median fecal coliform concentration in year of sale (counts/100mL),NA,-.0005000000237487,.0001219810001203,-4.098999977111816,.0099999997764826,semi-elasticity of additional fecal coliform count per 100 mL,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0538300015032291,-.0005000000237487,-.0538689233362675,.0131646264344454,-.0005003620171919,.0001222800055984,,,
24,3,Leggett & Bockstael 2000,Leggett & Bockstael 2000,16,Land Price: Inverse semi-log without Emitter Controls,1,Fecal Coliform,2000,Journal,Table 3,Property sale price minus assessed value of structure,2,linear,NA,NA,"None, only waterfront homes",1,0,None,0,0,1183,1993,1997,"Anne Arundel County, MD",MD,just waterfront homes on navigable sections of tributaries of the main stem of the Chesapeake Bay,"Private, arms-length transactions of waterfront homes ",378540,1997,2000,county,"Anne Arundel County, MD",24003,61768,489656,100078,66428,12902,178670,1077.274169921875,0,0,1,0,Navigable sections of tributaries of the main stem of the Chesapeake Bay,,,NR,Multiple,Estuary,Fecal coliform,107.6600036621094,counts per 100mL,0,107.6600036621094,counts per 100mL,Quantitative,1,0,,,,,,NA,,,,Median fecal coliform concentration in year of sale (counts/100mL),NA,-.1037999987602234,.0318502597510815,-3.259000062942505,.0099999997764826,"implicit price of additional fecal coliform count per 100 mL (measured in $1,000s)",NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.000029521599572,-2.74211004125e-07,-.0000295651007036,9.09010032046e-06,-2.74614990303e-07,8.44334024919e-08,,,
25,3,Leggett & Bockstael 2000,Leggett & Bockstael 2000,17,Land Price: Double-log with Spatial Error,1,Fecal Coliform,2000,Journal,Table 4,Property sale price minus assessed value of structure,2,log-lin,e,NA,"None, only waterfront homes",1,0,None,0,1,1183,1993,1997,"Anne Arundel County, MD",MD,just waterfront homes on navigable sections of tributaries of the main stem of the Chesapeake Bay,"Private, arms-length transactions of waterfront homes ",378540,1997,2000,county,"Anne Arundel County, MD",24003,61768,489656,100078,66428,12902,178670,1077.274169921875,0,0,1,0,Navigable sections of tributaries of the main stem of the Chesapeake Bay,,,NR,Multiple,Estuary,Fecal coliform,107.6600036621094,counts per 100mL,0,107.6600036621094,counts per 100mL,Quantitative,1,0,,,,,,NA,,,,Median fecal coliform concentration in year of sale (counts/100mL),NA,-.0005000000237487,.0001517539931228,-3.294800043106079,.0099999997764826,semi-elasticity of additional fecal coliform count per 100 mL,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0538300015032291,-.0005000000237487,-.0537370331585407,.0163066051900387,-.0004991359892301,.0001514640025562,,,
26,3,Leggett & Bockstael 2000,Leggett & Bockstael 2000,18,Land Price: Semi-log with Spatial Error,1,Fecal Coliform,2000,Journal,Table 4,Property sale price minus assessed value of structure,2,log-lin,e,NA,"None, only waterfront homes",1,0,None,0,1,1183,1993,1997,"Anne Arundel County, MD",MD,just waterfront homes on navigable sections of tributaries of the main stem of the Chesapeake Bay,"Private, arms-length transactions of waterfront homes ",378540,1997,2000,county,"Anne Arundel County, MD",24003,61768,489656,100078,66428,12902,178670,1077.274169921875,0,0,1,0,Navigable sections of tributaries of the main stem of the Chesapeake Bay,,,NR,Multiple,Estuary,Fecal coliform,107.6600036621094,counts per 100mL,0,107.6600036621094,counts per 100mL,Quantitative,1,0,,,,,,NA,,,,Median fecal coliform concentration in year of sale (counts/100mL),NA,-.0005000000237487,.0001672520011198,-2.989500045776367,.0099999997764826,semi-elasticity of additional fecal coliform count per 100 mL,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0538300015032291,-.0005000000237487,-.0538507215678692,.0179777760058641,-.0005001919926144,.0001669869961916,,,
27,3,Leggett & Bockstael 2000,Leggett & Bockstael 2000,19,Total Price: Semi-log with Spatial Error,1,Fecal Coliform,2000,Journal,Table 4,Property sale price,0,log-lin,e,NA,"None, only waterfront homes",1,0,None,0,1,1183,1993,1997,"Anne Arundel County, MD",MD,just waterfront homes on navigable sections of tributaries of the main stem of the Chesapeake Bay,"Private, arms-length transactions of waterfront homes ",378540,1997,2000,county,"Anne Arundel County, MD",24003,61768,489656,100078,66428,12902,178670,1077.274169921875,0,0,1,0,Navigable sections of tributaries of the main stem of the Chesapeake Bay,,,NR,Multiple,Estuary,Fecal coliform,107.6600036621094,counts per 100mL,0,107.6600036621094,counts per 100mL,Quantitative,1,0,,,,,,NA,,,,Median fecal coliform concentration in year of sale (counts/100mL),NA,-.0001999999949476,.0001078920031432,-1.853700041770935,.1000000014901161,semi-elasticity of additional fecal coliform count per 100 mL,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0215319991111755,-.0001999999949476,-.0214613657444715,.0115984305739403,-.0001993439946091,.0001077319975593,,,
28,3,Leggett & Bockstael 2000,Leggett & Bockstael 2000,20,Total Price: Inverse semi-log with Spatial Error,1,Fecal Coliform,2000,Journal,Table 4,Property sale price,0,linear,NA,NA,"None, only waterfront homes",1,0,None,0,1,1183,1993,1997,"Anne Arundel County, MD",MD,just waterfront homes on navigable sections of tributaries of the main stem of the Chesapeake Bay,"Private, arms-length transactions of waterfront homes ",378540,1997,2000,county,"Anne Arundel County, MD",24003,61768,489656,100078,66428,12902,178670,1077.274169921875,0,0,1,0,Navigable sections of tributaries of the main stem of the Chesapeake Bay,,,NR,Multiple,Estuary,Fecal coliform,107.6600036621094,counts per 100mL,0,107.6600036621094,counts per 100mL,Quantitative,1,0,,,,,,NA,,,,Median fecal coliform concentration in year of sale (counts/100mL),NA,-.124600000679493,.0437392480671406,-2.848700046539307,.0099999997764826,"implicit price of additional fecal coliform count per 100 mL (measured in $1,000s)",NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0000354373005393,-3.29159007606e-07,-.0000354244984919,.0000124376001622,-3.29041000668e-07,1.15527001299e-07,,,
29,4,Walsh et al 2011a,Walsh et al. FL group,1,Model 1,1,ln(secchi depth) - waterfront,2011,Journal,Table 3,Property Sale Price,0,double-log,e,NA,Waterfront dummy,1,0,Lake fixed effects,0,0,54712,1996,2004,"Orange County, FL",FL,waterfront and non-waterfront homes w/in 1000 meters,Single-family residences,452646,2002,2000,county,"Orange County, FL",12095,41311,896344,150009,162899,168361,336286,2350.283203125,0,0,1,0,Lakes in Orange County,2101534.5,519.2999877929688,acres,Multiple,LakeRes,Water Clarity (Secchi depth),1.64354932308197,meters,1,5.39222240447998,feet,Quantitative,1,0,,,,42.400002,42.400002,meters,.02734,,,Water clarity - ln(secchi depth) - in feet,NA,.017000000923872,.003000000026077,2.326416015625,.0099999997764826,elasticity of additional meter of water clarity,Interaction variable of water clarity (ln(secchi depth) - in feet) and a dummy variable indicating a lakefront property,waterfront dummy,.1159999966621399,.0149999996647239,2.326416015625,.0099999997764826,elasticity of additional meter of water clarity for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.1330000013113022,.080922432243824,.132964625954628,.0151551458984613,.0809009075164795,.0028105569072068,,,0
30,4,Walsh et al 2011a,Walsh et al. FL group,1,Model 1,2,ln(secchi depth) - non-waterfront,2011,Journal,Table 3,Property Sale Price,0,double-log,e,NA,Waterfront dummy,2,0,Lake fixed effects,0,0,54712,1996,2004,"Orange County, FL",FL,waterfront and non-waterfront homes w/in 1000 meters,Single-family residences,199982,2002,2000,county,"Orange County, FL",12095,41311,896344,150009,162899,168361,336286,2350.283203125,0,0,1,0,Lakes in Orange County,1125431.75,278.1000061035156,acres,Multiple,LakeRes,Water Clarity (Secchi depth),1.64354932308197,meters,1,5.39222240447998,feet,Quantitative,1,0,,,,467.10001,467.10001,meters,.02734,,,Water clarity - ln(secchi depth) - in feet,NA,.017000000923872,.003000000026077,2.326416015625,.0099999997764826,elasticity of additional meter of water clarity,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.017000000923872,.0103434678167105,.0170111525803804,.0030053819064051,.0103502543643117,.0005573550006375,,,
31,4,Walsh et al 2011a,Walsh et al. FL group,2,Model 2,1,ln(secchi depth) - waterfront,2011,Journal,Table 3,Property Sale Price,0,double-log,e,NA,Waterfront dummy and linear distance,1,1,Lake fixed effects,0,0,54712,1996,2004,"Orange County, FL",FL,waterfront and non-waterfront homes w/in 1000 meters,Single-family residences,452646,2002,2000,county,"Orange County, FL",12095,41311,896344,150009,162899,168361,336286,2350.283203125,0,0,1,0,Lakes in Orange County,2101534.5,519.2999877929688,acres,Multiple,LakeRes,Water Clarity (Secchi depth),1.64354932308197,meters,1,5.39222240447998,feet,Quantitative,1,0,,,,42.400002,42.400002,meters,.02734,,,Water clarity - ln(secchi depth) - in feet,NA,.1169999986886978,.017000000923872,2.326416015625,.0099999997764826,elasticity of additional meter of water clarity,Interaction variable of water clarity (ln(secchi depth) - in feet) and a dummy variable indicating a lakefront property,waterfront dummy,.0799999982118607,.0160000007599592,2.326416015625,.0099999997764826,elasticity of additional meter of water clarity for waterfront homes,Interaction variable of water clarity (ln(secchi depth) - in feet) and the natural log of distance to nearest lake in meters,ln(linear distance),-.017000000923872,.003000000026077,2.326416015625,.0099999997764826,"elasticity of additional meter of water clarity, per ln(meter)",NA,NA,,,,,NA,NA,NA,,,,,NA,.1332984864711761,.0811040326952934,.1332828253507614,.0151276057586074,.0810945108532906,.0028054490685463,,,0
32,4,Walsh et al 2011a,Walsh et al. FL group,2,Model 2,2,ln(secchi depth) - non-waterfront,2011,Journal,Table 3,Property Sale Price,0,double-log,e,NA,Waterfront dummy and linear distance,2,1,Lake fixed effects,0,0,54712,1996,2004,"Orange County, FL",FL,waterfront and non-waterfront homes w/in 1000 meters,Single-family residences,199982,2002,2000,county,"Orange County, FL",12095,41311,896344,150009,162899,168361,336286,2350.283203125,0,0,1,0,Lakes in Orange County,1125431.75,278.1000061035156,acres,Multiple,LakeRes,Water Clarity (Secchi depth),1.64354932308197,meters,1,5.39222240447998,feet,Quantitative,1,0,,,,467.10001,467.10001,meters,.02734,,,Water clarity - ln(secchi depth) - in feet,NA,.1169999986886978,.017000000923872,2.326416015625,.0099999997764826,elasticity of additional meter of water clarity,Interaction variable of water clarity (ln(secchi depth) - in feet) and the natural log of distance to nearest lake in meters,ln(linear distance),-.017000000923872,.003000000026077,2.326416015625,.0099999997764826,"elasticity of additional meter of water clarity, per ln(meter)",NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.0125087574124336,.0076108179055154,.0125034106895328,.0034806800540537,.0076075661927462,.000645500025712,,,0
33,4,Walsh et al 2011a,Walsh et al. FL group,3,Model 3,1,ln(secchi depth) - waterfront,2011,Journal,Table 3,Property Sale Price,0,double-log,e,water surface area,Waterfront dummy and linear distance,1,1,Lake fixed effects,0,0,54712,1996,2004,"Orange County, FL",FL,waterfront and non-waterfront homes w/in 1000 meters,Single-family residences,452646,2002,2000,county,"Orange County, FL",12095,41311,896344,150009,162899,168361,336286,2350.283203125,0,0,1,0,Lakes in Orange County,2101534.5,519.2999877929688,acres,Multiple,LakeRes,Water Clarity (Secchi depth),1.64354932308197,meters,1,5.39222240447998,feet,Quantitative,1,0,,,,42.400002,42.400002,meters,.02734,,,Water clarity - ln(secchi depth) - in feet,NA,-.0280000008642673,.0320000015199184,,,elasticity of additional meter of water clarity,Interaction variable of water clarity (ln(secchi depth) - in feet) and a dummy variable indicating a lakefront property,waterfront dummy,.0780000016093254,.0160000007599592,2.326416015625,.0099999997764826,elasticity of additional meter of water clarity for waterfront homes,Interaction variable of water clarity (ln(secchi depth) - in feet) and the natural log of distance to nearest lake in meters,ln(linear distance),-.017000000923872,.003000000026077,2.326416015625,.0099999997764826,"elasticity of additional meter of water clarity, per ln(meter)",Interaction variable of water clarity (ln(secchi depth) - in feet) and the natural log of the surface water coverage of the nearest lake in acres,ln(surface area),.011,.0020000001,2.326416,.0099999998,"elasticity of additional meter of water clarity, per acre of  surface water",NA,NA,,,,,NA,.0550757832825184,.0335102677345276,.0550451651215553,.0211125910282135,.0334916412830353,.0039153778925538,,,0
34,4,Walsh et al 2011a,Walsh et al. FL group,3,Model 3,2,ln(secchi depth) - non-waterfront,2011,Journal,Table 3,Property Sale Price,0,double-log,e,water surface area,Waterfront dummy and linear distance,2,1,Lake fixed effects,0,0,54712,1996,2004,"Orange County, FL",FL,waterfront and non-waterfront homes w/in 1000 meters,Single-family residences,199982,2002,2000,county,"Orange County, FL",12095,41311,896344,150009,162899,168361,336286,2350.283203125,0,0,1,0,Lakes in Orange County,1125431.75,278.1000061035156,acres,Multiple,LakeRes,Water Clarity (Secchi depth),1.64354932308197,meters,1,5.39222240447998,feet,Quantitative,1,0,,,,467.10001,467.10001,meters,.02734,,,Water clarity - ln(secchi depth) - in feet,NA,-.0280000008642673,.0320000015199184,,,elasticity of additional meter of water clarity,Interaction variable of water clarity (ln(secchi depth) - in feet) and the natural log of distance to nearest lake in meters,ln(linear distance),-.017000000923872,.003000000026077,2.326416015625,.0099999997764826,"elasticity of additional meter of water clarity, per ln(meter)",Interaction variable of water clarity (ln(secchi depth) - in feet) and the natural log of the surface water coverage of the nearest lake in acres,ln(surface area),.0109999999403954,.0020000000949949,2.326416015625,.0099999997764826,"elasticity of additional meter of water clarity, per acre of  surface water",NA,NA,,,,,NA,NA,NA,,,,,NA,-.0705834627151489,-.0429457426071167,-.0706619992852211,.0156597550958395,-.042993538081646,.0029041380621493,,,0
35,4,Walsh et al 2011a,Walsh et al. FL group,4,Model 1S,1,ln(secchi depth) - waterfront,2011,Journal,Table 3,Property Sale Price,0,double-log,e,NA,Waterfront dummy,1,0,Lake fixed effects,1,0,54712,1996,2004,"Orange County, FL",FL,waterfront and non-waterfront homes w/in 1000 meters,Single-family residences,452646,2002,2000,county,"Orange County, FL",12095,41311,896344,150009,162899,168361,336286,2350.283203125,0,0,1,0,Lakes in Orange County,2101534.5,519.2999877929688,acres,Multiple,LakeRes,Water Clarity (Secchi depth),1.64354932308197,meters,1,5.39222240447998,feet,Quantitative,1,0,,,,42.400002,42.400002,meters,.02734,,,Water clarity - ln(secchi depth) - in feet,NA,.017000000923872,.0040000001899898,2.326416015625,.0099999997764826,elasticity of additional meter of water clarity,Interaction variable of water clarity (ln(secchi depth) - in feet) and a dummy variable indicating a lakefront property,waterfront dummy,.1159999966621399,.0099999997764826,2.326416015625,.0099999997764826,elasticity of additional meter of water clarity for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.1330000013113022,.080922432243824,.1328960508108139,.0105745196342468,.0808591768145561,.0019610689487308,,,0
36,4,Walsh et al 2011a,Walsh et al. FL group,4,Model 1S,2,ln(secchi depth) - non-waterfront,2011,Journal,Table 3,Property Sale Price,0,double-log,e,NA,Waterfront dummy,2,0,Lake fixed effects,1,0,54712,1996,2004,"Orange County, FL",FL,waterfront and non-waterfront homes w/in 1000 meters,Single-family residences,199982,2002,2000,county,"Orange County, FL",12095,41311,896344,150009,162899,168361,336286,2350.283203125,0,0,1,0,Lakes in Orange County,1125431.75,278.1000061035156,acres,Multiple,LakeRes,Water Clarity (Secchi depth),1.64354932308197,meters,1,5.39222240447998,feet,Quantitative,1,0,,,,467.10001,467.10001,meters,.02734,,,Water clarity - ln(secchi depth) - in feet,NA,.017000000923872,.0040000001899898,2.326416015625,.0099999997764826,elasticity of additional meter of water clarity,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.017000000923872,.0103434678167105,.0169983226805925,.0040024272166193,.0103424470871687,.000742259027902,,,
37,4,Walsh et al 2011a,Walsh et al. FL group,5,Model 2S,1,ln(secchi depth) - waterfront,2011,Journal,Table 3,Property Sale Price,0,double-log,e,NA,Waterfront dummy and linear distance,1,1,Lake fixed effects,1,0,54712,1996,2004,"Orange County, FL",FL,waterfront and non-waterfront homes w/in 1000 meters,Single-family residences,452646,2002,2000,county,"Orange County, FL",12095,41311,896344,150009,162899,168361,336286,2350.283203125,0,0,1,0,Lakes in Orange County,2101534.5,519.2999877929688,acres,Multiple,LakeRes,Water Clarity (Secchi depth),1.64354932308197,meters,1,5.39222240447998,feet,Quantitative,1,0,,,,42.400002,42.400002,meters,.02734,,,Water clarity - ln(secchi depth) - in feet,NA,.1180000007152557,.0140000004321337,2.326416015625,.0099999997764826,elasticity of additional meter of water clarity,Interaction variable of water clarity (ln(secchi depth) - in feet) and a dummy variable indicating a lakefront property,waterfront dummy,.0810000002384186,.0109999999403954,2.326416015625,.0099999997764826,elasticity of additional meter of water clarity for waterfront homes,Interaction variable of water clarity (ln(secchi depth) - in feet) and the natural log of distance to nearest lake in meters,ln(linear distance),-.017000000923872,.0020000000949949,2.326416015625,.0099999997764826,"elasticity of additional meter of water clarity, per ln(meter)",NA,NA,,,,,NA,NA,NA,,,,,NA,.135298490524292,.0823209136724472,.1352700740098953,.0105710625648499,.0823036208748817,.0019604279659688,,,0
38,4,Walsh et al 2011a,Walsh et al. FL group,5,Model 2S,2,ln(secchi depth) - non-waterfront,2011,Journal,Table 3,Property Sale Price,0,double-log,e,NA,Waterfront dummy and linear distance,2,1,Lake fixed effects,1,0,54712,1996,2004,"Orange County, FL",FL,waterfront and non-waterfront homes w/in 1000 meters,Single-family residences,199982,2002,2000,county,"Orange County, FL",12095,41311,896344,150009,162899,168361,336286,2350.283203125,0,0,1,0,Lakes in Orange County,1125431.75,278.1000061035156,acres,Multiple,LakeRes,Water Clarity (Secchi depth),1.64354932308197,meters,1,5.39222240447998,feet,Quantitative,1,0,,,,467.10001,467.10001,meters,.02734,,,Water clarity - ln(secchi depth) - in feet,NA,.1180000007152557,.0140000004321337,2.326416015625,.0099999997764826,elasticity of additional meter of water clarity,Interaction variable of water clarity (ln(secchi depth) - in feet) and the natural log of distance to nearest lake in meters,ln(linear distance),-.017000000923872,.0020000000949949,2.326416015625,.0099999997764826,"elasticity of additional meter of water clarity, per ln(meter)",NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.0135087594389915,.008219257928431,.013518825173378,.0036904690787196,.0082253850996494,.0006844060262665,,,0
