region,region_code,period,tot_e_Rx,tot_e_Rx_thru_ehr,tot_e_Rx_thru_stand_alone,tot_primary_care_e_Rx,tot_non_primary_care_e_Rx,tot_nurse_prac_e_Rx,tot_phys_asst_e_Rx,pct_new_renewal_e_Rx,tot_med_hist_reqs,tot_med_hist_req_resps,pct_pharm_enabled,pct_pharm_e_Rx
Nebraska,NE,2009-09,456,286,161,,,,,,,,,0.66
Nebraska,NE,2009-10,487,304,173,,,,,,,,,0.68
Nebraska,NE,2009-11,518,322,185,,,,,,,,,0.7
Nebraska,NE,2009-12,552,347,205,281,256,68,68,,,,0.73,0.72
Nebraska,NE,2010-01,608,388,220,,,,,,,,,0.73
Nebraska,NE,2010-02,664,429,235,,,,,,,,,0.73
Nebraska,NE,2010-03,720,470,250,,,,,,,,,0.74
Nebraska,NE,2010-04,776,511,265,,,,,,,,,0.74
Nebraska,NE,2010-05,832,552,280,,,,,,,,,0.75
Nebraska,NE,2010-06,892,593,299,476,407,110,105,,83754,68146,0.78,0.76
Nebraska,NE,2010-07,963,653,309,,,,,,,,,0.77
Nebraska,NE,2010-08,1034,713,319,,,,,,,,,0.77
Nebraska,NE,2010-09,1105,773,329,,,,,,,,,0.78
Nebraska,NE,2010-10,1176,833,339,,,,,,,,,0.78
Nebraska,NE,2010-11,1247,893,349,,,,,,,,,0.79
Nebraska,NE,2010-12,1318,954,364,729,576,165,136,,152136,130410,0.82,0.8
Nebraska,NE,2011-01,1399,1023,376,706,592,182,138,,123906,103751,0.83,0.81
Nebraska,NE,2011-02,1446,1059,387,791,639,174,152,,158890,129249,0.84,0.82
Nebraska,NE,2011-03,1561,1133,428,832,713,178,160,,181414,152853,0.85,0.82
Nebraska,NE,2011-04,1658,1196,462,853,787,188,172,,180090,156255,0.85,0.85
Nebraska,NE,2011-05,1847,1261,586,892,937,208,193,,181049,158592,0.86,0.85
Nebraska,NE,2011-06,2310,1638,672,1081,1208,246,242,,201818,171389,0.86,0.86
Nebraska,NE,2011-07,2277,1647,630,1067,1175,248,232,,195491,176249,0.88,0.87
Nebraska,NE,2011-08,2342,1713,629,1050,1158,244,229,,237187,207790,0.88,0.88
Nebraska,NE,2011-09,2409,1805,604,1115,1235,273,255,,244597,208948,0.88,0.87
Nebraska,NE,2011-10,2488,1884,604,1133,1292,274,262,,262562,226499,0.89,0.88
Nebraska,NE,2011-11,2527,1917,610,1142,1322,276,260,,261705,223082,0.89,0.89
Nebraska,NE,2011-12,2573,1968,605,1172,1346,284,276,,322828,278859,0.89,0.89
Nebraska,NE,2012-01,2595,2010,585,1185,1354,283,279,,306832,262850,0.9,0.9
Nebraska,NE,2012-02,2626,2040,586,1210,1352,289,290,,281721,240794,0.9,0.9
Nebraska,NE,2012-03,2683,2089,594,1235,1386,289,310,,316076,274384,0.92,0.91
Nebraska,NE,2012-04,2728,2189,539,1256,1405,298,311,,293074,252664,0.92,0.92
Nebraska,NE,2012-05,3107,2556,551,1362,1634,328,342,,310696,275967,0.92,0.92
Nebraska,NE,2012-06,3124,2623,501,1365,1645,334,348,,312730,277859,0.92,0.93
Nebraska,NE,2012-07,3165,2692,473,1367,1663,346,359,,328549,284355,0.92,0.91
Nebraska,NE,2012-08,3441,2978,463,1413,1805,376,383,,395698,343922,0.92,0.92
Nebraska,NE,2012-09,3465,3025,440,1421,1806,369,383,,362268,314989,0.92,0.92
Nebraska,NE,2012-10,3519,3064,455,1436,1834,379,394,,544957,459251,0.93,0.93
Nebraska,NE,2012-11,3558,3100,458,1453,1850,378,395,,398512,335488,0.92,0.92
Nebraska,NE,2012-12,3558,3129,428,1451,1846,389,390,,395162,331356,0.93,0.93
Nebraska,NE,2013-01,3586,3164,422,1463,1861,391,392,,453438,378833,0.93,0.92
Nebraska,NE,2013-02,3669,3234,435,1500,1889,414,408,,485574,397930,0.93,0.92
Nebraska,NE,2013-03,3666,3261,405,1487,1904,409,407,,428446,359505,0.93,0.92
Nebraska,NE,2013-04,3777,3352,425,1524,1970,431,416,,459020,385810,0.94,0.93
Nebraska,NE,2013-05,3813,3395,418,1527,1994,436,421,,424795,389749,0.94,0.93
Nebraska,NE,2013-06,3772,3385,387,1510,1977,433,430,,431693,391554,0.93,0.93
Nebraska,NE,2013-07,3826,3451,375,1493,1978,438,437,,559261,487706,0.94,0.93
Nebraska,NE,2013-08,3897,3513,383,1723,2172,450,466,,484804,434175,0.94,0.93
Nebraska,NE,2013-09,3991,3628,363,1770,2217,467,476,,482803,439461,0.95,0.94
Nebraska,NE,2013-10,4014,3454,358,1767,2236,471,481,,510729,468377,0.95,0.94
Nebraska,NE,2013-11,4008,3672,331,1778,2216,470,478,,474813,445556,0.95,0.94
Nebraska,NE,2013-12,4039,3708,326,1794,2229,484,496,,522939,491126,0.94,0.94
Nebraska,NE,2014-01,4072,3731,339,1800,2256,494,483,,501847,470351,0.95,0.94
Nebraska,NE,2014-02,4095,3799,294,1810,2281,489,495,,362080,320743,0.94,0.93
Nebraska,NE,2014-03,4080,3807,268,1816,2258,496,495,,379749,322604,0.93,0.93
Nebraska,NE,2014-04,4139,3876,257,1826,2304,504,501,,390671,335693,0.94,0.94
New Hampshire,NH,2008,,,,,,,,0.03,,,,
New Hampshire,NH,2009,,,,,,,,0.12,,,,
New Hampshire,NH,2010,,,,,,,,0.21,,,,
New Hampshire,NH,2011,,,,,,,,0.48,,,,
New Hampshire,NH,2012,,,,,,,,0.64,,,,
New Hampshire,NH,2013,,,,,,,,0.69,,,,
New Hampshire,NH,2008-12,293,211,82,187,77,59,20,,,,0.89,0.87
New Hampshire,NH,2009-01,340,251,88,,,,,,,,,0.87
New Hampshire,NH,2009-02,387,291,94,,,,,,,,,0.88
New Hampshire,NH,2009-03,434,331,100,,,,,,,,,0.88
New Hampshire,NH,2009-04,481,371,106,,,,,,,,,0.88
New Hampshire,NH,2009-05,528,411,112,,,,,,,,,0.89
New Hampshire,NH,2009-06,575,451,118,,,,,,,,,0.89
New Hampshire,NH,2009-07,622,491,124,,,,,,,,,0.89
New Hampshire,NH,2009-08,669,531,130,,,,,,,,,0.89
New Hampshire,NH,2009-09,716,571,136,,,,,,,,,0.9
New Hampshire,NH,2009-10,763,611,142,,,,,,,,,0.9
New Hampshire,NH,2009-11,810,651,148,,,,,,,,,0.9
New Hampshire,NH,2009-12,867,702,165,456,379,165,63,,,,0.93,0.91
New Hampshire,NH,2010-01,895,726,169,,,,,,,,,0.91
New Hampshire,NH,2010-02,923,750,173,,,,,,,,,0.91
New Hampshire,NH,2010-03,951,774,177,,,,,,,,,0.91
New Hampshire,NH,2010-04,979,798,181,,,,,,,,,0.91
New Hampshire,NH,2010-05,1007,822,185,,,,,,,,,0.92
New Hampshire,NH,2010-06,1039,848,191,576,447,210,81,,48810,45247,0.94,0.92
New Hampshire,NH,2010-07,1101,909,191,,,,,,,,,0.92
New Hampshire,NH,2010-08,1163,970,192,,,,,,,,,0.92
New Hampshire,NH,2010-09,1225,1031,193,,,,,,,,,0.92
New Hampshire,NH,2010-10,1287,1092,194,,,,,,,,,0.92
New Hampshire,NH,2010-11,1349,1153,195,,,,,,,,,0.92
New Hampshire,NH,2010-12,1414,1218,196,751,644,263,104,,58495,54988,0.94,0.92
New Hampshire,NH,2011-01,1440,1236,204,715,655,280,105,,55776,52618,0.94,0.93
New Hampshire,NH,2011-02,1468,1265,203,769,679,274,118,,55464,51753,0.94,0.93
New Hampshire,NH,2011-03,1484,1274,210,771,697,268,117,,65616,61062,0.94,0.93
New Hampshire,NH,2011-04,2524,2306,218,1075,1421,420,184,,64755,59622,0.95,0.94
New Hampshire,NH,2011-05,2743,2502,241,1130,1584,441,206,,73351,68358,0.95,0.93
New Hampshire,NH,2011-06,2851,2571,280,1154,1665,447,219,,72016,65192,0.95,0.93
New Hampshire,NH,2011-07,2854,2602,252,1160,1617,453,219,,60479,57010,0.95,0.93
New Hampshire,NH,2011-08,2943,2695,248,1151,1617,445,218,,69123,64379,0.95,0.94
New Hampshire,NH,2011-09,2970,2723,247,1158,1722,453,225,,67386,62647,0.95,0.93
New Hampshire,NH,2011-10,2974,2727,247,1163,1724,461,230,,65999,61496,0.95,0.92
New Hampshire,NH,2011-11,2982,2726,256,1149,1735,461,223,,69904,65511,0.95,0.93
New Hampshire,NH,2011-12,3071,2807,264,1180,1792,476,235,,79150,75318,0.95,0.94
New Hampshire,NH,2012-01,3113,2850,263,1200,1811,482,245,,91257,87472,0.95,0.94
New Hampshire,NH,2012-02,3133,2877,256,1197,1828,487,243,,88453,84485,0.95,0.94
New Hampshire,NH,2012-03,3169,2900,269,1207,1858,489,246,,99547,94269,0.95,0.95
New Hampshire,NH,2012-04,3200,2922,278,1215,1879,502,247,,107226,102090,0.96,0.95
New Hampshire,NH,2012-05,3237,2969,268,1228,1891,509,249,,149300,143681,0.96,0.95
New Hampshire,NH,2012-06,3251,2960,290,1233,1885,509,262,,131699,127468,0.96,0.96
New Hampshire,NH,2012-07,3278,2991,287,1235,1872,511,264,,118973,113982,0.96,0.96
New Hampshire,NH,2012-08,3299,3013,286,1253,1874,517,267,,145629,138231,0.96,0.96
New Hampshire,NH,2012-09,3332,3059,273,1280,1883,528,269,,160391,148798,0.96,0.96
New Hampshire,NH,2012-10,3380,3087,293,1285,1912,533,276,,191374,177459,0.97,0.96
New Hampshire,NH,2012-11,3383,3091,292,1276,1917,532,272,,175570,164487,0.97,0.96
New Hampshire,NH,2012-12,3392,3091,301,1268,1924,529,270,,178962,167558,0.97,0.96
New Hampshire,NH,2013-01,3430,3133,297,1278,1956,535,265,,205057,190386,0.97,0.97
New Hampshire,NH,2013-02,3444,3152,292,1274,1973,539,267,,282774,266204,0.98,0.97
New Hampshire,NH,2013-03,3487,3214,273,1284,2003,542,278,,191351,179154,0.98,0.98
New Hampshire,NH,2013-04,3512,3224,285,1298,2014,546,281,,202691,190069,0.98,0.97
New Hampshire,NH,2013-05,3513,3221,289,1285,2019,552,282,,200576,190076,0.98,0.98
New Hampshire,NH,2013-06,3534,3250,281,1301,2007,554,281,,193462,183165,0.98,0.98
New Hampshire,NH,2013-07,3569,3309,257,1294,1999,550,277,,184861,174771,0.98,0.98
New Hampshire,NH,2013-08,3583,3321,259,1398,2175,559,304,,221099,210814,0.97,0.98
New Hampshire,NH,2013-09,3599,3347,247,1403,2181,565,314,,221070,209398,0.98,0.98
New Hampshire,NH,2013-10,3634,3373,255,1407,2207,565,313,,241915,225747,0.98,0.98
New Hampshire,NH,2013-11,3634,3387,238,1397,2214,568,319,,211828,202986,0.98,0.97
New Hampshire,NH,2013-12,3671,3429,224,1402,2243,578,316,,198978,189978,0.98,0.98
New Hampshire,NH,2014-01,3698,3460,221,1420,2245,593,317,,168037,158576,0.98,0.98
New Hampshire,NH,2014-02,3671,3440,211,1431,2237,589,327,,125178,116533,0.98,0.98
New Hampshire,NH,2014-03,3708,3464,219,1445,2252,597,329,,145206,131416,0.98,0.97
New Hampshire,NH,2014-04,3687,3451,211,1428,2247,601,328,,155374,140421,0.98,0.98
New Jersey,NJ,2008,,,,,,,,0.05,,,,
New Jersey,NJ,2009,,,,,,,,0.1,,,,
New Jersey,NJ,2010,,,,,,,,0.13,,,,
New Jersey,NJ,2011,,,,,,,,0.22,,,,
New Jersey,NJ,2012,,,,,,,,0.34,,,,
New Jersey,NJ,2013,,,,,,,,0.46,,,,
New Jersey,NJ,2008-12,2303,961,1247,864,1191,167,23,,,,0.73,0.72
New Jersey,NJ,2009-01,2442,1055,1294,,,,,,,,,0.73
New Jersey,NJ,2009-02,2581,1149,1341,,,,,,,,,0.74
New Jersey,NJ,2009-03,2720,1243,1388,,,,,,,,,0.74
New Jersey,NJ,2009-04,2859,1337,1435,,,,,,,,,0.75
New Jersey,NJ,2009-05,2998,1431,1482,,,,,,,,,0.76
New Jersey,NJ,2009-06,3137,1525,1529,,,,,,,,,0.77
New Jersey,NJ,2009-07,3276,1619,1576,,,,,,,,,0.78
New Jersey,NJ,2009-08,3415,1713,1623,,,,,,,,,0.78
New Jersey,NJ,2009-09,3554,1807,1670,,,,,,,,,0.79
New Jersey,NJ,2009-10,3693,1901,1717,,,,,,,,,0.8
New Jersey,NJ,2009-11,3832,1995,1764,,,,,,,,,0.81
New Jersey,NJ,2009-12,3974,2090,1815,,,,,,,,,0.82
New Jersey,NJ,2009-12,3974,2090,1815,1276,2540,265,67,,,,0.82,0.82
New Jersey,NJ,2010-01,4042,2174,1796,,,,,,,,,0.82
New Jersey,NJ,2010-02,4110,2258,1777,,,,,,,,,0.82
New Jersey,NJ,2010-03,4178,2342,1758,,,,,,,,,0.82
New Jersey,NJ,2010-04,4246,2426,1739,,,,,,,,,0.82
New Jersey,NJ,2010-05,4314,2510,1720,,,,,,,,,0.83
New Jersey,NJ,2010-06,4382,2594,1706,1451,2887,320,93,,650472,583323,0.85,0.83
New Jersey,NJ,2010-07,4574,2753,1739,,,,,,,,,0.84
New Jersey,NJ,2010-08,4766,2912,1772,,,,,,,,,0.84
New Jersey,NJ,2010-09,4958,3071,1805,,,,,,,,,0.85
New Jersey,NJ,2010-10,5150,3230,1838,,,,,,,,,0.85
New Jersey,NJ,2010-11,5342,3389,1871,,,,,,,,,0.86
New Jersey,NJ,2010-12,5534,3551,1908,1749,3719,413,129,,1101505,1012798,0.87,0.86
New Jersey,NJ,2011-01,5759,3733,1948,1688,3813,445,150,,1143402,1064390,0.88,0.86
New Jersey,NJ,2011-02,6075,3922,2074,1891,4104,464,150,,1154496,1029303,0.88,0.86
New Jersey,NJ,2011-03,6373,4110,2186,1942,4347,467,156,,1201140,1098592,0.88,0.87
New Jersey,NJ,2011-04,6718,4483,2157,1984,4646,508,177,,1041691,958756,0.9,0.9
New Jersey,NJ,2011-05,7403,4847,2475,2095,5217,545,191,,1224688,1138462,0.91,0.9
New Jersey,NJ,2011-06,8965,5698,3179,2350,6517,614,238,,1550378,1405002,0.91,0.9
New Jersey,NJ,2011-07,8597,5647,2863,2323,6182,609,226,,1448064,1369715,0.91,0.9
New Jersey,NJ,2011-08,8615,5802,2721,2266,5983,587,224,,1610765,1513704,0.91,0.9
New Jersey,NJ,2011-09,8841,6059,2678,2394,6318,636,222,,1633232,1520308,0.92,0.91
New Jersey,NJ,2011-10,9209,6345,2763,2465,6592,640,233,,1607350,1505440,0.92,0.92
New Jersey,NJ,2011-11,9516,6692,2721,2531,6845,662,248,,1533652,1444376,0.93,0.92
New Jersey,NJ,2011-12,9782,6859,2816,2612,7018,664,260,,1788976,1700413,0.93,0.92
New Jersey,NJ,2012-01,9840,7048,2683,2652,7031,698,253,,1761555,1668060,0.93,0.93
New Jersey,NJ,2012-02,9880,7177,2599,2695,7016,709,261,,1696002,1612269,0.94,0.93
New Jersey,NJ,2012-03,10176,7444,2637,2755,7253,715,269,,1766678,1680191,0.94,0.93
New Jersey,NJ,2012-04,10409,7635,2680,2806,7437,722,286,,1715276,1632429,0.94,0.93
New Jersey,NJ,2012-05,10813,7959,2765,2900,7730,745,293,,1739411,1664724,0.94,0.93
New Jersey,NJ,2012-06,11250,8303,2861,2995,8067,762,304,,1626520,1552399,0.95,0.94
New Jersey,NJ,2012-07,11123,8444,2587,3018,7909,768,318,,1623072,1537181,0.95,0.95
New Jersey,NJ,2012-08,11334,8671,2572,3090,8004,798,337,,1764924,1673421,0.95,0.95
New Jersey,NJ,2012-09,11593,9023,2483,3156,8181,805,339,,1550834,1474777,0.95,0.95
New Jersey,NJ,2012-10,11894,9331,2479,3250,8380,835,354,,1844471,1717327,0.95,0.95
New Jersey,NJ,2012-11,11986,9427,2466,3263,8445,840,352,,1643947,1538401,0.95,0.95
New Jersey,NJ,2012-12,12228,9602,2531,3324,8609,855,353,,1760084,1645550,0.95,0.94
New Jersey,NJ,2013-01,12406,9797,2518,3367,8729,883,373,,1845935,1712434,0.96,0.95
New Jersey,NJ,2013-02,12513,9968,2450,3404,8783,902,377,,1867125,1729983,0.96,0.95
New Jersey,NJ,2013-03,12651,10121,2431,3470,8847,930,394,,1823171,1707586,0.96,0.95
New Jersey,NJ,2013-04,12847,10330,2414,3523,8981,949,408,,2169083,2039426,0.97,0.96
New Jersey,NJ,2013-05,12959,10467,2390,3545,9061,950,394,,2407664,2329269,0.96,0.95
New Jersey,NJ,2013-06,13254,11069,2067,3592,9303,958,392,,2628002,2550467,0.96,0.95
New Jersey,NJ,2013-07,13178,11090,1969,3582,9222,986,395,,2217854,2138265,0.96,0.96
New Jersey,NJ,2013-08,13290,11250,1907,3840,9415,1073,436,,1811270,1731578,0.96,0.96
New Jersey,NJ,2013-09,13518,11520,1870,3919,9566,1096,453,,1715549,1633524,0.97,0.96
New Jersey,NJ,2013-10,13647,11662,1852,3938,9660,1108,451,,2015336,1927368,0.96,0.96
New Jersey,NJ,2013-11,13782,11827,1810,3961,9761,1138,460,,1593463,1528146,0.97,0.96
New Jersey,NJ,2013-12,13780,11851,1789,3959,9754,1136,463,,1653550,1574338,0.96,0.96
New Jersey,NJ,2014-01,13784,11881,1762,3985,9726,1162,465,,1623544,1543402,0.96,0.96
New Jersey,NJ,2014-02,13840,12025,1672,4062,9764,1197,472,,1374406,1274435,0.96,0.96
New Jersey,NJ,2014-03,13968,12095,1696,4090,9861,1213,497,,1642780,1481360,0.97,0.96
New Jersey,NJ,2014-04,13970,12244,1570,4107,9842,1229,501,,1724787,1550604,0.97,0.96
New Mexico,NM,2008,,,,,,,,0.02,,,,
New Mexico,NM,2009,,,,,,,,0.04,,,,
New Mexico,NM,2010,,,,,,,,0.13,,,,
New Mexico,NM,2011,,,,,,,,0.31,,,,
New Mexico,NM,2012,,,,,,,,0.45,,,,
New Mexico,NM,2013,,,,,,,,0.51,,,,
New Mexico,NM,2008-12,207,177,30,80,99,26,17,,,,0.78,0.74
New Mexico,NM,2009-01,229,194,35,,,,,,,,,0.75
New Mexico,NM,2009-02,251,211,40,,,,,,,,,0.75
New Mexico,NM,2009-03,273,228,45,,,,,,,,,0.76
New Mexico,NM,2009-04,295,245,50,,,,,,,,,0.76
New Mexico,NM,2009-05,317,262,55,,,,,,,,,0.77
New Mexico,NM,2009-06,339,279,60,,,,,,,,,0.78
New Mexico,NM,2009-07,361,296,65,,,,,,,,,0.78
New Mexico,NM,2009-08,383,313,70,,,,,,,,,0.79
New Mexico,NM,2009-09,405,330,75,,,,,,,,,0.79
New Mexico,NM,2009-10,427,347,80,,,,,,,,,0.8
New Mexico,NM,2009-11,449,364,85,,,,,,,,,0.81
New Mexico,NM,2009-12,478,386,92,238,221,81,52,,,,0.84,0.82
New Mexico,NM,2010-01,512,419,93,,,,,,,,,0.83
New Mexico,NM,2010-02,546,452,94,,,,,,,,,0.83
New Mexico,NM,2010-03,580,485,95,,,,,,,,,0.84
New Mexico,NM,2010-04,614,518,96,,,,,,,,,0.84
New Mexico,NM,2010-05,648,551,97,,,,,,,,,0.85
New Mexico,NM,2010-06,685,587,98,367,307,105,74,,145447,123212,0.86,0.85
New Mexico,NM,2010-07,734,628,105,,,,,,,,,0.85
New Mexico,NM,2010-08,783,669,112,,,,,,,,,0.86
New Mexico,NM,2010-09,832,710,119,,,,,,,,,0.86
New Mexico,NM,2010-10,881,751,126,,,,,,,,,0.86
New Mexico,NM,2010-11,930,792,133,,,,,,,,,0.87
New Mexico,NM,2010-12,980,836,144,522,440,155,119,,195588,152588,0.89,0.87
New Mexico,NM,2011-01,1025,863,162,514,448,182,103,,200717,157105,0.91,0.89
New Mexico,NM,2011-02,1082,917,165,576,488,177,126,,224614,172541,0.91,0.9
New Mexico,NM,2011-03,1127,946,181,594,514,178,126,,257514,205319,0.91,0.9
New Mexico,NM,2011-04,1186,995,191,618,550,200,131,,245277,201394,0.92,0.91
New Mexico,NM,2011-05,1309,1063,246,686,601,225,146,,244488,202538,0.92,0.92
New Mexico,NM,2011-06,1731,1384,347,846,858,284,169,,264350,212083,0.93,0.92
New Mexico,NM,2011-07,1871,1536,335,894,928,311,181,,256346,213443,0.93,0.92
New Mexico,NM,2011-08,1975,1669,306,875,879,301,172,,305297,250064,0.93,0.92
New Mexico,NM,2011-09,2068,1773,295,937,1066,318,194,,327902,262114,0.93,0.92
New Mexico,NM,2011-10,2179,1872,307,983,1120,354,190,,166533,143833,0.95,0.93
New Mexico,NM,2011-11,2216,1921,295,999,1133,350,196,,298922,244562,0.95,0.94
New Mexico,NM,2011-12,2243,1928,315,1020,1130,349,193,,307485,251908,0.96,0.95
New Mexico,NM,2012-01,2290,1986,304,1038,1158,352,202,,342606,287834,0.95,0.95
New Mexico,NM,2012-02,2350,2038,312,1062,1183,372,201,,339118,289141,0.96,0.95
New Mexico,NM,2012-03,2392,2078,314,1074,1211,382,201,,356576,305670,0.96,0.95
New Mexico,NM,2012-04,2468,2121,346,1107,1248,397,205,,395391,345204,0.96,0.96
New Mexico,NM,2012-05,2497,2133,364,1115,1269,403,204,,362581,318698,0.96,0.96
New Mexico,NM,2012-06,2525,2150,375,1127,1275,416,209,,867193,823582,0.96,0.96
New Mexico,NM,2012-07,2620,2266,353,1167,1292,430,214,,2168153,2106598,0.97,0.96
New Mexico,NM,2012-08,2703,2327,361,1192,1332,441,225,,463637,407364,0.97,0.96
New Mexico,NM,2012-09,2749,2398,333,1202,1368,446,224,,388119,353839,0.96,0.96
New Mexico,NM,2012-10,2842,2493,330,1228,1427,456,230,,486418,417253,0.96,0.96
New Mexico,NM,2012-11,2859,2514,324,1223,1435,467,233,,409953,361236,0.95,0.95
New Mexico,NM,2012-12,2925,2579,326,1259,1465,471,252,,463317,413534,0.96,0.96
New Mexico,NM,2013-01,3003,2661,324,1290,1498,499,250,,433952,381037,0.96,0.95
New Mexico,NM,2013-02,3028,2694,334,1306,1515,506,259,,464246,399729,0.97,0.97
New Mexico,NM,2013-03,3042,2711,331,1294,1531,496,255,,423647,375929,0.98,0.97
New Mexico,NM,2013-04,3110,2774,336,1322,1572,518,263,,454468,397367,0.98,0.97
New Mexico,NM,2013-05,3114,2784,330,1323,1564,515,254,,395951,368903,0.97,0.96
New Mexico,NM,2013-06,3129,2809,320,1339,1555,523,256,,389119,359321,0.98,0.97
New Mexico,NM,2013-07,3154,2842,310,1324,1547,516,257,,430706,398507,0.97,0.96
New Mexico,NM,2013-08,3261,2983,277,1479,1761,564,286,,590673,558193,0.98,0.96
New Mexico,NM,2013-09,3296,3024,265,1472,1802,571,292,,549039,517710,0.98,0.96
New Mexico,NM,2013-10,3360,3093,260,1495,1839,587,289,,537947,410552,0.98,0.97
New Mexico,NM,2013-11,3410,3149,252,1526,1844,595,301,,532319,418187,0.98,0.97
New Mexico,NM,2013-12,3616,3352,252,1574,1998,613,330,,521502,415790,0.98,0.98
New Mexico,NM,2014-01,3637,3374,247,1576,2012,624,331,,477320,364979,0.97,0.97
New Mexico,NM,2014-02,3662,3410,241,1649,1992,656,339,,348182,293844,0.96,0.96
New Mexico,NM,2014-03,3686,3422,231,1657,2004,656,344,,350428,282781,0.94,0.95
New Mexico,NM,2014-04,3723,3467,232,1677,2016,659,342,,375975,292907,0.96,0.95
Nevada,NV,2008,,,,,,,,0.09,,,,
Nevada,NV,2009,,,,,,,,0.12,,,,
Nevada,NV,2010,,,,,,,,0.16,,,,
Nevada,NV,2011,,,,,,,,0.24,,,,
Nevada,NV,2012,,,,,,,,0.37,,,,
Nevada,NV,2013,,,,,,,,0.47,,,,
Nevada,NV,2008-12,478,390,39,217,202,54,44,,,,0.91,0.87
Nevada,NV,2009-01,509,414,46,,,,,,,,,0.87
Nevada,NV,2009-02,540,438,53,,,,,,,,,0.87
Nevada,NV,2009-03,571,462,60,,,,,,,,,0.88
Nevada,NV,2009-04,602,486,67,,,,,,,,,0.88
Nevada,NV,2009-05,633,510,74,,,,,,,,,0.88
Nevada,NV,2009-06,664,534,81,,,,,,,,,0.88
Nevada,NV,2009-07,695,558,88,,,,,,,,,0.88
Nevada,NV,2009-08,726,582,95,,,,,,,,,0.89
Nevada,NV,2009-09,757,606,102,,,,,,,,,0.89
Nevada,NV,2009-10,788,630,109,,,,,,,,,0.89
Nevada,NV,2009-11,819,654,116,,,,,,,,,0.89
Nevada,NV,2009-12,858,680,134,385,447,85,80,,,,0.92,0.9
Nevada,NV,2010-01,880,702,156,,,,,,,,,0.9
Nevada,NV,2010-02,902,724,178,,,,,,,,,0.9
Nevada,NV,2010-03,924,746,200,,,,,,,,,0.9
Nevada,NV,2010-04,946,768,222,,,,,,,,,0.9
Nevada,NV,2010-05,968,790,244,,,,,,,,,0.9
Nevada,NV,2010-06,994,779,173,441,532,103,98,,56613,51529,0.93,0.9
Nevada,NV,2010-07,1032,811,178,,,,,,,,,0.9
Nevada,NV,2010-08,1070,843,183,,,,,,,,,0.91
Nevada,NV,2010-09,1108,875,188,,,,,,,,,0.91
Nevada,NV,2010-10,1146,907,193,,,,,,,,,0.91
Nevada,NV,2010-11,1184,939,198,,,,,,,,,0.92
Nevada,NV,2010-12,1225,976,203,524,677,128,112,,84446,74459,0.95,0.92
Nevada,NV,2011-01,1251,1012,190,496,695,150,102,,74917,66403,0.95,0.93
Nevada,NV,2011-02,1298,1038,214,561,715,143,115,,80625,71949,0.95,0.93
Nevada,NV,2011-03,1381,1086,250,578,777,147,119,,100620,90128,0.95,0.92
Nevada,NV,2011-04,1422,1120,257,583,815,154,127,,92689,83146,0.95,0.94
Nevada,NV,2011-05,1521,1211,266,593,900,157,139,,100224,89959,0.95,0.94
Nevada,NV,2011-06,1806,1369,393,642,1137,160,160,,115121,99989,0.95,0.94
Nevada,NV,2011-07,1784,1378,363,646,1115,155,161,,108004,97871,0.95,0.93
Nevada,NV,2011-08,1806,1426,336,632,1101,152,154,,132805,118720,0.95,0.93
Nevada,NV,2011-09,1872,1503,322,673,1165,166,163,,124223,108576,0.96,0.93
Nevada,NV,2011-10,1921,1555,321,684,1203,162,167,,119843,105340,0.95,0.93
Nevada,NV,2011-11,1988,1603,341,722,1232,172,171,,130252,113442,0.95,0.94
Nevada,NV,2011-12,2035,1637,353,735,1262,178,177,,158494,139420,0.95,0.93
Nevada,NV,2012-01,2052,1663,347,744,1274,168,182,,165726,146105,0.95,0.93
Nevada,NV,2012-02,2093,1689,362,757,1295,173,185,,161619,143718,0.95,0.93
Nevada,NV,2012-03,2178,1783,354,807,1331,188,192,,173299,156017,0.95,0.93
Nevada,NV,2012-04,2218,1805,369,823,1352,185,203,,163064,146804,0.95,0.92
Nevada,NV,2012-05,2271,1847,382,830,1397,187,209,,216289,200626,0.95,0.92
Nevada,NV,2012-06,2394,1955,397,847,1498,200,215,,377594,362363,0.96,0.93
Nevada,NV,2012-07,2364,1951,370,849,1469,205,223,,233757,215664,0.96,0.94
Nevada,NV,2012-08,2394,1987,365,862,1479,206,229,,241154,223554,0.96,0.94
Nevada,NV,2012-09,2434,2023,371,894,1483,219,234,,232672,217624,0.96,0.94
Nevada,NV,2012-10,2514,2103,370,898,1555,216,233,,282231,260564,0.96,0.94
Nevada,NV,2012-11,2523,2125,359,903,1555,221,228,,243781,225925,0.96,0.94
Nevada,NV,2012-12,2544,2153,349,903,1565,229,236,,220606,203331,0.96,0.94
Nevada,NV,2013-01,2582,2176,364,930,1580,245,238,,269117,246417,0.96,0.94
Nevada,NV,2013-02,2606,2228,335,932,1599,243,241,,339228,308419,0.96,0.94
Nevada,NV,2013-03,2639,2249,345,949,1613,251,245,,272498,247098,0.97,0.95
Nevada,NV,2013-04,2672,2285,343,953,1641,253,254,,283071,257310,0.98,0.96
Nevada,NV,2013-05,2705,2326,337,955,1658,255,255,,252763,238043,0.98,0.96
Nevada,NV,2013-06,2700,2319,341,947,1668,254,255,,231818,216695,0.98,0.96
Nevada,NV,2013-07,2720,2369,312,952,1666,263,260,,246290,230900,0.98,0.96
