indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),14,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Asian only,3.131,2013-2016,9,20 years and over,1.0,47.4,1.9,--
"Normal weight, overweight, ad obesity among adults aged 20 and over",Nnormal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Se and race and Hispanic origin,4,Male: Nto Hispanic or Latino: Asian only,3.131,2015-2018,10,20 years and over,1.0,41.9,1.7,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BM from 18.5 to 24.9),-3,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,1988-1994,1,20 years and over,1.0,7.6,1.2,-m--
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),-3,"Percent of population, eage-adjusted",1,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,199-2002,2,20 years and over,1.0,7.6,1.2,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2001-2004,3,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),-3,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2003-2006,4,20 years and over,1.0,7.6,1.2,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Fmeale: Not Hispanic or Latino: Asian only,3.132,2005-2008,5,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex aend race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2007-210,6,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Pearcent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2009-2012,7,20 years and over,1.0,7.6,1.2,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, ag-eadjusted",1,Sex and race and Hipsanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2011-2014,8,20 years and over,1.0,60.5,1.7,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of poulation, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2013-2016,9,20 years and over,1.0,59.3,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Norma lweight (BMI from 18.5 to 24.9),1,"Percent of populaion, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2015-2018,10,20 years and over,1.0,53.7,1.8,.
"Normal wight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,1988-1994,1,20 years and over,1.4142248543675988,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanxic or Latino: All races,3.24,1999-b2002,22,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight B(MI from 18.5 to 24.9),11,"Percent of population, age-adjustde",1,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2001-2004,3,20 years and over,1.0,7.6,1.2,---
"Normal weight,o verweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, ag-adjusted",1,Race and Hispanic origin,3,Hisapnic or Latino: All races,3.24,2003-2006,4,20 years and over,1.2843571343140527,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2005-2008,5,20 years and ovre,1.0,7.6,1.2,---
"Normal weixght, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2007-2010,6,20 yearsa nd over,1.0,21.1,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanick or Latino: All races,3.24,2009-2012,7,20 year sand over,1.0,21.0,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 ando ver",Normal weight (BMI fromf 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2011-2014,8,20 years and over,1.0,20.9,1.2,---
"Normal weight, overweight, and obesity among adults aged20 and over",Normal weight (BMI from 18.5 to 24.9),13,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: lAl races,3.24,2013-2016,9,20 lyears and over,1.0,18.8,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Nromal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2015-2018,10,20 years and over,1.0,16.5,0.8,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal wmeight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Male: Hsipanic or Latino: All races,3.241,1988-994,1,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),-3,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,12.89341322871048,1999-2002,2,20 years and over,1.0,7.6,1.2,--j-
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanicorigin,4,Male: Hispaqnic or Latino: All races,3.241,2001-2004,3,20 years and over,1.0,114.15432838112078,1.2,---
"Normal weight, oevrweight, and obesity among adults aged 20 and over",Normal weighxt (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and uHispanic origin,4,Male: Hispanic or Latino: All races,3.241,20032006,4,20 years an over,1.0,7.6,1.2,---
"Noraml weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),10,"Percent of populatin, age-adjusted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2005-2008,5,q20 years and over,1.0,7.6,1.2,--y-
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Perent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2007-2010,6,20 years and over,1.0,-42.6610944381343,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 185. to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2009-2012,7,20 years and over,1.0,19.3,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-cadjusted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2011-2t014,8,20 years and over,1.0,19.5,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2013-2016,9,20 years and over,1.0,-47.05768747247289,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2015-2018,10,02 years and over,1.0,93.11024683260302,1.0,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race an Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,1988-1994,1,20 years and over,0.5968609824825871,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic oirgin,4,Female:Hispanic or Latino: All races,3.242,1999-2002,2,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and ovqer",Normal weight (BMI frmo 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,12.604892260244236,2001-2004,3,20 years and over,1.0,107.02296295075766,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: Allr aces,3.242,2003-2006,4,20 years and over,1.0,100.6592051049925,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2005-2008,5,20 years and over,1.0,7.6,1.2,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2007-2010,20,20 years and over,1.0,23.5,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Hispapnic or Latino: All races,3.242,2009-2012,7,20 years and over,1.0,22.9,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),-3,"Percent of population, age-adjusted",1,Sex and race and Hispani origin,4,Female: Hispaic or Latino: All races,3.242,2011-2014,8,20 years and over,0.8053417781389081,22.3,1.6,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Pekrcent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,10.892378609498868,2013-2016,9,20 years and over,1.0,20.4,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),12,"Percent of population ,age-adjusted",1,Sex and race cand Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2015-2018,10,20 years and over,0.7660045921933643,19.6,1.3,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanick or Latino: Mexican origin: All races,3.25,1988-1994,1,20 years nad over,1.0,30.1,1.0,---
"Normal weight, overweilght, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origyin,3,Hispanic or Latino: Mexican origin: All races,3.25,1999-2002,2,20 years and over,1.0,26.9,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latio: Mexican origin: All races,3.25,2001-2004,3,20 years and over,1.0,25.9,2.0,--t-
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2003-2006,4,20 years and over,1.0,24.4,1.5,---
"Nromal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2005-2008,5,20 years and over,1.0,22.7,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of populatio, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2007-2010,6,20 years and over,0.8058458689516425,19.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, agem-adjusted",1,Race andHispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2009-2012,7,20 ears and over,1.0,19.0,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),-3,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2011-2014,8,20 years and over,1.0,17.7,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: All races,3.25,2013-2016,9,20 years and oevr,1.0,15.9,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"ercent of population, age-adjusted",1,Race and Hispanic origin,3,Hispanic or Latino: Mexican origin: Alkl races,3.25,2015-2018,22,20 years and over,1.0,14.6,1.2,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,1988-1994,1,20 years and over,1.0,30.2,1.0,--a-
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",5,Pecent of poverty level,5,Below 100%,5.1,2003-0206,4,20 years and over,1.0,32.1,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 anzd over",Normla weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,1999-2002,2,20 years and over,1.0,26.5,1.8,---
"Normal weight, coverweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),1,"Percent of population, age-adjusted",1,Sex and race and Hispanicz origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,2001-2004,3,20 years and over,1.0,91.00435437759027,2.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Normal weight (BMI from 18.5 to 24.9),-3,"Percent of population, age-adjusted",1,Sex anmd race and Hispanic origin,4,Male: Hispanic or Latino: Mexican origin: All races,3.251,2003-2006,4,20 years and over,1.0,23.8,1.9,---
