OBJECTID,ID305B,CYCLE,NAME,LOCATION,MILES,NHD_BASIN,AQUATIC_LIFE,RECREATION,FISH_CONSUMPTION,DRINKING_WATER_SUPPLY,SHAPE_Length
98,CT6015-00_01,2010,Macedonia Brook-01,"From mouth at confluence with Housatonic River (DS of Schaghticoke Road crossing), US to Macedonia Road (Route 341) crossing, Kent.",0.41,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2148.36132540179
99,CT6015-00_02,2010,Macedonia Brook-02,"From Macedonia Road (Route 341) crossing, US to confluence with Pond Mountain Brook (US of Fuller Mountain Road crossing, along east side of Macedonia Brook Road), Kent.",2.31,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,12186.2271504215
100,CT7203-00_02,2010,West Branch Saugatuck River-02,"From Godfrey Road West crossing (just east of Old Orchard Drive intersection), Weston, US to headwaters at unnamed pond between Gilbert Hill on west and Goodsell Hill (encircled by Farview Farm Road) on east, Redding.",3.14,01100006,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,16586.3952236474
101,CT7300-00_01,2010,Norwalk River-01,"From Wall Street (Commerce Street) crossing (head of estuary/saltwater limit), Norwalk, US to confluence with Bryant Brook (DS of Wolfpit Road crossing), Wilton. (Segment includes Winnipauk Mill Pond and Deering Pond)",5.63,01100006,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,29738.3105068571
102,CT7202-00_01,2010,Aspetuck River (Westport-Easton)-01,"From confuence with Saugatuck River (DS of Weston Road (ROUTE 57) crossing), Wetport, US to Aspetuck Reservoir outlet dam (US of Black Rock Turnpike (Route 58) crossing), Easton. (Segment passes through Pfeiffer Pond, Weston/Easton town border)",5.93,01100006,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,31328.4677732143
103,CT7202-00_02,2010,Aspetuck River (Easton-Newtown)-02,"From INLET to Aspetuck Reservoir (northwestern side, parallel with Black Rock Turnpike (Route 58)), Easton, US to headwaters at unnamed pond (US of Poverty Hollow Road crossing), Newtown.",9.54,01100006,Fully Supporting,Not Assessed,Fully Supporting,Not Assessed,50363.55092944
104,CT7203-00_01,2010,West Branch Saugatuck River-01,"From mouth at confluence with Saugatuck River (DS of Pan Handle Lane crossing), Westport, US to Godfrey Road West crossing (just east of Old Orchard Drive intersection), Weston.",6.12,01100006,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,32326.9895169124
105,CT4601-02_01,2010,Hatchery Brook-01,"From mouth at confluence with Belcher Brook, US to area adjacent to Lions Club Pool (just US of Norton Road crossing), Berlin.",1.88,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,9908.51272056434
106,CT4601-02_02,2010,Hatchery Brook-02,"From area adjacent to Lions Club Pool (just US of Norton Road crossing), US to headwaters in marsh (US of Orchard Road crossing) near Connecticut DEP, Kensington salmon hatchery, Berlin.",2.01,01080205,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,10603.0055245975
107,CT4100-00_01,2010,Stony Brook (Suffield)-01,"From mouth at outlet on canal parallel to Connecticut River, US to confluence with Muddy Brook at railroad crossing, Suffield.",3.47,01080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,18307.8396280696
108,CT6025-00_03,2010,Farmill River-03,"From confluence with Means Brook (just DS of Huntington Street crossing), US to Far Mill (Isinglass) Reservoir outlet dam, just US of Farmill Street crossing (beginning of drinking water watershed), Shelton.",3.33,01100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,17607.4229501568
109,CT6025-00_04,2010,Farmill River-04,"From Far Mill (Isinglass) Reservoir inlet (in drinking water watershed), Shelton, US to headwaters (just US of Elm Street crossing, Monroe Turnpike (Route 111) area), Monroe.",3.05,01100005,Not Assessed,Not Assessed,Fully Supporting,Not Assessed,16082.871519137
110,CT6910-00_02,2010,Branch Brook-02,"From Black Rock Dam outlet (along south side of Route 109), US to Wigwam Reservoir outlet dam, Watertown-Thomaston.",1.91,01100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,10061.3907469525
111,CT6912-00_01,2010,Steele Brook-01,"From mouth at confluence with Naugatuck River (just DS of Route 8 crossing), US to Sherwood Medical (American Home Products) area (site is behind Municipal Stadium parking lot on northend of stadium property), Waterbury.",1.18,01100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,6251.99236038167
112,CT6912-00_02,2010,Steele Brook-02,"From Sherwood Medical (American Home Products) area (site is behind Municipal Stadium parking lot on northend of stadium property), Waterbury, US to INLET of Heminway Pond (DS of Route 6 crossing, pond included in segment), Watertown.",3.78,01100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,19960.6907779319
113,CT6912-00_03,2010,Steele Brook-03,"From INLET of Heminway Pond (DS of Route 6 crossing), Watertown, US to headwaters (in marsh US of Killorin Road and Litchfield Road (Route 63) crossing area).",3.59,01100005,Not Assessed,Fully Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18973.3119254311
114,CT6920-00_02,2010,Little River (Seymour)-02,"From Swans Pond INLET (segment 1 includes Swans Pond), US to confluence with Riggs Street Brook (just US of Oxford Road (Route 67) crossing), Oxford.",2.96,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,15643.8338772143
115,CT6920-00_03,2010,Little River (Seymour)-03,"From confluence with Riggs Street Brook (just US of Oxford Road (Route 67) crossing), US to headwaters (US of North Larkey Road crossing), southeast side of Waterbury/Oxford Airport, Oxford.",4.49,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,23686.5350702718
116,CT7000-22_02,2010,Indian River (Westport)-02,"From I95 crossing, Westport, US to headwaters (portions of river in concrete channels and pipes), Norwalk. (Segment made from site map, actual hydro must be mapped to confirm underground portions)",0.94,01100006,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,4952.8476580443
117,CT7105-00_01,2010,Pequonnock River-01,"From end of esturay (DS of Glenwood Avenue crossing, along south side of Route 1), US to upper end of Bunnells (Beardsley Park) Pond (eastern side of Route 8, exit 6 area), Bridgeport. Segment includes Pond.",1.35,01100006,Not Assessed,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,7147.36443343942
118,CT7105-00_02,2010,Pequonnock River-02,"From inlet to Bunnells (Beardsley Park) Pond (eastern side of Route 8, exit 6 area), Bridgeport, US to Daniels Farm Road crossing (US of Route 25 crossing), Trumbull.",2.92,01100006,Not Supporting,Insufficient Information,Fully Supporting,Water Not Classified For Drinking Supply,15418.4059247729
119,CT7105-00_03,2010,Pequonnock River-03,"From Daniels Farm Road crossing (US of Route 25 crossing), Trumbull, US to Monroe Turnpike (Route 111) crossing (near intersection with Route 25), Trumbull.",4.19,01100006,Not Supporting,Fully Supporting,Fully Supporting,Water Not Classified For Drinking Supply,22124.3127581955
120,CT4320-08_01,2010,Mountain Brook-01,"From mouth at confluence with East Branch Salmon Brook, (just DS of Route 189 (Granville Road) crossing), US to headwaters (East of Silkey Road), Granby.",3.55,01080207,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,18741.1001246174
121,CT4320-09_01,2010,Dismal Brook-01,"From mouth at confluence with East Branch of Salmon Brook (DS of Mountain Road crossing, near Route 189), Us to Massachusetts border (parallel to Loomis Street).",3.66,01080207,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,19334.3495341365
122,CT4017-03_01,2010,Pattaconk Brook-01,"From mouth at confluence with Great Brook (US of head of Chester Creek in marsh), US to Cedar Lake outlet dam, just US of Route 148 crossing, Chester (Cedar Lake NOT included).",4,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,21142.3572355986
123,CT4017-03_02,2010,Pattaconk Brook-02,"From Cedar Lake inlet, US to Pattaconk Reservoir oulet dam, Chester.",1.45,01080205,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7630.79643151531
124,CT4018-00-trib_01,2010,Unnamed trib Deep River-01,"From mouth at Deep River, US to headwaters near Deep River Transfer Station along Route 80, in Deep River",0.43,01080205,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2276.99138035415
125,CT7200-00_03,2010,Saugatuck River-03,"From INLET to Saugatuck Reservoir at Newtown Turnpike (Route 53) crossing, US to confluence with Bogus Mountain Brook (US of Redding Road (Route 53) crossing, and parallel to Station Road), Redding.",4.36,01100006,Fully Supporting,Not Supporting,Fully Supporting,Not Assessed,23023.4593041624
126,CT3803-00_01,2010,Merrick Brook-01,"From mouth at confluence with Shetucket River (just DS of Station Road), Scotland, US to headwaters (just US of Goshen Road crossing), Chaplin.",12,01100002,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,63362.8696950392
127,CT3805-00_01,2010,Little River (Sprague)-01,"From mouth at confluence with Shetucket River, Spraque/Lisbon, US to Versailles Pond outlet dam (just US of Paper Mill Road crossing).",0.55,01100002,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2904.2437038459
128,CT3805-00_02,2010,Little River (Sprague)-02,"From inlet to Versailles Pond (northwest corner of pond),  US to Papermill Pond outlet dam, Sprague.",0.89,01100002,Not Supporting,Not Assessed,Not Supporting,Water Not Classified For Drinking Supply,4707.24568818522
129,CT2000-30_01,2010,Fenger Brook-01,"From mouth at head of tide, Alewife Cove (just DS of Niles Hill Road (Route 213) crossing), US to headwaters (southeast of Clark Lane and Chester Street intersection), Waterford.",3.47,01100003,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18332.6933200255
130,CT2102-00-trib_01,2010,Unnamed Trib to Copps Brook-01,"From mouth at Copps Brook, just US of Quiambog Cove (parallel to Cove Road), US to headwaters near Jerry Brown Road, Stonington (intermittent).",0.66,01100003,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3479.85756925154
131,CT6000-62-trib_01,2010,Unnamed tributary to Fivemile Brook-01,"From mouth at confluence with Fivemile Brook (at Saw Mill Pond portion), US to US side of Punkup Road crossing, Oxford.",0.53,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2811.02049302418
132,CT6502-00_03,2010,East Aspetuck River-03,"From Wheaton Road Crossing (near Route 202, parallel to Old Mill Road), New Milford, US to Lake Waramaug outlet dam (just US of West Shore Road crossing), Washington.",3.49,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,18442.3922990617
133,CT6502-01_01,2010,Lake Waramaug Brook-01,"From mouth at Lake Waramaug (northeast porotion, DS of Hopkins Road crossing), US to headwaters at Eel Pond outlet dam (US of of Route 45 crossing, parallel to Kent Road), Warren.",5.17,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,27295.5190363319
134,CT6008-00_02a,2010,Mill Brook (Cornwall)-02a,"From confluence with Heffers Brook (just US of Sharon Goshen Turnpike (Route 128) crossing), US to Rattlesnake Road crossing, Cornwall.",1.21,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,6390.13460370499
135,CT6008-00_02b,2010,Mill Brook (Cornwall)-02b,"From Rattlesnake Road crossing, US to Headwaters at Cream Hill Lake outlet dam (US of Town Street crossing),  Cornwall.",1.01,01100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5352.46191029982
136,CT4607-00_05,2010,Coginchaug River-05,"From Strictland Road crossing, Middlefield, US to Meeting House Hill Road crossing, Durham.",4.95,01080205,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,26114.2059381992
137,CT4607-00_06,2010,Coginchaug River-06,"From Meeting House Hill Road crossing, Durham, US to headwaters (US of Route 72 crossing, between Bluff Head and Broomstick Ledges), North Guilford.",3.59,01080205,Fully Supporting,Not Supporting,Fully Supporting,Not Assessed,18934.6463168344
138,CT4700-00_01,2010,Salmon River-01,"Mouth at Connecticut River, East Haddam, US to headwaters at confluence of Blackledge and Jeremy Rivers, Colchester.",10.41,01080205,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,54984.6352107271
139,CT4703-01_01,2010,Cabin Brook-01,"From mouth at confluence with Nelkin Brook (in marsh DS of Cabin Road crossing), US under Route 2/Route 11 interchange to confluence with small tributary near exit 20 ramp, Colchester.",1.53,01080205,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,8081.19535560766
140,CT4703-01_02,2010,Cabin Brook-02,"From confluence with small tributary near exit 20 ramp (US of Route 2/Route 11 interchange), US to headwaters on south side of Parum Road (Route 354), north of Dutton Swamp (US of McDonald Road crossing), Colchester.",1.02,01080205,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5410.96366535454
141,CT4705-00_01,2010,Jeremy River-01,"From mouth at confluence with Blackledge River, at head of Salmon River, US to Norton Paper Company Dam (just US of Route 149 crossing), North Westchester (Colchester).",1.17,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,6199.20678766876
142,CT4012-00_01,2010,Carr Brook (Portland)-01,"From mouth at Connecticut River, just DS of Route 17A crossing, US to Route 17 crossing, Portland. ",0.96,01080205,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,5062.26358255731
143,CT4012-00_02,2010,Carr Brook (Portland)-02,"Route 17 crossing, US to Kelseys Pond outlet, just US of Cox Road crossing, near intersection with Great Hill Road, Portland.",2.24,01080205,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,11824.2196349163
144,CT4012-00_03,2010,Carr Brook (Portland)-03,"Kelseys Pond inlet, parallel to Cox Road, Portland, US to HW, East Hampton.",2.64,01080205,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,13962.0588831732
