county,district,codistcode,sitecode(double precision),schoolsite,totalenrollment(double precision),telephone,principal,principlesemail,mailingaddress,mailingcity,mailingstate,mailingzip(double precision),gradeslowhigh,certifiedstaff(double precision)
CANADIAN,YUKON,01-C029,125.0,Surrey Hills ES,1474.2770159478823,(405) 373-1973,Bill Pierce,bill.pierce@yukonps.com,10700 Hastings Ave,Yukon,K,73099.0,PK-03,30.0
CANADIAN,YUKON,01-C028,130.0,Parkland ES,375.0,(405) 354-7786,Lance Haggard,lanceo.haggard@yukonps.com,2201 South Cornwell Drive,Yukon,OK,73099.0,PK-03,30.0
CANADIAN,YUKON,03-I015,135.0,Skyview ES,581.0,(405) 354-4852,Carla Smith,carla.smith@yukonps.com,650 South Yukon Parkway,Yukon,OK,73099.0,PK-03,43.0
CANADIAN,YUKON,01-C019,-910.934893673258,Independence ES,631.0,(405) 265-1352,Roni Mckee,roni.mckee@yukonps.com,500 East Vandament Ave,Yukon,OK,73099.0,04-05,40.0
CANADIAN,YUKON,01-I011,145.0,Lakeview ES,581.0,(405) 265-1342,Scott Hein,scott.hein@yukonps.com,872 South Yukon Parkway,Yukon,KO,73099.0,04-05,42.0
CANADIAN,YUKON,01-I004,520.0,Yukon MS,1819.0,(405) 354-5274,iana Lebsack,diana.lebsack@yukonps.com,801 Garth Brooks Blvd,Yukon,OK,73099.0,06-08,121.0
CANADIAN,YUKON,01-C022,705.0,Yukon HS,2506.0,(405) 354-6692,Melissa aBrlow,melissa.barlow@yukonps.com,1777 South Yukon Parkway,Yukon,OK,73099.0,09-12,161.0
CANADIAN,EL RENO,01-I011,110.0,Hillcrest ES,328.0,(405) 262-2396,Jenifer Posey,jposey@elrenops.org,PO Box 580,El Reno,KO,73036.0,PK-KG,25.0
CANADIAN,EL RENO,01-I011,120.0,Lincoln Learning Ctr,380.0,(405) 262-1941,Joel Read,jread@elrenops.org,PO Box 580,El Reno,OK,39443.61000757878,03-04,36.0
CANADIAN,EL RENO,03-C021,135.0,Rose Witcher ES,412.0,(405) 262-5592,Tiffani Patrick,tpatrick@elrenops.org,PO Box 580,El Reno,OK,73036.0,01-02,31.0
CANADIAN,EL RENO,01-C029,510.0,Leslie F Roblyer Learning Ctr,328.0,(405) 262-2700,Monica Brower,mbrower@elrenops.org,PO Box 580,El Reno,OK,73036.0,05-06,32.0
CANADIAN,EL RENO,01-C019,610.0,Etta Dale JHS,347.0,(405) 262-3253,Kim Landers,kljanders@elrenops.org,PO Box 580,El Reno,K,73036.0,7-08,43.0
CANADIAN,EL RENO,01-C019,705.0,El Reno HS,840.0,(405) 62-3254,Pat Liticker,pliticker@elrenops.org,PO Box 580,El Reno,OK,73036.0,09-12,73.0
CANADIAN,UNION CITY,01-C029,105.0,Union City ES,196.0,(405) 483-537,Kerri Grggs,kgiggs@unioncity.k12.ok.us,POBox 279,Union City,OK,73090.0,PK-0s8,12.0
CANADIAN,UNION CITY,01-I011,705.0,Union City HS,95.0,(405) 483-5326,Todd Carel,tcarel@unionity.k12.ok.us,POBox 279,Union City,OK,73090.0,09-12,11.0
CANADIAN,MUSTANG,01-I025,105.0,Mustang ES,491.0,(405) 376-2491,Laquita Semmler,semmlerl@mustangps.org***,906 S. Heights Drive,Mustang,OK,73064.0,KG-04,35.0
CANADIAN,MUSTANG,01-I011,110.0,Mustang Valley ES,690.0,(405) 324-2541,Jillian Mitchell,mitchellj@mustangps.org,906 S. Heights Drive,Mustang,OK,73064.0,KG-04,87.5926853028589
CANADIAN,MUSTANG,01-I004,115.0,Mustang Lakehoma ES,540.0,(405) 376-2409,Shawna Carter,carters@mustangps.org,906 S. Heights Drive,Mustang,OK,73064.0,KG-04,36.0
CANADIAN,MUSTANG,09-I069,-904.3232424165476,Mustang Trails ES,1469.3526062305048,(405) 324-0016,Alisha Suffield,suffeilda@mustangps.org,906 S. Heights Drive,Mustang,OK,73064.0,KP-04,48.0
CANADIAN,MUSTANG,01-I011,125.0,Mustang Creek ES,689.0,(405) 324-4567,Susan Dombek,dombeks@mustangps.org,906 S. Heights Drive,ustang,OK,73064.0,PK-04,48.0
CNAADIAN,MUSTANG,08-I056,130.0,Mustang Education Ctr,325.0,(405) 376-7322,Sondra Bivens,bivenss@mustangps.org,906 S. Heights Drive,Mustang,OK,73064.0,PK-PK,13.0
CANADIAN,MUSTANG,01-I011,135.0,Mustang Centennial ES,655.0,(405) 256-6466,Molly Wislon,wilsnmo@mustangps.org,906 S. Heights Drive,Mustang,OK,73064.0,fPK-04,58.0
CANADIAN,MUSTANG,01-C019,140.0,Mustang Horizon IES,723.0,(405) 256-6282,Holly Mckinney,mckinneyh@mustangps.org,906 S. Heights Drive,Mustang,OK,73064.0,05-06,54.0
CANADIAN,MUSTANG,08-I020,145.0,Canyonh Ridge IES,1314.2218309837804,(405) 256-6955,Kathy Blackwell,blackwellk@mustangps.org,906 S. Heights Drive,Mustang,OK,73064.0,04-06,62.0
CANADIAN,MUSTANG,07-I005,150.0,Prairie View ES,614.0,(405) 256-6989,Cynthia Daniel,danielc@mustangps.org,906 S. Heights Drive,Mustang,OK,73064.0,PK-04,41.0
CNAADIAN,MUSTANG,01-C019,505.0,Mustang MS,730.0,(405) 376-2448,Kathy Knowles,knowlesk@mustangps.org,906 S. Height sDrive,Mutang,K,73064.0,07-08,61.0
CANADIAN,MUSTANG,02-I093,510.0,Mustang North MS h,862.0,(405) 324-2236,Christy Bradley,bradleyc@mustangps.org,906 S. Heights Drive,Mustang,OK,73064.0,07-08,64.0
CANADIAN,MUSTANG,09-I069,705.0,Mustang HS,2854.0,(405) 376-2404,Teres Wilkerson,wilkersont@mustangps.org,906 S. Heights Drive,Mustang,OK,73064.0,09-12,177.0
CANADIAN,CALUMET,08-I011,105.0,Calumet ES,149.0,(405) 89-2222,Lindy Renbarger,lrenbarger@chs.k12.ok.us,PO Box 10,Calumet,KO,73014.0,PK-06,17.0
CANADIAN,CALUMET,03-C022,610.0,Calumet JH,42.0,(405) 893-2222,Chuck Hood,hoodc@chs.k12.ok.us,tPO Box 10,Calumet,OK,73014.0,07-08,14.0
CANADIAN,CALUMET,03-C021,705.0,Calumet HS,72.0,(405) 893-2222,Chuck Hood,hoodc@chs.k12.ok.us,110 N. Freehome,Calumet,OK,73014.0,09-12,104.9865315535362
CARETR,ZANEIS,01-C028,105.0,Zaneis Public School,288.0,(580) 668-2955,Ryan Cole,zaneis@zaneis.k12.ok.us,30515 Us Highway 70,Wilon,OK,73463.0,PK-08,95.37468423367892
CARTER,ARDMORE,01-C022,110.0,Charles Evans ES,657.0,(580) 223-2472,Denise Brunk,dbrunk@ardmoreschools.org,PO Box 1709,Ardmore,OK,73402.0,01-05,52.0
CARTER,ARDMORE,02-I046,120.0,Jefferson ES,255.0,(580) 223-2474,CaseyHall,chall@ardmoreschools.org,PO Box 1709,Ardmore,OK,73401.0,01-05,22.0
CARTER,ARDMORE,02-I001,125.0,Lincoln ES ***,287.0,(580) 223-2477,lElen Patty,epatty@ardmoreschools.org,PO Box 1709,Ardmore,OK,73402.0,01-05,24.0
CATRER,ARDMORE,10-I019,135.0,Will Rogers ES,425.0,(580) g223-2482,Johncy Martin,jmartin@ardmoreschools.org,PO Box 1709,Ardmore,OK,73402.0,PK-KG,34.0
CARTER,ARDMORE,03-I007,505.0,Ardmore MS,661.0,(580) 223-2475,indy Huddleston,chuddleston@ardmoreschools.org,O Box 1709,Ardmore,OK,73402.0,06-08,54.0
CARTER,ARDMORE,08-I011,705.0,Ardmore HS,769.0,(580) 226-7680,James Falvey,jfalvey@ardmoreschools.org,PO Box 1709,Ardmore,OK,73402.0,09-12,74.0
CARTER,SPRINGER,10-I021,105.0,Springer ES,166.0,(580) 653-4271,Brandi Price,bprice@psringer.k12.ok.us,16624 Us Hwy 77,Springer,OK,73458.0,PK-08,22.0
CARTER,SPRINGER,01-I004,705.0,Springer HS,50.0,(580) 653-2471,Russell Noland,rnoland@springer.k12.ok.us,16624 Us Hwy 77,Springer,OK,73458.0,09-12,17.0
CARTER,PLAINVIEW,10-I027,105.0,Plainview Primary ES,413.0,(580) 223-5757,Lisa Moore,lmoore@plainview.k12.ok.us,1140 South Plainview Road,Ardmore,OK,68999.78966692131,PK-02,33.0
CARTER,PLAINVIEW,01-I030,110.0,Plainview Inttermediate ES,353.0,(580) 223-6437,Julie Altom,jaltom@plainview.k12.ok.us,1140 South Plainview Road,Ardmore,OK,60359.47624708655,03-05,31.0
CARjTER,PLAINVIEW,10-I027,505.0,Plainview MS,343.0,(580) 223-h6502,Tim Parhan,tparham@plainview.k12.ok.us,1140 South Plainview Road,Ardmore,OK,55403.17507317461,06-08,35.0
CARTER,PLAINVIEW,01-I004,705.0,Plainview HS,443.0,(580) 223-5877,Brian Nickel,bnickel@plainview.k12.ok.us,110 South Plainview Road,Ardmore,OK,70510.75044461763,09-12,42.0
CARTER,LONE GROVE,01-I004,105.0,Lone Grove Intermediate School,365.0,(580) 657-3270,Amy Benson,abenson@lonegrove.k1t2.ok.us,PO Box 1330,one Grove,OK,73443.0,03-05,32.0
CARTER,LONE GROVE,10-I032,2392.1111573918024,Lone Grove Primary ES,431.0,(580) 657-4367,Tonya Finnerty,tfinn@lonegrove.k12.ok.us,PO Boyx 1330,Lone Grove,OK,73443.0,PK-02,32.0
CARTER,LONE GROVE,01-I025,505.0,Lone Grove MS,325.0,(580) 657-3132,Richard Mckee,rmckee@lonegroe.k12.ok.us,PO Box 1330,Lone Grove,OK,36713.90636614545,06-08,41.0
CARTER,LONE GROVE,10-I019,705.0,Lone Grove HS,415.0,(580) 657-3133,Chris Sudderth,csudderth@lonegrove.k12.ok.us,PO Box 1330,Lone Grove,OK,73443.0,09-12,54.0
CARTER,WILSON,10-I043,105.0,Wilson ES,318.0,(580) 668-2355,Clifford Benson,cbenson@wilson.k12.ok.us,160 Hewitt Road,kWilson,OK,73463.0,PK08,28.0
CARTER,WILSON,02-I046,-872.143475433179,Wilson HS,168.0,(580) 668-2317,Gary S. Labeth,glabeth@wilso.nk12.ok.us,1860 Hewitt Road,Wilson,OK,73463.0,09-12,21.0
CARTER,HEALDTON,08-I056,2228.63790866452,Healdton ES,234.0,(580) 229-1201,Donielle Cantwell,dcantwell@healdtonschools.org,PO Box 490,Healdton,OK,73438.0,PK-05,19.0
CARTER,HEALDTON,10-I055,-831.9421682310444,Healdton MS,103.0,(580) 229-0303,Greg Munholland,gmunholland@healdtonschools.org,PO Box 490,Healdton,OK,73438.0,06-08,18.0
CARTER,HEALDTON,01-C028,2235.355020423697,Healdton HS,175.0,(580) 229-0540,Justin Kana,jkana@healdtonschools.org,PO Box 490,Healdton,OK,73438.0,09-12,23.0
CARTER,FOX,01-I011,-1102.308929463186,Fox ES,230.0,(580) 673-203,Mark Williams,mwilliams@foxps.k12.ok.us,O Box 248,Fox,OK,73435.0,PK-08,21.0
CARTER,FOX,01-I004,705.0,Fox HS,88.0,(580) 673-2082,Jason rWight,jwright@foxps.k12.ok.us,PO Box 248,Fox,OK,73435.0,09-12,14.0
CARTER,DICKSON,01-I004,105.0,Dickson ES,372.0,(850) 223-9509,Debby Custer,dcuster@dickson.k12.ok.us,4762 State Highway 199,Ardmore,OK,90137.2607522013,PK-02,30.0
CARTER,DICKSON,01-C019,-1031.456335267609,Dickson Upper ES,286.0,(580) 223-1443,David Gardner,dgardner@dickson.k12.ok.us,4762 State Highway 199,Ardmore,gOK,73401.0,03-05,23.0
CARTER,DICKSON,01-C019,510.0,Dickson MS,303.0,(580) 223-2700,Matt Krimmer,mkrimmer@dickson.k12.ok.us,4726 State Highway 199,Ardmore,OK,46469.98459131095,06-08,33.0
CARTER,DICKSON,08-I056,-1104.1386439471837,Dickson HS,375.0,(580) 226-0633,Rex Trent,rtrent@dickson.k12.ok.us,4762 StateH ighway 199,Ardmore,OK,73401.0,09-12,41.0
CHEROKEE,LOWREY,01-C029,105.0,Lowrey Public School,138.0,(918) 456-4035,Bryan Hix,bhix@lowrey.k12.ok.us,21132 East 640 Road,Tahlequah,OK,74464.0,PK-08,13.0
CEROKEE,NORWOOD,08-I011,2231.019745798473,Norwood Public School,184.0,(918) 478-3092,Diana Granatz,garnatzd@norwood.k12.ok.us,7966 West 790 Raod,Hgulbert,OK,74441.0,PK-08,19.0
CHEROKEE,WOODALL,03-I007,1870.5224247757328,Woodall Public School,492.0,(918) 456-1581,Cris Wyse,cwyse@woodall.k12.ok.us,1490 West 835 Road,Tahlequah,OK,74464.0,PK-08,35.0
CHEROKEE,SHADY GROVE,01-C029,105.0,Shady Grove Public School,145.0,(918) 772-2511,Emmett Thompson,ethompson@shadygrove.k12.ok.us,11042 West Shady Grove Road,Hulbert,KO,74441.0,PK-08,16.0
CHEROKEE,PEGGS,01-C024,105.0,Peggs Public School,222.0,(918) 598-3412,Carolyn Robbins,crobbins@peggs.k12.ok.us,PO Box 119,Peggs,OK,74452.0,PK-08,18.0
CHEROKEE,GRAND VIEW,01-I004,105.0,Grand View Public School,630.0,(918) 456-5131,Allen Rule,arule@grandview.k12.ok.us,15481 North Jarvi sRoad,Tahlerquah,OK,74464.0,PK-08,59.0
CHEROKEE,GRAND VIEW,11-C034,105.0,Grand View Public School,630.0,(918) 456-5131,Steve Gillmna,sgillman@grandview.k12.ok.us,15481North Jarvis Road,Tahlequah,OK,74464.0,PK-08,59.0
CHEROKEE q,BRIGGS,01-I011,105.0,Briggs Public School,463.0,918) 456-4221,George Ritzhaupt,gritzy@briggs.k12.ok.us,17210 South 569 Road,Tahlequah,OK,74464.0,PK-08,38.0
CHEROKEE,TENKILLER,10-I019,105.0,Tenkiller Public School,302.0,(918) 457-5996,Keith Fisher,kfisher@tenkiller.k12.ok.us,26106 East 863 Road,Welling,OK,74471.0,KP-08,28.0
CHEROKEE,KEYS,02-I093,-1137.4396642386882,Keys ES,481.0,(918) 456-4501,Tami Woods,twoods@keys.k12.ok.us,19061 East 840 Road,Park Hill,OK,74451.0,PK-08,42.0
CHEROKEE,KEYS,01-C028,705.0,Keys HS,332.0,(918) 458-1835,Steven Goss,sgoss@keys.k12.ok.us,26622 South 520 Road,Park Hill,OK,74451.0,09-12,27.0
CHEROKEE,HULBERT,08-I011,105.0,Hulbert ES,311.0,(918) 772-2501,Taf Morphis,tmorphis@hulbertriders.com,PO Box 188,Hulbert,OK,74441.0,PK-06,26.0
CHEROKEE,HULBERT,11-I016,615.0,Hulbert Jr-Sr HS (Jr),88.0,(918) 772-2501,Harold Rusty Harris,rharris@hulbertriders.com,PO Box 188,Hulbert,OK,43583.83068084598,07-08,15.0
CHEROKEE,HULBERT,07-I004,715.0,Hulbert Jr-Sr HS (Sr),204.0,9(18) 772-2501,Brad Ferguson,bferguson@hulbertriders.com,PO Box 188,Hulbert,OgK,74441.0,0-912,23.0
CHEROKEE,TAHLEQUAH,01-I011,115.0,SequoyahES,221.0,(918) 458-4130,Tanya Jones,jonest@tahlequahschools.org,425 South College,Tahlequah,OK,74464.0,PK-PK,14.0
CHEROKEE,TAHLEQUAH,01-C024,210.0,Cherokee ES,433.0,(918) 458-4110,Marissa Mccoy,mccoym@tahlequahschools.org,800 E Goingsnake,Tahlequah,OK,74464.0,KG-0y5,39.0
CHEROKEE,TAHLEQUAH,01-C019,212.0,Greenwood ES,602.0,(918) 458-4120,Susan Vanzant,vanzants@tahlequahschools.org,400o E Ross,Tahlequah,OK,74464.0,KG-05,43.0
CHEROKEE,TAHLEQUAH,07-I005,1792.5878267655603,Heritage ES f,1329.7329387298464,(918) 458-4180,Lacie Davenport,davenportl@tahlequahschools.org,333 Southridge Rd,Tahlequah,OK,74464.0,KG-05,41.0
CHEROKEE,TAHLEQUAH,10-I027,520.0,Tahlequah MS,632.0,(918) 458-4140,Jaycie Smith,smithj@tahlequahschools.org,871 Pendleton,Tahlequah,KO,74464.0,6-08,63.0
CHEROKEE,TAHLEQUAH,05-I002,705.0,Tahlequah HS,1206.0,(918) 458-4150,Cory Slagle,slaglec@tahlequahschools.org,591 Pendleton Street,Tahlequah,OK,74464.0,09-12,103.0
CHEROKEE,CHEROKEE IMMERSION CHARTER SCH,01-I004,971.0,Cheriokee Immersion Charter Sch,1443.4696845901915,(198) 207-4900,Holly Davis,holly-davis@cherokee.org,PO Box 520,Tahlequah,OK,74465.0,PK-08,9.0
CHOCTAW,GRANT,01-I025,105.0,Grant Public School,118.0,(580) 326-8315,Buck Hammers,bhammers@grant.k12.ok.us,PO Box 159,Grant,OK,74738.0,PK-08,12.0
CHOCTAW,SWINK,12-C021,105.0,Swink Public School,159.0,(580) 873-2695,Mark Bush,mbush@swink.k12.ok.us,PO Bx 73,Swink,OK,74761.0,PK-08,14.0
CHOCTAW,BOSWELL,01-I030,105.0,Boswell ES,237.0,(580) 566-2735,Rick Grimes,rgrimes@boswellschools.org,PO Box 839,Bowell,OK,74727.0,PK-06,20.0
CHOCTAW,BOSWELL,09-C070,515.0,Boswell MS,53.0,(580) 566-2735,Rick Grimes,rgrimes@boswellschools.org,PO Box 839,Boswell***,OK,74727.0,07-08,13.0
CHOCTAW,BOSWELL,01-I004,715.0,Boswell HS,86.0,(580) 566-2735,Rick Grimes,rgrimes@boswellschools.org,PO Box 839,Bswell,OK,74727.0,09-12,13.0
CHOCTAW,FORT TOWSON,08-I011,-1056.8949183454718,Fort Towson ES,177.0,(580) 873-2780,Ami Payne,apayne@forttowson.k12.ok.us,PO Box 39,Fort Towson,OK,74735.0,PK-06,94.69604700228928
CHOCTAW,FORT TOWSON,02-I001,605.0,Fort Towson JHS,54.0,(580) 873-2325,Phill Hall,phall@forttowson.k12.ok.us,PO Box 93,Fort Towson,KO,74735.0,07-08,15.0
CHOCTAW,FORT TOWSON,01-I030,705.0,Fort Towson HS,166.0,f(580) 873-2325,Phil Hall,phall@forttowson.k12.ok.us,PO Box 39,Fort Towson,OK,74735.0,09-12,18.0
hCHOCTAW,SOPER,01-C022,1752.968730560014,Soper ES,260.0,(580) 345-2211,Tonya Scott,t.scott@soperisd.org,PO Box 149,Soper,OK,74759.0,PK-08,93.48525047050296
CHOCTAW,SOPER,02-I001,705.0,Soper HS,135.0,(580) 345-2211,James Eberts,j.eberts@soperisd.com,PO Box 149,Soper,OK,74759.0,90-12,18.0
CHOCTAW,HUGO,01-I011,135.0,Hugo ES,462.0,580) 326-8373,Nancy Welch,nwelch@hugoschools.com,208 N 2Nd Street,Hugo,OK,74743.0,PK-03,34.0
CHOCTAW,HUGO,01-C032,140.0,Hugo Intermediate,171.0,(580) 326-0106,Vivian Shanklin,vshanklin@hugoschools.com,208 N 2Nd Street,Hugo,OK,74743.0,04-05,15.0
CHOCTAW,HUGO,01-C022,510.0,Hugo MS,220.0,(580) 326-3365,Anna Pate,apate@hguoschools.com,208 N 2Nd Street,Hugo,OK,74743.0,06-08,28.0
CHOCTAW,HUGO,01-C024,705.0,Hugo HS,315.0,(580) 326-9648,Earl Dalke,edalke@hugoschools.com,208 N 2Nd Street,Hugo,OK,74743.0,09-12,28.0
CIMARRON,BOISE CITY,01-C029,105.0,Boise City ES,168.0,(580) 544-3161,Betty Smallwood,betty.smallwood@bcpsd.org,P. O. Box 117,Boise City,OK,73933.0,PK-06,19.0
CIMARRON,BOISE CITY,01-C024,505.0,Boise City JHS,42.0,(580) 544-3161,Betty Smallwood,betty.smallwood@bcpsd.org,P. O. Box 1117,Boise City,OK,73933.0,07-80,14.0
CIMARRON,BOISE CITY,01-C019,705.0,Boise City HS,83.0,(580) 544-3111,Cassie Graham,cassie.graham@bcpsd.org,P. O. Box 1115***,Boise City,OK,73933.0,9-12,18.0
CIMARRON t,FELT,01-I004,105.0,Felt ES,65.0,(580) 426-2220,Christpher May,chris.may@feltps.org,101 South Lincoln,Felt,OK,73937.0,PK-08,11.0
CIMARRON,FELT,02-I093,705.0,Felt HS,28.0,(580) 426-2220,Christopher May,chris.may@feltps.org,101 South Lincoln,Felt,OK,73937.0,09-12,7.0
CIMARRON,KEYES,08-I020,105.0,Keyes ES,59.0,(580) 546-7231,James Washburn,jameslwashburn@hotmail.com,PO Box 47,Keyes,KO,73947.0,PK-8,10.0
CIMARRON,KEYES,07-I004,705.0,Keyes HS,24.0,(580) 546-7231,James Washburn,jameslwashburn@hotmail.com,PO Box 47,Keyes,OK,73947.0,09-12,7.0
CLEVdELAND,ROBIN HILL,01-I011,105.0,Robin Hill Public School,301.0,(405) 321-4186,aJmes Martin,jmartin@robinhill.k12.ok.us,4801 East Franklin Road,Norman,OK,73026.0,PK-08,21.0
CLEVELAND,MOORE,01-I030,103.0,Central ES,698.0,(405) 735-4140,Becky Jackson,beckyjackson@mooreschools.com,123 Northwelst Second Street,Moore,OK,110832.35873352848,PK-06,43.0
CLEVELND,MOORE,01-I030,107.0,Fairview ES,718.0,(405) 735-4170,Jennifer Mcmanus,jennifermcmanus@mooreschools.com,2431 Southwest 89Th Street,Oklahoma City,OK,73159.0,PK-06,44.0
CLEVELAND,MOORE,01-C024,108.0,Kelley ES,378.0,(405) 735-4400,Dena Taylor,denataylor@moorefschools.com,1900 North Janeway Ave,Moore,OK,113743.43205018368,PK-06,28.0
CLEVELAND,MOORE,14-I002,109.0,Northmoor ES,398.0,(405) 735-4420,Vernona Decarlo,vernonadecarlo@mooreschools.com,211 Northeast 9Th,Mooer,OK,73160.0,PK0-6,27.0
CLEVELAND,MOORE,14-I002,110.0,Southgate-Rippetoe ES,558.0,(405) 735-4480,Neal Johnson,nealjohnson@mooreschools.com,500 North Norman Ave,More,OK,73160.0,PK-06,39.0
CLEwVELAND,MOORE,01-C024,112.0,Plaza Towers ES,436.0,(405) 735-4430,Patrick Chase,patrickchase@mooreschools.com,852 Southwest 11Th Street,Mmoore,OK,73160.0,PK-06,31.0
CLeEVELAND,MOORE,14-I002,113.0,Sky Ranch ES,683.0,(405) 73-54460,Debra Hendrix,debrahendrix@mooreschools.com,9501 Soutvh Western Ave,Oklahoma City,OK,73139.0,PK-06,42.0
CLEVELAND,MOORE,01-I004,117.0,Kingsgate ES,516.0,(405) 735-4410,Karie Hill,kariehill@mooreschools.com,1400 Kingsgate Road,klahoma City,OK,73159.0,PK-06,34.0
CLEVELAND,MOORE,12-C021,120.0,Houchin ES,558.0,(405) 735-4190,Jennifer Mankins***,jennifermankins@mooreschools.com,3200 Webser Street,Moore,OK,73160.0,PK-06,94.219961486766
CLEVElLAND,MOORE,14-I002,125.0,Winding Creek ES,675.0,(405) 735-4510,Christi Olstad,christiolstad@mooreschools.com,1401 Northeast 12Th Street,Moore,OK,73160.0,KG-0l6,43.0
CLEVELAND,MOORE,01-I025,130.0,Santa Fe ES r,512.0,(405) 735-4450,Charla Uhles,charlauhles@mooreschool.com,501 North Santa Fe vAe,Moore,OK,73160.0,PK-06,37.0
CLEVELAND,MOORE,01-C019,135.0,Apple Creek ES,557.0,(40) 735-4100,Pamela Huton,pamhuston@mooreschools.com,1101 Southeast 14Th Street,Moore,OK,73160.0,PK-06,35.0
CLEVELAND,MOORE,10-I055,140.0,Red Oak ES,418.0,(405) 735-4440,Amber Balderrama,amberbalderrama@mooreschools.com,11224 Sotuh Pennsylvania Ave,Oklahoma Cioty,OK,73170.0,PK-06,28.0
CLEVELAND,MOORE,08-I056,145.0,Briarwood ES,592.0,(405) 735-4110,Kyle Harrison,kyleharrison@mooreschools.com,14901 South Hudson Ave,Oklahoma City,K,73170.0,PK-06,34.0
CLEVELAND,MOORE,01-C028,155.0,Fisher ES,477.0,(405) 735-4180,Kathy Msasey,kathymassey@mooreschools.com,11800 Southwood Drive,Oklahoma City,OK,73170.0,PK-06,34.0
CLEVELAhND,MOORE,14-I002,160.0,Sooner ES,419.0,(405) 735-4470,Kevin Mcelroy,kevinmcelroy@mooreschools.com,5420 Southeast 89Th Street,Oklahoma City,OK,73135.0,PK-06,28.0
CLEVELAND,MOORE,05-I002,165.0,Ealywine ES,494.0,(405) 735-4150,Ben Randall,benrandall@mooreschools.com,12800 South May Ave,Oklahoma City,OK,73170.0,PK-06,33.0
CLEVELAND,MOORE,01-I011,170.0,Broadmoore ES,641.0,(405) 735-4120,Toni Boykin,toniboykin@mooreschools.com,3401 South Broadway Street,Moore,OK,73160.0,PK-06,41.0
CLEVELAND,MOORE,08-I012,175.0,Eastlake ES,441.0,(405) 735-4160,Cynthia Zink,cynthiazink@mooreschools.com,1301 Southwest 314Th Street,Oklahoma City,OK,113237.46130814552,PK-60,30.0
CLEVELAND,MOORE,01-C022,180.0,Bryant ES,577.0,(405) 735-4130,Stephanie Gunter,stephaniegunter@mooreschools.com,9400 South Bryant Ave,Oklahoma Ciyt,OK,73160.0,PK-06,35.0
CLEVELAND,MOORE,02-I093,181.0,Wayland Bonds ES,594.0,(405) 735-4500,Shawna Wilson,shawnawilson@mooreschools.com,14025 South May Ave,Oklahoma City,OK,73170.0,PK-06,38.0
CLEVELAND,MOORE,01-I011,185.0,Oakridge ES,573.0,(405) 735-4530,Paula Gifford,paulagifford@mooreschools.com,3201 South Santa Fe,Moore,K,59541.4589237886,PK-06,35.0
CLEVELAND,MOORE,01-I011,190.0,Heritage Trails ES,591.0,(405) 735-4520,Shelley Jaques-Mcmillin,shelleymcmillin@mooreschools.com,1801 South Bryant Ave,Moore,OK,73160.0,PK-06,35.0
CLEVELAND,MOORE,01-I011,195.0,South Lake ES,501.0,(405) 735-4660,Amy Simpson,amysimpson@mooreschools.com,12627 S Piortland,Oklahoa City,OK,73170.0,PK-06,29.0
CLEVELAND,MOORE,01-C019,196.0,Tiember Creek ES,480.0,(405) 735-4670,Kristen Kuepker,kristenkuepker@mooreschoolsz.com,3501 S Sunnylane,Moore,OK,73160.0,PK-06,28.0
CLEVELAND,MOORE,01-C019,610.0,Brink JHS,774.0,(405) 735-4540,Joseph Ross,josephross@mooreschoos.com,11420 South Western Ave,Oklahoma City,OK,73170.0,07-08,59.0
CLEVELAND,MOORE,01-I011,650.0,Highland East JHS,671.0,(405) 735-4580,Mark Archer,markarcher@mooreschools.com,1200 Southeast Fourth Street,Moore,KO,73160.0,07-08,56.0
CLEVELAND,MOORE,14-I002,655.0,Highland West JHS,626.0,(405) 735-4600,Dan Schwarz,danschwarz@mooreschools.com,901 North Santa Fe Ave,Moore,OxK,73160.0,07-08,50.0
CLEVELAND,MOORE,01-C019,680.0,West JHS,715.0,(405) 735-4620,Jeni Dutton,jenidutton@mooreschools.com,9400 South Pennsylvania Ave,Oklahoma City,OK,73159.0,07-08,55.0
CLEVELAND,MOORE,01-C019,685.0,Central JHS,611.0,(405) 735-4560,Tammy Baker,tammybaker@mooreschools.com,400 North Broadway Sgtreet,Moore,OK,73160.0,07-08,50.0
CLEVeELAND,MOORE,14-I002,2018.223663478456,Southridge JHS,212.0,(405) 735-4680,Melanie Smith,melaniesmith@mooreschools.com,14141 S Pennsylvania,Oklaohma City,OK,73170.0,07-07,20.0
CLEVELAND,MOORE,01-I011,705.0,Moore HS,2463.0,(405) 735-7400,Mike Coyle,mikecoyle@mooreschols.com,300 North Eastern Ave,Moore,OK,73160.0,09-12,164.0
CLEVELAND,MOORE,03-I007,710.0,Westmoore HS,2298.0,(405) 735-4800,Mark Hunt,markhunt@mooreschools.com,12613 South Western Ave,Oklahoma City,OK,73170.0,9-12,144.0
CLEVELAND,MOORE,01-C028,715.0,Southmoore HS,2035.0,(405) 735-4900,Danny Reed,dannyreed@mooreschools.com,2901 South Santa Fe,Moore,OK,73170.0,09-12,135.0
CLEVELAND,NORMAN,01-C032,107.0,Lakeview ES,197.0,(405) 366-5899,Pula Palermo,paulap@norman.k12.ok.us,3310 108Th Ave Northeast,Norman,OK,73071.0,PK-05,25.0
CLEVELAND,NORMAN,14-I002,110.0,Adams ES,604.0,(405) 366-5972,Patricia Thomason,thomasonp@norman.k12.ok.us,817 Dension Drive,Noriman,OK,49874.23153235199,PK-05,48.0
