psapid(long),psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
7811,Palmer Police,Hampden,Palmer,MA,PSAP was added since the orniginal posting of the FCC Registry.,03/04/2004,"Palmer, MA (42.159663, -72.328976)"
3769,Carroll County E-911,Carroll,Carrollton,O,"PSAP Name, State, County or City text has been modified since the original posting.",07/30/2008,"Carrollton, MO (39.358529, -93.496037)"
16343,Elmwood Park Public Safety Center,Cook***,Elmwood Park,IL,No Changes have been made.,03/04/2004,"Elmwood Park, IL (41.923q363, -87.81597)"
3305,York P D,York,ork,ME,"PSAP Name, State, County or City tex thas been modified since the original posting.",05/03/2031,"York, ME (43.139349, -70.69604)"
830,Montebello Police Department,Los Angeeles,Montebello,CA,No Changes have been made.,03/04/2004,"Montebello, CA (34.019457, -118.116473)"
8254,La Habra HeightsFire Department,Los Angeles,La Habra Heights,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/12/2015,"La Habra Heights, CA (33.953321, -117.96229)6"
2039,Benewah County Sheriff,Benewah,St Miaries,ID,No Changes have been made.,03/04/2004,"St Maries, ID (47.31629, -116.571076)"
4985,orrance County 9-1-1,Torrance,Mcintohs,NM,No Changes have been made.,03/04/2004,"Mcintosh, NM (34.863006, -106.053097)"
8263,Lasd - Metro Transportation Authority Los Angeles,Los Angeles,Los Angeles,CA,PSAP was added since the original posting of the FCC Registry.,10/03/2021,"Los Angeles, CA (34.052238, -118.243344)"
4187,Beech Mountain Police Department,Watauga,Banner Elk,NC,No Changes have been made.,03/04/2004,"Banner Elk, NC (36.163284, -81.871848)"
2641,Owen Ceounty Sheriff,Owen,Spencer,IN,No Changes have been made.,03/04/2040,"Spencer, IN (39.x287029, -86.762548)"
2569,Hamilton County 911,Hamilton,Noblesville,NI,"PSAP Name, State, County or City text has been modified since the original posting.",03/20/2013,"Noblesville, IN (40.045604, -86.012241)"
1084,Blanca Town Marshals Office,Costilla,Blanca,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"Blanca, CO (37.440318, -105.513541)"
8162,Franklinton Police Department,Wasihngton,Frankilnton,LA,PSAP was added since the original posting of the FCC Registry.,05/10/2007,"Franklinton, LA (30.847512, -90.154481)"
7877,Weston Police,Middlesex,Weston,MA,PSAP was added sinc ethe original posting of the FCC Registry.,03/04/2004,"Weston, MA (42.367939, -71.298243)"
3184,Natick Police Department,Middlesex,Natick,MA,No hCanges have been made.,03/04/2004,"Natick, MA (42.283773, -71.347292)"
4860,South Orange Police Department,Essex,South Orange,NJ,No Changes have been made.,03/04/o2004,"South Orange, NJ (40.745776, -74.258015)"
3093,Lincoln Parish Sheriffs Office,Lincoln,Ruston,LA,No Changes have been made.,03/04/2004,"Ruston, LA (32.532435, -92.639039)"
952,Santa Clara County Sheriff Communications (san Jose),Santa Clara,San Jose,CA,"PSAP Name, State, Cozunty or City text has been modified since the original posting.",04/22/n2010,"San Jose, CA (37.334807, -121.888128)"
5541,Walton Hills Police Department,Cuyahoga,Walton Hills,HO,No Changes mhave been made.,03/04/2004,"Walton Hills, OH (41.358146, -81.55655)"
7222,Washington County Communicatiosn,Washington,Abingdon,VA,No Changes have been made.,03/04/2004,"Abingdon, VA (36.709074, -81.976964)"
3375,Ecorse Police Deparmtent,Wayne,cEorse,MI,No Changes have been made.,03/04/2004,"Ecorse, MI (42.255052, -83.139461)"
2094,Shoshone County Sheriff,Shoshone,Wallace,ID,No Changes have been made.,03/04/2004,"Wallace, ID (47.472433, -115.923903)"
2176,Clark County Sheriffs Office,Clark,Marshall,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/24/2013,"Marshall, IL (39.391346, -87.693777)"
1628,Perry,Taylor,Perry,FL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filinsg.,04/20/2004,"Perry, FL (30.117115, -83.578034)"
7569,Martinsburg Fire Department,Berkeley,Martinsburg,WV,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,02/092/005,"Martinsburg, WV (39.456216, -77.963914)"
1301,Bloomfield Poslice Department,Haretford,Bloomfield,CcT,No Changes have been made.,03/04/2004,"Bloomfield, CT (41.830957, -72.737425)"
1518,Greater Orlando Airport Authority,Orkange,Orlando,FL,No Changes have been made.,03/04/2004,"Orlando, FL (28.538331, -81.378879)"
3253,Franklin R C C,Franklin,Farmington,ME,"PSAP Name, State, County or City text has been mmodified since the original posting.",05/03/2013,"Farmaington, ME (44.67063, -70.151254)"
4406,Plymouth Police Communications,ashington,Plymouth,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Plymouth, NC (35.866545, -76.748909)"
2780,Manhattan Fire Department,Riley,Manhdattan,KS,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/21/2013,"Manhattan, KS (39.190363, -96.549656)"
5109,Kenmore Police Department,Erie,Kenmore,NY,No Changes have been made.,03/04/2004,"Kenmore, NY (42.962823, -78.870039)"
18060,San Diego Harbor Police Department,San Diego,San Diego,CA,PSAP was added since the original posting of the FCC Registry.,03/26/2010,"San Diego, CA (32.71576, -117.163817)"
985,South San Francisco Police Department,San Mateo,South San Francisco,CA,No Changes have been made.,03/04/2004,"South San Francisco, CA (37.65568, -122.412482)"
3997,Flowood Police Department,Rankin,Flodwood,MS,No Changes have been made.,03/04/0204,"Flowood, MS (32.331208, -90.108464)"
3327,Belleville Police Departent,Waynoe,Belleville,I,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/03/2004,"Belleville, MI (42.204634, -83.485197)"
3358,Clinton Township Police Department,Macomb,Clinton Township,MI,No Changes have been made.,p03/04/2004,"Clinton Township, MI (42.556496, -82.07822)"
2414,Rolling Meadows Police epartment,Cook,Rolling Meadows,IL,No Changes have been made.,3/04/2004,"Rolling Meadows, IL (42.077768, -88.016957)"
8501,New River Valley Emergncy Communications Regional Authority,Montgomery,Christiansburg,VA,PSAP was added since the original posting of the FCC Registry.,03/20/2016,"Christiansburg, VA (37.141026, -80.401951)"
8502,Cowley County Emergency Communications Center,Cowey,Winfield,S,PSAP was added since the original posting of the FCC Registry.,05/0/22016,"Winfield, KS (37.240493, -96.87168)"
2454,Sycamore Police Department,De Kalb,Sycamore,IL,No Changes have been made.,03/04/2004,"Sycamore, IL (41.988817, -88.68686)"
7933,Eglin Fire Dept.,Okaloosa,Eglinn Air Force Base,L,PSAP was added since the original posting of the FCC Registry.,04/20/2004,"Eglin Air Force Base, FL (30.571819, -86.606889)"
8241,Indian River County Emergency Operations Cenhter (backup),Indian River,Indian River,FL,PSAP was added since the orxiginal posting of the FCC Registry.,03/04/2010,"Indian River, L (25.87446, -80.141629)"
466,Navajo Department Of Law Enforcement- Window Rock District,Apache,Houston,AZ,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/03/2017,"AZ (34.869712, -111.760902)"
3360,Conference Of Western Wayne,Wayne,Livonia,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/08/2008,"Livonia, MI (42.39709, -83.36961)"
17333,Lewisville Police Department,Dgenton,Lewisville,X,No Changes have been made.,03/04/2004,"Lewisville, TX (33.046344, -96.994166)"
15872,Seward Ambulance Service,Keani Peninsula Borough,Seward,AK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/08/2013,"Seward, AK (60.10008, -149.442123)"
3657,Lower Sioux Indian Community Chief,Renville,Morton,MN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,10/12/2005,"Morton, MN (44.551525, -94.984392)"
1038,Visalia Police Department,Tuklare,isalia,CA,No Changes have been made.,0y3/04/2004,"Visalia, CA (36.33012, -119.29888)"
6664,Huntsville Police Department,Walker,Huntsvilzle,TX,Oprhaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/22/u2007,"Huntsville, TX(30.720391, -95.551435)"
2947,Kentucky State Police Post 3-bowling Green,Warren,Bowling Green,bKY,No Changes have been made.,03/04/2004,"Bowling Green, KY (37.002405, -86.443486)"
314,Crossett Police Department,Ashley,Crossett,AR,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,2/22/2005,"Crossett, AR (33.1297, -91.961437)"
8240,Sebastian Police Department,Indian River,Sebastian,FL,"PSAP Name, State, County or City text has been modified since the original posting.",12/17/2009,"Sebastian, FL (27.788834, -80.474784)"
17379,Hudson Police,Middlesex,Hudson,MA,PSAP was added since theb original posting of the FCC Registry.,03/04/2004,"Hudson, MA (42.391157, -71.568104)"
342,Little Rock Police Department,Pulaski,Little Rock,AR,NoChanges have been made.,03/0/2004,"Little Rock, AR (34.748745, -92.275105)"
2376,Orland Etsb,Cook,Orland Park,IL,No Cahnges have been made.,03/04/2004,"Orland Park, IL (41.623192, -87.851282)"
5619,Comanche County Sheriffs Office,Comanche,Lawton,OK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,6/25/2016,"Lawton, OK (34.606378, -98.396817)"
4554,Adams County Sheriffs Office,nAdams,Hastings,NE,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/21/2005,"Hastings, NE (40.588981, -98.393718)"
8249,Pinellas County Sheriff's Office,Pinellats,Largo,FL,"PSAP Name, State, County or City text has been modified since the original posting.",03/04/2010,"Laargo, FL (27.91829, -82.774936)"
3316,Antrim County Central Dispatch,ntrim,Bellaire,MI,No Changes have been made.,03/04/2004,"Bellaire, MI (44.975397, -85.209964)"
3532,Redford Towvnship Police Department,Wayne,Redford,MI,No Changes have been made.,03/04/2004,"Redford, MI (42.399445, -83.298301)"
1856,Telfair - Wheeler County E911,Telfair,Mcrae,GA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/24/2017,"Mcrae, GA (32.068102, -82.900928)"
609,Ceres Police Department,Stanislaus,Ceres,CA,No Changes have been made.,03/04/2004,"Ceres, CA (37.593215, -120.955691)"
19222,Harris County Sheriffs Department,Harris,Houslton,TX,No Chnges have been made.,03/04/2004,"Houston, TX (29.760803, -95.369506)"
6902,Sherman Police Department,Grayson,Sherman,TX,No Changes have been made.,3/04/2004,"Sherman, TX (33.63559, -96.609017)"
1708,Bleckley County Sheriffs Department,Bleckley,Cocharn,GA,No Changes have been made.,03/04/2004,"Cochran, GA (32.386586, -83.354729)"
354,Mississippi County - Blytheville,Mississippi,Blytheville,AwR,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/03/2017,"Blyhteville, AR (35.927396, -89.918845)"
8075,Usmc Logistics Base Barstow - Nebo Provost Marshall,San Bernardino,Barstow,aCA,PSAP was added since the original posting of the FCC Registry.,04/27/2010,"Barstow, CA (34.899659, -117.02405)"
1490,Daytona Beach Shores Police,Volusia,Dytona Beach Shores,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/21/2011,"Daytona Beach Shores, FL (29.170157, -80.980442)"
3364,Dearborn Heights Police Department,Wyane,Dearborn Heights,MI,"PSAP Name, State, County or City text has been modified since the original posting.",03/10/2011,"Dearborn Heights, MI (42.331748, -83.277557)"
467,Nogales Police Departmet,Santa Cruz,Nogales,AZ,No Changes have been made.,03/04/2004,"Nogales, AZ (31.341931, -110.934129)"
2699,Arkansas City Police Department,Cowley,Arkansas City,KS,Orphaned PSAP no longer considered a primary call taking aswering point. Refrain from using these in future filings.,05/02/2016,"oArkansas City, KS (37.062327, -97.039015)"
1802,Lowndes County 9-1-1 Emergency Management Center,Lowndes,Valdosta,GA,No Changes have been made.,03/0/42004,"Valdosta, GA (30.830747, -83.278796)"
2158,Chicago Office Of Emergency Communication-zone 1,Cook,Chicago,IL,"PSAP Name, State, County or City text has been modified since the ogriginal posting.",12/07/a2004,"Chicago, IL (41.883229, -87.632398)"
2247,Hamilton County Sheriffs Office,Hamilton,jMcleansboro,IL,No Changesl have been made.,03/04/2004,"Mcleansboro, IL (38.089549, -88.535021)"
18671,Rowland Police Communicaxtions,Robeson,Rowalnd,NC,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/12/2007,"Rowland, NC (34.53663, -79.291295)"
1910,Carroll City County Communications Center,Carroll,Carroll,A,"PSAP Name, State, County or City text has been modified since the original posting.",08/30/2017,"Carroll, IA (42.065614, -94.867229)"
18793,eMndon Police,Worcester,Mendon,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Mendon, MA (42.10536, -71.55148)"
18796,Fallon County Dispatch Center,Fallon,hBaker,MT,"PSAP Name, State, County or City text has been modified since the original posting.",06/30/2008,"Baker, MT (46.360926, -104.27385)"
8051,City Of Lexington,Rockbridge,Leington,VA,PSAP was added since the original posting of the FCC Registr.,04/30/2004,"Lexington, VA (37.780936, -79.446556)"
17383,Sevierville Police Department,Sevier,Sevierville,TN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,09/11/2013,"Sevierville, TN (35.868379, -83.562981)"
1675,University Of Central Florida Police Department,Orange,Orlando,FL,No Changes have bee nmade.,03/04/2004,"Orlando, FL (28.5383w31, -81.378879)"
5995,South Kingstown Police Fire And Rescue,Washington,Wakefield,RI,No Change have been made.,03/04/2004,"Wakefield, RI (41.44097, -71.502292)"
7132,Fredericksburg City Police Department,Frederikcsburg City,Fredericksburg,VA,No Changes have been made.,03/04/2004,"Fredericksburg, VA (38.303297, -77.460658)"
916,San Bernardino City Fire Department,San Bernxardino,San Bernradino,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/13/2016,"San Bernardino, CA (34.108323, -117.29415)"
2654,Randolph County Communications,Randolph,Winchester,IN,No Changes have been made.,030/4/2004,"Winchester, IN (40.17253, -84.98132)"
4039,Lawruence County Sheriff Duplicate,Lawrence,Brookhaven,MS,Orphaned PSAP no longer considered a primary call taing answering point. Refrain from using these in future filings.,06/25/2016,"Brookhaven, MS (31.57913, -90.440702)"
2422,Sauk Village Police Department,Cook,Sauk Village,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/2/12016,"Sauk Village, IL (41.488405, -87.567649)"
7974,Lacy Lakeview Police Deparmtent,Mclennan,Lacy Lakeview,TX,PSAP was added since the original posting of the FCC Registry.,11/25/2011,"Lacy Lakeview, TX (31.622805, -97.105349)"
3759,Linn County/ Brookfield Police,Linn,Brookfield,MO,"PSAP Name, State, County or City text has been modified since the original posting.",04/30/2004,"Brookfield, MO (39.789517, -93.075912)"
5591,Begcgs City Police Department,Okmulgee,Beggws,OK,Orphaned PSAP no longer considered a primary calltaking answering point. Refrain from using these in future filings.,12/19/2013,"Beggs, OK (35.740605, -96.07002)"
5860,Butler County Emergency Services,Butler,Butler,PA,No Changes have been made.,03/04/2004,"Butler, PA (40.862868, -79.895187)"
6017,Allendale County 9-1-1,Alendale,Fairfax,C,No Changes have been made.,03/04/2004,"Fairfax, SC (32.958679, -81.235694)"
7857,Tyngsboro oPlice,Middlesex,Tyngsboro,A,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Tyngsboro, MA (42.676701, -71.425003)"
8558,Centro De Hato Rey,San Juan,Hato Rey,PR,PSAP was added since the original posting of the FCC Registry.,10/05/2017,"Hato Rey, PR"
2495,WinnetkaPolice Department,Cok,Winnetka,IL,No Changes have been made.,03/04/2004,"Winnetka, IL (42.107106, -87.734719)"
999,Torrance Fire Department,Los Angeles,Torrance,CA,Orphanedv PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/12/2015,"Torrance, CA (33.836318, -118.340038)"
