Year,OSHPD_ID,Facility Name,County,Type of Ownership,Hospital Type,Teaching,Small/Rural,Average Licensed Beds,Average Available Beds,Average Staffed Beds,Bad Debts,Charity Care,Location
2011,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER-TORRANCE,Los Angeles,Non-Profit,Comparable,,,442,418,418,$16700986.00,$46176825.00,"TORRANCE, California
(33.836318, -118.340038)"
2010,106380939,SAN FRANCISCO GENERAL HOSP MED CTR,SAN FRANCISCO,City/County,Comparable,Teaching,,598,564,383,$56127247.00,$62452966.00,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2010,106331226,RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE,RIVERSIDE,Investor,Comparable,,,68,68,48,$200977.00,$0.00,"RIVERSIDE, California
(33.980534, -117.377025)"
2010,106541123,PORTERVILLE STATE HOSPITAL,TULARE,State,State Hospitals,,,1210,562,581,$0.00,$0.00,"PORTERVILLE, California
(36.073039, -119.016146)"
2010,106190392,GOOD SAMARITAN HOSPITAL-LA,LOS ANGELES,Non-Profit,Comparable,,,408,374,229,$30158434.00,$23665813.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106190298,FOOTHILL PRESBYTERIAN HOSPITAL,Los Angeles,Non-Profit,Comparable,,,105,105,71,$3778651.00,$5285004.00,"GLENDORA, California
(34.136001, -117.865485)"
2011,106344114,SHRINERS HOSPITAL - NORTHERN CALIF,Sacramento,Non-Profit,Shriners Hospitals,,,80,70,70,$0.00,$0.00,"SACRAMENTO, California
(38.582087, -121.50012)"
2012,106100797,ADVENTIST MEDICAL CENTER - REEDLEY,Fresno,District,Comparable,,Rural,49,49,12,$7995105.00,$882002.00,"REEDLEY, California
(36.597911, -119.456221)"
2011,106164029,ADVENTIST MEDICAL CENTER - HANFORD,Kings,Non-Profit,Comparable,,Rural,199,199,127,$13081115.00,$15842425.00,"HANFORD, California
(36.327726, -119.645914)"
2010,106190661,SILVER LAKE MEDICAL CENTER,LOS ANGELES,Investor,Comparable,,,186,186,121,$138578.00,$0.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106434051,CHILDRENS RECOVERY CENTER OF NO CALIFORNIA,Santa Clara,Investor,Comparable,,,29,27,26,$0.00,$0.00,"CAMPBELL, California
(37.28766, -121.942432)"
2011,106580996,RIDEOUT MEMORIAL HOSPITAL,Yuba,Non-Profit,Comparable,,,291,212,155,$34599603.00,$19726674.00,"MARYSVILLE, California
(39.141551, -121.587688)"
2011,106331326,SAN GORGONIO MEMORIAL HOSPITAL,Riverside,District,Comparable,,Rural,77,77,77,$13963786.00,$1857012.00,"BANNING, California
(33.925467, -116.876725)"
2010,106121002,MAD RIVER COMMUNITY HOSPITAL,HUMBOLDT,Investor,Comparable,,,80,46,42,$5748863.00,$4112346.00,"ARCATA, California
(40.868186, -124.090548)"
2011,106150775,GOOD SAMARITAN HOSPITAL - BAKERSFIELD,Kern,Investor,Comparable,,,154,154,120,$895337.00,$0.00,"BAKERSFIELD, California
(35.373405, -119.018911)"
2011,106434138,ST. LOUISE REGIONAL HOSPITAL,Santa Clara,Non-Profit,Comparable,,,93,72,36,$1502230.00,$7082233.00,"GILROY, California
(37.006768, -121.568708)"
2010,106190555,CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,Non-Profit,Comparable,Teaching,,958,926,926,$216665945.00,$79581928.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2012,106514001,SUTTER-YUBA - PHF,Sutter,City/County,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"YUBA CITY, California
(39.13222, -121.625147)"
2011,106420483,GOLETA VALLEY COTTAGE HOSPITAL,Santa Barbara,Non-Profit,Comparable,,,122,78,78,$1749156.00,$1610955.00,"SANTA BARBARA, California
(34.420867, -119.698342)"
2010,106301304,NEWPORT BAY HOSPITAL,ORANGE,Investor,Comparable,,,34,34,34,$0.00,$0.00,"NEWPORT BEACH, California
(33.615967, -117.930378)"
2010,106320986,PLUMAS DISTRICT HOSPITAL,PLUMAS,District,Comparable,,Small/Rural,25,25,25,$1296829.00,$0.00,"QUINCY, California
(39.936754, -120.948961)"
2012,106362041,HI-DESERT MEDICAL CENTER,San Bernardino,District,Comparable,,Rural,179,179,145,$9438749.00,$2618835.00,"JOSHUA TREE, California
(34.126919, -116.315127)"
2011,106190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,Los Angeles,Non-Profit,Comparable,,,444,444,218,$14558825.00,$14348052.00,"WHITTIER, California
(33.967318, -118.048051)"
2011,106196035,KAISER FDN HOSP - BALDWIN PARK,Los Angeles,Non-Profit,Kaiser Foundation Health,,,269,254,178,$0.00,$0.00,"BALDWIN PARK, California
(34.08538, -117.960355)"
2010,106364121,BALLARD REHABILITATION HOSPITAL,SAN BERNARDINO,Investor,Comparable,,,60,60,60,$209752.00,$0.00,"SAN BERNARDINO, California
(34.108323, -117.29415)"
2010,106470871,MERCY HOSPITAL-MT. SHASTA,SISKIYOU,Non-Profit,Comparable,,Small/Rural,74,43,43,$509169.00,$2015321.00,"MT. SHASTA, California
(41.313274, -122.312285)"
2010,106014226,TELECARE-WILLOW ROCK CENTER,ALAMEDA,Investor,Psychiatric Health Facilities,,,16,16,16,$115.00,$0.00,"ALAMEDA, California
(37.765336, -122.241873)"
2010,106010776,CHILDRENS HOSPITAL & RESEARCH CENTER-OAKLAND,ALAMEDA,Non-Profit,Comparable,,,190,189,189,$10976109.00,$4780205.00,"OAKLAND, California
(37.804828, -122.27248)"
2011,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,Modoc,District,Comparable,,Rural,26,26,26,$167420.00,$0.00,"CEDARVILLE, California
(41.529563, -120.171912)"
2011,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,Mendocino,Non-Profit,Comparable,,Rural,25,25,25,$2246077.00,$1694546.00,"WILLITS, California
(39.409044, -123.353523)"
2012,106141273,NORTHERN INYO HOSPITAL,Inyo,District,Comparable,,Rural,25,25,7,$2864223.00,$1010615.00,"BISHOP, California
(37.361412, -118.39527)"
2010,106381154,UCSF MEDICAL CENTER,SAN FRANCISCO,Non-Profit,Comparable,Teaching,,676,660,660,$38527415.00,$0.00,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2011,106361370,VICTOR VALLEY COMMUNITY HOSPITAL,San Bernardino,Investor,Comparable,,Rural,101,101,101,$15687405.00,$3160136.00,"VICTORVILLE, California
(34.5121, -117.323632)"
2010,106370730,KAISER FND HOSPITAL - SAN DIEGO,SAN DIEGO,Non-Profit,Kaiser Foundation Health,,,392,392,381,$0.00,$0.00,"SAN DIEGO, California
(32.71576, -117.163817)"
2010,106190541,MONROVIA MEMORIAL HOSPITAL,LOS ANGELES,Investor,Comparable,,,49,46,46,$0.00,$0.00,"MONROVIA, California
(34.14591, -118.000929)"
2010,106190762,ST. VINCENT MEDICAL CENTER,LOS ANGELES,Non-Profit,Comparable,,,366,333,333,$4738743.00,$0.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106430837,O'CONNOR HOSPITAL,Santa Clara,Non-Profit,Comparable,,,358,260,202,$6988299.00,$11629105.00,"SAN JOSE, California
(37.334807, -121.888128)"
2012,106450949,MERCY MEDICAL CENTER - REDDING,Shasta,Non-Profit,Comparable,,,267,267,267,$22036164.00,$20122228.00,"REDDING, California
(40.574637, -122.38109)"
2010,106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,LOS ANGELES,Non-Profit,Comparable,,,55,55,55,$-84108.00,$0.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106191227,LAC/HARBOR+UCLA MEDICAL CENTER,LOS ANGELES,City/County,Comparable,Teaching,,546,462,346,$3484715.00,$0.00,"TORRANCE, California
(33.836318, -118.340038)"
2011,106190661,SILVER LAKE MEDICAL CENTER,Los Angeles,Investor,Comparable,,,186,186,149,$40185.00,$0.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,Los Angeles,Non-Profit,Comparable,,,72,72,72,$0.00,$0.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106301279,UNIVERSITY OF CALIFORNIA-IRVINE MED CENTER,ORANGE,Non-Profit,Comparable,Teaching,,422,361,361,$8048825.00,$68755710.00,"ORANGE, California
(33.791489, -117.853096)"
2010,106370759,PARADISE VALLEY HOSPITAL,SAN DIEGO,Non-Profit,Comparable,,,301,301,301,$13557900.00,$17896255.00,"NATIONAL CITY, California
(32.671538, -117.105196)"
2010,106500867,EMANUEL MEDICAL CENTER,STANISLAUS,Non-Profit,Comparable,,,354,327,302,$28880959.00,$29760141.00,"TURLOCK, California
(37.492749, -120.848984)"
2012,106301342,ST. JUDE MEDICAL CENTER,Orange,Non-Profit,Comparable,,,372,360,275,$10316058.00,$24873179.00,"FULLERTON, California
(33.870345, -117.924302)"
2011,106334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,Riverside,City/County,Comparable,Teaching,,439,415,415,$12401498.00,$268665283.00,"MORENO VALLEY, California
(33.917114, -117.261144)"
2011,106540734,KAWEAH DELTA MEDICAL CENTER,Tulare,District,Comparable,,,581,576,406,$9576776.00,$32560859.00,"VISALIA, California
(36.33012, -119.29888)"
2011,106380857,KAISER FDN HOSP - GEARY (S.F.),San Francisco,Non-Profit,Kaiser Foundation Health,Teaching,,247,247,181,$0.00,$0.00,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2010,106190432,KAISER FND HOSPITAL - PANORAMA CITY,LOS ANGELES,Non-Profit,Kaiser Foundation Health,,,218,218,156,$0.00,$0.00,"PANORAMA CITY, California
(34.224701, -118.448898)"
2010,106190328,EAST VALLEY HOSPITAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Comparable,,,128,128,128,$2188325.00,$0.00,"GLENDORA, California
(34.136001, -117.865485)"
2010,106304159,HEALTHBRIDGE CHILDRENS REHAB,ORANGE,Investor,Comparable,,,27,27,27,$53168.00,$0.00,"ORANGE, California
(33.791489, -117.853096)"
2010,106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,Investor,Comparable,,,434,412,263,$3923135.00,$31945171.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106190159,TRI-CITY REGIONAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Comparable,,,107,107,59,$1391096.00,$11418732.00,"HAWAIIAN GARDENS, California
(33.829474, -118.081829)"
2011,106190712,SHRINERS HOSPITAL - LOS ANGELES,Los Angeles,Non-Profit,Shriners Hospitals,,,60,60,60,$0.00,$0.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106560525,SIMI VALLEY HOSPITAL & HEALTH SERVICES-SYCAMORE,VENTURA,Non-Profit,Comparable,,,201,177,150,$5203717.00,$9575799.00,"SIMI VALLEY, California
(34.286321, -118.712804)"
2010,106331326,SAN GORGONIO MEMORIAL HOSPITAL,RIVERSIDE,District,Comparable,,Small/Rural,77,77,77,$13474080.00,$0.00,"BANNING, California
(33.925467, -116.876725)"
2010,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit,Comparable,,Small/Rural,48,48,36,$2002826.00,$424290.00,"COLUSA, California
(39.209238, -122.008373)"
2010,106281047,QUEEN OF THE VALLEY HOSPITAL,NAPA,Non-Profit,Comparable,,,191,191,174,$8655342.00,$12277182.00,"NAPA, California
(38.297242, -122.289405)"
2010,106190470,PROVIDENCE LITTLE CO OF MARY MC-TORRANCE,LOS ANGELES,Non-Profit,Comparable,,,436,436,321,$14841648.00,$44083241.00,"TORRANCE, California
(33.836318, -118.340038)"
2011,106231396,UKIAH VALLEY MEDICAL CENTER-HOSPITAL DR,Mendocino,Non-Profit,Comparable,,Rural,78,66,58,$2867661.00,$1936587.00,"UKIAH, California
(39.149997, -123.207635)"
2010,106434040,LUCILE S PACKARD CHILDRENS HOSPITAL,SANTA CLARA,Non-Profit,Comparable,,,311,311,311,$11267428.00,$4227221.00,"PALO ALTO, California
(37.445103, -122.160363)"
2011,106274043,NATIVIDAD MEDICAL CENTER,Monterey,City/County,Comparable,,,172,137,137,$47973698.00,$14509287.00,"SALINAS, California
(36.676795, -121.656421)"
2010,106014207,TELECARE HERITAGE-PHF,ALAMEDA,Investor,Psychiatric Health Facilities,,,26,26,26,$171724.00,$0.00,"OAKLAND, California
(37.804828, -122.27248)"
2010,106434218,KAISER PHF - SANTA CLARA,SANTA CLARA,Non-Profit,Psychiatric Health Facilities,,,24,24,24,$0.00,$0.00,"SANTA CLARA, California
(37.352395, -121.953076)"
2011,106531059,TRINITY HOSPITAL,Trinity,District,Comparable,,Rural,51,51,40,$1918837.00,$463914.00,"WEAVERVILLE, California
(40.732757, -122.940515)"
2010,106540798,SIERRA VIEW DISTRICT HOSPITAL,TULARE,District,Comparable,,,163,163,163,$22654574.00,$6051438.00,"PORTERVILLE, California
(36.073039, -119.016146)"
2011,106040937,OROVILLE HOSPITAL,Butte,Non-Profit,Comparable,,,153,153,133,$15956700.00,$5243220.00,"OROVILLE, California
(39.512339, -121.554608)"
2010,106190017,ALHAMBRA HOSPITAL,LOS ANGELES,Investor,Comparable,,,144,144,144,$5942540.00,$4494993.00,"ALHAMBRA, California
(34.095162, -118.126842)"
2010,106342344,KAISER FND HOSPITAL - SOUTH SACRAMENTO,SACRAMENTO,Non-Profit,Kaiser Foundation Health,,,161,161,151,$0.00,$0.00,"SACRAMENTO, California
(38.582087, -121.50012)"
2011,106190429,KAISER FDN HOSP - LOS ANGELES,Los Angeles,Non-Profit,Kaiser Foundation Health,Teaching,,464,464,389,$0.00,$0.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,Orange,Non-Profit,Comparable,,,552,552,407,$16622216.00,$37648521.00,"MISSION VIEJO, California
(33.595018, -117.659099)"
2011,106344017,SUTTER CENTER FOR PSYCHIATRY,Sacramento,Non-Profit,Comparable,,,69,63,63,$1124983.00,$3438272.00,"SACRAMENTO, California
(38.582087, -121.50012)"
2010,106190524,MISSION COMMUNITY HOSPITAL-PANORAMA,LOS ANGELES,Non-Profit,Comparable,,,145,120,115,$7425091.00,$10241462.00,"PANORAMA CITY, California
(34.224701, -118.448898)"
2010,106190687,SANTA MONICA-UCLA MEDICAL CENTER-ORTHOPAEDIC,LOS ANGELES,Non-Profit,Comparable,,,315,299,299,$14107819.00,$7227212.00,"SANTA MONICA, California
(34.010932, -118.491512)"
2012,106150808,TEHACHAPI HOSPITAL,Kern,District,Comparable,,Rural,25,24,24,$141834.00,$200559.00,"TEHACHAPI, California
(35.132317, -118.449074)"
2010,106392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,Investor,Comparable,,,73,73,47,$10804020.00,$1518903.00,"MANTECA, California
(37.802408, -121.221302)"
2010,106424002,SANTA BARBARA COUNTY-PHF,SANTA BARBARA,City/County,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"SANTA BARBARA, California
(34.420867, -119.698342)"
2011,106190053,ST. MARY MEDICAL CENTER - LONG BEACH,Los Angeles,Non-Profit,Comparable,,,302,302,148,$19636192.00,$25214121.00,"LONG BEACH, California
(33.767168, -118.193723)"
2011,106491064,SANTA ROSA MEMORIAL HOSPITAL,Sonoma,Non-Profit,Comparable,,,414,414,238,$9955515.00,$46856680.00,"SANTA ROSA, California
(38.439698, -122.715642)"
2010,106301340,ST. JOSEPH HOSPITAL-ORANGE,ORANGE,Non-Profit,Comparable,,,525,376,376,$25595067.00,$32971564.00,"ORANGE, California
(33.791489, -117.853096)"
2011,106301279,UNIVERSITY OF CALIFORNIA - IRVINE MEDICAL CENTER,Orange,Non-Profit,Comparable,Teaching,,408,383,383,$11033781.00,$81225487.00,"ORANGE, California
(33.791489, -117.853096)"
2010,106580996,RIDEOUT MEMORIAL HOSPITAL,YUBA,Non-Profit,Comparable,,,281,235,140,$27131138.00,$13026164.00,"MARYSVILLE, California
(39.141551, -121.587688)"
2011,106104089,CRESTWOOD PHF - FRESNO,Fresno,Investor,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"FRESNO, California
(36.731654, -119.785856)"
2010,106190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,Investor,Comparable,,,245,245,134,$9066415.00,$14509570.00,"TARZANA, California
(34.173302, -118.553101)"
2011,106190796,RONALD REAGAN UCLA MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,Teaching,,466,466,466,$21714177.00,$14103416.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,Contra Costa,Non-Profit,Comparable,,,73,70,70,$1375215.00,$0.00,"CONCORD, California
(37.979103, -122.031333)"
2010,106190034,ANTELOPE VALLEY HOSPITAL,LOS ANGELES,District,Comparable,,,420,393,290,$48948362.00,$24050118.00,"LANCASTER, California
(34.697472, -118.144521)"
2011,106190307,PACIFIC ALLIANCE MEDICAL CENTER,Los Angeles,Investor,Comparable,,,142,142,142,$1389212.00,$1610436.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106301380,KINDRED HOSPITAL - WESTMINSTER,Orange,Investor,Comparable,,,109,109,109,$0.00,$0.00,"WESTMINSTER, California
(33.759234, -117.987575)"
2010,106190878,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,Non-Profit,Comparable,Teaching,,353,353,274,$7827541.00,$74046171.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106191216,USC KENNETH NORRIS JR. CANCER HOSPITAL,Los Angeles,Non-Profit,Comparable,,,60,60,60,$1428842.00,$114064.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106210992,KAISER FND HOSPITAL - SAN RAFAEL,MARIN,Non-Profit,Kaiser Foundation Health,,,120,120,78,$0.00,$0.00,"SAN RAFAEL, California
(37.974575, -122.531868)"
2012,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,Monterey,District,Comparable,,,269,233,129,$12371601.00,$12105181.00,"SALINAS, California
(36.676795, -121.656421)"
2012,106430883,SANTA CLARA VALLEY MEDICAL CENTER,Santa Clara,City/County,Comparable,Teaching,,574,554,327,$56150428.00,$209030521.00,"SAN JOSE, California
(37.334807, -121.888128)"
2011,106190857,DOCTORS HOSPITAL OF WEST COVINA,Los Angeles,Investor,Comparable,,,51,51,51,$39754.00,$0.00,"WEST COVINA, California
(34.068896, -117.938239)"
2011,106250956,MODOC MEDICAL CENTER,Modoc,City/County,Comparable,,Rural,87,87,49,$1427259.00,$70420.00,"ALTURAS, California
(41.490967, -120.542538)"
2011,106150761,MERCY HOSPITAL - BAKERSFIELD,Kern,Non-Profit,Comparable,,,222,222,151,$26112018.00,$26380985.00,"BAKERSFIELD, California
(35.373405, -119.018911)"
2011,106014050,VALLEYCARE MEDICAL CENTER,Alameda,Non-Profit,Comparable,,,242,222,222,$24454179.00,$6016812.00,"PLEASANTON, California
(37.656667, -121.878923)"
2012,106190163,AURORA CHARTER OAK,Los Angeles,Investor,Comparable,,,134,134,96,$1059941.00,$1211307.00,"COVINA, California
(34.086248, -117.890145)"
2011,106190256,EAST LOS ANGELES DOCTOR'S HOSPITAL,Los Angeles,Investor,Comparable,,,127,127,127,$8699682.00,$3658570.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2012,106244027,MARIE GREEN PSYCHIATRIC CENTER -PHF,Merced,City/County,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"MERCED, California
(37.306968, -120.481971)"
2010,106070990,KAISER FND HOSPITAL - WALNUT CREEK,CONTRA COSTA,Non-Profit,Kaiser Foundation Health,,,233,233,231,$0.00,$0.00,"WALNUT CREEK, California
(37.901763, -122.061921)"
2011,106190680,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER-SAN PEDRO,Los Angeles,Non-Profit,Comparable,,,356,324,324,$6385056.00,$19021609.00,"SAN PEDRO, California
(33.735802, -118.291397)"
2010,106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,ORANGE,Non-Profit,Comparable,,,552,404,404,$26970182.00,$39173490.00,"MISSION VIEJO, California
(33.595018, -117.659099)"
2010,106491338,PALM DRIVE HOSPITAL,SONOMA,District,Comparable,,Small/Rural,37,28,19,$2800476.00,$674404.00,"SEBASTOPOL, California
(38.402084, -122.824191)"
2011,106560508,ST. JOHN'S PLEASANT VALLEY HOSPITAL,Ventura,Non-Profit,Comparable,,,180,127,71,$4071111.00,$3696816.00,"CAMARILLO, California
(34.225403, -119.050667)"
2011,106481357,NORTHBAY MEDICAL CENTER,Solano,Non-Profit,Comparable,,,180,180,190,$30002291.00,$62236512.00,"FAIRFIELD, California
(38.251488, -122.049851)"
2010,106370787,PROMISE HOSPITAL OF SAN DIEGO,SAN DIEGO,Investor,Comparable,,,100,100,84,$0.00,$0.00,"SAN DIEGO, California
(32.71576, -117.163817)"
2010,106160787,CENTRAL VALLEY GENERAL HOSPITAL,KINGS,Investor,Comparable,,,49,45,30,$3116231.00,$8471311.00,"HANFORD, California
(36.327726, -119.645914)"
2010,106370782,UNIVERSITY OF CALIFORNIA-SAN DIEGO MED CENTER,SAN DIEGO,Non-Profit,Comparable,Teaching,,549,534,534,$7664392.00,$83451961.00,"SAN DIEGO, California
(32.71576, -117.163817)"
2011,106361110,BEAR VALLEY COMMUNITY HOSPITAL,San Bernardino,District,Comparable,,Rural,30,24,26,$3460283.00,$395726.00,"BIG BEAR LAKE, California
(34.243516, -116.899432)"
2011,106382715,CHINESE HOSPITAL,San Francisco,Non-Profit,Comparable,,,54,52,29,$184475.00,$1603014.00,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2011,106190243,DOWNEY REGIONAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,199,199,130,$40619367.00,$819000.00,"DOWNEY, California
(33.940946, -118.12752)"
2012,106320986,PLUMAS DISTRICT HOSPITAL,Plumas,District,Comparable,,Rural,25,25,25,$937137.00,$0.00,"QUINCY, California
(39.936754, -120.948961)"
2011,106364050,CANYON RIDGE HOSPITAL,San Bernardino,Investor,Comparable,,,106,106,83,$731941.00,$529946.00,"CHINO, California
(34.010971, -117.689239)"
2011,106380939,SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER,San Francisco,City/County,Comparable,Teaching,,598,564,383,$51545586.00,$53978527.00,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2010,106334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,RIVERSIDE,Investor,Comparable,,,218,218,218,$31123762.00,$12640719.00,"MURRIETA, California
(33.559752, -117.220777)"
2011,106331226,RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE,Riverside,Investor,Comparable,,,68,68,48,$175235.00,$0.00,"RIVERSIDE, California
(33.980534, -117.377025)"
2010,106500967,OAK VALLEY DISTRICT HOSPITAL,STANISLAUS,District,Comparable,,Small/Rural,150,150,150,$11733697.00,$1255989.00,"OAKDALE, California
(37.76861, -120.849475)"
2010,106190066,BELLFLOWER MEDICAL CENTER,LOS ANGELES,Investor,Comparable,,,114,110,110,$9762220.00,$6988668.00,"BELLFLOWER, California
(33.882076, -118.125256)"
2011,106500939,MEMORIAL HOSPITAL - MODESTO,Stanislaus,Non-Profit,Comparable,,,423,397,263,$47361142.00,$58324157.00,"MODESTO, California
(37.640735, -121.002435)"
2012,106370755,PALOMAR HEALTH DOWNTOWN CAMPUS,San Diego,District,Comparable,,,679,679,505,$70740850.00,$7839574.00,"ESCONDIDO, California
(33.130363, -117.085357)"
2011,106380868,LANGLEY PORTER PSYCHIATRIC INSTITUTE,San Francisco,Non-Profit,Comparable,,,67,22,22,$721996.00,$0.00,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2010,106160725,HANFORD COMMUNITY HOSPITAL,KINGS,Non-Profit,Comparable,,Small/Rural,184,184,100,$7232875.00,$14244255.00,"HANFORD, California
(36.327726, -119.645914)"
2010,106090933,MARSHALL MEDICAL CENTER,EL DORADO,Non-Profit,Comparable,,Small/Rural,105,102,102,$12985305.00,$11870742.00,"PLACERVILLE, California
(38.729652, -120.799147)"
2011,106194981,LA CASA PHF,Los Angeles,Investor,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"LONG BEACH, California
(33.767168, -118.193723)"
