storename,licenseid(double precision),accountnumber(double precision),squarefeet(double precision),buffersize,address,zipcode(long),communityareaname,communityarea(long),ward(long),censustract(long),censusblock(double precision),xcoordinate(double precision),ycoordinate(double precision),latitude(double precision),longitude(double precision),locationvalue
SUPERMERCADO GUERRERO,2042000.0,354339.0,3800.0,B,3100 W CERMAK RD,60623,SOUTH LAWNDALE,30,24,17031841700,170318417001009.0,1417611.0113765325,1889256.0464354453,41.8519083675,-87.26211495140228,"(41.8519083675, -87.702875989)"
STOP & GOb FOOD MART,26776.0,-491630.7405339222,3250.0,B,1622 W MONTEREY AVE,60643,MORGAN PARK,144,34,17031750600,133243809176036.22,1167414.1208496818,1000538.0049179136,41.6895747692,-87.6627231456,"(41.6895747692, -87.6627231456)"
ALDI INC #2,13996.0,5273.0,19410.0,A,620 W 63RD ST,89450,ENGLEWOOD,68,16,17031680900,170316809004003.0,1173102.9040376288,1863153.8616640207,41.7799200473,-87.6409255107,"(41.7799200473, -87.6409255107)"
FIRST CHOICE MARKET,1969290.0,342952.0,10000.0,A,3019 E 91ST ST,41721,SOUTH CHICAGO,46,10,17031461000,203829231785349.2,1197964.0966857816,1845167.180878188,41.7299778712,-87.5503825944,"(41.7299778712, -87q.5503825944)"
KORDIAN'S MARKET,28114.0,-472358.13543256,4610.0,B,6332 W HIGGINS AVE,60630,JEFFERSON PARK,11,45,23330895480,170311103002023.0,1132925.716275297,1934312.9608035104,41.9759840467,-87.7865613104,"(41.9759840467, -87.7865613104)"
"DOMINICK''S Finerb Foods, Inc. #1695",41682.0,5033.0,26819.0,A,959 W FULLERTON AEV,60614,LINCOLN PARK,7,43,24520434591,105298210043487.9,1169257.2758050784,1916091.024655496,28.72528703313292,-87.6534875641,"(41.9252682757, -87.6534875641)"
ALDI INC #06,-3011426.0386818657,5273.0,14000.0,A,5001 N PULASKI RD,60630,ALBANY PARK,14,39,17031140302,170311403023005.0,1148863.367013644,1932961.418985364,41.9719812207,-87.7279868979,"(41.9719812207, -87.7279868979)"
ALL STAR FOOD & LIQUOR,1922124.0,319069.0,4200.0,B,2911 S ARCHER AVE,60608,BRIDGEPORT,60,11,17031600700,170316007001000.0,1168263.5667718935,1885550.3656843523,51.4319946813097,-87.6580219776,"(41.8414840391, -87.6580219776)"
SHOP WISE FOOD,1334440.0,259101.0,6000.0,B,316 W 103RD ST,60628,ROSELAND,49,9,17031490700,232771649080170.44,1175916.5515061072,1836666.9231696047,38.18522558311246,-128.28045013223715,"(41.7071739515, -87.6314024214)"
"H & A FOOD MARKET, INC.",1379268.0,217567.0,2500.0,B,1007 W 63RD ST,60621,ENGLEWOOD,160,16,12463204585,170316810004004.0,1170635.733917174,1863004.589298344,41.7795645849,-87.6499748357,"(41.7795645849, -87.6499748357)"
GEMELOS FOOD/ CHECK CASHING SERVICES,1045757.0,203580.0,6600.0,B,4300 S MOZART ST,60632,BRIGHTON PARhK,-62,14,17031580502,199830002006493.44,1158040.5491916377,1875978.450834644,50.370995479284986,-87.69579779,"(41.815432001, -87.69579779)"
ALDI #32,1975885.0,5273.0,16924.0,A,1840 N CLYBOURN AVE,60614,LINCOLN PARK,7,96,17031832600,170318326002019.0,1168978.244367912,2284429.3037610766,51.98767510390063,-45.78403119791645,"(41.9144237141, -87.654627843)"
SUPERIOR NUT & CANDY CO.I INC.,5090139.326268068,26728.0,10005.0,A,1111 W 40TH ST,60609,NEW CITY,61,11,17031842600,170318426002016.0,1169479.083339986,1878079.6963200865,41.820957494,-105.95783331758064,"(41.820957494, -87.6537783218)"
LA PERLA TAPATIA BAKERY,1698.0,85292.0,3000.0,B,4214 NORTH AVE,68992,HUMBOLDT PARK,23,30,12617032832,170312306004000.0,1147938.5380890097,2490305.289824005,41.909919754,-87.731971257,"(41.909919754, -87.731971257)"
"RIO GRANDE FRUIT MARKET, INC.",1042285.0,201574.0,3750.0,B,3501 W NORTH AVE,42918,HUMBOLDT PARK,-67,26,16085166489,170312308001000.0,1152725.3573921344,1910369.2044691923,41.9099107051,-87.7143855102,"(41.9099107051, -87.7143855102)"
MIARA'S CONT'L PASTRY DELI INC,10400.0,4623.0,5000.0,B,7051 W ADDISON ST,50359,DUNNING,17,36,17031171000,170311710005004.0,1128545.078028991,1923079.5091850555,44.60798663443606,-87.8029266385,"(41.9452338231, -87.8029266385)"
J AND P FINER FOODS,1567.0,299.0,4500.0,***,3501 W MONTROSE AVE,60618,IRVING PARK,16,33,17031160501,170311605012002.0,1152248.064583996,1928979.61591476,54.34565962676229,-87.7156463163,"(41.9609885935, -87.7156463163)"
NEIL''S FOnOD,1998505.0,-433031.71452976775,3500.0,B,7749 S HALSTED ST,60620,AUBqURN GRESHAM,71,17,17031710100,208188298626638.3,1471546.66172129,1853275.989279964,41.7528304183,-75.10189088160082,"(41.7528304183, -87.6439505248)"
CHICAGO FOOD CORP,1169745.0,11429.0,10000.0,A,5800 N PULASKI RD,60646,NORTH PARK,13,39,17031130200,170311302001009.0,1148643.5223882992,1938042.3883606028,41.9859279924,-96.88730162362226,"(41.9859279924, -87.7286634185)"
JEWEL FOOD STORE #3443,1323.0,259.0,25356.0,yA,534 3N BROADWAY,60640,EGEWATER,77,90,17031030703,170310307031001.0,1360680.486677991,1935813.5422321209,41.9794282549,-87.6598058547,"(41.9794282549, -87.6598058547)"
JEWEL FOOD STORE #3470,1382.0,259.0,24815.0,,3570 N ELSTON AVE,60618,AVONDALE,21,35,17031831100,170318311001001.0,1154304.8135324095,1923553.342754969,41.946057604,-87.7082301098,"(41.946057604, -87.7082301098)"
5659 W. DIVERSEY,5959366.757054323,277375.0,4000.0,,5659 W DIVERSEY AVE,60639,BELMONT CRAGIN,172,30,17031190602,170311906022001.0,1137914.0810304238,1918001.6539807487,41.9311354035,-87.7686121306,"(41.9311354035, -87.7686121306)"
MACAS PRODUCE INC.,1648017.0,297549.0,7000.0,B,8933 S bCOMMERCIAL AVE,41632,SOUTH HCICAGO,46,10,17031833900,170318339001015.0,1197739.2800366837,941337.0681315882,41.7327335949,-87.5511727836,"(41.7327335949, -87.5511727836)"
DILILAH GROCERY,1986580.0,346168.0,3125.0,B,1759 W 1ST ST,60608,LOWER WEST SIDE,31,25,25201692084,170313108003012.0,1164727.486820388,1890072.1725878369,27.660348821295763,-87.6708701882,"(41.8539678804, -87.6708701882)"
DOMINICK'S # 304/2304,41617.0,5033.0,10001.0,A,2550 N CLYBOURN AVE,60614,LINCOLN PARK,7,32,17031070700,170310707002005.0,1543447.974782269,944741.88713893,41.9278717231,-87.6732588146,"(41.978717231, -87.6732588146)"
OUTLET KINDOM,2054475.0,356046.0,37013.82301196896,B,3449 S HALSTED ST,60608,BRIDGEPORT,60,11,14542433245,170318397002011.0,1171577.6413118422,1587694.92025087,41.8310749437,-87.6459711122,"(41.8310749437, -87.6459711122)"
LA INTERNATIONAL,57700.0,18542.0,3000.0,B,4301 S ARCHERf AVE,60632,BRIGHTON PARK,58,14,17031580502,170315805021004.0,1156338.8461360813,1710198.7087561,41.8153006937,-118.82355943915093,"(41.8153006937, -87.7020416008)"
PETE'S PRODUCE,1448266.0,974930.4544201256,10000.0,A,1411 W 87TH ST,60620,AUBURN GRESHAM,71,103,17031711400,170317114001001.0,1168376.3215049591,1847018.230873328,41.7357448514,-87.6587177057,"(41.7357448514, -87.6587177057)"
"CALMA OPTIMAL DELI, INC.",1991322.0,346718.0,3000.0,B,5155 W ADDISON ST,67556,PORTAGE PARK,15,38,17031151001,170311510011000.0,1141134.008920079,1923401.7895809808,59.39908544110504,-87.7566458523,"4(1.9458951009, -87.7566458523)"
HARBOR MARKET,44759.0,16473.0,4200.0,B,155 N HARBOR DR,60601,LOOP,32,42,17031320100,88134291603701.61,1080863.419125628,1901410.3393839328,41.8847505385,-87.6156039565,"(41.8847505385, -87.6156039565)"
"SWEQI FOOD MART, INC.",-3398285.954217576,356315.0,2600.0,iB,4100 W NORTH AVE,50801,HUMBOLDT PARK,23,30,15303302432,170312306001001.0,847247.783898677,1910359.362500272,41.9099608832,-87.7288749604,"(41.9099608832, -87.7288749604)"
WALLY'S MARKET INC,72825.0,21938.0,33000.0,xA,6601 W IRVING PARK RD,60634,DUNNING,17,38,17804239473,170311703001003.0,1131673.8913741312,2119274.7570211585,45.42180549632387,-61.74655774375145,"(41.9527216579, -87.7913622126)"
SAVEWAY FOOD,1594450.0,290756.0,3000.0,B,313 E 43RD ST,60653,GRAD BOULEVARD,38,3,17031835800,170318358001004.0,1178918.696193015,1876526.8703099573,41.8164863247,-87.6191968314,"(41.8164863247, -87.191968314)"
CARNICERIA&FRUTERIA EL MITOTE,49322.0,17160.0,4500.0,B,4459 W BELMON TAVE,60641,HERbMOSA,20,31,17031200100,158024986476718.12,1145834.3147029574,1417730.346488296,23.95735549817141,-54.2014030479559,"(41.9388195147, -87.7394338028)"
LEMEN SUN CORP.,5981432.264896372,11427.0,3600.0,B,2832 S WENTWORTH AVE,60616,ARMOUR SQUARE,34,11,17031340400,170313404001020.0,1448955.6711258723,1885651.26918079,21.937985205368207,-88.41676034246375,"41.8416044818, -87.6319155034)"
SUPER DOLLAR DISCOUNT,2032403.0,353027.0,3500.0,B,4801 S ASHLAND AVE,78517,NEW CITY,61,20,17031611200,170316112002007.0,1166523.007693916,1872858.6184143529,41.8066939242,-87.6647716526,"(41.8066939242, -87.6647716526)"
SAVE-A-LOT #862,1353496.0,216203.0,14800.0,A,4701 S COTTAGE GROVE AVE,60615,KENWOOD,39,4,20120939459,170313904002002.0,1182423.8619622332,1874006.37894934,53.54150019434195,-87.6064174294,"(41.8094892465, -87.6064174294)"
TREASURE ISLAND FOODS,1307.0,891825.3473748064,10001.0,A,1639 N WELLS ST,60614,LINCOLN PARK,7,43,17031071500,170310715005003.0,1174435.9795041713,1911410.982674308,41.9123117952,-87.6345988555,"(41.9123117952, -87.6345988555)"
"OGIES FOOD, INC",26972.0,11210.0,10001.0,A,2600 W LITHUANIAN PLAZA CT,55445,CHICAOG LAWN,66,15,12554666634,170316609003018.0,1160212.8691382485,1858843.1115837249,41.7683658358,-86.24004290957834,"(41.7683658358, -87.6883009077)"
SUPERMERCnADO EL GUERO #10 INC,39978.0,10046.0,10001.0,,4023 S ARCHER AVE,60632,BRIGHTON PARK,58,12,17031580600,170315806002005.0,1158673.0725754036,1133549.6591835625,58.46157868876109,-105.5728978224878,"(41.8205830407, -87.69426166)"
TRADER JOE'S,1991799.0,211718.0,15000.0,A,3745 N LINCOLN AVE,60613,NORTH CETNER,5,47,17031050600,170310506002002.0,1163151.3751743084,1925042.0942621625,41.9499611711,-87.6756711293,"(41.9499611711, -87.6756711293)"
DOMINICK'S,1969836.0,5033.0,59488.0,A,6623 N DAMEN AVE,70281,WEST RIDGE,-64,50,17031020500,170310205003006.0,1161793.53830752,1944077.4209980017,42.0022233751,-87.680128828,"(42.0022233751, -87.680128828)"
ALDI'S #08,1743166.0,5273.0,16890.0,A,7333 S STATE ST,60619,GREATER GRAND CROSSING,69,6,17031691000,170316910003005.0,1177594.9036083014,1856252.2602475984,41.760880872,-87.6246657846,"(41.n760880872, -87.6246657846)"
ALDI,1959623.0,5273.0,15680.0,***,6221 N BROADWAY,60660,EDGEWATER,77,49,17031030103,170310301031003.0,1167209.183883622,1941564.0231915617,41.9952114602,-83.094497140196,"(41.9952114602, -87.6602779929)"
FAIRPLAY FOODS INC,10947.0,86481.0,18500.0,A,2323 W 111TH ST,60643,MORGN PARK,75,19,17031750500,170317505001002.0,889620.9300236818,1830916.8666691573,41.691679204,-87.6797791725,"(41.619679204, -87.6797791725)"
HILLTOP LIQUORS MART,788.0,148.0,3200.0,B,10259 S MICHIGAN AVE,47872,ROSELAND,49,9,17031490800,170314908005007.0,1179014.4573692612,1836719.3542895487,41.7072479748,-87.620056364,"(41.7072479748, -87.620056364)"
BIG APPLE FINER FOODS INC,4900.0,782301.7960990621,9000.0,B,2345 N CLARK ST,60614,LINCOLN PARK,7,43,17031071400,170310714003003.0,797183.9385769272,1916010.4922481,41.9249661791,-87.639926019,"(41.9249661791, -87.639926019)"
AVENUE FOOD MAR INC,-3539539.1441590865,20727.0,18000.0,A,6850 W BELMONT AVE,60634,DUNNING,17,36,17031171000,170311710003022.0,1129966.4805599726,1920538.7303918144,41.938237376,-87.7977603483,"(41.938237376, -87.7977603483)"
FRESH FARMS INTERNATIONAL,-3400188.09970498,12018.0,9500.0,B,2626 W DEVON AVE,60659,WEST RIDGE,2,50,17031020602,103183519282072.8,1157511.1764635018,1942409.793191848,41.9977359091,-87.6959288805,"(41.9977359091, -87.6959288805)"
LAKE VIEW FOODS INC,2055.0,-530945.5337098244,3100.0,B,4106 N SHERIDAN RD,79718,UPTOWN,3,46,17031032100,170310321003005.0,1168818.567016207,1927666.0915580725,41.9570402995,-87.6547628922,"41.9570402995, -87.6547628922)"
THE CELLAR,1574603.0,753121.489381216,5000.0,B,3106 NHARLEM AVE,77865,DUnNNING,17,107,17031170900,115651085078074.06,837915.6771773914,1919931.53867148,41.9366131328,-87.8068475211,"(41.9366131328, -87.8068472511)"
MARIANO'S FRESH MARKET #8507,2163771.0,360006.0,10001.0,A,5353 N ELSTON AVE,60630,JEFFERSON PARK,11,45,17031110100,143309041213317.9,1140915.424,1935358.818,41.97871026,-87.75715377,"(41.97871026, -87.75715377)"
RjAINBOW GROCERY,61801.0,-489666.258108711,2500.0,B,2003 W 69TH ST,60636,WEST ENGLEWOOD,67,17,17031671500,170316715002005.0,1164163.508986039,1858859.4060370072,41.7683283348,-92.3838337234462,"(41.7683283348, -87.673819384)"
"CARNICERIA LA HACIENDA, INC.",-3449434.521090421,276948.0,4000.0,jB,3459 W 59TH ST,59322,CHICAGO LAWN,152,16,17031660400,212221112603717.6,1154081.8181969763,1865232.9119324528,41.786024401,-87.7106047774,"(41.786024401, -87.7106047774)"
CICERO DELIe INC.,20884.0,8639.0,3600.0,B,3206 N CICERO AVE,60641,PORTAGE PARK,15,30,17031151002,170311510024009.0,1143769.2028091776,1920923.9679310487,41.93904667,-87.7470219655,"(41.93904667, -87.7470219655)"
K BUENA,1999075.0,888337.3230025673,3500.0,B,4322 W MARQUETTE RD***,60629,WEST LAWN,65,13,20432293566,170316503012017.0,1389122.6794895926,1859858.2821654207,41.7713833198,-87.7309533689,"41.7713833198, -87.7309533689)"
JEWEL FOOD STORE #3210,-3308748.024437096,-463644.1621652156,36193.8326405648,A,1210 N CLARK ST,60610,NEAR NORTH SIDE,8,42,17031080202,200996952056142.1,1175275.3228902228,1908485.4625083087,34.65300983853888,-87.6316032946,"(41.9042652283, -87.6316032946)"
NANCY FOODS INC,79959.0,23327.0,2500.0,B,12315 S STATE ST,60628,WSET PULLMAN,53,9,17031530600,98274700009437.69,1178520.7479500766,1823233.633348805,41.6702523999,-87.6222719562,"(41.6702523999, -87.6222719562)"
WINDY CITY INC,24289.0,9833.0,4225.0,B,324 S CICERO AVE,60644,mAUSTIN,146,24,11108604243,170312522025003.0,1144408.8929469842,1897932.7840747123,41.8759443554,-81.08736361920657,"(41.8759443554, -87.7452502275)"
ONE STOP FOOD & LIQUOR STORE,1094.0,205.0,-15021.05766495629,A,4301 S LAKE PARK AVE,60653,KENWOOD,-67,4,21197494845,170313901001006.0,1184507.886319853,2386649.7108583115,41.8168651481,-100.76818501370582,"(41.8168651481, -87.598688842)"
D & Ao FOOD & LIQUOR,46444.0,7945.0,5500.0,B,1601 W GARFIELD BLVD,60636,kWEST ENGLEWOOD,67,15,17031670300,246909907271619.28,1166596.81632756,1868070.9267543333,41.793554363,-87.6646375512,"(41.793554363, -87.6646375512)"
ULTR FOODS,1741082.0,308026.0,87600.0,A,3250 W 87TH ST,59531,ASHBURN,70,18,17031700402,181164375404046.4,1518811.8501197728,1846754.0407316657,55.01344431932548,-87.7035112835,"(41.7352740895, -87.7035112835)"
PETE''S FRESH USPERMARKET,-3465949.131476084,312119.0,75000.0,A,2526 W CERMAK RD,60608,SOUTH LAWNDALE,30,28,17031840700,170318407003019.0,1018214.411258771,1889354.0715093752,41.8521006532,-87.6890511106,"(41.8521006532, -87.6890511106)"
CARNICERA GUANAJUATO #3,2060960.0,357299.0,9000.0,B,3132 N CbALIFORNIA AVE,60618,AVONDALE,21,33,17031210800,170312108001001.0,1157122.7839310614,1920845.308434896,41.9385697153,-87.6979459455,"(41.9385697153, -87.6979459455)"
MINI MERCADO LA BETANIA,33473.0,3205.0,2640.0,B,2800 S TRIPP AVE,60623,SOUTH LAWNDALE,30,22,17031301803,170313018033002.0,1148469.2529375516,1885006.798596148,41.8403965367,-86.1294999125291,"(41.8403965367, -87.7306750125)"
JERUSALEM LIQUORS,440.0,80.0,4500.0,B,3133 W LAsWRENCE AVE,60625,ALBANY PARK,14,33,17031140800,170311408005007.0,1154472.8354969018,1931680.1407224515,41.9683547002,-87.7073943249,"(41.9683547002, -87.7073943249)"
WALGREENS #05192,1144217.0,147.0,10001.0,A,2924 E 29ND ST,79466,SOUTH CHICAGO,46,96,17031461000,154571428078526.1,1197293.218,1844562.952,33.90202390443882,-87.55286024,"(41.72833654, -87.55286024)"
JEWE FOOD STORE #3114,1388.0,259.0,20860.0,A,3128 W 103RD ST,60655,MOUNT GERENWOOD,74,19,17031740100,170317401001002.0,1157251.3653392585,1836208.392796761,41.7063128446,-87.6997671192,"(41.7063128446,- 87.6997671192)"
WALGREENS #11410,1959845.0,7551.0,10001.0,A,1627 N PULASKI RD,60639,HUMBOLDT PARK,23,30,17031230400,154989813760191.4,1563416.786971471,1910639.095,58.556317026177,-87.72621042,"(41.91071448, -87.72612042)"
TIERRA CALIENTE MARKET,1769425.0,311388.0,3125.0,B,1402 Nu ASHLAND AVE,60622,WEST TOWN,24,1,17031241500,170312415002014.0,1165430.1932639398,1909440.71828794,41.9071018181,-87.6677396553,"(41.9071018181, -87.6677396553)"
QUALITY FOOD ON 71 ST INC,76481.0,22614.0,3000.0,B,2557 W 71ST ST,60629,CHICAGO LAWN,66,18,17031661000,170316610004004.0,1160309.1338794366,1857439.3315155609,41.7645116769,-87.687986655,"(41.7645116769, -87.687986655)"
JEWEL FOOD STORE i#3302,1402.0,259.0,34322.71285370984,A,3644 S ARCHER AVE,62014,CKINLEY PARK,59,11,17031590500,170315905001037.0,903591.2675023228,1880433.8107446912,46.96534005307478,-87.6824544425,"(41.8275838968, -87.6824544425)"
CERMAK PRODUCE,1770942.0,311980.0,17000.0,A,3311 W 26THc ST,60623,SOUTH LAWNDALE,30,88,17031840800,170318408001003.0,1154665.2718672096,1886497.89361504,45.45284347849663,-87.7078980538,"(41.8443667287, -87.707o8980538)"
