OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,LIC_or_DAC,Shape__Area,Shape__Length
3126,06,073,001200,06073001200,12,Census Tract 12,G5020,S,685807,0,LIC,972443.27734375,4126.19319868667
3127,06,073,001300,06073001300,13,Census Tract 13,G5020,S,785333,6598,LIC,1122755.03125,4286.35547375654
3128,06,073,013905,06073013905,139.05,Census Tract 139.05,G5020,S,2202814,0,LIC,3120980.45703125,8256.72586415741
3129,06,073,013907,06073013907,139.07,Census Tract 139.07,G5020,S,1340013,0,LIC,1898468.1484375,5882.28810954981
3130,06,073,013908,06073013908,139.08,Census Tract 139.08,G5020,S,1128932,0,LIC,1599093.7578125,5492.37459959578
3131,06,073,013909,06073013909,139.09,Census Tract 139.09,G5020,S,1081966,0,LIC,1532585.30859375,5747.36142333164
3132,06,073,014001,06073014001,140.01,Census Tract 140.01,G5020,S,1861268,0,LIC,2637934.8359375,7899.37649264656
3133,06,001,403400,06001403400,4034,Census Tract 4034,G5020,S,664234,602434,LIC,2032458.40625,6735.15266348434
3134,06,073,019206,06073019206,192.06,Census Tract 192.06,G5020,S,1445422,0,LIC,2070696.8046875,6524.7722160625
3135,06,073,019404,06073019404,194.04,Census Tract 194.04,G5020,S,1117477,0,LIC,1600914.12109375,6124.71133407014
3136,06,073,019405,06073019405,194.05,Census Tract 194.05,G5020,S,1111877,0,LIC,1592168.2578125,5986.14093924483
3137,06,073,019406,06073019406,194.06,Census Tract 194.06,G5020,S,1991453,0,LIC,2851875.2109375,7459.79310489614
3138,06,001,403600,06001403600,4036,Census Tract 4036,G5020,S,391491,0,LIC,628327.15234375,4164.82917223361
3139,06,001,435300,06001435300,4353,Census Tract 4353,G5020,S,1288755,0,LIC,2061055.28125,8572.10758688807
3140,06,001,409800,06001409800,4098,Census Tract 4098,G5020,S,1790024,0,LIC,2868818.6171875,9402.57979772224
3141,06,001,440306,06001440306,4403.06,Census Tract 4403.06,G5020,S,674884,0,LIC,1076552.94140625,4244.04456247289
3142,06,037,301203,06037301203,3012.03,Census Tract 3012.03,G5020,S,547434,0,LIC,801622.9375,3876.90143745031
3143,06,037,127910,06037127910,1279.10,Census Tract 1279.10,G5020,S,649785,0,Both,952197.8671875,3904.00585044824
3144,06,037,123205,06037123205,1232.05,Census Tract 1232.05,G5020,S,757734,0,Both,1110303.62109375,4256.15404088809
3145,06,037,910402,06037910402,9104.02,Census Tract 9104.02,G5020,S,1144854,0,Both,1693071.26171875,5356.26739533055
3146,06,037,575101,06037575101,5751.01,Census Tract 5751.01,G5020,S,421541,0,Both,611854.015625,3755.00507629876
3147,06,037,900102,06037900102,9001.02,Census Tract 9001.02,G5020,S,440603814,59771,LIC,653328878.125,119381.761517859
3148,06,037,293201,06037293201,2932.01,Census Tract 2932.01,G5020,S,1066349,4455,Both,1555793.5078125,5145.8013285943
3149,06,001,435700,06001435700,4357,Census Tract 4357,G5020,S,1330960,0,LIC,2128432.44921875,9191.27217565561
3150,06,037,310800,06037310800,3108,Census Tract 3108,G5020,S,2136454,8521,Both,3141543.5625,8680.2510567413
3151,06,037,311802,06037311802,3118.02,Census Tract 3118.02,G5020,S,811569,12345,Both,1206643.12109375,4607.88887847593
3152,06,037,320000,06037320000,3200,Census Tract 3200,G5020,S,1310258,37204,DAC,1971843.95703125,7126.47597893445
3153,06,001,433700,06001433700,4337,Census Tract 4337,G5020,S,1311723,0,LIC,2098159.859375,10180.6436468725
3154,06,001,437500,06001437500,4375,Census Tract 4375,G5020,S,633556,0,LIC,1012223.25390625,4393.26267970598
3155,06,001,441100,06001441100,4411,Census Tract 4411,G5020,S,15151115,0,LIC,24168860.625,24086.5853675419
3156,06,001,440301,06001440301,4403.01,Census Tract 4403.01,G5020,S,4286107,0,DAC,6840037.28125,14989.4503200391
3157,06,001,430500,06001430500,4305,Census Tract 4305,G5020,S,2607355,0,LIC,4172530.65234375,12911.5068847376
3158,06,001,422000,06001422000,4220,Census Tract 4220,G5020,S,4519579,5864363,DAC,16688533.796875,19065.4166324153
3159,06,001,431100,06001431100,4311,Census Tract 4311,G5020,S,982922,0,LIC,1572256.5703125,6355.02370251646
3160,06,075,980501,06075980501,9805.01,Census Tract 9805.01,G5020,S,1577313,9769,LIC,2540676.890625,8958.55603194659
3161,06,001,422800,06001422800,4228,Census Tract 4228,G5020,S,408571,0,LIC,656678.96484375,3585.10463808665
3162,06,017,031402,06017031402,314.02,Census Tract 314.02,G5020,S,788931824,156657,LIC,1293988053.48047,204892.737531238
3163,06,027,000800,06027000800,8,Census Tract 8,G5020,S,17701681099,83429320,LIC,27404749309.5352,969231.525395642
3164,06,017,031502,06017031502,315.02,Census Tract 315.02,G5020,S,26421766,55829,LIC,43529155.375,43478.0361713488
3165,06,111,005502,06111005502,55.02,Census Tract 55.02,G5020,S,1736066,24048,LIC,2580689.48828125,8306.80050861668
3166,06,111,005503,06111005503,55.03,Census Tract 55.03,G5020,S,1443282,0,LIC,2116477.9453125,6372.98681003128
3167,06,079,010902,06079010902,109.02,Census Tract 109.02,G5020,S,1216973,0,LIC,1830840.59375,7163.58003214874
3168,06,079,011101,06079011101,111.01,Census Tract 111.01,G5020,S,1621115,0,LIC,2438097.50390625,9455.11892216272
3169,06,001,400900,06001400900,4009,Census Tract 4009,G5020,S,420878,0,Both,675958.81640625,3609.98820296815
3170,06,001,400700,06001400700,4007,Census Tract 4007,G5020,S,880304,0,LIC,1413923.75390625,5406.95321038992
3171,06,001,400800,06001400800,4008,Census Tract 4008,G5020,S,696238,0,LIC,1118392.2265625,4972.79502796236
3172,06,017,031504,06017031504,315.04,Census Tract 315.04,G5020,S,59179158,102128,LIC,97363005.7890625,53485.6895730051
3173,06,073,014002,06073014002,140.02,Census Tract 140.02,G5020,S,2103536,0,LIC,2980511.39453125,7868.57812875893
3174,06,073,014101,06073014101,141.01,Census Tract 141.01,G5020,S,1332136,0,LIC,1887473.65234375,8034.66923879638
3175,06,073,014102,06073014102,141.02,Census Tract 141.02,G5020,S,1181016,0,LIC,1673059.3359375,8070.703729708
3176,06,073,014200,06073014200,142,Census Tract 142,G5020,S,2256110,0,LIC,3196859.46875,8062.5639640144
3177,06,073,014601,06073014601,146.01,Census Tract 146.01,G5020,S,1454501,0,LIC,2062522.91796875,8615.71578756127
3178,06,073,015704,06073015704,157.04,Census Tract 157.04,G5020,S,942669,0,LIC,1337630.6015625,5162.14904973641
3179,06,073,019501,06073019501,195.01,Census Tract 195.01,G5020,S,778284,0,LIC,1114774.63671875,4860.31188475063
3180,06,001,410300,06001410300,4103,Census Tract 4103,G5020,S,578329,0,LIC,926526.68359375,3959.22133598223
3181,06,073,001600,06073001600,16,Census Tract 16,G5020,S,688177,0,LIC,975666.1171875,4110.12763608596
3182,06,073,001700,06073001700,17,Census Tract 17,G5020,S,634347,0,LIC,899477.6640625,3958.36021725957
3183,06,073,019502,06073019502,195.02,Census Tract 195.02,G5020,S,767477,0,LIC,1099279.19921875,4593.05413956765
3184,06,073,019805,06073019805,198.05,Census Tract 198.05,G5020,S,1453493,0,LIC,2080585.46484375,6857.89489544747
3185,06,001,423200,06001423200,4232,Census Tract 4232,G5020,S,456778,0,LIC,734109.7890625,3579.20087584012
3186,06,085,512026,06085512026,5120.26,Census Tract 5120.26,G5020,S,2206486,0,LIC,3489424.265625,7995.32409606955
3187,06,001,406000,06001406000,4060,Census Tract 4060,G5020,S,2113988,467979,Both,4140948.91796875,12701.397686002
3188,06,001,407500,06001407500,4075,Census Tract 4075,G5020,S,494502,0,Both,792716.07421875,4008.92539850339
3189,06,001,408300,06001408300,4083,Census Tract 4083,G5020,S,1521670,0,LIC,2439439.328125,8666.88353253801
3190,06,085,513500,06085513500,5135,Census Tract 5135,G5020,S,1529069886,9836798,LIC,2432534039.35938,330864.225390767
3191,06,001,401800,06001401800,4018,Census Tract 4018,G5020,S,298634,0,Both,479239.7265625,2886.43428659452
3192,06,041,101200,06041101200,1012,Census Tract 1012,G5020,S,10584663,10778,LIC,17137723.34375,18187.5165483542
3193,06,041,117000,06041117000,1170,Census Tract 1170,G5020,S,2773111,0,LIC,4470082.84765625,12656.7369960637
3194,06,041,110100,06041110100,1101,Census Tract 1101,G5020,S,6774373,195807,LIC,11237884.3671875,17009.2303176594
3195,06,041,133000,06041133000,1330,Census Tract 1330,G5020,S,507807117,24322392,LIC,862338939.519531,203051.800768642
3196,06,041,114100,06041114100,1141,Census Tract 1141,G5020,S,7821698,0,LIC,12608657.9609375,28403.4204753538
3197,06,041,114200,06041114200,1142,Census Tract 1142,G5020,S,4486247,0,LIC,7237085.9609375,18113.9842405576
3198,06,041,126200,06041126200,1262,Census Tract 1262,G5020,S,3423411,429421,LIC,6198162.02734375,12750.6679309551
3199,06,041,104101,06041104101,1041.01,Census Tract 1041.01,G5020,S,5967515,0,LIC,9646559.2265625,17749.3837314336
3200,06,041,113000,06041113000,1130,Census Tract 1130,G5020,S,25374579,0,LIC,40945737.9453125,45856.2566140449
3201,06,073,020307,06073020307,203.07,Census Tract 203.07,G5020,S,22115149,0,LIC,31594811.8554688,37813.5526942323
3202,06,073,019207,06073019207,192.07,Census Tract 192.07,G5020,S,24236915,0,LIC,34735669.3789063,28656.7444435085
3203,06,073,019205,06073019205,192.05,Census Tract 192.05,G5020,S,1945689,0,LIC,2787887.21484375,7622.84108757612
3204,06,073,020903,06073020903,209.03,Census Tract 209.03,G5020,S,1279131702,15095662,LIC,1855947611.57031,284530.404597508
3205,06,073,014300,06073014300,143,Census Tract 143,G5020,S,1154690,0,Both,1636543.015625,7168.52533470039
3206,06,073,014500,06073014500,145,Census Tract 145,G5020,S,1172821,0,LIC,1662681.47265625,6618.12780316483
3207,06,073,014700,06073014700,147,Census Tract 147,G5020,S,2501782,0,LIC,3547687.4375,8239.21630321245
3208,06,073,014804,06073014804,148.04,Census Tract 148.04,G5020,S,1275876,0,LIC,1810265.6171875,8234.39686125656
3209,06,073,020306,06073020306,203.06,Census Tract 203.06,G5020,S,20589945,0,LIC,29427268.4453125,27973.8205413182
3210,06,073,006802,06073006802,68.02,Census Tract 68.02,G5020,S,1016043,0,LIC,1440445.671875,7553.56107808365
3211,06,037,533403,06037533403,5334.03,Census Tract 5334.03,G5020,S,473271,0,Both,690135.37890625,4576.91663045004
3212,06,023,011000,06023011000,110,Census Tract 110,G5020,S,7214402,0,LIC,12513399.7148438,18915.915043318
3213,06,001,401000,06001401000,4010,Census Tract 4010,G5020,S,1144333,0,Both,1837483.73046875,5741.48989536565
3214,06,073,018803,06073018803,188.03,Census Tract 188.03,G5020,S,47527131,1268781,LIC,70013617.9453125,40084.6433672622
3215,06,073,016802,06073016802,168.02,Census Tract 168.02,G5020,S,29801516,1381293,LIC,44324768.2070313,33038.8136614507
3216,06,073,020904,06073020904,209.04,Census Tract 209.04,G5020,S,149606531,91185,LIC,213666753.890625,102116.798071811
3217,06,073,016806,06073016806,168.06,Census Tract 168.06,G5020,S,1526320,0,LIC,2167626.30078125,8083.6410190878
3218,06,073,019602,06073019602,196.02,Census Tract 196.02,G5020,S,4417738,0,LIC,6325858.015625,13483.5592485945
3219,06,073,019203,06073019203,192.03,Census Tract 192.03,G5020,S,3806917,0,LIC,5456446.59375,10293.6394989122
3220,06,073,019107,06073019107,191.07,Census Tract 191.07,G5020,S,102088782,0,LIC,146236805.074219,58195.596201717
3221,06,073,018513,06073018513,185.13,Census Tract 185.13,G5020,S,8713893,0,LIC,12482817.4804688,17048.0448602834
3222,06,073,005000,06073005000,50,Census Tract 50,G5020,S,1459893,0,Both,2067138.08203125,10355.5124532871
3223,06,073,014803,06073014803,148.03,Census Tract 148.03,G5020,S,1876626,0,LIC,2662185.56640625,8020.13234242303
3224,06,073,003003,06073003003,30.03,Census Tract 30.03,G5020,S,3273244,0,LIC,4637874.296875,12306.7697931573
3225,06,073,015802,06073015802,158.02,Census Tract 158.02,G5020,S,942698,0,LIC,1337680.75390625,4705.23985093407
3226,06,073,013702,06073013702,137.02,Census Tract 137.02,G5020,S,2456814,0,LIC,3482274.265625,9830.1148656676
3227,06,073,016811,06073016811,168.11,Census Tract 168.11,G5020,S,3288216,0,LIC,4671716.375,10675.3197623655
3228,06,073,018700,06073018700,187,Census Tract 187,G5020,S,548507744,10713937,LIC,803786057.625,136405.437112901
3229,06,073,019701,06073019701,197.01,Census Tract 197.01,G5020,S,3021731,0,LIC,4326055.1015625,8999.45024283693
3230,06,001,436500,06001436500,4365,Census Tract 4365,G5020,S,1966827,0,LIC,3143605.96875,10139.1329725096
3231,06,001,430800,06001430800,4308,Census Tract 4308,G5020,S,1806092,0,LIC,2889831.3125,7243.93922303642
3232,06,073,006801,06073006801,68.01,Census Tract 68.01,G5020,S,672660,0,LIC,953721.734375,4617.94190509986
3233,06,073,009802,06073009802,98.02,Census Tract 98.02,G5020,S,1979717,0,LIC,2809558.10546875,7030.82516883245
3234,06,073,013906,06073013906,139.06,Census Tract 139.06,G5020,S,1797626,0,LIC,2547162.453125,9055.74465071409
3235,06,073,002301,06073002301,23.01,Census Tract 23.01,G5020,S,423325,0,LIC,600242.9375,3719.25592866352
3236,06,073,002302,06073002302,23.02,Census Tract 23.02,G5020,S,528824,0,LIC,749753.4921875,3519.70348665024
3237,06,073,002401,06073002401,24.01,Census Tract 24.01,G5020,S,654341,0,LIC,927592.33984375,4039.54220049975
3238,06,073,002402,06073002402,24.02,Census Tract 24.02,G5020,S,502870,0,Both,712862.48828125,3573.77209629043
3239,06,073,002501,06073002501,25.01,Census Tract 25.01,G5020,S,1256392,0,Both,1780778.94921875,6400.35210059372
3240,06,073,002705,06073002705,27.05,Census Tract 27.05,G5020,S,1227308,0,LIC,1739321.1171875,6366.46869995892
3241,06,073,002707,06073002707,27.07,Census Tract 27.07,G5020,S,383554,0,LIC,543797.20703125,3108.17817893124
3242,06,073,002708,06073002708,27.08,Census Tract 27.08,G5020,S,639827,0,LIC,907140.6328125,3933.00913765472
3243,06,073,002709,06073002709,27.09,Census Tract 27.09,G5020,S,620822,0,LIC,880017.81640625,4738.356689703
3244,06,001,401100,06001401100,4011,Census Tract 4011,G5020,S,882993,0,LIC,1417809.2265625,5452.75601570565
3245,06,037,300502,06037300502,3005.02,Census Tract 3005.02,G5020,S,1655056,0,LIC,2426089.30859375,7914.36194598387
3246,06,037,300600,06037300600,3006,Census Tract 3006,G5020,S,2226740,36667,LIC,3317641.33984375,12198.2066896423
3247,06,073,003115,06073003115,31.15,Census Tract 31.15,G5020,S,1532911,0,LIC,2170569.390625,7655.07220544053
3248,06,001,401300,06001401300,4013,Census Tract 4013,G5020,S,858459,0,Both,1377963.8046875,5196.65505736853
3249,06,037,134305,06037134305,1343.05,Census Tract 1343.05,G5020,S,357578,0,Both,524244.7109375,2986.87722812961
3250,06,037,103200,06037103200,1032,Census Tract 1032,G5020,S,7414597,0,LIC,10884758.1054688,19468.2513824506
3251,06,037,910706,06037910706,9107.06,Census Tract 9107.06,G5020,S,20862880,137079,LIC,31033627.734375,27452.8302029786
3252,06,037,910601,06037910601,9106.01,Census Tract 9106.01,G5020,S,2654859,2250,LIC,3929502.3671875,9983.15314046991
3253,06,037,575102,06037575102,5751.02,Census Tract 5751.02,G5020,S,405960,0,Both,589190.8203125,3395.99813410241
3254,06,037,572400,06037572400,5724,Census Tract 5724,G5020,S,466515,6814,DAC,687583.73828125,4020.05503287308
3255,06,037,543201,06037543201,5432.01,Census Tract 5432.01,G5020,S,1006563,3872,Both,1469910.01171875,4910.9261800266
3256,06,037,553602,06037553602,5536.02,Census Tract 5536.02,G5020,S,603490,0,Both,878414.59765625,4064.06553320215
3257,06,073,001800,06073001800,18,Census Tract 18,G5020,S,750198,0,LIC,1063852.0703125,5090.33841080479
3258,06,085,512505,06085512505,5125.05,Census Tract 5125.05,G5020,S,2651376,0,LIC,4167352.8671875,9190.45768838275
3259,06,041,112100,06041112100,1121,Census Tract 1121,G5020,S,2925422,0,LIC,4713868.1796875,9537.87526034423
3260,06,041,132200,06041132200,1322,Census Tract 1322,G5020,S,300565611,56154575,LIC,576267791.253906,175502.33562159
3261,06,041,104102,06041104102,1041.02,Census Tract 1041.02,G5020,S,2102398,43053,LIC,3468983.01171875,11519.4520127718
3262,06,041,104200,06041104200,1042,Census Tract 1042,G5020,S,17345912,0,LIC,28025927.7617188,26336.8182330505
3263,06,041,108200,06041108200,1082,Census Tract 1082,G5020,S,4728074,0,LIC,7626367.1953125,12861.9021357159
3264,06,001,402900,06001402900,4029,Census Tract 4029,G5020,S,391798,0,LIC,628713.36328125,3742.09475875962
3265,06,037,535604,06037535604,5356.04,Census Tract 5356.04,G5020,S,442234,0,Both,644321.875,3582.32648884993
3266,06,037,532900,06037532900,5329,Census Tract 5329,G5020,S,767184,0,Both,1118499.80859375,4390.99875469412
3267,06,037,433503,06037433503,4335.03,Census Tract 4335.03,G5020,S,793210,0,Both,1158494.9296875,4901.09350653196
3268,06,037,576302,06037576302,5763.02,Census Tract 5763.02,G5020,S,323710,0,Both,469751.47265625,2909.96844524911
3269,06,037,910002,06037910002,9100.02,Census Tract 9100.02,G5020,S,72486339,233719,Both,107415649.511719,50322.3305750823
3270,06,073,010012,06073010012,100.12,Census Tract 100.12,G5020,S,629591,0,LIC,888831.109375,4094.66566580858
3271,06,073,011902,06073011902,119.02,Census Tract 119.02,G5020,S,1721467,0,LIC,2437167.0625,9106.589405522
3272,06,073,012401,06073012401,124.01,Census Tract 124.01,G5020,S,1460916,45947,LIC,2131632.84375,8891.43207492229
3273,06,073,013606,06073013606,136.06,Census Tract 136.06,G5020,S,3771093,0,LIC,5345921.53125,11104.8561530125
3274,06,073,013903,06073013903,139.03,Census Tract 139.03,G5020,S,2412281,1351430,LIC,5330106.046875,12412.5629826564
3275,06,073,014400,06073014400,144,Census Tract 144,G5020,S,1699739,0,Both,2409362.08203125,12716.5873282889
3276,06,073,015301,06073015301,153.01,Census Tract 153.01,G5020,S,653494,0,LIC,927154.00390625,3853.22655315092
3277,06,073,016605,06073016605,166.05,Census Tract 166.05,G5020,S,5878800,0,LIC,8348768.41015625,15046.3075945055
3278,06,073,016809,06073016809,168.09,Census Tract 168.09,G5020,S,5652289,0,LIC,8027389.95703125,16752.1756777361
3279,06,041,125000,06041125000,1250,Census Tract 1250,G5020,S,2480415,1377125,LIC,6203696.2109375,11538.3008483992
3280,06,085,512506,06085512506,5125.06,Census Tract 5125.06,G5020,S,2068022,0,LIC,3250327.07421875,9405.5205754135
3281,06,041,103200,06041103200,1032,Census Tract 1032,G5020,S,4677588,0,LIC,7565273.12109375,10973.8398720464
3282,06,041,105000,06041105000,1050,Census Tract 1050,G5020,S,9655389,16967,LIC,15626405.2382813,23742.5596928678
3283,06,073,015000,06073015000,150,Census Tract 150,G5020,S,3104506,869,LIC,4405812.33203125,9634.3420999483
3284,06,001,440100,06001440100,4401,Census Tract 4401,G5020,S,27678386,0,LIC,44188714.9179688,33947.1373381889
3285,06,073,015100,06073015100,151,Census Tract 151,G5020,S,2146300,0,LIC,3045369.6484375,9683.3116772865
3286,06,073,020021,06073020021,200.21,Census Tract 200.21,G5020,S,2894445,0,LIC,4140489.53125,9485.79155447052
3287,06,073,020024,06073020024,200.24,Census Tract 200.24,G5020,S,1721996,0,LIC,2463081.19921875,7634.5965580021
3288,06,073,020025,06073020025,200.25,Census Tract 200.25,G5020,S,1961213,0,LIC,2804769.10546875,7706.45417103174
3289,06,073,006500,06073006500,65,Census Tract 65,G5020,S,3717314,0,LIC,5270238.6875,14707.4175219363
3290,06,073,008305,06073008305,83.05,Census Tract 83.05,G5020,S,4457774,0,LIC,6338055.00390625,10760.7809051262
3291,06,073,004501,06073004501,45.01,Census Tract 45.01,G5020,S,327971,0,LIC,464628.78125,2914.54388203316
3292,06,073,020108,06073020108,201.08,Census Tract 201.08,G5020,S,950720,0,LIC,1359571.2109375,5289.0498141837
