OBJECTID,SITENAME,DATA_S_YR,CREAT_YR,DATA_METH,DATA_ACCU,COWARDIN,COWAR_S_YR,HGM,HGM_S_YR,POLY_S_ID,FIELD_OBS_LWI,DATA_S_TYP,HYD_BAR,HYD_DRA,HYD_FLO,WET_MGT,COV_TYP,VEG_SPEC,VEG_COND,VEG_S_YR,LSW,GOAL_5_17,SAC,DEVELOP,DSL_WD,DSL_FILE,MOSAIC,Acres,Shape__Area,Shape__Length
119,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,"PEM, POW",,U,,COX-9,Visual,2,,,,,,FRALAT/RANREP-TYPLAT,,,Y,,,,,,,2.19337517445813,17535.2265625,4322.7955609403
120,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEM,,U,,COX-17A,Onsite,2,,,,,,ALOPRA-GLYOCC,,,N,,,,,,,0.420136833215025,3359.265625,387.788359012328
121,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEM,,U,,COX-14D,Visual,2,,,,,,ELEPAL-POLPER,,,N,,,,,,,0.2663771880778,2129.6640625,1377.13390758689
122,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,COX-10,Onsite,2,,,,,,FRALAT/CRADOU/ALOGEN-HOLLAN,,,N,,,,,,,3.97230627733596,31759.0703125,1232.2223579186
123,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,"PEM, PSS, PFO",,U,,COX-6C,Visual,2,,,,,,FRALAT-POPTRI/ROSEGL-CRADOU/JUNPAT-JUNEFF,,,Y,,,,,,mosaic,6.62826074783055,52988.046875,1279.10436120327
124,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,"PEMf, PFO",,U,,COX-7f,Onsite,2,,,,,,FRALAT-LOLMUL-BECSYZ,,,N,,,,,,,6.44517580408587,51526.1015625,1724.0235448463
125,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,"PEM, PSS, PFO",,U,,COX-6B,Visual,2,,,,,,FRALAT-POPTRI/ROSEGL-CRADOU/JUNPAT-JUNEFF,,,Y,,,,,,mosaic,2.42735752064925,19404.3828125,1112.54902629425
126,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,"PEM, PSS, PFO",,U,,COX-6D,Onsite,2,,,,,,FRALAT-POPTRI/ROSEGL-CRADOU/JUNPAT-JUNEFF,,,Y,,,,,,,1.87695917634996,15005.3984375,685.240577563177
127,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,"PEM, PSS, PFO",,U,,COX-6A,Onsite,2,,,,,,FRALAT-POPTRI/ROSEGL-CRADOU/JUNPAT-JUNEFF,,,Y,,,,,,mosaic,8.64753138534393,69129.828125,1292.9242116954
128,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEM,,U,,COX-5,Onsite,2,,,,,,PHAARU-JUNEFF,,,Y,,,,,,mosaic,29.6824017644354,237280.0390625,2077.1147466161
129,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEM,,U,,COX-3,Visual,2,,,,,,SALIX/ALIPLAA-AGREXA,,,N,,,,,,,0.387354357168797,3096.484375,1314.73659278123
130,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,COX-1f,Onsite,2,,,,,,AGRTEN-LOLMUL,,,N,,,,,,,7.52100160765907,60121.5234375,1094.48843772703
131,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,COX-2f,Onsite,2,,,,,,LOLMUL,,,N,,,,,,,1.68270799709613,13451.5546875,463.343827793991
132,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,"PEMf, PEM, PSS",,U,,COX-4f,Onsite,2,,,,,,CRADOU/FESARU-AGRSTO,,,N,,,,,,,6.36799185736393,50901.4921875,1337.93189404513
133,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,COX-8f,Onsite,2,,,,,,ALOPRA-HOLLAN,,,N,,,,,,,0.283999885136412,2269.9375,382.125356254702
134,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,PER-14f,Onsite,2,,,,,,LOLMUL,,,N,,,,,,,1.50821438257892,12053.3984375,1357.06962592857
135,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,PER-16f,Onsite,2,,,,,,LOLMUL-POAPAL,,,N,,,,,,,5.83731447913346,46651.3828125,2107.43152603643
136,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,PER-13Af,Onsite,2,,,,,,LOLMUL-POAANN,,,N,,,,,,,6.07351058568438,48535.984375,1579.38722040003
137,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,PER-15f,Onsite,2,,,,,,LOLMUL-POAPAL,,,N,,,,,,,9.92146809253188,79281.6015625,1864.40925314709
138,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,PER-13Bf,Onsite,2,,,,,,LOLMUL,,,N,,,,,,,0.152062568392037,1215.140625,224.054713422439
139,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEM,,U,,PER-11C,Onsite,2,,,,,,CARMUR-TRIFOL,,,N,,,,,,,1.28904542682233,10300.703125,1206.63195588606
140,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEM,,U,,PER-11D,Visual,2,,,,,,CARMUR-TRIFOL,,,N,,,,,,,0.252442166535113,2017.2734375,194.988769082859
141,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEM,,U,,PER-11B,Visual,2,,,,,,CARMUR-TRIFOL,,,N,,,,,,,0.0844480133073566,674.84375,104.886499787008
142,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEM,,U,,PER-11A,Onsite,2,,,,,,CARMUR-TRIFOL,,,N,,,,,,,0.500019748187678,3995.4296875,672.441168260936
143,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,"PEM, POW",,U,,PER-12,Visual,2,,,,,,ELEOVA-GLYOCC,,,N,,,,,,,0.27257446741643,2178.203125,682.714645097412
144,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,PER-9f,Onsite,2,,,,,,LOLMUL-GLYOCC,,,U,,,,,,,18.2859201749672,146106.15625,2201.67873525295
145,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,PER-10f,Onsite,2,,,,,,LOLMUL,,,N,,,,,,,41.8337253353564,334249.765625,2726.27715081936
146,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,PER-8Cf,Onsite,2,,,,,,LOLMUL-RORCUR,,,N,,,,,,,0.268250064143941,2143.1484375,384.711267666769
147,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,"PEM, POW",,U,,PER-4,Visual,2,,,,,,ALNRUB-POPTRI/JUNEFF-ALOPRA,,,Y,,,,,,,2.4149170225689,19293.6328125,3096.77291813514
148,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,PER-7f,Onsite,2,,,,,,LOLMUL-RORCUR,,,N,,,,,,,0.114829391589045,917.4609375,138.474205224603
149,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,PER-6Af,Onsite,2,,,,,,ALOPRA-ALOGEN,,,N,,,,,,,1.55549478250197,12427.1484375,521.7563450524
150,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,PER-8Bf,Onsite,2,,,,,,LOLMUL,,,N,,,,,,,0.813525285204892,6499.578125,384.091948447893
151,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PFO,,U,,PER-8A,Onsite,2,,,,,,POPTRI-FRALAT/CRADOU-CORSTO/CAROBN-RUMCRI,,,Y,,,,,,,0.83664850777095,6684.1796875,659.235258016002
152,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,PER-6Bf,Visual,2,,,,,,ALOPRA-ALOGEN,,,N,,,,,,,0.132973646624671,1062.3828125,192.707282826665
153,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEM,,U,,PER-5,Visual,2,,,,,,ALOPRA,,,N,,,,,,,0.0445311550894456,355.6953125,186.661324381706
154,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,PER-3Af,Onsite,2,,,,,,ALOPRA-ALOGEN,,,N,,,,,,,4.0102466240916,32036.8046875,866.77251631444
155,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,PER-3Cf,Visual,2,,,,,,PLAFIG-ALOGEN,,,N,,,,,,,0.0593602756916268,474.21875,100.91144583985
156,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,PER-3Df,Visual,2,,,,,,PLAFIG-ALOGEN,,,N,,,,,,,0.0541578316059848,432.6640625,95.4977073920793
157,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,PER-3Bf,Visual,2,,,,,,PLAFIG-ALOGEN,,,N,,,,,,,0.0448898017704258,358.625,170.467369737039
158,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,"PEM, POW",,U,,PER-2,Visual,2,,,,,,ALNRUB/ELEOCHARIS,,,N,,,,,,,0.19966302906804,1594.9296875,619.614824021369
159,Albany East of I-5,1997,"City of Albany GIS Department, June 30th, 1997",,,PEMf,,U,,PER-1f,Onsite,2,,,,,,ALOPRA-AGRSTO,,,N,,,,,,,7.00000247813218,55913.234375,1910.51044363548
160,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,LUC-1,Visual,2,,,,,,JUNEFF-JUNENS,, ,N,,,,,,,0.159803544268912,1279.625,170.849195401542
161,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,LUC-1,Onsite,2,,,,,,JUNEFF-JUNENS,, ,N,,,,,,,0.0911254763981576,729.5859375,109.421032758707
162,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,"PEM, PSS",,U,,LUC-2,Onsite,2,,,,,,POPTRI/SALLAS/JUNEFF-RUMCRI,, ,N,,,,,,,0.230163021164297,1842.734375,183.140378718041
163,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,"PSS, PEM",,U,,HRS-1,Onsite,2,,,,,,FRALAT-POPTRI/ROSPIS-CORSTO/JUNPAT-POATRI,, ,Y,,,,,,,0.118162254225888,945.953125,139.493977086281
164,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEMf,,U,,HRS-2Af,Onsite,2,,,,,,N,, ,N,,,,,,,2.00533578642508,16053.484375,587.272377617446
165,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,HRS-10A,Visual,2,,,,,,JUNPAT-POAPRA,, ,N,,,,,,,0.173054809255208,1385.34375,185.273119947048
166,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,HRS-2B,Onsite,2,,,,,,FRALAT-ALNRUB/HOLLAN-POAANN,, ,N,,,,,,,0.285304019234677,2283.9375,237.577461197379
167,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,"PEM, PAB",,U,,HRS-10B,Onsite,2,,,,,,JUNPAT-POAPRA,, ,N,,,,,05-0067,,0.740685139631981,5929.3828125,409.859761086679
168,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEMf,,U,,HRS-3Af,Onsite,2,,,,,,AGRTEN,, ,N,,,,,,,0.641747014614708,5137.3828125,359.196307141064
169,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,HRS-4,Onsite,2,,,,,,POPTRI/LONINV-SOLDUL/VERAME-CARDEW,, ,N,,,,,,,0.234109166013692,1874,845.426209447926
170,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEMf,,U,,HRS-5Af,Onsite,2,,,,,,POPTRI/ROSEGL/AGRTEN-ALOPRA,, ,N,,,,,,,5.98744445320095,47929.078125,1102.20323237837
171,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,HRS-6,Onsite,2,,,,,,POPTRI/AGRTEN-HOLLAN,, ,N,,,,,,,0.19183131882895,1535.578125,175.218136914617
172,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,"PEM, PSS",,U,,HRS-10C,Visual,2,,,,,,FRALAT/SALIX/JUNPAT-GEUMAC,, ,Y,,,,,,,0.3891666872531,3115.203125,440.321142492696
173,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEMf,,U,,HRS-3Af,Onsite,2,,,,,,AGRTEN,, ,N,,,,,,,0.701378400290054,5614.25,362.988060899687
174,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PFO,,U,,HRS-5B,Onsite,2,,,,,,POPTRI/ROSEGL/JUNENS-AGRSTO,, ,N,,,,,,,0.495212639823542,3963.921875,391.832327569618
175,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,HRS-3B,Onsite,2,,,,,,PHAARU/POATRI,, ,N,,,,,,,0.327785996349496,2623.8203125,243.502769863612
176,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,HRS-3B,Visual,2,,,,,,PHAARU/POATRI,, ,N,,,,,,,0.0681564153186515,545.6171875,115.825947863543
177,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,"PEM, PSS",,U,,HRS-11A,Visual,2,,,,,,FRALAT/SALIX/JUNPAT-AGRALB,, ,Y,,,,,,,1.32023417646359,10567.8046875,639.256020410651
178,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,HRS-11C,Onsite,2,,,,,,JUNPAT-VERAME,, ,Y,,,,,,,7.53148055387212,60281.59375,2164.9172163279
179,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,HRS-11B,Onsite,2,,,,,,JUNPAT-POAPRA,, ,N,,,,,,,3.18700730580684,25509.2265625,666.417627569527
180,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEMf,,U,,HRS-7Af,Onsite,2,,,,,,LUDPAL,, ,N,,,,,,,33.9485032997659,271709.5234375,3842.36219857507
181,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,HRS-12A,Visual,2,,,,,,PHAARU-AGRTEN,, ,N,,,,,,,0.482570866548751,3862.5625,277.703106080586
182,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,"PFO, PEM",,U,,HRS-7B,Onsite,2,,,,,,FRALAT/ROSEGL-SOLDUL/PHAARU-JUNPAT,, ,Y,,,,,,,8.31406982720062,66545.125,1816.46260865046
183,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,HRS-11B,Onsite,2,,,,,,JUNPAT-POAPRA,, ,N,,,,,,,0.815021831099747,6523.484375,345.587295963664
184,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,HRS-12B,Onsite,2,,,,,,JUNPAT-CARFET,, ,N,,,,,,,0.838281039634839,6709.4921875,340.853300154888
185,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,"PEM, PSS",,U,,HRS-13,Onsite,2,,,,,,CORSTO-SALLAS/PHAARU-HOLLAN,, ,Y,,,,,,,0.638044487708188,5106.9609375,621.868648665701
186,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,"PEM, PEMf",,U,,BOW-1,Onsite,2,,,,,,CARDEN-CARUNI,, ,N,,,,DET# 97-0542,,,7.78346126826006,62293.359375,1365.85384666376
187,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEMf,,U,,HRS-8Df,Visual,2,,,,,,N,, ,N,,,,,,,0.361478998993801,2893.2109375,329.021420669238
188,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,HRS-8C,Onsite,2,,,,,,ROSEGL-CRADOU/ALOPRA-RUMCRI,, ,N,,,,,,,0.660391520949218,5285.3671875,504.629263544954
189,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,HRS-8B,Visual,2,,,,,,JUNEFF,, ,N,,,,,DSL# 94-370,,0.483895610170057,3872.8046875,508.380330981989
190,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,HRS-14,Visual,2,,,,,,PHAARU-HOLLAN,, ,Y,,,,,DSL# 94-0214,,1.06451624395011,8519.109375,814.876348255579
191,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,HRS-8E,Offsite,2,,,,,,JUNEFF-PHAARU,, ,N,,,,DET# 00-0035,,,0.26954422171227,2157.125,386.305560113817
192,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,HRS-11D,Onsite,2,,,,,,JUNPAT-JUNEFF,, ,N,,,,,,,0.217184808808176,1738.15625,160.816416379963
193,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,HRS-11F,Onsite,2,,,,,,FRAXINUS/PHYCAP-ROSA/POATRI-HOLLAN,, ,N,,,,,,,0.0412233439145579,329.890625,94.1974981082669
194,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEMf,,U,,HRS-8Af,Onsite,2,,,,,,N,, ,N,,,,,,,0.397830215839956,3183.8046875,253.209719608694
195,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,HRS-11E,Onsite,2,,,,,,JUNPAT-VERAME,, ,N,,,,,,,0.265250758651002,2122.9140625,195.007572438469
196,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,"PAB, PSS",,U,,HRS-11G,Onsite,2,,,,,,SALLAS/TYPLAT-PHAARU,, ,N,,,,,,,0.158640528576275,1269.6171875,150.718414121758
197,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,HRS-11H,Onsite,2,,,,,,TYPLAT-PHAARU,, ,N,,,,,,,0.0713012078678196,570.59375,166.366192504512
198,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,"PFO, PEM ",,U,,HRS-9,Onsite,2,,,,,,FRALAT-POPTRI/CRADOU/CALLIT-HOLLAN,, ,N,,,,,,,1.69486005839526,13563.3125,1100.07286810766
199,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEMf,,U,,BOW-4f,Onsite,2,,,,,,LOLMUL,, ,N,,,,,,,0.389163239997899,3113.96875,396.132292274607
200,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEMf,,U,,BOW-2,Onsite,2,,,,,,RUMCRI-JUNTEN,, ,N,,,,,,,3.50331816888808,28032.6796875,714.614391131517
201,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,SPH-4,Onsite,2,,,,,,FRALAT/TRIREP-PHAARU,, ,N,,,,,,,3.48096986871518,27853.8828125,1235.43726231069
202,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,SPH-1A,Onsite,2,,,,,,POPTRI/JUNPAT-CARUNI,, ,N,,,,,,mosaic,0.661358237011453,5292.015625,725.607369616259
203,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PFO,,U,,SPH-3,Onsite,2,,,,,,FRALAT/CRADOU-ROSPIS/PHAARU-CAROBN,, ,Y,,,,DET# 98-009,,,0.282514633186865,2260.6875,312.509900180346
204,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,"PSS, PFO",,U,,SPH-1B,Onsite,2,,,,,,POPTRI/SALLAS-MALFUS/JUNPAT-PHAARU,, ,N,,,,,,,0.549007015421124,4392.9375,439.596184445518
205,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEMf,,U,,BOW-5f,Onsite,2,,,,,,LOLMUL-PHAARU,, ,N,,,,,,,0.27192293503436,2175.8515625,291.568609613413
206,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PFO,,U,,SPH-3,Onsite,2,,,,,,FRALAT/CRADOU-ROSPIS/PHAARU-CAROBN,, ,Y,,,,DET# 98-009,,,0.773469663408565,6188.8203125,719.311003299481
207,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,"PSS, PFO ",,U,,THO-3A,Onsite,2,,,,,,FRALAT/SALLAS-ROSNUT/CAROBN-NUPLUT,, ,Y,,,,,,,1.95059773498451,15606.7578125,1320.66687802262
208,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,"THO-3Ca,b,c",Onsite,2,,,,,,ALNRUB-POPTRI/SALSCO/CARROS-HOLLAN,, ,N,,,,,,,0.0333344162707893,266.7734375,64.6899860344236
209,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEMf,,U,,BOW-3f,Onsite,2,,,,,,LOLMUL,, ,N,,,,,,,0.0297824114131113,238.3515625,60.775857791919
210,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,"THO-3Ca,b,c",Onsite,2,,,,,,ALNRUB-POPTRI/SALSCO/CARROS-HOLLAN,, ,N,,,,,,,0.026560504832966,212.546875,55.7017404850873
211,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,"THO-3Ca,b,c",Visual,2,,,,,,ALNRUB-POPTRI/SALSCO/CARROS-HOLLAN,, ,N,,,,,,,0.0122277477208877,97.859375,41.0095162045459
212,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,"PEM, PSS",,U,,THO-3B,Onsite,2,,,,,,POPTRI/SALSCO-SOLDUL/SCIMIC-VERAME,, ,Y,,,,,,,3.62978243051979,29040.75,3230.32321069908
213,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PFO,,U,,THO-1B,Visual,2,,,,,,POPTRI-FRALAT/ROSPIS/HOLLAN,, ,N,,,,,,,0.135575747635854,1084.8125,199.765884625074
214,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEMf,,U,,BOW-6Af,Onsite,2,,,,,,LOLMUL-JUNBUF,, ,N,,,,,,,0.175703535746211,1405.6953125,213.39124775251
215,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,BOW-7,Onsite,2,,,,,,ELEPAL-MENPUL,, ,N,,,,,,,0.226413515759099,1811.609375,254.306117627917
216,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,"PEM, PSS",,U,,BOW-6B,Onsite,2,,,,,,SALIX/MENARV-AGRSTO,, ,N,,,,,,,0.621964582377162,4975.8515625,485.608569395375
217,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,SPH-2B,Onsite,2,,,,,,JUNTEN-ALOPRA,, ,N,,,,,,,0.093619607770325,748.9765625,174.225351624406
218,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,SPH-2A,Onsite,2,,,,,,AGRSTO-HOLLAN,, ,N,,,,,,,0.111131495031428,889.1796875,139.186662718274
219,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PSS,,U,,SPH-2C,Onsite,2,,,,,,FRALAT-POPTRI/PHAARU-ALOPRA,, ,N,,,,,,,0.0573621771832271,458.9375,121.536182363394
220,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PFO,,U,,THO-2,Onsite,2,,,,,,POPTRI/AGRSTO-POAPRA,, ,N,,,,,,,0.0454296758349211,363.4609375,77.8076199682498
221,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,"PEM, PSS",,U,,BOW-6C,Visual,2,,,,,,SALIX/TYPLAT-AGRSTO,, ,N,,,,,,,0.165524896606076,1324.15625,180.198923841695
222,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,"PEM, PSS",,U,,THO-3B,Visual,2,,,,,,POPTRI/SALSCO-SOLDUL/SCIMIC-VERAME,, ,Y,,,,,,,2.8077124510835,22461.765625,1807.09279860635
223,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PSS,,U,,THO-4A,Visual,2,,,,,,SALLAS-SPIDOU/CAROBN-NUPLUT,, ,Y,,,,,,,1.20538901281335,9643.0703125,907.542243938043
224,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,THO-4B,Visual,2,,,,,,CORSTO/PHAARU-HOLLAN,, ,Y,,,,,,,0.529917364772126,4239.234375,881.256542345454
225,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,THO-4B,Visual,2,,,,,,CORSTO/PHAARU-HOLLAN,, ,Y,,,,,,,0.169109762118259,1352.875,227.119346505883
226,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,THO-4B,Visual,2,,,,,,CORSTO/PHAARU-HOLLAN,, ,Y,,,,,,,0.727962881590687,5823.21875,589.067843767711
227,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,THO-4B,Onsite,2,,,,,,CORSTO/PHAARU-HOLLAN,, ,Y,,,,,,,1.61133396225318,12889.75,1471.59273006286
228,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,THO-4C,Onsite,2,,,,,,FRALAT-ALNRUB/CORSTO/AGRSTO-HOLLAN,, ,Y,,,,,,,1.23446286639571,9874.546875,1162.73660651181
229,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,THO-5,Onsite,2,,,,,,PHAARU-SCIMIC,, ,N,,,,,,,0.208241916974176,1665.765625,268.65795723706
230,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,THO-4D,Onsite,2,,,,,,FRALAT/ALOPRA-AGRSTO,, ,N,,,,,,,0.0694659831300553,555.578125,125.108624839256
231,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,THO-6,Onsite,2,,,,,,RUMCRI-AGRTEN,, ,N,,,,,,,0.0352124562706524,281.671875,75.8202677244545
232,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,THO-4C,Onsite,2,,,,,,FRALAT-ALNRUB/CORSTO/AGRSTO-HOLLAN,, ,Y,,,,,,,0.881390293779419,7049.46875,1004.06698496357
233,Albany North Area,2000,"CIty of Albany Geographic Information Services, June 12, 2001",,,PEM,,U,,THO-4E,Onsite,2,,,,,,RUMCRI-MYODIS,, ,Y,,,,,,,2.09029816925834,16718.8671875,732.551706084554
