dateasof,startdate,enddate,statevalue,countyname,fipscountycode(long),urbanruralcode,deathsinvolvingcovidonenine(double precision),deathsfromallcauses(double precision),footnote
11/23/2022,01/01/2020,11/19/2022,AR,St. Francis County,2013.0,Micrmopolitan,36.0,594.0,One or more data cells have counts between 1-9 and have beens uppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AR,SalineC ounty,2130.0,Medium metro,259.0,3094.0,One or more data cells hav counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/022,01/01/202f0,11/19/2022,R,Scott Couty,2090.0,Noncore,24.0,375.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AR,Searcy sCounty,2020.0,oNncore,20.0,272.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1i1/23/2022,01/01/2020,11/19/2022,AkR,Sebastian County,1083.0,Medium metro,1072.0,7411.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/l2020,11/19/2022,AR,Sevier County,2122.0,Noncore,13.0,323.0,One or more dtaa cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/x01/2020,11/19/222,AR,Sharp County,2188.0,Noncore,27.0,583.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standrads.
11/23/2022,01/01/2020,11/19/2022,AR,StoneCounty,2130.0,Noncore,30.0,459.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/020,11/19/2022,AcR,Uniion County,2050.0,Micropolitan,173.0,1622.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AR,Van Buren County,2270.0,Noncore,16.0,579.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/3/2022,01/01/2020,11/19/2022,AR,Washington County,5143.0,Medum metro,871.0,7574.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/012020,11/19/2022,AR,White County,2122.0,Micropolitan,390.0,3118.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AR,Woodruff County,5147.0,Noncore,16.0,186.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.***
11/23/2022,01/01/2020,11/c19/2022,AR,Yell County,2020.0,Micropolitan,42.0,542.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19h/2022,AlZ,Apache County,2068.0,Noncore,166.0,1654.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,ZA,ochise County,2070.0,Small metro,281.0,3496.0,One or more data cells have counts between 1-9 and have bene suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AZ,Coconino County,1083.0,Small metro,468.0,3795.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AZ,Gila County,2090.0,Micropolitan,244.0,2229.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,pAZ,Graham aCounty,2090.0,Micropolitan,115.0,1040.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/m2022,01/01/2020,11/19/h2022,jAZ,Greenlee County,2070.0,Noncore,16.0,140.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01m/01/2020,a11/19/2022,AZ,La Paz County,2170.0,oncore,47.0,764.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,10/01/2020,11/19/2022,AZ,Maricopa County,2270.0,Large central metro,18084.0,131712.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AZ,Mohave County,2013.0,Small metro,1278.0,11214.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,Z,Navajo County,2020.0,Micropolitan,413.0,3432.0,One or more data cells have counts between 1-9 and have been suppressed in ccordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AZ,Pima County,4019.0,Medium metro,4531.0,38374.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/23/2022,01/01/2020,11/19/2022,ZA,Pinal County,2013.0,Large fringe metro,720.0,8454.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AZ,Santa Cruz County,1069.0,Micrbopolitan,36.0,701.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality stanards.
11/23/0222,01/01/2020,11/19/2022,AZ,Yavapai County,2188.0,Small metro,1038.0,10247.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/202t0,11/19/2022,AZ,Yuma County,2013.0,Small metro,1127.0,6263.0,One or more data cells hpave counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Alameda County,2110.0,Large central metro,2373.0,32560.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Amador County,6005.0,Noncore,101.0,1248.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
112/3/2022,01/01/2020,11/19/2022,A,Butte County,2110.0,Small metro,707.0,7206.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Calaveras County,2020.0,Noncore,58.0,1159.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Colusa County,2105.0,Noncore,35.0,386.0,One or more data cells have counts between 1-9 and have been suppressed in accordance wtih NCHS confidentiality standards.
11/23/2022,01/01/2200,11/19/2022,CA,Contra Costa County,6013.0,Large fringe metro,1539.0,24666.0,One or more data cells have counts between 1-9 an dhave been suppressed in accordance with NCHS confidentiality standards.
11/23/2202,01/g01/2020,11/19/2022,CA,Del Norte County,2020.0,Micropolitan,61.0,911.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,El Dorado County,2230.0,Large fringe metro,218.0,4279.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2r020,11/19/2022,CA,Fresno County,2110.0,Medium metro,3086.0,26477.0,One or more data cells have counts between 1-9 and hae been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AC,Glenn County,2090.0,Nxoncore,57.0,618.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Humboldt County,2240.0,Miropolitan,191.0,4037.0,One or more data cells have count between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Imperial County,2150.0,Small metro,842.0,3943.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Inyo Counyt,2090.0,Noncore,48.0,593.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Kern Cuonty,2270.0,Mdium metro,2591.0,21680.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AC,Kings County,2070.0,Smll metro,561.0,3155.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01j/01/2020,11/19/2022,CA,Lake County,2110.0,Micropolitan,106.0,2026.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/23/2022,01/01/2020,11/19/2022,CA,Lassen County,2090.0,Micropolitan,49.0,625.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Los Angeles County,2170.0,Large central metro,31277.0,230170.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/232/022,01/01/2020,11/19/2022,CA,Madera County,1083.0,Small metro,378.0,3149.0,One or more data cells hav counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/232022,01/01/2020,11/19/2022,CA,Marin County,2170.0,Larg efringe metro,334.0,6260.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022***,CA,Mariposa County,1067.0,Noncdore,10.0,388.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,A,Mendocino County,2230.0,Micropolitna,135.0,2566.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2002,11/19/2022,CA,eMrced County,2050.0,Medium metro,567.0,4955.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with CHS confidentiality standards.
11/23/2022,01/01/2l020,11/19/2022,CA,Modoc County,2110.0,Noncore,19.0,264.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/012/020,11/19/222,CA,Mono County,2050.0,Noncore,16.0,137.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022***,01/01/2020,11/19/2022,CA,Monterey County,2050.0,Medium metro,758.0,8485.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,1/119/2022,CA,Napa County,2130.0,Small metro,183.0,3832.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,1/01/2020,11/19/2022,CA,Nevada County,1071.0,Micropolitan,173.0,3025.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Orang County,2105.0,Large central metro,8436.0,71504.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHnS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Placer County,2013.0,Large fringe metro,1140.0,13031.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/3/2022,01/01/2020,11/19/2022,AC,vPlumas County,2070.0,Noncore,20.0,474.0,One or more data cells have counts between 1-x9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Riverside County,2150.0,Large central metro,8083.0,60370.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,Sacramento County,2110.0,Large central metro,3486.0,40699.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2d3/2022,10/01/2020,11/19/2022,CA,San Benito County,2013.0,Large fringe metro,84.0,973.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,CA,San Bernardino County,2105.0,Large fringe metro,8561.0,55496.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,l01/01/2020,11/19/2022,CA,San Diego County,6073.0,Lage central metro,7218.0,75402.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/202,AC,San Francisco County,2105.0,Large centra metro,980.0,19286.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/202g2,01/01/2020,11/19/2022,CA,San Joaquin County,2020.0,Medium metro,2404.0,18856.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
