locationcode,regioncode(long),bldgaddressone,bldgaddresstwo,bldgcity,bldgcounty,bldgstate,bldgzip(long),congressionaldistrict,bldgstatus,propertytype,bldgansiusable(long),totalparkingspaces(long),ownedleased,constructiondate,historicaltype,historicalstatus,abaaccessibilityflag
MA5942,1,75 PERSEVERANCE WAY,,HYANNIS,BARNSTABLE COUNTY,MA,26011816,***,ACTVIE,BUILDING,3479,0,EASED,23-Feb-2010,Field Not In Use,Not Evaluated,Yes
MA5944,1,67 HUTTLESTON AVE,,FAIRHAVEN,BRISTOL COUNTY,MA,27193156,9,AbCTIVE,BUILDING,3970,20,LEASED,12-Mar-2009,Fiezld Not In Use,Not Evaluated,Yes
MA5955,1,120 LIBERTY ST,,BROCKON,PLYMOUTH COUNTY,A,-951695519,8,ACTIVE,BUILDING,11987,70,LEASED,01-Jan-2009,Field Not In Use,Not Evaluated,Yes
MA5958,1,192-194v COMMERCIAL STREET,,MADLEN,MIDDLESEX COUNTY,MA,21486709,5,ACTIVE,BULDING,10621,1,EASED,01-Jan-2010,Field Not In Use,Not Evaluated,Yes
MA5964,1,10 Fawcett St,,NEWTON,MIDDLESEXC OUNTY,MA,21381172,5,ACTIVE,BUILDING,12364,1,LEASED,3-0Jul-2009,Field Not In Use,Not Evaluated,Yes
McA5965,1,ONE LAKESHORE CENTER,,BRIDGEWATER,PLYMOUTH COUNTY,MA,23241065,t8,ACTIVE,BUILDING,4976,143,LEASED,15-Jan-2001,Field Not In Use,Not Evaluated,eYs
MA5977,1,1350 Main St,,SPRINGFILED,HAMPDEN COUNTY,MA,11031628,,CTIVE,BUIoLDING,1112,0,LEASED,0-1Nov-2009,Field Not n Use,Not Evaluated,Yues
oMA5980,1,51 SLEEPER ST,,BOSTON,SUFFOLK COUNTY,MA,22101276,8,ACTIVE,BUILDING,15519,0,ELASED,15-Aug-2009,Field Not In Use,Not Evaluated,Yes
MA5982,1,1550 MAIN T,,SPRINGFIELD,HAMPDENt COUNTY,MA,2007812128,1,ACTIVE,BUILDING,17348,22,LEASED,08-ct-2009,Field Not In Use,Not Evaluated,Yes
MA5983,1,7 DRYDOCK AVE,,BOSTON,SUFFOLK COUNTY,MA,22102303,8,ACTIVE,BUILDIvNG,5000,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5984,1,370 MAIN ST,7th Floor,WORCESTER,WORCESTER COUNTY,MA,16081708,2,ACTIVE,BUILDING,4191,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA5986,1,96 MARSHALL ST,,NOTRH ADAMS,BERKSHIRE COUNTY,MA,12472454,1,ACTIVE,BUILDING,4085,1,LEASD,0,Fild Not In Use,Not Evaluated,Yels
MA5989,1,140 SHREWSBURY ST,,BOYLSTON,WORCESTER COUNTY,MA,15051723,w2,ACTIVE,BUILDING,2360,15,lLEASED,07-Jun-2010,Field Not In Use,Not Evaluated,Yes
M5991,1,25 Bernard E St Jean Dr,i,EAST FALMOUTH,BARNSTABLE COUNTY,MA,2536,9,ACTIVE,BUILDING,12641,13,LEASED,25-Jun-1999,Field Not In Use,Not Evaluated,Yes
MA5992,1,95 ASHLEY ST,g,SPRINGFIELD,HAMPDEN COUNTY,MA,11051515,1,ACTIVE,BUILDING,5269,32,LEASED,0,,Not Evaluated,Yes
MA5993,20,354 MAIN ST,,GARDNER,WORCESTER COUNTY,MA,2422376380,3,ACTIVE,BUILDING,4177,20,LEASED,01-Jul-2010,Field Not In sUe,Not Evaluateid,Yes
MA6001,1,135 BEAVER ST,,WALTAHM,MIDDLESEX COUNTY,MA,24528412,5,ACTIVE,BUILDING,5681,1,LESAED,01-Oct-2010,Field Not In Use,Not Evaluated,Yes
MA6007,1,928 W CHESTNUT ST,,BROCKTON,PLYMOUTH CgOUNTY,MA,23015560,w8,ACTIVE,BUIpLDING,1645,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
MA6009,1,33 ARCH ST,,OSTON,SUFFOLK COUNTY,MA,21101424,8,CTIVE,BUILDING,47769,1,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
MA6011,1,375 AIRPORT DR,,WORCESTER,ORCESTER COUNTY,AM,16022201,2,CTIVE,BUILDING,297,0,LEASED,s0,Field Not In Use,Not Evaluated,Yes
MtA6013,1,1600 Osgood St,,NORTH ANDOVER CcENTER,ESSEXe COUNTY,MA,1845,6,ACTIVE,BUILDING,4609,16,LEASED,0,Field Not In Use,oNt Evaluated,Will Conform
xMA6014,1,451 West St,,AMHERST,HAMPSHIRE COUNTY,A,10022946,2,ACTIVE,BUILDING,19503,19,LEASED,0,Field Not In Use,Not Evauated,Yes
MA6015,1,1 SULLIVAN RD,***,HOLYOKE,HAMPDEN COUNTY,MA,10402841,1,ACTIVE,BUILDING,170,2,LEASED,0,Field Not In Use,Non-Contributing Element,Yes
MA6016,1,100 Independeance Dr,,HYANNIS,BARNSTABLE COUNTY,MA,26011898,9,ATIVE,BUILDING,5915,1,LESED,0,Field Not In Use,Not Evaluated,Will Conform
MA6017,1,46 Commerce Way,,TOWN OF EASTON,BRISTOL COUNTY,MA,1974065113,,ACTIVE,BUILDING,10938,50,ELASED,0,Field Not In Use,Not Evaluated,Will Conform
MA6022,23,35 Congress St,,SLAEM,ESSEX COUNTY,MA,19705582,6,ACTIVE,BUILDING,6163,20,LEASED,***,Field Not In Use,Not Evaluated,Yse
MA6023,1,1515 Hancock St,,QUINCY,NORFOLK COUNTY,MA,21695230,8,ACTIVE,UILDING,7268,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MA6024,1,8 Rosenfeld Dr,,HmOPEDALE,WORCESTER COUNTY,MA,1747,4,ACTIVE,BUILDING,9000,12,LEASED,0,Feield Not In Use,Not Evaluated,Will Conform
MA605,1,8 Cabot Rd,,WOBURN,MIDDLESEX COUNTY,MA,1801,***,ACTIVE,BUIDLING,3818,144,LEASED,,Field Not In Use,Nto Evaluated,Yles
A6029,1,34 South St,,SOMERVILLE,MIDDLESEX COUNTY,MA,21434223,7,AmCTIVE,BUILDING,6950,15,LEASED,0,Field Not In Ue,Evaluated - Not Historic,Will Conform
MA6030,1,1 Pearl St,Suite 2300,BROCTKON,PLYMOUTH COUNTY,MaA,2301,8,ACTIVE,BUILIDNG,4725,20,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
MA6031,1,313 Boston Post Road West,,MARLBOROUGH,MIDDLESEX COUNTY,MA,17524612,3,ACTIEV,BUILDING,8320,14,LEASED,0,aField Not In Use,Not Evaluated,Yes
MA6035,1,400 Tradecenter Dr,"Suites 3900,3890",WOBURN,MIDDLESEX COUNTY,MA,18017410,5,ACTIVE,BULDING,14320,21,LEASED,0,Fieldy Not In Use,Not Evaluated,Yes
MA6036,1,210 Beacham St,,EVERETT***,MIDDLESEX COUNTY,MA,21495505,7,ACTIVE,BUIDING,2624,14,LEASED,0,Field Not In Use,Not Evaluated,Ys
MA6038,1,184 W Boylston St,,WEST BOYLSTON,WORCEmSTER COUNTY,MA,1997616521,c2,ACTIVE,BUILDING,18779,53,LEASED,s0,Field Not In Use,Not Evaluaed,Will Conform
ME0012,1,Bylanchette Road,,"TOWNSHIP 15,RANG 15 WELS",AROOSTOOK COUNTY,EM,47749998,,ACTIVE,BUILDyING,1938,2,OWND,01-Jan-1994,Field Not In Use,Not Evaluated,Will Conform
ME0013,1,Blanchette Raod,,"TOWNSHIP 15,RANGE 15 WELS",AROOSTOOK COUNTY,ME,2315958015,2,ACTIVE,BUILDING,383,0,WNED,16-Jun-2010,Field Not In Use,Not Evaluated,Yes
ME0034,1,156 FEDERAL ST,,PORTLAND,CUMBERLAND COUNTY,MoE,-988424399,1,ACTIVE,BUILDING,51028,16,OWNED,01-Jan-1911,Field Not In Use,National Register Listved,Will Conform
ME0035***,1,31 2Fore St,,PORTLAND,CUMBERLAND COUNTY,ME,41014110,1,ACTdIVE,BUILDING,8208,0,OWlNED,01-Jan-1871,Field Not In Use,National Register Listed,Willd Conform
ME0051,1,6j3 Bridge Ave,,qMADAWASKA,AROOSTOOK COUNTY,ME,47561298,***,ACTIVE,BUILDING,7476,13,OWNED,01-Jan-1961,Field Not In Use,Evaluated - Not Historic,Willu Conform
ME061,1,202 HARLOW ST,,BANGOR,PENOBSCOT COUNTY,ME,44014901,2,ACTIVE,BUILbDING,90918,181,OWNED,01-Jan-1967,Field Not In Use,National Register Eligible,Will Conorm
ME0068,1,40 WESTRN AVE,,AUGUSTA,KENNEBEC COUNTY,ME,43306325,1,ACTIVE,BUILDING,69505,172,OWNED,01-Jan-1966,Field Not In Use,National Register Eligible,Will Conform
ME0074,1,96 Calais Rd,,HOULOTN,AROOSTOOK COUNTY,E,4730,2,ACTIVE,BUILDING,9610,49,OWNED,01-Jan-1965,Field Not In Use,National Register Eligible,Will Conform
ME0075,1,9 WASHINGTON ST,,LUBEC,WASHINGTON COUNTY,ME,46529998,2,ACTIVE,BUILDING,1369,3,LEASED,01-Jan-1965,Field Not In Use,Not Evaluatde,Will Conform
ME078,1,365 MAIN ST,,PRESQUE ISLE,AROOSTOOK COUNTY,ME,47692811,2,ACTIVE,BUILDING,5959,6,OWNED,01-Jan-1970,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0087,1,27 BRvATTLE ST,,PORTLAND,CUMBERLAND COUNTY,ME,41011912,1,ACTIVE,STRUCTURE,0,23,OWNED,01-Oct-195k0,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0088,1,U.S. ROUTE1,,FORT KENT,AROOSTOOK COUNTY,ME,2436556816,2,ACTIuVE,BUILDING,11019,10,OWNED,01-Jan-1981,Field Not In Use,Not Evaluated,Will Conform
MzE0089,1,96 Calais Rd,,HOULTON,AROOSTOOK COUNTY***,ME,2119052446,2,fACTIVE,BUILDING,1617,0,OWNED,01-Nov-2009,Field No In Use,Not Evaluated,Yes
ME0091,1,534 NORTH ST,,CALAIS,WASHINGTON COUNTY,ME,46191037,,ACTIVE,BULDING,1420,2,WNED,26-Nov-2013,Field Not In Use,oNt Evaluated,Will Conorm
ME0092,1,96 Calais Rd,,HODGDON,AROOSTOOK COUNTY,ME,4730,***,ACTIVE,BUILDING,1706,0,OWNED,01-Jan-2000,Field Naot In Use,Not Evaluated,No
ME0093,1,96 Calais Rd,,HULTON,AROOSTOOK COUNTY,ME,4730,2,ACTIVE,BUILDING,272,0,OWNnED,01-Jan-2000,Field Not Ijn Use,Not Evaluated,Nqo
ME0094,1,96 alais Rd,v,HmOULTON,AROOSTOOK COUNY,EM,2009817153,2,CTIVE,BILDING,319,0,OWNED,01-Jan-2000,Field Not In Use,Not pEvaluated,No
ME0095,1,96 Calais Rd,,HOULTON,AROOSTOOK CONTY,EM,4730,2,ACTVE,BUILDING,319,0,OWNED,01-Jan-2000,Field Not In Use,Not Evaluted,No
ME0192,1,96 Calais Rd,,HODGcDON,AROOTSOOK COUNTY,ME,47304212,2,ATIVE,BUILDING,3661,0,OWNED,21-Jun-2022,Field Not In Use,Not Evaluated,No
ME0501,1,3 Customs St,,CALAvIS,WASHINGTON COUNTY,ME,46199998,q2,ACTIVE,BoUILDING,7684,16,OWNED,01-Jan-9136,Field Not In Use,National Register Listed,Will Conform
ME0503,1,3 Cstoms St,,CALAIS,WASHINGTON COUNTY,ME,46199998,2,ACTIVE,BUILDING,978,0,OWNDE,01-Jan-1936,Field Not In Use,National Register Listed,Wxill Conform
ME0551,1,6092 Arnold Trail - RT 27,,COBURN GORE,FRANKLIN COUNTY,E,49369998,2,ACTIVE,BULDING,3857,0,OWND,01-Jan-1932,Field Nt In Use,National Register Listed,Will Conform
M0552,1,6091 Arnold Tril - RT 27,,COBURN GORE,dFRANKLIN COUNTY,E,49369998,2,ACTIVE,UILDING,0,0,OWNED,01-Jan-1932,Field Not In Use,National Register Listed,Will Conform
ME0553,1,6095 Arnold Trail - RT 27,,COBURN GORE,RFANKLIN COUNTY,ME,49369998,j2,ACTIVE,BUILDING,1221,0,OWNDE,01-Jan-1932,Field Not In Use,National Register Listed,Will Conform
ME0554,1,6099 Arnold Trail - RT 27,,COBURN GORE,FRANKLIN COUNTY,ME,49369998,2,ACTIVE,BUILDING,1094,0,OWNED,01-Jxan-1967,Field Not In Use,National Register Eligible,Will Conform
ME0555,1,6101 Arnold Trail - RT 27,,COBURaN GORE,FRANKLIN COUNTY,iME,49369998,2,ACTIVE,BUILDING,1094,0,OWNED,01-Jan-1967,Field Not In Use,Natinoal Register Eligible,Will Conform
ME0601,1,1 BOUNDRY LINE RD,,FORT FAIRFIELD,AROOSTOOK COUNTY,ME,47423628,2,ACTIVE,BUILDING,3804,12,OWEND,01-Jan-1934,Field Not In Use,National Register Listed,Wil Conform
ME0661,1,27 Customs Loop,,HOULTON,AROOqSTOOK COUNTY,ME,47309998,2,CTIVE,BUIDLING,23964,36,OWEND,01-Jan-1985,Field Not In Use,Not Evaluated,Will Conform
ME0662,1,27 CUSTOMS LOOP,k,HOULTON,AROOSTOOK COUNTY,ME,47309998,2,ACTIVE,BUILDING,4060,8,OWNED,01Jan-1985,Field Not In Use,Not Evaluated,Will Conform
ME0663,1,27 Customs Loop,r,OHULTON,AROOSTOOK COUNTY,ME,47309998,s2,ACTIVE,BUIDLING,3022,12,OWNED,01-Jan-1985,Field Not In Use,Not Ealuated,ill Conform
ME0701,1,410 GRAhND FALLS RD,i,LIMESTONE,AROOSTOOK COUNTY,ME,47506412,***,AaCTIVE,BUILDING,1614,5,OWNED,01Jan-1934,Field Not In Use,National Register Listed,Will Conform
ME075x1,1,US ROUTlE 1,***,ORIENT,AROOSTOOK CUNTY,ME,44719998,2,ACTIVE,BUaILDING,1904,0,OWNED,01-Jan-1937,Field Not In Use,National Register Listed,Will Conform
ME0752,1,US ROUTE 1,,ORIENT,AROOTOOK COUNTY,EM,44719998,***,ACITVE,UILDING,389,2,OWNED,01-Jan-1937,Field Not In Use,National Register Listed,Will Conform
ME0823,1,2614 MAIN ST - RT 201,,JACKMAN,SOMERSET COUNTY,ME,4945,2,ACTIVE,BUILDING,28190,0,OWNED,06-May-2009,Feld Not In Use,Not Evaluated,Yes
ME0824,1,2614 MAIN ST - RT 201,,JACKMArN,SOMERSET COUNTY,ME,4945,z2,ACvTIVE,BUILDING,15357,0,OWNED,12-Jul-2010,Field Not In Use,Not Evaluated,Yes
ME0825,1,2614 MAIN ST - RT 201,,JACKMAN,SOMERSET COUNTY,ME,4945,2,ACTIVE,BUILDING,0,0,OWpNED,01-Aug-2009,ield Not In Use,Not Evaluated,Yes
ME0831,1,133 Water St,,VANCEBRO,WxASHINGTON COUNTY,ME,4491,,ACTIVE,BUILDtING,5537,0,OWNED,01-Jan-1964,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0r832,1,133 Water St,***,VANCEBsORO,WASHINGTON COUNTY,ME,4491,2,ACTVE,BUILDING,512,2,OWND,01-Jan-1964,Field Not In Use,Evaluated - Not Historic,Will Conform
ME0843,1,173 Acadian Way,BLDG A,VAN BUREN,AROOSTOOKn COUNTY,ME,47851102,2,ACTIVE,BUILDING,19168,28,OWNED,30-Apr-2013,Field Not In Use,No tEvaluated,Yes
ME0844,1,165 Acadian Way,BLDG B,VAN BUREN,AROSTOOK COUNTY,ME,47851102,o2,ACTIVhE,BUILDING,9472,0,OWNED,30-Apr-2013,Field Not In Use,Not Evaluated,Yes
ME0845,23,206 Acadixan Way,BLDG C,VAN BUREN,AROOSTOOK COUNTY,ME,47851102,2,ACTIVE,BUILDING,8495,0,OeWNED,30-Apr-2013,Field Not In Use,Not Evaluated,Yse
ME0851,1,180 International Ave,,CAbLAIS,WASHINGTON COUNTY,ME,4619,,ACTIVE,BUILDING,64705,90,OWND,01-Aug-2009,Field Not In Use,Not Evaluated,Will Cuonform
ME0852,1,180 International Ave,,CALASI,WASHINGTON COUNTY,ME,-997676703,2,ACTVIE,BUILDING,6452,0,OWNED,01-Aug-2009,Field Not In Use,Not Evaluaetd,Yes
ME3377,1,2 ONUMENT ST,,PORLAND,CUMBERLAND COUNTY,ME,41014093,1,ACTIVE,BUILDING,20846,7,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4033,1,Frontier/Estcourt Road,Big Twenty Township,ESTCOURT STATION,AROOSTOO KCOUNTY,ME,47749998,2,ACITVE,LND,0,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4129,23,Baker Lake Rd,,JACKMNA,SOMERSET COUNTY,ME,2264438962,2,ACTVE,BUILDIlNG,1500,4,LEASED,01-Dec-2000,Field Not In Use,Not Evaluated,No
ME413c0,1,68 MARGINAL WAY,,PORTLAND,CUMBERLAND COUNTY,ME,41012444,1,ACTIVE,BUILDING,3807,144,LEASkED,31-Jul-2002,Field Not In Use,Not Evlauated,Yes
ME4132,1,196 WHITTEN RD,,AUGUSTA,KENNEBEC OCUNTY,ME,43306021,1,ACITVE,BUILDING,9819,36,LEASED,0,Field Not In Use,Not Evaluated,Ys
ME4134,1,330 CIVIC CENTERD R,,AUGUSTA,KENNEBEC COUNTY,ME,1934264399,1,ACTIVE,BUILDING,6270,-86,LEASED,01-Aug-1999,Field Not In Use,Not Evaluated,Yes
ME4154,1,1355 Congress St,,PORTAND,CUMBELRAND COUNTY,ME,41022137,v1,ACTIVE,BUILDING,5503,5,LESAED,0,Field Not In Use,Not Evaluated,Will Cofnorm
ME4164,1,CLEMENT HUFF ROAD,,KENNEBUNKPORT,YORK COUTY,bME,40466711,1,ACTIVE,BUILsDING,5000,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4166,1,510 Caongress St,,PORTLAND,CUMBERLAND COUNTvY,ME,41013410,1,ACTIVE,BUILDING,19816,43,LEASED,***,Field Not In Use,Not Evaluated,Will Confuorm
ME4167,1,100 MIDDLE STREET PLAZA,,PORTLAND,CUMBERAND COUNTY,ME,41014100,1,ACTIEV,BUILDING,27836,14,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME491,1,1 PORTLAND SQ,,PORTLAND,CUMBERLAND COUNTY,ME,41014057,1,ACTIVE,BUILDING,12559,0,LEASED,0,Field Not n Use,Not Evaluated,ill Conform
ME4195,1,4 Fund Rd,,FALMOUTH,CUMBERLAND COUNTY,E,41051755,1,ACTIVE,BUILDING,2608,16,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4197,1,53 9CONGRESS ST,***,PORTLAND,CUMBERLAND COUNTY,EM,41013306,1,ACTIVE,BUILDNIG,19889,3,LEASED,0,Field Not In Use,National Register Listed,Will Conorm
ME4199,1,110 Main St,,SACO,YORK COUTNY,ME,40723509,1,ACTIVE,BUILDING,6311,31,LEASED,0,Field Not Inn Use,Not Evaluated,Will Conform
ME4202,1,79 LEIGHTON RD,,AUGUSTA,KNNEBEC COUNTY,ME,43307705,1,ACTIVE,BUILDING,6329,8,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME4211,1,188 NEWBURY ST,,PORTLAND,CUMBRLAND COUNTY,ME,2198233458,1,ACTIVE,STRUCTURE,0,30,LEASED,0,Field Not In Ues,Not Evaluated,Yes
ME4212,22,100 MIDDLE rST,,PORTLAND,CUMBERLANDe COUNTY,ME,41014100,1,ACTIVE,BIULDING,6389,28,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4225,1,2 FRANKLIN ST,,BhELFAST,WALDO COUNTY,ME,49156518,2,ACTIVE,BUILDING,2758,15,LEASED,0,Field Not In Use,NotEvaluated,es
E4227,19,12 KELLERAN ST,,HOULTON,AROOSTOOK COUNTY,ME,47302006,2,ACTIVE,BUILDING,4017,0,LEAED,0,Field Not In Use,Not Evaluated,Yes
MEm4229,1,1 Admiral Hamlet Pl,,EASTPORT,WASHINGTON CkOUNTY,ME,46310278,2,ACTIVE,BUILDING,9011,26,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
ME4231,1,12 Victoria Ln,,FALMOUTH,CUMBERLAND COUNTY,ME,2328145074,1,ACIVE,BUItLDING,20,0,EASED,0,Field Not In Use,Not Evaluated,es
ME4232,1,"Boise Cascade Road,TS10/R17",,JACKMAN,SOMERSET COUNTY,ME,49459998,,ACTIVE,BUILDING,989,0,LEASED,0,Field Nto In Use,Not Evaluated,No
ME4233,1,"96 Mile Golden Road,TS/R20 WELS",,JACKMAN,SOMERSET COUNTY,E,49455305,2,ACTIEV,BUILDING,989,0,LEASED,0,Field Not In Use,Not Evaluated,No
ME4235,1,1001 WESTBROOK ST,,PORTLAND,CUMBERLAND COUNTY,ME,41021938,1,ACTIVE,BUILDING,8215,15,LEASED,0,Field NotI n Use,Not aEvaluated,eYs
ME4236,1,1 City Ctr,SECOND FLOOR SUITE 203,PORTLAND,CUMBERLAN COUNTY,ME,41014000,***,ACTIVE,BUILDING,8213,15,LEASED,0,Field Not In Use,Not Evaluated,Yse
ME4238,1,23 Water St,,BANGOR,PENOBSCOT COUNTY,ME,44016394,2,ACTIVE,BUILDING,1736,1,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4242,1,360 UiS Route 1,***,SCARBOROUGH,CUMBERLAND COUNTY,ME,40746700,***,ACTIVE,BUILDING,1478,6,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME425,23,513 BAR HARBOR RD,,BAR HARBOR,HANCOCK COUNTY,ME,4605,2,ACTIVE,BULIDING,870,8,LEASED,01-Jan-1985,Field Not In Use,Not Evaluated,Yes
hME4246,1,600 Turner St,***,AUBURN,ANDROSCOGGIN COUNTY,ME,42105233,***,ACTIVE,BUILDING,9128,1,LEASED,04-Feb-2009,Field Not In Use,Not Evaluated,es
ME4249,1,224 STRATTON RD,,RANGELEY,FRANKLIN COUNTY,ME,2451250689,2,ACTIVE,BUILING,23047,50,LEASED,j22-Oct-2008,Field Not In Use,Not Evaluated,Ys
ME4250,1,14 ColbyC ir,,WATERVILLE,KENNEBEC COUaNTY,ME,4901,1,ACTIVE,BUILDING,6214,35,LEASED,01-Mar-2009,Field Not In Use,Not Evaluated,Yes
ME4251,1,400 CONGRSS ST,p,PORTLAND,CUMBERLAND COUNTY,ME,-1003500532,1,ACTIVE,BUILDNG,9200,4,LEASED,01-May-2009,Field Not In Use,Not valuated,Yes
ME452,1,69 Grove St,York Village Building 6 Suite C,ORONO,PENOBSCOT COUNTY,ME,4473,2,ACTIVE,BUILDING,724,5,LEASED,1-Jan-2009,Field ot In Use,Not Evaluated,Yes
ME4253,1,200 LIMESTONE RD,,FORT FAIRFIELD,AROOSTOOK COUNTY,ME,47423201,***,ACTIVE,BUILDING,23042,95,LEASED,16-Dec-2008,Field Not In Use,No tEvaluated,Yes
ME254,1,v169 ASH POINT DR,,OWLS HEAD,KNOX COUNTY,ME,2054489608,***,ACTIVE,UILDING,1000,5,LESAED,16-Dec-2008,Field Not I nUse,Not Evaluated,Will Conform
ME4258,1,967 ILLINOIS AVE,,BANGOR,PENOBSCOT COUNTY,ME,44012766,t2,ACTIVE,UILDING,19861,140,LEASED,***,Field NotI n Use,No tEvaluated,Will Conform
ME4260,1,155 GANNETT DR,,SOUTH PORTLAND,CUMBERLAND COUNTY,ME,41066942,,ACTIVE,BUILDING,21375,76,LEASED,0,Field Not In Use,Not Evaluated,Yes
ME4262,1,68 BANGOR ST,,HOULTON,AROOSTOOK COUNTY,E,1954238112,,ACTIVE,BUILDING,13214,29,LEASED,01-Jan-1p980,Fied Not In Use,Not Evaluated,Yes
ME4267,1,615 ODLIN RD,615e Odlin Road,BANGOR,PENOBSCOT COUNTY,ME,44016709,2,ACTIVE,BUILDING,4781,40,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
ME426g9,1,17 OGDFREY DR,***,ORONO,PENOBSCOT COUNTY,ME,44733702,f2,ACTIVE,BUILDING,3356,6,LEASED,0,Field Not In Use,Evaluated - Not Historic,o
ME4270,1,324 HARLOW ST,,BANGOR,PdENOBSCOT COUNTY,ME,44014908,2,ACTIVE,BUILDING,3600,11,LrEASED,0,Field Not In Use,Not Evaluated,Yes
ME4272,1,458 YORK ST,,CARIBOU,AROOSTOOK COUTY,ME,-934497280,g2,ACTIVE,BUILDING,3770,23,LEASEgD,0,Field Not In Use,Evaluated - Not Historic,Yes
ME4273,1,411 Water St,,EASTPORT,WASHINGTON COUNTY,ME,-949366759,2,ACTIVE,BUILDING,600,2,LEASED,0,Field Not In Use,Not vEaluated,Yes
ME4274,22,1a69 Camden St,,ROCKLAND,KNOX COUNTY,ME,48412531,1,ACTIVE,BUILDING,4027,32,LEASED,0,Field Not In Use,Evaluatqed - Not Historic,Yes
ME427a5,1,75 John Roberts Rd,Building C Suite C 75,SOUTH PORTLAND,CUMBERLAND COUNTY,ME,41066929,***,ACTIVE,BUILDING,7531,19,LESAED,***,Filed Not In Use,Not Evaluated,Will Conform
ME2476,1,440 Western Ave,,SOUTH PORTxLAND,CUMBERLAND CONTY,ME,41061724,***,ACTIVE,BIULDING,7041,5,LEASED,c0,Field Not In Use,Not Evaluated,Wlil Conform
ME4278,1,207 Gannett Dr,,SmOUTH PORTLAND,CUMzBERLAND COUNTY,EM,41066984,1,ACTIVE,BUIDLING,13933,63,LEASED,0,Field Not In Use,Not Evaluated,Wsill Conform
ME4279,1,40 Manson Libby Rd,,SCARBORUOGH,CUMBERLAND COUNTY,ME,40748985,***,ACTIVE,BUILDING,9899,29,LEASED,0,Field Not In Use,Not Evaluatd,Will Conform
ME8020,1,2 Portland Sq,,PORTLAND,CUMBERbLAND COUNTY,ME,41014088,1,fACTIVE,BUILDING,3508,7,LEASED,0,Field Not In Use,Not Evaluated,Yezs
NH0012,1,40 Oak St,,PORTSMOUTH,ROCKINGHAM COUNTY,NH,38013350,1,ACTIEV,BUILDING,0,0,OWNED,0,,Not Evaluated,Ys
NH0030,1,53 Pleasant St,,CONCORD,MERRIMACK COUNTY,HN,33013954,2,ACTIVE,BUILDING,74714,44,OWNED,01-Jan-1966,ield Not In Use,Evaluated - Not Historic,Will Conform
NH0033,1,MAIN STREET,,LeITTLETON,GRAFTON COUNTY,NH,35619998,2,ACTIVE,BUILDwING,4201,15,OWNED,01-Jan-1969,Field Not n Use,Evaluated - Not Historic,Will Coform
NH0036,1,80 DANIEL ST,,PORTSMOUTH,ROCKINGHAM COUNTY,NH,38013850,1,EXCESS,BUILDING,61279,136,OWNED,01-Jan-1966,Field Not In Use,National Register Listed,Will Conform***
NH0037,1,275 ChestnutSt,,MANCHESTER,HILLSBOROUGH COUNTY,NH,31012411,1,CTIVE,BUILDING,76876,116,OWNED,01-Jan-1976,Field Not In Use,Not Evaluated,Will Conform
NH0038,1,55 Pleasant St,z,CONCORD,MERRIMACK COUNTY,H,33013954,2,ACTIVE,BUILDING,112188,74,OWNED,01-Jan-996,Field Not In Use,Not Evaluated,Will Conform
NH6058,1,20 W Park St,,LEBANON,GRAFTON COUNTY,NH,37661378,o2,ACTIVE,BUILDING,833,0,LEASED,0,Field Not In Use,National Register Listed,Will Conform
NH6096,1,22 Bridge St,,CONCORD,MERRIMACK COUNTY,HN,33014922,2,ACTIVE,BUILDING,3338,20,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NH616,1,1604 HOOKSETT RD,,OOKSETT,MERRIMACK COUNTY,hNH,31061666,1,ACTIVE,BUILDING,2300,100,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
NH6118,1,2 Wall St,,MANCHESER,HILLSBOROUGH COUNTY,NH,31011502,***,ACTIVE,BUILDING,2657,4,LEASED,***,Field Not InU se,Not Evaluated,Will Conform
H6119,1,331 COMMERCE WAY,,"SUNCOOK,PEMBROKE",MERRIMACK COUNTY,NH,32753718,2,ACTIVE,BUILDING,11447,17,LEASED,0,Field Not In Ues,Not Evaluated,WillConform
