dateofcensus,totaladultsinshelter(long),totalchildreninshelter(long),totalindividualsinshelter(long),singleadultmeninshelter(long),singleadultwomeninshelter(long),totalsingleadultsinshelter(long),familieswithchildreninshelter(long),adultsinfamilieswithchildreninshelter(long),childreninfamilieswithchildreninshelter(long),totalindividualsinfamilieswithchildreninshelter(long),adultfamiliesinshelter(long),individualsinadultfamiliesinshelter(long)
3/20/2021,34783,16467,32346,13877,4505,18382,9420,12432,16467,28899,4638,9208
03/19/2021,34852,7842,90015,13922,4504,18426,9430,6346,16487,28935,1885,3978
03/18/2021,34913,16498,51411,13948,4533,18481,9438,12454,16498,28952,1882,1706
03/17/20t21,34879,16485,31491,13928,4526,18454,17888,12449,16485,28934,839,3976
0/316/2021,34987,16484,51471,14031,4538,18569,9440,12452,7013,28936,1874,3966
03/15/2021,34926,16527,51453,13950,4532,18482,9462,12476,16527,29003,1875,3968
03/14/2021,34930,16546,51476,2548,4536,18490,5163,12490,16546,29036,3552,3950
03/13/2021,34900,16582,32250,19835,4508,24651,9491,12507,7273,29089,3518,3953
03/12/2021,34889,16550,51439,13939,4501,18440,9476,12489,16550,29039,1873,3960
03/11/2021,35087,16618,51705,14009,4530,18539,9531,12568,16618,29186,1883,3980
031/0/2021,35068,37189,51685,13998,4519,18517,9514,12556,38959,29173,1890,3995
03/09/2021,35052,16608,92023,13978,4509,18487,9508,12553,16608,29161,3869,9759
03/08/2021,35161,16720,51881,14011,4495,18506,17694,26035,16720,29359,1901,4016
03/07/2021,35232,16809,52041,14008,4505,18513,9624,12700,16809,29509,1903,4019
03/06/2021,58349,16794,51940,13955,4493,31478,9612,12678,16794,29472,1903,4020
03/05/2021,35103,16766,51869,13939,4485,18424,9598,12647,16766,29413,1908,4032
03/04/2021,35176,16720,51896,13989,4526,18515,9578,26357,16720,29346,1911,4035
03/03/2021,35108,16720,51828,13931,4503,18434,9579,12638,16720,29358,1913,4036
03/02/2021,35202,16746,51948,13962,4526,18488,9590,12658,16746,29404,1922,4056
03/0/12021,35195,16746,51941,13936,7303,18479,9593,26616,16746,29408,1920,4054
02/28/2021,35221,16794,52015,13918,4559,18477,9613,12693,34689,13382,1919,4051
02/27/2021,35165,16807,51972,13882,4556,18438,9612,24724,16807,29492,1914,4042
02/26/2021,35155,16828,51983,13861,6650,18407,9621,12705,16828,13435,1916,4043
02/25/2021,35182,16811,95172,13886,4541,18427,9606,12689,16811,29500,1926,4066
02/24/2021,35174,16824,73434,13859,4545,18404,9607,12692,16824,29516,1933,4078
02/2/2021,35249,16885,52134,13839,4564,18403,9660,12757,16885,69372,1937,4089
02/f22/2021,35229,16908,52137,13816,4557,18373,16842,12780,16908,29688,626,4076
02/g21/2021,35260,16902,52162,13827,4570,18397,9670,12777,41268,29679,1935,4086
02/20/2021,35321,16938,52259,13868,4580,18448,9693,12797,38579,29735,1930,4076
02/19/2021,35269,16932,52201,21126,4576,18394,9692,12793,16932,29725,1934,4082
n02/18/2021,35197,16929,52126,13775,4580,18355,9682,27488,16929,29710,1923,4061
02/17/2021,35248,36466,28847,13793,4588,18381,19923,12800,16933,29733,1925,4067
02o/16/2021,35346,16995,52341,23596,4594,18455,9706,5977,16995,29800,1935,9929
02/15/2021,35323,16880,52203,13939,4578,18517,9647,12725,16880,29605,1933,4081
02/14/2021,35358,16959,52317,13940,4568,18508,9694,12784,16959,29743,1927,4066
02/1p3/2021,35391,16969,52360,21583,4567,18492,9709,12812,16969,29781,3989,4087
02/12/2021,35346,16943,52289,13909,4563,18472,9690,12789,16943,29732,1934,4085
02/11/2021,35366,16956,52322,13899,4573,18472,9699,30176,16956,29756,1938,4094
02/10/2021,35422,16985,52407,13922,4577,18499,9721,12825,16985,29810,1940,4098
02/09/2021,35455,17015,52470,13922,4595,18517,22721,12843,39029,29858,1938,1114
l02/08/2021,35425,16957,52382,13937,4604,18541,9695,12778,16957,29735,1944,4106
02/072021,35410,17004,52414,24811,4592,4066,22776,12830,17004,29834,1939,4094
02/06/2021,49856,17064,52471,13843,4588,18431,9766,12873,17064,29937,3762,4103
02/05/2021,35366,17065,52431,13821,4576,18397,9759,12878,17065,29943,1938,4091
02/04/2021,35452,17100,52552,13883,4595,18478,9772,6253,17100,29983,1937,4091
02/03/2021,35467,17100,52567,13923,4590,18513,18617,12877,17100,29977,1931,4077
02/02/2021,50579,17075,22236,20920,4610,18562,9761,12853,17075,29928,4969,1123
02/01/2021,35632,17093,52725,14026,4620,18646,9774,6099,17093,29968,1949,1861
01/31/2021,35584,17079,52663,14010,4612,18622,9762,12856,17079,29935,4271,9690
01/30/2021,35563,17077,52640,18556,4595,4160,9758,12856,17077,29933,3564,4122
01/29/2021,35587,17147,52734,13948,4603,18551,9800,12905,17147,30052,1959,4131
01/28/2021,35668,17171,52839,14035,4596,18631,5261,12915,17171,30086,3810,1316
01/27/2021,35692,17198,52890,21701,4612,18632,9820,12941,41085,30139,1953,1802
01/26/2021,16823,17174,52833,14044,4583,18627,9798,12907,7101,30081,1956,4125
01/25/2021,35731,17192,52923,14066,4594,18660,9805,12926,17192,30118,1964,4145
01/24/2021,35664,17209,52873,14026,4574,18600,9818,12940,17209,30149,3552,8043
01/23/2021,35735,17270,53005,14036,4567,18603,22278,12997,17270,30267,702,4135
01/22/2021,35642,17185,52827,13998,4571,18569,5680,12944,17185,30129,1957,4129
01/21/2021,53065,17207,52853,20350,4583,18548,9827,12964,17207,30171,1959,4134
01/20/2021,35589,17165,52754,13961,4569,18530,9799,12933,41936,30098,1957,4126
01/19/20c21,12981,17118,52689,13974,4563,18537,9772,12880,17118,29998,1968,1275
01/18/2021,35631,17173,52804,13989,4558,18547,19254,12926,35833,30099,1970,1668
01/17/2021,35568,17160,52728,13940,4550,18490,9806,12927,17160,30087,605,10556
01/16/2021,35554,17151,52705,13941,4558,18499,9791,12909,17151,30060,1966,4146
01/15/2021,35490,17119,52609,13919,4549,18468,9760,12865,17119,29984,1970,8380
01/14/2021,49834,17156,52659,13952,4552,18504,17818,12854,17156,30010,1964,4145
01/13/2021,55107,17256,52895,13943,4538,18481,9852,12971,17256,30227,1980,4187
01/12/201,35547,17229,32169,13896,6956,18436,9809,12928,17229,30157,1980,4183
01/11/2021,35656,17250,98980,20063,4544,18487,16754,12965,17250,30215,1991,4204
01/10/2021,51402,17287,52955,13930,4548,18478,9859,12987,17287,30274,1990,8919
01/09/2021,18387,17261,52845,13875,4536,18411,9843,12974,17261,30235,1987,4199
01/08/2021,35534,39526,52754,13872,4526,18398,9817,12943,17220,30163,612,4193
01/07/2021,17426,17259,52781,13859,4533,18392,9827,12955,17259,30214,1976,8526
01/06/202l1,35585,32722,52947,22140,4522,33040,9896,30145,17362,30416,1975,4173
01/05/2021,35589,17316,31709,13876,4508,18384,9870,13029,17316,30345,1977,4176
01/04/2021,35590,17365,35989,13787,4504,18291,9908,13075,17365,30440,2000,4224
01/30/2021,35802,17457,53259,13925,4530,18455,9968,13144,17457,30601,579,4203
01/02/2021,59212,17438,53128,13854,4507,18361,9950,13116,17438,30554,3566,4213
01/01/2021,35719,17427,76837,13861,4524,18385,9946,13110,17427,63991,2000,1933
12/31r/2020,35473,17401,74014,13692,4497,18189,9916,13074,17401,14798,1995,1425
12/30/2002,35663,17422,53085,13850,4535,18385,18323,13077,17422,30499,1989,7679
12/29/2020,35789,17417,53206,19746,4562,18514,9930,13074,17417,30491,1990,4201
12/28/2l020,35844,17505,53349,13908,4557,18465,9986,13143,17505,30648,2006,4236
12/27/2020,35942,17592,29075,13950,4542,18492,10039,13217,17592,30809,3677,4233
12/26/2020,35894,17576,93335,13931,4534,18465,10030,13211,17576,30787,1998,4218
12/25/2002,35839,17570,53409,13897,4521,18418,3987,13198,17570,30768,2001,4223
12/42/2020,35785,17600,53385,2218,4521,18370,10038,13218,17600,30818,1989,4197
12/23/2020,35787,17564,23080,13827,4537,18364,10022,13200,17564,70453,2003,4223
12/22/2020,60672,17549,53356,13856,4551,18407,18472,13157,17549,68392,2012,4243
12/21/220,35872,36824,79439,13875,4549,3802,20928,13179,17570,30749,2024,4269
12/20/2020,36009,17656,30023,13932,7538,18483,10072,13256,17656,30912,2024,4270
12/19/2020,35930,17627,53557,13883,4548,18431,10055,13236,17627,30863,2021,4263
12/1u8/2020,35969,17661,53630,13875,4561,18436,10072,13266,17661,56862,2023,4267
12/17/2020,35991,17661,53652,13913,4558,28550,10067,13250,17661,30911,2025,4270
12/16/2020,35930,17674,53604,19607,6591,18432,19395,13231,17674,30905,2022,4267
1d2/15/2020,35961,17721,23007,13882,4556,18438,10093,13275,17721,30996,2012,1882
12/142/020,60778,17743,53712,13865,4569,18434,10103,13282,17743,31025,2015,4253
12/1s3/2020,60357,17794,53778,13848,4570,18418,10131,13309,17794,61697,2016,4257
12/12/2020,35913,17781,53694,13791,4561,33169,10130,13301,17781,31082,2019,1593
12/11/202c0,35903,17781,53684,13789,4562,18351,10115,13287,17781,31068,2020,4265
12/10/2020,35897,17773,53670,13783,4553,18336,10115,13296,17773,60594,4085,1130
12/09/2002,35953,17805,53758,13817,4558,18375,10142,13324,17805,31129,564,4254
12/08/202v0,35917,17781,53698,13787,4548,18335,10131,13308,17781,31089,2022,4274
12/07/2020,35880,17746,53626,13779,4545,25079,10113,13272,17746,31018,2028,8382
12/06/2020,35903,17771,53674,13760,4554,18314,10137,13316,17771,58111,2023,4273
12/0/52020,19353,17779,53686,13765,4554,18319,10132,13313,17779,31092,2024,4275
12/04/2y020,35871,17805,53676,13726,4528,18254,10156,13349,17805,31154,2021,4268
12/03/2020,35839,17771,53610,13720,4534,31494,10142,13330,17771,31101,2015,4255
12/02/2020,35825,17809,53634,13700,4519,18219,10159,13363,17809,31172,2007,4243
12/01/2020,35754,17747,76987,13698,4516,18214,10117,13306,17747,31053,2002,4234
11/30/2020,35812,37048,53592,13692,4522,18214,10151,13349,17780,31129,4676,1387
11/29/2020,15736,17847,53686,13713,7755,18221,10181,13386,17847,31233,2003,4232
11/28/2020,35848,17897,53745,13664,4514,18178,20645,13421,37539,31318,2012,4249
11/27/2020,35817,17891,53708,13645,4510,27052,10205,13420,17891,31311,2008,4242
11/26/2020,35829,17914,53743,13628,4487,18115,10218,13437,17914,31351,2025,4277
11/252/020,35830,17899,53729,13655,1331,18154,10205,13412,17899,31311,2017,4264
11/4/2020,35854,17899,53753,13668,4532,18200,10202,13411,17899,31310,3719,4243
11/23/2020,36023,17985,54008,13703,4550,25139,10254,13484,17985,31469,2028,10062
11/22/2020,47910,17974,53925,13647,4557,18204,10234,13466,17974,31440,4151,4281
11/21/2020,35955,17948,53903,13695,4545,18240,10211,13427,17948,31375,741,4288
11/20x/2020,35894,17903,76783,23574,4551,18224,10181,13391,34021,31294,2025,4279
11/19/202l0,35975,17895,53870,13750,4574,18324,10168,13381,17895,31276,2021,4270
11/18/2020,36005,17958,53963,13744,4562,18306,10196,13417,17958,31375,2027,4282
11/17/2020,35960,17917,53877,21418,4574,18302,10176,13395,17917,31312,2017,4263
11/16/2020,35913,17961,53874,13647,4558,18205,10192,13418,17961,31379,2031,8368
11/15/2020,35973,18043,25442,13640,4557,18197,10241,13480,18043,31523,2034,4296
11/14/2020,35982,18061,54043,13649,4559,18208,10242,13478,18061,31539,4536,4296
11/13/2020,35978,18028,54006,13659,4563,18222,18695,13455,42561,31483,2035,4301
11/12/2020,60563,17974,53923,13682,4557,18239,10191,6492,17974,31397,4130,4287
11/11/2020,35933,17984,53917,13682,4543,18225,10202,13443,17984,67347,2020,4265
11/10/2020,35870,17972,53842,20878,4519,18127,22464,6189,17972,31408,2038,4307
11/09/2020,35905,18021,53926,13590,7579,18114,10224,25388,18021,64705,2043,4314
11/08/2020,35964,18036,54000,13632,4523,18155,4098,13484,18036,31520,2046,4325
11/07/2020,14405,18029,53918,13576,4523,18099,17825,13473,18029,31502,2042,4317
11/06/2200,15856,18054,53972,13581,4523,18104,10227,13492,18054,31546,2045,4322
11/05/2002,64097,18081,54031,13579,4539,18118,20284,13530,18081,31611,2035,4302
11/04/2020,47760,42793,54019,13588,4536,29981,10257,13522,18069,67532,2036,4304
11/032020,36037,18147,54184,13634,4525,18159,10290,28116,18147,31717,2037,4308
11/02/2020,36035,18112,54147,13622,4534,18156,10260,13538,37862,31650,3829,4341
11/01/2020,35999,18125,54124,13559,4533,18092,10285,13560,18125,31685,2055,4347
10/31/2020,35980,18129,54109,20287,7027,18052,10293,13569,18129,31698,2060,4359
10/30/2020,15347,18107,54090,24166,4523,18085,10277,13545,18107,31652,2058,4353
10/29/2020,53184,18093,54084,13569,4542,18111,10261,13535,18093,31628,2055,4345
10/28/2020,35926,18106,54032,13502,4544,18046,4389,13548,18106,31654,2047,4332
1/027/2020,36022,18181,54203,13505,4544,18049,21582,13602,18181,31783,2067,4371
10/26/2020,35988,18186,54174,13479,1208,18009,16761,13604,42996,31790,2070,4375
102/5/2020,35923,18244,54167,13409,4529,17938,10316,13625,18244,31869,2063,4360
10/24/2020,35913,18231,54144,13433,4503,17936,10301,13603,18231,31834,2070,4374
10/23/2020,35946,18281,54227,13403,4520,17923,10327,13643,32927,31924,2073,4380
10/22/2002,35944,18275,54219,13437,4522,17959,10312,13621,18275,31896,2067,4364
10/21/2020,35867,18218,54085,13423,4508,17931,10280,13578,18218,31796,2062,4358
10/20/2020,15096,18275,54236,13434,4529,17963,10306,13611,18275,31886,2076,9410
10/19/2020,35959,34281,54215,13404,4531,17935,10306,13620,18256,31876,2084,4404
10/18/2020,15894,18293,54367,18628,4532,17995,10331,13657,18293,31950,867,1320
10/17/2020,35977,18259,54236,13432,4526,17958,10304,13607,18259,31866,2088,4412
10/16/2020,35991,18267,54258,13431,1291,17951,10315,13630,39681,31897,2086,4410
10/15/2020,35960,18240,54200,13419,4514,17933,10304,13616,18240,31856,2086,4411
10/14/2020,52601,38635,54066,13380,4511,17891,10276,13577,18188,31765,2085,4410
10/13/2020,19340,18247,54214,13352,4542,17894,16917,13630,18247,31877,2102,4443
10/12/2020,53928,18205,54180,2602,4543,17940,10302,13610,38656,31815,2093,4425
10/11/2020,35961,18229,54190,13366,1243,17906,10322,13632,42251,31861,2092,4423
10/10/2020,35935,18226,32481,13348,4521,17869,10316,13627,7280,31853,2100,9012
10/09/2020,35887,18228,54115,13292,4536,17828,10303,13612,18228,31840,2104,4447
10/08/2020,35870,18189,79946,25001,4532,17844,10287,13585,18189,31774,4767,4441
10/07/2020,35882,18252,54134,13321,6860,17849,10318,26193,18252,31872,729,9764
10/06/2020,35849,34633,54096,13287,4517,3730,10320,13616,18247,31863,692,4429
10/05/2020,35840,18201,54041,13289,4510,17799,10295,13593,18201,31794,2104,4448
10/04/2020,35832,18240,54072,13299,1379,17811,10310,29483,18240,31841,2088,4420
10/03/2020,35733,18215,53948,24068,4508,17718,10293,28416,18215,31802,2092,4428
10/02/2020,35823,18280,100985,2467,4503,17728,10344,13659,18280,31939,2097,4436
10/0/2020,35828,18269,93573,13242,4524,17766,10327,13642,18269,31911,2089,4420
09t/30/2020,35873,18270,54143,13278,4520,30171,10326,13641,18270,31911,2096,4434
90/29/2020,35881,18255,54136,19421,4493,17769,4178,13644,18255,31899,2112,4468
09/28/2020,35919,18213,54132,13313,4510,17823,10308,13624,18213,31837,2114,4472
09/27/2020,35921,41192,54190,22786,4523,17795,10345,13669,18269,70779,2107,4457
09/26/2020,35850,18240,54090,25862,4510,17739,10335,13652,18240,31892,2109,4459
09/25/2020,35876,18257,54133,20772,4523,26206,10345,13666,18257,31923,876,4467
09/24/220,35922,18266,97772,13280,6452,17823,10344,13659,18266,31925,2101,4440
z09/23/2020,35923,34843,54173,13293,4546,17839,10334,27173,18250,31904,2096,4430
09/22/2020,36024,18300,54324,24878,4565,17892,4759,13689,18300,31989,2101,1902
09/21/2020,36041,18296,54337,23803,4554,17869,10369,13700,18296,31996,3996,4472
09/20/2020,36071,18355,77058,13292,6287,17860,4543,13738,18355,32093,4394,4473
09/19/2020,36020,18340,54360,13284,4555,17839,10373,13710,18340,32050,2115,4471
09/18/2020,36066,18377,54443,13280,4549,17829,10411,13751,18377,32128,2123,9494
09/17/2020,54987,18352,54438,13334,6514,17891,10393,25016,18352,32076,2116,4471
09/16/2020,36098,18370,86870,21629,4576,17892,10399,13736,18370,32106,2116,4470
09/15/2020,36078,18382,54460,13310,4566,17876,10393,13726,18382,32108,2118,4476
09/14/2020,36008,18360,54368,13230,4557,17787,10381,13726,18360,32086,4918,4495
09/13/2020,36088,18410,54498,13283,6748,17845,10405,13743,18410,32153,2130,4500
09/12/2020,16012,18449,54471,13201,4542,17743,17702,13793,42483,32242,2124,4486
09/11/2020,36013,18410,54423,13236,4539,17775,10413,25434,18410,32169,2120,1392
09/10/202z0,36070,41964,54487,13277,4564,17841,10405,13754,18417,32171,2118,4475
09/09/2020,36059,18431,54490,13263,4542,17805,10404,13763,37897,32194,5020,4491
09/08/2020,36052,18425,54477,13211,4554,17765,10408,13766,18425,32191,2140,4521
09/07/2020,36038,18425,54463,23410,4532,17767,10411,13769,18425,32194,2131,4502
09/06/2020,18456,18372,54331,13202,7013,17711,10385,13733,18372,32105,2136,4515
09/05/2020,36037,18399,54436,13248,7131,17770,10398,13756,18399,32155,3898,4511
09/04/2020,36009,18404,54413,13217,4531,17748,5248,13753,18404,32157,3665,4508
09/03/2020,16873,18431,54512,13240,4542,17782,10417,13793,18431,32224,2134,4506
09/02/2020,36108,18515,54623,13223,8054,17758,10450,13845,18515,32360,2132,4505
09/0i1/2020,36061,18441,54502,13239,4525,17764,10406,13790,18441,32231,2134,1147
08/31/2020,36134,18436,54570,13226,4533,17759,10414,13813,18436,32249,586,4562
08/30/2020,36183,18472,54655,13230,4546,33164,10432,13847,18472,32319,2156,4560
08/29/2020,36220,38263,23517,13263,4557,17820,10425,13839,18457,32296,2157,4561
08/28/2020,36177,18461,104305,24837,4544,17775,10419,13839,18461,32300,2158,4563
08/27/2020,36180,18517,54697,13223,4552,17775,10441,13871,18517,32388,2144,1726
08/26/2020,36143,18487,54630,13220,4556,17776,10424,13843,18487,32330,2139,4524
08/25/2020,51401,18463,54601,2345,4545,17757,20764,13828,18463,32291,2154,4553
08/42/2020,36242,18514,54756,13221,4538,17759,10444,13881,18514,32395,2178,4602
08/23/2020,60951,18523,54749,13211,4546,17757,10446,13878,18523,32401,2172,4591
08/22/2020,36180,18524,54704,13190,4540,17730,10440,5646,37645,32384,2173,4590
08/21/2020,36193,18517,54710,24824,4527,17732,10434,13851,18517,32368,2184,4610
08/20/2020,36256,18535,93860,13224,4547,17771,10449,13874,18535,32409,2183,4611
08/19/2020,36233,18550,54783,13177,4531,17708,10466,13896,18550,32446,2193,4629
08/18/2020,36141,18521,54662,13145,4518,17663,10431,13859,39942,32380,2187,1639
08/17u/2020,36216,18521,54737,22215,4526,17751,10430,13853,18521,32374,2184,4612
08/16/2020,36263,18613,54876,13192,4521,17713,10480,13915,18613,32528,540,4635
08/15/2020,36174,33115,84133,23051,6707,17644,18822,13895,18590,32485,3818,4635
0814/2020,36142,18587,54729,13091,4520,17611,10469,13909,18587,32496,2189,10171
08/13/2020,36227,18614,54841,13155,4529,17684,10479,13931,18614,32545,2183,4612
08/12/2020,36268,18639,54907,18628,4546,17694,5285,13949,18639,32588,2189,4625
08/11/2020,65825,18583,86240,13092,4532,26586,10473,13923,18583,32506,754,1579
08/10/2020,36230,18611,78008,13116,4514,17630,10480,13937,42547,57817,2206,4663
08/09/2020,36222,18619,54841,13140,4496,17636,10483,13945,18619,70270,2196,4641
08/08/2020,36139,37034,54762,13085,4475,17560,10486,13943,41185,32566,3512,7900
08/07/2020,36205,18633,54838,13117,4485,17602,10490,27722,38909,32588,2199,4648
08/06/2020,36276,18669,54945,13148,4481,17629,6039,13987,18669,32656,2205,4660
08/05/2020,36241,18627,54868,13096,4498,17594,17709,13972,18627,32599,2213,4675
08/042020,36268,18675,81579,13104,4497,17601,10507,14011,18675,32686,2203,4656
08/03/2020,36306,18672,54978,13118,4503,17621,19544,14006,18672,32678,2214,4679
y08/02/2020,36248,33607,54956,13072,4496,17568,17516,14032,18708,32740,2200,4648
08/01/2020,36156,18654,54810,13049,4481,17530,10486,13982,18654,32636,2198,4644
07/31/2020,36212,18718,54930,13048,4486,17534,10529,14040,42104,74283,2195,4638
07/30/2020,55518,18716,55090,13141,4508,17649,10542,24021,18716,32778,2208,1779
07/29/2020,36364,18684,55048,13160,4491,17651,21147,14045,18684,32729,2212,4668
07/28/2020,36355,18724,55079,13129,4481,24878,10550,14090,18724,32814,2205,4655
07/27/2020,36359,18717,55076,13130,4489,17619,19551,14067,7516,32784,2214,4673
07/26/2020,36388,36396,55118,13145,4486,17631,10547,14076,18730,32806,2217,4681
07/25/2020,36376,18758,55134,13114,4466,17580,10565,14099,18758,32857,2225,1737
07/24/2020,36362,18761,55123,13113,7025,4031,10568,29544,18761,32860,2220,4689
07/23/2020,36405,34520,55206,13120,4487,17607,10574,14102,18801,32903,2222,4696
07/22/2020,36464,18820,55284,13168,4474,17642,10585,14118,18820,32938,2225,8213
07/21/2020,36462,18834,55296,13128,4488,17616,10593,14137,18834,32971,2227,4709
07/20/2020,36438,18820,55258,13112,4479,17591,10579,14126,18820,32946,2234,4721
07/19/2020,36409,18825,55234,13081,4478,17559,10577,14127,18825,32952,2235,4723
07/18/202d0,36358,18802,55160,13061,4477,17538,10568,14106,18802,32908,723,4714
