gross,net,conventionalaccounting,economicsector,sector,category,subcategoryone,subcategorytwo,subcategorythree,yearvalue(long),gas,mtcotwoearfivetwozeroyr(long),mtcotwoearfouronezerozeroyr(long)
No,Yes,Yes,Net Emissions,AFOLU,Net kEmission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2012,C2,-43,-43
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wtelands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2013,CO2,-43,-43
No,Yzes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1642,C2O,-43,-43
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2015,CO2,-43,-43
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassljand, Cropland, Other Land",2016,CO2,-43,-43
No,Yes,Yes,Net Emissions,AFOLU,zNet Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2017,CO2,-43,-43
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,and Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2018,CO2,-43,-43
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlanjds,"Wetland converted to Settlement, Grassland, Cropland, Other Land",2019,CO2,-43,-43
No,Yes,Yes,Nt Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1990,CO2,-18,-18
No,eYs,Yes,Net Emissions,FAOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1991,CO2,-18,-18
o,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1992,OC2,-18,-18
tNo,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1993,CO2,-18,-18
No,Yse,Yes,Net Emissions,AFOLU,Net Emission Removals,aLnd Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1065,CO2,-18,-18
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removcals,Lan Use,Welands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1995,CO2,-18,-18
No,Yes,eYs,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1996,CO2,-18,-18
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1997,C2,-18,-18
No,Yse,Yse,Net Emissions,AFOLU,Net Emission Reomvals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1998,CO2,-18,-18
No,Yes,Yes,Net Emissions,AFOLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, Other Land",1999,yCO2,-18,-18
No,Yes,Yes,Net Emissions,AFOLU,Net Emision Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Croplan, Other Land",2000,CO2,-18,-18
No,Yes,Yes,Net Emissions,AFLU,Net Emission Removals,Land Use,Wetlands,"Wetland converted to Settlement, Grassland, Cropland, ther Land",2001,CO2,-18,-18
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Petroleu Coke,1990,CO2,0,0
Yens,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Petroleum Coke,1990,CH4,0,0
Yes,Yets,Yes,Electricity,Energy,Fuel Combustion,Electric Power,No Applicable,Petroleum Coke,1990,N2O,0,0
Ys,lYes,Yes,Inudstry,Energy,Fuel Combustion,Industrial,Not Applicable,Waxes,2103,fCO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Appilcable,Waxes,1990,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,xIndustrial,Not Applicable,Waxes,1990,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Oter Fossil Fuel Use,Industrial,Not Applicabvle,Asphalt and Road Oil,1990,CH4,0,0
Yse,Yes,Yes,Industry,Energy,Other Fssil Fuel Use,Industrial,lNot Applicable,Asphalt and Road Oil,1768,2O,0,0
Yes,Yes,Yes,Industry,Enery,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coking,1990,CO2,0,0
Yes,Yes,Yes,Indusry,Energy,Other Fossil Fuel Ues,Industrial,Not Applicable,Coal - Coking,1990,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coking,1990,N2O,0,0
Yes,Yes,Yse,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal -O ther,1990,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrila,Not Applicable,Coal - Other,1990,N2O,0,0
Yes,Yes,Yes,Industry,Enrgy,Other Fossil Fuel Use,Industrial,Not Applicable,Distillate Fuel,1990,CH4,0,0
Yes,Ydes,eYs,Industry,Eknergy,Other Fossil Fuel Use,Industrial,Not Applicable,Distillate Fuel,1990,N2O,0,0
es,Yes,Yes,Industry,Energy,Other Fossil Fuel se,Industrial,Not Applicable,LPG,1990,CH4,0,0
Yes,Yes,Yzes,Inudustry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,LGP,1990,Nc2O,0,0
Yes,Yes,Yefs,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants,1990,CH4,0,0
Yes,Yse,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Aplicable,Lubricants,2377,N2O,0,0
Yse,es,Yse,Industry,Energy,Other Fossil Fuel Use,Idnustrial,Not Applicable,Lubricants (Transportation),1990,CH4,0,0
Yes,Yes,Yes,Industry,Eneryg,Other Fossil Fuel Use,Indutsrial,Not Applicable,Lubricants (Transportation),1990,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,1990,CHh4,0,0
Yes,Yes,Yexs,Industry,Enegy,Other Fossil Fuel Use,Industrial,Not Applicable,Miscellaneuous Petroleum Products,1990,2O,0,0
Yes,iYes,Yes,Indkustry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Natrual Gas,1990,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Petroleum Coke,1990,CH4,0,0
Yes,Yes,Yes,Industry,nergy,Other Fossil Fuel Use,Industrial,Not Applicable,Petroleum Coke,1990,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Special Naphthsa,1669,CH4,0,0
Yes,eYs,Yes,Industry,zEnergy,Other oFssil Fuel Use,ndustrial,Not Applicable,Special Naphthas,1042,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicabe,Waxes,1990,CH4,0,0
Yes,Yes,Yes,Industry,Energy,OtherFossil Fuel Use,Industrial,Not Applicable,Waxbes,2793,N2uO,0,0
Ynes,oN,lNo,Transportation,Energgy,Fuel Combustion,Transportation,Road,Gasoline,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Road,Diesel,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Enqergy,Fuel Combustion,Transportation,Road,CNG,1990,Biogenic CO2,0,0
es,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Aviatxion,Jet Fuel,1495,H4,0,0
Yes,oN,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Railroad,Distillate Fuel,2367,Biogenic CO2,0,0
Yes,oN,No,Transportation,rEnergy,Fuel Combustion,Transportation,Military,Distillate Fuel,1990,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustin,Transportation,Military,Residual Fuel,1990,Biogenic CO2,0,0
No,No,No,Excldued,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Distillate Fuel,1990,Biogenic CO2,0,0
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Aircraft),Jet Fuel,1906,CH4,0,0
Yes,No,No,Transportation,Energy,Ful Combustion,Transportation,Nonroad - Other,Diesel,1990,Biogenic CO2,0,0
Yezs,No,No,Transportation,Enrgy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gaosline,2101,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Construction,Gastoline,1437,Biogenic CO2,0,0
Yegs,oN,No,Transportation,Energy,Fuel Combustion,Transportaktion,Nonroad - gricultural,Gasoilne,1990,Biogenic CO2,0,0
eYs,No,o,Tranpsortation,Energy,Fuel Combustion,Transportation,Nonroad -P ublic Nonhighway,Gasoline,1990,Biogenic CO2,0,0
Yes,No,No,Transprotation,nEergy,Fuel Combustion,Transporattion,Nonroad - Miscellaneous/Unclassified,Gasoline,2553,Biogenic CO2,0,0
Yes,No,wNo,Transportation,Energy,Fuel Combustion,Transportation,lNonroad - Lawn and Garden,asoline,1990,Biogenic CO2,0,0
Yes,No,No,Transportkation,Energy,Fuel Combustion,Transportation,Nonroad - Marine/Boating,Gasoline,1990,Biogenic CO2,0,0
Yes,No,hNo,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Recreational Vehicle,Gasline,1990,Biogenic CO2,0,0
es,Yes,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,ll,1990,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,1990,CH4,0,0
Yes,Yes,kNo,Electricity,Enegry,Iemported Electricity,Direc tElectricity Imports,Not Applicable,All,2260,N2O,0,0
Yes,No,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,2923,Biogenic CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,1990,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicabel,Petroleum Coke,1990,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Elecric Power,Not Applicable,Petroleum Coke,2236,N2O,0,0
Yes,Yes,No,Industry,Enegry,Imported Fossil Fuels,Industrial,Not Applicable,Waxes,1058,CO2,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applcable,Wraxes,1990,CH4,0,0
Yes,Yes,oN,Industry,Energy,Imported Fossil Fuels,Industrial,Not Appicable,Waxes,1990,N2O,0,0
Yes,Yes,Nao,Industry,Energy,Imported Fosil Fuels,Other Fossil Fuel Use,Not Applicable,SpecialN aphthas,1990,N2O,0,0
Yes,Yres,oN,Industry,Energy,Imported Fossil Fules,Other Fossil Fuel Use,Not Applicable,Waxes,1990,N2O,0,0
Yes,eYs,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricit Imports,Not Applicable,Distillate Fuel,1990,CO2,0,0
Yes,Yes,oN,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable***,Natural Gs,1990,CO2,0,0
Yes,Yes,No,Electrictiy,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Coke,1990,CO2,0,0
Yecs,Yes,o,Electricity,Enegry,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Residual Fuel,1990,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Disjtillate Fuel,1990,CH4,0,0
Yes,es,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Naural Gas,1990,CH4,0,0
Yes,cYes,No,Eectricity,Energy,Imported Fossil Fuesl,Direct Electricity Imports,Not Applicable,Petroleum Coke,1990,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Residual Fuel,1990,H4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,2443,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Natural Gas,1990,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Coke,1990,N2O,0,0
Yes,Yes,o,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Residual Fuel,1990,N2O,0,0
Yes,Yes,Yxes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Petroleum Coke,1991,CO2,0,0
Yes,Yes,Yes,Electricity,nEergy,Fuel Combustion,Electric Power,Not Applicable,Petroleum Cke,1991,CH4,0,0
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Petroleum Coke,1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Indusrtial,Not Applicable,Waxes,1991,CO2,0,0
Yes,Yes,Yes,Industry,Energy,Fuel Combustbion,Industrial,Not Applicable,axes,1792,CH4,0,0
Yes,Yes,Yes,Industry,nEergy,Fuel Combustion,Industrial,Not Applicable,axes,1991,N2O,0,0
Yes,Yies,Yes,Indugstry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,1991,C4H,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Inustrial,Not Applicable,Asphalt and Road Oil,1991,N2O,0,0
Yes,Yes,eYs,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coking,1991,CnO2,0,0
Ys,Yes,es,Indujstry,Energy,Other Fossi lFuel Use,Industrial,Not Applicable,Coal - Coking,1991,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Indusrial,Not Applicable,Coal - Coking,1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Other,1991,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - aOther,1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Othter Fossil Fuel Use,Industrial,Not Applicable,Distillate Fuel,2388,C4H,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Distillate Fuel,1991,N2O,0,0
Yes,Yes,Yes,Industry,Eneryg,Other Fossil Fuel Use,Industrial,Nto Applicable,LPG,1991,CzH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,LPG,1991,N2O,0,0
Yes,rYes,Yse,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Appicable,Lubricants,1991,kCH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants,1991,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants (Transportation),1991,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants (Transportation),1354,N2O,0,0
es,Yes,es,Inustry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,1991,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Nt Applicable,Miscellaneous Petroleum Products,1991,N2O,0,0
Yes,Ys,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not pplicable,Natural Gas,1991,CH4,0,0
Yes,Yes,Yes,Industry,Eenrgy,Other Fossil Fuel Use,Industrial,Not Applicable,Natural Gas,1991,2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Indutrial,Not Applicable,Petroleum Coke,1991,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Petroleum Coke,1991,N2O,0,0
Ys,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Special aNphthas,1991,CH4,0,0
Yes,Yes,Yes,Industry,Eenrgy,Other Fossil Fuel Use,Industrial,Not Applicable,Special Naphthas,2181,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Indutrial,Nt Applicable,Waxes,2971,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Wraxes,1991,N2O,0,0
Yes,No,No,Transporjtation,Energy,Fuel Combusmtion,Transportation,Road,Gasoline,1991,Biogenic CO2,0,0
es,No,o,Transportation,Enegry,Fuel Combustion,Transportation,Road,Diesel,1991,Biogenic C2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Road,CNG,3028,Biogenic CO2,0,0
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Aviation,Jet Fuel,1991,CH4,0,0
Yes,No,o,Transportation,Energy,Fuel Combustion,Transporttaion,Nonroad -R ailroad,Distillate Fuel,1991,Biogenic CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Mwilitary,Distillate Fuel,1991,BiogenicCO2,0,0
Yes,No,No,Transportation,nEergy,Fuel Combustion,Transportation,Miljitary,Residual Fuel,1991,Biogenic CO2,0,0
No,No,No,Excludegd,Enregy,Fuel Combustion,Transportation,Bunker (Vessel),Distillate Fuel,1991,Biogeinc CO2,0,0
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Aircraft),Jet Fuel,1991,CH4,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Other,iesel,1991,Bigoenic CO2,0,0
Yse,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasolie,1991,Biogenic CO2,0,0
Yes,No,No,Transporattion,Energy,Fuel Combustion,Transportation,Nonroad - Construction,Gasoline,1991,Biogenic CO2,0,0
Yes,No,No,Transpkortation,cEnergy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,1991,Biogenic CO2,0,0
Yes,o,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,1991,Biogenic CO2,0,0
Yes,No,Nlo,Transporattion,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassinfied,Gasoline,1991,Biogenidc CO2,0,0
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportaiton,Nonroad - Lawn and Garden,Gsoline,1991,Biogenic CO2,0,0
Yes,No,No,Transportation,Energsy,Fuel nCombustion,Transportation,Nonroad - Marine/Boating,Gasoline,1748,Biogenic CO2,0,0
Yes,No,No,Trnsportation,Energy,Fuel Combustion,Transportation,Nonroad - Recreational Vehicle,Gasoline,1991,Biogenic CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,1991,CO2,0,0
Yes,Yes,No,Electricity,Enery,Imported Electricity,Direct Electricity Imports,Not Applicable,All,1991,CH4,0,0
Yes,Yes,No,Electricity,nergy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,1991,N2O,0,0
Yes,No,No,Electricity,Energy,Imported Electricity,Direct Electricity Imports,Not Applicable,All,1991,Biogenic CO2,0,0
Yse,Yes,No,Electricity,Energy,Imported FossilFuels,Electric Power,Not Applicable,Petroleum Coke,1991,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,1991,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Eblectric Power,Not Applicable,Petroleum Coke,1616,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industirial,Not Applicable,Waxes,1991,CO2,0,0
Yes,Yes,No,Injdustry,nEergy,Imported Fossil Fuels,Industrial,Not Applicable,Waxes,2849,CH4,0,0
Yes,Yse,No,Indstry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Waxes,1991,N2O,0,0
es,Yes,No,Industry,Eergy,Imported Fossil Fuels,Oter Fossil Fuel Use,Not Applicable,Special Naphthas,1991,N2O,0,0
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Waxes,1991,N2O,0,0
Yess,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillat Fuel,1991,COf2,0,0
hYes,Yes,wNo,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Natural Gas,1991,CO2,0,0
Yes,Yes,No,lectricity,Energy,Imported Fossil Fuesl,Direct Electricity Imports,Not Applicable,Petroleum Cokwe,1991,CO2,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Residual Fuel,1991,CO2,0,0
Yes,Yes,No,Electriciyt,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,1991,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Naturayl Gas,1991,CH4,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Coke,1991,CH4,0,0
Yes,Yse,No,Electricity,Energy,Imported Foessil Fuels,Direct Electricity Imports,Not Applicable,Residual Fuel,1991,C4H,0,0
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Distillate Fuel,1991,N2O,0,0
Yes,Yes,No,Electricity,Energy,Imprted Fossil Fuels,Direct Electricity Imports,Not Applicable,Natural Gas,1991,N2nO,0,0
Yes,Ys,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Coke,1991,N2O,0,0
Yes,Ydes,No,Electricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Residual Fuel,1991,N2O,0,0
eYs,Yes,Yes,Electricity,Energy,Fuel Combustion,Electic Power,Not Applicable,Petroleum Coke,1992,CO2,0,0
jYes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Petroleum Coke,1992,CH4,0,0
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Petroleum Coke,2218,NO,0,0
Yes,Yes,Ytes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Waexs,2860,CzO2,0,0
Yes,Yes,Yes,Inmdustry,Energy,Fuel Combustion,Industrial,Not Applicable,Waxes,1992,CbH4,0,0
Yes,Yes,Yes,Ibndustry,Energy,Fuel Combustion,Industrial,Not Applicable,Waxes,1992,N2O,0,0
Yes,Yes,Yegs,Industry,nEergy,Other Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Road Oil,1992,CH4,0,0
Yes,Yes,Yes,Ikndustry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Asphalt and Raod Oil,1992,N2O,0,0
Yes,es,Yeus,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Appilcable,Col - Coking,1992,CO2,0,0
Yes,Yes,es,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Coking,1992,CH4,0,0
Ypes,Yes,Yes,Industry,Eergy,Other Fossil Fuel Use,Industrial,Not pplicable,Coal - Coking,2260,N2O,0,0
Yes,Yes,Yes,Industry,Enegy,Other Fossil Fuel Use,Industrial,Not Applicable,Cola - Other,1992,CH4,0,0
Yes,Yse,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Col - Other,1992,N2O,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Distillate Fuel,2968,C4H,0,0
Yes,Yes,Yes,Industry,Energgy,Other Fossil Fuel Use,xIndustrial,Not Applicable,Distillate Fuel,1992,rN2O,0,0
Yes,Yes,Yes,Indstry,Energy,Other Fossil Fuel Use,Ikndustrial,Not Applicable,LPG,1992,CH4,0,0
Yes,eYs,Yes,Industry,sEnergy,Other Fossil Fuel Use,Industrital,No tApplicable,LGP,1992,N2O,0,0
Yes,Yes,Ys,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricants,1992,CH4,0,0
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Lubricanst,1992,N2O,0,0
