ID,Q1a_Services_offered_by_Tempe,Q1b_Appearance_of_the_city,Q1c_Image_of_the_city,Q1d_How_well_city_planning_growth,Q1e_Quality_of_life_in_the_city,Q1f_Feeling_of_safety_in_the_city,Q1g_Efforts_to_promote_diversity,Q1h_Direction_city_is_heading,Q1i_Leadership_of_elected_officials,Q1j_Public_involvement-decision_making,Q1k_Ethical_employees_conduct_business,Q1l_Citys_sustainability_programs,Q1m_Efforts_to_keep_residents_informed,Q1n_Opportunities_to_express_ideas/views,Q2a_Condition_streets,Q2b_Condition_sidewalks,Q2c_Maintainence_of_private_property,Q2d_Condition_of_alley,Q2e_Feeling_of_safety,Q2f_Quality_neighborhood_park,Q2g_Adequacy_of_street_lighting,Q3_1st_Choice,Q3_2nd,Q4_Rate_condition_of_your_neighborhood,Q6_Services/Facility_used_past_12_mo,Q6_2nd_,Q6_3rd_,Q6_4th_,Q6_5th_,Q6_6th_,Q6_7th_,Q6_8th_,Q6_9th_,Q6-10th_,Q6-11th_,Q6_12th_,Q6_13th_,Q6_14th_,Q6_15th_,Q7a_Quality_of_larger_City_parks,Q7b_Recreaction/multigen_centers,Q7c_Swimming_pools_and_programs,Q7d_Outdoor_athletic_fields,Q7e_Programs_for_youth,Q7f_Programs_for_adults,Q7g_City_golf_courses,Q7h_Tempe_Center_for_the_Arts,Q7i_Tempe_History_Museum,Q7j_Library_facilities,Q7k_Disability_access_to_City_programs,Q8_1st_Choice,Q8_2nd,Q9a_Library_services,Q9b_Condition_of_City_streets,Q9c_Condition_and_clarity_street_signs,Q9d_Local_transit_service,Q9e_Management_of_traffic_flow,Q9f_Walking/biking_paths,Q9g_Availability_of_information,Q9h_Enforces_property_maint_codes,Q9i_Landscape_maintenance_sreet/sidewalk,Q9j_Appearance_residental_property,Q9k_Appearance_commercial_property,Q9l_Cleanliness_city_streets,Q9m_Residential_trash_collection,Q9n_Recycling_services,Q9o_Bulky_item_pick_up/removal_services,Q9p_Water_service,Q9q_Local_police_services,Q9r_Enforcement_of_traffic_laws,Q9s_Local_fire_services,Q9t_Efforts_by_City_to_prevent_crime,Q9u_Recreation_programs/services,Q9v_Maintenance_city_parks,Q10_1st_Choice,Q10_2nd,Q10_3rd,Q11_Social/human_services_used,Q11_2nd,Q11_3rd,Q11_4th,Q11_5th,Q11_6th,Q11_7th,Q11_8th,Q11_9th,Q12_1st_Choice,Q12_2nd,Q12_3rd,Q13_Get_information_do_you_use,Q13__2nd,Q13__3rd,Q13__4th,Q13__5th,Q13__6th,Q13__7th,Q13__8th,Q13__9th,Q13_10th,Q13_11th,Q13a_1st_Choice,Q13a_2nd,Q13a_3rd,Q14a_Contacted_the_city_past_12_mo,Q14b_How_easy_city_was_to_contact,Q14c_Way_you_were_treated,Q14d_Accuracy_of_information_given,Q14e_How_quickly_responded_to_request,Q14f_How_well_issue_was_handled,Q15_1st_Priority,Q15__2nd,Q15__3rd,Q15__4th,Q15__5th,Q15__6th,Q15__7th,Q15__8th,Q18a_How_many_years_lived_in_Tempe,Q18b_What_is_your_age,Q18c_Gender,Q18d_Used_public_transit_past_year,Q18e_Are_you_full-time_student,Q18f_Own_or_rent,Q18g_Does_home_have_alley,Q18h_Highest_level_of_education,Q18i_Describe_your_home,Q18j_Have_cable_TV,Q18j-Have_internet_access_home,Q1j-A_smart_phone,Q18k_Visited_downtown_during_past_year,Q18l_Race/ethnicity,Q18l_2nd,Q18l_3rd,Q18l_4th,Q18l_5th,Q18l_Other,Q1_Attend_events_downtownand_the_Lake,Q1a_How_many_times_attended_Downtown,Q1a-Town_Lake,Q2_Impact_special_events_have_community,Q5_How_satisfied_with_events,Q6_Long_range_planning,Q6__2nd,Q6__3rd,Q6__4th,Q6__5th,Q6__6th,Q6__7th,Q6__8th,Q6__9th,Q6_10th,Q6_11th,Q6_Other,Zip,OBJECTID
39,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,B,,5,0,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,Z,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Z,,,9,,,,,,,,,1,7,9,,,,,,,,,,,,5,8,9,1,4,4,4,3,2,0,,,,,,,,2,3,2,2,2,1,1,3,1,1,1,1,1,2,3,,,,,1,2,3,4,4,1,8,10,,,,,,,,,,85282,38
40,5,4,4,9,5,4,9,4,4,9,4,9,3,5,5,5,4,4,5,4,3,C,G,4,0,,,,,,,,,,,,,,,4,9,9,9,9,9,3,4,4,4,4,E,F,9,5,4,9,4,4,9,9,4,4,4,5,5,5,5,5,4,4,4,9,9,4,Z,,,0,,,,,,,,,1,2,4,5,7,9,,,,,,,,,5,9,7,1,4,5,5,4,5,2,11,,,,,,,5,7,1,2,2,1,1,4,1,1,2,2,1,2,,,,,,1,1,1,4,4,1,7,9,,,,,,,,,,85282,39
41,4,3,3,3,4,3,3,3,3,3,1,3,3,4,3,3,3,4,3,3,4,E,G,5,8,,,,,,,,,,,,,,,4,3,3,3,3,4,5,4,4,5,5,F,G,4,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,4,3,3,4,4,4,Z,,,0,,,,,,,,,2,3,4,5,7,9,,,,,,,,,6,4,7,1,5,5,4,4,5,6,8,,,,,,,5,6,1,2,1,1,2,4,2,1,1,2,1,5,,,,,,1,0,2,4,5,2,6,,,,,,,,,,,85282,40
42,3,3,3,2,3,2,3,2,3,3,4,3,2,2,2,2,3,3,2,2,2,E,G,3,3,14,15,,,,,,,,,,,,,4,3,3,3,3,3,3,3,3,4,3,J,K,4,2,2,2,3,3,3,4,4,4,4,3,4,4,5,2,4,2,3,2,3,2,Z,,,0,,,,,,,,,2,3,9,5,7,8,11,,,,,,,,5,8,11,2,,,,,,7,8,,,,,,,4,4,1,2,2,1,1,5,1,2,1,2,2,2,,,,,,1,0,1,5,3,3,6,10,,,,,,,,,,85284,41
43,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Z,,3,2,3,6,10,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,Z,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Z,,,0,,,,,,,,,0,,,0,,,,,,,,,,,0,,,9,,,,,,0,,,,,,,,5,9,1,2,2,1,1,4,1,1,1,1,1,2,,,,,,9,,,9,9,0,,,,,,,,,,,,85282,42
44,5,4,3,9,4,4,9,9,3,4,9,3,4,4,5,5,3,4,3,9,4,Z,,4,2,4,7,12,14,,,,,,,,,,,5,9,9,9,9,9,9,4,5,5,9,Z,,5,4,4,9,3,4,5,2,4,4,4,4,5,5,4,5,5,3,5,5,9,3,Z,,,0,,,,,,,,,0,,,0,,,,,,,,,,,0,,,9,,,,,,0,,,,,,,,5,6,1,2,2,1,2,5,1,1,1,1,1,2,,,,,,1,2,2,5,4,2,5,6,,,,,,,,,,85281,43
45,4,4,4,3,4,4,9,9,3,3,3,3,3,3,4,4,4,1,4,4,4,Z,,5,11,15,,,,,,,,,,,,,,4,4,3,3,3,4,9,9,3,3,3,Z,,4,3,4,4,3,3,3,9,3,3,3,3,2,4,3,4,3,3,3,4,4,4,M,O,,0,,,,,,,,,0,,,5,,,,,,,,,,,5,,,9,,,,,,3,9,,,,,,,5,6,1,1,2,1,1,3,1,2,1,1,2,2,,,,,,2,,,2,1,1,2,3,,,,,,,,,,85281,44
46,5,5,5,4,5,5,5,4,4,5,4,4,4,4,4,2,4,3,4,3,1,G,B,4,2,3,4,6,11,12,14,,,,,,,,,4,9,9,9,9,3,9,5,4,4,9,C,,4,4,5,4,4,3,3,4,3,3,3,3,3,5,4,4,4,9,3,3,3,4,F,E,H,0,,,,,,,,,4,7,9,2,3,5,8,9,,,,,,,0,,,2,,,,,,1,4,,,,,,,2,2,2,1,2,1,1,3,1,2,1,1,1,2,,,,,,1,3,3,3,2,6,7,10,,,,,,,,,,85281,45
47,4,4,4,3,4,4,5,4,4,4,4,5,4,4,4,4,2,3,4,3,5,C,F,4,2,3,4,6,7,10,11,12,13,14,15,,,,,4,5,4,4,5,5,9,9,5,5,5,A,D,5,4,5,3,4,4,3,2,4,2,2,5,5,5,5,5,4,4,5,4,4,3,H,V,G,9,,,,,,,,,8,9,3,1,6,7,8,9,10,,,,,,8,6,9,1,5,5,4,4,4,2,11,,,,,,,5,4,1,1,2,1,1,4,1,1,1,1,1,2,,,,,,1,2,6,5,5,1,2,4,,,,,,,,,,85281,46
48,5,5,5,3,5,5,4,4,4,3,3,5,5,5,4,4,4,3,5,4,4,D,C,4,2,3,4,,,,,,,,,,,,,4,9,9,9,9,9,4,3,3,3,9,A,E,4,4,4,9,4,4,4,3,3,3,3,4,4,4,4,9,3,2,9,3,9,4,H,K,L,0,,,,,,,,,0,,,5,6,8,9,11,,,,,,,6,8,5,2,,,,,,0,,,,,,,,5,6,1,2,2,1,1,3,1,1,1,2,2,2,,,,,,2,,,4,9,1,8,9,,,,,,,,,,85282,47
49,5,5,5,4,5,5,5,4,4,4,5,5,3,1,5,5,4,3,4,4,4,F,D,4,1,2,3,4,6,10,11,,,,,,,,,4,5,3,4,3,3,3,5,5,5,3,A,E,4,5,4,3,2,5,4,4,3,3,3,2,3,3,2,2,4,5,1,3,3,3,Q,C,D,1,6,,,,,,,,3,6,1,1,4,5,9,,,,,,,,0,,,1,4,4,3,2,3,1,5,8,10,12,,,,3,4,1,1,2,1,1,2,2,1,1,2,1,2,3,,,,,1,20,10,5,5,1,2,5,8,10,,,,,,,,85282,48
50,5,5,5,9,5,5,5,5,9,9,9,9,5,5,4,4,2,3,4,4,5,C,E,2,2,3,7,12,14,,,,,,,,,,,5,5,5,5,5,9,5,5,5,5,9,Z,,5,3,9,9,9,9,5,3,9,3,5,5,5,5,9,9,9,9,9,9,5,5,Z,,,0,,,,,,,,,0,,,5,7,,,,,,,,,,0,,,2,,,,,,1,4,8,,,,,,3,6,2,2,2,1,1,4,1,1,2,1,1,2,,,,,,1,5,50,5,5,0,,,,,,,,,,,,85282,49
51,5,4,4,3,4,4,9,9,9,3,9,9,9,9,4,4,2,4,4,4,3,C,G,3,2,4,6,11,13,,,,,,,,,,,4,9,9,9,9,9,9,9,9,4,9,Z,,4,4,4,4,3,3,9,3,4,2,3,4,4,4,4,4,4,2,4,3,9,3,H,J,B,0,,,,,,,,,0,,,1,5,,,,,,,,,,1,5,,2,,,,,,6,8,,,,,,,5,6,1,2,2,1,2,2,1,2,1,2,1,2,,,,,,1,3,2,4,4,1,2,4,,,,,,,,,,85281,50
52,5,5,5,5,5,5,5,5,5,4,4,4,3,4,5,5,4,4,5,5,5,A,B,4,1,2,3,4,6,10,11,12,14,,,,,,,5,4,2,4,4,4,4,5,5,5,5,Z,,2,4,4,5,4,4,3,3,3,3,3,4,5,5,5,5,4,4,5,4,4,5,A,Q,S,7,,,,,,,,,4,7,9,5,8,10,,,,,,,,,5,2,8,2,,,,,,1,11,,,,,,,5,4,1,1,2,1,2,4,1,2,1,1,1,2,,,,,,1,0,2,5,5,1,5,10,,,,,,,,,,85282,51
53,5,3,4,3,4,3,4,3,4,3,4,4,3,3,4,4,3,2,3,3,3,D,E,3,1,2,3,4,5,6,7,9,10,11,12,13,14,15,,4,4,4,4,3,4,9,4,4,4,9,A,E,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,L,O,S,1,6,8,9,,,,,,1,2,5,2,4,5,7,11,,,,,,,2,5,1,2,,,,,,1,12,,,,,,,5,6,1,1,2,1,1,5,1,2,1,1,1,2,,,,,,1,1,0,4,4,1,4,6,,,,,,,,,,85282,52
54,4,5,5,9,4,5,4,5,5,4,5,5,4,5,5,5,4,5,5,5,4,A,C,4,2,3,4,6,10,11,13,14,,,,,,,,5,5,5,5,5,5,9,5,5,5,9,A,J,5,4,5,5,4,4,4,3,4,4,4,5,5,5,5,4,5,5,5,5,4,5,A,V,D,0,,,,,,,,,7,9,2,2,4,7,,,,,,,,,2,11,7,1,5,5,5,5,5,4,10,,,,,,,4,4,1,1,2,1,2,2,1,1,1,2,1,2,,,,,,2,,,5,4,2,8,10,,,,,,,,,,85282,53
55,5,5,5,4,4,3,4,4,4,3,4,9,4,9,2,2,3,2,4,3,4,A,D,3,2,3,4,11,,,,,,,,,,,,4,3,3,3,9,9,9,9,9,9,9,C,I,4,2,3,9,9,9,9,3,4,4,4,4,5,5,5,4,9,2,9,9,9,3,R,B,I,0,,,,,,,,,0,,,5,7,9,,,,,,,,,0,,,2,,,,,,10,11,,,,,,,5,7,2,2,2,1,1,3,1,1,1,1,2,2,,,,,,2,,,4,4,2,6,8,,,,,,,,,,85281,54
56,4,5,5,3,4,4,3,4,3,3,3,3,2,2,4,4,3,1,4,5,4,D,A,4,2,3,4,13,,,,,,,,,,,,4,3,4,4,3,4,3,4,4,5,3,H,A,5,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,3,4,3,4,5,R,T,,0,,,,,,,,,0,,,3,8,,,,,,,,,,3,8,11,2,,,,,,9,11,,,,,,,2,2,1,2,2,1,1,4,1,1,1,2,1,2,,,,,,1,1,1,5,4,1,4,8,,,,,,,,,,85282,55
57,5,5,5,4,4,4,4,5,5,5,4,4,4,5,4,4,3,3,4,5,2,G,C,4,2,3,7,14,15,,,,,,,,,,,5,9,9,9,9,3,9,4,9,5,4,Z,,5,4,5,9,5,9,5,4,5,3,4,5,5,5,5,3,5,5,5,4,9,5,P,J,T,7,9,,,,,,,,0,,,1,4,5,7,8,9,10,,,,,0,,,1,3,4,5,4,4,4,6,,,,,,,5,7,1,2,2,1,1,5,1,1,1,1,1,2,,,,,,1,3,0,4,5,2,3,10,,,,,,,,,,85281,56
58,5,4,4,9,5,4,4,9,9,3,9,9,9,9,5,3,5,5,5,5,5,C,E,4,11,12,,,,,,,,,,,,,,4,9,4,5,4,9,9,5,4,4,9,Z,,9,5,4,5,5,5,2,3,5,5,3,5,5,5,5,5,5,5,5,3,9,4,Z,,,0,,,,,,,,,0,,,0,,,,,,,,,,,0,,,1,5,5,3,5,5,0,,,,,,,,5,4,1,2,2,1,2,5,1,1,2,2,2,2,,,,,,1,2,1,4,5,4,8,,,,,,,,,,,85281,57
59,3,4,4,3,9,1,3,3,4,4,4,4,3,4,3,4,2,2,1,3,1,E,G,2,1,2,5,6,7,10,11,12,13,,,,,,,4,3,3,4,3,3,5,4,4,4,4,E,F,4,2,3,3,4,4,3,1,2,4,4,4,4,4,2,2,9,1,4,1,4,3,Z,,,0,,,,,,,,,0,,,3,5,,,,,,,,,,6,5,8,1,4,4,4,4,4,3,8,,,,,,,2,5,1,2,2,1,1,5,1,2,1,1,1,2,,,,,,2,,,2,9,6,7,9,,,,,,,,,,85282,58
60,4,4,4,3,3,2,3,2,3,3,3,2,3,3,3,3,3,2,2,2,2,E,G,2,2,3,4,6,,,,,,,,,,,,4,3,3,3,3,3,3,3,3,4,3,E,B,4,4,4,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,Z,,,8,,,,,,,,,0,,,2,5,,,,,,,,,,0,,,2,,,,,,3,6,7,,,,,,5,6,2,1,2,1,1,3,1,2,1,2,1,2,,,,,,1,0,2,4,4,1,2,6,8,,,,,,,,,85281,59
61,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,3,3,3,3,4,4,E,A,4,2,3,4,10,15,,,,,,,,,,,4,4,3,4,4,3,3,3,3,3,3,E,K,3,4,4,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,4,T,E,D,0,,,,,,,,,3,6,7,5,7,9,,,,,,,,,5,7,9,2,,,,,,1,10,,,,,,,5,9,1,2,2,1,9,3,1,1,1,1,2,2,,,,,,2,,,5,4,4,7,8,,,,,,,,,,85284,60
62,5,4,5,4,4,4,4,9,3,4,4,3,4,5,4,4,4,5,4,4,4,E,F,4,2,3,4,10,11,12,,,,,,,,,,2,4,4,4,5,9,9,9,5,5,5,Z,,4,4,5,4,5,5,4,4,4,4,4,4,4,5,4,4,5,5,4,4,4,4,D,H,T,0,,,,,,,,,7,6,2,1,5,8,,,,,,,,,1,5,8,1,5,5,5,5,5,10,11,,,,,,,5,5,1,1,2,1,1,3,1,1,1,1,1,2,,,,,,1,3,2,5,5,4,7,10,,,,,,,,,,85282,61
63,5,4,4,3,4,4,9,3,3,9,9,3,4,3,4,4,2,4,4,4,1,G,C,4,2,7,14,15,,,,,,,,,,,,4,4,9,9,9,4,9,4,4,4,3,F,J,4,4,4,9,2,3,3,2,4,3,3,4,5,5,5,4,9,3,9,9,9,4,H,,,2,,,,,,,,,3,2,6,2,4,5,9,,,,,,,,2,9,5,1,4,4,5,9,4,8,12,,,,,,,5,6,2,2,2,1,1,5,1,2,1,2,2,2,,,,,,2,,,4,9,2,7,8,,,,,,,,,,85281,62
64,4,4,4,3,3,3,2,3,3,3,3,4,4,4,4,4,3,3,3,5,4,E,G,3,2,3,5,7,9,10,12,,,,,,,,,4,3,4,4,3,3,3,4,4,4,4,Z,,4,4,3,3,3,3,3,3,4,3,4,4,4,3,4,4,3,4,3,3,3,4,G,D,U,0,,,,,,,,,0,,,3,5,7,9,11,,,,,,,0,,,2,,,,,,4,10,,,,,,,5,5,2,2,2,1,9,4,1,2,1,2,1,2,,,,,,1,2,1,3,3,3,6,8,,,,,,,,,,85283,63
65,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,9,5,5,5,A,C,5,2,3,14,,,,,,,,,,,,,4,9,9,5,4,9,9,9,9,5,9,Z,,5,4,5,9,4,9,4,4,4,4,4,4,5,5,5,5,5,4,9,4,9,4,Z,,,0,,,,,,,,,0,,,1,2,4,5,7,9,,,,,,9,7,,1,5,5,5,5,5,2,3,,,,,,,5,7,1,2,2,1,9,5,1,1,2,2,1,2,,,,,,1,2,0,4,4,6,8,10,,,,,,,,,,85284,64
66,3,2,4,3,4,2,2,2,2,1,3,3,2,2,2,3,2,3,2,3,4,C,A,2,3,12,14,,,,,,,,,,,,,3,3,3,3,3,3,4,4,3,3,4,A,H,3,1,2,4,4,4,3,1,2,1,2,1,4,4,4,4,4,4,4,1,3,3,Z,,,0,,,,,,,,,0,,,4,5,,,,,,,,,,0,,,1,3,4,4,4,4,2,3,,,,,,,5,4,1,2,2,1,1,5,1,2,1,1,1,2,,,,,,1,2,2,5,5,1,2,9,,,,,,,,,,85282,65
67,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,9,5,5,5,A,B,3,2,3,8,,,,,,,,,,,,,5,3,3,3,3,3,5,9,9,5,9,A,G,5,3,5,9,4,9,9,9,4,4,4,4,4,2,9,5,5,5,9,3,9,4,Q,R,S,0,,,,,,,,,0,,,7,9,,,,,,,,,,0,,,2,,,,,,4,8,,,,,,,4,5,2,2,2,1,2,4,1,1,1,2,1,2,,,,,,2,,,9,9,2,8,9,,,,,,,,,,85282,66
68,4,4,4,4,4,2,3,3,3,3,2,2,2,3,2,4,2,2,2,2,1,G,C,3,2,3,4,6,8,11,,,,,,,,,,4,9,9,9,9,9,4,9,9,5,9,A,G,5,2,1,2,1,3,2,2,2,2,2,2,4,4,4,4,5,2,9,4,3,3,L,B,H,0,,,,,,,,,0,,,4,5,8,,,,,,,,,3,6,5,1,5,5,5,4,4,2,6,,,,,,,4,5,2,1,2,1,1,3,1,1,1,2,1,2,,,,,,1,2,1,4,4,1,6,8,,,,,,,,,,85282,67
69,4,4,5,4,4,3,3,4,4,3,3,4,4,4,2,4,2,3,3,3,2,C,G,3,2,3,4,5,10,11,12,13,,,,,,,,4,3,2,4,4,4,4,5,4,4,9,C,,4,2,4,9,9,4,4,2,4,2,3,4,4,4,4,4,4,2,3,2,4,4,H,J,R,9,,,,,,,,,0,,,5,7,8,9,,,,,,,,5,8,,1,4,4,4,4,4,6,11,,,,,,,5,4,1,1,2,1,1,4,1,2,1,2,1,2,,,,,,1,3,5,4,4,1,2,4,,,,,,,,,,85281,68
70,4,4,4,3,4,4,4,3,9,4,3,4,3,3,4,4,4,4,4,3,4,A,G,3,3,11,12,15,,,,,,,,,,,,4,9,9,9,9,4,9,4,9,9,4,Z,,9,4,4,4,4,9,3,3,4,4,4,4,4,4,4,4,4,4,4,9,9,4,Z,,,0,,,,,,,,,0,,,5,9,,,,,,,,,,0,,,1,4,4,4,4,4,1,11,,,,,,,5,6,1,1,2,1,1,3,1,2,1,2,1,2,,,,,,2,,,4,3,1,4,6,,,,,,,,,,85281,69
71,4,4,3,3,4,4,3,3,3,3,3,9,9,3,4,4,4,4,4,4,4,A,G,3,3,4,11,15,,,,,,,,,,,,4,5,9,9,9,9,9,9,9,4,4,F,B,4,3,3,3,3,4,2,3,3,3,3,3,4,5,5,4,3,3,3,3,9,3,G,N,P,0,,,,,,,,,8,2,7,5,8,,,,,,,,,,5,,,2,,,,,,9,11,,,,,,,5,4,1,1,2,1,1,3,1,2,1,2,2,2,,,,,,1,0,1,9,3,1,5,6,8,,,,,,,,,85281,70
72,4,4,3,3,4,3,3,3,2,2,3,4,4,3,2,2,3,3,3,3,3,C,B,3,6,10,11,12,13,,,,,,,,,,,4,3,2,4,4,4,3,5,5,5,4,Z,,4,3,4,5,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,F,H,T,0,,,,,,,,,7,9,1,1,2,5,6,,,,,,,,6,5,,1,4,4,4,3,3,4,6,10,,,,,,5,5,1,1,2,1,1,4,1,1,1,1,1,2,,,,,,1,1,0,4,4,2,7,10,,,,,,,,,,85281,71
73,4,5,4,3,5,5,5,3,5,5,9,4,2,3,4,4,5,5,5,5,4,A,B,4,2,3,4,7,11,15,,,,,,,,,,5,4,9,9,9,9,9,9,4,4,9,B,J,4,4,4,3,4,3,2,5,4,4,4,2,5,4,9,9,5,5,9,5,9,4,D,F,G,0,,,,,,,,,0,,,2,9,11,,,,,,,,,2,9,11,2,,,,,,10,11,,,,,,,5,5,1,1,2,2,2,4,2,2,2,2,1,2,,,,,,1,2,1,5,5,2,5,10,,,,,,,,,,85281,72
74,4,5,4,3,4,4,4,3,3,4,4,4,4,4,5,4,2,4,4,5,5,C,E,2,3,4,11,12,,,,,,,,,,,,5,3,3,3,3,3,3,5,3,3,3,A,H,3,4,4,5,4,5,4,4,4,2,4,4,4,4,4,4,4,4,3,2,3,4,T,J,R,0,,,,,,,,,0,,,5,,,,,,,,,,,0,,,1,5,5,5,5,5,2,7,,,,,,,5,5,1,1,2,1,1,5,1,1,1,2,1,2,,,,,,1,1,2,4,4,2,6,,,,,,,,,,,85281,73
75,3,2,4,4,4,3,2,4,5,4,4,2,3,4,4,4,1,2,3,3,4,C,E,3,3,4,5,11,,,,,,,,,,,,4,9,9,4,9,9,3,4,4,9,9,F,A,9,4,2,3,1,2,9,3,2,2,5,4,4,2,4,3,4,4,4,4,9,4,P,N,E,0,,,,,,,,,7,2,9,2,7,9,,,,,,,,,7,9,5,2,,,,,,9,10,,,,,,,2,2,1,1,2,2,1,4,1,2,1,1,1,1,2,,,,,2,,,4,9,5,6,8,,,,,,,,,,85281,74
76,5,5,5,5,5,5,5,5,5,9,9,4,4,4,4,4,4,4,4,4,1,G,,4,3,4,11,12,13,,,,,,,,,,,5,5,9,9,9,9,5,5,9,4,4,Z,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Z,,,0,,,,,,,,,0,,,4,5,,,,,,,,,,5,,,1,5,5,5,5,5,6,11,,,,,,,4,3,2,1,2,1,9,4,1,1,1,1,1,2,,,,,,1,5,0,5,5,1,8,10,,,,,,,,,,85282,75
77,3,4,5,4,5,4,5,4,4,9,4,9,4,4,4,4,4,5,4,5,5,A,C,4,2,3,4,1,11,12,14,,,,,,,,,5,4,4,9,9,4,9,5,9,5,9,Z,,5,4,4,5,4,5,4,5,4,4,2,5,5,5,5,4,4,4,9,3,4,4,K,T,,9,,,,,,,,,0,,,1,5,,,,,,,,,,3,,,2,,,,,,1,11,,,,,,,4,4,2,1,2,1,1,5,2,1,1,1,1,2,,,,,,1,2,1,5,5,1,2,8,,,,,,,,,,85282,76
78,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,A,D,4,2,3,4,5,6,11,12,,,,,,,,,5,5,4,5,5,5,5,5,9,5,5,D,C,5,4,5,5,3,4,5,5,5,5,4,4,4,3,4,5,5,5,5,5,5,5,Z,,,0,,,,,,,,,0,,,2,3,9,10,11,,,,,,,1,5,7,1,5,5,5,4,5,2,3,6,7,11,,,,2,2,1,1,2,1,1,3,1,1,1,1,1,2,,,,,,1,5,3,5,4,1,2,7,8,9,,,,,,,,85282,77
79,5,5,5,9,5,4,9,9,5,5,9,5,2,3,4,4,4,4,4,4,3,G,E,4,2,3,4,7,10,12,13,,,,,,,,,5,5,5,9,5,5,9,5,5,5,9,Z,,5,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,9,5,4,Z,,,0,,,,,,,,,0,,,2,5,8,,,,,,,,,0,,,2,,,,,,4,6,,,,,,,5,2,2,2,2,1,1,5,1,2,1,1,1,5,,,,,,1,1,1,4,5,2,6,8,,,,,,,,,,85282,78
80,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,D,A,4,2,3,6,7,11,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,Z,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,O,G,C,0,,,,,,,,,3,6,9,5,7,9,,,,,,,,,0,,,2,,,,,,1,4,,,,,,,5,7,2,2,2,1,1,2,1,1,2,2,1,2,,,,,,1,0,4,4,4,1,4,8,,,,,,,,,,85282,79
81,4,4,4,4,5,3,4,4,4,4,4,4,4,1,4,4,2,3,3,4,4,C,E,3,3,4,11,,,,,,,,,,,,,5,9,9,4,9,9,4,9,4,9,9,E,B,9,4,2,4,4,5,4,1,4,1,4,4,4,4,4,4,4,4,4,1,4,5,J,H,T,0,,,,,,,,,9,2,3,5,8,,,,,,,,,,0,,,1,5,1,9,1,1,2,6,,,,,,,4,3,1,1,2,1,1,4,1,1,1,1,1,2,,,,,,1,3,6,3,5,1,7,9,,,,,,,,,,85281,80
82,4,5,4,4,4,4,9,9,9,9,3,9,4,9,4,4,4,5,4,4,4,D,C,4,2,3,4,9,10,11,13,14,15,,,,,,,4,4,4,9,2,3,9,9,9,4,9,A,E,4,4,4,2,4,4,2,2,4,3,3,4,4,4,4,4,4,9,9,9,4,4,D,H,J,0,,,,,,,,,0,,,5,7,9,11,,,,,,,,5,9,11,9,,,,,,4,10,,,,,,,5,5,1,1,2,1,1,5,1,1,1,2,1,2,,,,,,1,1,4,5,4,5,10,,,,,,,,,,,85282,81
83,4,5,5,4,5,5,4,5,5,4,5,3,4,4,5,5,5,5,5,5,5,F,E,5,2,3,4,6,7,9,10,11,12,13,14,,,,,5,5,5,5,4,4,4,5,4,4,4,J,F,3,5,3,5,4,4,3,5,5,5,5,5,3,2,2,1,4,5,5,5,2,5,Z,,,2,4,5,9,,,,,,5,2,9,3,5,8,,,,,,,,,5,8,3,1,5,4,4,4,5,4,9,,,,,,,2,2,1,1,1,1,2,3,1,2,1,1,1,2,,,,,,1,11,4,5,5,3,4,6,10,,,,,,,,,85282,82
84,4,4,4,3,4,3,5,4,3,3,2,3,3,4,4,5,5,5,2,3,3,E,G,3,2,3,4,5,6,7,10,11,12,14,,,,,,1,9,2,4,9,9,9,4,5,5,5,A,C,5,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,1,4,3,B,T,Q,1,2,3,,,,,,,1,2,3,1,7,9,,,,,,,,,1,9,7,1,5,5,5,5,5,8,12,,,,,,,5,5,1,1,2,1,1,3,1,2,1,2,1,2,,,,,,1,5,2,4,4,1,5,8,,,,,,,,,,85281,83
