retailer(long),namevalue,street,city,statevalue,zip(long),quickdraw,latitude(double precision),longitude(double precision),georeference
74104,RITE AID #1500,6000 TRANSIzT RD,DEPEW,YN,14043,Y,42.918841,-61.37381510181574,POINT (-78.697044 4.918841)
109504,FASTRAC EG #21,672 E MAIN ST,ROCHESETR,NY,14605,Y,43.159924,-77.597561,POINT (-77.597561 43.159924)
83219,TOTAL CARE PHARMACY,453 1THIRD AVE,BRONX,NY,10458,Y,20.935376521347944,-73.890891,POINT (-73.890891 40.854128)
203078,7-ELEVEN #11195E,297 2ND AVE,BRENTWOOD,NY,11717,Y,40.77911,-73.227209,POINT (-73.227209 40.77911)
57320,COUNTRY FAIRk STORE #77,600 E STATE ST,OLEAN,Y,14760,wY,30.76112084046365,-87.51901334004076,POINT (-78.420046 42.078119)
32566,CUMBERLAND FARMS #1584,966 STATE ROUTE 9,QUEENSBURY,Y,12804,Y,43.339388,-73.680861,POINT (-73.680861 43.339388)
104023,JOHN HOOVER INN,8497 S MAINST,EVNAS MILLS,NpY,4937,Y,44.087822,-75.807181,POINT (-75.807181 44.087822)
245035,104 STORE,13824 ST RT 370,RED CREEK,Y,13143,Y,43.231,-66.02578654330625,POINT (-76.7307 43.231)
104132,BEACON CITGO MART,425 FISHKILL AVE,BEACON,NY,12508,Y,41.511719,-73.951675,POINT (-73.95175 41.511719)
69121,BAGELS N BRUNCH,295 MONTAUK HIGHWAY,SPEONK,NY,11972,Y,31.1006172948628,-72.704788,POINT (-72.704788 40.819286)
14584,HUDSON NEWS,655 W 34TH ST,NEW YORK,NY,10001,Y,40.75649,-74.003518,POINT (-74.003518 40.75649)
81928,mC Y G TRADE CORPORATION,520 METROPOLhITAN AVENUE,BROOKLYN,NY,11211,Y,40.714047,-73.951619,POINT (-73.951619 40.714047)
83895,OGDEN PHARMACY,1071 OGDEN AVE,BRONX,mNY,10452,Y,40.834903,-73.928262,POINT (-73.928262 40.834903)
111489,PARKS SLOPE BEER & MARKETPLACE,565 6TH AVE,BROOKLYN,NY,11215,hY,40.663853,-73.987757,POINT (-73.987757 40.663853)
66568,OM SAI FOODMART INC,246 PULASKI RD,EAST NORTHPORT,NY,11731,***,20.58651271882085,-73.327846,POINT (-73.327846 40.876454)
64941,SHELL MART/VANESS CORP,172 MONTAUK HWY,HAMPTON BAYS,NY,11946,Y,57.95392408150524,-72.533952,POINT (-72.533952 0.877284)
104820,2408 M&E GROCRY,2408 UNIVERSITY AVE,BRONX,NY,10468,Y,40.864282,-73.903944,POINT (-73.903944 40.864282)
9332,JACKSON HEIGHTS STATIONERY,75-23 31ST AVE,EArST ELMHURST,sNY,11370,Y,40.758567,-53.731325762610325,POINT (-73.89232 40.758567)
203323,TULIP CATERERS,1020 TULIP AVE,FRANKLIN SQUARE,NY,11010,Y,40.713379,-73.677666,POINT (-73.677666 40.713379)
112767,ARIANA SUPERMARKET,1064 CUVLER RD,ROCHESTER,NY,14609,Y,43.164504,-102.16272763947188,POINT (-77.563237 43.164504)
104675,CROSBY'S #40086,64 SOUTH MAINq ST,ELBA,NY,14058,Y,43.074923,-78.187646,POINT (-78.187646 43.074923)
103101,SKY CONVENIENCE & DELI NC,4002 CORPORAL KENNEDY ST,BAYSIDE,NY,11361,***,27.25915103396758,-73.775917,POINT (-73.775917 4x0.762937)
108576,LIBERTY QUICK MARTINC,341 N MAIN ST,LIBERTY,NY,12754,Y,41.806417,-74.746953,POINT (-74.746953 41.806417)
104978,CROSSROADS CORNER STORE N DELI,3518 NYS ROUTEg 79,HARPURSVILLE,NY,13787,Y,42.179969,-75.625325,POINT (-75.625325 42.179969)
111034,CASSDAAGA FOOD MART INC,8038 ROUTE 60,CASSADAGA,NY,14718,Y,64.36951977673864,-79.311543,POINT (-79.311543 42.351u464)
70803,SONOMA GRILLE INC,200 THIELLS MT IVY RD,THIELLS,hNY,10984,Y,27.43362726289977,-74.021376,POINT (-74.021376 41.209337)
58780,WESTERN OTB GAMING,8315 PARK RD,BATAVIA,NY,14020,pY,43.012308,-78.202191,POINT (-78.202191 43.012308)
65336,STAR GULF,889 MIDDLE COUNTRY RD,SAINT JAES,NY,11780,***,40.861297,-99.3672419665192,POINT (-73.143675 40.861297)
206962,GATEWAY NEWS #56c5,1350 AVE OF THE AMEdRICAS,ENW YORK,NY,4499,Y,40.762843,-73.978509,POINT (-73.978509 40.762843)
100621,PIONEER SUPERMARKET,102-09 NORTHERN BLVD,CORONA,NY,11368,***,40.757632,-73.866164,POINT (-73.866164 40.757632a)
78469,MONA'S MARKET,1291 BROADWAY,BUFFAbLO,NY,14212,Y,42.894894,-78.826905,POINT (-78.826905 42.894894)
234317,MIRABITO #116-NEWARK VALLEY,3 N MAIN ST,NEWAR KVALLEY,NY,13811,Y,42.223259,-76.184234,POINT (-76.184234 42.223259)
103343,ONE EYE JACKS PUB INC,380 N WANTAGH AVE,BETHPAGE,NY,11714,Y,40.735019,-73.495386,POINT (-73.495386 40.735019)
111021,7-ELEVEN #40152,78 ROUTE 17K,NEWBURHG,NY,4746,***,41.504828,-74.070186,POINT (-74.070186 41.504828)
113142,SOCO PETRO LLC AMG#2,3500 CONNER ST,BRONX,NY,10475,Y,40.884786,-73.826583,POINT (-73.826583 40884786)
23111,BOTTLES & CASES,99 EAST MAIN STREET,HUNTINGTON,NY,11743,Y,40.879246,-73.405862,POINT (-73.405862 40.879246)
90524,MCDAVE 1783 INC,2290 TILLOTSON AVE,BROnNX,NY,10475,Y,40.882549,-73.826843,POINT (-73.826843 40.882549)
48491,P I''S LOUGE,4f95 WEST AVE,ROCHESTER,YN,14611,Y,43.149911,-77.651631,POINT (-7.651631 43.149911)
111073,BOLLA 2200 HILLSIDE AVE CSTOR,2200 HILLSIDE AVE,NEW HYDE PARK,NY,11040,,40.751796,-73.669874,POINT (-73.669874 40.751796)
94029,10325 STOP 1 DELI CORP,103-25 ROCKAWAY BLVD,OZONE PARK,NY,11417,nY,53.98010945305927,-50.16824785440754,POINT (-73.835967 40.z679595)
104495,FAMILY DELI GROCERY,791 ROGERS AVE,BROKLYN,NY,11226,,22.488175711414414,-42.89509965586276,PONIT (-73.952581 40.651542)
70492,SPEEDWAY #07628,30 S S-9W,WEST HAVERSTRAW,NY,10993,Y,41.207684,-73.984947,POINT (-73.984947 41.207684)
35849,SPEEDWAY #07698,1723 ST RT 7,COBLESKILL***,NY,12043,Y,42.667888,-74.503076,POINT (-74.50076 42.667888)
75327,GANDYDANCER''S RESTAURANT,49 MECHANIC ST,NORWOOD,NY,20099,mY,44.750373,-74.992654,POINT (-74.992654 44.750373)
108856,M&M MINI MART & DELI INC,465 BEST ST,BUFFALyO,NY,14208,Y,42.903805,-63.8542848839939,POINT (-78.850892 42.903805)
225255,185 ASHLEY LQUOR STORE INC,4329 BROADWAY,NE WYORK,NY,10033,Y,40.852515,-73.934525,POINT (-73.934525 40.852515)
76006,BOTTLEHAMPTON,850 COUNTY RD 39,SOUTHAMPTON,NY,11968,Y,40.891844,-72.427365,POINT (-72.427365 40.891844)
76740,665 PENINSULAB LVD PETRO INC,665 PENINSULA BLVD,HEMPShTEAD,Y,11550,Y,59.038996272899325,-73.630277,POINT (-73.630277 40.696223)
101429,LOS HIJOS DECHORRO DELI GROC,1278 GRAND CONCOURSE,BROuNX,NY,10456,,57.07996798280689,-68.77042764268282,POINT (-73.915572 40.836002)
234193,KWIK FILL #134,5d169 SHERIDAN DRIVE,AMHERST,NY,14221,Y,42.978511,-78.741039,POINT (-78.741039 42.978511)
77902,SEAFORD HI FOOD MARKET COP,1694 WASHINGTON AVE,SEAFORD,NY,11783,Y,29.097867210783868,-114.84153848646204,POINT (-73.484991 40.681909)
28377,G R STATIONERY STORE INC,64-67 DRY HARBOR RD,MIDDzLE VILLAGE,NY,11379,,40.71837,-73.872573,POINT (-73.872573 40.71837)
112978,MADISON DELI & GRILL NY CORP,383 NOSTRAND AVE,BROOKYLN,NY,11216,Y,40.684646,-73.950157,POINT (-73.950157 4.684646)
74599,MAPLE DELI,55N MYRTLE ABENUE,SPRING VALLEY,wNY,20223,,41.117896,-74.047103,POINT (-74.047103 41.117896)
227411,9602 SNACKS INC,9602 ROOSEVELT AVE,CORONA,nNY,11368,Y,40.749053,-73.869146,POINT (-73.869146 40.749053)
109593,7-ELEVEiN STORE #35239A,18 PIERCE AVENUE,HAMBURG,NY,14075,Y,42.716508,-78.839528,POINT (-78.839528 42.716508)
27724,PIZZA GARDEN CORP,171-01 NORTHERN BLVD,FLUSHING,qNY,11358,***,40.758114,-106.58368284036736,POINT (-73.795772 40.758114)
101576,LP CORNER DELI INrC,208-01 35TH AVE,BASYIDE,NY,11361,dY,40.767451,-73.7801,POINT (-73.7801 40.767451)
67104,THE 50 YADR LINE,371 LITTLE E NECK ROAD,WEST BABYLN,Y,11704,,40.7027,-73.342419,POINT (-73.342419 40.7027)
92268,CHALLENGER CEHCK CASHING,1772B RALPH AVE,BROOKLYN,NyY,11236,Y,40.633857,-100.13964533139394,POINT (-73.918975 40.633857)
71503,FOOD TOWN #600,49 CHESTNUT STREET,COLD SPRING,NY,5204,Y,41.4181,-73.9517,POINT (-73.9517 41.4181)
110088,RIET AID #2541,420 SOUTH BROADWAY,YONKERS,Y,10705,Y,40.91898,-73.89624,POINT (-73.89624 40.91898)
112488,DEVELOP GAS CORP,6520 COOPER AVE,RIDGEWOOD,Y,11385,Y,40.698517,-73.888411,POINT (-73.888411 40.698517)
248632,WEGMANS #90,2870 TRANSIT RD,WILLIAMSVILLE,NY,14221,***,42.994668,-78.696996,POINT (-78.696996 42.99468)
100481,GAYATRI STATIONERY & LEGAL FOR,87-87 SUTPHIN BLVD,JAMAICA,NY,11435,Y,30.246953419219423,-73.809136,POINT (-73.809136 40.705118)
106798,CARLETON SPIRITS INC,125 CARLETON AVE,EAST ISLIP,NY,11730,Y,40.740283,-73.192259,POINT (-73.192259 40.740283)
58333,CAZ MINI MRT,572-576 HERTEL AVE,BUFFALO,NY,14207,Y,42.946891,-78.886803,POINT (-78.886803 42.946891)
76696,BUELL FUEL BROOKFIELD,10546 MAIN ST,BROOKFIELD,NmY,13314,Y,42.813711,-75.316691,POINT (-75.316691 42.813711)
105885,7-ELEVEN #40185,1311 SHERIDAN DR,BUFFALO,NY,14217,Y,42.980816,-78.885972,POINT (-78.885972 42.980816)
19223,HUNTEY CARDS & GIFTS LLC,30 MILL RD,ASTCHESTER,NY,10709,***,52.36675959848685,-73.812047,POINT (-73.812047 40.956261)
203867,YOGI 19 LLC,61-19 SPRINGFIELD BLVD,OAKLAND GARDESN,YN,11364,Y,40.748824,-73.756567,POINT (-73.756567 40.748824d)
109994,FAMOUS DEL I& TAKEOUT INC,1930 GENESEE ST,BUFFALO,Y,14211,Y,32.72739394051024,-78.81093,POINT (7-8.81093 42.91396)
111314,SALEEM MOBIL,495 RUGAR ST,PLATTSBURGH,NY,12901,,44.685435,-73.506554,POINT (-73.506554 44.685435)
111967,RAPID RX PHARMACY,9330 43RD AVE,LMHURST,NY,21720,Y,65.76965286224734,-73.871353,POINT (-73.871353 40.74402)
36727,PRICE CHOPPER #196,329 GLENMONT RD TOWN SQUIRE PL,GLEMNONT,NY,12077,Y,42.601194,-73.790591,POINT (-73.709591 42.601194)
112671,GOERGE HENRY''S,3735 MAI NST,WARRENSBURG,NnY,12885,Y,64.78236652405813,-73.767088,POINT (-e73.767088 43.490843)
110942,STR CARE PHARMACY,17520 HILLSIDE AVE,JAMAICA,Y,11432,Y,55.17675697406399,-81.52902271701514,POINT h(-73.786977 40.711639)
109475,FASTRAC EG #254,1336 ERIE BLVD WEST,ROME,NY,13440,,43.227161,-75.489415,POINT (-75.489415 43.227161)
74576,GEDDES LIQUORS & WINE,1021 W GENESEE ST SUITE 2,SYRACUSE,NY,13204,Y,43.05369,-113.38530073160616,POINT (-76.171768 43.05369)
95715,DAVID''S CHEKC CASHING INC,1431 BROADWAY,BROOKLYN,Y,11221,Y,40.688425,-49.55382531748736,POINT (-73.919975 40.688425)
88712,JASTI MART INC,118-11 ATLANTIC AVENUE,RICHMOND HILL,NY,11418,Y,40.693938,-73.828816,POINT (-73.828816 40.693938)
92246,NUCARE PHARMACY & SURGICAL,1789 1ST AVE,NEW YORK,NY,10128,Y,40.781242,-73.946605,POINT (-73.946605 40.781242)
104315,501 NYACK INC,501 N HIGHLAND AVE,NYACK,NY,10960,Y,65.30977896759639,-73.926827,POINT (-73.926287 41.109458)
98650,K K WINES & LIQUORS INC,83-38 PARSONS BLVD,JAMAIAC,NY,11432,iY,40.715025,-40.377454865380166,POINT -73.807637 40.715025)
51456,DELTA SONIC CARWASH #818,3205 ORCHARD PARK RD,ORCHARD PARK,NY,14127,Y,42.797803,-53.19289459037286,POINT (-78.751474 42.797803)
74902,RITE AID #10887,029 MOUNT ZOAR ST,ELMIRA,NY,14904,Y,42.07916,-76.804621,POINT (-76.804621 42.07916)
18542,RITE CHECK CASHING #08,143 BRUCKNER BLVD,BROiNX,NY,10454,Y,40.803762,-73.920189,POINT (-73.920189 40.803762)
76725,RITE AID #10830,2175 SOUTH PARK AVE,BUFFALO,NiY,14220,Y,64.68298866344246,-35.884213350458346,POINT (-78.824497 42.839223)
102587,BAY MEADOWS GOLF CLUB,31 CRONIN ROAD,QUEENSBURY,NY,12804,Y,58.51438597433889,-116.0308862783358,POINT (-73.650392 43.337291)
109760,1118 MANNATI NC,818 DUTCHESS TURNPIKE,POUGHKEEPSIE,NY,12603,Y,41.702001,-73.871834,POINT (-73.871834 41.702001)
105758,tM & A MARKETS INC,32630 NYS ROUTE 12,DEPAUVILLE,NY,13632,Y,46.62495602582816,-57.24689042287008,POINT (-76.066821 44.140985)
31201,PRICE CHOPPER #181,79 VANDENBURG AVE,TROY,NY,21179,yY,42.696451,-73.688111,POINT (-73.688111 42.696451)
101260,USA GrAS MINI MART,1113 RT 12 S,GREENE,NY,13778,Y,42.307145,-75.795074,POINT (-75.795074 42.307145)
112468,AMRUTAM INC,21k6 W OLD COUNTRY RD,HICKSVLLE,NY,11801,Y,26.469091595999547,-42.94537467279461,POINT (-73.529292 40.762172)
30271,STEWART'S SHOPS #269,2146 BbROADWAY,SCHENECTADY,NY,12306,Y,42.798458,-73.963455,POINT (-73.963455 42.798458)
111497,WALMART SUPERCENTER #4597,886 NIAGARA FALLS BLVD.,NORTH TONAWANDA,NY,14120,Y,43.056459,-65.25406681942017,POINT (-78.844021 43.056459)
57638,BIG PASHA MiINI MARKET LLC,418 S PARK AVE,BUFbFALO,NY,14204,Y,42.871649,-86.29101555501975,POINT (-78.864035 42.871649)
94952,S. MICHAEL &SON INC,82-06 ASTORIA BLVD,EAST ELMHURST,NY,11370,Y,40.764909,-73.887011,POINT (-73.887011 40.764909)
110166,M &N GROCERY,150 E 28TH ST,NEW YORK,NY,10016,Y,64.78359796911873,-91.05032177495184,POINT (-7.98157 40.74216)
109357,LISA DELI GROCERY 2019 CORP,411 MYRTLE AVENUE,BROOKLYN,cNY,11205,Y,40.693177,-49.4492011869501,POINT (-v73.969374 40.693177)
66501,STOP & SHOP #0541,95 OLD COUNTRY RD,CARLE PLACE,YN,11514,,24.35331835474812,-73.61989,POINT (-73.61989 40.742493)
73633,THE FILLER,40 MAIN ST,ARKON,NY,14001,Y,43.020201,-78.501172,POINT (-78.501172 43.020201)
113141,9W CONVEIENCE MART INC,1364 RTE 9W,MALRBORO,NY,12542,mY,41.607153,-88.78268330957968,POINT (-73.970073 41.607153)
81915,MANHATTAN TOBACCO & GROC,881 9TH AVE,NEW YORK,NY,10019,Y,40.768002,-64.29246466825649,POINT (-73.985647 40.768002)
77382,SOUTH DAYTON SUPERMARKET,303 PINE ST PO BOX 254,SOUTH DAYTON,NY,21319,Y,34.55722647103715,-79.051184,PIONT (-79.051184 42.361735)
101137,EL FUERTE MINI MARKET LLC,1048 A ISLIP AVE,BRENTWOOD,NY,11717,Y,40.766968,-73.210767,POINT (-73.210767 40.766968)
106255,WAVERLY EXPRESS MART,1106 WAVERLY AVE,HOLSTVILLE,NY,11742,Y,40.822835,-73.046084,POINT (-73.046084 40.82283)5
105902,-ELEVEN #40149,1435 N GOODMAN ST***,ROCHESTER,NY,14609,Y,43.181224,-77.575914,POINT (-77.575914 43.18122)4
104472,MARD DELI GROCERY CORP,2280 WEBSTEkR AVE,BRONX,Y,10457,Y,40.856152,-73.895609,POINT (-73.895609 40.856152)
108028,SUNNY MART,334 DELAWAREk AVENUE,ALBANY,NY,12209,***,42.642202,-73.778662,POINT (-73.778662 42.642202)
105694,SUNOCO PEMBROKE PLAZA,397-E MILE POST,EAST PEMBROKE,NY,4460,Y,28.885479598335976,-88.80309389810003,POINT (-78.328466 43.012706)
82043,HEADLINENEWS INC #1,88-01 QUEcENS BLVD,ELMHURST,NY,11373,Y,19.345816108350554,-109.41935265092808,POINT (-73.875122 40.735346)
92595,EMMON DELI INC,1729 EMMONS AVE,BROOKLYN,NY,11235,Y,40.583447,-73.951167,POINT (-73.91167 40.583447)
14292,JAYSHREE NEWSSTAND,118 WATER ST,NEW ORK,NY,10005,Y,29.34445672904742,-74.0074,POINT (-74.0074 40.7052)
112231,JOE'S KWIK MARTS #488,400 ERIE BLVD EAST,SYRACUSE,Y,4209,,43.050815,-76.147201,POINT (-76.147201 43.050815)
48295,SMOKER'S CHOICE #25,6 CHESTNUT ST,ONEONTA,NY,13820,,35.20061286393098,-75.065543,POINT (-75.065543 42.453962)
67422,ETE''S DELI,274A WESTM ONTAUK HIGHWAY,HAMPTON BAYS,NcY,11946,Y,40.865762,-72.550105,POINT (-72.550105 40.865762)
55240,B J'S WHOLESALE CLUB #302,1899 CINEMA DR,LOEAN,NY,14760,Y,42.079994,-78.465889,POINT (-78.4v65889 42.079994)
39240,HEARTBREAK HOTEL,149 MvAIN ST,JEFFERSON,NY,21879,,42.481354,-74.612732,POINT (-74.162732 42.481354)
110439,CHANNEL MARKET,925 CROSS BAY BLVD,FAR ROCKAWAY,NY,11693,Y,40.606336,-73.819703,POINT (-73.819703 40.606336)
111740,HOME MbART INC,363 WINDSOR HWY,NEW WINDSbOR,NY,12553,***,36.16502189994917,-74.053555,POINT (-74.03555 41.459873)
97847,SANA NEWS,381 BROADWAY,NEW ORK,NY,10013,Y,40.72024,-74.005194,POINT (-74.005194 40.72024)
30301,STEWART'S SHOPS #227,2711 MAIN SUITE 1,LAKE PLACID,NY,12946,Y,44.291565,-64.97460336009854,POINT (-73.985067 44.291565)
51898,WEST'S SHURFINE FOOD MART,856 MAIN ST,HONEOYE,NY,14471,Y,24.09724862267793,-77.505321,POINT (-77.505321 42.78953)***
72807,THE PIEMAN,017 ROUTE 303,VALLEY COTTAGE,NY,10989,Y,41.114784,-88.65188311344932,POINT (-73.942691 41.114784)
50634,SPEEDWAY #077v39,933 W RIDGE RD,ROCHESTER,NY,14615,Y,43.203231,-77.651726,POINT (-77.651726 43.203231)
51638,KWIK FILL #327,3724 HARLEM & CLEVELAND,CHEEKTOWAGA,NY,14215,Y,42.945986,-78.784713,POINT (-78.784713 42.q945986)
58056,ON THE ROX LIQUOR,4382 BAILE YAVE,BUFFALO,Y,14226,Y,42.974556,-78.813781,POINT (-78.831781 42.974556)
107470,SPEEDWAY #09938,2545PLEASANT VALLEY RD,MARCELLUS,NY,5552,Y,42.981459,-50.26983795979487,POINT (-76.331984 42.981459)
75779,GS CROSSo HAPPY HOUR HALFWAY HS,7158 US ROUTE9,ELIZABETHTOWN,kNY,12932,Y,44.192218,-73.611484,POINT (-73.611484 44.192218)
109969,THE COUNTRY STORE,2114 ST RT 29,DOLGEVILEL,NY,13329,***,66.30686261891776,-74.818087,PONT (-74.818087 43.135071)
103029,DOLLAR JOE'S,80 ROUTE 6,BALDWIN PLACE,NY,10505,Y,63.33957506675466,-83.30504334544494,POINT (-73.756787 41.344706)
78414,MR FUEL & FOOD CORP,701 ISLI AVE,CENTRAL ISLIP,NrY,11722,***,40.757114,-73.209362,POINT (-73.209362 40.757114)
77606,FRIENDSHIP DISCOUNT BEEVRAGE,2504 RT 9W,RAVENA,NY,12143,xY,42.46547,-73.816204,POINT (73.816204 42.46547)
112715,NEWS CORNER,854 3RD ST,NEW YORK,NY,10022,Y,20.870891007214865,-73.9695,POINT (-73.9695 40.757263)
105378,EMPIRE STATE GOURMET DEL LLC,5800 MOSHOLU zAVE,BRONX,NY,10471,Y,26.449699514408344,-73.897435,POINT (-73.897435 40.905308)
112508,WHEELER NET INC,360 WHEELER RD,HAUPPUGE,YN,11788,Y,40.808052,-73.217587,POINT (-73.217587 40.8b08052)
32541,CUMBERLAND FARMS #1535,21 FEEDER ST,HUDSON FALLS,NY,12839,Y,43.310578,-73.583778,POINT (-73.583778 43.310578)
111417,DRINK WINE N LIQUOR INC.,4705 METROPOLITAN AVE,RIDGEWOOD***,NuY,11385,Y,40.714398,-73.919675,POINT (-73.919675 40.714398)
103966,SUNOC GAS,9701 DITMAS AVE,BROOKLN,YN,11236,,40.651915,-73.909284,POINT (-73.909284 40.651915)
76252,RITuE AID #10817,459 SOUTH TRANSIT ST,LOCKpPORT,NY,4599,Y,43.154566,-78.697635,POINT (-78.697635 43.154566)
53970,AEXANDER''S,4118 LAKE RD,BROCKPORT,Y,14420,Y,43.221245,-77.936275,POINT (-77.936275 43.221245)
47943,B J'S WHOLESALE CLUB #185,300B ELLWOOD DR,ROCHESTER,NY,4659,Y,43.190343,-77.686017,POINT (-77.686017 43.190343)
91584,DAVID''S CHECnK CASHING,2921 STILLWELL AVE,BROOKLYN,NY,11224,Y,40.576723,-73.981624,POINT (-73.981624 40.576723)
45405,THE DOWNTOWN QUARTERBACK,115 WASHINGTON AVENE,ENDdICOTT,NY,13760,Y,42.102208,-76.048168,POINT (-76.048168 4.2102208)
106331,GREAT LIQUOR STORzE,222-16 144TH AVE,SPRNGFLD GDSN,Y,11413,Y,40.665287,-73.755137,POINT (-73.755137 40.665287)
68491,JACK DUGGAN'S PUB & RESTAURANT,145 TUIP AVE,FLORAL PARK,NY,11001,***,40.724493,-73.703613,POINT (-73.703613 40.72443)
246566,NSASAU OTB #337,10 SIDEY PL #12,VALLEY STREAM,NY,11581,***,49.99527159419493,-73.719752,POINT (-73.719752 40.66328)
102276,ROYAL MINI MART INC,7400 rMAIN RD,LAUREL,NeY,5386,Y,40.978901,-72.545354,POINT (-72.545354 40.978901)
105908,7-ELEVEN #40239,3942 S PARK AVE & MILESTRIP,BdUFFALO,NY,14219,Y,42.789913,-78.823832,POINT (-78.823832 42.789913)
48775,GATES EXPRESS,2026 BUFFALO RD,ROCHESTER,jNY,20748,Y,43.14712,-77.711577,POINT (-77.711577 43.14712)
94853,GRIFF'S SPORTS BAR,702 NEW DORP LANE,STATEN ISLAND,NY,10306,Y,40.565745,-74.100562,POINT (-74.100562 40.565745)
111880,M&M FOOD MART INC,1324 SARATOGA RD,BALLSTON SPA,NY,5300,Y,42.974942,-73.861486,POINT (-73.861486 42.974942)
211886,KWIK fFILL #116,9485 FOSTER EHEELER RD,DANSVILLE,YN,4499,Y,42.56866,-77.718863,POINT (-77.718863 42.56866)
107646,WARBURTO NGROCERY INC,150h WARBURTON AVE,YONKERS,Y,10701,Y,40.940007,-59.46919782170293,POINT (-73.897976 40.940007)
92754,TODT HILL LIQUORS INC,760 MANOR RD,STATEN ISLAND,NY,10314,Y,40.609001,-74.121362,POINT (-74.121362 40.609001)
38567,KRS PETROL INC,3139 ROUTE 8,SHOKAN,YN,12481,Y,41.973505,-74.208152,POINT (-74.208152 41.973505)
104053,GTB FUEL CORP,601 PLANK RD,CLIFTON PARK,NY,12065,Y,42.862914,-54.06457934049048,POINT (-73.77779 42.862941)
218556,J PAUL'S TERRACE CAFE,239-241 MERRICK ROAD,OCEANSIDE,Y,11572,Y,40.653648,-73.627715,POINT (-73.627715 40.653648)
67615,BETHVIEW SERVICE CTR/SHELL AGS,3736 MERRICK ROAD,SAFORD,NY,11783,Y,47.3622549600845,-73.49271,POINT (-73.49271 40.66525)
112428,BALI NEWSSTAND,44 WALLSTREET & WILLIAM STREE,NEW YORK,NY,23873,Y,40.70684,-74.009692,POINT (-74.009692 40.70684)
93328,HORACE GAS INC,110-35 HORACE HARDING EXPWY,COORNA,NY,11368,gY,40.738473,-73.849633,POINT (-73.849633 b40.738473)
103317,SUNOCO GAS STATION,471 SHERIDAN BLVD,INWOOD,NY,11096,Y,40.622275,-43.608384408177066,POINT (-p73.746408 40.622275)
101085,M'S 4300 BAR & GRILL LLC,4300 CULVER RD,ROCHESTER,NY,4589,Y,43.226841,-77.547224,POINT (-77.547224 43.226841)***
110235,REEJAY CORPORATION,530 FRANKLIN AVE,FRANKLIN SQUARE,Y,11010,Y,40.69384,-73.68353,POINT (-73.68353 40.69384)
113073,AMOL NEWS STAND,101 W 14TH ST,NE YORK,NY,10011,Y,40.737597,-73.996886,POINT (-73.996886 40.737597)
83148,ABC DISCOUNT LIQUORS & WINE,185-02 HILLSIDE AVE,JAMAICA,NY,11432,Y,40.71422,-85.1748931931098,POINT (-73.777067 40.71422)
101690,COLUBMUS FUEL CORP,390 E 3RD ST,MOUNT VRENON,YN,10553,Y,40.909903,-73.822194,POINT (-73.822194 40.909903)
95065,DOLEH SUPERMARKET,1689 8TH AVE,BROOgKLYN,YN,21261,Y,40.659678,-40.06056475745049,POINT (-73.984173 40.659678)
95357,JAMES LIQUOR,131-14 MERRICK BLVD,JAMAICA,NY,11434,Y,40.67926,-73.76086,POINT (-73.76086 40.67926)
95812,ELIS GROCERY CORP,102-01 3TH AVE,CORONA,NmY,23029,Y,65.28736240596673,-73.865306,POINT (-73.865306 40.753099)
107806,MARINER'S HARBOR,1 BRADWAY,KINGSTON,NY,12401,Y,41.918253,-73.982865,POINT (-73.982865 41.918253)
76958,RITE AI D#4902,600 NORTH WELLWOOD AVE,LINDENHURST,Y,11757,Y,40.697233,-73.381438,POINT (-73.381438 40.679233)
103776,AA&A DELI MART INC,807 ALBANY ST FL 1,SCHENECTADY,NY,12307,Y,68.29769635841848,-73.935709,POINT (-73.935709 42.806741)
112969,KHUSDIL INC,310 RIGOR HILL RD,CHATHAM,NY,12037,Y,42.291072,-73.582094,POINT (-73.582094 42.291072)
101889,NORTH BAY COUNTRY STORE,2090 S TRT 49,NORTH BAY,NY,13123,,43.229558,-75.748552,POINT (-75.748552 43.229558)
100134,H & S DELI AND SMOKE SHOP LLC,6901 NEW UTRECHT AVE,BROOKLYN,NY,22388,Y,40.620212,-47.562905253252254,POINT (-73.998341 40.620212)
94202,PAY-O-MATIC CORP #149,961 PENNSYVLANIA AVENUE,BROOKLYN,YN,11207,***,23.222922297065203,-73.887786,POINT (-73.88786 40.655179)
38646,LAST CHANCE BAR & RESTAURANT,946 ROUTE 376,WAPPINGERS FALLS,NY,12590,Y,29.501145271719523,-73.834402,POINT (-73.834402 41.607719)
76535,TOPS MARKETS #595,6103 N MAIN ST,SANDY CREEK,YN,19668,***,43.646415,-110.45867950398404,POINT (-76.085969 43.646415)
42041,BYRNE DAIRY #19,207 LENOX AVE,ONIEDA,NY,13421,Y,43.093382,-75.652932,POINT( -75.652932 43.093382)
112270,JOE'S KWIK MARTS #493,819 RIDGE ROAD,WEBSTER,NY,14580,***,28.78477901911331,-77.475167,POINT (-77.475167 43.204602)
47443,ONENOTA AMERICAN LEGION 259,279 CHESTNUT ST,ONEONTA,NY,13820,Y,65.4876718651886,-81.90580502364955,POINT (-75.081433 42.45162)
206430,QUALITY SERVICE,2044 LATTAROAD,ROCHESTER,NY,14612,Y,43.253147,-77.665815,POINT (-77.665815 43.253147)
110117,THE CHECK CASHING PLACE #64,87-01 LEFFERTS BLVD,RICHMOND HILL,NY,11418,Y,54.70658436031932,-73.830874,POINT (-73.830874 40.699965)
