OBJECTID,DEVELOPEDSITEID,CASENAME,LOCALCASEID,REGION,AREATYPE,AREANAME,FS_STATUS_METHOD,ACTIONDATE,EXPIRATIONDATE,BOUNDARYSTATUS,BLM_SERIALNO_EXT,OFFICIALACRES,GIS_ACRES,COMMENTS,SHAPEAREA,SHAPELEN
1666237,439899010667,PLO 1796,NONE,04,ADMINISTRATIVE SITE,"RUBY ADMINISTRATIVE SITE, PLO 1796",,1959/02/19 00:00:00+00,,,,78.95,78.87,LOS CONVERSION WITHDRAWAL CASE,3.40230551811e-05,0.0238963625668676
1666238,788228010667,PLO 1095,NONE,03,RECREATION SITE,"CHUPADERA FOREST CAMP RECREATION AREA, PLO 1095",,1955/03/15 00:00:00+00,,,,139,138.474,LOS CONVERSION WITHDRAWAL CASE,5.63169916008e-05,0.0323096103572846
1666239,436217010667,Public Land Order 1483,NONE,04,RECREATION SITE,"MARSH LAKE RECREATION AREA, PLO 1483",,1957/09/09 00:00:00+00,,,,160,159.864,LOS CONVERSION WITHDRAWAL CASE,6.919694499625e-05,0.0335563433776995
1666240,443809010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"HUNT CREEK ADMINISTRATIVE SITE, PLO 1775",,1959/01/13 00:00:00+00,,,,10,9.994,LOS CONVERSION WITHDRAWAL CASE,4.1393064208e-06,0.00819281022657645
1666241,436132010667,Public Land Order 2400,NONE,04,ADMINISTRATIVE SITE,"WILLOW SPRINGS ADMINISTRATIVE SITE, PLO 2400",,1953/07/03 00:00:00+00,,,,40,40.762,LOS CONVERSION WITHDRAWAL CASE,1.79127605491e-05,0.0171312528520104
1666242,443854010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"NAVAJO LAKE CAVERNS RECREATION AREA, PLO 1775",,1959/01/13 00:00:00+00,,,,200,198.573,LOS CONVERSION WITHDRAWAL CASE,8.189342352765e-05,0.0371256082789901
1666243,477198010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"FIVE POINTS RECREATION AREA, PLO 5207",,1971/01/20 00:00:00+00,,,,39.78,39.98,LOS CONVERSION WITHDRAWAL CASE,1.8018012592e-05,0.0172050228364192
1666244,363389010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"BROWNLEE RADIO REMOTE ADMINISTRATIVE SITE, PLO 2882",,1962/03/20 00:00:00+00,,,,6.25,6.093,LOS CONVERSION WITHDRAWAL CASE,2.80155507465e-06,0.00819976306682428
1666245,652387010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"UPPER TWIN LAKES RECREATION AREA, PLO 2301",,1955/04/04 00:00:00+00,,,,161.02,158.138,LOS CONVERSION WITHDRAWAL CASE,6.577407140465e-05,0.0416322465766232
1666246,363310010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"BEAR CREEK ADMINISTRATIVE SITE, PLO 1374",,1953/07/16 00:00:00+00,,,,115.52,115.778,LOS CONVERSION WITHDRAWAL CASE,5.354285643715e-05,0.0338105922930262
1666247,363319010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"CROOKED RIVER PASTURE ADMINISTRATIVE SITE, PLO 1374",,1953/07/16 00:00:00+00,,,,40,40.082,LOS CONVERSION WITHDRAWAL CASE,1.848630834295e-05,0.0174485776327679
1666248,311110010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"INDIAN CREEK ADMINISTRATIVE SITE, PLO 2354",,1953/07/20 00:00:00+00,,,,30,29.892,LOS CONVERSION WITHDRAWAL CASE,1.2479490686e-05,0.0174107919334211
1666249,439932010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"MURPHY WASH PASTURE ADMINISTRATIVE SITE, PLO 1355",,1953/12/08 00:00:00+00,,,,2.5,3.196,LOS CONVERSION WITHDRAWAL CASE,1.3410396612e-06,0.00467759212024024
1666250,1041512010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,COTTONWOOD RECREATION AREA,,1961/07/13 00:00:00+00,,,,40,44.699,LOS CONVERSION WITHDRAWAL CASE,2.199200109715e-05,0.0190278371612617
1666251,951622010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,HAMMA HAMMA RANGER STATION #26,,1907/01/08 00:00:00+00,,,,10,20.171,LOS CONVERSION WITHDRAWAL CASE,9.762296165e-06,0.0126899018123103
1666252,964838010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,CALL MEADOWS GUARD STATION,,1964/04/08 00:00:00+00,,,,20,19.564,LOS CONVERSION WITHDRAWAL CASE,8.8565535283e-06,0.0121511944283757
1666253,1120682010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,SULLIVAN CREEK,,1958/07/21 00:00:00+00,,,,104.45,127.462,LOS CONVERSION WITHDRAWAL CASE,6.319004770585e-05,0.193503652083686
1666254,962012010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,MILL SITE CAMPGROUND,,1964/02/24 00:00:00+00,,,,45,55.165,LOS CONVERSION WITHDRAWAL CASE,2.685209882715e-05,0.0378974374603922
1666255,972953010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,LOWER ROGUE RIVER ADDITION,,1970/10/05 00:00:00+00,,,,3.96,23.206,LOS CONVERSION WITHDRAWAL CASE,1.028710237725e-05,0.0212178089120703
1666256,1039807010667,COLD SPRINGS ADMINISTRATIVE SITE ET. AL.,OCH21596,06,ADMINISTRATIVE SITE,ALLISON CREEK RANGER STATION,,1907/11/22 00:00:00+00,,,,40,39.709,LOS CONVERSION WITHDRAWAL CASE,1.800733238215e-05,0.0171938205562209
1666257,964886010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,SHEEP MOUNTAIN LOOKOUT,,1963/03/18 00:00:00+00,,,,10,10.488,LOS CONVERSION WITHDRAWAL CASE,4.78273117245e-06,0.00880285018637671
1666258,1001173010667,LAYING CREEK FOSSIL BED,UMP15334,06,ADMINISTRATIVE SITE,REYNOLDS RIDGE LOOKOUT,,1965/06/10 00:00:00+00,,,,5,4.416,LOS CONVERSION WITHDRAWAL CASE,1.9850977312e-06,0.00629426697791823
1666259,1091234010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,HIGH RIDGE LOOKOUT ADMINISTRATIVE SITE,,1963/08/30 00:00:00+00,,,,20,20.205,LOS CONVERSION WITHDRAWAL CASE,9.4433704762e-06,0.0124899357565462
1666260,964840010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,JOAQUIN MILLER ADMINISTRATIVE SITE,,1970/05/15 00:00:00+00,,,,20,20.279,LOS CONVERSION WITHDRAWAL CASE,9.1823904381e-06,0.0123181052834556
1666261,1091261010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,WILLOW SPRING CAMPGROUND,,1965/12/01 00:00:00+00,,,,30,28.744,LOS CONVERSION WITHDRAWAL CASE,1.32685208451e-05,0.0170772845684155
1666262,1093370010667,NORTH POWDER LAKE RANGER STATION,NONE,06,ADMINISTRATIVE SITE,NORTH POWDER LAKE RANGER STATION,,1907/09/25 00:00:00+00,,,,12,10.275,NORTH POWDER LAKE RANGER STATION,4.7431443375e-06,0.00912107974006322
1666263,1091143010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,SADDLE SPRINGS GUARD STATION,,1964/04/08 00:00:00+00,,,,10,10.033,LOS CONVERSION WITHDRAWAL CASE,4.7228432475e-06,0.00883383137771293
1666264,1091250010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,MALLORY SPRING CAMPGROUND,,1967/10/31 00:00:00+00,,,,10,10.166,LOS CONVERSION WITHDRAWAL CASE,4.7026956551e-06,0.00880279956793327
1666265,964888010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,ROCK SPRINGS CAMPGROUND,,1964/04/08 00:00:00+00,,,,20,20.304,LOS CONVERSION WITHDRAWAL CASE,9.2199012128e-06,0.0123474629743189
1666266,1066550010667,ZIGZAG RANGER STATION,NONE,06,ADMINISTRATIVE SITE,ZIGZAG RANGER STATION,,1965/04/15 00:00:00+00,,,,21.63,22.839,,1.06112503023e-05,0.0155310295054557
1666267,964844010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,PRAIRIE HILL LOOKOUT,,1963/03/18 00:00:00+00,,,,20,20.44,LOS CONVERSION WITHDRAWAL CASE,9.320131202e-06,0.0138767245238558
1666268,838710010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,SKULL CREEK ADMINISTRATIVE SITE,,1961/03/14 00:00:00+00,,,,40,39.979,LOS CONVERSION WITHDRAWAL CASE,1.77691427208e-05,0.0170565876764171
1666269,964502010667,CORRAL SPRINGS CAMPGROUND,NONE,06,RECREATION SITE,CORRAL SPRINGS CAMPGROUND,,1970/06/29 00:00:00+00,,,,21,20.266,CORRAL SPRINGS CAMPGROUND,9.0903825706e-06,0.0137373744072832
1666270,951822010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,WAR CREEK CAMPGROUND,,1964/02/24 00:00:00+00,,,,20,19.952,LOS CONVERSION WITHDRAWAL CASE,9.79972571915e-06,0.0144671605731262
1666271,1091160010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,DEDUCK CAMPGROUND,,1964/04/08 00:00:00+00,,,,20,20,LOS CONVERSION WITHDRAWAL CASE,9.39529500255e-06,0.0124301136295574
1666272,964881010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,BEAR TREE GUARD STATION,,1964/04/08 00:00:00+00,,,,10,10.014,LOS CONVERSION WITHDRAWAL CASE,4.5430965806e-06,0.00863363351580712
1666273,921182010667,COPPER MOUNTAIN SKI RESORT  PLO 6823,NONE,02,RECREATION SITE,COPPER MOUNTAIN SKI RESORT  PLO 6823,,1990/12/18 00:00:00+00,,,,7546.25,7953.281,COPPER MOUNTAIN SKI RESORT  PLO 6823,0.00336944267325455,0.297739415888017
1666274,187688010667,PLO 3091,NONE,02,RECREATION SITE,BIG MEADOWS RECREATION AREA  PLO 3091,,1963/05/22 00:00:00+00,,,,740,687.673,,0.00028369089962575,0.0867454978312297
1666275,318191010667,PLO 3092,NONE,02,RECREATION SITE,MARSHALL PASS CAMPGROUND  PLO 3092,,1963/05/22 00:00:00+00,,,,40,39.937,,1.66669454782e-05,0.0164497363633859
1666276,41615010667,PUBLIC LAND ORDER 3250,NONE,02,ADMINISTRATIVE SITE,"SHEEP MOUNTAIN LOOKOUT, PLO3250",,1963/10/10 00:00:00+00,,,,20,20.901,PLO 3250,9.52163467455e-06,0.0125586381719478
1666277,187678010667,ALDER RANGER STATION  SO 12/11/1907,NONE,02,ADMINISTRATIVE SITE,ALDER RANGER STATION  SO 12/11/1907,,1907/12/11 00:00:00+00,,,,160,154.849,ALDER RANGER STATION  SO 12/11/1907,6.402407569155e-05,0.0394043885922915
1666278,329567010667,PLO 2553,NONE,02,RECREATION SITE,PITKIN RECREATION AREA  PLO 2553,,1961/11/12 00:00:00+00,,,,197,203.02,PITKIN RECREATION AREA  PLO 2553,8.4974359201e-05,0.044932853831344
1666279,921225010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,RECREATION SITE,JANEWAY PICNIC GROUND  PLO 1378,,1957/01/03 00:00:00+00,,,,40,40.692,LOS CONVERSION WITHDRAWAL CASE,1.718314072735e-05,0.0166948929683653
1666280,921187010667,PLO 7090,NONE,02,RECREATION SITE,KEYSTONE SKI AREA  PLO 7090,,1994/09/30 00:00:00+00,,,,1784.74,1945.16,KEYSTONE SKI AREA  PLO 7090,0.00082502784474415,0.4684469347841
1666281,921310010667,NORRIE ADMINISTRATIVE SITE  SO 4-1-07,NONE,02,ADMINISTRATIVE SITE,NORRIE ADMINISTRATIVE SITE  SO 4-1-07,,1907/04/01 00:00:00+00,,,,54,57.271,NORRIE ADMINISTRATIVE SITE  SO 4-1-07,2.421228960385e-05,0.0214220935838455
1666282,333859010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,RECREATION SITE,KINNIKINICK CAMPGROUND  PLO 2978,,1963/03/18 00:00:00+00,,,,30,30.828,LOS CONVERSION WITHDRAWAL CASE,1.416395703615e-05,0.0162602876312871
1666283,333858010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,RECREATION SITE,ISLAND LAKE CAMPGROUND  PLO 2682,,1962/05/23 00:00:00+00,,,,60,60.084,LOS CONVERSION WITHDRAWAL CASE,2.772268371665e-05,0.0262446473154479
1666284,443847010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"JONES CORRAL ADMINISTRATIVE SITE, PLO 1775",,1959/01/13 00:00:00+00,,,,40,39.878,LOS CONVERSION WITHDRAWAL CASE,1.656911119005e-05,0.0163924731248387
1666285,41618010667,PUBLIC LAND ORDER 3250,NONE,02,RECREATION SITE,"BIGHORN BAPTIST YOUTH CAMP, PLO 3250",,1963/10/10 00:00:00+00,,,,20,18.946,,8.7154195029e-06,0.0120634887512472
1666286,41622010667,PUBLIC LAND ORDER 3250,NONE,02,RECREATION SITE,"CIRCLE PARK CAMPGROUND, PLO 3250",,1963/10/10 00:00:00+00,,,,12,13.331,,6.0808947469e-06,0.0115171250104952
1666287,858331010667,PLO 1493,NONE,02,ADMINISTRATIVE SITE,MT. THORODIN LOOKOUT ADMINISTRATIVE SITE  PLO 1493,,1957/09/09 00:00:00+00,,,,20,19.731,LOS CONVERSION WITHDRAWAL CASE,8.40815171695e-06,0.0128816766092062
1666288,283451010667,PUBLIC LAND ORDER 1344,NONE,02,RECREATION SITE,FLYNN CREEK PICNICGROUND  PLO 1344,,1956/10/10 00:00:00+00,,,,20,22.768,,1.028474705305e-05,0.0150117800560142
1666289,921287010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,RECREATION SITE,FULFORD CAMPGROUND  PLO 1605,,1958/03/24 00:00:00+00,,,,60,59.696,LOS CONVERSION WITHDRAWAL CASE,2.52941434818e-05,0.0212243748877926
1666290,921271010667,LOS CONVERSION WITHDRAWAL CASE,NONE,02,RECREATION SITE,GATES HUT/LODGE  PLO 7156,,1995/08/29 00:00:00+00,,,,2.09,2.091,LOS CONVERSION WITHDRAWAL CASE,8.846888028e-07,0.00379269338432342
1666291,201465010667,PUBLIC LAND ORDER 1492,NONE,02,RECREATION SITE,"CROSHO LAKE RECREATION AREA, PLO 1492",,1957/09/09 00:00:00+00,,,,152,151.855,,6.497009628835e-05,0.0345903967915174
1666292,193338010667,PLO 4788,NONE,02,ADMINISTRATIVE SITE,BLACKHALL MOUNTAIN ADMINISTRATIVE SITE  PLO 2278,,1961/02/27 00:00:00+00,,,,15,14.868,,6.44295561025e-06,0.0119860746588817
1666293,201464010667,PUBLIC LAND ORDER 1467,NONE,02,RECREATION SITE,"COLD SPRING CAMPGROUND, PLO 1467",,1957/08/09 00:00:00+00,,,,40,39.961,LOS CONVERSION WITHDRAWAL CASE,1.70630212718e-05,0.0166663118227417
1666294,187681010667,PLO 2302,NONE,02,ADMINISTRATIVE SITE,BRISTOL VIEW ADMINISTRATIVE SITE ADDITIO  PLO 2302,,1961/03/14 00:00:00+00,,,,50,50.056,,2.07189976032e-05,0.0200222630054149
1666295,313389010667,SILVER FALLS ADMINISTRATIVE SITE  SO 1-14-1908,NONE,02,ADMINISTRATIVE SITE,SILVER FALLS ADMINISTRATIVE SITE  SO 1-14-1908,,1908/01/14 00:00:00+00,,,,10,9.977,SILVER FALLS ADMINISTRATIVE SITE  SO 1-14-1908,4.10966285845e-06,0.0108852853144701
1666296,924969010667,PUBLIC LAND ORDER 1825,NONE,02,RECREATION SITE,SQUAW PASS CAMPGROUND  PLO 1825,,1959/03/26 00:00:00+00,,,,10,9.676,,4.1107654227e-06,0.00815588979596267
1666297,921296010667,PLO 1800,NONE,02,RECREATION SITE,OFFICERS GULCH CAMPGROUND  PLO 1800,,1959/02/19 00:00:00+00,,,,76,75.135,LOS CONVERSION WITHDRAWAL CASE,3.18569937012e-05,0.0332805692777288
1666298,193355010667,PLO 2796,NONE,02,RECREATION SITE,DEEP CREEK CAMPGROUND PLO 2796,,1962/10/19 00:00:00+00,,,,50,49.745,,2.169512895985e-05,0.0204496572165831
1666299,283503010667,PUBLIC LAND ORDER 1346,NONE,02,RECREATION SITE,CASTLE PEAK CAMPGROUND  PLO 1346,,1956/10/16 00:00:00+00,,,,159,158.879,,7.22408416779e-05,0.0344884464733301
1666300,858349010667,PLO 1493,NONE,02,RECREATION SITE,KELLY-DAHL CAMPGROUND  PLO 1493,,1957/09/09 00:00:00+00,,,,90,79.277,,3.38031364721e-05,0.0233247394552416
1666301,187708010667,PLO 2732,NONE,02,RECREATION SITE,STORM KING CAMPGROUND  PLO 2732,,1962/07/19 00:00:00+00,,,,60,59.399,,2.46428480623e-05,0.0209371883258672
1666302,193373010667,PLO 3250,NONE,02,RECREATION SITE,SOUTH BRUSH CREEK PLO 3250,,1963/10/10 00:00:00+00,,,,60,59.011,,2.56910447399e-05,0.0214894615487834
1666303,401916010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"NAPOLEON HILL ADMINISTRATIVE SITE, PLO 1564",,1954/10/19 00:00:00+00,,,,10,9.911,LOS CONVERSION WITHDRAWAL CASE,4.60505648245e-06,0.00872673987263021
1666304,436207010667,"ELK VALLEY ADMINISTRATIVE SITE, PLO 694",1,04,ADMINISTRATIVE SITE,"ELK VALLEY ADMINISTRATIVE SITE, PLO 694",,1950/12/26 00:00:00+00,,,,80,80.03,"ELK VALLEY ADMINISTRATIVE SITE, PLO 694",3.50475935994e-05,0.0265667413064853
1666305,652382010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"MACK'S CANYON RECREATION AREA NO. 2, PLO 1377",,1955/08/08 00:00:00+00,,,,90,96.213,LOS CONVERSION WITHDRAWAL CASE,3.908727252605e-05,0.0382966573236127
1666306,436130010667,Public Land Order 2400,NONE,04,ADMINISTRATIVE SITE,"TONY GROVE EXTENSION ADMINISTRATIVE SITE, PLO 2400",,1953/07/03 00:00:00+00,,,,160,162.85,LOS CONVERSION WITHDRAWAL CASE,7.148899025915e-05,0.0342264646357025
1666307,401815010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"U.P. LAKE  RECREATION AREA, PLO 4503",,1967/01/19 00:00:00+00,,,,21.69,19.97,LOS CONVERSION WITHDRAWAL CASE,9.2607290016e-06,0.0123575811425536
1666308,477287010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"DUTCHMAN FLAT RECREATION AREA, PLO 2931",,1961/06/21 00:00:00+00,,,,10,4.562,LOS CONVERSION WITHDRAWAL CASE,2.0807345952e-06,0.00704432903027244
1666309,221363010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"POLE CREEK LAKE CAMPGROUND, PLO 3218",,1960/06/22 00:00:00+00,,,,80,80.384,LOS CONVERSION WITHDRAWAL CASE,3.46489471796e-05,0.0263666250302469
1666310,39e04484-91e2-497a-91fc-49e93849fdca,"Inman Administrative Site, PLO 1228",,04,ADMINISTRATIVE SITE,Inman Administrative Site,,1955/10/01 00:00:00+00,,,,40,39.958,"20 FR 7335, publication dated 10/1/1955, signature date 9/26/1955",1.78049123817e-05,0.0170765804228977
1666311,b736890e-527b-446f-b350-21dfc7b2bc53,"Cottonwood Lower Meadow Public Service Site, PLO 1358",,04,RECREATION SITE,"Cottonwood Lower Meadow Public Service, PLO 1358",,1956/11/05 00:00:00+00,,,,160,159.893,,7.42447919214e-05,0.0482690759383723
1666312,363318010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"CRESCENT MEADOWS ADMINISTRATIVE SITE, PLO 1374",,1953/07/16 00:00:00+00,,,,74.3,74.246,LOS CONVERSION WITHDRAWAL CASE,3.44021474756e-05,0.026252554193973
1666313,652370010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"COLD CREEK RECREATION AREA, PLO 5582",,1976/04/08 00:00:00+00,,,,40.06,40.318,LOS CONVERSION WITHDRAWAL CASE,1.639477289e-05,0.0190241837827037
1666314,401878010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"MIDDLE FORK RECREATION AREA, PLO 1564",,1954/10/19 00:00:00+00,,,,10,9.993,LOS CONVERSION WITHDRAWAL CASE,4.63951557345e-06,0.0087469725703322
1666315,401935010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"WELCOME LAKE RECREATION AREA, PLO 1564",,1954/10/19 00:00:00+00,,,,80,80.24,LOS CONVERSION WITHDRAWAL CASE,3.71503773923e-05,0.0247484236509926
1666316,401806010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"ELK BAR RECREATION AREA, PLO 2882",,1962/03/20 00:00:00+00,,,,3.9,4.022,LOS CONVERSION WITHDRAWAL CASE,1.86138390265e-06,0.00620499828563159
1666317,447964010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"MOODY MEADOWS RECREATION AREA, PLO 3396",,1964/05/18 00:00:00+00,,,,60,59.872,LOS CONVERSION WITHDRAWAL CASE,2.70455171445e-05,0.0244389239091947
1666318,24c02e6c-2330-471b-a465-83d1479754ad,PLO 1923,PLO1923,04,ADMINISTRATIVE SITE,"LEE ADMINISTRATIVE SITE, PLO 1923",,1959/01/29 00:00:00+00,,Final,,200,201.424,,9.069807496715e-05,0.0446357534409963
1666319,439900010667,PLO 1796,NONE,04,ADMINISTRATIVE SITE,"SALMON CREEK ADMINISTRATIVE SITE, PLO 1796",,1959/02/19 00:00:00+00,,,,60,60.206,LOS CONVERSION WITHDRAWAL CASE,2.64596787749e-05,0.0218314741366324
1666320,477312010667,ONE MILE ADMINISTRATIVE SITE,1,04,ADMINISTRATIVE SITE,ONE MILE ADMINISTRATIVE SITE,,1907/12/07 00:00:00+00,,,,160,161.306,ONE MILE ADMINISTRATIVE SITE,7.08817865751e-05,0.0340584607235695
1666321,9b88cd3c-0788-4823-a9d6-368f28f6bad8,"Trail Administrative Site, PLO 1228",,04,ADMINISTRATIVE SITE,Trail Administrative Site,,1955/10/01 00:00:00+00,,,,40,39.516,"20 FR 7335, publication dated 10/1/1955, signature date 9/26/1955",1.760085340215e-05,0.0169802819452205
1666322,439898010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"NORTH CREEK PASTURE ADMINISTRATIVE SITE, PLO 1355",,1953/12/08 00:00:00+00,,,,20,19.607,LOS CONVERSION WITHDRAWAL CASE,8.3133545276e-06,0.0128874895258609
1666323,961221010667,HEMLOCK ADMINISTRATIVE SITE,NONE,06,ADMINISTRATIVE SITE,HEMLOCK ADMINISTRATIVE SITE,,1908/02/08 00:00:00+00,,,,160,158.291,HEMLOCK ADMINISTRATIVE SITE,7.413202932105e-05,0.0350199655837165
1666324,951599010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,DUCKABUSH ROCK PIT #1,,1971/01/26 00:00:00+00,,,,10,9.227,LOS CONVERSION WITHDRAWAL CASE,4.4732312384e-06,0.00868909200920461
1666325,1041519010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,LAKE CREEK CAMPGROUND,,1967/04/10 00:00:00+00,,,,50,49.566,LOS CONVERSION WITHDRAWAL CASE,2.41425833512e-05,0.0215419811331045
1666326,973001010667,HAYES HILL,NONE,06,RECREATION SITE,HAYES HILL,,1969/10/04 00:00:00+00,,,,60,59.495,HAYES HILL,2.62988708121e-05,0.0218230441173652
1666327,1001106010667,ACKER BUTTE,NONE,06,ADMINISTRATIVE SITE,ACKER BUTTE,,1965/06/10 00:00:00+00,,,,5,5.529,ACKER BUTTE,2.47195875085e-06,0.00674735916404606
1666328,1091147010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,TOWER MOUNTAIN LOOKOUT TOWER SITE,,1964/05/07 00:00:00+00,,,,10,9.91,LOS CONVERSION WITHDRAWAL CASE,4.5812874108e-06,0.00867632706449492
1666329,1039808010667,COLD SPRINGS ADMINISTRATIVE SITE ET. AL.,OCH21596,06,ADMINISTRATIVE SITE,COLD SPRINGS RANGER STATION,,1907/11/22 00:00:00+00,,,,80,82.551,LOS CONVERSION WITHDRAWAL CASE,3.770860193765e-05,0.0249860719001459
1666330,1066541010667,OAK GROVE BUTTE,NONE,06,ADMINISTRATIVE SITE,OAK GROVE BUTTE,,1965/04/15 00:00:00+00,,,,20,20.1,OAK GROVE BUTTE,9.2908615412e-06,0.0138977257875915
1666331,964834010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,ANTELOPE MOUNTAIN LOOKOUT,,1963/03/18 00:00:00+00,,,,10,9.554,LOS CONVERSION WITHDRAWAL CASE,4.341728688e-06,0.00845738094035646
1666332,972477010667,CASCADE HEAD,SIUCHSA,06,RECREATION SITE,LITTLE RIVER CAMPGROUND,,1965/04/15 00:00:00+00,,,,20,16.683,LOS CONVERSION WITHDRAWAL CASE,7.72055172545e-06,0.0124767329502147
1666333,951595010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,CARACO CREEK ROAD ROCK PIT #1,,1969/04/10 00:00:00+00,,,,4.98,6.033,LOS CONVERSION WITHDRAWAL CASE,2.941663012e-06,0.00713817790035768
1666334,951805010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,MEMORIAL CAMPGROUND,,1964/02/24 00:00:00+00,,,,11.22,9.502,LOS CONVERSION WITHDRAWAL CASE,4.68634812805e-06,0.00900884767154934
1666335,951531010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,DUTCHMAN ROCK PIT #294.3-7.5,,1972/12/06 00:00:00+00,,,,2.1,2.39,LOS CONVERSION WITHDRAWAL CASE,1.1656787116e-06,0.0045085650370783
1666336,1091133010667,FRAZIER GUARD STATION,NONE,06,ADMINISTRATIVE SITE,FRAZIER GUARD STATION,,1967/11/14 00:00:00+00,,,,10,10.085,FRAZIER GUARD STATION,4.6701627695e-06,0.00876956877529084
1666337,1091257010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,TEEPEE CAMPGROUND,,1964/04/07 00:00:00+00,,,,11.28,11.287,LOS CONVERSION WITHDRAWAL CASE,5.3163503888e-06,0.00929158373094695
1666338,972473010667,CASCADE HEAD,SIUCHSA,06,RECREATION SITE,GOPHER CREEK CAMPGROUND,,1965/04/15 00:00:00+00,,,,20,21.114,LOS CONVERSION WITHDRAWAL CASE,9.67328292275e-06,0.0140054648227762
1666339,973015010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,BOB'S GARDEN MOUNTAIN OBSERVATION SITE,,1965/04/15 00:00:00+00,,,,20,39.309,LOS CONVERSION WITHDRAWAL CASE,1.74602794555e-05,0.0169297465559178
1666340,964882010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,CALAMITY BUTTE LOOKOUT,,1964/04/08 00:00:00+00,,,,20,20.306,LOS CONVERSION WITHDRAWAL CASE,9.2099526757e-06,0.0137444067538733
