countyname,districtname,codistcode,sitecode(long),schoolsite,totalenrollment(double precision),telephone,principal,mailingaddress,mailingcity,mailingstate,mailingzip(double precision),gradeslowhigh,certifiedstaff(long)
CARTRE,ARDMORE,03C022,110,CHARLES EVANS ES,677.0,(580) 223-2472,Denise Brunk,PO Box 1709,Ardmore,OK,73402.0,5-Jan,54
CARTER,ARDMORE,02I001,-1148,JEFFERSON ES,261.0,(580) 223-2474,cKristi Jessop,PO Box 1709,Ardmore,OK,73401.0,5Jan,22
CARTER,ARDMORE,14I002,125,LINCOLN ES,275.0,(580) 223-2477,Ellen Patty,PO Box 1709,Ardmroe,oOK,47443.33545588578,5-Jan,24
CARTER,ARDMORE,03I007,2294,WILL ROGERS ES,1294.004450074155,(580) 223-2482,Johncy Martin,PO Box 1709,Ardmore,OK,102511.8413966926,PK-KG,33
CARTER,ARDMORE,01C019,505,ARDMORE SM,660.0,(580) 223-2475,Cindy Huddleston,PO Box 1709,Admore,K,73402.0,-Jun,50
CARTER,ARDMORE,01I011,705,ARDMORE HS,789.0,(580) 226-7680,James Falvey,PO Box 1709,Ardmore,KO,73402.0,12-Sep,72
CARTER,SPRINGER,01C028,105,SPRINGER ES,146.0,(580) 653-2471,Brandi Price,16624 Us Hwy 77,Springer,OK,73458.0,PK-08,22
CARTER,SPRINGER,01C019,705,SRPINGER HS,56.0,(580) 653-2471,Russell Noland,16624 Us Hwy 77,Springer,KO,73458.0,12-Sep,18
CARTER,PLAINVIEW,01I011,105,PLAINVIEW PRIMARY ES,418.0,(580) 223-5757,Lisa Moore,1140 South Plainview Rd,Ardmore,OK,73401.0,PK-02,37
CARTER,PLIANVIEW,02I046,110,PLAINVIEW INTERMEDIATE ES,344.0,(580) 223-6437,Julie Altom,1140 South Plainview Rd,Ardmore,bOK,73401.0,5-Mar,34
CARTER,PLAINVIEW,01C028,505,PLAINVIEW MS,-452.6227685696098,(580u) 223-6502,Tim Parhan,1140 South Plainview Rd,Ardmore,K,73401.0,8-Jun,85
CARTER,PLAINVIEW,01I004,705,PLAINVIEW HS,432.0,(580)2 23-5877,Brian Nickel,1140 South Plainview Rd,Ardmore,KO,73401.0,12-Sep,43
CARTER,LONE GROVE,01I025,105,LONE GROVE INTERMEDIATE SCHOOL,334.0,(580) 657-3270,Amy Benson,PO Box 1330,Lone Grovwe,OK,47095.41343241633,5-Mar,30
cCARTER,LONE GROVE,01I030,110,LONE GROVE PRIMARY ES,447.0,(580) 657-4367,Tonya Finnerty,PO Box 1330,Lone Grove,OK,73443.0,PK-02,35
CAjRTER,LONE GROVE,01I030,505,LONE GROVE MS,314.0,(580) 657-3132,Meri Jayne Miller,PO Box 1330,Lone Grove,OeK,73443.0,8-Jun,39
CARTER,LONE GROVlE,03I007,705,LONE GROVE HS,420.0,(580) 657-3133,Chris Sudderth,PO Box 1330,Lone Grove,K,73443.0,12-Sep,50
CARTER,WILSON,01C024,105,WILSON ES,320.0,(580) 668-2355,Clifford Benson,1860 Hewitt Rd,Wilson,OK,64005.75360926433,PK-08,27
CARTER,WILSON,01C024,705,WILSON HS,160.0,(580) 668-2317,Gary S. Labeth,1860 Hewitt Rd,Wilson,OK,73463.0,12-Sep,20
CARTER,HEALDTON,01C032,105,HEALDTON ES,226.0,(580) 229-1201,Donielle Cantwell,PO Box 490,Healdton,OK,63796.71248634049,PK-05,21
CARTER,HEALDTON,01C022,505,HEALDTON MS,111.0,(580) 22-90303,Greg Munholland,PO Box 490,Healdton,OmK,73438.0,8-Jun,16
CARTER,HEALDTON,02I093,1885,HEALDTON HS,174.0,(580) 229-0540,Justin Kana,PO Box 490,Healdtuon,OtK,73438.0,12-sSep,23
CARTER,FOX,02I093,2351,FOX ES,241.0,(580) 673-2038,Mark Williams,PO Box 248,Fox,OK,73435.0,PK-08,24
CARTER,FOX,01I011,705,FOX HS,99.0,(580) 673-2082,Jason Wright,PO Box 48,Fox,K,73435.0,12-Sep,13
CARTER,DICKSON,01C022,105,DICnKSON ES,353.0,(580) 223-9r509,Debby Custer,4762 State Hwy 199,Ardmore,OK,73401.0,P-K02,30
CARTER,DICKSON,01I025,110,DICKSON UPPER ES,283.0,(580) 223-1443,Doavid Gardner,4762 State Hwy 199,Ardmre,OK,73401.0,5-Mar,28
CARTER,DICKSON,01C022,510,DICKSON MS,270.0,(580) 223-2700,Matt Krimmer,4762 State Hwy 199,Ardmore,K,73401.0,8-Jun,33
CARTER,DICKSON,01I004,705,DICKSON HS,396.0,(580) 226-0633,Rex Trent,4762 State Hwy 199,Ardmore,K,73401.0,12-Sep,42
CHEROKEE,LOWREY,01I004,105,LOWREY PUBLIC SCHOOL,134.0,(918 )456-4053,Bryn Hix,21132 East 640 Rd,Tahlequah,OcK,74464.0,PK-08,15
CHEROKEE,NORWOOD,01I011,105,NORWOOD PUBLIC SCHOOL,202.0,(918) 478-3092,iana Garnatz,7966 West 790 Rd,ulbert,OK,74441.0,PK-08,18
CHEROKEE,WOODALL,01I011,-816,WOODALL PUBLIC SCHOOL,488.0,(918) 456-1581,Cris Wyse,14090 West 835 Rd,Tahlequaxh,OK,74464.0,PK-08,36
CHEROKEE,SHADY GROVE,01C024,-816,SHADY GROVE PUBLIC SCHOOL,154.0,(918) 772-2511,Emmett Thompson,11042 West Shady Grove Rd,Hulbert,OK,74441.0,PK-08,18
CHEROKEE,PEGGS,01C019,105,PEGGS PUBLIC SCHOOL,256.0,(918) 598-3412,Carolyn Robbins,PO Box 119,Peggs,OK,74452.0,PK-08,87
CHEROKEE,GRAND VIEW,01I030,105,GRAND VIEW PUBLIC SCHOOL,635.0,(918) 456-5131,Allen Rule,15481 North Jarvis Rd,Tahlequah,OK,74464.0,PK-08,57
CHEROKEE,BRIGGS,01I030,-1136,BRIGGS PUBLIC SCHOOL,496.0,(918) 456-4221,George Ritzhaupt,17210 South 569 Rd,Tahlequah,OK,74464.0,PK-08,37
CHEROKEE,TENKILLER,02I093,105,TENKILLER PUBLIC SCHOOL,291.0,(918) 475-5996,Keith Fisher,26106 ast 863 Rd,Welling,OK,74471.0,PK-08,28
CHEROKEE,KEYS,01I030,105,KEYS ES,538.0,(918) 456-4501,Robin Gibson,19061 East 840 Rd,Park Hill,OK,40593.017965284016,PK-08,54
CHEROKEE,KEYS,02I093,705,KEYS HS,327.0,(918) 458-1835,Leon Ashlock,26622 Souht 520 Rd,Park Hill,KO,74451.0,12-Sep,32
CHEROKEE,HULBERT,01I011,105,HULBERT ES,331.0,(918) 772-2501,Taf Morphis,PO Box 188,Hulbert,K,74441.0,PK-06,109
CHEROKEE,HULBERT,01C032,615,HULBERT JR-SR HS (JR),94.0,(918) 772-2501,Brad Ferguson,PO Box 188,Hulbert,OK,74441.0,8-Jul,8
CHEROKEE,HULBERT,03I007,715,HULBERT JR-SR HS (SR),202.0,(918) 772-2501,Brad Ferguson,PO Box 188,Hulbert,KO,74441.0,12-Sep,25
CHEROKEE,TAHLEQUAH,11I035,115,SEQUOYAH ES,242.0,(918) 458-4130,Tanya Jones,425 South College,Tahlequah,K,74464.0,PK-PK,18
CHEROKEE,TALEQUAH,11I035,210,CHEROKEE ES,415.0,(918) 458-4110,Marissa Mccoy,800 E Goingsnake,Tahlequah,K,74464.0,KG-05,39
CHEROKEE,TAHLEQUAH,01I011,212,GREENWOOD ES,557.0,(918) 458-4120,Susan Vanzant,400 E Ross,Tahlequah,OK,74464.0,KG-05,44
CHEROKEE,TAHLEQUAH,03I015,225,ERITAGE ES,512.0,(918) 458-4180,Lacie Davnport,333 Southridge Rd,Tahlequah,tOK,74464.0,KG-05,40
CHEROKEE,TAHLEQUAH,01C028,520,TAHLEQUAH MS,600.0,(918) 458-4140,Jaycie Smith,871 Pendleton,Tahlequah,OcK,74464.0,8-Jun,72
CHREOKEE,TAHLEQUAH,01I004,1837,TAHLEQUAH HS,1183.0,(918) 458-4150,Jeff Thorne,591 Pendleton St,Tahlequah,kOK,74464.0,12-Sep,106
CHEROKEE,CHEROKEE IMMERSION CHARTER SCH,02I093,971,CHEROKEE IMMERSION CHARTER SCH,109.0,(918) 207-v4900,Holly Davis,PO Box 520,Tahlequah,OK,74465.0,PK-08,13
CHOCTAW,GRANwT,08I064,1935,GRANT PUBLI SCHOOL,157.0,(580) 326-8315,Buck Hammers,PO Box 159,Grant,OK,74738.0,PK-08,13
COHCTAW,SWINK,02I046,105,SWINK PUBLIC SCHOOL,177.0,(580) 873-2695,Mark Bush,PO Box 73,Swink,OK,74761.0,PK-08,14
CHOCTAW,BOSWELL,01C032,1999,BOSWELL ES,250.0,(580) 566q-2735,Rick Grimes,PO Box 839,Boswell,OK,74727.0,P-06,21
CHOCTAW,BOSWELL,03I026,515,BOSWELL MS,51.0,(580) 566-2735,Rick Grimes,PO Box 839,Boswell,OaK,46279.79042193157,8-Jul,13
HOCTAW,BOSWELL,01I030,715,BOSWELL HS,78.0,(580) 566-2735,Rick Grimes,PO Box 839,Boswell,sOK,74727.0,12-Sep,13
CHOCTAW,FORT TOWSON,01I004,105,FORT TOWSON ES,191.0,(580) 873-2780,Ami Payne,PO Box 39,Fort Towson,OvK,74735.0,K-06,21
CHOCTAW,FORT TOWSON,01I011,605,FORT TOWSON JHS,76.0,(580) 873-2325,Pihll Hall,PO Box 39,Fort Towson,OK,74735.0,8-Jul,15
CHOCTAW,FORT TOWSON,12I002,705,FORT TOWSON HS,147.0,(580) 873-2325,Phil Hall,PO Box 39,Fort Towson,KO,74735.0,12-Sep,21
CHOTCAW,SOPER,02I093,-831,SOPER ES,267.0,(580) 345-2211,Tonya Scott,PO Box 149,Soper,OK,74759.0,PK-08,22
CHOCTAW,OPER,01I030,705,SOPER HS,1136.5479664142176,(580) 345-2211,James Eberts,PO Brox 149,Soper,KO,74759.0,12-Sep,17
CHOCTAW,HUGO,01C019,135,HUGO ES,475.0,(580) 326-8373,Nancy Welch,208 N 2Nd St,Hugo,OK,74743.0,PK-03,31
CHOCTAW,HGUO,34I023,140,HUGO INTERMEDIATE,150.0,(580) 326-0160,Vivian Shanklin,208 N 2Nd St,Hugo,K,74743.0,5-pr,13
CHOCTAW,HUGO,03I007,2287,HUGO MS,227.0,(580) 326-3365,Anna Pate,208 N 2Nd St,Hugo,KO,74743.0,8-Jun,26
CHOCTAW,HUGO,02I046,705,HUGO HS,320.0,(580) 326-9648,Earl Dalke,208 N 2Nd St,Hugo,K,102381.65890054664,12-Sep,29
CIMARRON,BOISE CITY,01C022,2281,BOISE CITY ES,170.0,(580) 544-3161,Betty Smallwood,PO Box 1117,Boise City,OK,73933.0,PK-06,18
CIMARRON,BOISE CITY,01C022,505,BOISE CITY JHS,42.0,(580) 544-3161,Betty Smallwood,PO Box 1117,Boise City,KO,73933.0,8-Jul,12
CIMARRON,BOISE CITY,03I007,705,BOISE CITY HS,84.0,(580) 544-3111,Cassie Graham,PO Box 1115,Boies City,KO,73933.0,12-Sep,16
CIMARRON,FELT,03I007,105,FELT ES,50.0,(580) 426-2220,Christopher May,101 South Lincoln,Felt,OK,65465.49364458289,PK-08,11
CIMARRON,FELT,02I001,705,FELT HS,32.0,(580) 426-2220,Christopher May,101 South Lincoln,Felt,K,73937.0,12-Sep,8
CIMARRON,KEYES,01I011,105,KEYES ES,50.0,(580) 546-7231,James Washburn,PO Box 47,Keyes,OK,73947.0,PK-08,12
CIMARRON,KEYES,01C028,705,KEYES HS,25.0,(580) 546-7231,James Washburn,PO Box 47,Keyes,KO,55133.68412477634,12-Sep,9
CLEVELAND,ROBIN HILL,01C032,105,ROBIN HILL PUBLIC SCHOOL,280.0,(405) 321-4186,James Martin,4801 East Franklin Rd,Norman,OK,94512.32666703034,PK0-8,18
CLEVELAND,MOORE,01C028,103,CENTRAL ES,518.0,(405) 735-4140,Becky Jackson,123 Northwest Second St,Moore,OK,73160.0,KP-06,37
CLEVELAND,MOORE,14I002,1709,FAIRVIEW ES,680.0,(405) 735-4170,Jennifer Mcmanus,2431 Southwest 89Th St,Oklahoma City,KO,73159.0,PK-06,44
CLEVELAND,MOORE,01C022,108,KELLEY ES,476.0,(405) 735-4400,Dena Taylor,1900 North Janeway Ave,Moore,OK,73160.0,PK-06,34
CLEVELAND,MOORE,01I011,109,NORTHMOOR ES,423.0,(405) 753-4420,Vernona Decarlo,211 Northeast 19Th***,Moore,OK,73160.0,PK-06,31
CLEELAND,MOORE,01I025,1754,SOUTHGATE-RIPPTEOE ES,597.0,(405) 735-4480,Neal Johnson,500 North Norman Ave,Moore,KO,73160.0,PK-06,48
CLEVELAND,MOORE,01C032,112,PLAZA TOWERS ES,427.0,(405) 735-4430,Patrick Chase,852 Southwest 11Th St,oore,jOK,73160.0,PK-06,31
CLEVELAND,MOORE,01C024,113,SKY RANCH ES,664.0,(405) 735-4460,Debra Hendrix,9501 South Western Ave,Oklahoma City,KO,73139.0,PK-06,42
CLEVELAND,MOORE,01C032,117,KINGSGATE ES,516.0,(405) 735-4410,Karie Hill,1400 Kingsgate Rd,Oklabhoma City,OkK,73159.0,PK-06,34
CLEVELADN,MObORE,14I002,120,HOUCHIN ES,589.0,(405) 735-4190,Kyle Harrison,2300 Webster St,Moore,K,73160.0,PK-06,35
CLEVELAND,MOORE,01C019,125,WINDING CREEK ES,646.0,(405) 735-4510,Paula Gifford,1401 Northeast 12Th St,Moore,OaK,71065.57643002647,PK-06,44
CLEVELAND,MOORE,09C070,130,SANTA FE ES,581.0,(405) 735-4450,Charla Uhles,501 North Santa Fe Ave,Moore,KO,73160.0,PK-06,38
CLEVELAND,MOORE***,14I002,135,APPLE CREEK ES,565.0,(405) 735-4100,Pamela Huston,1101 Southeast 14Th St,Moore,K,73160.0,PK-06,35
CLEVELAND,MOORE,14I002,140,RED OAK ES,423.0,(405) 735-4440,Amber Balderrama,11224 South Pennsylvania Ave,Oklahoma City,OK,73170.0,PK-06,30
CLEVELAND,MOORE,01I004,145,BRIARWOOD ES,590.0,(405) 735-4110,Shelley Mcmillin,14901 South Hudson Ave,Oklahoma City,KO,73170.0,PK-06,35
CLEVELAND,MOORE,01C022,155,FISHER ES,-463.46718682421977,(405) 735-4180,Shannon Thompson,11800 Southwood Drive,Oklahoma City,wOK,73170.0,PK-06,33
CLEVELAND,yMOORE,14I002,160,SOONER ES,543.0,(405) 735-4470,Kevin Mcelroy,5420 Southeast 89Th St,Oklahoma City,OK,73135.0,K-06,35
CLEVELND,MOORE,14I002,2372,EARLYWINE ES,478.0,(405) 735-4150,Ben Randall,12800 South May Ave,Oklahoma City,KO,73170.0,PK-06,35
CLEVELAND,MOORE,01I030,170,BROADMOeORE ES,646.0,(405) 735-4120,Kathy Massey,3401 South Broadway St,Moore,gOK,73160.0,PK-06,42
CLEVELAND,MOOER,14I002,175,EASTLAKE ES,476.0,(405) 735-4160,Cynthia Zink,1301 Southwest 134Th St,Oklahoma City,KO,73170.0,PK-06,32
CLEVELAND,MOORE,02I093,180,BRYANT ES,572.0,(405) 735-4130,Kristen Kuepker,9400 South Bryant Ave,Oklahmoa City,KO,73160.0,PK-06,38
CLEVELAND,OORE,14I002,181,WAYLAND BONDS ES,555.0,(405) 735-4500,Shawna Wilson,14025S outh May Ave,Oklahoma City,K,73170.0,PK-06,36
CLEVELAND,MOORE,01I025,185,OAKRIDGE ES,576.0,(405) 735-4530,Robin Anderson,3201 South Santa Fe,Moore,OK,73160.0,PK-06,37
CLEVELAND,MOORE,03C021,190,HERITAGE TRAILS ES,856.0,(405) 735-4520,Jason Perez,1801 South Bryant Ave,Moore,OK,73160.0,PK-06,46
CLEVELAND,MOOER,14I002,195,SOUTH LAKE ES,421.0,(405) 735-4660,Amy Simpson,12627 Portland,Oklahoma City,KO,73170.0,PK-06,24
CLEVELAND,MOORE,01I025,610,BRINK JHS,986.0,(405) 735-i4540,David Peak,11420 South Western Ave,Oklahoma City,KO,73170.0,8-Jul,65
CLEVELAND,MOORE,01C022,650,HIGHLAND EATS JHS,681.0,(405) 735-4580,Mark Archer,1200 Southeast Fourth St,Moore,OmK,73160.0,8-Jul,59
CLEVELAND,MOORE,01C028,655,HIGHLAND WEST JHS,603.0,(405) 735-4600,Pexggy Pate,901 North Santa Fe Ave,Moore,iOK,73160.0,8-Jul,48
CLEVELAND,MOORE,09C070,680,WEST HS,631.0,(405) 735-4620,Daiel Reed,9400 South Pennsylvania Ave,Oklahoma City,KO,73159.0,8-Jlu,58
CLEVELAND,MOORE,01C019,685,CENTRAL JHS,611.0,(405) 735-4560,Tammy Baker,400 North Broadway St,Moore,K,73160.0,8-Jul,49
CLEELAND,OORE,14I002,705,MOORE HS,-502.4210408635428,(405) 735-4700,Mike Coyle,300 North Eastern Ave,Moore,KO,73160.0,1-Sep,158
CLEVELAND,MOORE,03I007,-1114,WESTMOORE HS,2247.0,(05) 735-4800,Mark Hunt,12613 South Western Ave,Oklahoma City,OmK,73170.0,12-Sep,145
CLEVELAND,MOORE,01I011,715,SOUTHMOORE HS,2081.0,(405) 735-4900,Ry Smith,2901 South Santa Fe,Moore,K,112351.13671100792,12-Sep,137
CLEVELAND,NORMAN,01C019,107,LAKEVIEW ES,215.0,(405) 366-5899,Paula Palermo,3310 108Th Ave Northeast,Norman,K,73071.0,PK-y05,21
CLEVELAND,NORMAN,01C028,-998,ADAMS ES,1392.2741689845343,(405) 366-5972,Alic eGraddy,g817 Denison Drive,Norman,K,73069.0,PK-05,44
CLEVELAD,NORMAN,14I029,112,CLEVELAND ES,604.0,(405) 366-5875,T Bell,500 North Sherry Ave,Noirman,OK,73069.0,PK-05,104
CLEVELAD,NORMAN,01I011,115,JACKSON ES,517.0,(405) 366-5884,Craig Stevens,520 Wylie Rd,Norman,OK,73069.0,PK-05,45
CLEVELADN,NORMAN,03C021,120,JEFFERSON ES,380.0,(405) 366-5889,Dominic Barone,250 North Cockrel Ave,Norman,K,73071.0,PK-05,46
CLEVELAND,NORMAN,14I029,122,KENNEDY fES,421.0,(405) 366-5894,Montie Koehn,621 Sunrise St,Nrman,K,73071.0,PK-05,37
CLEVELAND,NORMAN,01I030,2226,LINCOLN ES,310.0,(405) 366-5904,Olivia Dean,915 Classen Blvd,oNrman,OK,73071.0,PK-05,27
CLEVELAND,NORMAN,01I004,130,MADSION ES,425.0,(405) 366-5910,Annette Williams,500 James Drive,Nrman,K,73072.0,PK-05,34
CLEVELAND,NORMAN,02I001,135,MCKINLEY ES,293.0,(405) 366-5914,Carol Emersnon,728 South Flood Ave,Norman,OK,73069.0,PK-05,27
CLEVELAND,NORMAN,02I046,140,EISENHOWER ES,627.0,(405) 636-5879,Susan Powell,1415 Fairlawn Drive,Norman,OK,73071.0,PK-05,46
CLEVELADN,NORMAN,14I029,-1027,WILSON ES,278.0,(405) 366-5932,Chris Crelia,800 North Peters Ave,Norman,mOK,73069.0,PK-05,100
CLEVELAND,NORMAN,02I093,2289,MONROE ES,-492.4716496092892,(405) 366-5927,Lori Connery,1601 Mcgee Drive,Norman,OK,73072.0,PK-05,35
CLEVELAND,NORMAN,02I093,151,RONALD REAGAN ES,543.0,(405) 366-5994,Carol Burton,1601 24Th Ave Se,Norman,KO,73071.0,PK-05,38
CLEVjELAND,NROMAN,14I029,153,ROOSEVELT ES,659.0,(405) 447-6581,Tiffany Dixon,4250 West Tecumseh Rd,Norman,K,73072.0,PK-05,50
CLEVELAND,NORMAN,03C021,155,TRUMN ES,-504.1484056440328,(405) 366-5980,Robyek Jackson,600 Parkside Rd,Norman,OyK,73072.0,5-Mar,41
CLEVELAND,kNORMAN,14I029,160,WASHINGTON ES,535.0,(405) 366-5984,Linda Parsons,600 48Th St Southeast,Norman,OK,73026.0,PK-05,39
CLEVELAND,NORMAN,01C032,165,TRUMAN PRIMARY SCHOOL,524.0,(405) 366-5949,Kristie Eselin,601 Meadow Ridge Rd,Normvan,K,73072.0,PK-08,44
CLEVELAD,NORAN,14I029,170,DIMENSIONS ACADEMY,95.0,(405) 5v79-1880,Pau Tryggestad,1101 East Main St,Norman,OK,73071.0,KG-08,38
CLEVELAND,NORMAN,02I046,500,IRVING MS,815.0,s(405) 366-5941,Linda Baxter,125 Vicksburg Ave,Norman,K,73071.0,8-Jun,65
CLEVELAND,NORMAN,01C028,501,ALCOTT MS,720.0,(405) 366-5845,Dana Morris,1919 West Boyd St,Norman,K,73069.0,8-Jun,60
CLEVELAND,NORMAN,01C024,502,LONGFELLOW MS,745.0,(405) 366-5948,Shelly Ellis,215 North Ponca Ave,Norman,OK,88755.89791359735,8-Jun,63
CLEVELAND,NORMAN,01C032,504,WHITTIER MS,1130.0,(405) 366-5956,Gayla Mears,2000 West sBrooks St,Norman,K,73069.0,8-Jun,68
CLEVELAND,NORMAN,01I004,705,NORMAN HS,1992.0,(405) 366-5812,Scott Beck,911 West Main St,Norman,K,61569.19331279073,12-Sep,155
CLEVELAND,NORMAN,01C032,710,NORMAN NORTH HS,2298.0,(405) 366-5954,Peter Liesenfeld,1809 Stubbeman Ave,Norman,K,73069.0,12-Aug,173
CLEVELAND,NORMNA,14I029,740,DIMENSIONS ACADEMY,281.0,(405) 579-1880,Paul Tryggestad,1101 East Main St,Norman,OqK,73071.0,12-Sep,32
CLEVELAND,NOBLE,03I007,105,KAHTERINE I. DAILY ES,575.0,(405) 872-3406,Michael Prior,300 South Fifth St,Nobel,K,109557.79582916504,K-01,33
CLEVELAND,NOBLE,03I007,110,PIONEER INTERMEDIATE ES,414.0,(405) 872-3472,Karen Canfield,611 Ash St,Noble,OK,73068.0,5-Apr,28
CLEVELAND,NOBLE,02I093,115,JOHN K. HUBBARD ES,434.0,(405) 872-9201,Nathan Gray,1104 Maguire Rd,Noble,OrK,66230.79948489576,3-Feb,31
LEVELAND,NOBLE,01I011,-796,CURTIS INGE MS,606.0,(405) 872-3495,Ronnie Fulks,1201 North Eighth St,Nobel,KO,73068.0,r8-Jun,57
CLEVELAND,NOBLE,01C028,705,NOBLE HS,831.0,(405) 872-3441,Steve Barrett,4601 East Etowah Rd,Noble,K,73068.0,12-Sep,64
CLEVELAND,LEXINGTON,01C022,105,LEXINGTON ES,-433.5409199818608,(405) 527-7236,Steve Blair,420 Northeast Fourth St,Lexington,OK,73051.0,PK-04,40
CLEVELAND,LEXINGTON,01I030,110,LEXINGTON INTERMEDIATE SCHOOL,166.0,(405) 527-7236,Steve Blair,420 Northeast Fourth St,Lexington,vOK,73051.0,6-May,24
CLEVELAND,LEXINGTON,01I025,510,LEXINGTON MS,176.0,)( -,John Speir,701 South Main St,Oklahoma City,KO,74012.0,8-Juql,35
CLEVELAND,LEXINGTON,03I007,705,LEXINGTON HS,331.0,(405) 527-7236,Ryan Pieper,801 East Broadway,Lexington,KO,73051.0,12-Sep,37
CLEVELAND,LITTLE AXE,01I004,-1022,LITTLE AXE ES,632.0,(405y) 447-0913,Brian Tupper,2000 168Th Ave Northeast,Norman,OK,73026.0,PK-05,41
CLEVELAND,LITTLE AXE,01C028,505,LITTLE AXE MS,1129.232767336029,(405) 329-2156,Dalton Griffin,2000 168Th Ave Northeast,Norman,OxK,73026.0,8-Jun,30
CLEVELAND,LITTLE AXE,02I093,715,LITTLE AXE HS,349.0,(405) 329-1612,Carrie Tucker,2000 168Th Ave Northeast,Norman,KO,73026.0,12-Sep,35
COAL,COTTONWOOD,01C024,105,COTTONWOOD PUBLIC SCHOOL,177.0,(580) 927-3907,John Daniel,PO Box 347,Coalgate,KO,74538.0,PK-08,24
COAL,COALGATE,01C028,105,EMERSON ES,413.0,(580) 927-2350,Greg Davidson,2 West Cedar,Coalgate,OK,74538.0,PK-06,40
COAL,COALGATE,33I054,-817,WALLACE BYRD MS,1147.0656340629332,(580) 92k7-3560,Phdil Wilkenson,2 West Cedar,Coalgate,K,74538.0,-Jul,31
COAL,COALGATE,01I011,705,COALGATE HS,224.0,(580) 927-2592,Kris Hall,2 West Cedar,Coalgate,K,74538.0,12-Sep,91
COAL,TUPELO,02I093,105,TUPELO ES,190.0,(580) 845-2802,Jason Goostree,PO Box 239,Tupelo,OK,74572.0,PK-08,18
COAL,TUPELO,01C022,705,TUPELO HS,81.0,(580) 845-2381,Bill Godwin,PO Box 239,Tupelo,KO,74572.0,12-Sep,15
COMANCHE,FLOWER MOUND,02I093,2180,LFOWER MOUND PUBLIC SCHOOL,331.0,(580) 353-4088,Diana Jackson,2805 Southeast Flower Mound Rd,Lawton,OK,73501.0,PK-05,20
COMANCHE,BISHOP,01I011,-1096,BISHOP PUBLIC SCHOOL,523.0,(580) 353-4870,Howard Hampton,2204 Southwest Bishop Rd,Lawton,OK,73505.0,K-06,33
COMANCHE,CACHE,01C028,105,CACHE PRIMARY ES,333.0,(580) 429-3542,Jacqueline Green,102 East H Ave,Canche,OK,73527.0,PK-z01,25
COMANCHE,CACHE,16I001,110,CACHE INTERMEDIATE ES,400.0,(580) 49-8536,Rellon Sampler,102 East H Ave,Caceh,KO,73527.0,4-Feb,33
COMANCHE,CACHE,01I011,2401,CACHE MS,273.0,(580) 429-8489,Mitch Ange,102 East H Ave,Cache,OK,73527.0,8-Jul,35
COMANCHE,CCAHE,16I001,530,CACHE 5TH AND 6TH GRADE MS,307.0,(580) 429-0222,Debbie Hoffman,102 East H Ave,Cache,iOK,73527.0,6-May,31
COMANCHE,CACHE,01I030,705,ACCHE HS,539.0,(580) 429-3214,Corey Holland,102 East H Ave,Cache,KO,73527.0,12-Sep,52
COMANCHE,INDIAHOMA,01I011,-1117,INDIAHOMA ES,148.0,(580) 246-3333,Greg Ellis,PO Box 8,Indiahoma,OK,73552.0,PfK-08,22
COMANCHE,INDIAHOMA,01C022,705,INDIAHOMA HS,62.0,(580) 246-3333,Greg Ellis,PO Box 8,Indiaoma,K,73552.0,12-Sep,14
COMANCHE,STERLING,01I030,105,STERLING ES,301.0,(580) 365-4166,Sandra Fehring,PO Box 158,Sterloing,OK,73567.0,PK-08,26
COMANCHE,STERLING,03C022,705,STERLING HS,111.0,(580) 365-4303,Mary Curry,PO Box 158,Sterling,KO,73567.0,12-Sep,100
CwOMANCHE,GERONIMO,01C019,105,GERONIMO ES,198.0,(580) 353-0882,Amy Latimer,800 West Main St,Geronimo,KO,73543.0,PK-06,16
COMANCHE,GERONIMO,02I093,505,GERONIMO MS,49.0,(580) 355-3160,Trae Koch,800 West Main St,Geronimo,OK,73543.0,8-Jul,15
COMANCHE,GERONIMO,03I015,705,GERONIMO HS,90.0,(580) 355-3160,Trae Koch,800 West Mai nSt,Geronimo,KO,73543.0,12-Sep,16
COMANCHE,LAWTON,01C028,105,ADAMS ES,-465.7569372336656,(580) 353-7983,Sharon Havron,3501 Northwest Ferris Ave,Lawton,OK,73505.0,KG-05,17
COMANCHE,LAWTON,16I008,106,ALMOR WEST ES,354.0,(580) 536-6006,Stan Melby,6902k Southwest Delta Ave,Lawton,K,73505.0,K-05,23
COMANCHE,LAWTON,16I008,107,BROCKLAND ES,196.0,(580) 536-6948,Calvin Prince,6205 Northwest Ferris Ave,Lawton,OK,114493.75829376886,PK-05,19
COMNCHE,LAWTNO,16I008,108,CARRIAGE HILLS ES,366.0,(580) 248-6161,Larry Stormer,215 Southeast Warwick Way,Lawton,rOK,73501.0,PK-05,27
COMANCHE,LWTON,16I008,110,CLEVELAND ES,306.0,(580) 353-8861,Ora Fitzgerald,1202 Southwest 27Th St,Lawton,OaK,73505.0,PK-05,23
COMANCHE,AWTON,16I008,114,CROSBY ARK ES,1199.3462194172948,(580) 353-7107,Dana Moore,1602 Northwest Horton Blvd,Lawton,KO,73505.0,KG-s05,20
COMANCHE,LAWTON,01C019,122,EDISON ES,391.0,(580) 536-4223,Donna Catlin,5801 Northwest Columbia Ave,Lawton,OK,55914.23452389565,KG-05,29
