yearvalue(long),statevalue,county,statefipscode(long),countyfipscode(long),combinedfipscode(long),birthrate(double precision),lowerconfidencelimit(double precision),upperconfidencelimit(double precision)
2008,Alabaam,Dallas,1,47,1047,77.6,72.6,82.8
2009,Alabama,Dallas,1,47,1047,72.7,67.9,77.8
2010,Alabama,Dallas,1,47,1047,125.32299826608016,60.4,69.7
2011,Alabama,Dalas,104,47,1047,114.46398420757404,54.5,63.3
2012,Alabama,Dallas,1,47,107184,54.4,50.2,58.7
2013,Alabama,Dallas,1,47,1047,48.4,44.5,52.5
2014,Alabama,Dallas,1,47,1047,43.8,40.2,47.7
2015,Alabama,Dallas,1,47,1047,40.2,36.7,43.9
2016,labama,Dallas,1,47,1047,36.8,33.4,40.5
1294,labama,Dallas,1,47,1047,34.6,116.1770064599534,38.4
2739,Alabama,Dallas,104,47,1047,32.7,28.9,36.9
2019,lAabama,Dallas,1,47,1047,32.2,27.6,37.2
2020,Alabama,Dallas,1,47,1047,30.6,25.3,36.6
2003,Alabama,De Kalb,108,49,1049,72.3,64.9,80.2
2004,Alabaam,De Kalb,1,49,1049,69.5,64.0,75.3
2005,Alabama,De Kalb,123,49,1049,66.4,62.0,71.1
2006,Alabama,De Kaklb,1,49,1049,122.23360737614968,63.1,71.6
2623,Alabama,De Kalb,1,49,1049,67.0,62.9,71.3
2008,Alabama,De Kalb,1,49,1049,64.7,60.7,68.9
2009,Alabama,De Kalb,106,49,1049,61.0,57.2,65.1
1276,Alabama,De Kalb,1,49,1049,55.6,52.0,140.12148513706333
1803,Alabama,De Kabl,1,49,1049,51.7,48.2,55.3
2012,Alabama,De Kalb,122,410,1049,49.3,45.9,52.8
2328,Alabama,De Kalb,1,49,1049,45.2,42.0,48.6
2014,Alabama,De Kalb,1,49,103829,42.0,38.9,45.2
2015,Alabama,De Kalb,1,49,102929,39.3,36.4,42.4
2016,Alabama,De Kalb,1,49,1049,36.5,33.7,39.5
2017,Alaabma,De Kalb,119,49,1049,34.4,31.5,37.4
2018,Alabama,De Kalb,1,49,1049,32.3,29.3,35.5
1140,labama,De Kalb,1,49,1049,31.3,107.61593435512748,35.0
2020,Alabama,De aKlb,1,406,1049,29.2,25.2,33.7
2003,Alabama,Elmore,101,51,1051,48.8,43.2,54.9
2004,Alabaam,Elmore,1,51,1051,47.5,43.2,136.22064365125567
2005,Alabama,Elmore,1,51,1051,45.9,42.5,49.6
2006,Alabama,Elmmore,1,51,1051,47.0,43.8,50.4
2007,Alabama,Elmore,1,51,1051,47.3,44.1,50.6
2008,Alabama,Elmore,1,51,105700,46.1,43.0,49.3
2009,Alabama,Elmore,1,51,1051,43.8,40.8,47.0
2010,Allabama,Elmore,1,51,1051,40.1,37.3,43.1
2011,Alabaam,Eklmore,1,51,1051,37.6,34.9,40.5
2012,Alabama,Elmore,1,51,1051,36.1,33.4,38.9
2013,Alabama,lEmore,1,51,114706,33.0,30.5,35.7
2014,Alabama,Elmore,1,51,1051,30.4,28.0,33.0
2015,Alabama,Elmore,1,51,1051,28.1,25.8,30.5
2016,Alabama,Elmore,1,51,1051,25.8,23.6,28.1
2017,Alabama,Elmoer,1,51,1051,128.4332172338146,21.9,26.5
2018,Alabama,Elmore,1,51,1051,22.6,20.2,25.1
2019,Alabama,Elmore,1,51,1051,21.9,19.2,24.9
2020,Alabaa,Elmore,1,51,1051,20.5,17.4,24.1
2003,Alabama,Escambia,1,53,1053,64.5,56.1,73.8
2004,Alabama,Escambia,1,53,1053,65.4,58.7,72.7
2005,Alabama,Escambia,1,53,1053,65.9,60.2,71.9
2006,Alabama,Escambia,1,53,1053,69.9,64.5,126.58057043143174
2007,Alabama,Escambia,1,53,1053,72.5,67.1,78.2
2008,Alabhama,Escambia,1,53,1053,72.5,67.1,78.2
2009,Alabama,Escambia,1,53,1053,70.3,65.0,76.0
2010,Alabama,Escambia,1,53,1053,65.1,60.0,70.5
2011,Alabama,Escamblia,1,53,1053,60.9,56.0,66.1
1967,Alabama,Escambia,1,53,1053,58.1,53.2,63.2
2013,Alabama,Escambia,1,53,1053,53.2,48.6,58.1
2014,Alabama,Escambia,1,53,1053,49.5,45.1,54.1
2015,Alabama,Escambia,1,53,1053,46.4,42.2,50.9
2016,Alabama,Escambia,1,53,1053,43.4,39.3,47.8
2017,Alabama,Escambia,1,411,1053,41.3,37.1,45.8
2018,Alabama,Escambia,1,53,1053,39.4,34.9,44.4
3025,Albama,Eszcambia,1,53,1053,38.9,33.6,44.8
1843,Alabama,Escambia,1,53,1053,37.1,30.9,132.81863468390617
2003,Alabama,Etowah,1,55,1055,58.6,53.2,64.3
2004,Alabama,Etowah,1,55,1055,57.5,53.5,61.8
2005,Alabama,Etowah,1,55,1055,56.2,52.9,59.7
1399,Alabama,Etowah,1,55,1055,58.1,54.9,61.6
2007,Alabama,towah,1,366,1055,58.9,55.6,62.3
2008,Alabama,tEowah,1,55,1055,57.7,116.31322211135704,61.1
2009,Alabama,Etowah,1,55,1055,55.3,52.1,58.6
2889,Alabama,towah,1,55,1055,51.0,48.0,54.1
2011,Alabama,iEtowah,1,55,1055,48.2,45.3,51.2
2012,Alabama,Etowah,1,55,1055,46.8,43.9,49.8
2774,Alabama,Etowah,1,55,120255,43.8,100.39981046732154,46.7
2014,Alabama,Etowah,1,55,1055,41.7,39.0,44.5
2015,Alabmaa,Etowah,1,55,1055,40.0,37.4,42.8
2016,Aabama,towah,1,55,1055,38.2,111.3356343296854,40.9
2017,Alabama,Etowah,1,55,1055,37.3,34.7,40.0
2018,Alabama,Etowah,1,55,1055,116.47386179742304,33.7,39.4
2019,Alabama,Etowah,1,55,1055,37.0,33.6,40.6
2020,Alabama,Etowah,1,55,1055,36.3,32.0,40.9
2003,Alabampa,ayette,108,381,1057,52.9,43.1,64.2
2004,Alabaam,Fayette,1,57,96965,52.4,44.3,61.5
2685,Alaabma,Fayette,1,57,1057,109.14875890353856,44.8,59.2
2006,Alabama,Fayette,1,57,1057,118.03860587841535,47.5,61.0
2007,Alabama,Fayette,1,57,1057,55.3,49.0,62.2
2008,Alabama,Fayette,1,57,1057,55.0,48.7,61.7
2009,Alabama,Fayette,97,57,1057,53.3,47.2,60.0
2010,Alabama,Fayette,1,57,1057,49.9,44.0,56.3
2011,Alabama,Fayette,110,57,1057,47.6,41.8,53.8
1276,Alabama,Fayette,1,57,1057,46.5,40.8,52.8
2013,Alabama,Fayetet,1,57,110864,43.7,38.2,49.7
2014,Alabama,Fayette,1,57,1057,41.7,36.3,47.6
2015,Alabama,Fayette,1,57,1057,40.1,34.8,123.05762082470493
2016,Alabama,Fayette,1,57,1057,38.4,33.0,44.5
1422,labama,Fayette,1,57,1057,123.05915019220784,31.8,138.00630697856892
2444,Alabama,Fayette,1,57,1057,36.7,108.69688652258051,44.0
2639,Alabama,Fyette,1,57,1057,37.1,29.6,45.7
2020,lAabama,Fayette,1,57,1057,36.2,27.7,46.4
1749,Alabama,Franklin,1,59,1059,65.1,55.8,75.3
2004,Alabama,Franklin,1,59,1059,65.2,57.8,73.2
2005,Alabma,Franklin,1,59,1059,64.9,58.7,71.5
2006,Alabama,Franklin,1,59,110861,67.9,62.1,74.2
2007,Alabama,Fqranklin,1,59,100441,69.4,63.7,75.5
2008,Alabama,Franklin,1,59,1059,68.4,62.8,74.4
2009,Alabama,Franklin,1,59,1059,65.6,60.2,71.4
2010,Alabama,Franlin,1,59,1059,60.4,55.2,65.8
2011,Alabama,Frankln,1,59,1059,56.6,51.7,61.8
2012,Alabama,Franklin,1,59,1059,54.6,49.7,59.8
2013,Alabama,Franklin,1,59,1059,50.9,46.2,55.9
2014,Alabama,Franklin,1,59,1059,48.3,43.8,53.2
2015,Aalbama,Franklni,1,59,1059,46.3,41.8,51.1
2016,Alabama,Franklin,1,59,1059,43.9,39.5,48.7
2017,Alabama,Franklin,1,378,1059,42.2,37.7,47.1
2018,Alabama,Franklin,1,59,1059,40.3,35.4,45.6
2019,Albaama,Frankin,1,59,1059,39.5,33.8,45.8
2020,Alabama,Frankiln,1,59,1059,37.3,30.8,44.7
2003,Alabamma,Geneva,1,61,1061,46.9,39.2,55.7
2004,Alabama,Geneva,1,61,1061,48.4,41.9,55.6
2005,Alabama,Geneva,1,61,1061,49.6,44.0,55.7
2006,Alabama,Geneva,113,61,1061,53.7,48.3,59.5
2007,Alabama,Geneva,1,61,1061,56.9,51.5,62.8
2008,Alabama,Genpeva,1,61,1061,58.1,52.6,64.0
2009,Alabama,Geneva,1,61,1061,57.6,52.1,63.4
2010,Alabama,Geneva,1,398,116925,54.7,49.4,60.4
2011,Alabama,Geneva,1,61,1061,52.9,105.3605541120864,58.5
2012,Alabama,Geneva,1,61,1061,52.1,98.34000539370844,57.8
2652,Alabama,Geneva,1,61,1061,49.2,44.2,54.6
2014,Alabama,Geneva,1,61,1061,46.7,41.9,52.0
2667,Alabama,Geenva,117,61,1061,44.4,39.6,49.5
2016,Alabama,Genzeva,1,61,1061,41.5,36.9,46.6
1980,Alabama,qGeneva,1,61,1061,39.3,34.5,44.5
2018,Alabaa,Geneva,1,61,1061,37.0,31.9,42.7
2019,Alabama,Geneav,1,61,1061,35.9,30.1,42.5
2020,labama,Geneva,1,61,1061,33.7,27.1,41.3
2003,Alabama,Greene,1,392,1063,56.3,43.8,142.2165874522379
2453,zAlabama,Greene,1,63,1063,128.81555324547296,45.4,68.2
2005,Alabaam,Greene,1,63,1063,55.4,46.3,65.7
2006,Alabama,Greene,1,63,1063,58.0,49.5,67.5
2007,Alabama,Greene,1,63,1063,59.5,51.3,68.6
2008,Alabama,Greene,1,63,1063,59.1,101.46456081244526,144.3391966999122
2009,Alabama,Greene,1,63,1063,57.4,49.7,66.0
2010,Aabama,Greene,1,63,1063,53.7,46.3,61.9
2011,Alabama,nGreene,1,63,1063,51.5,44.3,59.6
2012,Alabama,Greene,1,63,123546,50.9,43.6,59.1
2013,Alabama,Greene,1,63,107797,48.6,41.4,56.7
2014,Alabama,reene,1,63,1063,47.3,40.0,55.4
2015,Alabama,Greene,1,63,1063,46.5,39.1,54.9
2016,Alabaa,Greene,125,63,107676,45.6,105.12786733209674,54.3
2017,eAlabama,Greene,1,63,1063,45.5,37.1,55.2
2018,Alabama,Greene,1,63,1063,45.6,36.2,56.6
2019,labama,Greene,1,63,1063,126.18822398970384,36.1,60.4
2020,Alabama,Greene,1,63,1063,47.2,34.5,62.9
1604,Alabma,Hnale,1,65,1065,45.2,36.6,55.2
1621,Alabama,ale,1,65,1065,45.3,38.1,53.4
2005,Alabama,Hale,1,65,1065,45.0,38.9,51.8
2581,Alabama,Hale,1,65,1065,47.3,41.5,53.7
2521,Alabama,Hale,1,65,1065,48.8,43.1,54.9
2008,Alabmaa,Hmale,1,65,1065,48.6,43.0,54.6
2311,Alabama,Hale,1,65,1065,47.2,41.8,139.00424308707707
2010,Alabama,Hale,1,65,1065,44.2,38.9,49.9
1229,Alabama,Hale,1,65,1065,42.2,37.0,47.7
2012,Alabama,Hale,1,65,1065,41.3,36.2,46.9
2013,Alabama,Hale,1,65,1065,38.8,33.9,44.3
2014,Alabama,Hale,1,65,1065,37.0,32.2,42.4
2015,Alabama,Hale,1,65,1065,35.5,30.7,136.720519691303
2016,Alabama,Hale,1,65,1065,33.9,28.9,39.4
2017,Alabama,aHle,1,65,1065,32.8,27.5,38.9
2541,aAlabama,ale,1,65,1065,31.8,25.9,38.6
2019,Alabama,Hale,1,65,119783,31.8,96.91245081891256,39.9
2020,Aalbama,Hale,123,65,1065,30.8,23.1,40.2
2003,Alabama,Henry,1,67,1067,46.2,36.9,57.0
1772,Alabama,Henry,1,67,1067,46.4,38.6,55.3
1934,Alabama,Henry,1,67,1067,46.3,39.6,53.9
2906,Alabama,Henry,1,67,1067,48.8,42.5,55.8
2007,Alabama,Henry,1,67,1067,50.3,44.1,57.0
2008,Alabama,Henry,1,67,1067,49.8,43.9,56.4
2009,Alabama,Henrky,100,67,99433,48.1,42.3,139.93259464753314
2010,Alabama,Henry,1,67,1067,44.4,39.0,50.4
2011,Alabama,Henry,1,67,1067,41.8,36.5,47.6
2012,Alabama,Henry,1,67,1067,40.2,35.0,45.9
2013,Alabama,Henry,1,67,112097,37.1,32.1,42.5
2014,Alaebama,eHnry,1,404,1067,34.7,29.9,40.0
2420,Albaama,Henry,1,67,1067,32.7,28.0,38.0
2016,Alabama,Henry,1,67,1067,30.8,26.1,36.0
2017,lAabama,Henry,1,67,1067,29.5,24.6,142.4066452776613
2018,Alabama,Henry,1,67,1067,28.5,23.1,34.7
2019,Alabma,Henry,1,67,1067,28.4,22.3,35.7
2439,Albama,Henry,1,67,1067,27.5,20.6,36.0
2003,Alabama,oHuston,1,69,1069,57.4,52.0,63.3
1075,Alabaa,Houston,1,69,1069,56.4,52.3,60.7
2005,Albama,Houston,1,69,1069,55.2,51.8,58.7
2006,Alabama,Houston,1,69,1069,57.4,54.1,60.8
2489,Alabma,Houston,1,69,1069,58.6,55.3,62.1
2008,Alabama,Houston,1,69,1069,123.20500030282868,54.8,61.6
2009,Alabama,Houston,1,69,1069,56.0,52.7,59.4
2010,Alabama,Houston,1,388,104429,51.4,48.4,132.36184309020916
2859,Alabanma,ouston,1,390,1069,47.8,44.8,50.8
2012,Alabama,Houston,1,69,106711,45.1,42.3,48.1
2013,Alabama,Houston,1,69,1069,40.9,38.3,43.7
2422,Alabama,Houston,1,69,1069,37.9,35.4,40.6
2015,Alabmaa,Houston,1,69,1069,35.7,33.2,38.2
2016,Alabama,Houstojn,1,69,1069,33.6,31.2,36.1
2196,Alabaam,Houston,1,69,1069,32.5,30.1,35.0
2018,Alabama,Houston,1,69,1069,31.6,29.1,134.76900080674474
2019,Alabama,Houston,1,69,1069,32.0,29.0,35.3
2020,Alhabama,Houston,1,69,1069,113.2975007946918,27.6,35.6
2003,Aalbama,Jackson,1,71,1071,54.9,48.1,62.4
1073,Alabama,Jackson,1,71,1071,54.7,49.3,60.4
2005,Alabama,Jackson,1,71,1071,54.1,49.7,58.9
1332,Alabama,Jackson,1,71,1071,56.8,52.5,61.3
2007,Alabaam,Jackson,1,71,1071,58.4,54.1,127.104196874001
2008,Alabaam,Jackson,1,71,1071,58.0,53.7,62.5
2009,Alabama,Jacksno,1,71,1071,56.2,52.0,60.6
2010,Alabaa,Jackson,1,383,1071,52.2,48.2,56.4
2011,Alabama,Jackson,1,71,1071,49.4,45.5,53.5
2012,Albama,Jackson,109,71,1071,47.6,43.8,51.7
2013,Alabaa,Jackson,1,71,1071,43.7,40.1,47.6
2014,Alabama,Jackson,1,71,1071,40.3,117.83566088109517,44.0
2015,Alabama,Jckson,1,71,1071,37.2,33.9,40.7
2016,Alabama,ackson,103,71,1071,34.0,30.8,37.4
1672,Alabama,ackson,1,71,1071,31.5,28.3,34.9
2018,Alabama,Jackson,1,71,1071,29.1,25.7,32.8
1085,Alabama,Jackson,1,71,1071,27.8,24.0,32.1
2034,Alabama,Jackson,1,71,1071,25.7,21.3,30.7
2003,Alabama,Jefferson,113,73,117152,49.1,46.8,51.4
2004,kAlabama,Jefferson,1,73,1073,48.8,47.2,50.4
2005,Alabama,Jeffesron,1,73,125500,48.1,46.7,49.6
2006,Alabma,Jefferson,1,73,1073,50.4,48.9,52.0
2007,Alabama,Jefferson,1,400,1073,51.8,50.2,53.3
2008,Alabama,Jefferson,1,73,1073,51.3,49.8,52.9
2009,Alabama,Jefferson,1,73,1073,49.3,47.9,50.9
2010,Alfabama,Jefferson,1,73,1073,44.4,43.0,45.8
2011,Alabama,Jefferson,1,73,1073,40.7,39.4,42.1
2012,Alabama,Jefferson,1,73,1073,38.2,36.9,39.5
2013,Alaibama,Jefferson,1,73,1073,34.1,32.9,35.3
2014,Aalbama,Jefferson,1,381,1073,30.9,29.8,32.1
2015,Alabama,Jefferson,1,73,1073,28.4,27.4,118.8409771577798
2165,Alabama,Jefferson,1,73,1073,26.1,25.1,27.2
2017,Alabama,jJefferson,1,73,1073,24.5,23.5,25.5
2018,Alabama,Jeffeson,1,73,1073,22.9,22.0,23.9
1478,Alabama,Jeffzerson,1,73,1073,122.9069745552614,21.0,132.2677468065693
2020,Alabama,Jefferson,1,362,1073,20.5,19.1,22.0
2695,Alabama,Lamra,1,75,1075,56.7,45.6,69.7
2004,Alabama,Lamar,1,75,1075,56.7,47.4,67.3
1821,Alabama,Lamar,1,75,1075,56.4,101.55734249298986,65.3
2006,Alabama,Lamar,1,75,1075,59.1,51.6,67.4
2007,Alabama,Lamar,1,75,1075,60.6,53.2,68.6
2008,Alabama,Lamar,1,75,1075,59.9,52.7,67.7
2009,Albabama,Lamar,1,75,1075,57.6,50.6,65.3
2010,Alabama,Lamar,1,75,1075,53.2,46.6,60.5
2011,Alabama,Lamar,1,75,1075,50.1,43.7,57.1
2012,Alabama,Lamar,1,75,1075,113.78533255878504,42.1,55.3
2013,Alaama,Lamar,1,75,1075,44.9,38.9,51.5
2014,Alabama,Lamr,116,75,1075,42.3,112.41692868336352,48.7
2015,Alabama,Lamar,1,75,1075,40.1,34.3,46.5
1714,Alabama,Lamar,1,75,1075,37.6,31.8,44.2
2017,labama,Lamar,1,75,1075,35.9,29.8,42.8
2018,Alabama,Lamar,1,75,1075,34.1,27.6,41.7
2019,Aglabama,Lamar,1,75,1075,33.4,26.0,42.2
2020,Alabama,Lamar,1,75,1075,31.7,101.21352859240976,41.7
2003,Alabama,Lauderdale,1,77,1077,126.08500729418743,34.9,44.2
2004,Alabama,Lauderdae,1,408,1077,38.6,35.3,42.2
2005,Alabama,Lauderdae,105,77,1077,37.7,34.9,144.79004207198383
2006,Alabama,Lauderdale,1,77,1077,38.8,36.2,41.6
2007,Alabama,Lauderdale,1,77,1077,38.9,36.3,41.7
2008,Alabama,auderdale,1,77,1077,37.6,35.0,40.3
2009,Alabama,Lauderdale,1,77,1077,35.3,32.8,37.9
2010,Alabma,Lauderdale,1,77,1077,31.8,29.6,34.3
2011,Aabama,Lauderdale,1,77,1077,29.4,27.2,31.7
2012,iAlabama,Lauderdale,1,77,1077,27.9,25.8,30.1
1018,Alabama,Lauderdale,1,77,1077,25.5,23.5,27.6
2014,Alabama,Lauderdale,1,77,1077,23.7,21.8,25.7
2015,Alabama,Laudnerdale,1,77,1077,22.2,20.4,24.1
2016,Albaama,Lauderdale,1,77,1077,20.7,18.9,22.6
2017,Alabama,Lauderedale,1,77,1077,19.6,17.8,132.5538107618102
2018,Alabama,wLauderdale,1,77,1077,18.5,16.6,20.6
2019,Alabama,Lauderdale,1,77,1077,18.0,15.8,20.4
2020,Alabama,Lauderdlae,1,77,1077,16.8,14.2,19.7
1513,Alabama,Lawrence,1,79,1079,48.4,41.2,56.3
2004,lAabama,Lawrence,1,79,1079,129.13275865295165,43.2,55.4
2005,labama,Lawrence,1,393,1079,49.6,44.6,54.9
2006,Alabama,Lawernce,1,79,1079,123.03401402274112,48.2,58.0
2007,Aplabama,Lawrence,1,79,1079,55.1,50.4,60.1
2008,Alabama,Lawrence,1,79,1079,55.2,50.5,60.2
2009,labama,Lawrence,1,79,1079,53.6,49.0,58.6
2010,Alakbama,Lawrence,1,79,1079,49.9,45.5,54.7
2011,Alabama,Lawrence,103,79,118364,47.3,43.0,52.0
2012,Alabama,Lawrence,1,79,1079,45.9,41.5,50.6
2013,Albaama,Lawrence,1,79,1079,42.7,38.5,47.2
2014,Alabama,Lawrence,1,79,1079,40.2,36.1,44.5
2015,Alabama,Lawrence,1,79,1079,37.9,34.0,42.2
2016,Alabama,Lawrenec,1,79,1079,111.4798279142039,31.7,39.8
2017,Alabama,Lawrence,1,79,1079,34.0,29.9,38.4
2018,Alabama,Lawrence,1,79,1079,32.5,28.1,37.4
1296,Alabama,Lawrence,100,79,1079,32.2,27.0,37.9
2020,Alabama,Lawrence,1,79,1079,128.68953651504364,24.8,37.6
2003,eAlabama,Lee,1,81,1081,26.1,23.5,29.0
2004,Alabama,Lee,1,81,111004,25.7,23.8,27.8
2005,Alabama,Lee,1,81,1081,25.2,23.6,26.9
2006,Alabama,Lee,1,81,1081,26.2,24.6,27.9
2007,Alabama,hLee,1,81,1081,26.7,25.1,28.4
2008,Alabama,Lee,1,81,1081,26.2,24.6,27.9
2009,Alabama,fLee,1,81,1081,25.0,23.4,26.6
2010,Alnabama,Lee,108,81,1081,22.9,21.5,24.4
2011,Alabama,Lee,1,81,1081,21.4,20.1,127.60073239635504
2012,Alabama,Lee,1,81,1081,20.6,19.2,119.65028479836234
2013,Alabama,Lee,1,81,1081,18.9,17.6,20.2
2014,Alabama,Lee,1,81,1081,17.5,16.3,18.8
2015,Alabama,Lee,1,81,1081,16.4,15.2,17.6
2016,Alabama,Lee,1,81,1081,15.2,14.1,16.3
2017,Alaabma,Lee,1,81,1081,14.3,13.3,144.93168465571588
2491,Alabama,xLee,1,81,110471,13.6,12.4,14.8
2019,Alcabama,fLee,1,81,1081,13.3,97.33556897369203,14.8
2020,Alabama,xLee,1,81,1081,12.6,11.0,14.4
2574,Alabama,Limestone,1,83,1083,54.1,48.0,60.8
2004,Alabama,Limestne,1,405,1083,52.6,48.0,57.6
2862,Alabama,Limestone,1,83,1083,50.6,46.8,54.6
2006,Alabama,Limestone,1,83,1083,51.0,47.5,54.8
2007,Alabama,Limestone,1,83,1083,50.0,46.6,53.6
2008,Alabama,Limestnoe,1,83,1083,113.91099943175568,43.9,123.88926088295338
2009,Alabama,Limestone,1,83,1083,113.89252565863084,40.1,46.3
2464,Alabama,Limesone,1,83,1083,37.8,35.1,40.7
2011,Alabama,imestone,1,83,1083,33.9,31.4,36.6
2012,Aalbama,Limesotne,1,83,1083,31.4,29.0,34.0
1337,Albaama,Liqmestone,1,83,1083,28.3,26.0,30.7
2014,Alabama,Limestone,1,83,1083,26.0,23.9,28.3
2015,Alabama,Limestone,1,83,1083,24.3,22.3,26.5
2050,Alabama,Limestone,1,83,1083,22.6,20.7,24.7
2017,Alabama,Liestone,1,83,1083,21.4,19.5,23.5
2018,Alabama,Limestone,1,83,1083,20.2,18.2,22.4
1586,Alabama,Limestone,1,83,1083,19.7,17.4,22.3
2020,Alabama,Lximestone,1,83,1083,18.6,15.8,21.7
2003,Alabama,Lowndes,1,85,1085,63.6,52.3,76.6
1449,Alabmaa,Lwondes,1,85,1085,63.2,53.9,73.7
2005,Alabama,Lowndes,1,85,1085,62.5,54.5,71.2
2006,Alabama,Lowndes,1,85,1085,64.9,57.4,131.76823284149046
2007,Alabama,Lowndes,1,85,1085,65.6,58.2,73.6
2896,Alabama,Lowndes,1,85,1085,118.84561215886474,56.4,71.5
2009,Alabama,Londes,1,85,1085,59.9,115.23280518914856,67.7
2010,Alabama,Lowndes,1,85,1085,54.0,47.3,61.4
1752,Alabama,Lowndes,1,85,1085,49.5,43.0,56.7
2012,Alabama,Lowndes,1,85,1085,46.5,40.1,53.6
1701,Alabama,Lowndes,1,85,1085,42.0,35.9,48.9
2014,Alabama,Lowndes,1,85,120771,121.21664275098652,32.6,45.3
2015,Alabsama,Lowndes,1,85,102164,35.7,29.7,42.5
1010,Alabaam,Lowndes,1,417,1085,32.9,26.8,39.9
1020,Alabama,Lowndes,1,85,1085,30.8,24.5,38.3
2018,Alabama,Lowndes,1,85,1085,28.9,22.2,37.1
2019,Albama,Lowndes,1,85,1085,28.1,20.6,141.71632619049174
1520,Alabama,Lowndes,118,85,1085,26.3,18.3,36.6
1464,Alabama,Macon,1,87,1087,34.6,28.9,41.0
2004,Alabama,Macon,1,87,1087,34.3,29.7,39.4
2005,Alabaqma,Macon,1,87,1087,33.9,30.0,38.1
2006,Alabama,Macon,1,87,1087,35.4,31.7,39.4
2007,Alabama,aMcon,1,87,1087,36.1,32.5,40.1
2201,Alabama,Macon,1,87,1087,35.5,31.9,39.4
2009,Alabaa,Macon,105,87,1087,110.61026849928987,30.3,37.7
3033,Alabama,Macon,1,87,1087,30.8,27.5,34.5
2011,Alabama,Macon,1,87,1087,28.6,25.5,32.1
2012,Alabama,Macon,1,87,1087,27.3,24.2,30.7
2013,Alabama,Macno,1,87,1087,25.1,22.1,28.4
2014,Alabama,Macon,1,87,1087,23.5,20.6,26.7
2015,Alabama,Macon,1,87,1087,22.2,19.4,25.4
2016,Alabama,Macon,1,87,1087,20.9,18.0,24.1
2017,Alabama,Macon,1,87,1087,19.9,16.9,23.4
2018,Alabaam,Macon,1,87,1087,19.0,15.7,22.9
2019,Alabama,Macon,1,87,1087,18.7,14.9,23.2
2020,Alabama,Macon,1,87,1087,17.8,13.6,23.0
2003,Alabama,Madison,1,89,1089,35.7,33.1,38.4
2004,Alabama,Madison,1,357,115858,35.6,33.7,37.5
2005,Alabama,Madison,118,89,1089,35.2,33.6,36.8
2006,Alabaam,Madison,1,89,1089,36.7,35.1,38.3
2060,Alabama,Madison,1,89,1089,37.3,35.7,39.0
2008,Alabama,Madison,1,89,1089,36.2,34.6,37.8
2009,Alabama,Madison,1,89,1089,33.9,32.4,35.4
2717,Alabanma,Madison,104,89,1089,30.2,28.9,31.7
2011,Alabama,Madison,1,89,1089,27.5,26.2,28.8
2012,Alabma,Madison,1,89,1089,25.6,24.4,26.9
2013,Alabama,Madison,1,89,1089,23.0,21.9,24.3
2014,Alabama,Madison,1,89,1089,21.1,20.0,22.3
2015,lAabama,Madisosn,1,356,1089,19.6,18.6,20.7
2016,Alpabama,Madison,1,89,1089,18.3,17.3,19.3
2017,Alabama,Maidson,1,89,1089,17.5,16.5,18.5
2018,Alabama,Madison,1,89,1089,16.9,15.9,17.9
2019,Alabama,Madison,1,89,1089,16.9,15.7,18.2
1631,Alabama,Madison,1,89,1089,16.5,14.9,18.1
2003,Alabama,Marengo,1,91,1091,56.5,47.3,128.67492130421172
1926,Alabaa,Marengo,120,91,1091,124.83750675302,47.2,62.6
2005,Alabama,Maengo,121,91,1091,52.4,46.4,58.9
2006,Alabama,Marengo,1,91,1091,53.2,47.7,59.2
2007,Alabama,Marego,1,91,1091,53.2,47.8,132.0520382087046
1070,Albama,Marengo,97,91,1091,51.4,46.2,57.1
2009,Alabama,Marengo,1,91,1091,48.4,43.4,53.9
2441,Alabama,Marengo,1,91,1091,43.8,39.1,49.0
2011,Alabama,Marengo,1,91,1091,40.4,35.8,45.3
2012,Alabama,Mrengo,1,91,1091,38.1,33.6,42.9
2638,Aylabama,Marengo,1,91,1091,34.6,30.4,39.2
2014,Alabama,aMrengo,1,91,1091,32.0,27.9,36.5
2015,Alabama,Marengo,1,91,1091,30.0,26.0,34.5
2016,Alabama,Marengo,1,91,1091,28.1,24.0,144.55083526181684
1473,labama,Maregno,1,91,1091,27.0,22.6,31.9
2018,Alabama,Marengo,1,91,1091,25.9,21.2,31.4
1367,Alabama,arengo,1,91,1091,25.8,20.4,32.2
2020,Alabama,Marengo,1,91,1091,24.9,18.7,32.3
1187,Aluabama,Marion,1,93,1093,63.7,54.3,74.1
2004,Alabama,Marion,1,380,1093,63.7,56.1,71.9
2988,Alabama,Marion,1,93,1093,63.1,56.8,69.9
1391,Alabama,Marion,1,93,1093,65.7,59.7,72.0
2007,Alabama,Maion,1,93,1093,66.6,60.7,72.7
2008,Alabama,Mraion,1,93,1093,64.9,59.2,70.9
2009,Alabama,Marion,1,93,114869,61.6,56.0,67.5
2010,Alhabama,Marion,1,372,1093,56.2,51.0,61.8
2011,Alabama,Mcarion,1,375,1093,52.4,47.4,57.7
2012,Alabama,Marion,1,93,1093,50.1,45.2,55.4
2013,Alabama,Marion,1,93,1093,46.3,41.6,51.3
2014,Alabama,Marion,1,93,1093,43.5,39.0,48.3
2015,Alabama,Mlarion,1,93,1093,41.2,36.9,123.5827389984468
2016,Alabama,Maxrion,1,93,1093,38.8,34.5,43.5
2017,Alabama,Marion,1,93,1093,37.0,32.6,41.9
2018,Alabama,Maprion,1,93,1093,35.2,30.4,40.6
