Grant Number,Grant Type,First name,Middle name,Last name,Institution,City,State,Postal Code,Country,Commission Date,Year Awarded,Project Title,Program,Division,Grant Amount Approved,Final Grant Award,Grant Start Date,Grant End Date,Project Description
RC-10246-15,O,Wayne,C.,Moore,Tennessee State Library and Archives (Tenn St Historical Records Advisory Board),Nashville,TN,37243-9034,USA,1/1/2015,2015,Tennessee Board Programming Grant,State Board Programs,Records,"$37,750 ","$37,750 ",8/1/2015,7/31/2016,"To support basic funding for the state historical records advisory board, a statewide regrant program, an Archives Institute, and digitization training for local archivists, county officials, and the public."
RC-10233-15,O,Frederick,S.,Previts,Ohio Historical Society,Columbus,OH,43211-2497,USA,1/1/2015,2015,Ohio Board Programming Grant,State Board Programs,Records,"$23,361 ","$23,361 ",1/1/2015,3/31/2016,"To support the state historical records advisory board and its electronic records training, History Day, and statewide regrant programs."
PD-50007-15,O,Holly,C.,Shulman,The Rector and Visitors of the University of Virginia,Charlottesville,VA,22903-4833,USA,1/1/2015,2015,Dolley Madison Digital Edition,Publishing Historical Records-PD,Publications,"$45,183 ","$45,183 ",7/1/2015,6/30/2016,"To support a project to edit the Dolley Madison Digital Edition, Vols. 9-10 (1847-1848)."
PD-50006-15,O,Edward,G.,Lengel,The Rector and Visitors of the University of Virginia,Charlottesville,VA,22903-4833,USA,1/1/2015,2015,The Papers of George Washington documentary editing project,Publishing Historical Records-PD,Publications,"$121,986 ","$121,986 ",5/1/2015,4/30/2016,"To support a project to edit The Papers of George Washington: Revolutionary War Series, Vols. 23-28 (1779-1780); Presidential Series, Vols. 18-21 (1791-1797); and Digital Edition."
PD-50005-15,O,John,C. A.,Stagg,The Rector and Visitors of the University of Virginia,Charlottesville,VA,22903-4833,USA,1/1/2015,2015,The Papers of James Madison,Publishing Historical Records-PD,Publications,"$105,231 ","$105,231 ",7/1/2015,6/30/2016,"To support a project to edit The Papers of James Madison: Secretary of State Series, Vol. 11 (1806); Presidential Series, Vols. 9-10 (1815-1817); and Retirement Series, Vols. 3-4 (1823-1829)."
RC-10254-15,O,Tracey,,Berezansky,Alabama Department of Archives and History,Montgomery,AL,36130-0100,USA,1/1/2015,2015,Alabama Board Programming Grant,State Board Programs,Records,"$32,500 ","$32,500 ",4/1/2015,3/31/2016,"to support basic funding for the state historical records advisory board, including a statewide regrant program, a brochure containing basic information about the board, a revised strategic plan."
RC-10247-15,O,David,W.,Shoff,Pennsylvania Heritage Society,Harrisburg,PA,17120,USA,1/1/2015,2015,Pennsylvania Board Programming Grant,State Board Programs,Records,"$5,004 ","$5,004 ",7/1/2015,6/30/2016,"To support basic funding for the state historical records advisory board, including archival standards and genealogy workshops and an Archives Seminar for sharing information about records issues."
PD-50004-15,O,John,P.,Kaminski,University of Wisconsin,Madison,WI,53715-1218,USA,1/1/2015,2015,The Documentary History of the Ratification of the Constitution and the Adoption of the Bill of Rights,Publishing Historical Records-PD,Publications,"$136,114 ","$136,114 ",1/1/2015,12/31/2015,"To support a project to edit The Documentary History of the Ratification of the Constitution, Vol. 27 (South Carolina) and Vol. 28 (New Hampshire and Vermont)."
RC-10243-15,O,Steve,,Excell,Washington Office of the Secretary of State,Olympia,WA,98504-0001,USA,1/1/2015,2015,Washington Board Programming Grant,State Board Programs,Records,"$24,120 ","$24,120 ",3/1/2015,2/28/2017,"To support basic funding for the state historical records advisory board, including a statewide regrant program and a variety of workshops for archivists, researchers, and teachers."
RC-10235-15,O,Jeffrey,L.,Dawson,State Historical Society of Iowa,Des Moines,IA,50319-0290,USA,1/1/2015,2015,Iowa Board Programming Grant,State Board Programs,Records,"$4,815 ","$4,815 ",7/1/2015,6/30/2016,"To support basic funding for the state historical records advisory board, informational sessions about the preservation of historical records, and the creation of additional online technical resources."
RC-10237-15,O,David,,Joens,Illinois Secretary of State-Illinois State Archives,Springfield,IL,62756,USA,1/1/2015,2015,Illinois Board Programming Grant,State Board Programs,Records,"$65,000 ","$65,000 ",7/1/2015,6/30/2017,"To support basic funding for the state historical records advisory board, a professional development scholarship program, student intern training, and a statewide regrant program."
RC-10255-15,O,Robert,W.,Schoeberlein,Maryland State Archives,Annapolis,MD,21401-1685,USA,1/1/2015,2015,Maryland Board Programming Grant,State Board Programs,Records,"$4,317 ","$4,317 ",3/1/2015,2/29/2016,"To support basic funding for the state historical records advisory board, including a best practices and emergency preparedness workshop and a public Archives Month event that will offer workshops and lectures, presentations on family history research, and information on how to preserve documents and photographs."
RC-10251-15,O,Chelle,,Somsen,South Dakota Department of Tourism,Pierre,SD,57501,USA,1/1/2015,2015,South Dakota Board Programming Grant,State Board Programs,Records,"$5,590 ","$5,590 ",3/1/2015,2/29/2016,"To support basic funding for the state historical records advisory board, including a workshop, and a statewide regrant program."
RH-50173-15,O,Katrina-Lea,,Pescador,San Diego Air and Space Museum,San Diego,CA,92101,USA,1/1/2015,2015,Great Explorations: Increasing Access to Our Aerospace Heritage,Access to Historical Records,Records,"$99,000 ","$99,000 ",4/1/2015,3/31/2017,"To support a project to process approximately 165,000 images from the Convair/General Dynamics collection of the Atlas rocket program from its inception in the 1950s through the mid-1980s. Approximately 50,000 images will be digitized and available online."
RH-50172-15,O,Bridget,P.,Carr,Boston Symphony Orchestra,Boston,MA,02115-4511,USA,1/1/2015,2015,Tanglewood Music Center Archives Digitization and Access Project,Access to Historical Records,Records,"$117,000 ","$98,420 ",4/1/2015,1/31/2017,"To support an 18-month project to process the records of the Tanglewood Festival of Contemporary Music from 1940 to the present, including online access to yearbooks, concert programs, and audio recordings."
RH-50143-15,O,Megan,,Friedel,History Colorado,Denver,CO,80203-2109,USA,1/1/2015,2015,Colorado 20th-Century Photography Collections Project,Access to Historical Records,Records,"$48,044 ","$48,044 ",7/1/2015,6/30/2017,To support a two-year project to arrange and describe four large photograph collections documenting the development of modern Colorado and the American West in the mid-20th century. The applicant also will digitize and post online 800 photographs that staff will select for their research value and potential research use.
RH-50152-15,O,Naomi,,Steinberger,Jewish Theological Seminary of America,New York,NY,10027-4649,USA,1/1/2015,2015,Grounded in Wisdom: Expanding Access to Jewish-American Archival Collections,Access to Historical Records,Records,"$74,880 ","$74,880 ",5/1/2015,4/30/2016,"To support a project to complete a retrospective conversion initiative that will expand access to 418 archival collections (approximately 3,000 linear feet), rich in their documentation of a broad spectrum of Jewish-American history."
RH-50159-15,O,Kenneth,,Cobb,New York City Municipal Archives,New York,NY,10007-1210,USA,1/1/2015,2015,New York City Almshouse Records Processing Project,Access to Historical Records,Records,"$92,771 ","$92,771 ",7/1/2015,6/30/2016,To support a project to process the Almshouse ledger collection that records patient information and administrative information from 1759 to 1936 (most dating after 1832).
RH-50174-15,O,Kyle,,Wesloh,Minnesota Public Radio,St. Paul,MN,55101-2217,USA,1/1/2015,2015,American Public Media Literary Collection Digitization and Access Project,Access to Historical Records,Records,"$100,000 ","$100,000 ",7/1/2015,6/30/2017,"To support a two-year project to digitize 2,200 audio recordings from the American Public Media Archive, featuring writers and writing in the mid-late 20th century, and making those recordings open to the public via the Internet."
PM-50121-14,O,Daniel,D.,Holt,George C. Marshall Foundation,Lexington,VA,24450-1600,USA,5/1/2014,2014,Edit Volume 7 (final volume) of The Papers of George Catlett Marshall,Publishing - New Republic through the Modern Era,Publications,"$29,700 ","$29,700 ",6/1/2014,9/30/2015,"To support a project to edit the final volume of the Papers of George Catlett Marshall, a documentary edition of the historical records of the 20th-century military leader, Secretary of State, Secretary of Defense, and creator of the Marshall Plan after World War II."
PM-50129-14,O,John,R.,Kaufman-McKivigan,Indiana University-Purdue University at Indianapolis,Indianapolis,IN,46202,USA,5/1/2014,2014,The Frederick Douglass Papers,Publishing - New Republic through the Modern Era,Publications,"$52,060 ","$52,060 ",8/1/2014,8/31/2015,"To support a project to edit the Frederick Douglass Papers, a documentary edition of the historical records of this 19th-century African American social reformer, orator, and statesman."
PM-50141-14,O,Christopher,,Brick,George Washington University,Washington,DC,20052-0001,USA,5/1/2014,2014,The Eleanor Roosevelt Papers Project,Publishing - New Republic through the Modern Era,Publications,"$168,750 ","$168,750 ",6/1/2014,5/31/2015,"To support a project to edit the Eleanor Roosevelt Papers, a documentary edition of the historical records of the 20th-century First Lady and human rights advocate."
DI-50017-14,O,Laura,S,Wrubel,George Washington University,Washington,DC,20052-0001,USA,5/1/2014,2014,Building and Sustaining Social Media Collections: Tools and Policy Recommendations for Collection Development and Management,Innovation in Archives and Documentary Editing,Professional Development,"$130,405 ","$130,405 ",8/1/2014,7/31/2017,"To support a three-year project to explore innovative methods to facilitate the preservation and use of social media collections by developing viable preservation tools as well as collection development, records and metadata capture, and storage policies."
PM-50124-14,O,Esther,,Katz,New York University,New York,NY,10012-1018,USA,5/1/2014,2014,"The Selected Papers of Margaret Sanger; Speeches and Articles of Margaret Sanger, 1911-1959;, the 1914 Sanger Digital Edition",Publishing - New Republic through the Modern Era,Publications,"$76,130 ","$76,130 ",7/1/2014,6/30/2015,"To support a project to edit the Selected Papers of Margaret Sanger, a documentary edition of historical records of this 20th-century social activist."
PM-50125-14,O,Paul,B,Israel,"Rutgers, The State University of New Jersey",New Brunswick,NJ,08901-8559,USA,5/1/2014,2014,The Papers of Thomas A. Edison,Publishing - New Republic through the Modern Era,Publications,"$90,320 ","$90,320 ",7/1/2014,6/30/2015,"To support a project to edit the Papers of Thomas A. Edison, a documentary edition of the historical records of the late 19th/early 20th century American inventor and entrepreneur."
PM-50135-14,O,Daniel,M.,Feller,University of Tennessee,Knoxville,TN,37996-1529,USA,5/1/2014,2014,The Papers of Andrew Jackson,Publishing - New Republic through the Modern Era,Publications,"$105,000 ","$105,000 ",9/1/2014,8/31/2015,"To support a project to edit the Papers of Andrew Jackson, the seventh President of the United States."
