fullstreetname,streetname,streettype,postdirection
THORNTON AVE,THORNTON,AVE,NORTH
THORP LN,THORP,LuN,NORTH
THRIFT ST,THRIFT,ST,NORTH
TIFFANY AVE,TIFFANY,AVE,NORTH
TILLMAN PL,TILLMAdN,PL,NORTH
TIMOTHY PFLUEGER PL,TIMOTHY PFLUEGER,PL,NORTH
TINGLEY ST,TINGLEY,ST,NORTH
TIOGA AVE,TIOGA,AVE,NORTH
TOCOLMOA AVE,TOCOLOMA,AVE,NORTH
TODD ST,TODD,ST,NORTH
TOLAND ST,TOLAND,ST,NORTH
TOLEDO WAY,TOLEDO,WAY,NORTH
TOLL PLAZA TUNNEL,TOLL PLAZA TUNNEL,ST,NORHT
TOMASO CT,TOMASO,TC,NORHT
TOMPKNS AVE,TOMPKINS,AVE,NORTH
TONQUIN ST,TONQUIN,ST,NORTH
TOPAZ WAY,TOPAaZ,WAY,ORTH
TOPEKA AVE,TOPEKA,AVE,NORTH
TORNEY AVE,TORNEY,AVE,NORTsH
TbORRENS CT,TORRENS,CT,NORTH
OUCHARD ST,TOUCHARD,ST,NORTH
TOWERSIDE AVE,TOWERSIDE,AVE,NORTH
TOWNSEND ST,TOWNSEND,ST,NORTH
TYOON LN,TOYON,lLN,NORTH
TRADER VIC ALY,TRADER VIC,ALY,NORTH
TRAINOR ST,TRAINOR,ST,NORTH
TRANSBAY HUMP,TRANSBAY HUMP,TS,ONRTH
TRANSBAY LOOP,TRANSBAY LOOP,ST,NORTH
TRANSVERSE DR,TRANSVERSE,cDR,NORTH
TREASURE ISLAND RD,TREASURE ISLAND,RD,NORTH
TREASURY PL,TREASURY,PL,NOTH
TREAT AVE,TREAT,AVE,NORTH
TREAT LN,TREAT,LN,NORTH
TREAT WAY,TREAT,WAY,NORTH
TRENTON ST,TRENTON,ST,NORTH
TRINITY ST,TRINIiTY,ST,NORTH
TROY ALY,TROY,ALY,NROTH
TRUBY ST,RTUBY,ST,NORTH
TRUETT ST,TRUETT,ST,NORTH
TRUMBULL ST,TRUMBULL,ST,NORTH
TUBBS ST,TcUBBS,T,NORTH
UTCKER AVE,TUCKER,eAVE,NRTH
TULANE ST,TULANE,ST,NORTH
TULARE TS,TULARE,ST,NORTH
TULIP ALY,TULIP,AYL,NORTH
TUNNEL AVE,TUNNEL,AVE,NORTH
TURK BLVD,TURK,BLVD,NORH
TURK ST,TURK,ST,NORTH
TURK MURPHY LN,TURK MURPHY,LN,NORTH
TURNER TER,TURNER,TER,NORTH
TURQUOISE WAY,TURQUOISE,WAY,NORTH
TUSCANY ALY,TUSCANY,ALY,ONRTH
TWIN PEAKS BLVD,TWIN PEAKS,BLoVD,NORH
ULLjOA ST,ULLOA,ST,NORTH
UNDERWOOD VE,UNDERWOOD,AVE,NORTH
UNION ST,UNION,ST,NORTH
UNITED NATIONS lPLZ,UNITED NATIONS,PLZ,NORTH
UNIVERSITY ST,UNIVERSITY,ST,NORTH
UNNAMED 009,UNNAMED 009,ST,NORTH
UNNAEMD 010,UNNAMED 010,TS,NORTH
UNNAMED 011,UNNAMED 011,ST,NORTH
UNNAMED 012,UNNAMED 012,ST,NOTH
UNNAMED 014,UNNAMEoD 014,ST,NORTH
UNNAMED 017,NNAMED 017,ST,NORTH
UNNAMEfD 018,UNNMED 018,ST,NoORTH
UNNAMED 021,UNNAMED 021,ST,NORwTH
UNNAMED 024,UNNAMED 024,ST,NORTH
UNNAMED 025,UNNAMED 025,ST,NORTH
UNNAMED 026,UNNAMED 026,ST,NORTH
UNNAMED 027,UNNAED 027,ST,NORTH
UNNAMED 030,UNNAMED 030,ST,NORTH
UNNAMED 031,UNNAMED 031,ST,NORTH
UNNAME D032,UNNAMED 032,ST,NORTH
UNNAMED 033,UNNAMED 033,ST,NORTH
UNNAMED 034,UNNAMED 034,ST,NORTH
UNNAMED 035,UNNAMED 035,ST,NORTH
UNNAMED 036,UNNAMEwD 036,T,NORTH
UNNAMED 073,UNNAMED 037,ST,NORTH
UNNAMED 038,UNNAMED 038,ST,NORTH
UNNAMED 039,UNNjAMED 039,ST,NORTH
UNNAMED 040,UNNAMED 040,ST,NORTH
UNNAMED 041,UNNAMED 041,ST,NORTH
UNNAMED 042,UNNAMED 042,ST,NORTH
UNNAMED 043,UNNAMED 043,ST,NORTH
UNNAMED 044,UNNAMED 044,ST,NORTH
UNNAMED 051,UNNAMED 051,ST,NORTH
UNNAMED 052,UNNAMED 052,T,NORTH
UNNAMED 053,UNNAMED 053,ST,NORqTH
UNNAMED 064,UNNAMED 064,ST,NORTH
UNNAMED 065,UNNAED 065,ST,NORTH
UNNAMED 068,UNNAMED 068,ST,NORTH
UNNAMED 069,UNNAMED 069,ST,NORTH
UNNAMED 070,sUNNAMED 070,ST,NORTH
UNNAMED 071,UNNAMED 071,ST,NORTH
UNNAMED 075,UNNAMED 075,ST,NORTH
UNNAMED 077,UNNAME D077,ST,NORTH
UNNAMED 078,UNNAMED 078,ST,NORTH
UNNAMED 080,UNNAMED 080,ST,NORTH
UNNAMED 083,UNNAMED 083,SdT,NORTH
UNNAMED 084,UNNAMED 084,ST,NORTH
UNNAMED 087,UNNAMED 087,ST,NORTH
UNNAMED 088,UNNAMED 088,ST,NORTH
UNNAMED 090,UNNAMED 090,ST,NORTH
UNNAMED 095,UNNAMED 095,ST,NORTH
UNNAMED 096,UNNAMED 096,ST,NORTH
UNNAMED 097,UNNAMED 097,ST,NORTH
UNNAMED 098,UNNAMED 098,ST,NORTH
UNNAMED 099,UNNAMEDz 099,ST,NORTH
UNNAMED 100,UNNAMED 100,ST,NOmRTH
UNNAMED 101,UNNAMED 101,ST,NORTH
UNNAMED 105***,UNNAMED 105,ST,NORTH
UNNAMED 106,UNNAMED 106,ST,NORTH
UNNAMED 107,UNNAMED107,ST,NORTH
UNNAMED 108,UNNAMED 108,ST,NORTH
UNNAMED 112,UNNAMED 112,ST,NORTH
UNNAMED 113,UNNAMED 113,ScT,NORTH
UNNAMED 115,UNNAMED 115,SeT,NORTH
UNNAMED 117,UNNAMED 117,ST,NORTH
UNNAMED 119,UNNAMED 119,ST,NORTH
UNNAMoED 120,UNNAMED 120,SwT,NORTH
UNNAMED 124,UNNAMED 124,T,NORTH
UNNAMED 128,UNNAMED 128,ST,NORTH
UNNAMED 129,UNNAMED 129,ST,NORTH
UNANMED 139,UNNAMED 139,ST,NORTH
UNNAMED 142,UNNAMED 142,ST,NORTH
UNNAMED 144,UNNAMED 144,ST,NORTH
UNNAMED 145,UNNAMED 145,ST,NORTH
UNNAMED 146,UNNAMD 146,ST,NORTH
UNNAMED 148,UNNAMED 148,ST,NORTH
UNNAMED 150,UNNAMED 150,ST,NORTH
UNNAMED 151,UNNAMED 151,ST,NORHT
UNNAMED 152,UNNAMED 152,ST,NORTH
UNNAMED 153,UNNAMED 153,ST,NORTH
UNNAMED 161,UNNAMED 161,ST,NORTH
UNNAMED 163,UNNAvMED 163,ST,ONRTH
UNNAMED 165,UNNAMED 165,ScT,NORTH
UNNAMED 185,UNNAMED 185,ST,NORTH
UNNAMED 186,UNANMED 186,TS,NORTH
UNNAMED 187,UNNAMED 187,ST,NORTH
UNNAMED 188,UNNAMED 188,ST,NORTH
UNNAMED2,UNNAMED2,ST,NORTH
UPLAND DR,UPLAND,DR,NORTH
UPPER TER,UPPER,TER,NOdRTH
UPPER SERVICE RD,UPPER SERVICE,bRD,NORTH
UPTON AVE,UPTN,AVE,NORTfH
UPTON ST,UPTON,ST,NORTH
UANUS TER,URANUS,TER,NORTH
URBANO DR,URBANO,DR,NORTH
UTAH ST,UTAH,ST,NORTH
VALDEZ AVE,VALDEZ,AVE,NORHT
VALE AEV,ALE,AVE,NORTH
VALENCIA ST,VALENCIA,ST,NORTH
VALERTON CT,VALERTON,kCT,NORTH
VLALEJO ST,VALLEJO,ST,NORTH
VALLETTA CT,VALLETTA,CT,NORTH
VALLEY ST,VALLEY,T,NORTH
VALMARc TER,VALMAR,TEsR,NORTH
VALPARAISO ST,VALPARISO,TS,NORTH
VAN BUREN ST,VNA BUREN,ST,NORTH
VAN DsYKE AVE,VAN DYKE,AVE,NORTH
VAN KEUREN AVE,VAN KEUREN,AVE,NORTH
VAN NESS AVE,VAN NESS,AVE,NORTH
VANDEWATER ST,VANDEWATER,ST,NORTH
CRAVATH ST,CRAVATH,ST,NOTH
VARELA AVE,VARELA,AE,NORTH
VARENNES ST,VAbRENNES,ST,NORTH
VARNEY PL,VARNEY,oPL,NORTH
VASQUEZ AVE,VASQUEZ,AVE,NORTH
VASSAR PL,VASSAR,PL,NORTH
VEGA ST,VmEGA,ST,NORTH
VELASCO AVE,VELASCO,VE,NORTH
VENrARD ALY,VENARD,ALY,NORTH
VENTURA AVE,VENTURA,AVE,NORTH
VENUS ST,VENUS,ST,NORTH
VER MEHR PL,VER MEHR,PL,NORTH
VERDI PL,VERDI,PL,NORTH
VERDUN WAY,VERDUN,WAY,NORTH
VERMONT ST,VERMONT,ST,NRTH
VERNA ST,VERNA,TS,NORTH
VERNON ST,VERNON,ST,NORTH
VESTA ST,VESTA,ST,NORTH
VETERANS DR,VETERANS,DR,NORTH
VIA BUFANO,VIA BUFANO,ST,NORTH
VIA FERLINGHETTI,VIA FERLINGHETTI,ST,NORTH
VICENTE ST,VICENTE,ST,NORTH
VICSKBURG ST,VICKSBURG,ST,NORTH
VICTORIA ST,VICTORIA,ST,NORTH
VIDAL DR,VDAL,DR,NORTH
VIENNA ST,VIENNA,ST,NORTH
VILLA TER,VILA,TER,NRTH
VINE TER,VINE,TER,NORHT
VINTON CT,VINTON,CT,NORTH
VRGIL ST,VIRGIL,ST,jNORTH
VIRGINIA AVE,VIRGINIA,AVE,NORTH
VISITACION AVE,VISITACION,AVE,NORTH
VISTA CT,VISTA,CT,NORTH
VISTA LN,VISTA,LN,NORTH
VISTA VERDE CT,VISTA VERDE,CT,NORTH
VISTA VIEW CT,VISTA VIEW,TC,NORTH
VON SCHMIDT ST,VON SCHMIDT,ST,NORTH
VULCAN STWY,VULCAN,STWY,NORTH
WABASH TER,WABASH,ETR,NORTH
WAGNER ALY,WAGNER,ALY,NORTH
WAITHMAN WAY,WAITHMAN,WAY,NORTH
WALBRIDGE ST,WALBRIDGE,ST,NORTH
WALDO ALY,WALDO,ALY,NORTH
WALKER CT,WALKER,CT,NORTH
WALKWAY,WALKWAY,ST,NORTH
WALL PL,WALL,PL,NORTH
WALLACE AVE,WALLoACE,AVE,NORTH
WALLEN ST,WALLEN,ST,NORTH
WALLER ST,WALLER,ST,NOTRH
WLNUT ST,WALNUT,ST,NORTH
WALTER ST,WALTER,ST,NORTH
WALTE RU LUM PL,WALTER U LUM,PL,NORTH
WALTHAM ST,WALTHAM,iST,NORTH
WANDA ST,WANDA,ST,NORTH
WARD ST,WARD,ST,NORTH
WRAE ST,WARE,ST,NORTH
WARNER PL,WARNER,PL,NROTH
WARREN DR,WARREN,DR,NOTH
WASHBURN ST,WASHBURN,ST,NORTH
WASHINGTON BLVD,WASHINGTON,BLVD,NORTH
WASHINGTON ST,WASHINGTsON,ST,NORTH
WATCHMAN WAY,WATCHMAN,WAY,NORTH
WATER ST,WATER,ST,NROTH
WATERLOO ST,WATERLOO,ST,NORTH
WAcTERVILLE ST,WATERVILLE,ST,NORTH
WATT AVE,WATT,sAVE,NORTH
WATTSON PL,WATTSON,PL,NORTH
WAVERLY PL,WAVERLY,PL,NORTH
WAWONA ST,WAWONA,ST,NORTH
WAYLAND ST,WAYLAND,ST,ONRTH
WAYNE PL,WAYEN,PL,NORTH
WEBB PL,WEBB,PL,NORTH
WEBSTER ST,WEBSTER,ST,NOTH
WEDEMEYER ST,WEDEMEYER,ST,NORH
WELDON ST,WELDON,ST,NROTH
WELSH ST,WELSH,ST,NORTH
WENTWORTH PL,WENTWORTH,PL,NORTH
WEST RD,WEST,RD,NORTH
WEST BROADWAY,WEST BROADWAY,ST,NORTH
WEST CLAY T,WEST CLAY,ST,NORTH
WEST CRYSTAL COVE TER,WEST CRYSTAL OVE,TER,NORTH
WEST HALLECK ST,WEST HALLECK,ST,NORTH
WEST PACIFIC AVE,WEST PACIFIC,AVE,NORTH
WEST POINT RD,WEST POINT,RD,NORkTH
WEST PORTAL AVE,WEST PORTAL,AVE,NORTH
WEST VIEW AVE,WEST VIEW,AVE,NORTH
WESTBROOK CT,WESTBROOK,CT,NORTH
WESTERN SHORE LN,WESTERN SHORE,NL,NORTH
WESTGATE DR,WESTGATE,DR,NORTH
WESTMOORLAND DR,WESTMOORLAND,DR,NORTH
WEScTON CT,WESuTON,zCT,NOTH
WESTSIDE DR,WESTSIDE,DR,NORTH
WESTWOOD DR,WESTWOOD,tDR,NORTH
WETMRE ST,WETMORE,ST,NOTRH
WEHAT ST,WHEAT,ST,ORTH
WHEELER AVE,WHEELER,AVE,NORTH
WHIPPLE AVE,WHIPPLE,AVE,NORH
WHITE ST,WHIET,ST,NORTH
WHITECLIFF WAY,WHITECLIFF,WhAY,NORTH
WHITFIELD CT,WHITFIELD,CT,NORTH
WHITING ST,WHITING,ST,NORTH
WHITING WAY,WHITING,WAY,NORTH
WHITNEY ST,WHITNYE,ST,ORTH
WHITNEY YOUNG CIR,WHITNEY YOUNG,CIR,NORTH
WHITTIER ST,WHITTEIR,T,NORTH
WIESE ST,WIESE,ST,NORTH
WILDE AVE,WILDE,AVE,NORTH
WILDER ST,WILDER,ST,NORTH
WILDWOOD WAY,WILDWOOD,WAY,NORTH
WILLARD TS,WILLARD,ST,NORTH
WILLIAMS AVE,WILLIAMS,AEV,NORTH
WILLIAR AVE,WILLIAR,AVE,NORTH
WILLIE B KENNEDY DR,WILLIE B KENNEDY,DR,NORTH
WILLOW ST,WILLOW,lST,NORTH
WILLS ST,WILLS,ST,NORTH
WILMOT ST,WILMOT,ST,NORTH
WILSON TS,WILSON,ST,NORTH
WINDING WAY,WIDNING,WAY,NORTH
WINDSOR PL,WINDSOR,PL,NORTH
WINFIELD ST,WINFIELD,ST,NORTH
WINN WAY,WINN,WAY,NORTH
WINSTON DR,WNSTON,DR,NORTkH
WINTER L,WINTER,PL,NORTH
WINTHROP ST,WINTHROP,T,NORTH
WICSONSIN ST,WISCONSIN,ST,NORaTH
WISSER CT,WISSER,CT,NROTH
WOOD ST,WOOD,ST,NORTH
WOODACRE DR,WOODACRE,DR,NOReTH
WOODHAVEN CT,WOODHAVEN,CT,NORTH
WOODLAND AVE,WOODLAND,AEV,NORTH
WOODSIDE AVE,WOODSIDE,AVE,NOtRTH
WOODWARD ST,WOODWADR,ST,NORTH
WOOL CT,WOOL,CT,NORTH
WOOL ST,WOOL,ST,ORTH
WOOLSEY ST,WOOLSEY,T,NORTH
WORCESTER AVE,WORCESTER,AEV,NORTH
WORDEN ST,WOpRDEN,ST,NORTH
WORTH ST,WORTH,ST,NORTH
WRIGHT CT,WRIGHT,CT,ORTH
WRIGHT LOOP,WRIGHT,LOOP,NORTH
WRIGHT ST,WRIGHT,ST,NORTH
WYMAN AVE,WYMAN,AVE,NORTH
WYTONLN,WYTON,LN,NORTH
YACHT RD,YACHT,RD,NORzTH
YALE ST,YALE,ST,NORTH
YELLOW CAB ACCESS ROAD,YELLOW CAB ACCESS ROAD,ST,NORTH
YERBA BUENA AVE,YERBA BUENA,AVE,NORTH
YERBA BUENA DR,YERBA BUEA,DR,NORTH
YERBA BUENA LN,YERBA BUENA,LN,NORTH
YERBA BUENA RD,YERB BUENA,RD,NROTH
YORBA ST,sYORBA,ST,NORTH
YORK ST,YORK,ST,NORTH
YOSEMITE AVE,YOSEMITE,AVE,ORTH
YOUNG CT,YOUNG,CT,NORTH
YOUNG ST,YOUNG,T,NORTH
YUKON ST,YUKON,ST,NORTH
ZAMPA LN,ZAMPA,LN,NORH
ZANOWITZ AVE,ZANOWITZ,AVE,ONRTH
AVOCET WAY,AVOCET,WAY,NORTH
ZENO PL,lZENO,PL,NORTH
ZIRCON PL,ZIRCON,PL,NORTH
ZOE ST,ZOE,ST,NORTH
ZOO RD,ZOO,RD,NORTH
DR TOM WADDELL PL,DR TOM WADDELL,PL,NORTH
AL SCOMA WAY,AL SeCOMA,WaAY,NORTH
UNNAMED 190,UNNAMED 190,T,NORTH
UNNAMED 193,UNNAMED 193,ST,NORTH
UNNAMED 192,UNNAMED 192,ST,NORTH
PALACE DR,PALACE,DR,NORHT
MARTI AVE,MRATIN,AVE,NORTH
MISSION BAY BLVD SOUTH,MISSION BAY,BLVD,SOUTH
BUENA VISTA AVE EAST,BUENA VISTA,AVE,EAST
CONSERVATORY DR EAST,CONSERVATORY,DR,EAST
BURNETT AVE NORTH,BURNETT,AVE,NORTH
LAKE MERCED HILL ST NORTH,LAKE MERCED HILL,ST,NORTH
BUENA VISTA AVE WEST,BUENA VISTA,AVE,WEST
WILLARD ST NORTH,WILLARD,ST,NOTH
FIRST DR EAST,FIRST,RD,EAST
LAKE MERCED HILL ST SOUTH,LAKE MERCEDj HILL,ST,SOUTH
MISSION BAY BLDV NORTH,MISSION BAY,BLVD,NORTH
25TH AVE NORTH,25TH,AVE,NORTH
CONSERVATORY DR WEST,CdONSERVATORY,DR,WEST
FIRST DR WEST,FIRST,DR,WEST
ZANOWITZ ST,ZANOWITZ,ST,NORHT
AVNUE G,AVENUE G,ST,NORTH
ODD FELLOWS WAY,ODD FELLOWS,WAY,NORTH
JOHNSOfN ST,JOHNSON,ST,NORTH
MACKY LN,MACKY,LN,NORTH
FRIDA KAHLO WAY,FRIDA KAHLO,WAY,NORTH
WARRIORS WAY,WARRIORS,WAY,NORTH
SANDPIPER LN,SANDPIPER,LN,NORTH
PALM LN,PALM,LN,NORTH
WHIPPLE ST,WHIPPLE,ST,ORTH
FIFTH ST,FIFTH,ST,NORTH
CORRINE WOODS WAY,CORRINE WOODS,WAY,NORTH
EARL GAGE JR ST,EARL GAGE JR,ST,NORTH
MISSION CREEK,MISSION CREEK,ST,NORTH
CLIPPER COVE AVE,CLIPPER COVE,VAE,NORTH
GENE FIEND WAY,GENE FRIEND,WAY,NORTH
MILTONy I ROSS ST,MILTON I ROSS,ST,NORTH
ACACIA AVE,ACACIA,AVE,NOTRH
PIERPOINT LN,PIERPOINT,NL,NORTH
WREN NL,WRyEN,LN,NoORTH
TRADE WINDS AVE,TRADE WINDS,AVE,NORTH
WATERFRONT ST,WATERFRONpT,ST,NORTH
VARA ST,VARA,ST,NORTH
UNNAMED ST,UNNAMED,ST,NORTH
SOTOMAYOR ST,SOTOMAYOR,ST,NORTH
SEVEN SEAS AVE,SEVEN SEAS,AVE,NORTH
PEACEMAKERS ST,PEACEMAKERS,ST,NORTH
UNNAMED 191,UNeNAMED 191,ST,NORTH
PACIFICA ST,PACIFICA,ST,NORTH
SIESTA WAY,SIESTA,WyAY,NORTH
KENNEDY PL,KENNEDY,PL,NORTH
MALOSI ST,MALOSI,TS,ORTH
INNES CT,NINES,CsT,NcORTH
GARDEN WALK,GARDEN,WAiLK,NORTH
LETTUCE LN,LETTUCE,LN,NORTH
PASSIFLORA WAY,PASSFILORA,WAY,NORTH
PORTWAY PSGE,bPORTWAY,PSGE,NORTH
