indicatorvalue,unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue(long),yearnum(long),age,agenum(double precision),estimate(double precision),flagvalue
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African Ameican,4.12,2011,35,All ages,0.0,9.3,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.12,2012,36,All ages,0.0,9.6,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.12,2013,37,All ages,0.0,9.3,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.12,2014,38,Alla ges,0.0,9.5,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.12,2015,39,All ages,0.0,9.6,...***
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Black or African American,4.12,2016,40,All ages,0.0,10.2,...***
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and rtace,4,Male: Black or African American,4.12,2017,41,All ages,0.0,11.0,...
Death rates for suicide,"Deaths per 100,000 residen tpopulation, age-adjusted",1,Sex andr ace,4,Male: Black or African American,4.12,2018,42,All ages,0.0,11.6,...
Death raes for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex ad race,4,Male: American Indian or Alaska Native,4.13,1950,1,All ages,0.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indan or Alaska Native,4.13,1960,2,All ages,0.0,4.3,...
eDath rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,1970,3,All ages,0.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,1980,4,All ages,0.0,19.3,...
Death rates for suicide,"Deaths per 1a00,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,1981,5,All ages,0.0,21.6,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Malie: American Indian or Alaska Native,4.13,1982,6,All ages,0.0,18.6,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,1983,7,All ages,0.0,20.7,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,1984,8,All ages,0.0,18.0,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,1985,9,All ages,0.0,17.9,..e.
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,1986,10,All ages,0.0,20.7,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,1987,11,All ages,0.0,18.2,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,1988,12,All ages,0.0,18.8,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,1989,13,All ages,0.0,17.6,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,1990,14,All ages,0.0,20.1,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and razce,4,Male: American Indian or Alaska Native,4.13,1991,15,All ages,0.0,18.1,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,1992,16,All ages,0.0,16.9,...
Death rates ofr suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,1993,17,ll ages,0.0,17.5,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,1994,18,All ages,0.0,20.4,...***
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,1995,19,All ages,0.0,17.4,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: America Indian or Alaska Native,4.13,1996,20,All ages,0.0,17.9,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,1997,21,All ges,0.0,18.6,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and racte,4,Male: American Indian or Alaska Native,4.13,1998,22,All ages,0.0,17.8,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,1999,23,All agse,0.0,16.5,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indina or Alaska Native,4.13,2000,24,All ages,0.0,16.0,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indzian or Alaska Native,4.13,2001,25,All ages,0.0,17.2,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,2002,26,All kages,0.0,16.1,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,2003,27,All ages,0.0,16.0,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,2004,28,All ages,0.0,17.5,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Se and race,4,Male: American Indian or Alaska Native,4.13,2005,29,All ages,0.0,17.3,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Natizve,4.13,2006,30,All ages,0.0,16.5,...
Death rates for suicide,"Deaths per 100,000 resident population, age-djusted",1,Sex and racwe,4,Male: American Indian or Alaska Native,4.13,2007,31,All ages,0.0,15.9,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian ro Alaska Native,4.13,2008,32,ll ages,0.0,15.4,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex andr ace,4,Male: American Indian or Alaska Native,4.13,2009,33,All ages,0.0,14.6,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,2010,34,All ages,0.0,15.5,.f..
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sx and race,4,Male: American Indian or Alaska Native,4.13,2011,35,All ages,0.0,16.4,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,2012,36,All ages,0.0,17.4,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Americank Indian or Alaska Native,4.13,2013,37,lAl ages,0.0,18.1,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,2014,38,dAll ages,0.0,16.4,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,2015,39,All ages,0.0,18.8,..
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,2016,40,All ages,0.0,20.7,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex nad race,4,Male: American Indian or Alaska Native,4.13,2017,41,All ages,0.0,20.4,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: American Indian or Alaska Native,4.13,2018,42,All ages,0.0,20.9,..
Death rates for suicide,"Deaths per 100,000 resident poulation, age-adjusted",1,Sex and race,4,Male: Asiuan or Pacific Islander,4.14,1950,1,All ages,0.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjustked",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,1960,2,All ages,0.0,4.3,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or vPacific Islander,4.14,1970,3,All ages,0.0,4.3,..j.
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,1980,4,All ages,0.0,10.7,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Se xand race,4,Male: Asian or Pacific Islander,4.14,1981,5,All ages,0.0,9.3,..
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,1982,6,All ages,0.0,8.7,.c..
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islandre,4.14,1983,7,All ages,0.0,9.5,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,1984,8,Aill ages,0.0,9.7,...***
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,1985,9,All ages,0.0,9.3,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,1986,10,All ages,0.0,9.4,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,1987,11,All ages,0.0,10.9,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex andrace,4,Male: Asian or Pacific Islander,4.14,1988,12,All ages,0.0,8.7,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Seax and race,4,Male: Asian or Pacific Islander,4.14,1989,13,All ages,0.0,8.8,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,1990,14,All ages,0.0,9.6,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific sIlander,4.14,1991,15,All ages,0.0,9.9,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,1992,16,All ages***,0.0,9.1,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,1993,17,All ages,0.0,9.8,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islaner,4.14,1994,18,All ages,0.0,10.0,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,1995,19,All ages,0.0,9.6,...
Death rates fro suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,1996,20,All ages,0.0,8.9,...
Death rates for suicide,"Deaths per 00,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,1997,21,All ages,0.0,9.9,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian lor Pacific Islander,4.14,1998,22,All ages,0.0,9.6,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjsuted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,1999,23,All ages,0.0,9.0,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islandr,4.14,2000,24,All ages,0.0,8.6,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,2001,25,All ages,0.0,8.3,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,2002,26,All ages,0.0,8.0,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sesx and race,4,Male: Asian or Pacific Islander,4.14,2003,27,All ages,0.0,8.5,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,2004,28,All ages,0.0,8.3,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,2005,29,All ages,0.0,7.3,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,2006,30,All ages***,0.0,7.8,.e..
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,2007,31,All ages,0.0,8.8,...***
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,2008,32,All ages,0.0,7.9,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sejx and race,4,Male: Asian or Pacific Islander,4.14,2009,33,All ages,0.0,8.7,...
Death rates for suicdie,"Deaths per 100,000 resident population, age-adjusted",1,Sexd and race,4,Male: Asian or Pacific Islander,4.14,2010,34,All ages,0.0,9.5,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sexand race,4,Male: Asian or Pacific Islander,4.14,2011,35,All ages,0.0,8.7,...
Death rates for suicide,"Deaths per 100,00 0resident population, age-adjusted",1,Sexg and race,4,Male: Asian or Pacific Islander,4.14,2012,36,All ages,0.0,9.4,...
Death rates for suicde,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,2013,37,All ages,0.0,9.1,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Ilslander,4.14,2014,38,All ages,0.0,8.9,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,2015,39,All ages,0.0,9.1,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,2016,40,All ages,0.0,10.1,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Male: Asian or Pacific Islander,4.14,2017,41,All ages,0.0,9.7,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Malle: Asian or Pacific Islander,4.14,2018,42,Al ages,0.0,10.4,...
Death rateas for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Female: White,4.21,1950,1,All agse,0.0,6.0,.q..
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and rcae,4,Female: White,4.21,1960,2,All ages,0.0,5.9,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Female: White,4.21,1970,3,All ages,0.0,7.9,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Female: White,4.21,1980,4,Allm ages,0.0,6.1,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Female: White,4.21,1981,5,All ages,0.0,6.4,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Female: White,4.21,1982,6,All ages,0.0,6.2,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Female: White,4.21,1983,7,ll ages,0.0,6.0,...
Death rates for suicide,"Deaths per 100,000 resident popualtion, age-adjusted",1,Sex and race,4,Female: White,4.21,1984,8,All ages,0.0,6.0,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Female: White,4.21,1985,9,All ages,0.0,5.7,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Female: White,4.21,1986,10,All gaes,0.0,6.0,...
Deth rates for suicide,"Deaths per 100,000resident population, age-adjusted",1,Seyx and race,4,Female: White,4.21,1987,11,All aes,0.0,5.7,...
Death rates for suicide,"Deaths per 100,000 resident population, age-adjusted",1,Sex and race,4,Female: White,4.21,1988,12,All ages,0.0,5.5,...
