OBJECTID_1,OBJECTID,Perimeter,Area,ACRES,DELINSQMI,TINWSYS_IS,PWS_ID,PWS_Name,PWS_label,TINWSYS_D_,TINWSF_IS,TINWSF_NAM,TINWSF_WAT,Src_label,DWS_ID,OREGON_DWP,CITY,CNTY_NAME,EPA_METHOD,OR_METHOD,Comments,FIPS_CNTY,OR_CNTY_NU,TINWSYS_ST,UTM_ZONE,SDWIS_link,UpStrm_Cd,UpStrmPWSs,DwnStrm_Cd,Assessment,SUBBASIN,SUBBASIN_N,HUC12_NHD,HUC12_WBD,WRD_basin,DATE_DEL,INITIALS_D,DATE_DIG,INITIALS_1,DATE_PROC,INITIALS_P,METHOD,Comment,HUC4_edit,Separate,SQMI,Shape__Area,Shape__Length
172,176,15351.3367765,12531356.1368,287.68150281,0.449502348198,3974,4100550,"MYRTLE CREEK, CITY OF",City of Myrtle Creek,C,550UA,SPRINGBROOK SPRINGS, ,Springbrook Creek A,106293,179,MYRTLE CREEK,DOUGLAS, , , ,19,10,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00550,194,NO,162,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100550,17100302,South Umpqua, , , ,2000/04/28 00:00:00+00,KTS,2000/04/28 00:00:00+00,KTS,2002/03/11 00:00:00+00,AECZ,DRG_AI, , ,JoinToRight,0.449502348198,2181921.78125,6404.9364267752
173,177,14076.3914025,10933155.2191,250.991711474,0.392174549229,4003,4100966,"YACHATS, CITY OF",City of Yachats,C,11750,REEDY CREEK, ,Reedy Creek,101491,136,YACHATS,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00966,196,NO,9,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100966,17100205,Alsea, , , ,2000/04/05 00:00:00+00,KTS,2000/04/05 00:00:00+00,KTS,2000/04/05 00:00:00+00,KTS,DRG_AI, ,N/A,JoinToRight,0.392174549229,1984939.7734375,6000.33235098217
174,178,15442.710891,10449932.7541,239.898405738,0.374841259014,4002,4100952,WHEELER WATER DISTRICT,Wheeler Water System,C,11746,VOSBURG CREEK, ,"Vosburg Creek; Abandoned",101461,38,WHEELER,TILLAMOOK, , , ,57,29,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00952,197,NO,104,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100952,17100202,Nehalem, , , ,2000/04/04 00:00:00+00,KTS,2000/04/04 00:00:00+00,KTS,2000/04/04 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,0.374841259014,1987642.7109375,6737.02587213713
175,179,12020.0100884,8643664.80939,198.432033612,0.31005005256,4000,4100926,"WALDPORT, CITY OF",City of Waldport,C,11740,NORTH FORK WEIST CREEK, ,North Fork Weist Creek,101427,127,WALDPORT,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00926,198,NO,2,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100926,17100205,Alsea, , , ,2000/05/17 00:00:00+00,KTS,2000/05/17 00:00:00+00,KTS,2000/05/17 00:00:00+00,KTS,DRG_AI, ,N/A,JoinToRight,0.31005005256,1573686.703125,5127.53583926528
176,180,12587.9504103,8401410.79871,192.870624528,0.301360350865,4000,4100926,"WALDPORT, CITY OF",City of Waldport,C,11741,SOUTH FORK WEIST CREEK, ,South Fork Weist Creek,101428,128,WALDPORT,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00926,199,NO,1,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100926,17100205,Alsea, , , ,2000/05/17 00:00:00+00,KTS,2000/05/17 00:00:00+00,KTS,2000/05/17 00:00:00+00,KTS,DRG_AI, , ,JoinToRight,0.301360350865,1529355.6796875,5369.02683259115
177,181,11925.7115626,7999876.04795,183.652618172,0.28695721593,3948,4100257,DETROIT WATER SYSTEM,Detroit Water System,C,11798,MACKEY CREEK - INTAKE #1, ,Mackey Creek - Intake #1,100393,112,DETROIT,MARION, , , ,47,24,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00257,200,NO,117,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100257,17090005,North Santiam, , , ,2000/03/17 00:00:00+00,KTS,2000/03/17 00:00:00+00,KTS,2001/11/26 00:00:00+00,AECZ,DRG_AI, , ,JoinToRight,0.28695721593,1473513.578125,5115.25022417452
178,182,11394.6789383,7791337.06476,178.865202714,0.279476879276,3901,4100672,"POWERS, CITY OF",City of Powers,C,11905,BINGHAM CREEK, ,Bingham Creek,106835,190,MYRTLE CREEK,COOS, , , ,11,6,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00672,201,NO,35,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100672,17100305,Coquille, , , ,2000/04/06 00:00:00+00,AECZ,2000/04/06 00:00:00+00,AECZ,2000/04/06 00:00:00+00,AECZ,DRG_AI, ,N/A,JoinToRight,0.279476879276,1348608.78125,4737.81693941482
179,183,11752.0113697,6940679.02089,159.336703023,0.248963598506,3982,4100610,TIERRA DEL MAR WATER COMPANY,Tierra Del Mar Water Company,C,11721,BELTZ CREEK, ,Beltz Creek,100935,68,PORTLAND,TILLAMOOK, , , ,57,29,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00610,202,NO,215,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100610,17100203,Wilson-Trask-Nestucca, , , ,2000/04/03 00:00:00+00,KTS,2000/04/03 00:00:00+00,KTS,2000/04/03 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,0.248963598506,1301190.359375,5088.91867982028
180,184,11425.6536771,5459331.40857,125.329505187,0.195827351881,4002,4100952,WHEELER WATER DISTRICT,Wheeler Water System,C,11747,JARVIS CREEK, ,"Jarvis Creek; Abandoned",101462,37,WHEELER,TILLAMOOK, , , ,57,29,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00952,204,NO,103,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100952,17100202,Nehalem, , , ,2000/04/04 00:00:00+00,KTS,2000/04/04 00:00:00+00,KTS,2000/04/04 00:00:00+00,KTS,DRG_AI, ,done,JoinToRight,0.195827351881,1038638.71875,4985.25589971581
181,185,10182.5124212,4877008.99712,111.961168623,0.174939325996,4298,4100566,"NEWPORT, CITY OF",City of Newport,C,18534,SILETZ RIVER, ,Siletz River,500028,110,NEWPORT,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00566,232,YES,105,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100566,17100202,Nehalem, , , ,2001/09/11 00:00:00+00,AECZ,2001/09/11 00:00:00+00,AECZ,2001/09/11 00:00:00+00,AECZ,DRG_AI, ,N/A,JoinToRight,0.174939325996,897671.1484375,4371.84227491757
182,186,8191.37334044,3423396.3215,78.5906798698,0.122797937313,3887,4100305,"FOREST GROVE, CITY OF",City of Forest Grove,C,11899,SMITH CREEK, ,Smith Creek,106681,42,FOREST GROVE,WASHINGTON, , , ,67,34,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00305,206,NO,180,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100305,17090010,Tualatin, , , ,2000/03/17 00:00:00+00,AECZ,2000/03/17 00:00:00+00,AECZ,2000/03/17 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,0.122797937313,648605.609375,3565.06568766943
183,187,5294.02827207,1180915.67412,27.1102019697,0.0423596905831,3997,4100899,TOLEDO WATER UTILITIES,Toledo Water Utilities,C,11672,SILETZ RIVER (MAY-OCT), ,Siletz River,101379,111,TOLEDO,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00899,207,YES,145,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100899,17100204,Siletz-Yaquina, , , ,2001/09/11 00:00:00+00,AECZ,2001/09/11 00:00:00+00,AECZ,2001/09/11 00:00:00+00,AECZ,DRG_AI, ,N/A,JoinToRight,0.0423596905831,217349.1484375,2272.23387076061
184,188,4910.10878994,1164568.11759,26.7349122101,0.0417733003337,3959,4100337,ROCK CREEK WATER DISTRICT,Rock Creek Water District,C,11702,UNNAMED CREEK, ,Unnamed Creek,100500,78,GRAND RONDE,POLK, , , ,53,27,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00337,208,NO,228,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100337,17090008,Yamhill, , , ,2000/10/30 00:00:00+00,AECZ,2000/10/30 00:00:00+00,AECZ,2000/10/30 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,0.0417733003337,216665.609375,2116.98386262246
185,189,4914.55107444,1141606.10883,26.2077749144,0.0409496483091,3977,4100564,BAY HILLS WATER ASSOCIATION,Bay Hills Water Association,C,11796,UNNAMED CREEK, ,Unnamed Creek,100858,116,NEWPORT,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00564,209,NO,147,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100564,17100204,Siletz-Yaquina, , , ,2000/03/28 00:00:00+00,KTS,2000/03/28 00:00:00+00,KTS,2001/09/19 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,0.0409496483091,209387.6875,2104.76577591334
186,190,261645.850136,1932076600.17,44354.5529959,69.3039890651,3898,4100587,"ONTARIO, CITY OF",City of Ontario,C,11774,SNAKE RIVER, ,Snake River,100897,140,ONTARIO,MALHEUR, , , ,45,23,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00587,210,NO,82,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100587,17050115,Middle Snake-Payette, , , ,2001/01/02 00:00:00+00,AECZ,2001/01/02 00:00:00+00,AECZ,2007/10/17 00:00:00+00,SDA,DRG_AI,"Clipped; HUC 17050115 (with PNWHF-050106 HUCs)",done,JoinToRight,69.3039890651,346109723.421875,110758.136133089
187,191,44998.9449461,96546801.4814,2216.41844972,3.46315382814,4235,4100670,"PORT ORFORD, CITY OF",City of Port Orford,C,11481,GARRISON LAKE, ,"Garrison Lake; Emergency", ,0,PORT ORFORD,CURRY, , , ,15,8,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00670,211,NO,154,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100670,17100306,Sixes, , , ,2008/06/18 00:00:00+00,SDA,2008/06/18 00:00:00+00,SDA,2008/06/18 00:00:00+00,SDA,DRG_AI," Added by sda 18JUN2008; Emergency source",done,JoinToRight,3.46315382814,16646178.328125,18689.0350012026
188,192,23540.9498323,27406323.4218,629.165129648,0.983070515202,4235,4100670,"PORT ORFORD, CITY OF",City of Port Orford,C,11778,HUBBARD CREEK, ,Hubbard Creek,101045,192,PORT ORFORD,CURRY, , , ,15,8,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00670,212,NO,155,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100670,17100306,Sixes, , , ,1999/03/04 00:00:00+00,AECZ,1999/03/04 00:00:00+00,AECZ,2000/02/16 00:00:00+00,KTS,DRG_AI, Polygon modified to HUC6 boundary (18JUN2008 sda),done,JoinToRight,0.983070515202,4724882.9765625,9779.5072660186
189,193,69320.416197,186546713.714,4282.54040181,6.69146937869,4686,4100497,MCMINNVILLE WATER AND LIGHT,McMinnville Water & Light,C,11813,HASKINS RESERVOIR, ,Haskin Reservoir,100736,65,McMINNVILLE,YAMHILL, , , ,71,36,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00497,123,NO,221,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100497,17090008,Yamhill, , , ,1999/09/07 00:00:00+00,CJB,1999/09/07 00:00:00+00,CJB,1999/10/20 00:00:00+00,AECZ,DRG_AV, ,done,JoinToRight,6.69146937869,35067191.390625,30049.9221549173
190,194,48840.1690101,84085888.7858,1930.35411227,3.01617830081,4686,4100497,MCMINNVILLE WATER AND LIGHT,McMinnville Water & Light,C,11814,MCGUIRE RESERVOIR, ,McGuire Reservoir,100737,212,McMINNVILLE,YAMHILL, , , ,71,36,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00497,95,NO,213,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100497,17100203,Wilson-Trask-Nestucca, , , ,1999/09/07 00:00:00+00,CJB,1999/09/07 00:00:00+00,CJB,1999/10/20 00:00:00+00,AECZ,DRG_AV, ,done,JoinToRight,3.01617830081,15782937.515625,21163.7739592288
191,195,436348.372652,6480594864.15,148774.581878,232.460284214,4005,4100971,CITY OF CAVE JUNCTION,City of Cave Junction,C,11789,ILLINOIS RIVER (EAST FORK), ,Easst Fork Illinois River,101496,199,CAVE JUNCTION,JOSEPHINE, , , ,33,17,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00971,28,NO,37,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100971,17100311,Illinois, , , ,2000/03/22 00:00:00+00,AECZ,2000/03/22 00:00:00+00,AECZ,2000/03/22 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,232.460284214,1092309765.96094,179134.669462681
192,196,79071.4520176,242180216.119,5559.7149872,8.68705466863,3913,4100845,"SUMPTER, CITY OF",City of Sumpter,C,11734,MCCULLY FORK INTAKE, ,McCully Fork Intake,101310,88,SUMPTER,BAKER, , , ,1,1,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00845,88,NO,130,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100845,17050203,Powder River, , , ,2000/10/19 00:00:00+00,AECZ,2000/10/19 00:00:00+00,AECZ,2000/10/19 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,8.68705466863,44731609.5625,33988.0945213046
193,197,300116.275081,3005954230.46,69007.4897685,107.824202777,3990,4100712,"ROGUE RIVER, CITY OF",City of Rogue River,C,11850,ROGUE RIVER, ,Rogue River,105875,198,ROGUE RIVER,JACKSON, , , ,29,15,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00712,47,YES,77,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100712,17100308,Middle Rogue, , , ,2000/03/24 00:00:00+00,AECZ,2000/03/24 00:00:00+00,AECZ,2000/03/27 00:00:00+00,AECZ,DRG_AI, ,done,JoinToRight,107.824202777,512351769.84375,123953.98119481
194,198,560965.90595,7446340268.32,170945.134384,267.10177251,3888,4100342,"GRANTS PASS, CITY OF",City of Grants Pass,C,11777,ROGUE RIVER, ,Rogue River,100511,193,GRANTS PASS,JOSEPHINE, , , ,33,17,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00342,25,YES,76,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100342,17100308,Middle Rogue, , , ,2000/03/23 00:00:00+00,AECZ,2000/03/23 00:00:00+00,AECZ,2000/03/23 00:00:00+00,AECZ,DRG_AI, , ,JoinToRight,267.10177251,1276255810.27344,232261.349746358
195,200,569253.900525,10865223486.6,249432.207246,389.737823872,3872,4100012,"ALBANY, CITY OF",City of Albany,C,21402,SANTIAM RIVER, ,Santiam River,100612,99,JEFFERSON,MARION, , , ,47,24,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00012,229,YES,118,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100012,17090005,North Santiam, , , ,2011/01/14 00:00:00+00,SDA,2011/01/14 00:00:00+00,SDA,2011/01/14 00:00:00+00,SDA,DRG_AI,Renamed from N. Santiam Rvr (sda 20MAY2008), ,JoinToRight,389.737823872,1995643337.08594,243869.517092277
196,202,642140.249996,10474547537.6,240463.485674,375.724196414,3955,4100317,"GATES, CITY OF",City of Gates,C,11821,NORTH SANTIAM RIVER, ,North Santiam River,100478,101,GATES,MARION, , , ,47,24,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00317,17,NO,114,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100317,17090005,North Santiam, , , ,2000/03/20 00:00:00+00,KTS,2000/03/20 00:00:00+00,KTS,2000/03/20 00:00:00+00,KTS,DRG_AI,Modified to remove Idanha DWSAs (sda14FEB2011)., ,JoinToRight,375.724196414,1923609982.875,275168.9209336
197,204,801251.934737,13764362958.3,315987.557758,493.730559062,3882,4100213,"COQUILLE, CITY OF",City of Coquille,C,11779,COQUILLE RIVER, ,Coquille River,100315,170,COQUILLE,COOS, , , ,11,6,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00213,11,YES,31,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100213,17100305,Coquille, , , ,2000/04/06 00:00:00+00,AECZ,2000/04/06 00:00:00+00,AECZ,2000/04/06 00:00:00+00,AECZ,DRG_AI, , ,JoinToRight,493.730559062,2391125248.04688,333982.883867447
198,205,623219.841819,11223146042.8,257649.011375,402.576580326,3364,4100540,"MONROE, CITY OF",City of Monroe,C,22789,LONG TOM RIVER, ,Long Tom River, ,0,LEBANON,BENTON, , , ,3,2,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00540,224,NO,230,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100540,17090003,Upper Willamette, , , ,2010/12/12 00:00:00+00,SDA,2010/12/12 00:00:00+00,SDA,2010/12/12 00:00:00+00,SDA,DRG_AI,Delineation clipped out of Pope & Talbot  DWSA., ,JoinToRight,402.576580326,2022241806.27344,264630.472330838
199,206,922783.728099,10214810579.1,234500.721728,366.407377748,3937,4100003,ADAIR VILLAGE WATER SYSTEM,Adair Village Water System,C,11797,WILLAMETTE RIVER, ,Willamette River,100008,114,CORVALLIS,BENTON, , , ,3,2,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00003,18,YES,198,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100003,17090003,Upper Willamette, , , ,2000/09/26 00:00:00+00,AECZ,2000/09/26 00:00:00+00,AECZ,2000/09/26 00:00:00+00,AECZ,DRG_AI,Updated DWSA (sda 04MAY2011), ,JoinToRight,366.407377748,1860778522.44531,394019.007881695
200,207,380036.044287,5121062909.35,117563.897926,183.693590533,3794,4100839,RAINBOW WATER DISTRICT,Rainbow Water District,C,2554,Chase Well #2, ,Chase Well #2,103883,130,HALSEY,LANE, , ,DWSA split using 'waterhsed' in ArcGIS at Chase Well #2 (BF - 8/2/18),39,20,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=92152,4,YES,205,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4192152,17090004,Mckenzie, , , ,2011/02/14 00:00:00+00,SDA,2011/02/14 00:00:00+00,SDA,2011/02/14 00:00:00+00,SDA,DRG_AI,"Pope&Talbot; Monroe removed (sda 04MAY2011).",part,JoinToRight,183.693590533,926285093.289063,161568.773362383
201,208,6726.91165741,2388873.84548,54.8412167357,0.0856894011607,3876,4100073,BAKER CITY,Baker City,C,21289,SOUTH SALMON CREEK 1, ,"South Salmon Cr 1; Finley Springs", ,0,BAKER CITY,BAKER, , , ,1,1,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00073,215,NO,218,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100073,17050203,Powder River, , , ,2014/11/24 00:00:00+00,SDA,2014/11/13 00:00:00+00,SDA,2014/11/24 00:00:00+00,SDA,DRG_AI,New delineation by sda (added by sda 24NOV2014), ,JoinToRight,0.0856894011607,440565.390625,2888.37875309909
202,209,10697.9422227,6048061.46659,138.844941665,0.216945221379,3876,4100073,BAKER CITY,Baker City,C,21290,SOUTH SALMON CREEK 2, ,"South Salmon Cr 2; Henry Springs", ,0,BAKER CITY,BAKER, , , ,1,1,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00073,216,NO,105,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100073,17050203,Powder River, , , ,2014/11/24 00:00:00+00,SDA,2014/11/13 00:00:00+00,SDA,2014/11/24 00:00:00+00,SDA,DRG_AI,New delineation by sda (added by sda 24NOV2014), ,JoinToRight,0.216945221379,1115251.9609375,4594.07893326242
203,210,28668.9022467,26651580.6968,611.838551503,0.955997736847,4295,4100055,"ASTORIA, CITY OF",City of Astoria,C,24656,BEAR CR RESERVOIR (MAIN LAKE), ,"Bear Cr Reservoir; Main Lake", ,0,ASTORIA,CLATSOP, , , ,7,4,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00055,219, ,143,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100055,17080006,Lower Columbia, , , ,2015/11/12 00:00:00+00,SDA,2015/11/12 00:00:00+00,SDA,2015/11/12 00:00:00+00,SDA,DRG_AI,New delineation by sda (added 13NOV2015), ,JoinToRight,0.955997736847,5147322.6875,12598.6400419749
204,212,47659.0639214,83025178.1374,1906.00344902,2.97813038947,3894,4100483,LINCOLN CITY WATER DISTRICT,Lincoln City Water District,C,24161,DRIFT CREEK, ,Drift Creek, ,0,LINCOLN CITY,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00483,225, ,39,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100483,17100204,Siletz-Yaquina, , , ,9999/09/09 00:00:00+00, ,2017/03/16 00:00:00+00, ,2017/03/16 00:00:00+00, ,DRG_AI, , ,JoinToRight,2.97813038947,15385069.1484375,20516.8257795665
205,213,10436.9037391,5656473.93731,129.855293005,0.202898895346,4295,4100324,KERNVILLE-GLENEDEN-LINC BCH WD, Kernville-Gleneden-Lincoln Beach WD,C,23802,SIDE CREEK, ,Side Creek, ,0,Lincoln City,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00324,221, ,40,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100324,17100204,Siletz-Yaquina, , , ,9999/09/09 00:00:00+00, ,2017/03/16 00:00:00+00, ,2017/03/16 00:00:00+00, ,DRG_AI, , ,JoinToRight,0.202898895346,1047532.296875,4491.70947399482
206,214,64271.7170906,148862456.599,3417.42543734,5.33972724654,4301,4100609,PACIFIC CITY JOINT WATER - SAN AUTH,Pacific City Joint Water - San Auth,C,16826,HORN CREEK, ,Horn Creek, ,0,PACIFIC CITY,TILLAMOOK, , , ,57,29,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00609,189,NO,78,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100609,17100203,Wilson-Trask-Nestucca, , , ,2015/12/16 00:00:00+00,SDA,2015/12/16 00:00:00+00,SDA,2015/12/16 00:00:00+00,SDA,DRG_AI,New delineation (sda 16DEC2015), ,JoinToRight,5.33972724654,27894164.5859375,27835.1572111625
207,215,177839.946827,1156479432.23,26549.2208027,41.4831575096,4003,4100966,"YACHATS, CITY OF",City of Yachats,C,11879,YACHATS RIVER, ,Yachats River, ,0,Yachats,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00966,233, ,80,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100966,17100205,Alsea, , , ,2015/12/14 00:00:00+00,SDA,2015/12/14 00:00:00+00,SDA,2015/12/14 00:00:00+00,SDA,DRG_AI,New delineation (sda 16DEC2015), ,JoinToRight,41.4831575096,209875627.601563,75760.1212626162
208,216,104090.975403,417816767.282,9591.79151868,14.9871742499,3894,4100483,LINCOLN CITY WATER DISTRICT,Lincoln City Water District,C,24284,SCHOONER CREEK INFILTRATION GALLERY, ,Schooner Creek Infiltration Gallery, ,0,LINCOLN CITY,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00483,234, ,22,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100483,17100204,Siletz-Yaquina, , , ,2016/08/19 00:00:00+00,SDA,2016/08/19 00:00:00+00,SDA,2016/08/19 00:00:00+00,SDA,DRG_AI,New delineation. IG near Intake (sda 08/19/2016).,N/A,JoinToRight,14.9871742499,77534766.4765625,44826.7149988748
209,217,351412.852594,4936242291.97,113320.983402,177.064036589,3530,4101059,"GOLD BEACH, CITY OF",City of Gold Beach,C,11500,ROGUE RIVER INFILTRATION GALLERY,GU,Rogue River  (I.G.), ,0,GOLD BEACH,CURRY, , ,"Surface water DWSA by KS for IG (modified sda 19SEP2016); SURFACE WATER MAPPING; DRG-AI",15,8,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=01059,205,Yes,99,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4101059,17100310,Lower Rogue,171003100803,171003100803,South Coast,2016/09/19 00:00:00+00,SDA,2016/09/19 00:00:00+00,SDA,2016/09/19 00:00:00+00,SDA,DRG_AI,I.G. moved to surface water layer (sda 19SEP2016).,done,JoinToRight,177.064036589,844868346.898438,145415.856780294
210,220,71296.0114846,201220980.375,4619.41655788,7.21783837262,3400,4100722,BOULDER CREEK WS/ROSE LODGE,Boulder Creek Water System/Rose Lodge,C,11920,I.G. ON SLICK ROCK CREEK,GU,I.G. On Slick Rock Creek, ,0,Lincoln City,LINCOLN,AM,ANALYTICAL MODEL, ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00722,243, ,243,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100482,17100204,Siletz-Yaquina,171002040801,171002040801,Willamette,2002/02/07 00:00:00+00, ,2017/03/16 00:00:00+00, ,2017/03/16 00:00:00+00, ,AM, , ,JoinToRight,7.21783837262,37375406.6171875,30720.5167607797
211,221,10449.5818414,5168546.80332,118.653982497,0.185396847676,3964,4100482,HILAND WC - BEAR CREEK,Hiland WC - Bear Creek,C,24667,CALLOW CREEK,SW,Callow Creek, ,0,Lincoln City,LINCOLN, , , ,41,21,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=00482,240, ,240,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4100482,17100204,Siletz-Yaquina, , , ,9999/09/09 00:00:00+00, ,2017/03/16 00:00:00+00, ,2017/03/16 00:00:00+00, ,DRG_AI, , ,JoinToRight,0.185396847676,959883.9921875,4504.00014627626
212,223,35288.0306582,45269183.8431,1039.24161893,1.62381502978,4007,4101062,RAINBOW ROCK VILLAGE MHP,Rainbow Rock Village Mhp,C,11757,TAYLOR CREEK WELLS - WELL #2,GU,Taylor Creek Wells - Well #1, ,0,Brookings,CURRY,HM,HYDROGEOLOGIC MAPPING,"Surface water DWSA by TP for IG (sda 08SEP2006); SURFACE WATER MAPPING; DRG-AI",15,8,OR,10,https://yourwater.oregon.gov/inventory.php?pwsno=01062,0, ,0,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4101062,17100312,Chetco,171003120110,South Coast,South Coast,2006/12/31 00:00:00+00,sda,2006/12/31 00:00:00+00,sda,2006/12/31 00:00:00+00,sda,HM,Moved from groundwater DWSAs (sda30JAN2017)., ,JoinToRight,1.62381502978,7638422.3984375,14501.7736492949
213,225,455010.87159,4963194778.3,113939.729824,178.030827873,3786,4100703,"RICHLAND, CITY OF","Richland, City Of",C,11915,INFILTRATION GALLERY,GU,Infiltration Gallery, ,0,RICHLAND,BAKER,HM,HYDROGEOLOGIC MAPPING,"Surface water DWSA by KS for IG (sda 08SEP2006); SURFACE WATER MAPPING; DRG-AI",1,1,OR,11,https://yourwater.oregon.gov/inventory.php?pwsno=00703,255, ,251,http://www.deq.state.or.us/wq/dwp/swrpts.asp?#4101062,17050203,Powder,170502010601,Grande Ronde,Grande Ronde,2003/12/31 00:00:00+00, ,2017/03/16 00:00:00+00, ,2017/03/16 00:00:00+00, ,HM, , ,JoinToRight,178.030827873,922644252.515625,196217.287014326
