OBJECTID,FOLIO_ID,EVENT_ADDR,FIELD_INSP_BY,CREATED_DATE,LAST_EDITED_DATE,YEAR_,MONTH_,DAY_,COMMENTS,PARCELS_IMPACTED,RECID,P_AREA,SHAPE_Length,SHAPE_Area
355,"SED 22-C-2,4; 23-C-1",3830 22nd Ave SW,,,2021/02/23 23:32:12+00,1925,1,29,"This landslide (the ""Youngstown Slide"") consisted of set-downs (6-8"") and westward movement (15"") following the re-grading of Delridge Way (formerly Youngstown Pl) and an excavation at 3804 & 3809 23rd Ave.  Several documents reference maps of this slide's outline; however, none of these maps were located in the current slide files.  This polygon was derived from photos, claims, and court documents.  Refer to overlapping slide point.","Blk 2 lots 3-14, 40-47 and Blk 3 lots 7-13.",355,64612.13817126,968.679134737285,64612.1241852433
356,SED C-10,3023 SW Charlestown St,,,2021/02/23 23:32:12+00,1962,11,25,Fill on the east side of the roadway had washed out and down to the residence at 3023 SW Charlestown St.,3023,356,8254.46397094,471.82353701732,8254.45987621597
358,SED 58-B 1965,4012 58th Pl SW,,,2021/02/23 23:32:12+00,1964,10,19,Fill failure.  Polygon represents sketches in attached file.  Refer to nearby point 1051.,,358,1336.81238213,155.305889752593,1336.80938332907
362,SED 27-A,3920 27th Ave S,,,2021/02/23 23:32:12+00,1947,11,13,"Following an excavation in lots 7 and 8 of block 3 (3920 27th Ave S), 27th Ave slid into these properties.  By Jan. 23, 1948 the west side of the street also started to slide down the hill, resulting in a claim from the resident at 3930 Morse Ave S.  The western half of this polygon was sketched in the claim.  The eastern half of this polygon was drawn from descriptions in the file, and doesn't represent the exact shape of the slide.","3930 Morse Ave S, 3917 Morse Ave S, 3920 27th Ave S",362,22313.61710849,600.169880955759,22313.6146220348
363,SED 23-C-2 1957,4036 23rd Ave SW,,,2021/02/23 23:32:12+00,1957,4,19,These properties cracked and slid following the sub grading of 23rd Ave SW.  Some of these properties also slid during the 1914 grading of 23rd Ave SW.  This polygon represents the approximate location on these parcels where sliding occurred.,"4018, 4022, 4028, 4035, 4036, 4046 23rd Ave SW",363,17635.11808697,749.207429792602,17635.1003188558
364,SED C-12,Chilberg Ave SW & Aikens Ave SW,,,2021/02/23 23:32:12+00,,,,Slide activity throughout the area occurred between years of 1925-36. An extensive slide project was undertaken by the city. Polygon does not represent landslide extent or geometry. Indicates parcels impacted by slide events. See files SED C-12 and/or attachment for more information.,See polygon,364,155568.02063566,1886.84529798415,155568.014350123
368,SED 23-C-3,4141 23rd Ave SW,,,2021/02/23 23:32:12+00,1966,3,21,"Sliding here was first documented in 1954, with cracks in the sidewalk W of 4137 23rd Ave SW.  A slide occurred in 1966 and continued to be active through 1968.  The polygon does not represent the shape of the slide, only the parcels impacted.",,368,32216.49371904,746.544738793671,32216.5080690494
371,SED 23-C-4,23rd Ave SW / SW Genesee St,,,2021/02/23 23:32:12+00,1939,1,1,Refer to overlapping slide point.  This polygon represents the extent of the slide as visible in the attached photos.,,371,7522.96028602,316.760136514206,7522.96184146131
377,"SED V-8-B, DCLU J-23,66,77,78,79",1703 Harbor Ave SW,,,2021/02/23 23:32:12+00,1986,1,18,The shape of the polygon does not reflect the shape of the event: the polygon exists to tag known impacted parcels.  A mudslide from behind houses on Victoria Ave SW impacted houses 1671-1709 Harbor Ave SW.,"1716,1720 Victoria Ave SW, 1671, 1703, 1709 Harbor Ave SW",377,38831.20857824,871.560766253452,38831.2144647379
379,SED 9-A-1,,,,2021/02/23 23:32:12+00,,,,,,379,1606.58997872,156.578962833518,1606.59233130879
387,SED V-8-C,1929 Victoria Ave SW,,,2021/02/23 23:32:12+00,1966,1,11,This polygon was derived from a sketch in the attached file.  Refer to overlapping Shannon & Wilson pt. ID 848.  The polygon represents the scarp of a rotational slide.,,387,26860.92791949,773.351574504374,26860.9148961877
390,"SED 11-F, SED 11-E",1019 S Holgate St,,,2021/02/23 23:32:12+00,1938,4,8,See Drawing in SED 11-E. Designated active slide area in 1938. Refer to slide point ,,390,8179.01993437,373.075596026824,8179.02387914771
393,SED 12-C-1 1966,1911 12th Ave S,,,2021/02/23 23:32:12+00,1966,6,1,"The house was built on a steep bluff and apparently constructed on fill, which was slowly creeping down the hill.  There was every indication that this slide had been moving on and off for 40 years with no immediate danger in 1966.  The house experienced 6 or 8 inches of settlement over 40 years.  This polygon only represents the impacted property, not the shape or extent of sliding.",1911 12th Ave S,393,2944.48470415,223.66037276209,2944.48346578444
397,SED H-3-F,2171 Harbor Ave SW,,,2021/02/23 23:32:12+00,1933,12,21,"Sliding at 2171 and 2167 Harbor SW, which continued into 1934.  This polygon only represents the parcels impacted, not the shape or full extent of the slide.  Refer to the Shannon & Wilson slide point to the west (#737)","2171, 2167 Harbor Ave SW",397,3678.02799284,243.553848755566,3678.02732565327
398,SED 17-B,2017 17th Ave S,,,2021/02/23 23:32:12+00,1942,1,1,Polygon does not represent the slide geometry. It tags the parcels affected by the slide event.,"2023, 2017, 2013",398,9211.01297289,497.85577662641,9210.99956299278
401,SED L-11-A,S Charles St & 33rd Ave S,,,2021/02/23 23:32:12+00,1920,1,1,Polygon tags parcels as depicted in file. Does not represent slide geometry or extent.,,401,16200.93507074,593.051813515569,16200.9391309233
402,SED L-11-B,Lake Washington Blvd S  & S Parkland Pl,,,2021/02/23 23:32:12+00,1928,,,See point 16004. Slide geometry was not edited.,,402,4492.3758359,476.784471524625,4492.37107444569
403,SED N-3,1522 S Norman St,,,2021/02/23 23:32:12+00,1917,11,10,Polygon tags property that was affected by the slide. Does not represent the slide geometry.,,403,7093.38410173,395.939341402881,7093.38271525615
404,SED H-3-C,1221 Harbor Ave SW,,,2021/02/23 23:32:12+00,1986,1,18,"The slide appeared to be a relatively shallow ""skin slide"" about 20' wide and 75' long.  The polygon doesn't represent the shape of the slide.",1221 Harbor Ave SW,404,4173.93520317,259.538126220696,4173.9345851521
405,SED L-11-B,S Norman St & 33rd Ave S,,,2021/02/23 23:32:12+00,,,,Landslide first recorded as having occurred in 1894. Complex reactivated on many occasions in 1920s and 1930s. Also see point 1158.,,405,56375.22797609,1082.72441424474,56375.2233582342
411,SED L-11-C,1309 Lake Washington Blvd S,,,2021/02/23 23:32:12+00,1959,1,15,Polygon tags properties affected by slide event. Does not represent slide geometry or extent.,"3319, 1309",411,10849.36474149,418.636835076171,10849.3625098736
417,SED Y-1,1410 Yakima Ave S,,,2021/02/23 23:32:12+00,1932,2,15,Slide geometry taken from the file.,,417,10230.76687848,477.302420402902,10230.7625766172
425,SED 30-A,1500 Blk 30th Ave S,,,2021/02/23 23:32:12+00,1913,1,18,Extend of slide in 1913. See point 933.,,425,117090.83072125,1426.25408174312,117090.830668733
428,SED B-9-A,1600 Blk Broadway E,,,2021/02/23 23:32:12+00,1938,1,8,Slide geometry taken from map in file SED 3-9-A. Area associated with multiple slide events in 1920s-30s,"1602, 1606, 1607",428,28037.40308331,860.313476709646,28037.4063416433
430,SED 11-A 1951,1533 11th Ave W,,,2021/02/23 23:32:12+00,1951,2,18,"Slide occurred toward the back of residence. Residents retaining wall, rockery and shrubbery slid downhill. Polygon does not represent the extent or geometry of slide event.",1533,430,4145.1975551,292.388584448236,4145.19591943252
432,SED L-17,1500 Blk Logan Pl,,,2021/02/23 23:32:12+00,1968,,,"Landslides and falling material from Magnolia Bluff in 1968 and 1969 destroyed, damaged, or encroached upon beach houses at 1516, 1518, 1524 Logan Place.  This polygon represents the general area of these slides.",,432,12689.02798674,545.392395937899,12689.0267729646
435,SED G-4 1938,,,,2021/02/23 23:32:12+00,1938,,,Exact time of landslide event is unknown. Slide area based off of sketch in file SED G-4. See file for more information.,,435,18266.71601157,601.732508659258,18266.7197209749
440,SED G-4 1938,Van Buren Ave W and 13th Ave W,,,2021/02/23 23:32:12+00,1938,,,The exact date of this slide is unknown. Polygon is based off of sketch provided in G-4. No text documents available for this event.,,440,68377.6847805,1054.39104056542,68377.6790314306
448,SED E-5-H,1217 10th Ave W,,,2021/02/23 23:32:12+00,1955,12,22,See Point 532 for more information. This polygon tags impacted parcels and does not represent the exact extend of the slide event.,,448,35434.21101197,1086.43616902976,35434.1736897572
450,SED E-5-I,,,,2021/02/23 23:32:12+00,1933,12,22,See Point 531 for more information. This polygon is meant to tag impacted parcels. It does not represent the exact extent and shape of the slide event.,1208,450,6502.60204368,329.766018451259,6502.5941684406
453,SED E-2,1150 Eastlake Ave E,,,2021/02/23 23:32:12+00,1,5,1955,A slide damaged several houses in this vicinity during excavation for a retaining wall.  The polygon shape is derived from a sketch in the file.  Refer to overlapping slide point.,,453,6409.37030398,292.68611735391,6409.36777407015
456,SED D-4,2400 E Interlaken Blvd,,,2021/02/23 23:32:12+00,1936,4,22,"This slide polygon was derived from a blueprint in the file.  Sloughing and sliding here continued in 1938, during WPA drain construction.  Refer to overlapping slide point.",,456,24039.64610395,731.481701752962,24039.6476859505
460,SED 25-B,2358 25th Ave W,,,2021/02/23 23:32:12+00,1954,11,23,The lawn settled causing damage to the house structure. The polygon does not represent the extent of landsliding.,2358,460,4490.29164656,271.966438400106,4490.28168959626
461,SED P-5-A 1934,,,,2021/02/23 23:32:12+00,,2,5,"Landslide in Perkins Lane in vicinity of W McGraw St.  Movement began in bluff 20’ E of Perkins ln and extended down to beach (P-5-A).  200 ft of Perkins Ln dropped 12 ft and moved laterally 14 ft. Refer to overlapping point, 913.",,461,34531.31173857,764.284250586638,34531.330652347
462,SED 23-A-1,,,,2021/02/23 23:32:12+00,1954,3,1,This polygon represents the extent of landsliding according to the sketch in file. The primary slide scarp was located 18' from the front of the house of 2314. A secondary slide also occurred at the toe.,"2302, 2308, 2314",462,7965.30545655,350.802838638553,7965.30901057308
463,SED P-4 1933+,,,,2021/02/23 23:32:12+00,1933,,,"Documented slide activity at all properties since 1933.  Refer to slide points, polygons, and attached documents for event details.",,463,71019.77871053,1319.13222418616,71019.7667806307
469,"DCLU J126,J127","1921, 1925 E Lynn St",,,2021/02/23 23:32:12+00,1986,1,1,Refer to overlapping slide point.  No paper file was found for this event.  This polygon does not represent the shape or extent of the sliding.,,469,3518.08553356,239.548126174423,3518.09103750611
477,SED W-1,2000 Blk 8th Ave W,,,2021/02/23 23:32:12+00,1933,12,,Exact day unknown.  Polygon was drawn from sketch in file.  Slide damaged houses and destroyed garages. Refer to overlapping slide point.,2008-2026 8th Ave N,477,31813.43575762,735.382146511194,31813.4426807898
489,SED 42-E,13501 42nd Ave NE,,,2021/02/23 23:32:12+00,1969,12,22,"This polygon only represents parcels impacted by this slide, not the slide's shape or extent.  Mud slid down from 13501 42nd Ave NE, depositing on the road and the property across the street.",,489,1830.07976009,237.9860559465,1830.07621968618
492,SED 42-D,13001 42nd Ave NE,,,2021/02/23 23:32:12+00,1956,1,5,Slide originated on the back of parcel 12760. Fill in back yard was saturated and slid down grade into NE 130th St and onto property at 13001. Polygon does not represent extent or geometry of slide.,"12760, 13001",492,3597.66037689,871.720127159787,3597.67738739759
495,SED 42-C,12736 42nd Ave NE,,,2021/02/23 23:32:12+00,1964,11,4,Rockery failure may have resulted from surface drainage. Failure of rockery caused ground to slide damaging the homes at 12744 and 12736 42nd Ave NE.,"12736, 12744",495,2150.18537752,185.647848525978,2150.1856606641
504,"SED V-9, V-7-A, V-7-B",9000/9100 Blks View Ave NW,,,2021/02/23 23:32:12+00,1974,6,26,Large landslide mostly in parks property. Damaged nine households along View Ave NW. Slide debris also covered railroad. See files and point 958 for more information.,"9001, 9003, 9013, 9021, 9035, 9037, 9039, 9043, 9049, 9055, 9111, 9117",504,385098.81085147,3342.46490739948,385098.796731875
510,SED 103-A,1500 Blk NE 103rd St,,,2021/02/23 23:32:12+00,1966,11,28,Geometry of slide approximated from file SED 103-A. ,,510,1979.03006958,177.087322972963,1979.03041652738
511,SED 98-A,NE 98th St & 20th Ave NE,,,2021/02/23 23:32:12+00,,,,Unstable or potentially unstable areas observed during 1984 geotechnical investigation. Active slide occurrences from 1977-1990. See file SED 98-A and/or attachments.,Refer to polygon.,511,107256.01559105,1667.52132498414,107256.024791177
512,SED 98-B,2720 NE 98th St,,,2021/02/23 23:32:12+00,1972,3,5,Geometry taken from sketch in SED 98-B. See file and/or attachment for more information.,"2720, 2712",512,3119.79389427,255.266976187497,3119.79467934933
522,SED 4-A,11759 4th Ave NW,,,2021/02/23 23:32:12+00,1960,10,23,"This polygon only tags the affected parcel, and does not represent the slide outline.  Property owner covered drainage culvert with fill, and resulting drainage was reported to cause a slide in the fill.  The same situation occurred again in 1965.",11759 4th Ave NW,522,2615.28541657,208.047518473667,2615.28756092591
642,SED 25-D 1997,25th Ave SW,,2016/07/01 19:49:28+00,2021/02/23 23:32:12+00,1997,4,,Street pavement settled 4-8 inches for about 95 feet.  The toe of the slope bulged 30' downslope from the roadway.  This shape is a general estimate of the set-down extent based on SED file 25-D and SEATRAN Project file. ,,642,3593.30991931,276.783946813018,3593.31062195133
646,1995,5300 34th Ave NW,,2016/07/06 18:42:09+00,2021/02/23 23:32:12+00,1995,2,,Rough estimate of the slide shape based on the field report by Earth Consultants Inc.,5300 34th Ave NW,646,517.30378251,98.7102470653205,517.304387287123
659,"1997, SED 12-C",25th Ave NW & NW 92nd St,,2016/07/01 20:48:32+00,2021/02/23 23:32:12+00,1997,1,,This is a SEATRAN Project. Extent of earth movement taken from PacRim Geotechnical sketch. In file SED 12-C,,659,579.69106936,339.837994586051,579.690156557241
1283,96-97 Storm,1140 Alki Ave SW,,2016/07/19 20:53:33+00,2021/02/23 23:32:12+00,1997,1,,Landslide from Parks property upslope.  Refer to attached documents and the S&W point ~125 ft south of this point.,"1140 Alki Ave SW, 1150 Alki Ave SW",1283,1713.95136706,161.417203130537,1713.95177010468
