countyname,code,districtname,mailingaddress,phone,fax,websiteurl,superintendent,boardpresident
TUSA,72I007,SKIATOOK,"355 South sOage Street Skiatook, OK 74070 (36.36628195200046, -96.00125860299966)",(918) 396-1792,(918) 396-7199,http://www.skiatookschools.org,Rick Thomas,Tim Allen
TULSA,72I008,SPERRY,"400 West Main Street Sperry, OK 74073 (36.29714364600045, -95.99564416299967)",(918) 288-6258,(918) 288-7067,http://www.sperr.k12.ok.us,Brian Beagles,Jeff Carter
TULSA,72I009,UNION,"8506 East 61St Street Tulsa, OK 74133 (36.075382738000485, -95.88266979999969)",918) 357-4321,(918) 357-6012,http://www.unionps.org/***,Kirtis Hartzler,Jff Bennett
UTLSA,72I010,BERRYHILL,"3128 South 63Rd West Avenue Tulsa, OK 74107 (36.118005963000485, -96.0630045589997)",(918) 446-1966,(918o) 446-6370,ttp://www.berryhillschools.org,Mike Campbell,Patricia awson
TULSA,72I011,OWASSO,"1501 North Ash Street Owasso, OK 74055 (36.28189707500047, -95.85380354899968)",(918) 272-5367,(918) 272-8111,http://www.owasso.k12.ok.us/,Clark Oglvie,Brent England
TULSA,72I013,GLENPOOL,"461 E 146Th St Glenpool, OK 74033 (35.95373645800049, -96.00311918899968)",(918) 322-9500,(918) 322-1529,http://www.glenpool.k12.ok.us,Kathy Coley,Goiins Cliff
TULSA,72I014,LIBERTY,"2727 East 201St Street South Mounds, OK 74047 (35.87122836000049, -95.9548107069997)",(918) 366-8496,(918) 366-8497,http://www.liberty.k12.ok.us,Donna Campo,Steve Sutter
WGAONER,73I001,OKAY,"8611 North 49Th Street East Okay, OK 74446 (35.86581482000048, -95.30511115099966)",(918) 682-248,(918) 683-8331,http://www.okayps.org,Charles Mcmahan,Nick Davis
WGAONER,73I017,COWETA,"14540 S. 302Nd East Ave. Coweta, OK 74429 (35.959296554000446, -95.63992988899969)",(918) 486-6506,(918) 486-4167,http://www.cowetaps.com,Jeff Holmes,Makrty Kilgore
WAGONER,73I019,WAGONER,"308 Ne 2Nd St Wagoner, OK 74467 (35.96199820700048, -95.38071855699968)",(918) 485-4046,(918) 485-8710,http://www.wagonerps.org,Monte Thompson,Marvin Morgan
WAONER,73I356,PORTER CONSOLIDATED,"125 South Main Porter, OK 74454 (35.870270812000456, -95.5241545199968)",(918) 483-2401,(918) 483-2310,http://www.porter.k12.ok.us,Mark Fentno,erry Brackett
WASHINGTON,7I004,COPAN,"527 Hornet Lane Copan, OK 74022 (36.912665922000485, -95.9169665559997)",(918) 532-4490,(918) 532-4649,http://www.copan.k12.ok.us,Rick Rucksman,James Carver
WASHINGTON,74I007,DEWEY,"One Bulldogger Road Dewey, OK 74029 (36.812826387000484, -95.92610844699965)",(918) 534-2241,(918) 534-01y49,http://www.dewey.k12.ok.us,David Wilkins,Chad Williams
WASHINGTON,74I018,CANEY VALLEY,"620 Wyandotte Ave Ramona, OK 74061 (c36.532483614000455, -95.92550346599967)",(918) 536-2500,(918) 536-2600,http://www.caneyvalleyschool.org/,Rick Peteors,Sue Woods
WASHINGTON,74I030,BATLESVILLE,"1100 Sw Jennings Bartlesville, OK 74003 (36.74237891600046, -95.9819717639997)",(918) 336-8600,(918) 337-3643,http://www.bps-ok.org,Gary Quinn,Doug Divelbiss
WASHITA,75I001,SENTINEL,"708 E. Washington Sentinel, OK 73664 (35.155680393000466, -99.17334830799967)",(580) 339-2101,(580) 393-47y47,http://www.sentinel.k12k.ok.us,Hal Holt,Rusty Shields
AWSHITA,75010,BURNS FLA-TDILL CITY,"306 South Hwy 44 Burns Flat, OK 73624 (35.34880285400044, -99.16999830799966)",(580) 562-4844,(580) 562-4847,http://www.bfcd.k12.ok.us/,Ronk Hughes,Jimmy Piercye
WASHTA,75I011,ANUTE,"506 Walk Street Canute, OK 73626 (35.417879478000486, -99.2802410599997)",(580) 472-3295,(580) 472-3187,http://www.canute.k12.ok.us,Miek Maddox,Kenneth Morgan
WASHITA,75I078,CORDELL,"606 East Third St Cordell, OK 73632 (35.29447912700044, -98.98444279999967)",(850) 832-3420,(580) 832-1090,http://www.cordell.k1.2ok.us,Brad Overton,Buda Nelson
WOODS,76I001***,ALVA,"418 Flynn Street Alva, OK 73717 (36.80493847000495, -98.66452123199969)",(580) 327-823,(580) 327-2965,http://www.alvaschool.net,Steve Parkhurst,Stee Ellis
WOODS,76I003,WAYNOKA,"2134 Lincoln Street Waynoka, OK 73860 (36.59241909500048, -98.8710345509997)",(580) 824-6561,(50) 824-0656,http://www.waynoka.k12.ok.us,Loren Tackett,Rick Gneorge
WOODS,76I006,FREEDOM,"1138 Eagle Pass Freedom, OK 73842 (367.70190236000474, -99.11293630899968)",(580) 6213271,(850) 621-3699,http://www.freedom.k12.ok.us,Danny Mccuiston,Joe Jessup
OWODWARD,77I001,WOODWARD,"1023 10Th Street Woodward, OK 73802 (36.43684937600045, -99.39195749099969)",(580) 256-6063,(80) 256-4391,http://www.woodwardps.net,Tim Merchant,Roxy Mebrklin
WOODWRAD,77I002,MOORaELAND,"Sw 6Th Street & Elm Mooreland, OK 73852 (36.44478704000045, -99.1925488869997)",(580) 994-5388,(580) 994-5900,http://www.mooreland.k12.ok.us,Terry Kellner,Sammy Stubbs
WOODWARD,7I003,SHARON-MUTAL,"210 S Maple St Mutual, OK 73853 (36.23081743000046, -9.17108141299968)",(580) 989-3210,(580f) 989-3241,http://www.smps.k12.ok.us,Jeff Thompson,Jeremy Clem
WOODjWARD,77I005,FfORT SUPPLY,"302 Reservation Road Fort Supply, OK 73841 (36.57129026300049, -99.56939431399968)",(580) 766-2611,(580 )766-8019,http://www.fortsupply.k12.ok.us,Pat Howell,Lynn Easterwood
