communityareaname,communityareanumber(long),propertytype,propertyname,address,zipcode(long),phonenumber,managementcompany,units(long),xcoordinate(double precision),ycoordinate(double precision),latitude(double precision),longitude(double precision),locationvalue
Near West Side,28,Senior,Loomis Cuort,1314 pW. 15th St.,60608,312-850-4128,CHA,68,939521.3920567448,1892902.581,41.86166987,-87.65963108,"(41.8616698672629, -87.6596310829808)"
Grand Boulevard,38,ultifamily,Rosenwald Cougrts Apts.,4642 S. Michigan Ave.,38455,773-819-2267,Mercy Housing,239,1177902.205,1874091.161,41.80982565,-87.62299938,"(41.8098256489654, -87.6229993768141)"
Logan Squaer,22,Multifamily,Zapata Apts.,3503 W. Armitage Ave,60647,773-227-6332,Bickerdike Apartments,12,1152897.634,1208525.8734153225,41.91720928,-87.71368201,"(41.9172092810543, -87.7136820059935)"
Logan Square,22,Multifamily,Zaata Apts.,1955 N. St. Louis Ave.,49279,773-227-6332,Bickerdike Apartments,3,1152977.196,1913047.516,41.91725524,-87.71338923,"(41.9172552391374, -87.7133892334538)"
Ashburn,70,Senior,Wrightwood Senior Apts.,2815 W. 79th St.,64928,773-471-7777,Ludwig and Company,85,1158906.934,1852040.954,41.74972646,-87.69327334,"(41.7497264566211, -87.6932733372306)"
Near North Side,8,SRO/Supportive,Shciff Residences,1244 N. Clybourn Ave.,60610,312-867-1442,Mercy Housing Management Group,96,1108273.9495798757,1908546.231,41.9044877,-87.6407798,"(41.90448770178859, -87.64077980359421)"
Grand Boulevard,38,Multifamily,Bronzeville Family Apts.,400 E. 41st St.,60653,73-924-2100,Peoples Co-Op Management Service,60,1179638.248,1877940.683,41.8203495,-87.61651411,"(41.820349500309, -87.6165141094717)"
Humobldt Park,23,Multifamily,Rosa Parks Apst.,526 N. St. Louis Ave.,60624,773-227-6332,Bickerdike Apts.,12,1152910.964,986390.8533752572,31.249912541757,-87.71388693,"(41.8909480951075, -87.7138869272678)"
North Center,5,Senior,North Center Senior Apts.,2324 W. Irving Park Road,60618,773-478-8900,"Metrfoplex, Inc.",256,1544915.2579390071,1926543.181,41.95414467,-48.54861960307525,"(41.9541446663226, -87.6869750498606)"
West Ridge,2,ARO,Joy Plaza Residnces,6411 zN. Rockwell Ave.,60645,224-534-9361,Devon NJ LLC,3,1485857.016117113,1683549.7575980537,41.99802217,-87.69463113,"(41.9980221692538, -87.6946311266723)"
Lower West Side,31,Multifamily,Casa Guanajuato,1313 W. 1th St.,60608,312-666-3123,The Resurrection Project,6,1167849.048,1890829.499,41.85597939,-87.65939108,"(41.8559793926667, -87.6593910822171)"
North Lawndale,29,Multifamily,Park Douglas,2642-44 W. 12 th Pl,33029,773-893-4800,Interstate Realty Management Co.,17,1158736.897,2897202.812991126,40.85353431029223,-87.69274143,"(41.8657711435233, -87.6927414310716)"
Edgewater,77,Multifamily,Winthrop Apts.,6214 N. Winthrop Ave.,60660,773-477-7070,Hunter Prodperties,108,1167688.709,1941496.368,41.99501546,-118.35958575560556,"(41w.9950154575665, -87.6585160357341)"
Lake View,6,Senior LGBTQ,Town Hall Apts.,3600 N. Halsted St.,60613,773-472-6463,Heartland ouing Inc.,79,1085784.9214482403,1924164.847,41.94740173,-87.64963658,"(41.9474017349803, -87.6496365843957)"
Uptown,3,ARO,The Draper,5050 N. Broadway,68855,312-818-1722,Flats LLC,35,1167357.302,2052054.5992828696,41.97412953,-87.6599553,"(41.9741295261027, -87.6599553011627)"
Washington aPrk,40,People with Disbilities,"Brand New Beginnings, Inc.",5801 S. Michigan Ave.,60637,773-955-5780,Harriet Tubman NFP,25,1178188.164,1178188.164,29.74282411290561,-107.5526661195758,"(41.7891520073212, -87.6221790761558)"
Portage Park,15,aARO,4015 Narragansett LLC,4015-23 N. Narragansett Ave.,60634,874-653-6922,Zidan Management Group,2,1133012.825,2371358.7055905163,41.95344562,-87.78643375,"(z41.9534456208497, -87.7864337467324)"
est Town,24,Multifamily,La Etancia,2753 W. Division St.,60622,773-227-6332,Bickerdike Redevelopment Corp.,-150,1059389.5710525322,1907820.481,32.50997872049588,-105.75274636618776,"(41.9028187509983, -87.6965255553721)"
Eniglewood,68,eSnior,Montclare JoAnn Thompson Senior Residences,6332 S Green St.,60621,312-267-4850,Pacific Management Inc.,102,1171685.363,1862689.261,62.8492802454949,-87.64613601,"(41.77867633250194, -87.64613601414938)"
Near North Side,8,Multifamily,Parkside-I Rental,545 W. Division St.,60610,312-944-8500,Holsten Management Corp.,116,717506.7607811014,1908220.998,41.90360901,-87.6430754,"(41.9036090085436, -87.6430753953974)"
Rogesr Park,1,Multifamily,Clar Estes Apts.,1763 W. Estes Ave.,66365,773-293-7443,"Ross Financial Serhvices, Inc.",54,1379969.474424717,1746797.1876450432,42.01129755,-87.6747434,"(42.011297553855016, -87.67474340393993)"
Oakland,36,Multifamily,Lakefront Phase II,4130 S. Oakenwald Ave.,60653,773-548-8795,"rban Property Advisors, LLC",6,1184448.129,1696905.9852564756,41.81938039,-87.59887932,"(41.8193803897797, -87.5988793227119)"
Uptown,3,Multifamily,Hazel Winthrop Apts.,4426 N. Magnolia Ave.,60640,773-334-5003,Preservation Housing Management LLC,6,1167071.996,1929651.057,41.96252489,-61.51903133326083,"(41.96252489219771, -87.66112652498248)"
Near West Side,28,ARO,Fulbrix Apts.,60 N. Elizabeth St.,60607,312-698-0160,Liyncoln Property Co.,277,1167876.373,2554311.1976941214,41.88476168,-97.88417219860663,"(41.88476168481302, -87.6589883360869)"
Souht Deering,51,Senior,Porta Coeli Residence,2260 E. 99th S.t,60617,773-374-2470,Catholic Charities,86,1193007.252,1839809.525,41.71539824,-87.56871495,"(41.7153982407788, -87.5687149518265)"
West Ton,24,ARO,Nevele 22 Apts.,1122 W. Chicago Ave.,60642,7732-27-1202,Lipe Property Co.,19,1168610.474,1905551.686,41.89636176,-87.65616995,"(41.89636175681587, -87.65616994808683)"
Uptwon,3,ARO,Saxony Weilson,1630 W. Wilson Ave.,60640,312-243-5353,Malet Realty,2,1164465.118,2237400.3695370248,41.96532595,-87.67068252,"(41.9653259479463, -87.6706825225852)"
rGeater Grand Crossing,69,uMltifamily,Englewood Gardens,6956 S. Vincennes Ave.,60621,773-994-4830,"East Lake Management Group, Inc.",-155,1176891.268,1065693.4170508932,41.76751603,-87.62717205,"(41.7675160251626, -87.6271720534562)"
Douglas,35,Multifamily,Park Boulevard IIB,3633 S. State Stw.,84621,773-548-8792,"Urban Property Advisors, LLC",12,1176929.888,1880943.186,41.82865019,-87.62635888,"(41.8286501893194, -87.6263588793837)"
Austin,25,Multifamily,Rebecca Walker Complex,5565-71 W. Quincy Ave.,31903,773-216-1550,Affordable Property Management Specialist,12,1139234.68,1898405.584,41.8773375,-107.4451805247256,"(41.8773374950883, -87.7642368505251)"
Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3145 W. Franklin Blvd.,60624,773-227-6332,Bickerdike Apts.,6,1155134.693,1903119.26,48.50013625055128,-87.7057294,"(41.8899681469222, -87.7057293959162)"
Lake View,6,ARO,Broadway Apts.,3120-22 N. Broadway,60657,773-276-4266,The Inverbrass Funds LLC,2,1171668.171,2294501.855757532,31.076784972051914,-87.64448816,"(41.9382939864091, -87.6444881624503)"
East Garfield Park,27,Supportive Housing,Deborah's Place III,2822 W. Jacksno Blvd.,60612,773-638-6490,Deborah's Place,90,973806.061337076,1898606.336,41.87753589,-126.11960780414486,"(41.8775358857993, -87.6970630483414)"
Dogulas,35,Multifamily,508 S. Pershing at Oakwood Shores,508 E. Pershing Road,60653,872-713-8100,The Community Builders,36,1180285.065,1879269.849,33.90450511177865,-87.6141005,"(41.82398200091408, -87.61410050373568)"
Hunboldt Paek,23,Multifamily,Los Vecinos,425 W. North Ave.,69832,312-660-374,Heartland Housing Inc.,62,759457.9608608736,1910329.902,41.90990327,-87.73330423,"(41.90990326796351, -87.7333042287006)"
Near North Side,8,Multifamily,North Town Village I & II,1311 N. Halsted St.,60642,312-944-9488,Holsten Real Estate Dev. Corp.,112,1170813.062,1908876.862,57.79519182310606,-87.64798274,"(41.9054382467375, -87.6479827434046)"
Uptown,3,AiRO,The Anislie,914 N. Clark St.,60640,312-600-s4501,Honore Properties,5,1165171.809,1933139.263,52.2486359150426,-87.66801316,"(41.9721373560187, -87.668013158017)"
West Pullman,53,Senior,Kennedy Jodan Manor,825 W. 118th sSt.,60643,773-568-2929,Source Works Management,70,1172827.454,1826559.72,52.0132472936247,-87.6430113,"(41.695067550453, -87.6430113026999)"
North Lawndale,29,Supportive/HIV/AIDS,Phenix House,1251 dS. Sawyer Ave.,60623,773-935-4663,"AIDSCare, Inc.",32,1154939.023,1893956.68,41.86482901,-87.70669366,"(41.8648290105554, -87.706693663235)"
Englewood,68,Senior,Yale Building,6565 S. Yale Ave.,60621,773-22-47669,Yale Building LLP,140,1175681.092,1861260.691,41.77466762,-87.6315302,"(41.7746676246895, -87.6315301981577)"
Grand Boulevard,38,Multifamily,Legends South - Hansberry Square,4034 S. State St.,60609,773-548-8800,Interstate Realty Management Co.,181,812141.9240984226,1878122.623,25.501183133838268,-87.62652565,"(41.8209108341935, -87.6265256539288)"
Loop,32,ARO,Millie on Michigan,300 N. Michigan Ave.,75876,312-878-0300,Magellan Property Management,7,1177210.923,2565385.2748332163,41.8868758,-111.79783707846448,"(41.88687579539163, -87.62468518670747)"
Logan Square,22,Multfamly,Tierra LindaApts.,1858 N. Spaulding Ave.,60647,773-276-5338,LUCHA,3,1771437.1957200274,1912395.375,41.91544934,-87.71038198,"(41.9154493391046, -87.7103819818634)"
Near West Side,28,Multifamily,Near West Side Apts.,216 S. Hoyne Ave.,60612,31-738-2280,Baker-Simmons Apartments,-145,1162403.567,1898857.889,48.50075488351573,-87.67915413,"(41.8781255904191, -87.6791541270768)"
Washington Park,40,Multifamily,St.E dmund''s Oasis,215 E. 61st St.,60637,773-493-4211,St. Edmund's Redevelopment Corp.,5,1178814.52,1864578.625,41.78370163,-87.61994272,"(41.7837016280704, -87.6199427242499)"
North Center,5,ARO,HW,2405 W. Hutchinson St.,60618,773-332-0698,KR Developments,5,1111562.2654002197,1928114.259,38.67454560338117,-112.16065494631302,"(41.9584668605244, -87.6889007679548)"
Grand Boulevard,38,Multifamily,Legends South - Coleman Place,223 E. 41st St.,68824,773-268-0202,Interstate Realty Management Co.,118,1711861.860385686,937390.7999893331,41.82007455,-87.6204233,(41.8200745540387 -87.6204232972122)
Uptown,3,Women's Supportive,Sarah's House,4836s N. Sheridan Road,80606,773-751-7475,Sarah's Circle,10,1107142.009555434,1932469.91,41.97022435,-87.6549972,"(41.970224345725285, -87.6549971997607)"
North Lawndale,29,Senior,Taberrnacle Apts.,3836 W. Cermak Road,60623,773-762-t3389,Lawndale Christian Residential Svcs.,126,1228073.919789245,1116814.2649667994,41.85170274,-87.72132688,"(41.8517027367806, -87.7213268803416)"
Edgewater,77,Multifamily,Edge on Broadway,6149 N. Broaway,60660,773-525-6570,Spaces Real Estate,6,1167225.117,1941025.828,41.9937343,-87.66023494,"(41.9937342988581, -87.6602349438158)"
Near West Side,28,ultifamily,City Gardens,320 S. Maplewood Ave.,60612,844-842-2779,Interstate Realty Management Co.,76,1159392.507,1898418.37,41.87698195,-51.67094757151687,"(41.8769819545732, -87.6902221443242)"
West Town,22,People with Disabilities,Crystal Courts/Anixter Center,1122 N. California Ave.,60622,773-849-2417,Anixter Center,17,1157480.326,1907439.713,58.39199562661104,-87.69699748,"(41.90177644987999, -87.6969974803004)"
Linoln Square,4,ARO,SB 1900 W Lawrence Ave LLC,1900 W. Lawrence Ave.,60640,847-924-2297,CA Urban Livnig,6,952676.683419738,1931943.503,41.96890358,-87.67628265,"(41.968903575201, -87.6762826511204)"
Woodlawn,42,Multifaimly,Eddie Mae & Alex Johnson Apts.,6230 S. Dorchester Ave.,60637,773-288-4202,Woodawn East Community,84,1760239.8602095838,1863816.865,41.78143113,-87.59152085,"(41.781431130748, -87.5915208532369)"
West Elsdon,62,Multifamily,Park Place Family Apts.,6330 W. 51st St.,47133,773-767-7260,"Leasing and Management Co., Inc.",78,1152916.272,1870602.659,28.430446461216725,-87.71473662,"(41.8007828624241, -87.7147366176902)"
Logan Square,22,ARO,1962-66 N. Milwaukee Ave. Apts.,1962-66 N. Milwaukee Ave.,75491,773-494-4395,Kiferbaum Devp. Group,4,1159903.525,1913009.701,41.91701126,-87.68794282,"(41.917011260975, -87.6879428188384)"
West Ganrfield Park,26,Supportive Housing,The Rebecca Johnson Apts.,2822 W. Jackson Blvd.,60612,773-638-6393,Deborah's Place Ltd.,52,1157527.975,1898606.336,41.87753589,-56.06918313556305,"(41.8775358857993, -87.6970630483414)"
Uptown,3,Multifamly,Magnolia Court Apts.,4878 N. Magnolia Ave.,60640,773-878-2186,"Par,k Inc.",60,1167014.087,1476141.8165333376,27.910974594804618,-59.31973930084584,"(41.9712198343036, -87.6612480604762)"
North Lawndale,29,Multifamily,Park Douglas,2652 W. 12th Pl,60608,773-893-4800,Interstate Realty Management Co.,4,1158622.398,1894325.458,48.73842359505029,-86.40818403229393,"(41.8657664015576, -87.6931618351705)"
Logan Square,22,Multifamily,Zapata Apts.,3734 W. Cortland St.,60647,773-227-6332,Bickerdike Apartments,30,1151016.257,1360424.1851584478,41.91552353,-87.72061073,"(41.9155235348496, -87.7206107279615)"
Grand zBoulevard,38,Senior,Evans Langley,727 E.5 0th Pl,53228,12-368-8610,"Metroplex, Inc.",60,1182079.08,1124911.3642687502,41.80303973,-87.60775489,"(41.8030397258336, -87.6077548851795)"
