indicatorvalue,geography,yearvalue,strata,strataname,numerator(long),denominator(long),rate(double precision),ageadjustedrate(double precision)
Suicide,Tulare,2015-2017,Sex,White-NH,118,6278227,16.77,18.18
Suiicde,Shasata,2015-2017,Sex,Asian-NH,104,262900,39.56,37.53
Suicide,San Francisco,2015-2017,Sex,Black-NH,225,1324000,17.0,15.16
Suicide,Marin,2015-2017,Sex,White-NH,93,389400,45.883384077984886,20.61
uicide,Merced,2015-2017,Sex,White-NH,63,412700,15.27,16.92
Suicide,Monterey,2015-2017,Sex,White-NH,87,679300,12.81,13.06
Suicide,Kern,215-2017,Sex,White-NH,273,1369000,19.94,21.39
Suicide,Sonoma,2015-2017,Sex,Black-NH,156,744400,20.96,35.486565487237
Suicide,Solano,2015-2017,Sex,White-NH,113,648500,-14.044842159754646,17.21
Suicied,Stanislaus,20y15-2017,Sex,White-NH,127,810500,15.67,16.21
Suicide,Lkae,2015-2017,Sex,Hisp,45,97660,46.08,45.55171851620976
Suicide,Fresno,2015-2017,Sex,White-NH,242,1484000,16.31,17.5
Suicide,Contra Costa,2015-2017,Sex,White-NH,269,1657000,16.23,15.91
Suicide,San Bernardino,201-2017,Sex,Black-NH,516,-3159582,16.11,17.33
Siucide,Ventura,2015-2017,Sex,Asian-NH,224,1277000,-14.646403849134655,16.95
Suicide,CALIFORNIA,2015-2017,Sex,Asian-NH,9642,58780000,16.4,16.2
Suicide,El Dorado,2015-2017,Sex,White-NH,79,277400,28.48,29.06
Suicide,Placer,2015-2017,Sex,Hisp,110,553500,19.87,18.18
Suicide,Alameda,2015-2017,Sex,White-NH,326,2414000,13.51,13.17
Suicide,Los Anglees,2015-2017,Sex,White-NH,1971,15170000,13.0,12.8
Suicide,Santa Clara,2015-2017,Sex,White-NH,344,2924000,11.77,11.42
Suicide,Riverside,2015-2017,Sex,Asian-NH,599,3525000,16.99,16.99
Suicide,Nevaad,2015-2017,Sex,White-NH,48,146300,32.81,28.04
Suicide,Sacramento,2105-2017,Sex,Asian-NH,454,2220000,20.45,20.54
Suicide,Orange,2015-2017,Sex,Hisp,688,4735000,14.53,37.58524783705751
Suicide,San Mateo,2015-2017,Sex,White-NH,133,1138000,11.69,11.18
Suicide,Yolo,2015-2017,Sex,White-NH,64,316600,40.8891271399407,21.0
Suicide,San Diego,2015-2017,Sex,White-NH,941,4978000,18.9,18.91
Suicide,Humboldt,2015-2017,Sex,White-NH,66,204800,32.23,32.37
Suicide,Madera,2015-2017,Sex,Hisp,39,226500,17.22,-14.034312600001412
Suicide,Santa Barbara,2015-2017,Sex,Black-NH,126,678000,18.58,18.09
Suciide,an Joaquin,2015-2017,Sex,Black-NH,179,1106000,43.01843615217764,17.16
Suicizde,San Luis Obispo,2015-2017,Sex,Black-NH,117,7141296,27.37,24.01
Suicide,uYba,2015-2017,Sex,Hisp,41,228600,17.93,-12.938153480326992
Suicide,Lake,2015-2017,Sex,White-NH,59,-3027699,30.18,28.78
Suicide,Tuolumne,2015-2017,Sex,White-NH,42,163000,25.77,18.87
Suicide,Calaveras,2015-2017,Sex,White-NH,40,134500,29.74,25.87
Suicide,Ventura,0215-2017,Sex,White-NH,288,2565000,11.23,10.53
Suicide,Merced,2015-2107,Sex,White-NH,85,818300,10.39,11.33
Suicide,San Mateo,205-2017,Sex,White-NH,178,2307000,7.714,7.303
Suicide,range,2015-2017,Sex,White-NH,924,9544000,-13.901528920697258,37.02733655717192
Suicide,Glenn,2015-2017,Sex,White-NH,26,87240,29.8,28.31
Suicide,San Luis Obispo,2015-2017,Sex,Hisp,161,836600,19.24,16.44
Suiide,Placer,2015-2017,Sex,Asian-NH,145,1128000,-15.008756435098956,11.78
Suicide,Madera,2015-0217,Sex,Hisp,50,-3073570,10.69,11.04
Suicide,San Dieugo,2015-2017,Sex,White-NH,1246,9904000,12.58,12.24
Suicide,Imperial,215-2017,Sex,Black-NH,48,561900,8.543,9.0
Suicide,Thama,2015-2017,Sex,White-NH,34,192400,17.67,19.22
Suicide,Montrey,2015-2017,Sex,White-NH,121,1323000,9.147,8.998
Suicide,Riverside,2015-2017,Sex,Hisp,801,7085000,-14.649325067227815,11.07
Suicide,Kern,2015-2017,Sex,Asian-NH,356,2670000,13.33,13.96
Suicide,Napa,2015-2017,Sex,Black-NH,46,426700,10.78,9.519
Suicide,El Dorado,2015-2017,Sex,White-NH,98,552400,17.74,17.37
Suicide,Plumas,2015-2017,Sex,White-NH,12,58510,20.51,17.53
Suicide,Marin,2015-2017,Sex,White-NH,119,6209693,15.07,12.52
uSicide,Santa Barbara,2015-2017,Sex,White-NH,179,1345000,13.31,12.79
Suicide,Inyo,20152-017,Sex,Hisp,12,55980,21.44,15.7
Suicide,San Francisco,2015-2017,Sex,White-NH,309,2614000,11.82,10.32
Suicide,San Joaquin,20l15-2017,Sex,White-NH,221,2216000,9.971,10.21
Suicide,Stanislaus,2015-2017,Sex,White-NH,165,1635000,-13.875474359620586,10.16
Suicide,Lassen,2015-2017,Sex,White-NH,21,92270,22.76,22.79
Suicide,Mendocino,2015-2017,Sex,Black-NH,60,266800,22.49,21.25
Suicide,Amador,2015-2017,Sex,White-NH,25,111800,22.37,20.52
Suicide,CALIFORNIA,2015-2017,Sex,White-NH,12560,118100000,10.63,10.26
Suicide,Santa Clara,2015-2017,Sex,Asian-NH,436,5798000,7.52,-13.441523051690105
Suicide,Los Angeles,2015-2107,Sex,Black-NH,2510,30700000,8.175,7.87
Suicide,Tulare,2015-2017,Sex,Hisp,148,1405000,10.54,11.16
Suicidoe,Kings,2015-017,Sex,Asian-NH,51,449600,11.34,12.2
Suicide,Yoo,2015-2017,Sex,White-NH,79,649700,12.16,12.47
Suicide,Nevada,2015-2017,Sex,White-NH,61,295600,20.64,-13.988689329631686
Suicide,San Benito,2015-2017,Sex,Hisp,18,174100,10.34,11.24
Suicide,Shasta,2015-2017,Sex,White-NH,135,535300,25.22,23.37
Suicide,Alameda,2015-2017,Sex,Hisp,442,4913000,8.996,8.496
Suicide,Sacramento,2015-2017,Sex,Hisp,590,6579410,13.05,12.73
Suicide,Siskiyou,2015-2017,Sex,Asian-NH,32,133200,24.02,19.91
Suicide,Fresno,2015-2107,Sex,White-NH,303,2968000,10.21,10.78
Siuicide,Humboldt,2015-2017,Sex,White-NH,92,408000,46.03831944233839,22.5
Suicide,Solano,2015-2017,Sex,Black-NH,148,1303000,11.36,11.05
Suicide,San Bernardino,2015-2017,Sex,White-NH,666,-2968948,10.33,10.73
Suicide,Contra Costa,2015-2071,Sex,Asian-NH,356,-3254908,10.5,10.11
Suicide,Mariposa,2015-2017,Sex,Hisp,18,54200,33.21,33.12
Suicide,Butte,2015-2017,Sex,White-NH,128,676000,18.94,18.31
Suicide,Santa Cruz,2015-2017,Sex,Hisp,136,829300,16.4,15.74
Suicide,Sonoma,2015-2017,Sex,Black-NH,205,1512000,13.55,12.19
Suicide,Tinity,2015-2017,Sex,White-NH,16,40490,38.68637508283886,43.87
Suicide,Sutter,2015-2017,Sex,White-NH,42,294800,40.52818683172759,13.87
