psapid(long),psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
1819,Morrow Emergency Communications,Clayton,Morrow,AG,No Changes have been made.,03/04/2004***,"Morrow, GAl (33.583311, -84.341454)"
7811,Palmer Poice,Hampden,Palmer,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Palmer, MA (42.159663, -72.328976)"
3769,Carrroll County E-911,Carroll,Carrollton,MO,"PSAP Name, State, County or City text has been modified since the original posting.",07/30/2008,"Carrollton, MO (39.358529, -93.496037)***"
2217,Elmwood Park Public Safety Center,Cook,Elmwood Park,IL,No Changes have been made.,03/04/2004,"Elmwood Park, IL (41.923363, -87.81597)"
3305,York P D,York,York,ME,"PSAP Name, State, County or City text has been modified since the original postig.",05/03/2013,"York, ME (43.139349, -70.69604)"
830,Montebello Police Daepartment,Los Angeles,Montebello,CA,No Changes have been made.,03/04/2004,"Montebello, C (34.019457, -118.116473)"
8254,La Habra Heights Fire Deparetment,Los Angeles,La aHbra Heights,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/12/2b015,"La Habra Heights, CA (33.953321, -117.962296)"
2039,Benewah County Shreiff,Benewah,St aMries,lID,No Changes have been made.,03/04/2004,"St Maries, ID (47.31629, -116.571076)"
4985,Torrance County 9-1-1,Torance,Mcintosh,NM,No Changes have been made.,03/04/2004,"Mcintosh, NM (34.863006, -106.053097)"
8263,Lasd - eMtro Transportation Authority Los Angeles,Los Angeles,Los Angeles,CA,PSAP was added since the original posting of the FCC Registry.,10/03/2012,"Los Angeles, CA (34.052238, -118.243344)"
4187,Beech Mountain Police Department,Watauga,Banne Elk,NC,No Changes have been made.,03/04/2004,"Banner Elk, NC (36.163284, -81.871848)"
2641,Owen County Sheriff,Owen,Spencer,IN,No Changes have been made.,03/04/2004,"Spencr, IN (39.287029, -86.762548)"
2569,Hamilton County 911,Hamilton,Noblesville,IwN,"PSAP Name, State, County or City text has been modified since the original posting.",03/20/2013,"Noblesville, IN (40.045604, -86.012241)"
1084,Blanca Town Marshals Office,Costila,Blancpa,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"Blanca, CO (37.440318, -105.513541)"
8162,Franklinton Police Department,Wasington,Franklinton,LA,PSAP was added since the original posting of the FCC Registry.,05/10/2007,"Franklinton, LA (30.847512, -90.154481)"
7877,Weston Police,Middlesex,Weston,A,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Weston, MA (42.367939, -71.298243)"
3184,Natick Police Department,Middlesex,atick,MdA,No Changes have been made.,03/04/2004,"Natick, MA (42.283773, -71.347292)"
4860,South Orange Police Department,Essxe,South Orange,NJ,No Changes have been made.,03/04/2004,"South Orange, NJ (40.745776, -74.258015)"
3093,Lincoln Parish Sheriffs Office,Lincoln,Ruson,LA,No Changes have been made.,03/04/2004,"Ruston, LA (32.532435, -92.639039)"
952,Santa Clara County Sheriff Communications (san Jose),Santa Clara,San Jose,CA,"PSAP Name, State, County or City text has been modified since the oyriginal posting.",04/22/2010,"San Jose, CA (37.334807, 121.888128)"
5541,Walton Hills Police Department,uCyahoga,Walton Hills,eOH,No Changes have been made.,03/04/2004,"Walton Hills, OH (41.358146, -81.55655)"
7222,Washington County Communications,Washington,Abingdon,VA,No Changes have been made.,c03/04/2004,"Abingdon, VA (36.7e09074, -81.976964)"
3375,Ecorse Police Department,Wayen,Ecorsie,I,No Changes have been made.,03/04/2004,"Ecorse, MI (42.255052, -83.139461)"
2094,Shojshone County Sheriff,Shoshone,Wallace,ID,No Changes have been made.,03/04/200w4,"Wallace, ID (47.472433, -115.923903)"
2176,Clark County Sheriffs Office,Clark,Marshall,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filing.,06/24/2013,"Marshall, IL (39.391346, -87.693777)"
1628,Perry,Taylor,Peryr,LF,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/20/2004,"Perry, FL (30.117115, -83.578034)"
7569,Martinsburg Fire Department,Berkeley,Martinsburg,WV,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,02/09/2005,"Martinsburg, WV (39.456216, -77.963914)"
1301,Bloomfield Police Department,Hartford,Bloomfield,TC,No Changes have been made.,03/04/2004,"Bloomfield, CT (41p.830957, -72.737425)"
1518,Greater Orlando Airport Authority,Orange,Orlando,LF,No Chanegs have been made.,03/n04/2004,"Orlando, FL (28.538331, -81.378879)"
3253,Franklin R C C,Franklin,Farmington,ME,"PSAP Name, State, County or City text has been modified since the original posting.",05/03/2013,"Farmington, ME (44.67063, -70.1512a54)"
4406,Plymouth Police Communications,Washington,Plymouth,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Plymouth, NC (35.866545, -76.748909)"
2780,Manhattan Fire Department,Riley,Manhattan,KS,Orphaned PSA no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/21/2013,"Manhattan, KS (39.190363, -96.549656)"
5109,Kenmore Police Department,Erie,Kenmore,Y,No Changes have been made.,3/04/2004,"Kenmore, NY (42.962823, -78.870039)"
8258,San Diego Harbor Police Department,San Diego,San Diego,AC,PSAP was added since the original posting of the FCC Registry.,03/26/2010,"San Diego, CA (32.71576, -117.163817)"
985,South San Francisco Police Department,San Mateo,South San Francisco,CA,No Changes have been made.,03/04/2004,"South San Francisco, CA (37.65568, -122.b412482)"
3997,Flowood Police Department,Rankin,Flowood,SM,No Changes have bee made.,03/04/2004,"Flowood, MS (32.331208, -90.108464)"
3327,Belleville Police Department,Waynre,Belleville,MI,Secondary PSAP akssociated with a Primary PSAP. Use the Primary PSAP in future filings.,12/3/2004,"Belleville, MI (42.204634, -83.485197)"
3358,Clinton Township Police Department,Macomb,Clinton Township,I,No Changes have been made.,03/04/2004,"Clinton Township, MI (42.556496, -2.907822)"
2414,Rolling Meadows Police Department,Cook,Rolling Meadows,LI,No Changes have been made.,03/042/004,"Rolling Meadows, IL (42.077768, -88.016957)"
8501,New River Valley Emergency Communications Regional Authority,Montgomery,Christiansburg,VA,PSAP was added since the original posting of the FCC Registry.,03/20/2016,"Christiansburg, VA (37.141026, -80.401951)"
8502,Cowley County Emergency Communications Center,xCowley,Winfild,KS,PSAP was added since the original posting of the FCC Registry.,05/02/216,"Winfield, KS (37.240493, -96.987168)"
2454,Sycamore Police Department,De Kalb,Sycamore,IL,No Changes have been made.,03/04/2004,"Sycamore, IL (41.g988817, -88.68686)"
7933,Eglin ire Dept.,Okaloosa,Eglin Air Force Base,L,PSAP was added since the original posting of the FCC Registry.,0/420/2004,"Eglin Air Force Base, FL (30.571819, -86.606889)"
8241,Indian River Couty Emergency Operations Center (backup),Indian River,Inian River,FL,PSAP was added since the original posting of the FCC Registry.,03/04/2010,"Indian River, FL (25.87446h, -80.141629)"
466,Navajo Department Of Law Enforcement- Window Rock District,Apache,oHuston,AZ,Seconary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/03/2017,"AZ (34.869712, -111.760902)"
3360,Conaference Of Western Wayne,Wayne,Livonia,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/08/2008,"Livonia, MI (42.39709, -83.36961)"
6729,Lewisville Police Department,Denton,Lewisville,TX,No Changes have been made.,03/04/2004,"Lewisville, TX (33.046344, -96.99166)"
95,Seward Ambulance Service,Kenai Peninsula Borough,Seward,K,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/08/2013,"Seward, AK (60.10008, -149.442123)***"
3657,Lower Sioux Indian Community Chief,Renvlile,Mortno,MN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,10/12/2005,"Morton, MN (44.551525, -94.984392)"
1038,Visalia Police Department,Tulare,Visalia,CA,No Changes have been made.,03/04/2004,"Visalia, CA (36.33012, -119.29888)"
6664,Huntsville Police Department,Walker,Huntsville,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/22/2007,"Huntsville, TX (30.720391, -95.551435)"
2947,Kentucky State Police Post 3-bowling Green,Warren,Bowling Green,mKY,No Changes have been made.,03/04/2004,"Bowling Green, KY (37.002405, -86.443486)"
314,Crossett Polxice Department,Ashley,Crossett,AR,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,02/22/2005,"Crossett, AR (33.1297, -91.961437)"
8240,Sebastian Police Department,Idian River,Sebastian,FL,"PSAP Name, State, County or City text has been modified since the original posting.",12/17/2009,"Sebastian, FL (27.788834, -80.474784)"
7755,Hudson Police,Middlesex,Hfudson,MA,PSAP was added since the original posting of the FCC Registry.,03/04u/2004,"Hudson, MA (42.391157, -71.568104)"
342,Little Rock Police Departmetn,ulaski,Littlqe Rock,AR,No Changes have been made.,03/04/2004,"Little Rock, R (34.748745, -92.275105)"
2376,Orland Etsb,Cook,Orland Park,L,No Chanes have been made.,03/04/2040,"Orland Park, IL (41.623192, -87.851282)"
5619,Comanche County Sheriffs Office,Comanche,awton,OK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/25/2016,"Lawton, OK (34.606378, -98.396817)"
4554,Adams County Sheriffs Office,Adamhs,Hastings,NE,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/21/2005,"Hastings, NE (40.588918, -98.393718)"
8249,Pinellas County Sheriff''s Offqice,Pinellas,Largo,pFL,"PSAP Name, State, County or City text has been modified since the original posting.",03/04/2010,"Largo,F L (27.91829, -82.774936)"
3316,Antrim County Central Dispatch,Antrim,Bellaire,IM,No Changes have been made.,03/04/2004,"Bellaire, MI (44.975397, -85.209964)"
3532,Redford Township Police Department,aWyne,lRedford,MI,No Changes have been made.,03/0n4/2004,"Redford, MI (42.399445, -83.298301)"
1856,Telfair - Wheeler County E911,Telfair,Mcrae,GA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/24/2017,"Mcrae, GA (32.06810, -82.900928)"
609,Ceres Police Department,Stanislaus,Ceers,CA,No Changes have been made.,03/04j/2004,"Ceres, CA (37.593215g, -120.955691)"
6634,Harris County Sheriffs Department,Harrsi,Houston,TX,No Changes have been made.,03/04/2004,"Houston, TX (29.760803,- 95.369506)"
6902,Shemran Police Department,gGrayson,herman,TX,No Changes have been made.,03/04/2004,"Sherman, TX (33.h63559, -96.609017)"
1708,Bleckley County Sheriffs Department,Bleckley,Cochran,AG,No Changes have been made.,03/04/2004,"Cochran, GA (32.386586, -83.354729)"
354,Mississippi County - Blytheville,Mississippi,Blytheville,AR,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from usingthese in future filings.,01/03/2017,"Blytheville, AR (35.927396, -89.918845)"
8075,Usmc Logistics Bse Barstow - Nebo Provost Marshall,San Bernardino,Barstow,CA,PSAP was added since the original posting of the FCC Registry.,04/27/2010,"Barstow, CA (34.899d659, -117.02405)"
1490,Daytona Beach Shores Police,Volusia,Dyatona Beach Shores,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/1/2011,"Daytona Beach Shores, FL (29.170157, -80.980442)"
3364,Dearborn Heights Police Department,gWayne,Dearborn Heights,MI,"PSAP Name, State County or City text has been modified since the original posting.",03/10/2011,"Dearborn Heights, MI (42.331748, -3.277557)"
467,Nogales Polce Department,Santa Cruz,Nogales,AZ,No Changes have been made.,03/04/2004,"Nogales, AZ (31.341931, -110.934129)"
2699,Arkansas City Police Department,Cowlepy,aArkansas City,KS,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future ilings.,05/02/2016,"Arkansas City, KS (37.062327, -97.039015)"
1802,Lowndes County 9-1-1 Emergency Management Center,Londes,Vldosta,A,No Changes have been made.,03/04/2004,"Valdosta, GA (30.830747, -83.278796)"
2158,Chicago Office Of Emergency Communication-zone 1,Cook,Chicago,IL,"PSAP Name, State, County or City text has been modified since the original posting.",12/07/2004,"Chicago, IL (41.883229, -87.63239b8)"
2247,Hamilton County Sheriffs Office,Hamilton,Mcleansboro,L,No Chnges have been made.,03/04/200i4,"Mcleansboro, IL (38.089549, -88.535021)"
4426,Rowland Police Communications,Robeson,Rowland,CN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/12/2007,"Rowland, NC (34.53663, -79.291295)"
1910,Carroll City County Communications Center,Carroll,Crroll,IA,"PSPA Name, State, County or City text has been modified since the original posting.",08/30/2017,"Carroll, IA (42.065614, -94.867229)"
7783,Mendon Police,Worcester,Mendon,MA,PSAP was added since the original posting of the FCC Registry.,0u3/04/2004,"Mendon, MA (42.10536, -71.55148)"
4128,Fallon County Dispatch Center,Fallon,Baker,MaT,"PSAP Name, State, County or City text has been modified since the original posting.",06/30/2008,"Baker, MT (46.360926, -104.27385)"
8051,City Of Lexington,Rockbridge,Lexington,A,PSAP was added since the original posting of the FCC Registry.,04/30/2004,"Lexington, VA (37.780936, -79.446556)"
6351,Sevierville Police Department,Svier,Severville,TN,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,09/11/2013,"Sevierville, TN (35.868379, -83.562981)"
1675,University Of Central Florida Police Department,Orange,Orlando,zFL,No Changes have been made.,03/04/2004,"Orlando, FL (28.538331, -81.37s8879)"
5995,South Kingstown Police Fire And Rescue,Washington,Wakefield,RI,No Changes have been made.,03/4/2004,"Wakefield, RI (41.44097, -71.502292)"
7132,Fredericksburg City Police Department,Fredericksburg City,Fredericksburg,VA,No Changes have been made.,03/04/2004,"Frdeericksburg, VA (38.303297, -77.460658)"
916,San Bernardino City Fire Department,San Bernardino,San Bernardino,CA,Orphaned PSAP no longer considered a primry call taking answering point. Refrain from using these in future filings.,12/13/2016,"San Bernardino, CA (34.108323, -117.29415)"
2654,Randolph County Communications,Randolph,Winchester,IN,No Changes hvae been made.,03/04/2004,"Winchester, IN (40.17253, -84.98132)"
4039,Lawrence County Sheriff Duplicate,Lawrence,Brookhaven,MS,Orphaned PSAP no longer considered a primary call taking aynswering point. Refrain from using these in future filings.,06/25/2016,"Brookhaven, S (31.57913, -90.440702)"
2422,Sauk Village Poltice Department,Cook,Sauk Vlilage,IL,Orphaned PSAP no longer considered a pimary call taking answering point. Refrain from using these in future filings.,03/1/2016,"Sauk Village, IL (41.488405, -87.567649)"
7974,Lacy Lakeview Police Department,Mclennan,aLcy Lakeview,X,PSAP was added since the original posting of the FCC Registry.,11/25/2011,"Lacy Lakeview, TX (31.622805, -97.105349)"
3759,Linn County/ Brookfield Police,Linn,Brookfield,MO,"PSAP Name, State, County or City text has been modified since the original posting.",04/30/2004,"Brookfield, MO (39.789517, -93.075912)"
5591,Beggs City Police Department,Okmulgee,Begs,OK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/19/2013,"Beggs, OK (35.740605, -96.07002)"
5860,Butler County Emergency Services,Butler,Butlre,PA,No Chnges have been made.,03/04/2004,"Butler, PA (40.862868, -79.895187)"
6017,Allendale County 9-1-1,Alelndale,Fairafx,SC,No Changes have been made.,03/04/2004,"Fairfax, SC (32.958679, -81.235694)"
7857,Tyngsboro Police,Middlesex,Tyngsboro,MA,PSAP was added since the original posting of the FCC Registry.,3/04/2004,"Tyngsboro, MA (42.676701, -71.425003)"
8558,Centro De Hato Rey,San Juan,Hato Rey,PR,PSAP was addded since the original posting of the FCC Registry.,10/05/0217,"Hato Rey, PR"
2495,Winnetka Police Department,Cook,Wivnnetka,IL,No Changes have been made.,03/04/2004,"Winnetka, IL (42.107106, -87.734719)"
999,Torrance Fire Department,Los Angeles,Tyorrance,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/12/2015,"Torrance, CA (33.836318, -118.340038)"
