X,Y,OBJECTID,ID,LOCAL_ID,ASMNT_DT,ADMIN_ST,ADM_UNIT_CD,RPRN_WTLND_AREA_NM,AREA_ID,NWI_NHD_RCH_CD,ASMNT_APRCH,ACRES,AREA_BREAK_RATIONALE,PTNTL_DESC,ALTR_PTNTL,LENTIC_TYPE,SPRING_TYPE,GEOL_STR_TYPE,PRMRY_LITHOLOGY,DISCHARGE_PERMANENCE,DEV_NOTES,LIVESTOCK_SEASON,COMMENTS,RPRN_WTLND_AREA_SAT,RATIONALE,FLUCTUATE_WTR_LVL_NOT_EXCSVE,RATIONALE_2,RPRN_WTLND_AREA_ENLRGE,RATIONALE_3,WTRSHD_NOT_CONTRIBUTE_DEGRADE,RATIONALE_4,WTR_QLTY_SFCNT,RATIONALE_5,SRFCE_SBSRFCE_FLOW_NOT_ALT,RATIONALE_6,STRCTRE_ACCOMMODATE,RATIONALE_7,DVRSE_AGE_DSTRBN_VEG,RATIONALE_8,DVRSE_CMPSTN_VEG,RATIONALE_9,SPCS_INDCT_MAINT_SOIL,RATIONALE_10,ROOT_WTHSTND_EVENT,RATIONALE_11,RPRN_PLANT_HIGH_VIGOR,RATIONALE_12,VEG_DSPTE_ENERGY,RATIONALE_13,HEAVE_NOT_PRSNT,RATIONALE_14,FVRBL_MICROSITE_CND_MAINT,RATIONALE_15,CHEM_NOT_AFFECT_PLANT,RATIONALE_16,SOIL_SAT_SFCNT,RATIONALE_17,WTR_PERCOLATION_RSTRCT,RATIONALE_18,RPRN_WTLND_AREA_IN_BAL,RATIONALE_19,SHORELINE_CHAR_DSPTE_EVENT,RATIONALE_20,RATE_TREND,RATE_RATIONALE,TREND_MTHD,TREND_RATIONALE,THERMOMETER,PRIORITY,VEG_NOTES,FCTR_PRSNT,FLOW_REGLTN,CHANNELIZATION,DEWATERING,DREDGING,LND_OWN,MINING,ROAD,SPRING_DEV,WTRSHD_CND,OIL_FLD_WTR_DISCH,AGMNT_FLOW,OTHER,FCTR_EXPLN,REPORT,CMLTVE_NOTES,SG_GRS_FRBS,DSTNC_SG_BRSH,CREATE_DATE,MODIFY_DATE,created_date,last_edited_date,GlobalID,SG_GRS_PRSNT,PRFD_FRB_AVLBL
219587.1285,4147096.6391,39,{0A535ED5-D394-4768-81A6-BF46E3A63540},101MMAN0103,2007/07/11 00:00:00+00,CO,COS01000,MIDDLE MANCOS LENTIC PFC SITE 6 (FORMER POND),,,COMPLETE_RECON,,,,,,,,,,,,DIFFICULT TO TELL IF THIS POND HAS DRAINED OUT OR FILLED IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,DIFFICULT TO TELL IF THIS POND HAS DRAINED OUT OR FILLED IN,,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{6FAFFA91-4DB5-402D-AC40-87E9D8EB2383},,
219479.5553,4146964.1327,40,{57EC0785-FFDB-4436-9802-075176288C56},101TPWL0101,2007/07/11 00:00:00+00,CO,COS01000,TEEPEE WETLAND,,,COMPLETE_RECON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,,,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{80E160F2-6666-4071-98DC-6B26DCB2DABF},,
215605.1468,4145835.9884,41,{17212C01-0F62-4484-9E4D-356AB8F26954},102WMAN0103,2007/07/09 00:00:00+00,CO,COS01000,WEST MANCOS LENTIC PFC SITE 1,,,COMPLETE_RECON,,,,,,,,,,,,MEADOW WITH DRIER WETLAND SPECIES.  ADJACENT UPLANDS APPEAR COMPACTED.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,MEADOW WITH DRIER WETLAND SPECIES.  ADJACENT UPLANDS APPEAR COMPACTED.,,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{3A54FA16-DA85-4308-ABD0-170088C783A5},,
214400.5266,4146907.6367,42,{B6F15BCE-7599-48C0-ABCE-5C78D8D2EBF3},102WMAN0104,2007/07/09 00:00:00+00,CO,COS01000,SPRING ABOVE SMALL RESERVOIR IN BIG FLAT PASTURE,,,COMPLETE_RECON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARNA,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,,,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{CB488C86-DAA4-483F-B773-35BFCD03E047},,
215091.2416,4146209.9591,43,{5BF7EF9A-C914-49CD-B71B-1A4C53116F03},102WMAN0105,2007/07/09 00:00:00+00,CO,COS01000,WEST MANCOS LENTIC PFC SITE 2,,,COMPLETE_RECON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,,,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{64EE7D78-78C6-4924-B775-E3C381714268},,
216085.8577,4142986.1626,44,{C04437CF-355D-45D5-BD0D-FF069F331778},101MMAN0105,2007/07/10 00:00:00+00,CO,COS01000,MIDDLE MANCOS LENTIC PFC 3,,,COMPLETE_RECON,,,,,,,,,,,,SITE IS DRYING & UPLANDS ARE IN POOR SHAPE.  OLD ROAD ERODING & DRAINING BASE OF WET MEADOW.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,SITE IS DRYING & UPLANDS IN POOR SHAPE.  OLD ROAD ERODING & DRAINING BASE OF WET MEADOW.,,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{75577BCA-3C13-4B1C-845F-2093E022BFFA},,
216515.6234,4142474.7069,45,{7E519253-09A2-423C-95B6-6DDC85C24DBB},101MMAN0107,2007/07/10 00:00:00+00,CO,COS01000,MIDDLE MANCOS LENTIC PFC 4,,,COMPLETE_RECON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,,,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{633DF429-782F-42E5-98B1-A53726390DC2},,
220976.1351,4143767.9284,46,{F4D03AB6-DE68-4CF4-9F37-0A57A05D6F34},101UNAM0101,2007/07/12 00:00:00+00,CO,COS01000,UNNAMED SPRING LENTIC PFC SITE 9,,,COMPLETE_RECON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,,,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{38A3447F-C7EA-40FA-9C74-793E86A373FB},,
220291.2823,4144562.7707,47,{FA62DA14-807B-418A-A8D3-6C0BCE4DDD1D},101BEAV0101,2007/07/12 00:00:00+00,CO,COS01000,BEAVER POND 1 LENTIC PFC SITE 10,,,COMPLETE_RECON,,,,,,,,,,,,AT HEADWATERS OF SILVER CREEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"LOWEST DAM HAS AMPHIBIANS, SNAKES AND TIGER SALAMANDERS.",,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{DBF90C79-7DF8-42F7-93A5-79B6F6051A2D},,
220506.373,4144568.3334,48,{A1E19125-F29E-4C49-8461-54FA9B525E2C},101BEAV0102,2007/07/12 00:00:00+00,CO,COS01000,BEAVER POND 2 LENTIC PFC SITE 10,,,COMPLETE_RECON,,,,,,,,,,,,AT HEADWATERS OF SILVER CREEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"LOWEST DAM HAS AMPHIBIANS, SNAKES AND TIGER SALAMANDERS.",,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{1659522F-E301-42D6-A6E0-65997A02B6DB},,
219614.0619,4143557.2582,49,{F38272DB-567A-4C57-A8A0-B06DE1B173F8},101BEAV0103,2007/07/12 00:00:00+00,CO,COS01000,BEAVER POND 3 LENTIC PFC SITE 8,,,COMPLETE_RECON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,,,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{1C26D6BE-70DF-4C96-9BAE-FA55CF5A16D3},,
225546.9259,4151445.7325,50,{822CB20A-AC8F-4F10-A1AE-E0357F403AC8},102TWIN0101,2007/07/13 00:00:00+00,CO,COS01000,TWIN LAKES,,,COMPLETE_RECON,,,,,,,,,,,,FEN AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"NEXT TO ROAD, HAS CURRENT RECREATIONAL USE",,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{67136983-7ADA-4E55-859E-1BA1EBABAF38},,
225048.6707,4151355.1405,51,{892E7DE2-F3D2-4B58-BD6C-DF52BDFB49E5},102TWIN0102,2007/07/13 00:00:00+00,CO,COS01000,POND BELOW TWIN LAKES,,,COMPLETE_RECON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,,,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{3798B019-A3F7-4972-9DB6-AEB29CB6E268},,
225894.1515,4153420.2954,52,{149F99CF-FCD7-44C9-ABB7-9562014AD74D},206POND0101,2007/07/13 00:00:00+00,CO,COS01000,TWO PONDS LENTIC PFC SITE 11,,,COMPLETE_RECON,,,,,,,,,,,,NON-FEN POND AND SECOND SMALL POND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARU,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,,,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{95E1A4F3-480F-4920-858D-11779358BDF0},,
168971.3671,4194721.138,53,{0672AA69-B28A-47AF-8EB3-59A2C6EF95AE},605BIGW0101,2001/06/13 00:00:00+00,CO,COS01000,BIG WATER SPRING,,,COMPLETE_RECON,,,,,,,,,,,,DEVELOPED SPRING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,,,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{B139CC34-866F-4ADE-91B9-B58138F8326B},,
177891.4674,4187161.2942,54,{77C15037-C5C9-4C8F-A21D-433DCF536BCA},604GLAD0101,2001/06/13 00:00:00+00,CO,COS01000,GLADE LAKE,,,COMPLETE_RECON,,,,,,,,,,,,"LAKE IS A NATURAL DEPRESSION, 3.65 ACRES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,NO,"DAM/BERM ISN'T CONTAINING THE WATER, HEADCUT AT SPILLWAY MAY BE ACTIVE",,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{93B5AF00-2D57-4591-9BD7-0C564499B6CD},,
177891.4674,4187161.2942,55,{5F13AFAA-59DA-4A36-A011-364A5A05AF96},604GLAD0101,2002/08/23 00:00:00+00,CO,COS01000,GLADE LAKE,,,COMPLETE_RECON,,,,,,,,,,,,"LAKE IS A NATURAL DEPRESSION, 3.65 ACRES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"HEADCUTTING NEAR THE BERM & BELOW THE ROAD CULVERT, 2 SMALL AREAS OF MORE SEVERE HUMMOCKING",,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{34CB465E-2F42-4915-A98A-FB37B6966842},,
181195.894,4188317.4496,56,{73873DBB-5D9E-4048-85BA-C2F241F6503D},506BEEF0101,2001/07/02 00:00:00+00,CO,COS01000,BEEF TRAIL RESERVOIR,,,COMPLETE_RECON,,,,,,,,,,,,1.67 ACRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARNA,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,NO,"CATTLE AT NE END OF DAM & AT WILLOWS CAUSING BANK EROSION, ROAD ACROSS DAM CAUSING EROSION TOO",,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{A10E33B5-E84E-460E-B7C3-213720A7FCE0},,
181195.894,4188317.4496,57,{B97C3E3C-4ABF-447A-8E0F-2955BA487DC7},506BEEF0101,2002/08/23 00:00:00+00,CO,COS01000,BEEF TRAIL RESERVOIR,,,COMPLETE_RECON,,,,,,,,,,,,1.67 ACRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"HEADCUTTING ALONG DAM, LIVESTOCK CAUSING COMPACTION AND GULLYING, SOME SEDIMENTATION",,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{B5D964C3-7504-4BE4-9941-E5F0D468AA0D},,
179350.5333,4189041.0117,58,{A90FB7C9-87E6-47F0-BB7F-1AB893C9E57B},507DRYL0101,2001/07/02 00:00:00+00,CO,COS01000,DRY LAKE,,,COMPLETE_RECON,,,,,,,,,,,,5.24 ACRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,NO,"HEAVY BROWSING OF ASPEN, WILLOW & ROSE, LARGE BEDDING AREA IN SW SECTION, PLANTS HAVE HIGH VIGOR",,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{A20D29B3-B474-4CBF-995D-DEF086488C7E},,
183124.2143,4176141.096,59,{5BDFAA42-FF77-43A0-B4CB-104A8708A6BA},602CABI0101,2001/06/13 00:00:00+00,CO,COS01000,CABIN RESERVOIR,,,COMPLETE_RECON,,,,,,,,,,,,6.05 ACRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARNA,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,NO,"HEADCUTS AT SPILLWAY, TRAILING INTO WETLAND CAN CHANNELIZE FLOWS AND REDUCE SIZE OF WETLAND",,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{7333409D-0FC9-4B77-9BE8-65220FAB833C},,
183124.2143,4176141.096,60,{ECFCA96D-8067-4B3A-947B-99C382EE97E5},602CABI0101,2010/08/05 00:00:00+00,CO,COS01000,CABIN RESERVOIR,,,COMPLETE_RECON,,,,,,,,,,,,6.05 ACRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,PRE-LIVESTOCK USE,,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{77685480-A7B5-427F-B61A-C620B6D873B4},,
182515.1767,4174020.8724,61,{05334095-5D1A-4351-B354-2A0DD65AB8D7},603FERR0101,2001/06/21 00:00:00+00,CO,COS01000,FERRIS RESERVOIR,,,COMPLETE_RECON,,,,,,,,,,,,7.89 ACRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,NO,HEADCUT IN SPILLWAY CAUSING POTENTIAL FOR EXCESSIVE EROSION,,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{1965A8B6-0E5D-4590-BE9B-9F85CD73DE54},,
182515.1767,4174020.8724,62,{70F7BAF9-3D5A-49D0-B540-644647E178A1},603FERR0101,2010/08/05 00:00:00+00,CO,COS01000,FERRIS RESERVOIR,,,COMPLETE_RECON,,,,,,,,,,,,7.89 ACRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,PRE-LIVESTOCK USE,,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{F7EAC9D5-FA39-4B02-AB06-02474DAC78EF},,
218926.5088,4142983.1338,63,{87780CCA-2FB9-4CE9-B5E1-1ABAF32EFD37},101UNAM0102,2007/07/12 00:00:00+00,CO,COS01000,"UNNAMED SPRING LENTIC PFC ""CULVERT 1""",,,COMPLETE_RECON,,,,,,,,,,,,SPRING NEAR CULVERT-ORIGINAL ID DURING HORSE CK TS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NF,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"SEVERE TRAMPLING, CHANNELIZATION",,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{F8A81652-E4CE-450F-8A83-822FE9333297},,
339878.4723,4253872.3855,64,{6EBE1BE8-7CF0-491F-951A-449DC9540C1A},,2011/07/13 00:00:00+00,CO,COS06000,6314 Holly Cochran,CAR03,,COMPLETE_RECON,,,,,,,,,,,,Ephemeral,YES,Rationale Not Recorded,NA,,YES,,YES,,YES,,YES,,NA,Not Applicable,YES,,YES,,YES,,YES,,YES,,NA,,YES,,NA,,YES,,YES,,YES,,YES,,NA,Not Applicable,PFC,,,,,,,YES,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,NO,,,,,,2021/09/15 16:03:23+00,2022/01/25 22:58:15+00,{6E3D8519-762D-4300-ADA9-9904EB3CE7EE},,
346210.7557,4248546.2665,65,{915610E8-1252-466B-83E4-23BC4CDAE14E},CCCAR-01,1912/09/24 00:00:00+00,CO,COS06000,6043 Los Ocho CAR-01,CAR-01,,COMPLETE_RECON,3,,,,,,,,,,,,NO,,NA,,NO,,NO,Road Gully,NA,Intermittent/ Seep,NO,"Roads, gullies, mining",NA,Not Applicable,YES,,YES,,YES,,YES,,NO,"Dead cottonwoods common, head cuts and erosion present.",YES/NO,,YES,,NA,No running water,YES,,YES,,NA,Unknown,NO,Unknown,NA,No islands/ shoreline,FARD,"Ocho head cut below one small seep area. 
Road causing gully erosion",MONITORED,,,,"Species List:
POAN, Salix, monticola, wood rose, beaked sedge (CAUT); one spot (small), Salix lasigndra, Salix geyeriana, arctic rush (JUNARC), 250' of Canada thistle in one drainage ",YES,,NO,YES,NO,NO,YES,NO,NO,NO,,,YES,Climate change/ drought conditions,YES,,,,,,2016/03/21 12:00:05+00,2022/01/13 15:44:18+00,{B6F6F4AA-F7F3-4D22-AD5A-3F99AC9BDF8E},,
157302.8367,4320596.9805,66,{E720634D-24BC-4B92-964F-E4AA4D7EAE1D},,2011/04/13 00:00:00+00,CO,COG01000,Tom's Canyon #3,,,,,,,,,,,,,,,,YES,Rationale Not Recorded,YES,,NO,,YES,,YES,,NO,,NO,,NO,,NO,,NO,,NO,,NO,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,NF,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"Spring is developed and there is dewatering, there have been cattle and wildlife in the area and drainage. There is an old access road / route that has head cutting at bottom of access route in ephemeral drainage above seeping water. There is one decadent willow just below old spring development head cutting may lower water table and dewater. There is oak brush on banks. No other riparian vegetation beside on willow. ",,,,,2021/09/15 16:03:23+00,2022/01/25 22:58:15+00,{C7B26598-5422-4F22-B8E6-250B3BC6E34C},,
162005.9516,4298604.1075,67,{B1E19494-4DF8-401B-BA1E-7D20B5B89CF1},,2011/07/05 00:00:00+00,CO,COG01000,Unaweep Seep,,,,,,,,,,,,,,,,YES,Rationale Not Recorded,YES,,YES,,YES,,YES,,YES,,NA,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,PFC,,,,,,"Dogbane, wildrose, skunkbush, sweet clover, alfalfa, rushes, horsetail, timothy, bulrush, giant hellebore orchid, velvet grass? , St. John’s wort, queen ann's lace, clematis (by road), narrow leaf cottonwood, red osier dogwood, burdock (pinon, .....",,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"There appeared to be a significant flow of water in the seep. No flow was taken.  Grazing doesn’t appear to be affecting system. We observed the orchid , didn’t observe the violet. May be aafected by gravel mining operation to east.",,,,,2021/09/15 16:03:23+00,2022/01/25 22:58:15+00,{9075CDE1-E227-4D0F-825F-C777DCC7B4E7},,
169751.151,4275696.0683,68,{E5175D41-E6B6-4112-B5FA-D893B3D002E2},,2010/05/06 00:00:00+00,CO,COG01000,Barberry Wetland,,,,,,,,,,,,,,,,YES,Rationale Not Recorded,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,YES,,YES,,YES,,NA,,PFC,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,Wetland is being named for the native barberry that was first encountered adjacent to this wetland. There was no problems seen at this wetland. Grazing was not a problem. All species were vigorous.,,,,,2021/09/15 16:03:23+00,2022/01/25 22:58:15+00,{FD4DDC0A-3809-4E13-9021-4F498D98903D},,
170988.289,4278851.5004,69,{5EB06303-1832-43CB-B862-5F7C418E432D},,2010/05/06 00:00:00+00,CO,COG01000,Elk Hillside Wetland,,,,,,,,,,,,,,,,YES,Rationale Not Recorded,NA,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,NA,,NA,,YES,,YES,,YES,,NA,,PFC,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,"Large hillside wetland of approximately 2.5 acres species include ditch reed grass (calamagrostis scopulorum) Baltic rush, Coyote Willow (sparce), basin wildrye. Lot of crust (alkali) on the surface and source appears to be discharging from limestone",,,,,2021/09/15 16:03:23+00,2022/01/25 22:58:15+00,{8B23B56B-AC52-4CBC-858F-AC76A9E2ED42},,
152999.5347,4271747.144,70,{5F953692-3101-4252-A623-627504A6CD33},,2014/08/28 00:00:00+00,CO,COG01000,Sedge Corner,,,,,,,,,,,,,,,,YES,Rationale Not Recorded,YES,,YES,,YES,,YES,,NO,,NA,,NA,,YES,,YES,,YES,,YES,,NA,,YES,,NA,,YES,,YES,,YES,,YES,,NA,,PFC,,,,,,"Tamarisk is dying, beetles must be present",,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,Unusual site w/ road bisecting wetland. Site could be damaged if road or culvert are not properly maintained.,,,,,2021/09/15 16:03:23+00,2022/01/25 22:58:15+00,{3EBE78BB-83A5-499B-914A-8D5F95254BB8},,
211612.2711,4309672.6266,71,{D0C54AB1-961E-4769-8F3F-6D2927139761},,2012/09/07 00:00:00+00,CO,COG01000,Cheney Reservoir,,,,,,,,,,,,,,,,YES,Rationale Not Recorded,YES,,NO,,NO,,,,YES,,YES,,YES,,YES,,YES,,YES,,NO,,NA,,YES,,NO,,YES,,YES,,YES,,,,NA,,FARNA,,,,,,"Rio Grand cottonwood, tamarisk, knapweed, burdock, willow, rush, sedge, inland salt grass. historic heavy grazing and salinity have likely affected plant density/distribution/diversity",,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,Livestock grazing has impacted the system. Other factors such as diverted flow and salinity may also be impacting the system. Grazing has been rested and vegetation is beginning to rebound.,,,,,2021/09/15 16:03:23+00,2022/01/25 22:58:15+00,{87BE3928-FD74-4C4A-B70A-B4F5E260C42A},,
165615.0479,4342613.6482,72,{6A4842F2-D86F-4C15-9B2F-32559F7B630F},,2010/10/12 00:00:00+00,CO,COG01000,Stalagmite Spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,,,,,,2021/09/15 16:03:23+00,2021/09/15 16:03:23+00,{E38D1A7E-3277-4881-BDCF-DAEE6F40A2EC},,
309297.5575,4227796.8093,73,{9A203918-3787-4180-B2B5-E9AB5D7480CC},CAR-02,2011/07/28 00:00:00+00,CO,COS06000,6103 Indian Creek,Indian Creek,,COMPLETE_RECON,0,,,,,,,,,,,,YES,Rationale Not Recorded,NA,Old dams common,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,YES,,YES,,PFC,,,,,,"Plant Species List: 
yellow willow, drummond willow, bebb willow, geyer willow, engleman spruce, aspen, alder, timothy, elderberry, spike rush, carex bella, wood rush, timithy, poa pretensis, water sedge, tall geum, tufted tarngrass, white clover, brook cress, triangle senecio, brook saxafrag, cow bane, foxtail, red top. ",NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,,,,,,2016/12/20 12:00:05+00,2022/01/25 22:58:15+00,{1B38AF7B-95EC-46E5-81AB-F02C88023859},,
307923.0987,4232069.1801,74,{AB2B4FB6-CA8A-48B8-92A7-9F8B7D153BC0},CAR-03,2011/08/09 00:00:00+00,CO,COS06000,6103 Indian Creek ,Indian Creek ,,COMPLETE_RECON,0,,RI1-A Yellow willow-geyer willow-other willows- beaked sedge,,,,,,,,,,YES,Rationale Not Recorded,YES,,YES,,YES,,YES,,YES,Some hoof action and old hummocking evident,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,NA,,YES,,YES,,YES,,YES,,NA,Not Applicable,PFC,,,,,,,NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,,,,,,2016/12/21 12:00:05+00,2022/01/25 22:58:15+00,{94B3D4A3-AFE2-4F8D-B78A-1BD7414529D7},,
345753.4843,4408592.6386,75,{C5C57DEA-FF07-49FF-8DA6-0B1A3FB4EE59},275144,2016/08/24 00:00:00+00,CO,COG02000,Big Slip Reservoir,,,COMPLETE_RECON,1,,,,,,,,,,,,YES,Rationale Not Recorded,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,,YES,Dense mats of sedge protects shoreline,PFC,,,,PFC-UP,,"The riparian area is healthy and vigorous along the shores of this old reservoir..  Some hoof action/trampling is evident, but not enough to destroy the riparian vegetation.",NO,,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,YES,,,,,,2017/04/03 12:00:05+00,2022/01/25 22:58:15+00,{DE30FE37-C248-4527-AD0B-2E8BD4573356},,
