Year,OSHPD_ID,Facility Name,County,Type of Ownership,Hospital Type,Teaching,Small/Rural,Licensed Beds,Available Beds,Staffed Beds,Patient Days by Payer,Total Patient Days,Total Patient Days Percent,Payer,LTC Patient Days,Location
2013,106301127,KINDRED HOSPITAL - BREA,Orange,Investor,Comparable,,,86,86,86,$155.00,26024,0.6%,Other Payers,0,"BREA, California
(33.917763, -117.898326)"
2015,106494106,SUTTER SANTA ROSA REGIONAL HOSPITAL,Sonoma,Non-Profit,Comparable,,,84,84,83,$69.00,26983,0.3%,Other Payers,0,"SANTA ROSA, California
(38.439698, -122.715642)"
2010,106364188,KINDRED HOSPITAL-RANCHO,SAN BERNARDINO,Non-Profit,Comparable,,,55,55,52,$99.00,18636,0.5%,Other Payers,0,"RANCHO CUCAMONGA, California
(34.106399, -117.575764)"
2014,106070990,KAISER FDN HOSP - WALNUT CREEK,Contra Costa,Non-Profit,Kaiser Foundation Health,,,233,233,138,$409.00,44352,0.9%,Other Payers,0,"WALNUT CREEK, California
(37.901763, -122.061921)"
2010,106571086,WOODLAND MEMORIAL HOSPITAL,YOLO,Non-Profit,Comparable,,,108,108,108,$148.00,16971,0.9%,Other Payers,0,"WOODLAND, California
(38.677493, -121.774715)"
2011,106190066,BELLFLOWER MEDICAL CENTER,Los Angeles,Investor,Comparable,,,114,110,110,$58.00,26957,0.2%,Other Payers,0,"BELLFLOWER, California
(33.882076, -118.125256)"
2014,106364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,San Bernardino,Non-Profit,Comparable,,,89,89,89,$237.00,26069,0.9%,Other Payers,0,"REDLANDS, California
(34.055562, -117.182603)"
2014,106491001,PETALUMA VALLEY HOSPITAL,Sonoma,Non-Profit,Comparable,,,80,59,29,$173.00,8729,2%,Other Payers,0,"PETALUMA, California
(38.232474, -122.636846)"
2011,106040875,FEATHER RIVER HOSPITAL,Butte,Non-Profit,Comparable,,,100,100,100,$37.00,21250,0.2%,Other Payers,0,"PARADISE, California
(39.752081, -121.621973)"
2015,106150775,GOOD SAMARITAN HOSPITAL - BAKERSFIELD,Kern,Investor,Comparable,,,154,154,120,$68.00,18019,0.4%,Other Payers,0,"BAKERSFIELD, California
(35.373405, -119.018911)"
2010,106040875,FEATHER RIVER HOSPITAL,BUTTE,Non-Profit,Comparable,,,101,101,101,$12237.00,20197,60.6%,Medicare,0,"PARADISE, California
(39.752081, -121.621973)"
2010,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor,Comparable,,,167,167,118,$338.00,42595,0.8%,Other Payers,0,"LOS ALAMITOS, California
(33.804939, -118.071876)"
2012,106210992,KAISER FDN HOSP - SAN RAFAEL,Marin,Non-Profit,Kaiser Foundation Health,,,116,116,70,$145.00,18671,0.8%,Other Payers,0,"SAN RAFAEL, California
(37.974575, -122.531868)"
2012,106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,Contra Costa,Non-Profit,Comparable,,,73,70,70,$191.00,19466,1%,Other Payers,0,"CONCORD, California
(37.979103, -122.031333)"
2012,106341006,UNIVERSITY OF CALIFORNIA - DAVIS MEDICAL CENTER,Sacramento,Non-Profit,Comparable,Teaching,,619,581,562,$160.00,168809,0.1%,Other Payers,0,"SACRAMENTO, California
(38.582087, -121.50012)"
2011,106010735,ALAMEDA HOSPITAL,Alameda,Non-Profit,Comparable,,,161,102,102,$317.00,30082,1.1%,Other Payers,0,"ALAMEDA, California
(37.765336, -122.241873)"
2015,106013619,SAN LEANDRO HOSPITAL,Alameda,City/County,Comparable,,,93,93,93,$110.00,12570,0.9%,Other Payers,0,"SAN LEANDRO, California
(37.728364, -122.158612)"
2015,106190017,ALHAMBRA HOSPITAL MEDICAL CENTER,Los Angeles,Investor,Comparable,,,144,144,144,$105.00,34247,0.3%,Other Payers,9195,"ALHAMBRA, California
(34.095162, -118.126842)"
2014,106074017,SAN RAMON REGIONAL MEDICAL CENTER,Contra Costa,Investor,Comparable,,,123,112,46,$161.00,16424,1%,Other Payers,0,"SAN RAMON, California
(37.764907, -121.951061)"
2013,106400466,ARROYO GRANDE COMMUNITY HOSPITAL,San Luis Obispo,Non-Profit,Comparable,,,67,67,58,$11.00,341,3.2%,Other Payers,0,"ARROYO GRANDE, California
(35.124098, -120.576388)"
2010,106361144,CHINO VALLEY MEDICAL CENTER,SAN BERNARDINO,Investor,Comparable,,,126,126,126,$298.00,16517,1.8%,Other Payers,0,"CHINO, California
(34.010971, -117.689239)"
2013,106370782,UNIVERSITY OF CALIFORNIA - SAN DIEGO MEDICAL CENTER,San Diego,Non-Profit,Comparable,Teaching,,563,553,553,$106.00,159414,0.1%,Other Payers,0,"SAN DIEGO, California
(32.71576, -117.163817)"
2013,106444012,SUTTER MATERNITY & SURGERY CENTER,Santa Cruz,Non-Profit,Comparable,,,30,30,12,$6.00,3914,0.2%,Other Payers,0,"SANTA CRUZ, California
(36.97414, -122.028795)"
2015,106141273,NORTHERN INYO HOSPITAL,Inyo,District,Comparable,,Rural,25,25,11,$123.00,3763,3.3%,Other Payers,0,"BISHOP, California
(37.361412, -118.39527)"
2015,106364502,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,San Bernardino,Non-Profit,Comparable,,,343,343,246,$197.00,82103,0.2%,Other Payers,0,"LOMA LINDA, California
(34.048261, -117.261123)"
2012,106040875,FEATHER RIVER HOSPITAL,Butte,Non-Profit,Comparable,,,100,100,100,$53.00,21226,0.2%,Other Payers,0,"PARADISE, California
(39.752081, -121.621973)"
2014,106301248,LOS ALAMITOS MEDICAL CENTER,Orange,Investor,Comparable,,,167,167,121,$221.00,42717,0.5%,Other Payers,0,"LOS ALAMITOS, California
(33.804939, -118.071876)"
2012,106104062,KAISER FDN HOSP - FRESNO,Fresno,Non-Profit,Kaiser Foundation Health,,,169,169,93,$258.00,23466,1.1%,Other Payers,0,"FRESNO, California
(36.731654, -119.785856)"
2012,106190680,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER SAN PEDRO,Los Angeles,Non-Profit,Comparable,,,356,324,324,$393.00,73869,0.5%,Other Payers,36849,"SAN PEDRO, California
(33.735802, -118.291397)"
2010,106560203,AURORA VISTA DEL MAR HOSPITAL,VENTURA,Investor,Comparable,,,87,87,61,$127.00,22256,0.6%,Other Payers,0,"VENTURA, California
(34.280832, -119.293107)"
2014,106374024,AURORA SAN DIEGO,San Diego,Investor,Comparable,,,80,80,69,$169.00,25593,0.7%,Other Payers,0,"SAN DIEGO, California
(32.71576, -117.163817)"
2014,106301297,PLACENTIA-LINDA COMMUNITY HOSPITAL,Orange,Investor,Comparable,,,114,114,28,$111.00,10805,1%,Other Payers,0,"PLACENTIA, California
(33.871209, -117.860113)"
2012,106040962,ENLOE MEDICAL CENTER-ESPLANADE CAMPUS,Butte,Non-Profit,Comparable,,,298,277,265,$112.00,66083,0.2%,Other Payers,0,"CHICO, California
(39.728956, -121.838779)"
2012,106331226,RIVERSIDE CENTER FOR BEHAVIORAL MEDICINE,Riverside,Investor,Comparable,,,68,68,48,$186.00,5589,3.3%,Other Payers,0,"RIVERSIDE, California
(33.980534, -117.377025)"
2015,106190812,VALLEY PRESBYTERIAN HOSPITAL,Los Angeles,Non-Profit,Comparable,,,350,348,196,$205.00,66310,0.3%,Other Payers,0,"VAN NUYS, California
(34.186699, -118.448097)"
2010,106361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Investor,Comparable,,Small,25,25,25,$282.00,1568,18%,Other Payers,0,"NEEDLES, California
(34.848419, -114.614002)"
2015,106014233,EDEN MEDICAL CENTER,Alameda,Non-Profit,Comparable,,,130,130,128,$126.00,40316,0.3%,Other Payers,0,"CASTRO VALLEY, California
(37.698547, -122.073956)"
2010,106514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,SUTTER,Non-Profit,Comparable,,,14,14,14,$6.00,1623,0.4%,Other Payers,0,"YUBA CITY, California
(39.13222, -121.625147)"
2010,106034002,SUTTER AMADOR HOSPITAL,AMADOR,Non-Profit,Comparable,,Small,42,42,42,$129.00,7601,1.7%,Other Payers,0,"JACKSON, California
(38.347604, -120.772295)"
2014,106304113,CHILDREN'S HOSPITAL - MISSION,Orange,Non-Profit,Comparable,,,54,54,20,$39.00,7875,0.5%,Other Payers,0,"MISSION VIEJO, California
(33.595018, -117.659099)"
2011,106370749,ALVARADO PARKWAY INSTITUTE BHS,San Diego,Investor,Comparable,,,66,66,66,$235.00,22405,1%,Other Payers,0,"LA MESA, California
(32.766157, -117.024725)"
2015,106010987,WASHINGTON HOSPITAL - FREMONT,Alameda,District,Comparable,,,341,316,146,$373.00,56581,0.7%,Other Payers,0,"FREMONT, California
(37.550195, -121.980829)"
2015,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,Tehama,Non-Profit,Comparable,,Rural,76,66,66,$106.00,8090,1.3%,Other Payers,0,"RED BLUFF, California
(40.176607, -122.234146)"
2015,106380865,LAGUNA HONDA HOSPITAL & REHAB CENTER,San Francisco,City/County,LTC Emphasis,,,780,780,774,$317.00,276097,0.1%,Other Payers,0,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2013,106190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,377,377,315,$385.00,88240,0.4%,Other Payers,16149,"MISSION HILLS, California
(32.7528, -117.186096)"
2011,106105029,FRESNO HEART & SURGICAL HOSPITAL,Fresno,Investor,Comparable,,,57,57,55,$46.00,10355,0.4%,Other Payers,0,"FRESNO, California
(36.731654, -119.785856)"
2011,106040962,ENLOE MEDICAL CENTER-ESPLANADE CAMPUS,Butte,Non-Profit,Comparable,,,298,277,265,$103.00,66908,0.2%,Other Payers,0,"CHICO, California
(39.728956, -121.838779)"
2012,106414018,MENLO PARK SURGICAL HOSPITAL,San Mateo,Investor,Comparable,,,16,16,16,$39.00,351,11.1%,Other Payers,0,"MENLO PARK, California
(37.453629, -122.18296)"
2015,106040962,ENLOE MEDICAL CENTER-ESPLANADE CAMPUS,Butte,Non-Profit,Comparable,,,298,277,210,$253.00,74920,0.3%,Other Payers,0,"CHICO, California
(39.728956, -121.838779)"
2015,106150722,BAKERSFIELD MEMORIAL HOSPITAL,Kern,Non-Profit,Comparable,,,426,403,403,$283.00,67338,0.4%,Other Payers,0,"BAKERSFIELD, California
(35.373405, -119.018911)"
2014,106014132,KAISER FDN HOSP - FREMONT,Alameda,Non-Profit,Kaiser Foundation Health,,,106,106,34,$133.00,13207,1%,Other Payers,0,"FREMONT, California
(37.550195, -121.980829)"
2010,106490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,District,Comparable,,Small,43,38,38,$296.00,9743,3%,Other Payers,5225,"HEALDSBURG, California
(38.615845, -122.871942)"
2010,106400524,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,Investor,Comparable,,,173,173,79,$310.00,28307,1.1%,Other Payers,0,"SAN LUIS OBISPO, California
(35.282619, -120.660014)"
2012,106364188,KINDRED HOSPITAL - RANCHO,San Bernardino,Non-Profit,Comparable,,,55,55,48,$26.00,18317,0.1%,Other Payers,0,"RANCHO CUCAMONGA, California
(34.106399, -117.575764)"
2015,106250956,MODOC MEDICAL CENTER,Modoc,City/County,Comparable,,Rural,87,87,49,$154.00,13926,1.1%,Other Payers,13458,"ALTURAS, California
(41.490967, -120.542538)"
2014,106361110,BEAR VALLEY COMMUNITY HOSPITAL,San Bernardino,District,Comparable,,Rural,30,30,24,$159.00,6813,2.3%,Other Payers,6280,"BIG BEAR LAKE, California
(34.243516, -116.899432)"
2011,106190380,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,Los Angeles,Investor,Comparable,,,159,159,159,$165.00,39459,0.4%,Other Payers,0,"HOLLYWOOD, California
(34.098301, -118.325798)"
2014,106504038,STANISLAUS SURGICAL HOSPITAL,Stanislaus,Investor,Comparable,,,23,23,23,$8.00,1302,0.6%,Other Payers,0,"MODESTO, California
(37.640735, -121.002435)"
2015,106191231,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,Los Angeles,City/County,Comparable,Teaching,,355,272,189,$77.00,66628,0.1%,Other Payers,0,"SYLMAR, California
(34.3078, -118.448303)"
2014,106260011,MAMMOTH HOSPITAL,Mono,District,Comparable,,Rural,17,17,17,$61.00,1196,5.1%,Other Payers,0,"MAMMOTH LAKES, California
(37.64696, -118.967479)"
2012,106400548,TWIN CITIES COMMUNITY HOSPITAL,San Luis Obispo,Investor,Comparable,,Rural,122,122,52,$194.00,19094,1%,Other Payers,0,"TEMPLETON, California
(35.549809, -120.70491)"
2011,106320986,PLUMAS DISTRICT HOSPITAL,Plumas,District,Comparable,,Rural,25,25,25,$45.00,1394,3.2%,Other Payers,0,"QUINCY, California
(39.936754, -120.948961)"
2013,106210992,KAISER FDN HOSP - SAN RAFAEL,Marin,Non-Profit,Kaiser Foundation Health,,,116,116,71,$131.00,17027,0.8%,Other Payers,0,"SAN RAFAEL, California
(37.974575, -122.531868)"
2012,106361339,ST. BERNARDINE MEDICAL CENTER,San Bernardino,Non-Profit,Comparable,,,463,325,314,$166.00,71545,0.2%,Other Payers,0,"SAN BERNARDINO, California
(34.108323, -117.29415)"
2011,106014034,FREMONT HOSPITAL - FREMONT,Alameda,Investor,Comparable,,,96,96,96,$79.00,31039,0.3%,Other Payers,0,"FREMONT, California
(37.550195, -121.980829)"
2013,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,San Bernardino,City/County,Comparable,Teaching,,456,436,368,$411.00,123563,0.3%,Other Payers,0,"COLTON, California
(34.070139, -117.323641)"
2011,106331288,PALO VERDE HOSPITAL,Riverside,District,Comparable,,Rural,51,35,25,$406.00,4243,9.6%,Other Payers,0,"BLYTHE, California
(33.610437, -114.596827)"
2012,106190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,377,377,315,$365.00,94800,0.4%,Other Payers,15885,"MISSION HILLS, California
(32.7528, -117.186096)"
2014,106370755,PALOMAR HEALTH DOWNTOWN CAMPUS,San Diego,District,Comparable,,,679,679,291,$206.00,96116,0.2%,Other Payers,0,"ESCONDIDO, California
(33.130363, -117.085357)"
2013,106344017,SUTTER CENTER FOR PSYCHIATRY,Sacramento,Non-Profit,Comparable,,,73,73,73,$226.00,18940,1.2%,Other Payers,0,"SACRAMENTO, California
(38.582087, -121.50012)"
2013,106434218,KAISER PERMANENTE PHF - SANTA CLARA,Santa Clara,Non-Profit,Psychiatric Health Facilities,,,24,24,24,$13.00,6508,0.2%,Other Payers,0,"SANTA CLARA, California
(37.352395, -121.953076)"
2013,106141273,NORTHERN INYO HOSPITAL,Inyo,District,Comparable,,Rural,25,25,7,$83.00,2283,3.6%,Other Payers,0,"BISHOP, California
(37.361412, -118.39527)"
2014,106342392,SIERRA VISTA HOSPITAL,Sacramento,Investor,Comparable,,,120,120,120,$28.00,39727,0.1%,Other Payers,0,"SACRAMENTO, California
(38.582087, -121.50012)"
2015,106191227,LAC/HARBOR-UCLA MEDICAL CENTER,Los Angeles,City/County,Comparable,Teaching,,453,447,285,$14693.00,110493,13.3%,Medicare,0,"TORRANCE, California
(33.836318, -118.340038)"
2015,106190256,EAST LOS ANGELES DOCTOR'S HOSPITAL,Los Angeles,Investor,Comparable,,,127,127,127,$140.00,16035,0.9%,Other Payers,8093,"LOS ANGELES, California
(34.052238, -118.243344)"
2012,106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,Los Angeles,Non-Profit,Comparable,,,55,55,55,$25.00,12757,0.2%,Other Payers,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2013,106190176,CITY OF HOPE HELFORD CLINICAL RES HOSPITAL,Los Angeles,Non-Profit,Comparable,,,217,186,186,$63.00,59570,0.1%,Other Payers,0,"DUARTE, California
(34.139586, -117.973256)"
2013,106190392,GOOD SAMARITAN HOSPITAL - LA,Los Angeles,Non-Profit,Comparable,,,408,313,169,$165.00,58391,0.3%,Other Payers,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2014,106190400,HUNTINGTON MEMORIAL HOSPITAL,Los Angeles,Non-Profit,Comparable,,,548,548,305,$4.00,113188,0%,Other Payers,0,"PASADENA, California
(34.14955, -118.141452)"
2015,106196168,EARL & LORRAINE MILLER CHILDREN'S HOSPITAL,Los Angeles,Non-Profit,Comparable,,,371,371,216,$45.00,74394,0.1%,Other Payers,0,"LONG BEACH, California
(33.767168, -118.193723)"
2012,106150737,KERN VALLEY HEALTHCARE DISTRICT,Kern,District,Comparable,,Rural,99,99,99,$304.00,22949,1.3%,Other Payers,20210,"LAKE ISABELLA, California
(35.604554, -118.486069)"
2015,106100697,COALINGA REGIONAL MEDICAL CENTER,Fresno,District,Comparable,,Rural,123,116,90,$102.00,29005,0.4%,Other Payers,28463,"COALINGA, California
(36.139801, -120.360264)"
2015,106190681,MIRACLE MILE MEDICAL CENTER,Los Angeles,Investor,Comparable,,,17,17,2,$432.00,515,83.9%,Other Payers,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2015,106014050,VALLEYCARE MEDICAL CENTER,Alameda,Non-Profit,Comparable,,,242,222,108,$198.00,39974,0.5%,Other Payers,8319,"PLEASANTON, California
(37.656667, -121.878923)"
2014,106560838,PACIFIC SHORES HOSPITAL,Ventura,Investor,Comparable,,,30,30,30,$40.00,4391,0.9%,Other Payers,0,"OXNARD, California
(34.197663, -119.175947)"
2012,106560203,AURORA VISTA DEL MAR HOSPITAL,Ventura,Investor,Comparable,,,87,87,62,$140.00,22310,0.6%,Other Payers,0,"VENTURA, California
(34.280832, -119.293107)"
2013,106214034,NOVATO COMMUNITY HOSPITAL,Marin,Non-Profit,Comparable,,,47,47,17,$110.00,5168,2.1%,Other Payers,0,"NOVATO, California
(38.109189, -122.578257)"
2015,106105029,FRESNO HEART & SURGICAL HOSPITAL,Fresno,Investor,Comparable,,,57,34,31,$24.00,7734,0.3%,Other Payers,0,"FRESNO, California
(36.731654, -119.785856)"
2015,106190045,CATALINA ISLAND MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,Rural,12,12,12,$14.00,2011,0.7%,Other Payers,0,"AVALON, California
(33.343548, -118.32219)"
2014,106344017,SUTTER CENTER FOR PSYCHIATRY,Sacramento,Non-Profit,Comparable,,,73,73,55,$182.00,19711,0.9%,Other Payers,0,"SACRAMENTO, California
(38.582087, -121.50012)"
2013,106374024,AURORA SAN DIEGO,San Diego,Investor,Comparable,,,80,80,66,$116.00,24429,0.5%,Other Payers,0,"SAN DIEGO, California
(32.71576, -117.163817)"
2013,106342392,SIERRA VISTA HOSPITAL,Sacramento,Investor,Comparable,,,120,120,120,$37.00,37777,0.1%,Other Payers,0,"SACRAMENTO, California
(38.582087, -121.50012)"
2014,106444012,SUTTER MATERNITY & SURGERY CENTER,Santa Cruz,Non-Profit,Comparable,,,30,30,16,$12.00,4216,0.3%,Other Payers,0,"SANTA CRUZ, California
(36.97414, -122.028795)"
2013,106260011,MAMMOTH HOSPITAL,Mono,District,Comparable,,Rural,17,17,17,$156.00,1392,11.2%,Other Payers,0,"MAMMOTH LAKES, California
(37.64696, -118.967479)"
2010,106191225,TOM REDGATE MEMORIAL RECOVERY CENTER,LOS ANGELES,Non-Profit,Comparable,,,63,63,63,$19.00,15248,0.1%,Other Payers,0,"LONG BEACH, California
(33.767168, -118.193723)"
2015,106494019,KAISER FDN HOSP - SANTA ROSA,Sonoma,Non-Profit,Kaiser Foundation Health,,,173,173,78,$426.00,27647,1.5%,Other Payers,0,"SANTA ROSA, California
(38.439698, -122.715642)"
2010,106190462,LAS ENCINAS HOSPITAL,LOS ANGELES,Investor,Comparable,,,118,118,46.5,$9302.00,16841,55.2%,Medicare,0,"PASADENA, California
(34.14955, -118.141452)"
2010,106370749,ALVARADO PARKWAY INSTITUTE BHS,SAN DIEGO,Investor,Comparable,,,66,66,66,$15988.00,21662,73.8%,Medicare,0,"LA MESA, California
(32.766157, -117.024725)"
2011,106382715,CHINESE HOSPITAL,San Francisco,Non-Profit,Comparable,,,54,52,29,$63.00,10945,0.6%,Other Payers,0,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2015,106074097,KAISER FDN HOSP - ANTIOCH,Contra Costa,Non-Profit,Kaiser Foundation Health,,,146,146,67,$349.00,22612,1.5%,Other Payers,0,"ANTIOCH, California
(38.016907, -121.813771)"
2011,106160702,CORCORAN DISTRICT HOSPITAL,Kings,District,Comparable,,Rural,32,32,6,$82.00,1548,5.3%,Other Payers,0,"CORCORAN, California
(36.098048, -119.559687)"
2015,106194219,KECK HOSPITAL OF USC,Los Angeles,Investor,Comparable,Teaching,,401,348,228,$146.00,86263,0.2%,Other Payers,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106404046,SAN LUIS OBISPO CO - PHF,San Luis Obispo,City/County,Psychiatric Health Facilities,,,16,16,16,$115.00,2922,3.9%,Other Payers,0,"SAN LUIS OBISPO, California
(35.282619, -120.660014)"
2013,106190784,TEMPLE COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,,,170,170,130,$36.00,12436,0.3%,Other Payers,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106010776,CHILDRENS HOSPITAL & RESEARCH CENTER-OAKLAND,ALAMEDA,Non-Profit,Comparable,,,190,189,189,$210.00,54170,0.4%,Other Payers,0,"OAKLAND, California
(37.804828, -122.27248)"
2014,106231396,UKIAH VALLEY MEDICAL CENTER,Mendocino,Non-Profit,Comparable,,Rural,67,50,50,$91.00,12217,0.7%,Other Payers,0,"UKIAH, California
(39.149997, -123.207635)"
2014,106040962,ENLOE MEDICAL CENTER-ESPLANADE CAMPUS,Butte,Non-Profit,Comparable,,,298,277,190,$364.00,70774,0.5%,Other Payers,0,"CHICO, California
(39.728956, -121.838779)"
2012,106370875,SHARP CHULA VISTA MEDICAL CENTER,San Diego,Non-Profit,Comparable,,,343,343,266,$287.00,100137,0.3%,Other Payers,33327,"CHULA VISTA, California
(32.640071, -117.084042)"
2015,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,Mariposa,District,Comparable,,Rural,34,33,33,$58.00,10195,0.6%,Other Payers,0,"MARIPOSA, California
(37.484274, -119.964786)"
2014,106171395,SUTTER LAKESIDE HOSPITAL,Lake,Non-Profit,Comparable,,Rural,30,30,21,$99.00,6179,1.6%,Other Payers,76,"LAKEPORT, California
(39.043171, -122.915171)"
2015,106050932,MARK TWAIN ST. JOSEPH'S HOSPITAL,Calaveras,Non-Profit,Comparable,,Rural,48,25,13,$29.00,3840,0.8%,Other Payers,0,"SAN ANDREAS, California
(38.196211, -120.68092)"
2012,106361458,COLORADO RIVER MEDICAL CENTER,San Bernardino,Investor,Comparable,,Rural,25,25,25,$73.00,950,7.7%,Other Payers,0,"NEEDLES, California
(34.848419, -114.614002)"
2015,106531059,TRINITY HOSPITAL,Trinity,District,Comparable,,Rural,50,50,40,$359.00,8646,4.2%,Other Payers,6633,"WEAVERVILLE, California
(40.732757, -122.940515)"
2013,106334564,TEMECULA VALLEY HOSPITAL,Riverside,Investor,Comparable,,,140,140,140,$76.00,1339,5.7%,Other Payers,0,"TEMECULA, California
(33.493399, -117.148787)"
2010,106240942,MERCY MERCED MEDICAL CENTER-COMMUNITY CAMPUS,MERCED,Non-Profit,Comparable,,,174,158,138,$166.00,49977,0.3%,Other Payers,0,"MERCED, California
(37.306968, -120.481971)"
2013,106190462,AURORA LAS ENCINAS HOSPITAL,Los Angeles,Investor,Comparable,,,118,118,63,$9805.00,23096,42.5%,Medicare,0,"PASADENA, California
(34.14955, -118.141452)"
2012,106370652,ALVARADO HOSPITAL,San Diego,Investor,Comparable,,,306,306,78,$15975.00,30329,52.7%,Medicare,0,"SAN DIEGO, California
(32.71576, -117.163817)"
2012,106374084,SAN DIEGO HOSPICE & PALLIATIVE CARE CENTER,San Diego,Non-Profit,Comparable,,,24,24,24,$81.00,7263,1.1%,Other Payers,0,"SAN DIEGO, California
(32.71576, -117.163817)"
2015,106301566,"ORANGE COUNTY GLOBAL MEDICAL CENTER, INC.",Orange,Investor,Comparable,,,228,228,228,$10490.00,34869,30.1%,Medicare,0,"SANTA ANA, California
(33.749738, -117.869781)"
2015,106370721,KINDRED HOSPITAL - SAN DIEGO,San Diego,Investor,Comparable,,,70,70,70,$36.00,17061,0.2%,Other Payers,0,"SAN DIEGO, California
(32.71576, -117.163817)"
2011,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,Nevada,Non-Profit,Comparable,,Rural,121,121,121,$249.00,23213,1.1%,Other Payers,5058,"GRASS VALLEY, California
(39.219102, -121.062951)"
2010,106190017,ALHAMBRA HOSPITAL,LOS ANGELES,Investor,Comparable,,,144,144,144,$233.00,30552,0.8%,Other Payers,9441,"ALHAMBRA, California
(34.095162, -118.126842)"
2015,106231396,UKIAH VALLEY MEDICAL CENTER,Mendocino,Non-Profit,Comparable,,Rural,67,50,50,$39.00,11863,0.3%,Other Payers,0,"UKIAH, California
(39.149997, -123.207635)"
