namevalue,address,type,bedroomlimit(double precision),guestlimit(double precision),expirationdate,locationvalue,x(double precision),y(double precision)
828 Girod St Apt 340,828 Girod St Apt 304,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3679852.25,635695.2200984558
828 Girod St Apt 603,828 Giod St Apt 603,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9314269620729, -90.0734543476571)",3679872.0,635280.2569671824
828 Girod St Apt 303,828 Girod St Apt 303,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9314269620729, -90.0734543476571)",3679853.12,528670.46
2628 Elder St,2628 Elder St,Short Term Rental Residential Owner,2.0,4.0,05/09/2023 11:59:59 PM,"(29.979445631573, -90.0835752864682)",3687466.89,545764.56
1126 Independence St,1126 Independence St,Short Term Rental Residential Owner,1.0,2.0,09/18/2023 09:04:06 AM,"(28.0988907068706, -101.517799134252)",3690994.2,535808.37
828 Girod St Apt 53,828 Girod St Apt 503,Short Term Rental Commercial Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3679866.79,528669.37
HILTON NEW ORLEANS/ ST CHARLES AVENUE,200 SPECTRUM CENTER DR,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,12.195356722094337,03/01/2023 12:00:00 AM,"(29.9684668112717, -90.074357136476)",-1.0,-1.0
1109 Erato St,1109 Erato St,Short Term Rental Residential Owner,1.0,2.0,05/24/202 311:59:59 PM,"(29.9457758507935, -90.0747547549417)",3680548.56,525678.8
710 Baronne St Apt 203,710 Baronne St Apt 203,Short Term Rental Commercial Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.9412293969983, -90.0432492047549)",3679764.79,528628.36
326 S Broad St,32 6S Broad St,Short Term Rentalr Commercial Owner,5.0,10.0,05/09/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3674794.4,534244.91
710 Baronne St Apt 205,710 Baronne St Apt 205,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.950500721834, -90.1329010717728)",3679775.21,528625.32
828 Girod St Apt 305,828 Girod St Apt 305,Short Term Rental Commercial Owner,3.0,6.0,5/12/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3679850.08,528657.87
71h0 Baronne St Apt 202,710 Baronne St Apt 202,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9408289824332, -90.0783152735474)",3679760.02,528630.31
972 Picheloup Pl,972 Picheloup Pl,Short Term Rental Residential Owner,1.0,-5.208379094639195,05/11/k2023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3673683.76,540798.74
828 Girod St Apt 505,828 Girod StA pt 505,Short Term Rental Commercial Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9222617299819, -90.0897460818907)",3679863.1,528657.0
828 GirodSt Apt 605,828 Girod St Apt 605,Short TermRental Commercial Owner,3.0,6.0,05/12/2023 11:95:59 PM,"(29.9606030466068, -90.0892656704537)",3679868.31,528655.48
232 S Broad St,223 S Broad St,Short Term Rental Commercial Owner,5.0,16.135971154876252,03/30/2r023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3674918.57,490841.47937733226
1322 Govenror Nicholls St,1322 Governor Nicholls St,Short Term Rental Residential Owner,1.0,2.0,05/12/2023 11:59:59 PM,"(29.9314269620729, -90.0734543476571)",3681765.23,535389.89
2640 St AnnSt,2640 St Ann St,Short Term Rental Residential Owner,1.0,2.0,05/09/2023 11:59:59 PM,"(29.9222617299819, -90.0897460818907)",3677054.55,537067.89
3663 Tchoupitoulas St,3663 Tchoupitoulas St,Short Term Rental Commercial Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.979445631573, -90.0835752864682)",3674102.93,517802.14
710 Baronne St Apt 206,710 Baronne St Apt 260,Short Term Rental Commercial Owner,3.0,-4.6118565824146565,05/12/2023 11:59:59 PM,"(30.0076810893974, -90.1142226970163)",3679781.07,362006.5525226434
828 GirodS t Apt 502,828 Girod St Apt 502,Short Term Rental Commercial Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3679867.66,528673.71
4221 Prytania St 2B,4221 Prytania St 2B,Short Term Rental Residential Owner,2.0,4.0,05/10/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3671424.46,520422.29
710 Baronne St Apt 207,710 Baronne St Apt 207,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3679787.14,528621.85
2822 First St,2822 First St,Short Term Rental Residential Owner,2.0,4.0,05/08/2023 11:59:59 PM,"(29.950500721834, -90.1329010717728)",3674474.71,526884.65
7022 Colapissa St,7022 Colapissa St,Short Term Rental Residential Oqwner,1.0,2.0,05/08/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3668234.97,531810.91
828 Girod St Apt 506,828 Girod St Apt 506,hort Term Rental Commercial Owner,2.0,16.806456151275874,05/11/2023 11:59:59 PM,"(29.9453933043394, -90.049996322177)",3679860.44,645531.698030168
301 Magazine St Apt 304,301 Magazine St Apt 304,Short Term Rental Commercial Owner,2.0,15.347336721877406,11/17/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3681575.33,529692.59
3424 Bienvillhe Ave,3424 Bienville Ave,hSort Term Rental Commercial Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",4635136.842541011,537488.15
4221 Prytania St 2A,4221 Prytania St 2A,Short Term Rental Residential Owner,2.0,4.0,05/10/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3671424.46,520422.29
4720 Laurel St,4720 Laurel St,Short Term Rental Residential Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.918338314667, -90.1053754430927)",3669831.97,517879.68
828 Girod St Apt 504,828 Girod St Apt 504,Short Term Rental Commercial Owner,3.0,13.302728891408648,05/11/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3679864.62,528663.95
828 Girod St Apt 306,828 Girod St Apt 306,Short Term Rental Commercial Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3679848.6,431287.8754177602
3525 Marigny St,3525 Marigny St,Short Term Rental Residential Owner,2.0,4.0,05/09/2023 11:59:59 PM,"(29.941553355964, -90.0732799291885)",3684739.66,736443.4448610779
3015Jefferson Ave,3015 Jefferson Ave,Short Term Rental Residential Owner,1.0,14.070306387415336,05/08/202 311:59:59 PM,"(29.9605816137577, -90.0892762017721)",3668533.52,526451.97
413 Opelousas Ave Apt 202,413 Opelousas Ave Apt 202,Short Term Rental Residential Owner,2.0,13.751159646544451,05/08/2023 11:59:59 PM,"(29.9790585780278, -90.0963903685695)",3686647.6,529006.0
4221 Prytania St 1B,4221 Prytania St 1B,Short Term Rental Residential Owner,2.0,4.0,05/10/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3671424.46,520422.29
823 Poland Ave,823 Poland Ave,Short Term Rental Residential Owner,2.0,4.0,05/31/2023 11:59:59 PM,"(29.9620458128973, -90.0321144051898)",3692858.51,534029.37
3314 Carondelet St Unit A,3314 Carondelet St Unit A,Short Term Rental Residential Owner,1.0,2.0,09/11/2023 09:24:51 AM,"(29.9436221825203, -90.0784593414273)",3674314.37,521970.99
828 Girod St Apt 405,828 Girod St Apt 405,Short Term Rental Commercial Owner,3.0,6.0,05/11/2023 11:95:59 PM,"(29.9671327332648, -90.0590934207344)",3679856.15,528658.74
3042 St Claude Ave B,3042 St Claude Ave B,Short Term Rental Commercial Owner,2.0,4.0,04/04/2023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",3688754.88,535993.83
4624 Orleans Ave,4624 Orleans Ave,Short Term Rental Residential Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.920072176059, -89.9966939616468)",3670614.67,541567.74
2529 Burgundy St Apt B,2529Burgundy St Apt B,Short Term Rental Residential Owner,6.630979394637982,4.0,05/08/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3686797.93,535821.86
270 9Magnolia St,2709 Magnolia St,Short Term Rental Residential Owner,3.0,6.0,05/12/s2023 11:59:59 PM,"(29.9410719890831, -90.1038509996286)",3673890.63,386311.17783921753
1326 Franklin Ave,1326 Franklin Ave,Short Term Rental Commercial Owenr,1.0,2.0,10/12/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3687245.17,537412.07
1539 N Prieur St,1539 N Prieur St,Short Term Rental eRsidential Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9350735188892, -90.1066357165367)",3681018.44,538127.98
828 Girod St Apt 606,828 Girod St Apt 606,Short Term Rental Commecrial Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.9327267848643, -90.0726684417138)",3679866.05,528649.99
647 S Tonti St,647 S Tonti St,Short Term Rental Commercial Ower,5.0,10.0,08/03/2023 11:59:59 PM,"(29.9689344264277, -90.0552316902256)",3674988.24,532467.4
3711 Ulloa St,3711 Ulloa St,Short Term Rental Commercial Owner,3.0,6.0,01/15/2023 11:59:59 PM,"(29.9327171725867, -90.072623855756)",3670856.04,535625.89
2637 St Ann St,2637 St Ann St,Short Term Rental Residential Owner,2.0,12.605467384649073,05/12/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3677136.92,771231.263672267
1804 Gentilly Blvd,1804 Gentilly lBvd,Short Term RentalR esidential Owner,1.0,2.0,03/01/2023 12:00:0 0AM,"(29.9606030466068, -90.0892656704537)",3678801.31,542317.1
2900 S Saratoga St,2900 S Saratoga St,Short Term Rentl Residential Owner,1.0,2.0,05/10/2023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",3674501.76,523700.27
430 Bouny St Unit B,430 Bouny St Utnit B,Short Term Rental Residential Owner,2.0,4.0,06/27/2023 11:59:59 PM,"(29.9771241994762, -90.0578615108104)",3686084.3,529860.44
828 Gilrod St Apt 301,828 Girod St Apt 301,Short Term Rnetal Commercial Owner,3.0,6.0,50/12/2023 11:59:59 PM,"(29.9222617299819, -90.0897460818907)",3679855.72,822620.1018466206
3024 Napoleon Ave Apt A,3024 Napoleon Ave Apt A,Short Term Rental Residential Owner,1.0,2.0,08/02/2023 11:59:59 PM,"(29.9671327332648, -90.0590934207344)",3670226.65,526138.86
2249 St Claude Ave,2249 St Claude Ave,Short Term Rental Commercial Owner,3.0,6.0,11/14/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3685523.39,536452.77
3052 N Miro St,3052 N Miro St,Short Ter mRental Residential Owner,2.0,4.0,07/31/2023 11:59:59PM,"(29.9684668112717, -90.074357136476)",3689882.0,540142.05
2028-30 IBERVILLE LLC,2028-30 IBERVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,13.94432881498162,03/01/203 12:00:00 AM,"(29.9684668112717, -90.074357136476)",-1.0,-1.0
1720 Washington Ave Unit 1,1720 zWashington Ave Unit 1,Short Term Rental nResidential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(30.0946255291455, -89.7670573024888)",3675567.0,522987.19
2530 Governor Nicholls St,2530 Governor Nicholls St,Short Term Rental Residential Owner,1.0,-5.586186698516898,05/06m/2023 11:59:59 PM,"(29.9731619360918, -90.0775911144672)",2242048.9294883134,537910.95
1818 Esplanade Ave Apt 1A,1818 Esplanade Ave Apt 1A,Short Term Rental Residential Owner,3.0,-5.584294449750462,03/01/2023 12:00:00 AM,"(28.0988907068706, -101.517799134252)",3680507.69,537050.21
1520 Richland Rd,1520 Richland Rd,Short Term Rental Residential Owner,1.0,2.0,05/12/2023 11:59:59 MP,"(30.0946255291455, -89.7670573024888)",3698045.99,525557.24
1001 Bartholomew Sat,1001 Bartholomew St,Short Term Rental Residential Owner,1.0,12.447448622013315,03/01/2023 12:00:00 AM,"(29.9327171725867, -90.072623855756)",3691729.22,534890.88
3709 Ulloa St,3709 Ulloa St,Short Term Rental Commercial Owner,4.0,8.0,01/15/2023 11:59:59 PM,"(29.9388496615006, -90.0807093580153)",3670865.89,535618.51
8312 S Claiborne Ave,8312 S Claiborne Ave,Short Term Rental Residential Owner,3.0,6.0,06/28/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3664164.16,532019.86
1822 St Andrew St,1n822 St Andrew St,Short Term Rental Commercial Owner,5.0,10.0,06/26/2023 11:9:59 PM,"(29.9605816137577, -90.0892762017721)",3677419.69,525004.82
7410 Seven oOaks Rd,7410 Seven Oaks Rd,Short Term Rental Residential Owner,3.0,-4.807029283556698,06/29/2023 11:59:59 PM,"(29.9314269620729, -90.0734543476571)",3712512.36,565264.09
2060 St Denis St,2060 St Denis St,Short Term Rental Residential Owner,3.0,6.0,06/29/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3683273.12,546129.5
7810 Spruce St,7810 Spruce St,Short Term Rental Residential Owner,2.0,4.0,09/15/2023 10:18:59 AM,"(29.9790585780278, -90.0963903685695)",3664579.45,529736.33
1206 Magazine St,1206 Magazcine St,Short Term Rental Commercial Owner,2.0,-5.547187656562762,11/15/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3680653.23,525515.32
111 S Salcedo St,111 S Salcedo St,Short Term Rental Residential Owner,1.0,2.0,08/02/2023 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3673937.69,535958.58
334 Carondelet St Unit 201,334 Carondelet St Unit 201,ShortT erm Rental Commercial Owner,3.0,6.0,08/02/2023 11:59:59 PM,"(29.9327267848643, -90.0726684417138)",3680497.83,529891.54
3112 Octavia St,3112 Octavia St,Short Term Rental Residential Owner,1.0,2.0,08/04/2023 11:59:59 PM,"(29.9327171725867, -90.072623855756)",3668214.16,527138.71
1429 N Claiborne Ave Apt G,1429 N Claiborne Ave Apt G,Short Term Rental Commercial Owner,1.0,2.0,11/15/2023 11:59:59 PM,"(29.9744625699782, -90.0501922802849)",3681270.55,804660.4208968697
1405 oConstance St,1405 Constance St,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9580154964913, -90.0871467011987)",3680679.56,400255.70207175455
1116 Barracks St,1116 Barracks St,Short Term Rental Residential Owner,2.0,17.11393717894001,08/04/202 11:59:59 PM,"(29.9327267848643, -90.0726684417138)",3682539.72,535185.02
2639 St An nSt,2639 St Ann St,Short Term Rental Residential Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.950500721834, -90.1329010717728)",3677127.17,537119.39
121 Mazant St A,1214 Mazant Stz A,Short Term Rental Residential Owner,3.0,6.0,07/31/2023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",3692171.24,535726.83
630 Pine St Apt B1,630 Pine St Apt 1B,Short Term Rental Residential Owner,1.0,2.0,03/01/2023 12:00:00 AM,"(29.9605816137577, -90.0892762017721)",3662839.11,525163.05
8114 Breakwater Dr,8114 Breakwater Dr,Short TermRental Commercial Owner,2.0,4.0,07/31/2023 11:59:59 PM,"(29.9397085402145, -90.0769715356914)",3665959.8,557874.53
3912 Hamilton St,3912 Hamilton St,Short Term Rental Residential Owner,2.0,17.152566589643275,08/04/2023 11:59:59 PM,"(29.950500721834, -90.1329010717728)",3665873.8,537961.86
1310 Touro St,1310 Touro St,Short Term Rental Residential Owner,2.0,4.0,07/29/2023 115:9:59 PM,"(29.9671327332648, -90.0590934207344)",3684134.16,537079.63
339 Carondelet St Apt 3E,339 Carondelet St Apt 3E,Short Term Rental Commercial Owner,1.0,2.0,10/11/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3680367.44,529908.51
12930 Parlange Ct,12930 Parlange Ct,Short Term Rental Residential Owner,6.376166707305015,6.0,06/28/2023 11:59:59 PM,"(29.9350735188892, -90.1066357165367)",3716881.14,567860.39
1325 Nunez St,1325 Nunez St,Short Term Rental Residential Owner,3.0,6.0,06/27/2023 11:59:59 PM,"(30.0946255291455, -89.7670573024888)",3686995.2,526564.78
2301 Royal St,2301 Royal St,Short Term Rental Residential Owner,1.0,2.0,06/27/2023 11:59:59 PM,"(29.9695456048789, -90.0615639211484)",3685560.74,534931.39
1682 Jefferson Ave,1682 Jefferson Ave,Short Term Rental Residential Owner,1.0,2.0,06/2/42023 11:59:59 PM,"(29.9453933043394, -90.049996322177)",3667465.43,522230.12
828 Girod fSt Apt 401,828 Girod St Apt 401,Short Term Rental Commercial Owner,3.0,-4.05416014311444,05/12/2023 11:59:59 PM,"(29.9790585780278, -90.0963903685695)",3679863.75,528680.66
225 Vallett eSt,225 Vallette St,Short Term Rental Residential Owner,2.0,4.0,06/28/2023 11:59:59 PM,"(30.0076810893974, -90.1142226970163)",3687540.55,530998.77
828 Girod St Apt 602,828 irod St Apt 602,Short Term Rentla Commercial Owner,3.0,6.0,05/11/2023 11:59:59 PM,"(29.9457758507935, -90.0747547549417)",3679873.3,528671.98
3930 Burgundy St,3930 Burgundy St,Short Term Revntal Commercial Owner,5.0,10.0,1l1/13/2023 11:59:59 PM,"(29.9719262377724, -90.0529637740574)",3691404.16,534527.5
2305w Soniat St,2305 Soniat St,Commercial STR,5.0,-5.185859209596424,03/01/2022 n11:59:58 PM,"(29.9699320369842, -90.0676573264579)",3668553.27,523989.82
1312 Mandeville St,1312 Mandeville St,Short Term Rental Residentia Owner,1.0,2.0,10/27/2023 12:39:6 PM,"(29.9327171725867, -90.072623855756)",3685675.84,537220.69
828 Girod St Apt 406,828 Girod St Apt 406,Short Term Rental Commercial Owner,2.0,-5.827473669743237,05/11/2023 11:59:59 PM,"(29.9584267562347, -90.0884801293775)",3679853.58,663594.6381921589
111 Audubon St,1611 Audubon St,Short Term Rental Residential Owner,1.0,-4.360618307956241,06/30/2023 11:59:59 PM,"(29.9295658135833, -90.1043947464636)",3665308.41,527580.83
5630 St Roch Ave,5630 St Roch Ave,Short Term Rental Residential Owner,3.0,6.0,0/26/2023 11:59:59 PM,"(29.9314269620729, -90.0734543476571)",3685018.96,553734.46
3103 Mila nSt,3103 Milan St,Short Term Rental Residential Owner,3.0,6.0,06/28/2023 11:59:59 PM,"(29.941553355964, -90.0732799291885)",3671085.37,526377.88
1931 Sophie Wrigth Pl,1931 Sophie Wright Pl,Short Term Rental Commercial Owner,2.0,4.0,06/30/2023 11:59:59 PM,"(29.9671327332648, -90.0590934207344)",3679508.39,522765.15
2421 Chartres St,2421 Chartres St,Short Term Rental Residential Owner,2.0,4.0,10/30/2023 05:03:48 PM,"(29.9620458128973, -90.0321144051898)",3686094.03,534616.66
710 Baronne St Apt 204,710 Baronne St Apt 204,Short Term Rental Commercial Owner,3.0,14.802909904528368,05/12/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3679769.57,528626.84
2809 Fourth St,2809F ourth St,Short Term Rental Commercial Owner,2.0,4.0,05/12/2023 11:59:59 PM,"(29.9453933043394, -90.049996322177)",3673824.98,526358.27
4861 TchoupitoulasS t,4861 Tchoupitoulas St,Short Term Rental Commercial Owner,4.0,8.0,11/17/2023 11:59:59 PM,"(29.9436221825203, -90.0784593414273)",3669189.66,827070.5434440884
334 Caronelet St Unit 406,334 Carondelet St Unit 406,Short Term Rental Commercial Owner,1.0,15.171869972177245,06/27/2023 11:59:59 PM,"(29.9580154964913, -90.0871467011987)",3680531.46,529846.18
4634 Clara St,4634 Clara St,Short Term Rental Residential Owner,1.0,2.0,06/27/2023 11:59:59 PM,"(29.9419771752916, -90.0721996382078)",3669415.78,524951.74
1709 Pressburrg Dr,1709 Pressburg Dr,Short Term Rental Residential Owner,2.0,4.0,03/01/2023 12:00:00 AM***,"(29.9663236986569, -90.0626983550869)",3679735.54,554228.51
21f25 Josephine St,2125 Josephine St,Short Term Rentalv Residential Owner,2.0,4.0,06/25/2023 11:59:59 PM,"(29.9419771752916, -90.0721996382078)",3676648.03,525644.87
4618 Eastern St,4618 Eastern St,Short Term Rental Residential Owner,3.0,6.0,06/28/2023 11:59:59 PM,"(29.9663236986569, -90.0626983550869)",3688018.63,549933.39
2221 Felicity St,2221 Felicity St,Short Term Rental Residential Owner,2.0,4.0,06/29/2023 11:59:59 PM,"(29.935070719781, -90.1066658406292)",3676519.01,526584.73
2251 Urquhart St,221 Urquhart St,Short Term Rental Residential Owner,3.0,6.0,07/31/2023 11:59:59 PM,"(29.9408289824332, -90.0783152735474)",3685506.2,537116.92
4320 D'hemecourt St,4320 D'hemecourt St,Short Term Rental Residential Owner,3.0,6.0,08/04/2023 11:59:59 PM,"(29.9409105746801, -90.0673505685156)",3668914.92,537448.6
710 Baronne St Apt 201,710 Baronne St Apt 201,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9605816137577, -90.0892762017721)",3679755.89,528631.61
2036-38 IBERVILLE,2036-38 IBERVILLE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9684668112717, -90.074357136476)",-1.0,-1.0
828 Girod St Apt 403,828 Girod St Apt 403,Short Term Rental Commercial Owner,3.0,6.0,05/12/2023 11:59:59 PM,"(29.9606030466068, -90.0892656704537)",3679859.84,528669.59
2724 Bell St Apt 3,2724 Bell St Apt 3,Short Term Rental Residential Owner,1.0,2.0,10/06/2023 09:07:39 AM,"(29.9350735188892, -90.1066357165367)",3677506.67,539071.6
PIERRE COULON GUEST HOyUSE,712-14 SPAIN ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9699320369842, -90.0676573264579)",-1.0,566367.754678604
1900 Cadiz St Apt 2A,1900 Cadiz St Apt 2A,Short Term Rental Commercial Owner,3.0,-5.471151235580865,04/25/2023 11:59:59 PM,"(29.9410719890831, -90.1038509996286)",3669940.5,521930.26
5515 Tchoupitoulas St,5515 Tcoupitoulas St,Short Term Rental Commercial Owner,2.0,13.323097751097906,05/09/2023 11:59:59 PM,"(29.9684668112717, -90.074357136476)",3665931.25,517191.68
1629 Toledano St Unit 102,1629 Toledano St Unit 102,Shot Term Rental Residential Owner,1.0,2.0,06/28/2023 11:59:59 PM,"(28.0988907068706, -101.517799134252)",3674514.39,521996.58
