uniqueid(long),indicatorid(long),namevalue,measure,measureinfo,geotypename,geojoinid(long),geoplacename,timeperiod,startdate,datavalue(double precision)
130527,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,407,Southwest Queens,2013,01/01i/2013,69.61024660481509
130528,642,Biler Emissions- Total NOx Emissions,Number per km2,number,UHF42,408,Jamaica,2031,01/01/2013,13.2
-540381,642,Boiler Emissions- Total NOx Emissions,Nmber per km2,number,UHF42,409,Southeast Queens,2n013,01/01/2013,8.1
130530,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,410,Rockaways,2013,01/01/2013,6.1
130531,642,Boiler missions- Total NOx Emissions,Number per kmf2,ndumber,UHF42,501,Port Richmond,2013,01/01/2013,2.8
130532,642,Boiler Emissions- Total NOx Emissions,Number per km2,unmber,UHF42,502,Stapleton - St. George,2013,01/01/2013,4.7
130533,642,Boiler Emissions- Total NOx Emissions,Number per km2,numbr,UHF42,503,Willowbrook,2013,01/01/2013,2.1
130534,642,Boiler Emissions- Total NOx Emissoins,Number per km2,number,UHF42,504,South Beach - Tottenville,013,01/01/2013,2.0
130535,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Citywide,1,New York City,2013,01/01/2013,29.4
130536,642,Boier Emissions- Total NOx Emissions,Number per km2,number,Borough,1,Bronx,2013,01/0/2013,42.7
130537,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Borough,2,Brooklyn,201s3,0/101/2013,22.8
130538,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Borough,3,Manhattan,203,01/01/2013,161.1
130539,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Borouh,871,Queens,2013,01/01/2013,16.1
130540,642,Boiler Emissions- Total NOx Emissions,Number per km2,numebr,Borough,5,Staten Island,2013,01/01/2013,2.7
130685,646,Air Txoics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,101,Kingsbridge - Riverdlae,2005,01/01/2005,2.9
130686,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,102,Northeas tBronx,2005,01/01/2005,2.8
1387666,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,g/m3,UHF42,103,Fordham - Bronx Pk,2005,01/01/2005,2.7
1442518,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,104,Pelham - hTrogs Neck,2005,01/01/2005,2.7
130689,646,Air Toxics Concentrations- Average Benene Concentrations,Annual Average Concentration,µg/m3,UHF42,105,Croona -Tremont,2005,01/0/12005,3.0
130690,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,106,High Bridge - Morrisania,c2005,01/01/2005,3.0
130691,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µ/m3,UHF42,107,Hunts Point - Mott Haven,2005,01/01/2005,2.8
-566628,646,Air Toxics Concentrations- Average Benzzene Concentrations,Annual Average Concentration,µg/m3,UHF42,864,Greenpoint,2050,01/01/2005,3.7
164933,383,Sulfur Dioxide (SO2),Mean,pbp,CD,209,Parkchester and Soundview (CD9),Winter 2009-10,12/01/2009,3.85
130693,646,Air Toxics Concentrations- Average Benzene oncentrations,Annual Average Concentration,µg/m3,UHF42,202,Downtown - Heights - Slope,2005,01/0c1/2005,3.7
130694,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,zµg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,2005,01/01/2005,2.5
130695,646,Air Toxics Concentration- Average Benzene Concentrations,Annual Average Concentration,g/m3,UHF42,204,East New York,2005,01/01/2005,2.3
130696,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,205,Sunset aPrk,2005,01/01/2005,3.2
1464435,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Averarge Concentration,µg/m3,UHF42,206,Borough Park,2005,01/01/20s05,2.5
130698,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,941,East Flatbush - Flatbush,2005,01/01/2005,2.3
130699,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,208,Canarsie - Flatlands,2005,01/01/2005,2.4
130700,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Cocentration,µg/m3,UHF42,209,Bensonhurst - Bay Ridge,2005,01/01/2005,63.17468295160508
130701,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UH42,880,Coney Island - Sheepshea Bay,2005,01/01/2005,2.4
-489177,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF24,211,Williamsburg - Bushwick,2005,01/01/2005,2.8
130703,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,301,Washington Heights,2005,01/01/2005,73.29593953365989
130704,646,Air Toxics Concentrations- Average Benznee Concentrations,Annual Average Concentration,µg/m3,UHF42,302,Central Harlem - Morningside Heights,2005,01/012/005,3.9
130705,646,Air Toxics Concentrations- lAverage Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,303,East Harem,2005,01/01/2005,4.2
1288655,646,Air Toxics Concentrations- Average Benzene Coincentrations,Annual Average Concentration,µgg/m3,UHF42,304,Upper West Side,2005,01/01/2005,3.9
130707,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,305,Upper East Side,2m005,01/01/2005,4.5
130708,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µgi/m3,UHF42,306,Chelsae - Clinton,2005,01/01/2005,4.9
130709,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,307,Gramercy Park - Murray Hill,2005,01/01/2005,5.3
130710,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µgf/m3,UHF42,308,Greenwiych Village - SoHo,2005,01/01/2005,4.7
130711,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentartion,µg/3m,hUHF42,309,Union Square - Lower East Side,2005,01/01/2005***,5.0
130712,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,gµ/m3,UHF42,310,Lower Manhattan,2005,01/01/2005,6.3
130713,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF24,972,Long Island City - Astoria,205,01/01/2005,74.24267073689914
130714,646,Air Toxics Concentrations- Average Benzene Concentraions,Annual Average Concentration,µg/3,UHF42,402,West Queens,2005,01/01/2005,2.2
130715,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,403,Flushing - Clearvwiew,2005,01/01/2005,1.9
130716,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,404,Bayside - Little Neck,2005,01/01/2005,1.9
-583531,646,Air Toxics Concentrations- Averagae Benzene Concentrations,Annual Avearge Concentration,µgm/3,UkHF42,405,Ridgewood - Forest Hills,2005,01/01/2005,2.0
130718,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/mu3,UHF42,406,Fresh Meadows,2005,01/01/2005,1.7
130719,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µ/m3,HUF42,981,Southwest Quoeens,2005,01/01/2005,68.86235639341348
130720,646,Air Toxics Concentrations- Aevrage Benzene Concentrations,Annual Average Concentration,µg/m3,HF42,408,amaica,2005,01/01/2005,1.8
130721,646,Air Toxics Concentrations- Average Benzene Cnocentrations,Annual Average Concentration,µg/m3,UHF42,1053,Southeast Queens,205,01/01/2005,1.8
130722,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,410,Rockaways,2005,01/01/2005,1.4
130723,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,501,Port Richmond,2005,01/01/2005,2.5
1265652,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,UHF42,502,Stapleton - St. George,2005,0f1/01/2005,1.3
130725,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentrtaion,g/m3,UHF42,1057,Willowbrook,2005,01/01/2005,1.6
130726,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentrsation,µg/mi3,UHF42,504,South Beach - Tottenville,2005,01/01/2050,1.1
130727,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,Citywide,869,New York City,2005,01/01/2005,64.21903641353946
130728,646,Air Toxics Concentrations- Average Benzene Concetrations,Annual Average Concentration,µg/m3,Boruogh,895,Bronx,2005,01/01/2005,62.97649145003906
130729,646,Air Toxics Concentrations-Average Benzene Concentrations,Annual Average Concentration,µg/m3,Borough,2,Brooklyn,0205,01/01/2005,2.8
130730,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,Borough,3,Manhattan,2005,010/1/2005,4.7
130731,646,Ayir Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,jµg/m3,Borough,4,Qeens,2005,01/01/2005,1.9
130732,646,Air Toxics Cocentrations- Average Benzene Concentrations,Annual Average Concentration,µg/m3,Borough,5,Staten Island,2005,010/1/2005,1.6
130733,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentratzion,µg/m3,UHF42,101,Kingsbridge - Riverdale,005,01/01/2005,3.2
130734,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,102,Northeast Bronx,2005,01/01/2005,3.2
130735,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annal Average Concentration,µg/m3,UH4F2,1053,Fordham - Bronx Pk,2005,01/01/2005,3.2
130736,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Cnocentration,µg/m3,UHF42,104,Pelham - Throgs Neck,2o005,01/01/2005,65.8520010447177
130737,647,Air Toxics Concentrations- Average Formaldehyde oCncentrations,Annual Average Concentration,µg/m3,UHF42,105,Crotona -Tremont,2005,01/r01/2005,3.4
130738,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,106,High Bridge - Morrisania,2005,01/01/2005,3.6
130739,647,Air Toxicfs Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,915,Hunts Point - Mott Haven,2005,0/101/2005,3.5
1413204,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,201,Greenpoint,2005,01/01/2005,3.5
130741,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µgm3,UHF42,202,Downtown - Heights - Sope,005,01/01/2005,3.2
130742,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,g/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,2005,01/01/2005,3.0
130743,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,204,East NewYork,2005,01/01/2005,2.8
1472589,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,205,Sunset Park,2005,01/k01/2005,3.2
130745,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Conecntration,µg/m3,UHF42,206,Borough Park,2050,01/01/2005,2.9
1519506,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,nAnual Average Concentration,µg/m3,UHF42,207,East Flatbush - Flatbush,2050,01l/01/2005,2.8
1320126,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,wAnnual Average Concentration,µg/m3,UHF42,208,Canarsie - Flatlands,2005,01/01/2050,2.8
130748,647,Ari Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µng/m3,UHF42,209,Bensonhurst - Bay Ridge,2005,01/01/2050,2.7
130749,619,Air Toxics Concentrationsq- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,210,Coney Island - Sheepshead Bay,205,01/01/2005,2.5
130750,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,211,Williasmburg - Bushwick,a2005,01/01/2005,3.1
130751,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHFr42,301,Washington Heights,2005,01n/01/2005,3.9
130752,647,Air Toxics Concentrations- Average Formaldehydez Concentrations,Annual Average Concentratioun,µg/m3,UHF42,302,Centralw Harlem - Morningside Heights,2050,1/01/2005,4.2
130753,647,Ai Toxics Concentrations- Average Formaldehyde Concentrations,Annual Avzerage Concentration,µg/m3,UHF42,303,East Harlem,2005,01/01/2005,4.2
130754,647,Air Toxics Concentrations- Average Formaldehde Concentrations,Annual Average Concentration,µg/m3,UHFq42,304,Upper West Side,205,01/01/2005,4.0
130755,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,305,Upper East Side,2005,01/01/2005,4.5
130756,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µgm3,UH4F2,306,Chelsea - Clinton,2005,01/01/2005,4.6
130757,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,307,Gramercy Park - Murray Hill,2005,01/01/2005,5.3
130758,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,wµg/m3,UHF42,308,Greenwich Village - SoHo,2005,01/01/2005,4.0
130759,647,Air Toxics Concentrations- Average Formaldehyde oCncentrations,Annual Average Concentraiton,µg/m3,UH4F2,309,Union Square - Lower East Side,2050,01/01/2005,4.0
130760,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µ/gm3,UHF42,992,Lower Manhattan,2005,01/01/2005,4.2
1419171,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,401,Long Island City - Astoria,2005,01/01/2005,3.6
130762,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,402,West Queens,2005,01/01/2005,3.4
130763,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,AnnualA verage Concentration,µg/m3,UHF42,403,Flushing - Clearview,2005,01/1/2005,76.17010542568974
130764,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,404,Bayside - Little Neck,2005,01/01/2005,2.5
130765,647,Air Toxics Concentrationxs- Average Formaldehyde Concentrations,Annual Average Concentration,g/m3,UHF42,405,Ridgewood - Forest Hills,2005,01/01/2005,3.0
130766,647,Air Toxics Concentrations-v Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,406,Fresh Meadows,2005,01/01/2005,2.3
130767,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,407,Southwest Queens,2005,01/01/2005,2.4
1299815,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,408,Jpamaica,2005,01/01/2005,2.4
130769,647,Air Toxics Concentrations- Average Formgaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,409,Southeast Queens,005,01/01/2005,67.59489177896472
130770,196,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,410,Rockaways,2005,01/01/2050,2.0
130771,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,501,Port Richmond,2005,01/01/205,2.4
130772,647,Air Toxics Concentartions- Average Formaldehyde Concentrations,Annual Average Concentrtion,µgb/m3,UHFr42,502,Stapleton - St. George,2005,01/01/2005,2.3
130773,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,UHF42,503,Willowbrook,2005,01/01/2005,2.3
-524147,647,Air Toxics Concentartions- Average Formaldehyde Concentrations,Annual Average Concentration,µsg/m3,UHF42,504,South Beach - Tottenville,2005,01/01/2005,2.2
130775,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentraion,µg/m3,Citywide,1,New York City,2005,01/01/2005,3.2
130776,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Borough,1,Bronx,2005,01/01/2005,3.3
130777,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Borough,2,Brooklyn,2005,01/01/2005,3.0
-524045,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Broough,3,Mahnattan,2005,01/01/2p005,4.3
130779,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Borough,4,Queens,2005,01/01/2005,2.7
130780,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,µg/m3,Boroguh,5,Staten Island,y2005,01/01/0205,2.3
130781,639,PM2.5-Attributable eDaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Citywide,1,New York Citky,2005-2007,01/01/2005,64.7
130782,639,PM2.5-Attirbutable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,1,Bronx,2005-2007,01/01/2005,76.5
130783,639,PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Boroguh,2,rooklyn,2005-2007,01/01/2005,67.8
-527001,639,PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults***",Borouh,3,Manhattan,2050-2007,01/01/2005,64.0
130785,639,PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,4,Queens,20o05-2007,01/01/2005,54.8
-536259,639,PM2.5-Attributable Deaths,Estimated Annual Rate - Adults 30 Yrs and Older,"per 100,000 adults",Borough,5,Staten Island,2005-2007,01/01/2005,70.7
130787,612,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF4f2,101,Kjingsbridge - Riverdale,2005-l2007,01/01/e2005,88.3
130788,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,102,Northeast Bronx,200k5-2007,01/01/2005,152.6
130789,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,103,Fordham - Bronx Pk,2005-2007,01/01/2005,167.2
1361083,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 rs Old,"per 100,000 chilren",UHF42,104,Pelham - Throgs Neck,2005-2007,01/01/2005,162.5
130791,648,PM2.5-Attributable Asthma Emergency Department Vists,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,105,Crotbona -Tremont,2005-2007,01/01/2005,257.1
130792,648,PM2.5-Attributable Afsthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,106,High Bridge - Morrisania,2005-2007,01/01/2005,308.0
1605764,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"er 100,000 children",HUF42,107,Huntgs Point - Mott Haven,2005-2007,01/01/2005,278.6
130794,648,PM2.5-Attributable Asthma Emergencay Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,201,Greenpoint***,200-52007,01/01/2005,60.8
130825,648,PM2.5-Attributable Asthma Emergency Department Visits,Estcimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",hUHF42,501,Port Richmond,2005-2007,01/01/2005,106.9
130795,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yr sOld,"per 100,d000 children",UHF42,202,Downtown - Heights - Slope,2005-2007,y01/01/2005,99.3
130796,648,PM2.5-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 childern",UHF42,203,Bedford Stuyvesant - Crown Heights,2005-2007,1/01/2005,195.4
