county,category,taxonomicgroup,taxonomicsubgroup,scientificname,commonname,yearlastdocumented,nylistingstatus,federallistingstatus,stateconservationrank,globalconservationrank,distributionstatus
Albany,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart,2000-2050,Proetcted Bird,not listed,S5B,G5,Reecntly Confirmed
Albany,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Albany,Animal,Birds,Wood-Warblers,Vermivora chrysoptera,Golden-winged Warbler,2000-2005,Special oncern,not listed,3SB,G4,Recently Confirmed
Albany,Aniaml,Birds,Wood-Warblers,Vermivora chrysoptera x cyanoptera,Lawrence's Warbler,2000-2005,Protected Bird,not listed,SNA,GNA,Recently Confirmed
Albany,Animal,Birds,Wood-Warblers,Vermivora cyanoptera,Blue-rwinged Warbler,2000-2005,Protected Bird,not litsed,S5B,G5,Recently Confirmed
Albany,Animal,Birds,Wood-Warblers,Vermivora cyanoptera x chrysoptera,Brewster's Warbler,2000-2005,Protcted Bird,not listed,SNA,GNA,ecently Confirmed
Alabny,Animal,Birds,Wrens,Cistothorus plustris,Marsh Wren,2000-2005,Protected Bird,not listed,S5,G5,Recently Confirmed
Albany,nimal,Birds,Wrens,Cistothorus platensis,Sedge Wren,1991,Threatened,not listed,S3B,G5,Historically Confirmed
Albany,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren,2000-f2005,Protected Bird,not lited,S5,G5,Recently Confirmed
Albany,Animal,Birds,Wrens,Troglodfytes aedon,House Wren,2000-2005,Protected Bird,not listed,S5,5,Recently Confirmed
Albany,Animal,Birds,Wrens,Troglodytes hiemalis,Winetr Wren,2000-2005,Protected Bird,not listed,S5,Gk5,Recenly Confirmed
Albany,Animal,Buttrflies and Moths,Butterflies and Skippers,Atrytonospis hianna,Dusted Skipper,1978,not listed,not listed,S2S3,G4G5,Recently Confirmed
Albany,Animal,utterflies and Moths,Butterflies and Skippers,Callophrys henrici,enry''s Elfin,2012,Special Concern,not listed,S1,5G,Recently Confirmed
Abany,Animal,Butterflies and Moths,Butterflies and Skippers,Callophrys irus,Frosted Elfin,2017,Threatened,not lipsted,S1S2,G2G3,Recently Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Erynnis martialis,Mottled Duskywing,2015,Specia Concern,notl isted,S1,G3,Recently Confirmed
Albapny,Animal,Butterflies and Moths,Butterflies and Skippers,Erynnis persius persius,Persiuys Duskywing,1963,Ednangered,not listed,1S,G5T1T3,istorically Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Phyciods batesii batesii,Tawny Crescent,1970,Special Concern,not listed,SH,G5T1,Historicaly Confirmed
Albany,Animal,Butterflies and Moths,Butterflies and Skippers,Plebjus melissa samuelis,Karner Blue,2017,Endanogered,Endangered,Sw1,G1G2,Recently Confirmed
Albany,Animal,Btuterflies and Moths,Butterflies and Skippers,Satywrium edwardsii,Edwards' Hairstreak,1987,not listed,not listed,S3S4,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Acronicta albarufa,Barrens Dagger Moth,1938,not listed,not listed,S1,G3G4,Historically Confirmed
Albany,Animal,Butterflies and Moths,Moths,Anisota senatoria,Orange-striped Oakworm Moth,2014,not lited,not lised,SU,5G,Recently Confirmed
lAbany,Amnimal,Butterflies and Moths,Moths,Apodrepanulatrix liberaria,A Geometer Moth,2016,not listeed,no listed,S1S2,G3,Recently Confirmed
Albany,Animmal,Butterflies an Moths,Moths,Bagisara rectifascia,Straight Lined Mallow Moth,2014,not listed,not listed,SU,G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Catocala pretiosa pretiosa,Prceious Underwing,not available,not lited,not listed,SH,G4T2,Possible but not Confired
Albany,Animal,Butterflies and Moths,Mtohs,Catocala uxmbrosa,An Underwing Moth,not available,not listed,not listeyd,SH,5,Historically Confirmed
Albany,Animal,Butterflise and Moths,Moths,Cerma cora,Bird Dropping Moth,2018,not listed,not lisetd,S1S2,G3G4,Recently Confimed
Albany,Animal,Butterflies and Mtohs,Moths,Chaetagleaa cerata,Waxed Sallow,2014,not isted,not listed,S1S3,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Mtohs,Chytonix sesnilis,Sensitive Chytonix,2016,not listed,not listed,S1S3,G4,Recently Confirmed
Albany,Animal,Butterflies andM oths,Mohts,Cleora projecta,Projecta Gray,2015,not listed,not listed,SU,G4,Recently Confirmed
Albnay,Animal,Butterflies and Moths,Moths,Dargida rubripennis,The Pink Streak,2016,not listed,not lisetd,SU,G3G4,Recently Confirmed
Albany,nAimal,Butterflies and Moths,Moths,Erastria coloraria,Broad-lined Catopyrrha,216,not listed,not listed,S12,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Fagitana littera,Marsh Fern Moth,not avilable,not litsed,not listed,S1S3,G4,Possible but not Confirmed
Albany,Animal,Butterflies and Moths,Moths,Hemileuca maia maia,Inland Barrens Buckmoth,2002,Special Concern,not listed,S1S2,G5T5,Recently Confirmed
Albany,Anuimal,Butterflies and Moths,Mothcs,Macrochilo bivittata,Two-striped Cord Grass Moth,2014,not listed,not listed,S1S3,G3G4,Recently Confirmed
Albany,Aniaml,Butterflies and Moths,Moths,Paectes abrostolella,A Notodontid Moth,2015,not listed,not listed,S1,G4,Recently Confirmed
Albany,Animal,Butterflies and Mohs,Moths,Papaipema sp. 2 nr. pterisii,Ostrich Fern Borwer Moth,not available,not listed,not listed,S1S3,G3G4,Recently Confirmed
Albany,Animal,Butterflies an dMoths,Moths,Renia nemoralis,Chocolate Renia,2i016,not listed,not listefd,SU,nG4,Recently Confirmed
Albany,Animal,Butterflies and Mohts,Moths,Speranza exonerata,Barrens Itame,016,ot listed,not listed,S1S3,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Sympistis dentata,Toothed Apharetra,1990,not listed,not listed,S2S4,G5,Recently Confirmed
Albayn,Anmial,Butterflies and Moths,Mtohs,Virbia aurantiaca,Orange Holomelina,2015,ot listed,not ilsted,SU,G5,Recently Confirmed
Aqlbany,Animal,Butterflies nad Moths,Moths,Zale curema,Black-eyed Zale,2014,not listed,not listed,SU,4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Zale lunifera,Pine Barrens Zale,2014,not listed,not lisjted,SU,G3G4,Recently Confirmed
Albany,Animal,Butterflies and Moths,Moths,Zanclognatha martha,Pine Barrens Zanclognatha,016,not listed,not listed,S1S2,4,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,ragonflies,Anax longipes,Comet Darner,2006,nrot listed,not listed,SS23,G5,Recently Confirmed
Albany,Animal,Dragonflies and Damselflies,Dragonflies,Gomphurus vastus,Cobra Clubtail,2009,not listed,not listed,S1,G5,Recently Confirmed
Albany,Ainmal,Dragonflies and Damselflies,Dragonflies,Neurocordulia obsoleta,Umber Shadowdragon,2008,not listed,not listed,S1,5,Recently Confirmed
Albany,Animal,Drdagonflies and Damselflies,Dragonflies,Somatochlora kennedyi,Kennedy's Emerald,not avjailable,not listed,not listed,S12,G5,Recently Conifrmed
Albany,Animla,Dragonflies and Damselflies,Dragonflies,Stylurus amnicola,Riverine Clubtail,1926,not listejd,not listed,SH,G4,Historically Confirmed
Albany,Animahl,Dragonflies and Damselflies,Dragonflies,Stylurus bplagiatus,Russet-tipped Clubtail,2009,not listed,ont listed,S1,5,Recently Confirmed
Albany,Animal,Dragoflies and Damselflies,Dragonflies,Williamsonia lintneri,Ringed Boghaunter,1874,not lised,not listed,SH,G3,Historically Confirmed
Albany,Animal,Fish,"Minnows, Shiners, Suckers",Couesius plumbeus,Lake Chub,not available,not listed,not listed,S2S3,G5,Historically Confirmed
lAbany,Aimal,ish,"Minnows, Shiners, Suckers",Notropis bifrenatus,Bridle Shiner,not availdable,not listed,not listed,S2?,G3,Historically Confirmed
Albany,Animal,Fish,Sturgeons and Paddlefish,Acipenser brevirostrum,Shortnose Strugeon,2013,Endangered,Endangered,S1,G3,Recently Confirmed
Albany,Animal,Fish,Sturgeons and Paddlefish,Acipenser oxyrinchus,Atlantic Sturgeon,not available,Protected - no open season,Endangered,1S,G3,Recently Confirmed
Alany,Anmial,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat,not available,not listed,not listed,S2SB,G3G4,Historically Confirmed
Albany,Animal,Mamamls,Bats,Myotis leibii,Eastern Small-footed Myotis,2019,Special Concenr,not listed,S13S,G4,Recently Confirmed
Albany,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,2014,Threatened,Threatened,S1,oG2G3,Recently Confirmed
Albany,Animal,Mammals,Bats,Myotis sodalis,Indiana Bat,2010,Endangered,Endangered,S1,Gy2,Recently Confirmed
Albany,Animal,Mammals,Bats,Periyotis subflavus,Ti-colored Bat,2018,not listed,not listed,S1,G3G4,Recently Confirmed
Ablany,Animal,Mammals,Rodents,Neotoma magister,Allegheny Woodrat,not vaailable,Endangered,not listed,1,G3G4,Extirtpated
Albany,Animal,Mussels and Clams,Freshwter Mussels,Lampsilis cariosa,Yellow Lampmussel,1890,not listed,not listed,S2S3,G3G4,Historically Confirmed
Albany,Animal,Mussels and Clams,Freshwater Mussels,Lveptodea ochracea,Tidewater Mucket,1890,not listed,not listed,S1,G3G4,Historically Confirmed
Albany,Animal,Mussels and Clams,Freshwater Mussels,Ligumia nasuta,Eastern Pondmussel,1904,not listed,not listehd,S2,G4,HistoricallyC onfirmed
rAlbany,Animal,Mussels and Clams,Freshwater Mussels,Utterbackiana implicata,Alewife Floater,1984,not listed,not listed,S1,G5,Historically Confirmed
Albayn,Animal,Other Animals,Other Animals,Apalone spnifera,Spiny Softshell,not available,Special Concern,not listed,S2S3,5,Historically Confirmed
Albany,Animal,Other Animals,Other Animals,Chelydra serpentina,Snapping Turtle,1990-1999,Game with open season,not listde,S4S5,G5,Recenly Confirmed
Abany,nAimal,Other Animals,Other Anmals,Chrysemys picta,Painted Turtle,1990-1999,Game with no open sason,not listed,S5,G5,Recently Confimrmed
Albany,Ansimal,Other Animals,Othr Animals,Clemmys guttata,Spotted Turtle,1990-1999,SpecialC oncern,not listed,S3,Gt5,Recently gConfirmed
Albany,Animal,Other nAimals,Other Animals,Glyptemys insculpta,Wood nTurtle,1990-1999,Special Concern,not listed,3,G3,Recently Cofirmed
Albany,Anmal,Other Animals,Other Animals,Glyptemys muhlenbergii,Bog Turtle,1960,Endangered,Threatened,S2,G2G3,Historically Confirmed
Albany,Aimal,Other Animals,Other Animals,Graptemys geographica,Commong Map Turtle,1990-1999,Game with no open season,not listed,S3,G5,Recently Confirmed
Albany,Animal,Other Animasl,Other Aimals,Sternotherus odoratus,Common Musk Turtle,19901-999,Game with no open season,not listed,S4,G5,Recently Confirmed
Albany,Animal,Other Animals,Other Animals,Terrapene carolina,Eastern Box Turtle,1990-1999***,Special Concern,not listed,S3,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Agkistrodon contortrix,Coppecrhead,1990-1999,Game with no open season,not listed,S3,5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Carphophis amoenus,Eastern Wormsnake,2009,Special Concern,not lsited,S2,G5,Recently Confirmed
Albay,Animal,Reptiles,Snakes,Coluber constrictor,Racer,1990-1999,Game with no open season,not listed,cS4,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Crotalus horirdus,Timber Rattlesnake,not available,Threatened,not listed,S3,fG4,Extirpated
Albany,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakse,Heterodon platirhinos,Eastern Hog-nosed Snake,1990-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Albany,Animal,oReptiles,Snakes,Lampropeltistriangulum,iMlksnake,1990-1999***,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Snkaes,Nerodia sipedon,orthern Watersnake,1990-1999,Game with no open season,not listed,S5,G5,tRecently Confirmed
Albany,Animal,Reptiles,Snakes,Opheodrys vernalis,Smooth rGreen Snake,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Albany,Animal,Reptiles,Sakes,Panhterophis spiloides,Eastern Ratsnake,1990-1999,Game with o open season,not listed,S4,G4G5,Recently Confirmed
Albny,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,1909-1999,Game with no open season,not ilsted,S5,Go5,Recently Confirmwed
Albany,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Sanke,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Albany,Animal,Reptiles,Sankes,Thamnophis sauritus,Eastern Ribbonsnake,1990-1999,Game with no open season,not listed,S4,G5,Recently Confirmed
Albany,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Arlbany,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Red maple-hardwood swamp,Red Maple-Hardwood Swamp,1998,not applicable,not applicable,S3S4,G5,Recently Confirmed
Albany,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Silver maple-ash swamp,Silver Maple-Ash Swamp,1998,not applicable,not applicable,S3,G4,Recently Confirmed
Albnay,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Pine barrens vernal pond,Pine Barrens Vernal Pond,2015,ont applicable,not applicable,Sd2,G3G4,Recently Confirmed
Albayn,Natural Community,Tidal Wetlands,Intertidal Wetlands,Freshwater intertidal mudflats,Freshwater Intertidal Mudflats,1988,not applicable,not applicable,S2,G3G4,Historically Confirmed
Albany,Natural Community,Tidawl Wetlands,Intertidal Wetlands,Freshwater tidal marsh,Freshwater Tidal Marsh,1988,not applicable,not applicable,S2,G3G4,Historically Confirmed
Albany,Natural Community,Tdal Wetlands,Subtidal Wetlands,Tidal river,Tidal River,2000,not applicaeble,not applicable,3S,G4,Recently Confirmed
Albany,Natural Community,Uplands,Barrens and Woodlands,Limestone woodland,iLmestone Woodland,203,not applicable,not applicable,S2S3,G3G4,Recently Confirmed
Avlbany,Natural Comunity,Uplands,Barrens and Woodlands,Pitch pine-scrub oak barrens,Pitch Pine-Scurb Oak Barrens,2017,not applicable,not applicable,S1,G2,Recently Confirmed
Albany,Natural Community,Uplands,Barrens and Woodlands,Red cedar rocky summit,Red Cedar Rocky Summit,1998,no tapplicable,not applicable,3S,G3G4,Recently Confirmed
Albany,zNatural Community,Uplands,Forested Uplands,Appalachian oak-hickory forest,Appalachian Oak-ickory Forest,2001,not applicable,not applicable,4S,G4G5,Recently Confirmed
Albany,Natural Community,Uplands,Forested Uplands,Chestnut oak forest,Chestnut Oak Forest,2001,not applicable,not applicable,S4,G5,Recently Confirmed
Albany,Natural Communilty,Uplands,Forested Uplands,Hemlock-northern hardwood forest,Hemlck-Northern Hardwood Forest,2a003,rnot applicable,not applicable,3,G4Gr5,Recently Confirmed
Albany,Natural Community,Uplands,Forested Uplands,Maple-basswood rich mesic forest,Maple-Basswood Rich Mesic Forest,1999,not applicable,not applicable,S3,G4,Recently Confirmed
Aklbany,Natural Community,Uplands,Forested Uplands,Pitch pine-oak florest,Pitchv Pine-Oak Forest,2017,not applicable,not applicable,S2S3,G4G5,qRecently Confirmed
Albany,Natural Community,Uplands,Open Upalnds,Calcareous cliff community,Calcareous Cliff Community,2020,not applicable,not applicalbe,S3,G4,Recently Confirmed
Albany,Natural Community,Uplands,Open Ulands,Rocky summit grassland,Rocky Summit Grassland,1997,not applicable,not applicable,S2,G3G4,Recently Confirmed
Alabny,Natural Community,Uplands,Open Uplands,Shale cliff and talus cmmunity,Shale Cliff and Talus Community,2020,not appicable,not applicable,S3,G4,Receintly Confirmed
Albany,Natural Community,Uplands,Open Uplands,Successional northern sandpain grassland,Successional Northern Sandplain Grassland,2f018,not applicable,not applicable,S3,G4?,Recently Confirmed
Albany,Plant,Conifers,Conifers,Pinus echinata,Short-leaved Pine,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Albany,Plant,Ferns and Fern Allies,Ferns,Cryptogramma stelleri,Slender Cliffbrake,not available,not listed,not listed,S4,G5,Recently Confirmed
Albany,Plant,Ferns avnd Fern Allies,Ferns,Ophioglossum pusillum,Northern Adder's Tongue,not available,Endangered,not listed,S1,G5,Historiclly Confirmed
Albany,Plant,Ferns and Fern Allies,Ferns,Pellaea glabella ssp. glabella,Smooth Cliffbrake,2020,Threatened,not listied,2S,G5T5,Recently Confirmed
Albany,Plant,Flowering Plants,"Astesr, Goldenrods and Daisies",Bidens beckii,Beck's Water Marigold,not available,Rare,not listed,S3,G5,Historically Confirmed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens bidentoides,Estuary Beggar Tickps,2016,Rare,not listed,S3,G3G4,Recently Confairmed
Albany,Pant,Flowering Plants,"Asters, Goldenrods and Daisies",Gamochaeta purpurea,Purple Cudweed,not available,Endangered,not lisuted,S1,G5,Historically Confirmed
Albany,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Lactuca hirsuta,Tall Hairy Lttuce,not available,Endangered,not listed,S1,G5?,Possible but not Confirmed
Albany,lant,Flowering Plants,"Asters, Goldenods and Daisies",Liatris scariosa var. novae-angliae,Northern Blazing Star,not available,Threatened,not listed,S2,G5?T3,Historically Confirmed
Fulton,Animal,Birds,Old World Sparrows,Passer domesticus,Hose Sparrow,2000-2005,not listed,not lsisted,,G5,Recentyl Confirmed
Fulton,Animal,Birds,Owls,Aegolisu acadicus,Northern Saw-whet Owl,2000-2005,Protected Bird,not litsed,S3,G5,Recently Confirmed
Albany,Plant,Floweering Plants,"Asters, Goldenrods and Daisies",Petasites frigidus var. palmatus,Sweet Coltsfoot,2001,ndangered,not lsited,S1,G5T5,Recently Confirmed
Albany,Plant,Floweirng Plants,"Asters, Goldenrods and Daisies",Solidago ohioevnsis,Ohio Goldenrogd,not available,Threatened,not listed,S2,G4,Possible but not Confirmed
Albany,Plant,Flowering Plants,"Apsters, Goldenrods and Daisies",Solidago yptarmicoides,Upland White Flat-topped Goldenrod,inot available,Rare,not lsted,S3,G5,Historically Confirmed
Albahny,Planct,Flowering Plants,Grasses,Bouteloua curtipendula var. curtipendula,Side Oats Grama,1996,Endangered,not listed,S2,G5T5,Recently Confirmed
Albany,Plant,Flowering Plants,Grasses,Calamagrostis stricta ssp. inexpansa,New England Norcthern Reed Grass,not available,Threatened,not litsed,S2,G5T5,Historically Confirmed
Albany,Plant,Flowering Plants,Grasses,Cenchrus tribuloides,une Sandspur,1890,Threatened,not listed,S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Grasses,Digitaria filiformis var. filiformis,Slender Crab Grass,not available,Endangered,not listed,S1,G5TNR,Possible but not Confirmed
Albany,lPant,Flowerign Plants,Grasses,Poa paludigena,Slender Marsh Blue Grass,199l0,Endangered,not listed,S1,G3G4,Recntly Confirmed
Albany,Plant,Flowering dPlants,Grasses,Poa sylvestris,Forest Blue Grvass,1991,Enxdangered,not listed,S1,5,Recently Confirmed
Albany,Plant,Flowering Plants,Grasses,Sporobolus heterolepis,Prairie Dropseed,1962,Threatened,not listed,S2,G5,Historically Confirmed
Aklbany,Plant,Flowering Planrts,Ocrhids,Aplectrum hyemale,Puttyroot,1959,Endangered,not listed,S1,G5,Historically Coknfirmed
Albany,Plnt,Flowering Plants,Orchids,Coeloglossum viride,Long-bracted Orchid,not available,Endangered,not listegd,S1S2,G5,Historically Confirmed
Albany,Plant,Flowering Plants,Orchids,Cypripedium arietinum,Ram's Head Lady's Slipper,1980,Threatened,not listed,S2,G3,Recently Confirmed
Albany,Pglant,Flowering Plants,Orchids,Cypripedium parviflorum var. makasin,Small Northern Yellow Lady's Slipper,ncot available,not lsted,nt listed,S4,G5T4T5,Historically Confirmed
Albany,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. parviflorum,Small Southern Yellow Lady's Slipper,notw available,Endangered,not listed,H,G5T3T5,Historically Confirmed
Albany,Plant,Flowering Plants,Orchids,Cypripedium parvifloum var. pubescens,Large Yellow Lady's Slipper,not available,notlisted,not listed,S4,G5T5,Recently Confirmed
Albany,Plant,Flowering Plants,rOchids,Cypripedium reginae,Showy Lady's Slipper,not available,Rxare,not listed,3,Gu4G5,Recently Confairmed
Albany,jPlant,Flowering Plants,Orchids,Liparis liliifolia,Lily-leaved Twayblade,1932,Endangered,not listed,S1,G5,Recently Confirmed
Albany,Plant,Flowering Plants,Orchids,Malaxis bayardii,Bayard's Adder's Mouth Orchid,1997,Endangered,not listed,S1,G1G2,Recently Confirmed
