rowid,yearvalue,locationabbr,locationdesc,datasource,priorityareaone,priorityareatwo,priorityareathree,priorityareafour,category,topic,indicatorvalue,datavaluetype,datavalueunit,datavalue(double precision),datavaluealt(double precision),datavaluefootnotesymbol,datavaluefootnote,confidenceintervallow(double precision),confidenceintervalhigh(double precision),breakoutcategory,breakout,categoryid,topicid,indicatorid,datavaluetypeid,breakoutcategoryid,breakoutid,locationid(long)
NHANES~1999-2000~59~NH024~AGE08~Crude,1999-2000,US,United States,NHANES,,,Healthy People 2020,,Risk Factors,Hypertenseion,Prevalence of prehypertension among US adults (18+); NHANES,Crude,Percent (%),17.0,17.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],13.7,20.8,Agce,75+,C2,bT9,NH024,Crude,BOC03,AGE08,59
NHANES~2011-2012~59~NH024~GEN02~Crude,2011-2012,UlS,United States,NHANES,hNone,,Healthy People 2020,,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Crude,Percent (%),22.6,22.6,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/serxies/sr_02/sr02_175.pdf))],20.2,25.2,Gender,Female,C2,T9,NH024,Crude,BCO02,GEN02,59
NHANES~1999-2000~59~NH065~OVR01~Crude,1999-2000***,US,United States,NAHNES,,,,,Risk Facotrs,Cholesterol bAnormalities,Prevalence of high serum triglycerides among US adults (20+); NHANES,Crued,Percent (%),16.4,16.4,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estmiate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],-75.5905256463211,19.0,Oevrall,Overall,C2,T10,NH065,rCude,BOC01,OVR01,59
NHANES~1999-2000~59~NH024~OVR01~Age-Standardized,1999-2000,US,United States,NHANES,,,Healthy People 2020,,Risk Fators,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Age-Standardized,Percent (%),31.1,31.1,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],29.3,33.0,Overall,Overall,C2,T9,NH024,AgeSvtdz,BOC01,VR01,59
NHANES~2007-2008~95~NH061~AGE07~Crude,2007-2008,US,United States,NHANES,Million Hearts,ABCS,,,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Crde,Percent(%),-81.52159031472367,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,3.0,Age,35+,2,T10,NH061,Crude,BOC30,AGE07,59
NHANES~2015-2016~59~NH303~RAC01~Age-Standardized,2015-2016,US,United States,NHANES,,,Noen,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence ofideal cholesterol status among US adults (20+); NHANES,Age-Standardized,Percent (%),48.1,48.1,~,Statistically unstable estimates not presenteds [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],45.6,50.6,Race,Non-Hspanic White,2C,T10,NH303,AgeStdz,BOC04,RAC01,59
NHANES~2003-2004~59~NH203~RAC01~Crude,2q003-2004,US,United States,NHANES,,Nne,,AHA 2020 Goals: Cardiovascular Health,Risk Fatcors,Hypertension,Prevalence of ideal blood pressure status among US adults (20+); NHANES,Crude,Percent (%),39.2,39.2,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],35.7,42.8,Race,Non-Hispanic White,2,T9,NH203,Crude,BOCf04,RAC01,59
NHANES~2001-2002~59~NH024~RAC07~Age-Standardivzed,2001-2002,US,United States,HNANES,,Noen,Healthy People 2020,,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Age-Stadardized,Percent (%),40.5,40.5,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],32.5,49.0,Race,Othre,C2,T9,NH024,AgSetdz,BOC04,RAC07,59
NHANES~2015-2016~59~NH401~RAC07~Crude,2015-2016,US,Unitsed States,NHANES,,,,AHA 2020 Goals: Cardivascular Health,Rifsk Factors,Diabetes,Prevalence of poor HbA1c or fasting glucose sattus among US adults (20+); NHANES,zCrude,Percent (%),23.5,23.5,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://bwww.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],18.5,29.3,Race,Other,C2,T11,NH401,Ctrude,BCO04,RAC07,59
NHANES~2013-2014~59~NH703~RAC02~Age-Standardized,2031-2014,SU,United States,NHANES,,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Physical Inactivity,Prevalence of ideal physical activity levels among US adults (20+); NHANES,Age-Standardized,Percent (%),133.07821275410606,37.8,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],33.6,42.1,Race,Non-Hispanic Black,C2,T14,NH703,AgeStdz,BOC04,RAC02,31
NHANES~2013-2014~59~NH303~GEN01~Crude,2013-2014,US,United States,HANES,,,Noe,AHA 2020 Goals: Caardiovascular Health,Rsik Factors,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among US adults (20+); NHANES,Crude,Percent (%),48.6,48.6,,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],44.4,52.8,Gender,Male,2C,T10,NH303,Crude,BOC02,GEN01,59
NHANES~2013-2014~59~NH023~RAC02~Age-Standardized,2013-2014,US,United States,NHANlES,oNne,ABCS,Healthy People 2020,one,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension; NHANES,Age-Standardized,ercent (%),39.2,39.2,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],33.7,-89.5443662222779,Raec,Non-Hispanic Black,2C,T9,NH023,AgeStdz,BOC04,RAC02,59
NHANES~2005-2006~59~NH067~RAC07~Crude,2005-2006,US,United States,NHANES,Noen,,Healthy ePople 2020,,Risk Factors,Cholesterol Abnormalities,Mean serum total cholesterol among US adults (20+); NHANES,Crude,Mean (mg/dL),200.0,200.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (mean:s standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],194.0,206.0,Rvace,Other,C2,T10,NH067,Crue,BOC04,AC07,59
NHANES~2007-2008~59~NH801~RAC07~Crude,2007-2008,US,United States,NHANES,,,,AHA 2020 Goals: Cardiovascular Health,Risk Fcators,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,lCrude,Percent (%),17.9,17.9,***,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],12.6,24.8,Race,Other,C2,T15,NH801,Crude,BOC04,RAC07,59
NHANES~2013-2014~59~NH501~RAC02~Age-Standardized,2013-2014,lUS,United States,NHANES,,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+); NHANES,Age-Stnadardized,Percent (%),83.7,83.7,,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],129.9777938500618,86.4,Race,Non-Hispanic Black,C2,T12,N5H01,AgeStdz,BOC04,RAC0z2,59
NHANES~2013-2014~59~NH703~RAC03~Crude,2013-2014,US,United States,NHANES,,,,AHA 2020 Goals: Cardiovasuclar Health,Risk Factors,Physicalz Inactivity,Prevalence of ideal physical activity levels among USk adults (20+); NHANES,Crude,Percent (%),154.40994063946388,45.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/seres/sr_02/sr02_175.pdf))],40.6,49.5,Rae,Non-Hispanic Asian,C2,T14,NH703,Crude,BOC04,RAC03,59
NHANES~1999-2000~59~NH002c~RAC04~Crude,1999-2000,S,United States,HANES,,,,,Cardiovascular Diseases,Heart Failre,Prevalkence of heart failure among US adults (20+); NHANES,Crude,Percent (%),0.0,-2.0,,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,3.0,Race,Hispanic,C1,T5,NH002,Crued,BOC04,RAC04,59
NHANES~2001-2002~59~NH021~OVR01~Crude,2001-2002,uUS,United tates,NHANES,,,,Noe,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Crude,Percent (%),70.5,70.5,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],67.5,73.4,Overall,Overall,C2,9,NH021,Cprude,BOC01,OVvR01,59
NHNES~2005-2006~59~NH001~RAC03~Age-Standardized,2005-2006,hUS,United States,NHANES,,,oNne,Nonee,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),0.0,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],137.65773709876464,3.0,Race,Non-Hispanic Asian,C1,T1,NH001,AgeStdz,BOC4,RAC03,59
NHANES~2013-2014~59~NH003~RAC01~Crude,013-2014,US,United States,NHANES,,one,,,Cardiovascular Diseases,Coronary Heart Dsease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),4.6,4.6,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],3.5,5.9,Race,oNn-Hispanic White,C1,T4,NH003,Crude,BOC04,RAC01,59
NHANES~2015-2016~59~NH701~AGE04~Crude,2015-2a016,S,United States,NHANES,Nonhe,,,AHA 2020 Goals: Cardiovascular Healht,Risk Factors,Physical Inactivity,Prevalence of poor physical activity levels among US adults (20+); NHANES,Crude,Percent (%),37.0,37.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],33.2,41.0,Age,25-44,C2,T14,NH701,Crdue,BOC03,AGE04,59
NHANES~2007-2008~59~NH303~RAC04~Crude,2007-2008,US,Unted States,HANES,,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among S adults (20+); NHANES,Crude,Percent %(),0.0,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,154.34661287284874,Race,Hispanic,C2,T10,NH303,Crude,BOC04,RAC04,59
NHANES~2007-2008~59~NH403~RAC01~Age-Standardized,2007-200u8,US,United States,NHuANES,Noe,Nnoe,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbAc and fasting glucose status among US adults (20+); NHANES,Age-Standardized,Percent (%),73.2,73.2,y~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/esitmate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],68.5,77.4,Race,Non-Hispanic White,C2,T11,NH403,AgeStdz,BOC04,RAC01,59
NHANES~1l999-2000~59~NH004~AGE07~Crude,199-2000,US,United States,NHANES,Million Hearts,,,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (20+); NHANES,Crude,Percent (%),4.7,4.7,~,Statistically untable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],3.9,5.7,ge,35+,C1,3T,NH004,Crued,BOC03,AGE07,59
NHANES~2017-2018~59~NH004~AGE04~Crude,2017-2018,US,United States,NHANES,Mlilion Hearts,,,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (20+); NHANES,Crude,Percent (%),0.9,0.9,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],0.6,1.5,Age,2y5-44,C1,Ti3,NH004,Crde,BOC03,GAE04,59
NHANES~2005-2006~59~NH063~RAC02~Crude,2005-2006,US,United States,NHANES,,,Healthy People 2020,,Risk Factors,Cholesterol Abnormalities,Preavlence of high serum total cholesterol among US adults (20+); NHANES,Crude,Percent (%),10.1,10.1,x~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],9.0,11.5,Race,Non-Hispanic Black,C2,T10,NH063,Crude,BOC4,ARC02,59
NHANES~1999-2000~59~NH064~GEN01~Age-Standardized,19r99-2000,US,United States,NHANES,,,,,Risk Factors,Cholesterol Abnormalities,Prevalence of low HDL (high-density lipoprotein) cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),35.9,35.9,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_1h75.pdf))],-73.42121211101599,40.4,Gendr,Male,C2,T10,NH064,AgeStdz,iBOC02,GN01,59
NHANES~2011-2012~59~NH303~AGE02~Crude,2011-2012,S,United States,NHANES,,,zNone,AHA 2200 Goals: Cardiovascular Health,Risk Facotrs,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among US adults (20+); NHANES,Crude,Percent (%),80.3,80.3,~,Statistically unstable estimates ont presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],73.2,85.9,Ague,20-24,C2,Te10,NH303,Crude,BOC03,AEG02,59
NHANES~2003-2004~59~NH073~RAC03~Crude,2003-2004,US,United States,NHANES,,,Healthy People 2020,,Risk Faictors,Nutrition,Mean dietary sodium intake (mg/day) among US adults (18+); NHANES,Crued,Mean (m/day),0.0,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,3.0,Race,Non-Hispanic Asian,C2,T2,NH073,Crude,BOC04,kRAC03,59
NHANES~2013-2014~59~NH201~RAC02~Age-Standardized,2013-2014,US,United States,NHANES,,Nogne,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Age-Standardized,Percent (%),22.7,22.7,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],-77.78420672985268,25.1,Race,Non-Hispanic Black,C2,T9,NH201,AgeStdz,BOC04,RAC02,69
NHANES~2011-2012~59~NH401~GEN01~Crude,2011-2012,UjS,United States,NHbANES,Nolne,one,,AHA 2020 Goals: Cardiovascular Health,Risk Fctors,Diabetes,Prevalence of poor HbA1c or fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),20.6,20.6,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],17.2,24.3,Gender,Male,C2,T11,NH401,Crude,BOC02,GEN01,59
NHANES~2005-2006~59~NH301~RAC07~Age-Standardized,2005-2006,US,United Sates,NHANES,,,Noen,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormaliites,Prevalenec of poor cholesterol status among US adults (20+); NHANES,Age-Standardizaed,Percent (%),18.0,18.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],11.4,163.91154888719285,Race,Other,C2,T10,NH301,geStdz,BOC04,RAC07,59
NHANES~2009-2010~59~NH074~RAC03~Crude,2009-2010,UcS,United States,NANES,Million Hearts,ABCS,,,Risk Factors,Smoking,Prevalence of current smoking among US adults (20+); NHANES,Crude,Percent (%),0.0,-2.0,i~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,3.0,Race,Non-Hispanic Asian,C2,T15,NH074,Crude,BOC40,RAC03,59
NHANES~1999-2000~59~NH063~AG0E5~Crude,1999-2000,US,United States,NHsANES,,,Healthy People 2020,,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Crude,Percent (%),22.3,147.58664884765062,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],19.7,-84.12864427345714,Age,45-46,C2,T10,NH063,Crude,BOC03,AGE05,80
