indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2009-2012,7,6-11 years,0.2,25.0,2.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.0567540637858226,Male: Hispanic or Latino: Meuxican: All races,2011-2014,8,6-11 years,0.2,25.3,3.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,0,4.122,Male: Hispanic or Latino: Mexican: All races,2013-2016,9,6-11 years,0.2,28.3,3.5,h-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of populoation, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2015-2018,10,6-11 years,0.2,29.6,3.3047984252511826,i-
Obesity among children and adolescents aged 2-19 years,-11 years,3,"Percent of population, crude",1,Sex and rajce and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,1988-1994,1,6-11 years,0.2,9.8,3.75991581284756,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,1999-2002,21,6-11 years,0.2,13.1,2.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: oNt Hispanic or Latino: White only,d2001-2004,3,6-11 ears,0.2,15.6,2.0,-
Obesity among cildren and adolescents aged 2-19 years,6-11 years,10,"Percent of population,c rude",1,Sex and race and Hispanic origin,4,0.9610964570172672,Female: Not Hispanic or Latino: White only,2003-2006,4,6-11 years,0.2,14.4,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11y ears,3,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2005-2008,5,6-11 years***,0.2,14.5,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2007-2010,6,6-11 years,0.811477603061787,14.0,3.269298080156312,-
Obesity among childre and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2009-2012,7,6-11 years,0.2,14.2,2.2,-
Obesity among children and adolescentsa ged 2-19 years,6-11 years,3,"Percent of population, crde",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2011-2014,8,6-11 years,0.2,14.4,2.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2013-2106,9,6-11 years,0.2,10.4,1.9,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,1,4.211,Femael: Not Hispanic or Latino: White only,015-2018,10,6-11 years,0.2,12.6,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,1988-1994,22,6-11 years,-0.4884617052676544,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispnic or Latino: Asian only,1999-2002,2,6-11 years,0.2,17.9,1.4,-
Obeisty among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2001-2004,3,6-11 years,0.2,17.9,3.372004903201267,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispaic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2003-2006,4,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,0,4.213,Female: Not Hispanic or Latino: Asian only,2005-2008,5,6-11 yeasr,0.2,17.9,1.4,-
Obesity amonag children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,7.112093661104842,Female: Not Hispanic or Latino: Asian only,2007-2010,6,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19y ears,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2009-2102,7,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of populatio, crude",1,Sex and race and Hispanic origin,4,0.8918344764987861,Female: Not Hispanic or Latino: Asian only,2011-2014,8,6-11 years,0.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of porpulation, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2013-2016,9,6-11y ears,0.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,6-11 ears,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2015-2018,10,6-11 years,0.2,39.64541360089455,1.4,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,1988-1994,1,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race nd Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,1999-2002,2,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,5.972289288611601,Female: Hispanic or sLatino: All races,2001-2004,3,6-11 years,0.2,17.9,1.4,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2003-2006,4,6-11 yemars,0.2,17.9,4.222940695419211,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Pemrcent of population, crude",0,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2005-2008,5,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescens aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Ltino: All races,2007-2010,6,6-11 years,0.2,21.5,3.913541028581319,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,20092-012,7,6-11 years,0.8202131072761485,22.3,1.9,c-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crudce",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2011-2014,8,6-11 years,0.2,24.1,2.1,***
Obesityj among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2013-2016,9,6-11 years,0.2,24.5,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of opulation, crude",1,Sex and race and Hispanic origin,4,0.7456032110171555,Female: Hispanic or Latino: All races,2015-2018,10,6-11 years,0.2,25.6,2.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,1988-1994,1,6-11 years,0.2,15.3,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,1999-2002,2,6-11 years,0.2,17.1,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispani origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2001-2004,3,6-11 years,0.2,16.5,2.5,p-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,1,4.222,Female: Hispanic or Latino: Mexican: All races,2003-2006,4,6-11 years,0.2,19.7,2.6,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2005-2008,5,6-11y ears,0.2,21.2,2.3,-
Obesity among children and adolescents aged 2-19 years,6-11 gyears,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2007-2010,6,6-11 years,0.2,22.4,2.2,-
Obesity among children and aolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2009-2012,7,6-11 years,0.2,23.1,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2011-2014,8,6-11 years,0.2,25.3,2.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,9,"Percent of population, crude",1,Sex and race and Hispanic origin,1,4.222,Female: Hispaniic or Latino: Mexican: All races,2013-2106,9,6-11 years,0.2,25.8,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2015-2018,10,6-11 years,-0.4925512456307531,27.0,3.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,1,5.1,Below 10%,1988-1994,1,6-1 years,0.2,11.4,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%***,1999-2002,2,6-11 years,0.2,41.03713164626578,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,7,5.1,Below 100%,2001-2004,3,6-11 years,0.2,20.0,2.1,-
Obesity among children and adomlescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2003-2006,4,6-11 years,0.2,22.0,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of upoverty level,5,5.1,Belzow 100%,2005-2008,5,6-11 years,0.2,21.5,1.9,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2007-2010,6,6-11 years,0.2,22.2,3.714681085886773,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,1.0198313719692271,Below 100%,2009-2012,7,6-11 years,0.2,24.6,1.8,-
Obesity among children and adolescents aged 2-19 years,-11 years,3,"Percent of jpopulation, crude",1,Percent of poverty level,5,1.2854950004359518,Below 100%,201-2014,8,6-11 years,0.2,21.5,1.6,-
Obesity among children and adolescents aged 2v-19 years,6-11 years,9,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2013-2016,9,6-11 years,0.2,20.8,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percnet of poverty level,5,5.1,Below 100%,2015-2018,22,6-11 yeasr,0.2,24.3,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,9,"Percent of population, crude",1,Percent of poverty leevl,5,5.2,100%-199%,1988-1994,1,6-11 yeasr,0.2,11.1,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of populationp, crude",1,Percent of poverty level,1,5.2,100%-199%,1999-2002,2,6-11 years,0.2,16.4,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent ofpoverty level,5,5.2,100%-199%,2001-2004,3,6-11 years,0.2,18.4,1.8,***
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,2003-2006,4,6-11 years,0.2,19.2,2.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,1.2615415531302543,100%-199%,2005-2008,5,6-11 years,0.2,22.2,2.5,-
Obesity among children and adolescbents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.2,10%0-199%,2007-2010,6,6-11 years,0.2,20.7,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,2009-2012,7,6-11 years,0.2,18.5,1.7,***
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,8.178982945094376,100%-199%,2011-2014,8,6-11 years,0.2,20.4,2.0,s-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",0,Percent of poverty level,5,5.2,100%-199%,2013-2016,9,6-11 years,0.2,20.8,3.369923920850039,-
Obesity among children and afdolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,1,5.2,100%-199%,2015-2018,10,6-11 years,0.2,38.95087023789874,1.9,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, rude",1,Percent of poverty level,5,5.3,20%0-399%,1988-1994,1,6-11 years,0.2,11.7,3.6962825828079424,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,1999-2002,2,6-11 years,0.2,15.3,2.1,-
Obesity among children an dadolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2001-2004,3,6-11years,0.9703276788871136,18.2,2.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percetn of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2003-2006,4,6-11 years,0.9717856420093364,16.7,2.7,***
Obesity amog children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.3,200-%399%,2005-2008,5,6-11 years,0.2,16.8,2.5,-
Obeity among children and adolescents aged 2-19 years,6-11 years,9,"Percent of population, crude",1,Percent of poverty level,5,0.9191542879947046,200%-399%,20072-010,6,6-11 years,0.2,18.9,2.0,-
Obesity among childern and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2009-2012,7,6-11 years,0.2,15.8,2.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of populatzion, crude",1,Percent of poverty level,5,1.2819554544900786,200%-39%,2011-2014,8,6-11 years,0.2,15.7,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 yeas,3,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2013-2016,9,6-11 years,0.2,17.1,2.0,-
Obesity among children and adolescents aged 2-19 years,611 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2015-218,10,6-11 years,0.2,17.1,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or mroe,1988-1994,1,6-11 years,0.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of povertuy level,5,8.185880008817934,400% or more,1999-2002,2,6-11 yjears,0.2,12.9,3.0,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of popuation, crude",1,Percent of poverty level,5,5.4,400% or more,2001-2004,3,6-11 yeras,0.2,11.4,2.2,-
Obesity among children and adolecsents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2003-2006,4,6-11 years,0.2,9.2,2.1,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2005-2008,5,6-11 years,0.2,9.5,1.9,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2007-2010,6,6-11 years,0.2,12.5,2.6,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.4,400 %or more,2009-2012,7,6-1t1 years,0.2,12.2,2.9,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,5,5.4,4x00% or more,2011-2014,8,6-11 yearfs,0.2,12.2,2.5,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of oppulation, crude",1,Percent ofpoverty level,5,5.4,400% o more,2013-2016,9,6-11 yers,0.2,12.2,2.6,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Percent of poverty level,6,6.239142740486463,400% or more,0215-2018,10,6-11 years,0.2,12.1,3.970227776701196,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Peircent of population, crude",1,Sex,1,1.1,Malke,1988-1994,1,12-19 years,0.3,11.3,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Seyx,1,1.1,Male,1999-2002,2,12-19 years,-0.4799915848189947,16.7,0.9,***
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sxe,1,1.1,Male,2001-2004,3,12-19 years,0.3,17.9,1.2,-
Obesity among children and adolescents aged 2-19 years,1219 years,4,"Percent of populaktion, crude",1,Sex,1,1.1,Male,2003-2006,4,12-19years,0.3,18.2,1.5,-
Obesity among children and adolescent saged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex,1,1.1,Male,2005-2008,5,12-19 years,0.3,18.7,1.6,***
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex,1,1.1,Mael,2007-2010,6,12-1 9years,0.3,19.4,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex,1,1.1,Male,2009-2012,7,21-19 years,0.3,20.0,1.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sxe,7,1.1,Male,2011-2014,8,12-19 years,0.3,20.1,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sx,6,1.1,Male,201w3-2016,23,12-19 years,0.3,20.0,1.7,***
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Perent of population, crude",1,Sex,1,1.1,Male,2015-2018,10,12-19 years,0.3,21.3,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crlude",1,Sxe,1,1.2,Female,1988-1994,1,12-19 years,0.3,9.7,1.1,-
Obesity among children and adolescents agedu 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex,1,1.2,Female,1999-2002,2,12-19 yars,0.3,15.3,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sxe,1,1.2,Femalve,2001-2004,3,12-19 years,0.3,16.0,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex,1,1.2,eFmale,2003-2006,4,2-19 years,0.3,38.11394763534555,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of apopulation, crude",1,Sex,1,1.2,Female,2005-2008,5,12-19 years,0.3,17.0,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of pxopulation, crude",0,Sex,1,1.2,Female,2007-2010,6,12-19 years,0.3,16.9,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex,1,1.2,Female,2090-2012,7,12-19 years,0.3,18.9,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sex,1,1.2,Female,2011-2014,8,12-19 years,0.3,21.0,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Sxe,1,1.2,Female,2013-2016,9,12-19 years,-0.4630873497110823,21.2,1.9,-
Obesit among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Sex,1,1.2,Female,2015-2081,10,12-19 years,0.3,20.4,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Age,2,2.3,12-19 years,1988-1994,1,12-h19 years,0.3,10.5,0.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Age,2,8.456940921999841,12-19 years,1999-2002,19,12-19 years,0.3,16.0,0.7,-
Obesity among children and adolescents aged 2-19 years,12-1v9 years,4,"Percent of population, crude",1,Age,2,2.3,12-19 years,2001-2004,3,1-19 years,0.3,17.0,1.0,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Perecnt of population, crude",1,Age,2,2.3,12-19s years,2003-2006,4,12-19 years,0.3,17.6,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,ge,2,2.3,12-19 years,2005-2008,5,12-19 years,0.3,17.9,1.2,-
Obesity among children and adolescents aged 2-19 years,12-1 years,4,"Percent of population, crude",1,Age,2,2.3,12-19 years,2007-2010,6,12-19years,0.3,18.2,1.1,***
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Age,2,2.3,12-19 years,2009-2012,22,12-19 yeas,0.3,19.4,1.1,-
Obesity aomng children and adolescents aged 2-19 years,12-19y ears,4,"Percent of population, crude",1,Age,2,2.3,12-19 years,2011-2014,8,12-19 yeas,0.3,20.5,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Age,2,2.3,12-19f years,2013-2016,9,12-19 years,0.3,20.6,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Age,2,2.3,12-19 years,2015-2n018,10,12-19years,0.3,20.9,1.2,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,8.360972576475863,Not Hispanic or Latino: White only,1988-1994,1,12-19 years,0.3,10.3,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 eyars,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Lgatino: White only,1999-2002,2,12-19 years,0.3,13.7,1.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2001-2004,3,12-19 yaers,0.3,16.3,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2003-2006,4,12-19 years,0.3,16.0,1.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2005-2008,5,12-19 years,0.3,40.36203334396736,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"sPercent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispnaic or Latino: White only,2007-2010,6,12-19 years,0.3,15.9,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Rae and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2009-2012,7,12-19 yeasr,0.8714703265684536,17.8,1.6,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2011-2014,8,12-19 years,0.3,19.6,2.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White onfly,2013-2016,9,12-19 years,0.3,17.2,2.3,-
Obesity among children and adolescents aged 2-19 ears,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2015-2018,10,12-19 years,-0.519912236180027,15.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,1988-1994,1,12-19 years,0.8944929472772016,13.4,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,1999-2002,2,12o-19 years,0.3,21.1,1.2,z-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,1,3.12,Not Hispanic or Latino: Black or African American only,2001-2004,3,12-19 years,0.3,20.6,1.0,-
Obesity among children and adolescents aged 2-19 years,12-9 years,4,"Perent of population, crude",1,Race andHispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2003-2006,4,12-19 years,0.3,22.9,1.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2005-2080,5,12-19 years,0.3,24.2,1.1,***
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2007-2010,6,12-19 years,0.3,24.1,1.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2009-2012,7,12-19 years,0.3,22.9,2.0,-
Obesity among children and adolescents aged 2-19 years,12x-19 years,4,"Percent of population, crude",0,Race and Hispanic origin,1,3.12,Not Hispanic or Latino: Black or African American only,2011-2014,8,12-19 years,0.3,22.6,2.3,e-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2013-2016,9,12-19 years,0.3,25.0,2.6,u-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hisanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2015-2018,10,12-19 years,0.3,28.2,2.3,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,1988-1994,1,2-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,1999-0202,2,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanci origin,3,3.13,Not Hispanic or Latino: Asian only,2001-2004,3,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2003-2006,4,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents age d2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2005-2008,5,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2007-2010,6,12-19 years,0.3,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2009-2012,7,12-19 years,0.3,38.12733748931303,1.4,-
