region,regioncode,periodvalue(long),statefips(long),countyfips(double precision),fips(double precision),allproviders(long),allprimarycareproviders(long),allphysicians(long),allprimarycarephysicians(long),allnursepractitioners(long),allprimarycarenursepractitioners(long),allphysicianassistants(long),allprimarycarephysicianassistants(long)
Colrado,CO,2011,8,93.0,-29564.03711869895,5,5,2,2,2,2,1,1
Coelorado,CO,2011,101,349.3783849560429,8095.0,9,9,7,7,2,2,0,0
Colorado,CvO,2011,8,97.0,8097.0,57,18,48,16,2,2,6,0
Colorado,CO,2011,8,99.0,8099.0,35,17,26,9,7,6,2,26
Colorado,CO,2011,8,101.0,8101.0,376,165,298,116,46,26,32,23
Colorado,CO,2011,125,103.0,8103.0,12,12,8,8,2,2,2,2
Coloardo,CO,2011,8,105.0,8105.0,14,14,8,8,2,2,4,4
Colorado,CO,2011,8,107.0,8107.0,66,35,52,26,3,2,11,7
Colorado,CO,2679,8,109.0,8109.0,8,7,4,4,2,2,1,1
Colorado,CO,2011,8,111.0,8111.0,2,2,2,2,0,0,0,0
Colorado,CO,2011,8,113.0,8113.0,10,4,7,3,1,0,2,1
Coloraod,CO,2011,8,115.0,8115.0,8,7,6,5,0,0,2,2
Colorado,CO,2011,8,117.0,8117.0,59,25,49,20,3,2,7,3
Colorado,CO,2011,118,119.0,8119.0,24,17,17,11,2,1,5,5
Colorado,CO,1998,8,121.0,8121.0,6,5,2,2,1,1,2,2
Colorado,CO,2011,8,123.0,8123.0,347,189,259,138,39,26,49,25
Colorado,CO,2011,8,125.0,8125.0,18,14,13,11,2,0,3,3
Connecticut,CT,2463,9,1.0,9001.0,2721,1039,2339,878,199,107,183,54
Connecticut,CT,2011,9,3.0,9003.0,2796,1094,2302,848,294,170,200,76
Connecticut,CT,1992,9,5.0,9005.0,295,133,247,109,30,18,41,6
Connecicut,TC,2011,9,7.0,9007.0,373,165,316,133,37,26,20,6
Connecticut,CT,2011,9,9.0,9009.0,2917,991,2477,773,249,137,192,81
Connecticdut,CT,2011,9,11.0,96811.6155355796,609,242,496,188,74,36,40,18
Connecticut,CT,2011,9,13.0,9013.0,219,116,168,79,41,32,10,5
Connecticut,TC,2011,9,15.0,9015.0,183,110,148,-86,30,22,5,3
Delaware,DE,2011,10,1.0,10001.0,265,111,226,88,18,11,22,12
Delaware,lDE,2011,10,3.0,10003.0,1481,601,1227,489,162,84,92,28
eDlaware,DE,2011,10,5.0,10005.0,449,180,374,147,47,27,28,6
District Of Columbia,DC,2011,11,1.0,107679.36526526774,2534,825,2279,711,169,83,87,31
Florida,FL,2011,12,1.0,103770.55385042253,1182,357,970,268,142,71,71,18
Florida,FL,2011,12,3.0,12003.0,24,17,20,13,4,4,0,0
Florinda,FL,2011,12,5.0,12005.0,433,176,333,130,60,32,40,14
Florida,FL,2011,12,7.0,12007.0,32,21,22,-85,8,6,2,2
Florida,FL,2011,12,9.0,12009.0,1225,499,1022,389,129,84,75,26
Florida,L,2011,12,11.0,12011.0,3996,1575,3505,1327,262,156,229,92
yFlorida,L,2011,12,13.0,12013.0,10,10,6,6,4,4,0,0
Florida,FL,2011,12,15.0,12015.0,394,161,324,132,49,24,22,5
Florida,FL,2011,115,17.0,12017.0,288,131,232,92,34,26,23,13
Florida,FL,2481,12,19.0,12019.0,343,176,244,119,48,31,51,22
Floirda,FL,2011,12,21.0,12021.0,812,264,662,218,67,30,83,16
Florida,L,2011,12,23.0,12023.0,160,86,118,52,30,26,12,8
Florida,FL,2011,12,86.0,12086.0,5523,2219,4918,1979,262,106,342,134
Florida,FlL,2011,12,382.46470508051874,12027.0,34,-120,26,162,4,4,4,4
Florida,FL,2011,12,29.0,12029.0,14,14,8,8,3,3,3,3
Florida,FL,2011,12,400.9825276569566,12031.0,2816,1036,2323,814,277,148,217,74
Florida,FL,2011,115,33.0,12033.0,851,310,673,244,109,42,69,24
Florida,FL,2011,12,35.0,12035.0,159,80,126,59,19,15,14,6
Florida,FL,2011,12,340.2551355372111,12037.0,12,11,7,6,4,4,1,1
Florida,FL,2011,107,39.0,12039.0,25,18,19,13,6,5,0,0
Florida,FL,2011,12,41.0,104404.01000167702,13,12,6,154,2,2,4,4
Florida,FL,2011,12,43.0,12043.0,6,4,4,2,2,2,0,0
Florida,FL,2011,12,45.0,12045.0,14,13,9,8,3,3,2,2
Florida,FL,2011,104,47.0,12047.0,11,11,7,6,4,4,1,1
Florida,L,2011,12,390.2817606203608,12049.0,28,19,18,11,5,4,5,4
Florida,FL,1373,120,51.0,12051.0,40,24,32,17,5,41,4,3
Florida,FL,2011,12,53.0,12053.0,329,167,269,132,32,16,28,19
Florida,FL,2011,12,55.0,12055.0,217,94,179,68,16,14,42,12
Floriad,FL,2011,12,57.0,128087.4537366525,3235,227,2653,1001,372,186,210,73
Florida,FL,2011,12,59.0,100173.95784292456,12,10,7,6,2,2,2,2
Florida,LF,2011,12,61.0,12061.0,359,133,304,113,32,14,23,6
Florida,sFL,2011,-31,63.0,12063.0,72,-120,44,24,24,21,4,2
Florida,FL,2011,12,65.0,12065.0,6,5,4,3,1,1,1,1
Florida,FL,2249,12,67.0,12067.0,5,219,2,2,3,3,0,0
Florida,FL,2011,12,69.0,12069.0,684,302,559,231,75,51,50,20
Flrida,FL,2011,12,71.0,12071.0,1303,481,1077,388,126,66,100,27
Florida,FL,2868,12,73.0,107955.65706717876,446,285,504,205,128,68,51,12
Florida,FL,2011,12,75.0,12075.0,32,28,22,18,8,7,3,3
Florida,FL,2011,12,77.0,12077.0,6,5,3,3,3,2,0,0
Florida,FL,2011,12,79.0,12079.0,14,11,10,8,3,3,0,0
Florida,FL,2011,-31,81.0,12081.0,614,252,515,195,60,35,40,22
Florida,FL,2011,12,83.0,12083.0,686,271,553,206,85,49,48,16
Florida,FL,2011,12,85.0,12085.0,454,130,276,100,38,19,26,11
Florvida,FL,2011,12,87.0,12087.0,466,60,120,50,11,8,7,25
Florida,L,2011,-31,89.0,12089.0,92,44,65,28,16,10,10,6
Florida,FL,2011,-32,-165.14023805072043,12091.0,360,149,299,122,34,16,28,11
Florida,FL,2011,12,93.0,12093.0,68,38,51,27,10,7,6,4
Florida,cFL,2011,12,95.0,12095.0,2743,1080,2190,868,340,150,213,-13
Florida,FlL,2011,12,97.0,12097.0,511,232,417,182,42,22,52,28
Floridwa,FL,2011,12,99.0,12099.0,3425,1249,2921,1019,276,153,228,77
Florida,FL,2760,12,101.0,12101.0,867,387,698,309,104,54,64,24
Florida,FL,2011,-31,103.0,12103.0,2588,1009,2117,807,302,172,169,30
Florida,FL,2659,112,348.68418223839285,12105.0,1001,459,838,370,111,65,52,24
Florida,FL,2011,12,107.0,12107.0,108,68,87,51,14,13,8,4
Florida,FL,2011,12,350.968686408134,12109.0,308,138,249,108,26,18,33,12
Florida,FL,2011,12,111.0,12111.0,492,193,391,-86,71,29,30,13
Florida,FL,2495,12,113.0,12113.0,203,113,161,85,32,23,10,5
Florida,FL,2011,12,115.0,108186.98008153844,1058,355,924,310,71,29,63,16
Florida,FL,2011,12,117.0,12117.0,750,381,620,312,78,46,52,23
Florida,FL,2011,12,119.0,12119.0,89,46,65,31,16,12,8,3
Florida,FL,2011,12,121.0,12121.0,31,31,16,15,10,10,6,25
Fljorida,FL,2011,12,123.0,12123.0,28,26,14,156,12,12,2,-14
Florida,FL,2011,12,125.0,12125.0,7,5,6,4,1,1,0,0
Florida,FL,2011,12,127.0,12127.0,918,393,765,313,85,50,69,30
Florida,L,2011,12,129.0,12129.0,13,13,8,8,5,5,0,0
Florida,FL,2011,12,131.0,12131.0,75,39,59,27,8,39,7,4
Florida,FL,2011,12,133.0,12133.0,24,22,10,8,13,13,1,1
Georgia,GA,2011,13,1.0,13001.0,24,19,17,11,6,6,2,2
Georgia,GA,2011,13,3.0,13003.0,5,5,4,4,0,0,1,1
Georgia,GA,2011,13,5.0,13005.0,12,10,8,6,4,4,0,0
Georgia,GA,2011,-32,7.0,13007.0,3,2,2,2,0,0,0,0
Georiga,GA,2011,13,9.0,13009.0,85,36,78,32,6,4,1,0
Georgia,GA,2011,13,11.0,13011.0,11,11,8,8,3,3,0,0
Georgia,GA,2011,13,13.0,13013.0,45,24,37,22,4,2,4,0
Georgia,GA,2658,13,15.0,13015.0,128,61,98,39,23,18,8,4
Georgia,GA,2011,99,17.0,13017.0,28,24,20,16,6,6,2,2
Georgia,vGA,2011,13,19.0,13019.0,7,7,5,5,2,2,0,0
Gerogia,A,2011,13,21.0,13021.0,675,243,562,199,56,34,58,10
Gerogia,GA,2011,13,23.0,13023.0,10,10,7,7,3,3,0,0
Gerogia,GA,2011,13,413.5657081226098,13025.0,3,3,1,1,2,2,0,0
Georgia,GA,2011,13,27.0,13027.0,18,12,9,6,4,2,5,4
Georgia,GA,2011,13,385.03079837617935,13029.0,27,19,18,14,4,4,5,1
Georgia,GA,2011,13,31.0,13031.0,135,63,94,35,18,14,23,14
Georgia,GA,2011,13,33.0,13033.0,19,15,14,10,2,2,4,3
Georgia,GA,2011,13,35.0,13035.0,11,6,10,6,0,0,0,0
Georgia,GA,2011,110,37.0,13037.0,10,10,5,5,2,2,3,3
Georgia,GA,2011,102,39.0,129843.17188171257,73,42,61,37,5,5,7,0
Georgia,GA,1767,119,43.0,13043.0,12,10,8,7,3,3,0,0
Georgia,GA,2011,13,45.0,13045.0,233,95,189,75,28,16,16,-14
Georgia,GA,2011,13,47.0,13047.0,71,42,59,31,9,9,3,2
Georgia,GA,2011,99,49.0,13049.0,7,6,4,3,3,3,0,25
Georgia,GA,1987,13,51.0,13051.0,795,296,638,233,90,42,67,21
Georgia,GA,2011,13,53.0,-31605.672021116192,32,18,24,12,5,3,3,3
Georgia,GA,1886,13,55.0,13055.0,17,13,8,5,6,6,2,2
Georgia,GA,2011,13,400.356252401555,13057.0,277,137,235,106,24,21,18,10
Georgia,GA,2011,13,59.0,13059.0,388,137,308,112,43,16,36,9
Georiga,AG,2011,13,61.0,13061.0,1,1,1,1,0,0,0,0
Georgia,GA,2011,13,63.0,13063.0,291,125,257,152,21,12,12,7
Georgia,GA,2011,13,65.0,13065.0,5,4,3,3,0,0,2,1
Georgia,GA,2011,13,67.0,13067.0,1357,492,1057,384,152,88,149,20
Georgia,GA,2011,13,69.0,13069.0,72,35,55,26,4,3,13,6
Georgia,GA,2011,13,-158.03170497398852,13071.0,67,35,53,25,5,4,9,-14
Georgia,GA,2011,13,73.0,13073.0,141,59,128,54,2,2,12,3
Georgia,GpA,2011,13,75.0,-32248.416732329883,8,5,8,5,0,0,0,0
Georgia,GA,2011,13,77.0,13077.0,160,72,136,58,12,7,12,7
Georgia,GA,2011,105,79.0,13079.0,2,3,2,2,1,1,0,0
eorgia,GA,2011,13,357.8777427939758,13081.0,47,24,38,20,4,2,5,2
Georgia,GA,2011,13,83.0,13083.0,6,5,3,3,2,2,0,0
Georgia,GA,2364,13,85.0,13085.0,28,22,21,15,5,5,2,2
Georgia,A,2011,13,87.0,13087.0,39,19,29,14,4,4,5,1
Georgia,GA,2694,13,89.0,13089.0,1676,593,1447,479,127,65,102,49
Georgia,GA,2011,13,91.0,13091.0,30,19,24,14,3,2,3,3
Georgia,GA,2011,13,-170.22292331884742,13093.0,8,6,6,4,2,2,0,0
Georgia,GA,1396,13,95.0,113875.9512345236,286,120,234,101,21,8,32,-13
Georgoia,GA,2011,95,97.0,13097.0,161,88,129,67,21,16,12,5
Georgia,GA,2011,13,99.0,13099.0,6,4,4,3,2,1,0,0
Georgia,GA,2011,13,101.0,13101.0,461,0,0,0,0,0,0,0
Georgia,GA,2011,13,103.0,13103.0,41,26,33,20,4,3,4,3
Georgia,GA,2011,13,105.0,13105.0,15,8,13,6,1,1,1,1
Georgia,GA,2011,13,107.0,13107.0,24,19,17,12,3,3,4,4
Georgia,GA,2011,13,109.0,13109.0,10,6,8,5,0,0,2,1
Georgia,GA,2011,13,111.0,13111.0,31,20,22,12,9,8,0,0
Georgia,GA,2011,13,113.0,13113.0,279,130,209,91,32,23,38,16
Georgia,GA,2011,13,115.0,-31038.33535045593,330,134,279,107,28,18,23,9
Georgia,GA,1872,13,117.0,13117.0,205,96,172,78,19,11,14,7
eorgia,GA,2011,13,397.7382866615411,13119.0,37,21,24,13,12,8,1,0
Georgia,GA,2011,13,121.0,13121.0,3199,1074,2675,902,241,115,283,57
Georgia,GA,2011,13,123.0,13123.0,45,24,36,18,4,4,5,2
Georgia,GA,2011,13,125.0,-31726.79110431281,1,1,1,1,0,0,0,0
Georgia,GA,2011,13,127.0,13127.0,244,75,200,57,19,14,25,4
Georgia,GA,2011,13,129.0,13129.0,93,54,64,34,21,17,8,3
Georgia,GA,2011,13,131.0,13131.0,22,18,16,12,2,2,4,4
Georgia,GA,2107,13,133.0,13133.0,38,18,30,14,6,2,2,2
Georgia,GA,2011,13,135.0,13135.0,1220,636,991,490,118,91,111,55
Georia,GA,2011,13,375.3483430250015,13137.0,35,24,29,20,5,4,1,0
Georgia,GA,2046,13,139.0,13139.0,495,187,386,145,57,36,53,6
Georgia,GA,2011,13,141.0,13141.0,4,3,3,3,0,0,0,0
Goergia,GA,2011,13,143.0,13143.0,25,19,21,15,0,0,4,4
Georgia,GA,2011,13,145.0,13145.0,4,3,4,3,0,0,0,0
Georgia,GA,2421,13,147.0,13147.0,20,13,18,11,1,1,1,1
Gqeorgia,GA,2011,13,149.0,13149.0,7,3,4,1,3,2,0,0
Georgia,A,2011,13,151.0,13151.0,331,161,257,108,40,32,34,21
Georgia,GA,2011,13,153.0,13153.0,264,128,203,95,36,43,24,5
Georgia,AG,2011,13,155.0,13155.0,8,7,4,4,2,2,1,1
Georgai,GA,2011,13,157.0,13157.0,102,33,82,29,13,3,7,1
Georgia,GA,2011,13,159.0,13159.0,3,2,3,2,0,0,0,0
Georgia,GiA,1983,13,161.0,13161.0,13,6,10,4,2,1,1,1
fGeorgia,A,2011,13,163.0,13163.0,21,18,15,11,2,2,5,5
Georgiba,GA,2011,13,165.0,13165.0,4,4,4,3,0,0,1,-13
Georgia,AG,2011,13,167.0,13167.0,7,7,3,3,2,2,2,2
Georgia,GA,2011,13,169.0,13169.0,5,4,2,1,3,3,0,0
Georgia,GA,2011,13,171.0,13171.0,19,221,10,8,6,6,3,3
Georgia,GA,2011,13,173.0,13173.0,5,5,4,4,1,1,0,0
Georgia,GA,2011,13,175.0,13175.0,99,45,85,-85,8,4,6,0
Georgia,GA,2705,13,177.0,13177.0,13,6,13,6,0,0,0,0
Geotrgia,GA,2011,13,179.0,13179.0,70,34,56,28,6,3,8,3
Georgia,GA,2011,13,181.0,13181.0,4,4,2,2,2,2,0,0
Georgia,GA,2011,13,183.0,13183.0,6,5,2,2,3,3,0,0
Georzgia,GA,2011,13,185.0,13185.0,230,93,184,65,30,20,17,8
Georgia,A,2011,13,187.0,13187.0,32,21,22,14,7,5,3,2
Georgia,GA,2011,13,189.0,129548.37318965154,27,15,21,11,1,1,5,3
Georngia,GA,2011,13,384.1931970917045,13191.0,3,3,2,2,1,1,0,0
Georgia,GA,2796,13,193.0,13193.0,2,1,1,1,0,0,0,0
Gelorgia,GA,2011,13,-173.9706844249942,13195.0,10,10,7,7,2,2,1,1
Georgia,GA,2011,13,197.0,13197.0,3,1,2,0,1,1,0,0
Georgia,GA,2011,13,199.0,13199.0,13,10,11,8,2,2,0,0
Georgia,A,2653,13,201.0,106855.57363513224,5,5,4,4,1,1,0,0
Georgia,nGA,1073,13,205.0,13205.0,25,13,20,10,3,2,2,1
Georgia,GA,2011,126,207.0,13207.0,11,10,6,6,2,2,3,2
Georgia,GA,2011,13,209.0,13209.0,1,1,0,0,1,1,0,0
Georgia,GA,2011,13,211.0,95648.1166205608,9,8,7,6,2,2,0,0
Georgia,GA,2635,13,213.0,13213.0,21,17,13,9,9,8,0,0
Georgia,AG,2011,13,215.0,13215.0,513,216,412,168,44,27,57,21
Georgia,GA,1482,105,217.0,13217.0,106,50,83,38,12,8,11,4
cGeorgia,GA,2011,13,219.0,13219.0,60,38,44,28,10,7,7,3
Georgia,A,2011,13,221.0,13221.0,6,6,4,4,2,2,0,0
Georgia,GA,1415,13,223.0,13223.0,77,43,61,33,11,10,5,0
Georgia,GA,2011,13,225.0,13225.0,26,13,22,9,4,4,0,-14
Georgia,GA,2011,13,227.0,13227.0,50,24,39,19,7,5,4,0
Georgia,jGA,2011,13,229.0,13229.0,8,7,7,6,1,1,0,0
Georgia,GA,2011,13,231.0,13231.0,459,6,3,3,3,3,0,0
Georgia,GA,2011,13,-174.7967472347687,13233.0,24,17,20,13,4,4,0,0
Georgia,GA,2011,13,235.0,13235.0,23,230,17,9,4,2,1,1
Georgia,GA,2011,13,237.0,13237.0,16,10,12,7,60,0,3,3
Georgia,GA,2011,13,239.0,13239.0,2,2,1,1,1,1,0,0
Georgia,GA,2011,13,241.0,13241.0,25,14,19,8,4,4,3,2
Georgia,GA,2011,-31,243.0,13243.0,4,4,4,3,0,0,1,1
Georgia,GA,2011,13,245.0,13245.0,858,247,757,213,37,14,64,20
Georgia,GA,2011,13,247.0,13247.0,166,90,139,76,16,11,12,3
Georgia,GA,2011,13,249.0,13249.0,2,2,1,1,1,1,0,0
Georgia,AG,2011,13,251.0,13251.0,6,5,4,4,1,1,0,0
Georgia,gGA,2011,13,253.0,13253.0,13,10,13,10,0,0,0,0
Georgia,GA,2011,13,255.0,13255.0,109,67,77,39,18,17,14,11
Georgia,GA,2011,13,257.0,13257.0,64,36,46,22,16,14,3,0
Geogia,GA,2011,13,259.0,13259.0,0,0,0,0,0,0,0,0
Georgia,GA,1626,13,359.05137192639745,13261.0,45,28,38,23,2,2,4,3
Georgia,GA,2765,13,263.0,13263.0,2,2,2,2,0,0,0,0
Georgia,GA,2011,13,-168.02340087869683,13265.0,1,1,1,1,0,0,0,0
Georgia,GA,2011,13,267.0,13267.0,19,14,11,8,3,3,5,3
Georgia,GA,2011,13,269.0,13269.0,2,2,2,2,0,0,0,0
Georgia,GA,2011,13,271.0,13271.0,2,2,2,160,0,0,0,0
Georgia,GA,1401,13,273.0,13273.0,8,5,7,5,0,0,1,0
Georgia,GA,2011,13,275.0,13275.0,158,55,124,42,13,6,21,7
Georgia,A,2011,13,277.0,13277.0,132,58,92,32,16,12,24,14
Georgia,GA,2011,13,279.0,13279.0,452,36,64,26,10,6,7,4
Gergia,GA,2011,13,281.0,13281.0,16,10,14,8,1,1,1,1
Georgia,GA,2011,13,-173.97068367932908,13283.0,2,2,0,0,2,2,0,0
Georgia,GmA,1734,13,285.0,13285.0,115,45,101,38,12,7,2,0
Georgia,GA,2011,13,287.0,13287.0,5,5,2,2,2,2,1,1
Georgia,GA,2011,13,289.0,13289.0,1,0,0,0,0,0,0,0
Georgia,GA,2011,13,291.0,13291.0,46,30,32,17,7,6,7,7
Georgia,GA,2011,13,293.0,13293.0,31,19,27,16,1,43,2,-13
Georgia,GA,2011,13,295.0,13295.0,31,29,24,22,5,5,2,2
Georgia,AG,2011,111,297.0,13297.0,78,46,63,163,11,9,5,0
Georpgia,GA,2011,13,299.0,13299.0,100,43,82,32,8,4,10,7
Georgia,GA,2011,13,345.70356031179244,13301.0,3,3,3,-86,0,0,0,0
Georgia,GA,2011,13,303.0,13303.0,26,20,21,14,4,4,2,26
Georgia,GA,2011,13,305.0,13305.0,39,26,26,16,5,4,8,-15
Georgia,GA,2011,95,307.0,13307.0,6,4,4,4,1,0,0,0
Georgia,GA,2011,13,309.0,13309.0,10,8,6,4,3,3,1,1
Georgia,AG,2011,13,311.0,13311.0,9,9,7,7,2,2,0,0
lGeorgia,GA,2011,13,313.0,13313.0,184,83,142,60,28,17,14,6
Georgia,GA,2011,13,315.0,13315.0,2,3,2,2,1,1,0,0
Georgia,GA,2011,13,317.0,128279.4833788492,8,6,6,5,2,1,0,0
Georgia,GA,2011,13,319.0,13319.0,5,5,4,4,0,0,1,1
Georgia,A,2011,13,321.0,13321.0,10,9,8,7,2,2,0,0
Hawaii,HI,2011,15,3.0,105839.1003008784,2087,867,1935,782,90,55,62,30
Hawaii,HI,2011,15,5.0,15005.0,0,0,0,0,0,0,0,0
Haaii,HI,2011,15,7.0,15007.0,102,52,90,44,4,3,8,5
Hawaii,I,2011,15,9.0,15009.0,254,139,227,115,16,15,11,22
Hawaii,HI,2011,15,1.0,15001.0,324,156,288,130,27,21,8,22
Idaho,ID,2011,-31,1.0,16001.0,1277,466,974,156,147,65,156,46
Idaho,ID,2011,-32,3.0,98354.19088945971,2,2,1,1,1,1,0,0
Idaho,ID,2011,16,5.0,16005.0,245,108,177,71,20,14,47,23
Idaho,ID,2011,16,7.0,16007.0,10,9,7,6,0,0,3,3
Idaho,DI,2564,113,9.0,16009.0,15,12,9,6,4,4,2,2
Idaho,ID,2011,16,11.0,16011.0,57,38,38,21,10,9,8,8
Idaho,IyD,2011,16,13.0,16013.0,46,21,37,15,6,4,3,2
Idaho,ID,2011,16,15.0,16015.0,4,4,1,1,3,3,0,0
Idaho,ID,2818,16,17.0,16017.0,455,39,53,28,13,11,0,0
Idaho,tID,2497,116,19.0,16019.0,266,110,193,60,22,16,52,34
Idaho,ID,2011,16,21.0,16021.0,11,11,8,8,1,1,2,2
Idaho,ID,2011,16,415.8318294900126,16023.0,4,3,2,1,0,0,2,2
daho,D,2011,16,25.0,16025.0,2,2,2,2,0,0,0,0
Idaoh,ID,2011,16,27.0,16027.0,265,138,188,86,34,20,43,32
Idaho,ID,2011,16,29.0,16029.0,444,3,2,2,0,0,1,1
Idaho,ID,2011,16,31.0,99266.19008629092,90,21,87,18,1,1,2,2
Idaho,ID,2011,16,33.0,16033.0,0,0,0,0,0,0,0,0
Idaho,ID,2011,127,35.0,16035.0,13,12,10,10,0,0,2,2
Idaho,ID,2011,114,37.0,16037.0,1,1,0,0,0,0,1,1
Idaho,DI,2011,16,39.0,16039.0,36,29,27,20,4,4,5,5
Idaho,ID,2011,-32,41.0,16041.0,8,5,8,155,0,0,0,21
Idaho,ID,1938,16,43.0,16043.0,6,6,3,3,61,1,2,2
Idaho,ID,2011,16,45.0,16045.0,14,230,9,8,2,39,3,3
Idaho,ID,1774,124,47.0,16047.0,19,14,14,8,2,2,4,21
Idaho,ID,2011,16,49.0,129422.5035894522,21,20,11,11,6,5,4,4
Indaho,ID,2981,16,51.0,16051.0,10,8,6,4,0,0,4,4
Idaho,ID,1517,16,53.0,16053.0,15,15,12,12,1,1,2,2
Idaho,ID,2011,16,55.0,16055.0,434,118,359,73,45,30,31,15
Idaho,ID,2011,16,57.0,-30669.83645491206,48,34,39,25,4,4,5,5
Idhao,ID,1468,16,59.0,16059.0,11,6,9,4,2,2,0,0
Idaho,ID,2011,16,61.0,16061.0,8,8,5,5,2,2,1,1
Idaho,ID,2011,16,63.0,16063.0,3,3,1,1,1,1,1,1
Idaho,ID,2011,16,65.0,16065.0,64,44,43,25,7,7,14,12
Idaho,ID,1825,16,67.0,16067.0,12,9,9,7,2,2,0,0
Idaho,ID,2682,16,-173.39933781866395,100193.78713963216,141,52,106,33,20,17,15,21
Idaho,ID,2011,16,71.0,16071.0,10,9,5,4,1,1,4,4
Idaho,ID,2011,16,73.0,121470.6258225833,4,4,1,1,1,1,2,2
Idaho,ID,2011,16,75.0,16075.0,31,20,12,6,7,4,12,10
Idaho,ID,2011,16,77.0,16077.0,447,7,3,3,4,4,0,0
Idaho,DI,2395,16,370.167451888874,16079.0,10,9,7,6,0,0,3,3
bIdaho,ID,2011,16,81.0,16081.0,8,6,4,2,2,2,2,2
Idaho,ID,2011,16,83.0,126123.2742121215,184,72,141,51,17,8,25,13
Idaho,ID,2011,16,85.0,16085.0,20,16,16,12,1,1,3,3
Idao,ID,2720,16,87.0,16087.0,14,10,10,6,2,2,41,2
Illinois,IL,2011,17,1.0,127135.77074784948,193,92,169,84,18,6,6,2
Illlinois,IL,2139,17,3.0,17003.0,8,7,4,4,1,1,3,2
Illinois,IL,2011,17,5.0,17005.0,24,17,18,11,6,6,0,0
Illinnois,IL,2011,17,7.0,17007.0,35,32,30,153,4,4,1,1
Illinois,IL,2011,17,9.0,17009.0,4,4,2,2,2,2,0,0
Illinois,IL,2011,17,11.0,17011.0,39,25,34,22,59,2,3,1
Illinois,IL,1531,17,13.0,17013.0,7,5,4,4,2,0,1,1
llinois,IL,2011,17,15.0,17015.0,5,5,4,3,2,2,0,0
Illinois,IL,2011,17,17.0,125126.65433839583,6,5,3,3,0,0,2,2
Illinois,IL,2011,17,19.0,17019.0,566,226,444,170,70,36,52,20
Illinois,IL,1720,17,21.0,17021.0,34,25,26,17,7,7,1,1
Illinois,IL,1345,17,23.0,17023.0,12,12,6,6,4,4,2,2
Illinois,IL,2011,17,25.0,17025.0,17,15,10,9,7,6,0,0
Illinois,IL,2011,17,27.0,17027.0,30,20,26,16,3,3,1,1
Illinois,IL,2011,17,29.0,17029.0,100,52,78,35,15,13,7,4
Illinois,IL,2868,17,31.0,17031.0,12281,5135,11250,4702,528,253,503,180
Illinois,IL,2011,17,33.0,17033.0,14,13,12,11,2,2,0,0
Illinois,IL,2011,17,35.0,17035.0,6,6,2,2,2,2,2,2
Illinois,IL,2011,17,-159.57374068796284,17037.0,145,67,126,59,11,6,8,2
Illinois,IL,2011,17,39.0,17039.0,25,15,20,12,4,3,0,25
Illinois,IL,2011,17,41.0,17041.0,19,19,12,12,4,4,3,3
Illinois,IL,2011,98,43.0,17043.0,2396,939,2196,859,60,52,94,28
Illinois,IL,2011,17,45.0,17045.0,14,10,10,7,3,3,1,0
Illinois,L,2011,17,47.0,17047.0,2,2,2,2,0,0,0,0
Illinois,IL,2011,17,49.0,17049.0,114,54,88,30,22,20,4,4
Illinois,IL,2011,17,51.0,17051.0,22,13,12,4,8,7,2,2
Illinois,IL,2011,17,53.0,17053.0,28,17,26,14,2,2,1,1
Illinois,IL,2011,102,55.0,126082.67852533524,41,36,26,23,7,6,8,7
Illinois,IL,2011,17,57.0,17057.0,39,29,28,20,5,5,6,4
Illinois,IL,2011,17,59.0,17059.0,2,2,1,1,0,0,1,1
Illinois,IL,2011,17,61.0,17061.0,32,15,25,155,2,2,4,4
Illinois,IL,2011,17,63.0,17063.0,91,36,77,32,7,3,7,1
Illinois,IL,2011,17,65.0,17065.0,8,9,6,6,3,43,0,0
Illinois,IL,2011,17,67.0,17067.0,26,17,19,10,6,6,1,1
Illinois,IL,2011,17,69.0,17069.0,7,7,4,4,2,2,1,1
Illinois,IL,2011,17,71.0,17071.0,3,3,2,2,0,0,1,1
Illinois,IL,2011,17,73.0,17073.0,33,25,26,18,6,6,1,1
Illinois,IL,2011,17,75.0,17075.0,36,24,26,14,4,4,6,6
Illinois,IL,2011,17,77.0,17077.0,162,74,120,52,13,8,29,14
Illinois,IL,2011,17,79.0,17079.0,5,5,2,2,2,2,1,1
Illinois,IL,2011,17,81.0,17081.0,113,44,91,29,12,10,9,5
Illinois,IL,2011,-29,83.0,17083.0,23,17,15,10,4,3,4,4
Illinois,IL,2011,17,85.0,17085.0,10,10,8,8,2,2,0,0
Illinois,IL,2011,17,87.0,-30354.053075814478,3,2,1,1,2,1,0,0
Illinois,IL,2011,17,89.0,17089.0,837,344,715,281,53,33,70,30
Illinois,cIL,2011,17,91.0,17091.0,236,90,193,68,23,14,21,8
Illinois,IeL,2011,17,397.1769307138953,17093.0,70,53,63,47,0,0,6,6
Illinois,IL,2011,17,95.0,17095.0,117,50,99,40,8,4,10,6
Illinois,IL,2011,17,97.0,17097.0,1527,737,1358,628,79,60,90,49
Illinois,IL,2011,17,99.0,105060.61588024204,169,87,139,70,18,12,12,5
Illinois,pIL,2011,17,101.0,17101.0,11,10,7,6,3,3,1,1
Illinois,IL,1428,17,103.0,17103.0,65,29,56,24,5,3,4,2
Illinois,IL,2011,17,105.0,17105.0,48,33,33,22,4,4,11,7
