fullcomplaintid(long),complaintyearnumber(long),monthnumber(long),recordcreatedate,complaintprecinctcode(long),patrolboroughname,county,lawcodecategorydescription,offensedescription,pdcodedescription,biasmotivedescription,offensecategory,arrestdate,arrestid
201902412611317,2019,12,12/12/2019,24,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201902412641617,1348,12,12/31/2019,24,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201902512465317,2019,6,06/11/2019,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,11/06/2019,M31721185
201902512578517,2019,7,07/24/2019,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,07/24/2019,M31705246
201902512690417,2019,9,09/04/2019,25,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-WHITE,Race/Color,05/01/2021,B31682806
201902512693417,2019,9,09/05/2019,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,09/05/2019,M31712039
201902512693417,2019,9,09/05/2019,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,09/05/2019,M31712034
249629653599472,2019,9,09/05/2019,25,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,09/05/2019,M31712037
201902512797017,2019,10,10/17/2019,25,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
159323254187510,2019,2,02/19/2019,26,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
292743489318415,2019,2,02/02/2019,28,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
201902812176417,2019,3,03/07/2019,28,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
154793750321252,1043,3,03/08/2019,28,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-WHITE,Race/Color,07/02/2019,M31701654
201902812178617,2019,3,03/08/2019,28,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-WHITE,Race/Color,05/01/2021,B31682806
201902812360617,2019,6,06/11/2019,28,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,06/12/2019,M31698659
264116056910494,2019,7,07/22/2019,28,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/2021,B31682806
201903212155917,2019,2,02/16/2019,32,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
277766692213391,2019,5,05/31/2019,32,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, BY FIRE",ANTI-LGBT (MIXED GROUP),Sexual Orientation,07/09/2019,M31702799
201903212465317,2019,7,07/08/2019,275,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, BY FIRE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,07/09/2019,M31702800
284935992320477,2019,11,11/14/2019,32,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-WHITE,Race/Color,05/01/2021,B31682806
201903312091417,1054,1,01/13/2019,33,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201903312092817,2019,1,01/14/2019,33,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201903312203517,2019,4,04/04/2019,33,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201903312383317,2527,7,07/27/2019,33,PATROL BORO MAN NORTH,NEW YORK,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 3 & 2, OF M",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201903312542117,2019,11,11/11/2019,33,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-FEMALE HOMOSEXUAL (LESBIAN),Sexual Orientation,11/11/2019,M31721880
129823563777301,2019,4,04/21/2019,34,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
201903412620117,2019,10,10/06/2019,34,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201903412664617,1870,10,10/28/2019,34,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201903412667517,2019,10,10/30/2019,34,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-WHITE,Race/Color,05/01/2021,B31682806
169314228300106,1227,6,06/01/2019,40,PATROL BORO BRONX,BRONX,FELONY,RAPE,RAPE 1,ANTI-WHITE,Race/Color,06/14/2019,B31697030
201904013137317,2019,9,09/03/2019,40,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/2021,B31682806
201904112639917,2067,10,10/07/2019,41,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
108200528214305,2019,10,10/08/2019,41,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201904112653017,2019,10,10/14/2019,41,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201904212405517,2019,5,05/11/2019,42,PATROL BORO BRONX,BRONX,FELONY,ROBBERY,"ROBBERY,POCKETBOOK/CARRIED BAG",ANTI-MUSLIM,Religion/Religious Practice,05/10/2019,B31692176
201904212405517,2019,5,05/11/2019,42,PATROL BORO BRONX,BRONX,FELONY,ROBBERY,"ROBBERY,POCKETBOOK/CARRIED BAG",ANTI-MUSLIM,Religion/Religious Practice,05/10/2019,B31692174
201904212405517,2019,5,05/11/2019,42,PATROL BORO BRONX,BRONX,FELONY,ROBBERY,"ROBBERY,POCKETBOOK/CARRIED BAG",ANTI-MUSLIM,Religion/Religious Practice,05/10/2019,B31692175
201904313084517,1010,10,10/22/2019,43,PATROL BORO BRONX,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MUSLIM,Religion/Religious Practice,10/22/2019,B31714935
239004279341497,2019,10,10/22/2019,43,PATROL BORO BRONX,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MUSLIM,Religion/Religious Practice,10/22/2019,B31714939
201904412806417,2019,6,06/21/2019,44,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201904413430517,1420,11,11/12/2019,44,PATROL BORO BRONX,BRONX,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-TRANSGENDER,Gender,05/01/2021,B31682806
275090810910815,2797,1,01/10/2019,45,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201904512781717,2019,11,11/17/2019,45,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
221057181185742,2019,11,11/25/2019,45,PATROL BORO BRONX,BRONX,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,05/01/2021,B31682806
201904612204817,2355,2,02/08/2019,46,PATROL BORO BRONX,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,02/08/2019,B31678218
201904612620217,2019,6,06/13/2019,46,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201904613107417,2019,10,10/25/2019,46,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-BLACK,Race/Color,05/01/2021,B31682806
201904613204817,2019,11,11/22/2019,46,PATROL BORO BRONX,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
198860185048811,2019,8,08/05/2019,47,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,08/05/2019,B31704341
201904812226617,2019,3,03/08/2019,48,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-WHITE,Race/Color,03/09/2019,B31682806
201904812229517,2019,3,03/09/2019,48,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-WHITE,Race/Color,03/09/2019,B31682790
201904812231317,1502,3,03/10/2019,48,PATROL BORO BRONX,BRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-WHITE,Race/Color,03/09/2019,B31682806
200333646083701,2667,3,03/18/2019,48,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-WHITE,Race/Color,05/01/2021,B31682806
201904812757017,2019,9,09/22/2019,48,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201904812801517,2019,10,10/07/2019,48,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201904812811517,2019,10,10/10/2019,48,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201904812825617,2019,10,10/15/2019,48,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
174930998110442,2019,10,10/21/2019,48,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201904812854017,2019,10,10/24/2019,48,PATROL BORO BRONX,BRONX,INVESTIGATION,INVESTIGATIONS/COMPLAINTS ONLY,INVESTIGATE CHILD ABUSE,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201904912495217,2019,7,07/09/2019,49,PATROL BORO BRONX,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,07/21/2019,B31702150
160594439019866,2019,7,07/14/2019,49,PATROL BORO BRONX,BRONX,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-CATHOLIC,Religion/Religious Practice,05/01/2021,B31682806
201905212482417,2019,5,05/05/2019,52,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
295666546977147,1326,1,01/23/2019,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906012139817,2019,2,02/04/2019,249,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,02/27/2019,K31682839
210282486941577,2019,2,02/25/2019,-126,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
124850099121064,2019,2,02/27/2019,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906012273417,2019,4,04/16/2019,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906012413717,2019,6,06/20/2019,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906012523617,2019,7,07/31/2019,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906012616917,2019,9,09/11/2019,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906012762517,2019,11,11/21/2019,60,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906112101017,2019,1,01/15/2019,-126,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MURDER & NON-NEGL. MANSLAUGHTE,"MURDER,UNCLASSIFIED",ANTI-ASIAN,Race/Color,01/16/2019,K31675023
201906112104017,2080,1,01/17/2019,61,PATROL BORO BKLYN SOUTH,KINGS,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
294872535811104,2019,3,03/31/2019,61,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
156074100258035,2019,5,05/18/2019,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906112366917,2179,6,06/02/2019,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906112388617,2019,6,06/14/2019,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906112392817,2873,6,06/17/2019,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-ARAB,Ethnicity/National Origin/Ancestry,06/19/2019,K31703750
201906112395417,2019,6,06/19/2019,61,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-ARAB,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
201906112395817,2019,6,06/19/2019,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-ARAB,Ethnicity/National Origin/Ancestry,06/19/2019,K31703762
201906112480917,2019,8,08/03/2019,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906112528117,2019,8,08/28/2019,61,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/2021,B31682806
201906112577217,2019,9,09/23/2019,61,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906112582217,2019,9,09/25/2019,61,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906112647217,2019,10,10/29/2019,61,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
201906112732317,2019,12,12/11/2019,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906112761817,1166,12,12/26/2019,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,12/26/2019,K31734302
211018764230801,2019,12,12/31/2019,61,PATROL BORO BKLYN SOUTH,KINGS,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906212354417,2019,5,05/20/2019,62,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906212560517,2019,8,08/23/2019,62,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MUSLIM,Religion/Religious Practice,08/29/2019,K31716057
201906312168517,2019,2,03/05/2019,63,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,05/01/2021,B31682806
201906312261717,2019,4,05/01/2019,63,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906312628917,2019,12,12/12/2019,63,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-MUSLIM,Religion/Religious Practice,12/13/2019,K31732764
201906312656817,2019,12,12/29/2019,268,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
256409733387132,2019,4,05/02/2019,66,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
153210955529981,2019,6,06/19/2019,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906612347717,2019,6,06/24/2019,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906612480617,1665,9,09/14/2019,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906612501117,1364,9,09/25/2019,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
170892414880525,2019,9,09/26/2019,66,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906612528817,2019,10,10/11/2019,66,PATROL BORO BKLYN SOUTH,KINGS,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906612530217,2211,10,10/13/2019,66,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906612562517,2019,11,11/04/2019,66,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
118845533586943,2019,11,11/05/2019,66,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906612572317,2019,11,11/10/2019,66,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,11/13/2019,K31728360
249045767086279,1658,11,11/10/2019,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
237668541923836,2019,11,11/11/2019,-121,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,11/13/2019,K31728363
201906612592617,2019,11,11/24/2019,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,UNCL",ANTI-JEWISH,Religion/Religious Practice,11/23/2019,K31730066
201906612592617,1779,11,11/24/2019,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,UNCL",ANTI-JEWISH,Religion/Religious Practice,11/23/2019,K31730069
201906612592617,2019,11,11/24/2019,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,UNCL",ANTI-JEWISH,Religion/Religious Practice,11/23/2019,K31730109
202965618753249,2019,11,11/24/2019,66,PATROL BORO BKLYN SOUTH,KINGS,FELONY,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,UNCL",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
124897058341987,2019,12,12/25/2019,66,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
108988359768633,1923,12,12/30/2019,66,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
201906712292417,2019,3,03/11/2019,67,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,03/11/2019,K31685143
