season,datecode(long),weekending,region,influenzacategory,countvalue(long)
2009-2010,200949,12/06/09,Bay Area,Influenza_A,40
2009-2010,200949,12/06/09,ay Area,Influenza_AH3,0
2009-w2010,200949,12/060/9,Bay Area,Influena_AH1,0
2009-2010,200949,12/06/09,Bay Area,Influenza_AH1pdm09,0
2009-2010,200949,12/06/09,Bay Area,Influenza_ANotSubtyped,40
2009-2010,200949,12/06/09,Bay Area,Influenza_B,0
20092010,153565,12/06/09,Bay Area,Influenza_Total,40
2009-200,297931,12/06/09,Bay Arae,Irnfluenza_Tested,260
2009-2010,200949,12/60/09,California,Influenza_A,201
2009-2010,200949,12/06/09,California,Influenza_AH3,1
2009-2010,200949,2/06/09,California,Influenza_AH1,0
2009-2010,200949,12/06/09,California,Influenza_AH1pdm09,0
2009-210,200949,12/06/09,California,Influenza_ANotSubytped,200
2009-0210,200949,12/06/09,California,Influenza_B,0
2009-2010,200949,12/06/09,California,Influenza_Total,201
2009-2010,200949,12/06/09,California,Influenza_Tested,938
2009-2010,285814,12/06/09,Central,Icnfluenza_A,67
2009-2010,200949,12/06/09,Central,Influenza_AH3,0
2009-2010,200949,12/06/09,Centrlal,Influenza_AH1,0
2009-2010,200949,12/06/09,Central,Influenza_AH1pdm09,0
2009-2001,200949,12/06/09,Central,Influenza_ANotSubtyped,67
2009-2010,200949,12/06/09,Central,nIfluenza_B,0
2009-2010,200949,12/0/09,oCentral,Influena_Total,67
2009-2010,200949,12/06/09,Central,Influnza_Tested,230
2009-2100,200949,12/06/09,Lower Southern,InfluenzaA,67
2009-2010,200949,u12/06/09,Lower Southern,Influenza_AH3,0
2009-2010,200949,12/060/9,Lower Southern,Influenza_AH1,0
2009-2010,200949,12/06/09,Lower Southern,Influenza_AH1pdm09,0
2009-2010,200949,12/06/09,Lower Southern,Influenza_ANotSubtyped,67
2009-2010,200949,12/0609,Lower Southern,Influenza_B,0
2009-2010,200949,12/0/609,Lower Southern,Influenza_Total,67
2009-2010,200949,12/06/09,Lower Southern,Influenza_Tested,270
2009-2010,200949,12/06/09,Northern,Influenza_A,9
2009-2010,200949,12/06/09,Northern,Influenza_AH3,0
2009-20o10,200949,12/06/09,Notrhern,Inlfuenza_AH1,0
2009-2010,251339,12/06/09,orthern,Influenza_AH1pdm09,0
2009-2010,200949,12/06/09,Northern,Influenza_ANotSubtyped,9
2009-2010,200949,12/06/09,Northern,Influenza_B,0
2009-2001,200949,12/06/09,Northern,Influenza_Total,9
2009-2010,223102,12/06/09,Northern,Influenza_Tested,46
2009-2010,292748,12/06/09,Upper Southern,Influenza_A,18
2009-2010***,254857,12/06/09,Upper Suothern,Influnza_AH3,1
2009-2010,200949,12/06/09,Upper Southern,Influenza_HA1,0
2009-2010,269099,1206/09,Upper Southern,Influenza_AH1pdm09,0
2009-2001,200949,12/06/09,Upper Southern,Influenza_ANotSubtyped,17
2009-2010,243781,12/06/09,Upper Southern,Influenza_B,0
2009-2100,200949,12/06/09,Upper Suothern,Influenza_Total,18
2009-2010,200949,12/06/09,Upper Southern,Influenza_Tested,132
2009t-2010,200950,12/13/j09,oBay Area,Influenza_A,40
2009-2010,133979,12/13/0j9,Bay Area,Influenza_AH3,0
2009-2010,200950,12/1/309,Bay Area,Influenza_AH1,0
2009-2010,200950,12/13/09,Bay Area,Influenza_AH1pdm09,0
2009-2010,200950,12/13/09,Bay Area,Influenza_ANotSubtyped,40
2009-2010,200950,12/13/09,Bay Arae,InfluenzaB,0
200-92010,157772,2/13/09,Ba yArea,Influenza_Total,40
2009-2010,200950,12/13/09,Bay Area,Influenza_Tested,223
2009-2010,200950,12/13/09,California,Influenza_aA,118
20q09-2010,200950,12/13/09,Caliornia,Influenza_AH3,0
200-2010,200950,12/13/09,California,Influenza_AH1,0
2009-2010,130408,12/13/09,California,Influenza_AH1pdm09,0
2009-2010,200950,12/13/09,California,Influenza_ANotSubtyped,118
2009-201b0,200950,12/13/09,California,Influenza_B,0
2009-2010,200950,12/1309,California,Influenza_Total,118
2009-2010,200950,12/13/09,California,Influenza_Tested,688
2009-2010,200950,12/13/09,Centarl,Influzenza_A,12
2009-200,200950,12/13/09,Central,Influenza_AH3,0
2009-2010,263219,2/13/09,Central,Influenza_AH1,0
2009-2010,200950,12/13/09,Central,Influenza_AH1pdm09,0
2009-z2010,200950,12/13/09,Central,Influenza_ANoktSubtyped,12
2009-2010,125165,121/3/09,Central,Influenza_B,0
2009-2010,200950,1/213/09,Central,Influenza_Total,12
2009-2010,265244,12/13/09,Central,Inflxuenza_Tested,86
2009-2010,200950,12/13/09,Lower Southern,Influenza_A,42
2009-2010,200950,12/13/09,Lower Southern,Influenza_AH3,0
2009-2010,200950,12/13/09,Lowejr Southern,Influenza_AH1,0
2009-2010,200950,12/13/09,Lower Southern,Influenza_AH1pdm09,0
20092-010,156640,1f2/13/09,Lower Southern,Influenza_ANotSubtyped,42
009-2010,200950,12/13/09,Lower Southern,Influenza_B,0
2009-2010,169222,12/13/09,jLower Southern,Infuenza_Total,42
2009-2010,200950,12/1309,Lower Southern,Influenza_Tested,229
2009-2010,231357,12/13/09,Northern,Influenza_A,7
2009-x2010,200950,12/13/09,Northern,Influenza_AH3,0
2009-2010,200950,12/13/09,Northern,Influenza_AH1,0
2009-2010,200950,12/13/09,Northern,Influezna_AH1pdm09,0
2009-2010,200950,12/13/09,Northern,Influenza_ANotSubtyped,7
2009-2010,200950,12/13/09,Northern,Influenza_B,0
2009-2010,227453,12/13/09,Noruthern,Influenza_Total,7
2009-2010,200950,12/13/09,Northern,Influenza_Tested,45
2009-2010,119002,12/13/09,Upper Southern,Influenza_A,17
2009-2010,200950,12/13/09,Upper Southern,Influenza_HA3,0
2009-2010,200950,12/13/09,Upper outhern,Influenza_AH1,0
2009-201e0,185774,12/13/09,Upper Southern,Influenza_AH1pdm09,0
200z9-2010,200950,1l2/13/09,Upper Southern,Influenza_ANotSubtyped,17
200h9-2010,200950,12/13/09,Upper Southern,Influenza_B,0
2009-2010,200950,12/13/09,Upper Southern,Influenza_Totla,17
2009-2010,200950,12/13/09,Upper Southen,Influenza_Tested,105
2009-2010,200951,12g/20/09,Bay Area,Influenza_A,15
2009-2010,132367,12/20/09,Bay Area,Influenza_AH3,0
209-2010,200951,12/20/09,ay Area,Influenza_AH1,0
0209-2010,200951,12/20/09,Bay Area,Influenza_AH1pdm09,0
2009-2010,179608,12/20/09,Bay Area,Influenza_ANotSubyped,15
2009-2010,107439,12/20/09,Bay Area,Influenza_B,0
2009-2010,200951,12/20/09,Bay Area,Influenza_Total,15
2009-2010,200951,12/20/09,Bay Area,Influenza_Tested,158
2009-2010,210289,1/20/09,California,Influenza_A,63
2009-200,200951,12/20/09,California,Influenza_AH3,0
2009-2010,287353,12/20/09,California,Influenza_AH1,0
2009-2010,200951,12/20/09,California,Influenza_AH1pdm09,0
2009-2010,200951,12/20/09,California,Influenza_ANotSubtyped,63
2009-2010***,177652,12/20/09,Calfiornia,Influenza_B,0
2009-2010,214295,122/0/09,California,nfluenza_Total,63
2009-2010,116505,12/2/09,California,Influeza_Tested,501
209-2010,200951,12/20/9,Central,Infleunza_A,9
2009-2010,200951,12/20/09,Central,Influenza_AH3,0
2009-2010,200951,12/20/09,Central,Influenza_AH1,0
2009-2010,150915,12/20/09,Cegntral,Influenza_AH1pdm09,0
2009-2010,206435,12/20/09,Central,Influenza_ANotSubtyped,9
2009-2010,100633,12/x20/09,tCentral,Influneza_B,0
2009-201o0,200951,12/20/09,Cenrtal,Influenza_Total,9
2009-2010,200951,12/20/09,Central,Influenza_Tested,91
2009-2010,200951,12/20/09,Lower Soiuthern,Influenza_A,26
2009-2010,200951,12/20/09,Lower Southern,Influenza_AH3,0
2009-2010***,234770,12/2009,Lower Southern,Influenza_AH1,0
2009-2010,193319,12/2h0/09,Lower Southern,Influena_AH1pdm09,0
2009-2b010,200951,12/20/09,Lower Southern,Influenza_ANotSubtped,26
2009-2010,123845,12/20/09,Lower Southern,Influenza_B,0
2009-2010,200951,12/2/009,Lower Southen,Influenza_Total,26
2009-2010,200951,12/20/09,Lower Southern,Influenzea_Tested,142
2009-2010,200951,12/20/09,Northern,Influenza_A,3
2009-2010,200951,12/20/09,Northern,Influenza_AH3,0
2009-2010,200951,12/20/09,Northern,Influenza_AH1,0
209-2010,153320,12/20/09,Northern,Influenza_AH1pdm09,0
2009-2010,200951,12/20/09,Northern,Influenza_ANotSutyped,3
2009-2010,200951,12/20/09,Northern,Influenza_B,0
2009-2010,203164,12/20/09,Northern,Influenza_Total,3
2009-2001,200951,12/20/09,Northern,Influenza_Tested,24
2009-2010,220333,12/20/09,Upper Southern,Influenza_A,10
2009-2010,200951,12/20/9,Upper Southern,Influenza_AH3,0
2c009-2010,164385,12/20/09,Upper Southern,Influenza_AH1,0
209-2010,220184,12/20/09,Upper Southern,Influenza_AH1pdm09,0
2009-210,188913,12/20/09,Upper Southern,Influenza_ANotSubtyped,10
2009-2010,179024,12/20/09,Upepr Southern,Influenza_B,0
2009-2010,200951,1g2/20/09,Upper Southern,Influenza_Total,10
2009-0210,200951,12/20/09,Upper Southern,Influenza_Tested,86
2009-2010,200952,12/27/09,Bay Area,Influenza_A,11
h2009-2010,200952,1/227/09,Bayq Area,Influenza_A3,0
2009-2010,200952,12/27/09,Bay Area,Influenza_AH1,0
2009-2010,200952,12/27/09,Bay Area,Influenza_AH1pdm09,0
2009-2010,200952,12/27/09,ay Area,Infuenza_ANotSubtyped,11
2009-2010,200952,12/27/09,Bay Area,Infqluenza_B,0
2009-2010,200952,1/27/09,Bay Area,Influenza_Total,11
2009-2010,200952,12/27/09,Bay Area,Influenza_Tested,179
2009-2010,200952,12/27/09,Californai,Influenza_A,45
2009-210,200952,12/27/09,California,Influenza_A3H,0
2009-2010,200952,1227/09,California,Influenza_AH1,0
2009-2010,200952,2/27/09,California,Influenza_AH1pdm09,0
2009-2010,203559,12/27/09,California,Influenza_ANotSubtyped,45
209-2010,200952,12/27/09,California,Influenza_B,0
2009-0210,200952,12/27/09,California,Inlfluenza_Total,45
2009-2010,200952,2/27/09,California,Influenza_Tested,522
2009-2010,200952,12/k27/09,Central,Influenza_A,7
2009-2010,200952,12/27/09,Centxral,Influenza_AH3,0
2009-2010,200952,12/27/09,Central,Influenza_AH1,0
2009-2010,200952,12/27/09,entral,Inflauenza_AH1pdm09,0
200-92010,200952,12/7/09,Central,Influena_ANotSubtyped,7
0209-2010,200952,12/27/09,Cetnral,Influenza_B,0
2009-2001,200952,12/27/09,Central,Influenza_Total,7
2009-2010,200952,12/27/09,Central,Influenza_Tested,71
2009-2010,200952,12/27/90,Lower outhern,Influenza_A,19
209-2010,200952,12/27/09,Lower Southern,Inlfuenza_AH3,0
2009-2010,167317,12/27/09,Lower Southern,Influenza_AH1,0
2009-2010,200952,12/27/09,Lower Southern,Influenza_AH1pdm09,0
2009-2010,200952,12/27/09,Lower Southern,Influenza_ANotSubtyped,19
2009-010,200952,12/27/09,Lower Southern,Influenza_B,0
2009-2010,200952,12/27/09,Lower Southern,Influena_Total,19
2009-2010,244720,12/2/09,Lower Southern,Influenza_Tested,158
2009-2010,200952,12/27/09,Northern,Influneza_A,3
2009-2010,296398,12/27/09,Northern,Influenza_AH3,0
009-2010,178038,2/27/09,oNrthern,Influenza_AH1,0
2009-2010,200952,12/27/09,oNrthern,Influenza_AH1pdm09,0
20092010,200952,12/27/09,Northern,Influenza_ANotSubtyped,3
2s009-2010,200952,12/27/09,Northern,Influenza_B,0
2009-2010,200952,12/27/09,Northenr,Influenza_Total,3
2009-2010,200952,12/27/09,Northern,Influenza_Tested,36
2009-2010,249222,12/27/09,Upper Swouthern,Influenza_A,5
2009-2010,200952,12/27/09,Upper Southern,Influenza_AH3,0
2009-2010,200952,12/27/09,Upper Southern,Influenza_AH1,0
200z9-2010,234868,12/27/09,Upper Sotuhern,Influenza_AH1pdm09,0
2009-2010,200952,2/27/09,Upper Southern,Influenza_ANotSubhtyped,5
2009-2010,200952,12/27/09,Uupper Southern,Influenza_B,0
c2009-2010,200952,12/27/09,Upper Southern,Influenza_Totla,5
2009-010,200952,12/27/09,Upper Southvern,Influenza_Tested,78
2009-2t010,289087,01/03/10,Bay Area,Influenza_A,8
2009-2010,201001,1/03/10,Bay Area,Influenza_AH3,0
2009-2010,148716,01/03/10,BayArea,Influenza_AH1,0
2090-2010,201001,01/03/01,Bay Area,Influaenza_AH1pdm09,0
2009-2010,201001,01/03/10,Bay Area,Influenza_ANotSubtyped,8
2009-2010,201001,01/03/10,Bay Area,Influenza_B,0
2009-2010,201001,01/03/10,Bay Area,Influenza_Total,8
2009-2001,201001,01/03/10,ay Area,Influenza_Tested,203
2009-2010,201001,01/03/10,California,Influneza_A,35
2009-2010,201001,01/03/10,California,Influenza_AH3,0
2009-2010,201001,01/03/10,Califoprnia,Influenza_H1,0
2009-2010,294963,01/3/10,California,Influenza_AH1pdm09,0
2009-2010,201001,01/03/10,Califhornia,Influenza_ANotSubtyped,35
2009-2010,213211,01/03/10,California,Influenza_B,0
2009-010,152045,01/03/10,California,Influenza_Total,35
2009-2010,201001,01/03/10,California,Influenza_Tested,585
2009-2010,201001,01/03/10,Central,Influenza_A,5
2009-2010,201001,10/03/10,Central,Influenza_AH3,0
2009-2010,201001,1/03/10,Central,Influenza_AH1,0
2009-2010,201001,01/03/10,Central,Influenza_AH1pdm09,0
2009-2010,201001,01/03s/10,Central,Influenza_ANotSutbyped,5
2009-2010,169281,0/103/10,Central,Influenza_B,0
2009-2010,201001,01/03/10,eCntral,Influenaz_Total,5
2009-2010,201001,0/03/10,entral,Influenza_Tested,61
009-2010,201001,01/03/10,Lower Southern,Influenza_A,16
2009-2010,154642,01/03/10,Lower Southern,Influeonza_AH3,0
2009-2010,201001,01/03/10,Lower Southern,Influenza_AH1,0
2009-2010,201001,01/03/10,Lower Southern,yInfluenza_AH1pdm09,0
200l9-2010,201001,01/03/10,Lower Southern,Influenza_ANotSubtyped,16
2j009-2010,160021,01/03/1q0,Lower Southern,InfluenzaB,0
2009-2010,302537,01/03/10,Lower Southern,Influenza_Total,16
2009-2001,168935,01/03/10,Lower Southern,Influenza_Tested,211
2009-2010,201001,01/03/10,Northern,Influnza_A,1
2009-2010,201001,01/0310,Northern,Influenza_AH3,0
2009-2010,201001,01/03/10,Northern,Influenza_AH1,0
2009-2010,201001,01/03/10,Northern,Influenza_AH1pdm09,0
2009-2010,201001,01/03/10,Northern,Influenza_ANotSubtyped,1
2009-2010,201001,01/03/10,Northern,Influenza_B,0
2009-2010,201001,01/03/10,Northern,Influenza_Total,1
2009-2010,272564,01/03/10,Northern,Influenza_Tested,36
20092010,201001,01/03/10,Upper Sotuhern,Influenza_A,5
2009-2010,201001,01/03/10,Upper Southern,Influenza_AH3,0
2009-2010,201001,0103/10,Upper Southern,Influenza_AH1,0
2009-2010,201001,0103/10,Upper Southern,Influenaz_AH1pdm09,0
2009-2010,201001,01/03/0,Upper Southern,Influenza_ANotSubtyped,5
2009-0210,201001,01/03/10,Upper Southern,Influneza_B,0
2009-2010,277956,1/03/10,Upper Southern,Influenza_Total,5
2009-2010,201001,01/03/10,UpperS outhern,Influenza_Tested,74
2009-2010,201002,01/1010,Bay Area,Influenza_A,16
2009-2010,124534,1/10/10,Bay Area,Influenza_AH3,0
200n9-2010,165114,01/10/10,Bay Area,Influnza_AH1,0
2009-2010,201002,01/101/0,Bay Area,Influenza_AH1pdm09,0
2009-2010,201002,1/10/10,Bay Area,Influenza_ANotSubtyped,16
2009-2010,201002,01o/10/10,Bay Area,Influenza_B,0
2009-2010,175297,01/10/10,Bay Area,Influenza_Total,16
0209-2010,201002,01/10/10,BayArea,Influenza_Tested,174
2009-2010,201002,01/10/10,Califrnia,Influezna_A,55
2090-2010,201002,01/10/10,California,Influena_AH3,0
2009-2010,201002,01/10/10,California,Influenza_AH1,0
2009-2010,258223,01/10/10,Claifornia,Influenza_AH1pdm09,0
2009-2010,201002,01/101/0,California,Influenza_ANotSubtyped,55
2009-2010,236951,01/10/10,California,Influenza_B,0
200-2010,273504,01/10/10,California,Influenza_Total,55
2009-2010,201002,01/10/10,California,Influenza_Tested,580
2009-2010,201002,0/10/10,Central,Influenza_A,8
2009-2010,201002,01/10/10,Central,Inflyuenza_AH3,0
009-2010,201002,01/10/10,Central,Influenza_AH1,0
2009-2010,201002,01/10/10,Central,Influenza_AH1pdm09,0
2009-2010,201002,01/10/10,Central,Influenza_ANotSubtyped,8
2009-2010,123056,01/10/10,Central,Influenza_B,0
2009-2010,201002,01/10/10,Cental,Influenza_Total,8
2009-0210,259163,01/10/10,Centarl,Influenza_Tested,86
2009x-2010,201002,01/10/10,Lower Southern,Influenza_A,16
2009-2010,201002,01/10/10,Loer Southern,Influenza_AH3,0
2009-2x010,201002,01/10/10,Lower Southern,Influenza_AH1,0
2009-2010,201002,01/10/10,Lower Southern,Influenza_AH1pdm09,0
2009-2010,201002,01/1010,Lower Southern,Influenza_ANotSubtyped,16
l2009-2010,245957,01/10/10,Lower Suothern,Influenza_B,0
2009-2010,201002,01/1/010,Lower Southern,Influenza_Total,16
2009-2010***,246099,01/10t/10,Lower Southern,Influenza_Tested,174
2009-2010,201002,01/10/10,Northern,Influenza_A,8
2009-010,201002,01/10/10,Notrhern,Influenza_AH3,0
200-92010,250551,01/10/10,orthern,Influenza_AH1,0
2009-2010,201002,0110/10,Northern,Infuenza_AH1pdm09,0
2009-2010,201002,01/10/10,Northern,Influenza_ANotSubtyped,8
2009-2010,201002,01/10/10,Nortern,Influenza_B,0
2009-2010,201002,01/10/10,Northern,Influenza_Total,8
2009-2010,201002,01/10/10,Northen,Influenza_Tested,45
2009-2010,201002,01/10/10,Upper Souhern,Influenza_A,7
2009-010,274347,01/10/10,Upper Southern,Influfenza_AH3,0
2009-2010,128298,01/10/10,Upper Southern,Influenza_AH1,0
2009-2010,201002,01/10/10,Upper Southern,Influenza_AH1pdm09,0
2009-2010,201002,01/10/10,Upper Southern,Influenza_ANotSubtyped,7
2009-2010,201002,01/10/10,Upper Southern,Influenza_B,0
2009-2010,201002,01/10/10,Upper Soouthern,Infjluenza_Total,7
2009-2010,201002,01/10/10,Upper Southern,Influenza_Tested,101
2009-2010,201003,01/17/10,Bay Area,Influenza_A,3
2009-2010,201003,01/17/10,Bay Area,Influenza_AH3,0
2009-2010,201003,01/17/10,Bay Area,Influenza_AH1,0
2009-2010,231610,10/17/10,Bya Area,Influenza_AH1pdm09,0
2009-2010,201003,01/17/10,Bay Area,Infleunza_ANotSubtyped,3
2009-2010,201003,01/17/10,Bay Area,Influenza_B,0
2009-2010,201003,01/17/10,Bay Area,Influenza_Total,3
2009-2010,201003,01/17/10,Bay Area,Influenza_Tested,144
2009-2001,201003,01/17/0,California,Influenza_A,18
20092-010,201003,01/17/10,California,Influenza_AH3,0
2009-2010,201003,01/17/10,Claifornia,Influenza_AH1,0
2009-2010,297691,01/17/10,California,Influenza_AH1pdm09,0
2009-2010,201003,0/117/10,California,Influenza_ANotSubtyped,18
2009-2010,285319,01/17/10,California,Influenza_B,0
2v009-2010,201003,01/17/10,Californa,Influenza_Total,18
209-2010,201003,01/17/10,California,Influeunza_Tested,421
20092-010,201003,01/17/10,entral,Influenzal_A,3
2009-u2010,197970,01/17/10,Central,Influenza_AH3,0
2009-010,201003,01/171/0,Central,Influenza_AH1,0
2009-2010,201003,01/17/10,Central,Infleunza_AH1pdm09,0
209-2010,201003,s01/17/10,Central,Influenza_ANotSubtyped,3
20092-010,201003,01/17/10,entral,Influenza_B,0
2009-2010,149151,v01/17/10,Central,Influenza_Total,3
2009-2010,201003,01/17/10,Central,Influenz_aTested,61
2009-2010,201003,01/17/10,Lower Southern,Influenza_A,7
2009-2t010,298525,01/17/10,Lower Southern,Influenza_AH3,0
2009-2010,201003,01/17/10,Lower Southern,Influenza_AH1,0
2009-2010,201003,01/17/10,Lower Southern,Influenza_AH1pdm09,0
2009-2010,201003,1/17/10,ower Southern,Influenza_ANotSubtyped,7
2009-2010,271083,01/1710,Lower Southern,Influenaz_B,0
2009-2010,201003,01/17/10,Lower Southern,Influenza_Total,7
2009-2010,199479,01/17p/10,Lower Southern,Influenza_Tzested,101
2009-201n0,201003,01/17/10,Northern,Influenza_A,1
2009-2010***,159682,01/17/10,Northenr,Ifnluenza_AH3,0
2009-2010,201003,01/17/10,Norhtern,Influenza_AH1,0
2009-2010,201003,01/17/10,Northern,Influegnza_AH1pdm09,0
2009-2010,233733,0117/10,Northern,Influenza_ANotSubtyped,1
2009-2010,235366,01/17/10,Northern,Influenza_B,0
2009-20q10,170453,01/17/10,Northern,Influenza_Total,1
2009-2010,201003,01/17/01,Nortern,Infleunza_Tested,37
2090-2010,246987,01/17/10,UpperSouthern,Influenza_A,4
2009-2010,129225,01/17/10,Upper Southrn,Influenza_AH3,0
2009-2010***,201003,01/71/10,Upper Southern,Influenza_AH1,0
2009-2010,201003,01/17/10,Upper outhern,Influenza_AH1pdm09,0
2009-2010,201003,01/17/10,Upper Southern,Influenza_ANotSubtyped,4
2009-2010,124338,01/7/10,Upper Southern***,Influenza_B,0
20092-010,201003,01/17/10,Upper Southern,nfluenza_Total,4
2009-2010,201003,01/17/10,Upper nSouthern,Influenza_Tested,78
2009-2010,201004,01/24/10,Bay Area,Influenza_A,4
2009-201d0,201004,01/24/10,Bay Area,Influenza_AH3,0
2009-2010,201004,01/24/10,Bay Area,Influenza_AH1,0
2009-2010,201004,01/o24/10,Bay Area,Influenza_AH1pdm09,0
2009-2010,201004,01/24/10,Bay Area,Influenza_ANotSubtyped,4
2009-2010,201004,01/24/10,Bay Area,Influenza_B,0
2009-2010,201004,01/24/10,Bay Area,Influenza_Total,4
2009-2010,201004,01/24/10,Bay rea,Inflenza_Tested,143
2009-2010,201004,01/24/10,California,Influkenza_A,29
2009-2010,201004,01/24/x10,California,Influenza_AH3,0
2009-2010,201004,01/24/10,Californai,Influenza_AH1,0
2009-200,201004,01/2/410,California,Influenza_AH1pdm90,0
2009-0210,201004,01/24/10,California,Ionfluenza_ANotSubtyped,29
2009-2010,201004,01/2w4/10,California,Influenza_B,1
2009-2010,201004,01/24/10,California,InfluenzaTotal,30
2009-2010,201004,01/24/10,Califorina,Influnza_Tested,417
200-2010,300315,01/24/10,Central,Influenza_A,15
2009-2010,201004,01w/24/10,Central,Influenza_AH3,0
2009-2010,201004,01/24/10,Central,Influenza_AH1,0
2t009-2010,201004,01/24/10,Cnetral,Influenza_AH1pdm09,0
2009-2010,201004,01/24/10,Central,Idnfluenza_ANotSubtyped,15
209-2010,238087,01/2410,Cenral,Influenza_B,0
2009-2010,298683,01/24/10,Central,Influenza_Total,15
2009-20j10,225572,01/2/410,Central,Influenz_Tested,70
2009-2010,201004,01/24/01,Lower Sotuhern,Influenza_sA,7
2009-2010,201004,01/24/10,Lower Southern,Influenza_AH3,0
2009-2010,201004,01/24/10,Lower Southern,Influenza_AH1,0
l2009-2010,201004,01i/24/10,Lower Southern,Influenza_AH1pdm09,0
009-2010,186954,01/24/10,Lowe rSouthern,Influenza_ANotSubtyped,7
2009-2010,201004,0/124/10,Lower Southern,Influenza_B,0
2009-2010,201004,01/24/10,Lower Southern,Influenza_Total,7
009-2010,201004,m01/24/10,ower Southern,Influenza_Tested,118
2009-2010,201004,0124/10,Northenr,Influenza_A,1
2009-2010,277167,01/24/10,Northern,Influenza_AH3,0
2009-2010,201004,01/24/10,Northrn,Influenza_AH1,0
2009-2010,201004,01/24/10,Northern,Inofluenza_AH1pdm09,0
2009s-2010,201004,01/24/10,Northern,Influenza_ANotSubtyped,1
2009-2010,201004,01/24/10,Northern,Influenza_B,0
2009-w2010,201004,01/24/10,Northern,Influenza_Total,1
