X,Y,PermitNumber,EffectiveDate,ExpirationDate,PermitStatus,RecordType,PlantClass,ResponsibleParty,FacilityName,PermitDescription,StreetAddress,City,State,ZIP,Longitude,Latitude,PermitType,PermitSubtype,PermitCategory,ObjectId
-85.53658337,38.24842908,O-1615,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,VALVOLINE INSTANT OIL CHANGE,Oil change facility,,11813 SHELBYVILLE RD  ,MIDDLETOWN,KY,40243,-85.53658337,38.24842908,Industrial,Operating,Permit,75
-85.75147036,38.15622248,O-1616,2016/10/12 00:00:00+00,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,HERITAGE PLASTICS,HERITAGE PLASTICS,"manufacturer of PVC Conduit, Fittings, Elbows",6700 ENTERPRISE DR  ,LOUISVILLE,KY,40214,-85.75147036,38.15622248,Industrial,Operating,Permit,76
-85.77170319,38.26064253,O-1617,2008/06/30 00:00:00+00,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,ADKINS CONSTRUCTION CO,ADKINS CONSTRUCTION CO,Body shop,1301 PORTLAND AVE  ,LOUISVILLE,KY,40203,-85.77170319,38.26064253,Industrial,Operating,Permit,77
-85.86236019,38.19789081,O-1618,2022/11/21 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,MINI MIX OF LOUISVILLE,MINI MIX OF LOUISVILLE,Concrete mixing and distribution,5702 CAMP GROUND RD  ,LOUISVILLE,KY,40216,-85.86236019,38.19789081,Industrial,Operating,Permit,78
-85.54524326,38.20372585,O-1619,2019/06/04 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,OXMOOR COLLISION CENTER,OXMOOR COLLISION CENTER,Body Shop,11505 ELECTRON DR  ,JEFFERSONTOWN,KY,40299,-85.54524326,38.20372585,Industrial,Operating,Permit,79
-85.67480124,38.18931159,O-1620,,2001/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,T.I.E.S.,T.I.E.S.,animal crematorium,4517 PRODUCE RD  ,WATTERSON PARK,KY,40218,-85.67480124,38.18931159,Industrial,Operating,Permit,80
-85.54699517,38.21306441,O-1621,2016/04/13 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,CORNERSTONE SIGN & DECAL INC,CORNERSTONE SIGN & DECAL INC,"Sign and decal printer: E1, One screen print press with a capacity of 360 sheets/hr, model M&amp;R Saturn 2538 E2, One ink jet printer with a capacity of 32 ft2/hr, model MINAKI JV3 E3, Flatbed ink jet printing, make HP, model FB500 E4, One painting operation for painting small interior office signs with one 3M HVLP spray gun",11900 CARRIER CT  ,JEFFERSONTOWN,KY,40299,-85.54699517,38.21306441,Industrial,Operating,Permit,81
-85.75612267,38.17089127,O-1622,2012/06/30 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,TITAN R & D LOUISVILLE LLC,Titan R&D Louisville,"Two (2) Superior natural gas boilers, model 1357-2003 and 1357-2004, each rated at 33.5 MMBTU/hr, located in the Boiler House    One (1) natural gas boiler, model 713 FDA-WV, rated at 2.023 MMBTU/hr, located in Building 48",119 ROCHESTER DR  ,LOUISVILLE,KY,40214,-85.75612267,38.17089127,Industrial,Operating,Permit,82
-85.62618538,38.21910878,O-1623,2020/03/04 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,DRYCLEAN AMERICA,Dryclean America,dry cleaner,3360 HIKES LN  ,LOUISVILLE,KY,40220,-85.62618538,38.21910878,Industrial,Operating,Permit,83
-85.66777585,38.22406334,O-1624,2015/07/27 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,Louisville Executive Aviation,Louisville Executive Aviation,FUEL STORAGE TANKS,2805 TAYLORSVILLE RD  ,LOUISVILLE,KY,40205,-85.66777585,38.22406334,Industrial,Operating,Permit,84
-85.74527769,38.21666922,O-1625,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,"SUNERGOS COFFEE, LTD. CO.",Coffee roasting and distribution,,2122 S PRESTON ST  ,LOUISVILLE,KY,40217,-85.74527769,38.21666922,Industrial,Operating,Permit,85
-85.75931288,38.1795041,O-1627,2014/03/14 00:00:00+00,,Closed,Industrial Operating Permit,Registered Source,PROGRESS RAIL SERVICES CORP.,Rail car maintenance facility,,4706 ALLMOND AVE  ,LOUISVILLE,KY,40209,-85.75931288,38.1795041,Industrial,Operating,Permit,86
-85.53017319,38.24866189,O-1629,2021/08/23 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,TRUE2FORM COLLISION REPAIR CENTERS,Gerber Collision & Glass,Auto body shop,12111 SHELBYVILLE RD  ,MIDDLETOWN,KY,40243,-85.53017319,38.24866189,Industrial,Operating,Permit,87
-85.75475516,38.17619208,O-1630,2008/10/31 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,"US MILLWORK, INC",Design and manufacture casework for commercial app,"PAINT BOOTHS &amp; DUST COLLECTOR",4815 ALLMOND AVE  ,LOUISVILLE,KY,40214,-85.75475516,38.17619208,Industrial,Operating,Permit,88
-85.54000917,38.21099153,O-1631,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,LEXUS OF LOUISVILLE,LEXUS OF LOUISVILLE,Automobile dealership,2400 BLANKENBAKER PKY  ,JEFFERSONTOWN,KY,40299,-85.54000917,38.21099153,Industrial,Operating,Permit,89
-85.68691769,38.18845622,O-1632,2014/05/05 00:00:00+00,,Closed,Industrial Operating Permit,Registered Source,USELTON PAINTING,painting and fabricating,,4644 JENNINGS LN  ,LOUISVILLE,KY,40218,-85.68691769,38.18845622,Industrial,Operating,Permit,90
-85.75924758,38.25663403,O-1633,2008/10/31 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,"1633 HURT COMPANIES, INC.","Printers., Company closed, Richard Heil field verified on 4/25/12.  Equipment removed",522 W MAIN ST  ,LOUISVILLE,KY,40202,-85.75924758,38.25663403,Industrial,Operating,Permit,91
-85.53376241,38.20950798,O-1635,2022/03/28 00:00:00+00,2027/03/31 00:00:00+00,Open,Industrial Operating Permit,FEDOOP Exempt from STAR,"AMGEN USA, INC.-LOUISVILLE DISTRIBUTION CENTER",AMGEN,"EMERGENCY GENERATORS    Plantwide process description:  Amgen Inc. is a warehouse and distribution facility    Plantwide equipment description:  (5) Emergency generator, (1) emergency fire pump, (6) diesel storage tank",12000 PLANTSIDE DR  ,JEFFERSONTOWN,KY,40299,-85.53376241,38.20950798,Industrial,Operating,Permit,92
-85.55899628,38.2137262,O-1636,2016/10/04 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,THERMEX THERMATRON,THERMEX THERMATRON,"One paint spray booth used to paint metal parts for industrial microwave oven, make TBI Blowtherm 2100, model BTI-1086 equipped with dry filters and related spray equipment.",10501 BUNSEN WAY  ,JEFFERSONTOWN,KY,40299,-85.55899628,38.2137262,Industrial,Operating,Permit,93
-85.8414474,38.14091174,O-1637,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,MILES' AUTO PARTS & MACHINE CO,MILES' AUTO PARTS & MACHINE CO,Automobile Maintenance and repair facility,7596 DIXIE HWY  ,LOUISVILLE,KY,40258,-85.8414474,38.14091174,Industrial,Operating,Permit,94
-85.88526929,38.16505545,O-1639,2020/05/26 00:00:00+00,2025/05/31 00:00:00+00,Open,Industrial Operating Permit,FEDOOP Exempt from STAR,MISA METAL FABRICATING INC.,MISA Metal,,7101 INTERNATIONAL DR  ,LOUISVILLE,KY,40258,-85.88526929,38.16505545,Industrial,Operating,Permit,95
-85.57261455,38.20203463,O-1640,2016/12/09 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,CONN'S BODY SHOP II,CONN'S BODY SHOP II,Auto Body Shop,9903 TAYLORSVILLE RD  ,JEFFERSONTOWN,KY,40299,-85.57261455,38.20203463,Industrial,Operating,Permit,96
-85.58043338,38.2592775,O-1641,2013/09/30 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,UNIVERSITY OF LOUISVILLE,University campus,"533-08-O; EFF 9/2008; EXP 9/2013: 3 BOILERS 534-08-O; EFF 9/2008; EXP 9/2013: EMERGENCY GENERATOR",950 N HURSTBOURNE PKY  ,LOUISVILLE,KY,40222,-85.58043338,38.2592775,Industrial,Operating,Permit,97
-85.89645956,38.16214462,O-1642,2008/12/30 00:00:00+00,2999/01/01 00:00:00+00,Closed,Industrial Operating Permit,FEDOOP with STAR,Closed,1642 CHEMICAL LIME COMPANY,Quicklime production. Company never constructed.,8200 PORT RD  ,LOUISVILLE,KY,40258,-85.89645956,38.16214462,Industrial,Operating,Permit,98
-85.53567202,38.21229066,O-1646,,2999/01/01 00:00:00+00,Closed,Industrial Operating Permit,Exempt,HARLAND CLARKE,Commercial printer,,1910 CAMPUS PL  ,JEFFERSONTOWN,KY,40299,-85.53567202,38.21229066,Industrial,Operating,Permit,99
-85.51368646,38.29171304,O-1647,2016/06/14 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,DAKKOTA INTEGRATED SYSTEMS LLC,Dakkota Integrated,"Two (2) Generac diesel emergency generators, model 1628150100, 400 kW (536 hp)
assembles cooling modules for Ford",2420 CHAMBERLAIN CROSSING DR  ,LOUISVILLE,KY,40245,-85.51368646,38.29171304,Industrial,Operating,Permit,100
-85.55077054,38.20117753,O-0546,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,BLENDEX COMPANY,Flour Product Manufacturer,,11208 ELECTRON DR  ,JEFFERSONTOWN,KY,40299,-85.55077054,38.20117753,Industrial,Operating,Permit,101
-85.54425249,38.20417989,O-0547,2022/11/11 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,BERRY PLASTICS,Berry Plastics,"The following equipment needs to be incorporated into permit 29026-12-O, I.A. list (This equipment needs to be added the 5 ton VOC limit of Regulation 7.25): Two (2) Nissei stretch-blow molding machines, each with a capacity of 5,687 bottles/hr (62,557 grams/hr).  (M-13-1014, application DM #59060, approved PTE 60461, NPR to company 60497) Three (3) Nissei stretch-blow molding machines, each with a capacity of 5,687 bottles/hr (62,557 grams/hr).  (M-13-1014, application DM #62687, approved PTE 62779, NPR to company 63211)",11601 ELECTRON DR  ,JEFFERSONTOWN,KY,40299,-85.54425249,38.20417989,Industrial,Operating,Permit,102
-85.55180783,38.20524344,O-0552,2017/02/20 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,PRINT-TEX U.S.A.,PRINT-TEX U.S.A.,Commercial printer - Screen printing,11198 AMPERE CT  ,JEFFERSONTOWN,KY,40299,-85.55180783,38.20524344,Industrial,Operating,Permit,103
-85.55471263,38.20146106,O-0553,2015/10/27 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,"TEREX USA, LLC",Terex Crushing & Screening,Supplier of powerscreen crushing equipment,11001 ELECTRON DR  ,JEFFERSONTOWN,KY,40299,-85.55471263,38.20146106,Industrial,Operating,Permit,104
-85.55205001,38.21936752,O-0556,2016/10/24 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,"LANTECH.COM, LLC","LANTECH.COM, LLC",Secondary packaging solutions,11000 BLUEGRASS PKY  ,JEFFERSONTOWN,KY,40299,-85.55205001,38.21936752,Industrial,Operating,Permit,105
-85.88627122,38.15846946,O-0557,2016/05/06 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,BALFOUR,BALFOUR,"Printing and engraving firm: Folds, prints, engraves, and applies foil stamps to paper to make invitations, announcements, and similar products.",7101 INTERMODAL DR A ,LOUISVILLE,KY,40258,-85.88627122,38.15846946,Industrial,Operating,Permit,106
-85.56469747,38.20752343,O-0560,2002/07/31 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,560 LOUISVILLE GOLF,"Sports equipment manufacturer. Company closed, Richard Heil field verified 4/30/2012, see inspection 1525407.",2500 GRASSLAND DR  ,JEFFERSONTOWN,KY,40299,-85.56469747,38.20752343,Industrial,Operating,Permit,107
-85.7315872,38.16580113,O-0564,2020/01/23 00:00:00+00,2018/06/30 00:00:00+00,Open,Industrial Operating Permit,FEDOOP with STAR,"United Parcel Service, Inc.","United Parcel Service, Inc.",Maintains cargo planes,911 GRADE LN  ,LOUISVILLE,KY,40213,-85.7315872,38.16580113,Industrial,Operating,Permit,108
-85.54661337,38.21731657,O-0566,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,"RUSSTECH ADMIXTURES, INC.",Manufacture additives for concrete,,11208 DECIMAL DR  ,JEFFERSONTOWN,KY,40299,-85.54661337,38.21731657,Industrial,Operating,Permit,109
-85.548574,38.21697397,O-0567,2002/07/30 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,REPORTERS PAPER & MANUFACTURIN,Court/legal supplies manufacturer,"Company closed - ceased operation June 6, 2015 and dissolution filed October 31, 2015.",11106 DECIMAL DR  ,JEFFERSONTOWN,KY,40299,-85.548574,38.21697397,Industrial,Operating,Permit,110
-85.54610608,38.20248941,O-0568,2005/07/30 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,568 COLBERT PACKAGING,Company closed    Printer,11426 ELECTRON DR  ,JEFFERSONTOWN,KY,40299,-85.54610608,38.20248941,Industrial,Operating,Permit,111
-85.56234273,38.21159649,O-0569,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,Winston Manufacturing,WINSTON PRODUCTS COMPANY,Manufactures Restaurant Cooking Equipment,2345 CARTON DR 101 ,JEFFERSONTOWN,KY,40299,-85.56234273,38.21159649,Industrial,Operating,Permit,112
-85.55070581,38.2043667,O-0570,2015/01/23 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,"KENTUCKY METAL CRAFT, INC.","KENTUCKY METAL CRAFT, INC.",Metal working: One Binks miscellaneous metal parts painting system,2506 AMPERE DR  ,JEFFERSONTOWN,KY,40299,-85.55070581,38.2043667,Industrial,Operating,Permit,113
-85.5499119,38.20947682,O-0571,2002/07/31 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,"571 PERFORMANCE PRODUCTS, INC.",,11120 PLANTSIDE DR  ,JEFFERSONTOWN,KY,40299,-85.5499119,38.20947682,Industrial,Operating,Permit,114
-85.55889287,38.2038307,O-0572,2002/07/31 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,"572 SIX SIGMA, INC",Painting operation,2811 WATTERSON TRL  ,JEFFERSONTOWN,KY,40299,-85.55889287,38.2038307,Industrial,Operating,Permit,115
-85.54054838,38.21495134,O-0574,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,"INITIALLY YOURS, INC",printer,"Equipment removed that emitted VOC,HAPS, and PM, see inspection DM# 58797",11761 COMMONWEALTH DR  ,JEFFERSONTOWN,KY,40299,-85.54054838,38.21495134,Industrial,Operating,Permit,116
-85.55965311,38.20787407,O-0575,2002/07/30 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,575 DETJEN & CO.,"Company closed 1/21/2003.   Company needs to be inspected periodically to determine if they are operating with out a permit. Permits have been suspended since the SOF was not paid. Permit was issued with effective date of 7/30/04 and expiration date of 7/30/2014, but Company never paid for permit.",2500 WATTERSON TRL  ,JEFFERSONTOWN,KY,40299,-85.55965311,38.20787407,Industrial,Operating,Permit,117
,,O-0579,2019/04/01 00:00:00+00,2024/04/30 00:00:00+00,Open,Industrial Operating Permit,FEDOOP Exempt from STAR,"ADVANCE READY MIX CONCRETE, IN",Concrete ready mix plant (two sites),"Plantwide process description:  Advance Ready Mix - Plant #1 is a truck mix (dry) ready mix concrete batch plant and Plant #2 is a central mix (wet) ready mix concrete batch plant.    Plantwide equipment description:  (2) silo, (1) mixer, (9) hopper, (8) conveyor/transfer, (3) silo, (1) storage tank, (1) cold parts washer, loadout, aggregate stockyard",820 E WATER ST  ,LOUISVILLE,KY,40206,1213611,280044,Industrial,Operating,Permit,118
-85.55849906,38.20452585,O-0581,2015/02/16 00:00:00+00,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,WOODESIGN MFG.,WOODESIGN MFG.,woodworking,2801 WATTERSON TRL  ,JEFFERSONTOWN,KY,40299,-85.55849906,38.20452585,Industrial,Operating,Permit,119
-85.57087561,38.22136904,O-0582,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,CUMMINS CROSSPOINT LLC,CUMMINS CROSSPOINT LLC,Diesel engine repair,9820 BLUEGRASS PKY  ,JEFFERSONTOWN,KY,40299,-85.57087561,38.22136904,Industrial,Operating,Permit,120
-85.56607904,38.21385425,O-0586,2008/07/30 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,VIVID IMPACT,Vivid Impact,Permit #   Effective      Expires        Description     215-07-O  06/30/2007   07/30/2008  Printers 217-07-O  07/30/2003   07/30/2008  Printers 216-07-O  07/30/2003   07/30/2008  Printers,10116 BUNSEN WAY  ,JEFFERSONTOWN,KY,40299,-85.56607904,38.21385425,Industrial,Operating,Permit,121
-85.6927864,38.18647251,O-0588,,2999/01/01 00:00:00+00,Open,Industrial Operating Permit,Exempt,DERBY WELDING & MACHINE CO INC,metal coating,,4624 PINEWOOD RD  ,LOUISVILLE,KY,40218,-85.6927864,38.18647251,Industrial,Operating,Permit,122
-85.52307396,38.29891617,O-0592,2004/04/30 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,DECO PAPER PRODUCTS,Deco Paper Products,"Permit #   Effective      Expires        Description     230-06-O  04/30/2004   04/30/2009  One (1) VOC raw material storage tank, custom-fabricated. Re-permitted due to significant changes, previously permitted as 106-97-O. 229-06-O  04/30/2004   04/30/2009      One (1) Kidder 45"" Centraflex flexo printing press, machine no. 985-50-710. Previously permitted as 105-97-O, repermitted due to significant changes",4004 COLLINS LN  ,LOUISVILLE,KY,40245,-85.52307396,38.29891617,Industrial,Operating,Permit,123
-85.51530694,38.25545965,O-0593,2002/09/30 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,593 SUMMERHAYS WOODWORKING,"Woodworking operation, Company closed, Sandra Vaughn field verified on 2/22/13 See inspection # 1734094, DM# 54276",732 N ENGLISH STATION RD  ,MIDDLETOWN,KY,40223,-85.51530694,38.25545965,Industrial,Operating,Permit,124
-85.70632553,38.19192239,O-0596,2015/02/25 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,RUDD EQUIPMENT CO.,Rudd Equipment,,4344 POPLAR LEVEL RD  ,LOUISVILLE,KY,40213,-85.70632553,38.19192239,Industrial,Operating,Permit,125
-85.77193046,38.24119735,O-0601,2023/08/08 00:00:00+00,,Open,Industrial Operating Permit,Registered Source,HOOD CONTAINER,Hood Container Louisville,,1121 W KENTUCKY ST  ,LOUISVILLE,KY,40210,-85.77193046,38.24119735,Industrial,Operating,Permit,126
-85.89479951,38.15176837,O-0603,2023/04/13 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,Zschimmer & Schwarz Interpolymer,Zschimmer & Schwarz Interpolymer,"The source manufacturers water-based polymer dispersions, primarily for the coatings industry via polymerization reactions",7501 DISTRIBUTION DR  ,LOUISVILLE,KY,40258,-85.89479951,38.15176837,Industrial,Operating,Permit,127
-85.75707707,38.20042397,O-0610,2019/04/22 00:00:00+00,2024/04/30 00:00:00+00,Open,Industrial Operating Permit,FEDOOP Exempt from STAR,"MT. CARMEL STABILIZATION GROUP, INC.",Mt Carmel Stablilization,,3121 S FLOYD ST  ,LOUISVILLE,KY,40209,-85.75707707,38.20042397,Industrial,Operating,Permit,128
-85.73925455,38.22853628,O-0614,2004/05/31 00:00:00+00,,Closed,Industrial Operating Permit,Minor Source,Closed,"614 BEST OF KENTUCKY, INC",,1318 MCHENRY ST  ,LOUISVILLE,KY,40217,-85.73925455,38.22853628,Industrial,Operating,Permit,129
-85.89286723,38.15953381,O-0615,2017/03/23 00:00:00+00,,Open,Industrial Operating Permit,Minor Source,"Bostik Findley, Inc.","Bostik Findley, Inc.",Hot melt adhesive manufacturing,7401 INTERMODAL DR  ,LOUISVILLE,KY,40258,-85.89286723,38.15953381,Industrial,Operating,Permit,130
-85.69327971,38.19337693,O-0617,2015/08/31 00:00:00+00,2020/08/31 00:00:00+00,Closed,Industrial Operating Permit,FEDOOP Exempt from STAR,"GATEWAY PRESS, INC.",Lithography press,"Plantwide porcess description:  Gateway Press, Inc. is a lithographic printing facility    Plantwide equipment description:  (3) sheet fed offset lithographic presses, (2) heatset web presses",4500 ROBARDS LN  ,WATTERSON PARK,KY,40218,-85.69327971,38.19337693,Industrial,Operating,Permit,131
-85.64743169,38.19302866,O-0620,2009/11/30 00:00:00+00,,Closed,Industrial Operating Permit,Registered Source,Closed,620 JOHN CONTI COFFEE,Coffeehouse distributor.,4023 BARDSTOWN RD  ,LOUISVILLE,KY,40218,-85.64743169,38.19302866,Industrial,Operating,Permit,132
