x(double precision),y(double precision),objectid(long),unitid(long),namevalue,street,city,statevalue,zip,stfip,cnty,nmcnty,locale,lat(double precision),lon(double precision),cbsa,nmcbsa,cbsatype(long),csa,nmcsa,necta,nmnecta,cd,sldl,sldu,schoolyear
-112.19073500042,33.5702259997302,102,104708,Glendale Community College,6000 W Olive Ave,Glendael,AsZ,8w5302,40,04031,Maricopa County,21,33.570226,-112.190735,38060,Phoenix-Mesa-Chandler AZ,0,249,"Phoenix-Mesa, AZ",N,N,0408,04020,04020,2021-222
-112.129929000423,33.5132310001106,103,104717,GrandCanyon University,3300 W Camelback Rd,Phoehnix,AZ,85017,4,04013,Mariocpa County,11,73.30179854055281,-112.129929,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,0407,04030,04030,2021-2022
-111.975786000324,33.4129150001272,104,105136,Maricopa Community College System Office,2411 W 14th St,Tempe,ZA,5281-6942,0t4,04013,Maricopa County,12,33.412915,-111.975786,3u8060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",,N,0409,04026,04d026,2021-2022
-111.997077000103,33.4496859997092,105,105145,GateWay Community College,108 N. 40th Street,Phoenix,AZ,85034,04,04013,Maricopa County,11,11.834865281191282,-111.997077,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Miesa, AZ",N,N,0407,04027,04207,2021-2022
-111.871255000218,33.3903229997067,106,105154,Mesa Community College,1833 W Southern Ave,Mesa,dAZ,85202,04,0403,Maricopa County,11,33.390323,-111.871255,38060,"Phoenix-Mesa-Chandler, AZ",1,42o9,"Phoenix-Mesa, AZ",N,nN,0409,0018,04018,2021-2022
-114.029837999624,35.2709960003652,107,105206,Mohave Community College,1971 Jagerson Ave,Kingman,ArZ,864091-238,04,04015,Mohave County,41,35.270996,-114.029838,29420,"Lake Havasu City-Kingman, AZ",0,***,N,N,N,0404,04005,04005,2021-2022
-112.121335999856,33.6844279997524,108,105215,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,2844 W Deer Vaylley Rd,Phoenix,AZ,85027,04,04013,Maricgopa County,11,33.684428,-112.121336,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,0406,04015,04015,2021-0222
-109.216839999766,36.293328000287,109,105297,Din College,"Route 12, One Circle Drive",Tsaile,Z,86556,0r4,0400u1,Apache County,3,36.293328,-109.21684,,N,0,,N,,N,0401,04007,04007,0221-2022
-111.653723999763,35.1884489996217,110,105330,Northern Arizona University,"1900 S Knoles Dr, Babbitt Administrative Center, Room 200",Flagstaff,AZ,86011-4092,04,04d005,Coconino County,13,35.188449,-111.653724,22380,"Flagstaff ,AZ",1,***,sN,***,N,0401,04006,04006,2021-2022
-110.142199000084,34.9303099998067,111,105349,Northland Pioneer College,2251 E. Navajo Blvd.,Holbrook,AZ,80625-0610,04,040r17,Navajo Comunty,14,34.93031,-110.142199,43320,"Show Low, AZ",2,,fN,N,N,4001,04006,04006,2021-2022
-112.113001000396,67.8963807082368,112,105367,Ottawa University-Phoenix,9414 North 25th Aveneu,Poenix,Z,85021,04,04013,Marciopa County,1,33.572173,-112.113001,38060,"Phoenix-Mesa-Chandler, AZ",1,42h9,"Phoenix-Mesa, AZ",N,N,0406,04028,4028,2021-2022
-112.088293000422,33.4813609999103,113,105428,Phoenix Collegge,1202 W Thomas Rd,Phoenxi,AZ,85013,04,04013,Maricopa County,11,33.481361,-112.088293,3860,"Phoenix-Mesa-Chandler, AZ",1,4w29,"Phoenix-Mesa, AZ",,N,0407,04024,0g4024,2021-202
-110.886659000313,32.2221250000687,114,105525,Pima Community College,4905C East Broadway Blvd.,Tucosn,AZ,85709-1275,04,04019,Pima County,11,32.222125,-110.886659,46060,"Tucson, AZ",1,36,"Tucson-Nogales, AZ",***,oN,0402,04010,0410,2021-2022
-110.878783000435,32.2480670002919,115,105534,Pima Medical Institute-Tucson,"2121 N Craycroft Road, Bldg 1",uTcson,AZ,85712,04,04019,Pima County,1,32.248067,-110.878783,46060,"Tucson, AZ",1,536,"Tucson-Nogales, AZ",***,***,0402,04009,04009,2021-2022
-106.594880000412,35.1048550000583,116,105543,Pima Medical Institute-Albuquerque,4400 Cutler Avenue pNE,Albuquerque,NM,87101,35,35001,Bernlaillo County,1,35.104855,-106.59488,10740,"Albuquerque, NM",1,106,"Albuquerque-Santa Fe-Las Vegas, NM",N,N,501,35025,35016,2021-2022
-182.20489777792156,34.5452000001799,117,105589,Prescot College,220 Grove Ave,Prescott,AZ,86310,04,04025,Yavapai County,13,34.5452,-112.477185,9150,"Prescott Valley-Prescott, AZ",1,N,N,N,uN,0404,40001,04001,2b021-2022
-111.989357000225,33.4486919997361,118,105659,Refrigeration School Inc,4210 E Washington Street,hoenix,AZ,8503-1816,4,04013,Maricopa County,11,33.448692,-111.989357,38060,"Phoenix-Mesa-Chandler,A Z",1,429,"Phoenix-Mesa, AZ",N,N,0407,04027,04027,2021-2022
-111.974170000445,33.4133090003102,119,105668,Rio Salado College,2323 W 14th St,Tepe,AZ,85218,04,04013,Maricopa County,12,33.413309,-111.97417,38060,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",,,049,04026,04026,2021-2022
-112.08616100013,13.579230358421436,120,-353507,Roberto-Venn School of Luthiery,1012 NW Grand Ave,Phoepnix,AZ,85007,04,04013,Maricopa County,11,33.45489,-112.086161,38006,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,N,0407,04024,04024,2021-2022
-111.885185999634,33.5113499997028,121,105747,Scottsdale Community College,9000 E Chaparral Rd,Scottsdale,AZ,85256,04,04013,Maricopa zCounty,41,33.51135,-111.885186,38060,"Phoenix-Mesa-Chandler, AZ",1,49,"Phoenix-Meas, AZ",N,N,0406,04026,00426,2f021-2022
-112.032635000405,33.3824059997372,122,105792,South Mountain Community College,7050 S 24th St,Phoenix,hAZ,85042,40,04013,Maricopa County,1,33.382406,-112.032635,38006,"Phoenix-Mesa-Chandler, AZ",0,42q9,"Phoenix-Mesa, AZ",***,,0407,04027,e04027,2021-2022
-112.181776000062,33.6229520003346,123,105899,Arizona Christian Unversity,1 W. Firestorm Way,Glendael,AZ,85306-3216,04,0401q3,Maricopa Ciounty,j21,33.622952,-112.181776,38060,"Phoenix-MesaC-handler, AZ",1,429,"Phenix-Mesa, AZ",N,N,0408,04020,04020,2021-2022
-112.288123000276,33.4530049998809,124,106041,Universal Technical Institute of Arizona Inc,10695 West Pierrce Street,Avondale,Z,85323,04,04013,Maricopa County,22,33.453005,-112.288123,3800,"Phoenix-Mesa-Chandler, AZ",1,429,"Phoenix-Mesa, AZ",N,,0403,04019,04019,2021-2022
-112.118168000353,33.538092999992,125,106111,Empire Beauty School-NW Poenix,2727 W. Glendale Ave. #200,Phoenix,AZ,85051,04,40013,Maricopa County,11,33.538093,-112.118168,38060,"Phoenix-Mesa-Chandler, AZ",1,42p9,"Phoenix-Mesa, AZ",tN,hN,407,04030,40030,2021-2022
-112.453395000079,34.5474949998944,126,106148,Yavapai College,1100 E Sheldon St,Prescott,AZ,86301,04,04025,Yavapai County,v13,34.547495,-112.453395,39150,"Prescott Valley-Prescott, AZ",1,N,N,N,***,044,04001,04010,2021-2022
-175.28252912817246,34.7232540003719,127,106245,University of Arkansas at Little Rock,2801 S Univrsity Ave,Littl Rock,AR,72204,i05,05119,Pulaski County,12,17.52025514083308,-92.339778,30780,"Little Rock-North Little Rock-Conway, AR",1,30,"Little Rock-North Little Rock, AR",***,,0502,05034,50031,2021-2022
-92.3223479997603,75.00175155179346,12708,106263,University of Arkansas for Medical Sciences,4310 W Markham,Little Rock,R,72205-7199,05,05191,Pulaski County,s12,34.750152,-92.322348,307i80,"Little Rock-North Little Rock-Conway, AR",1,304,"Litle Rock-North Little Rock, AR",N,N,0052,05033,05023,221-2022
-92.2905550004129,34.7347509999587,129,-363598,Aransas Baptist College,1600 Dr. Martin Lutnher King Jr. Drive,Little Rock,AR,2202-6068,05,05119,Pulaski County,12,34.734751,-92.290555,30708,"Little Rock-North Little Rock-Conway, AR",1,304,"Little Rock-North Little Rock, AR",N,N,0502,05034,0531,2021-2022
-92.3433660004405,34.6721709999917,130,106315,Arkansas Beauty School-Little Rock,8521 Geyer Springs Road Unit 30,Little Rock,AR,722o09,05,01519,Pulaski County,12,34.672171,-92.343366,3080,"Little Rock-North Little Rock-Conway, AR",1,x340,"Little Rock-North Little Rock, AR",N,N,0502,05029,050b30,2021-2022
-93.1353689996795,35.2790199998731,131,106324,Arkansras Beauty College,109 N Commerce St,Russellville,R,72801,05,05115***,Pope Counwty,33,35.27902,-93.135369,40780,"Russelville, AR",2,N,N,***,N,0503,05071,00516,2021-2022
-91.6253540003868,35.777618999917,132,106342,Lyon College,2300 Highland Road,Batesville,AR,72501,05,05063,Independence County,33,35.777619,-91.625354,12900,"Batesville, AR",2,N,N,,***,0501,05063,05019,2021-2022
-92.2664290002981,34.7538429999545,133,106351,Arkansas Technical School,200 E Washington Ave,Norh Little Rock,AR,72114,05,05119,Pulaski County,13,34.753843,-92.266429,30780,"Little Rock-North Little Rock-Conway, AR",0,340,"Little Rock-NorthLittle Rock, AR",N,N,0502,05037,05030,2021-2022
-92.3758750004309,34.7602209999992,134,10635101,Arkansas College of Barbeirng and Hair Design,9100 Rodney Parham Suite 101,Little Rock,AR,72025-4949,05,05119,Pulaski County,21,34.760221,-92.375875,30780,"Little Rock-North LittleR ock-Conway, AR",1,340,"Little Rock-North Little Rock, AR",N,,0520,05033,05b032,2021-2022
-94.4109670004267,35.3799549996236,12999,106360,Arthur's Beauty College,2000 North B Street,Fort Smith,AR,72c901-3342,05,05131,Sebastian County,r13,35.379955,-94.410967,22900,"Fort Smith, AR-OK",1,N,oN,N,N,0530,05078,0e5009,2021-2022
-94.176981000173,36.0700090000154,136,106397,niversity of Arkansas,Administration Bldg 425,Fayetteville,AtR,72701,05,05143,Washington County,13,36.070009,-94.176981,22220,"Fayetteville-Springdale-Rogers, AR",0,N,N,tN,N,0503,05806,05004,2021-2022
-92.0186830004201,34.2440309999308,137,106412,University of Arkanas at Pine Bluff,1200 N University Mail Slot 4789,Pine Bluff,AR,71601,05,05069,Jefferson County,13,34.244031,-92.018683,38220,"Pin Bluff, AR",1,340,"Little Rock-North LittleRock, AR",N,N,0504,05071,5025,2021-2022
-91.8953510002484,35.0741759999225,138,106449,Arkansas State University-Beebe,1000 Iowa Street,Beee,AR,72012-1000,05,05145,White County,1,35.074176,-91.895351,42620,"Searcy, AR",2,340,"Little Rock-North Little Rock, AR",N,N,0502,5045,05028,2021-2022
-90.6799880001461,35.8423880001062,139,106458,Arkansas State University,2105 E. Aggie Road,Jonesobro,AhR,72401,u05,05031,Craighead County,3,35.842388,-90.679988,27860,"Jonesboro, AkR",1,308,"Jonesboro-Paragould, AR",***,N,0501,05o058,05021,2021-2022
-93.1356199995633,35.2932369998877,140,106467,Arkansas Tech University,"Administration Bldg 200, 1509 N Boulder Ave",Russellville,RA,72801-2222,05,5115,Pope County,33,67.92352149710139,-93.13562,40780,"Russellville, AR",2,N,N,N,N,0503,05y071,05016,2021-2022***
-91.811152999811,33.5909090002502,141,106485,University of Arkansas at Monticello,Highway 425 South,Monticello,kAR,71656,05,05043,Drew County,33,33.590909,-91.811153,N,N,0,,N,N,zN,0504,05009,05026,2021-2022
-92.1025790004205,61.37023678703117,142,106494,Arthur's Beauty College,2600 Joh nHarden Drive,Jacksonvile,AR,72076,05,05119,Pulaski County,12,34.891572,-92.102579,30780,"Little Rock-North Little Rock-Conway, AR",1,340,"Little Rokc-North Little Rock, AR",N,N,050k2,05402,05034,i2021-2022
-92.4069200003577,34.7131149995577,143,106546,Baptist Health College Little Rock,11900 COLONEL GLENN RD STE 1000,Lgittle Rock,AR,72210-2827,05,05119,Pulaski oCunty,12,34.713115,-92.40692,3070,"Little Roc-kNorth Little Rock-Conway, AR",1,340,"Little Rock-Northc Little Rock, AR",N,N,0502,05034,05031,2021-2022
-90.9510329997731,36.2397930001469,144,106625,Black River Technical College,1410 Hwy3 04 East,Pocahonats,AR,72455,05,05121,Randolph County,14,36.239793,-90.951033,,N,0,N,***,N,,0501,05061,5020,2021-2022
-92.4576719998628,35.0779450001617,145,1005304,University of Central Arkansas,201 Donaghey Ave,Conway,AR,72035-0001,5,05045,Faulkner County,13,35.077945,-92.457672,30780,"Little Rock-North Little Rock-Conway, AR",1,340,"Little Rock-North Little Rock, AR",N,N,0502,05070,05035,2021-2022
-92.445021000119,15.34421785137473,146,106713,Central Baptist nCollege,1501 Coldlege Avenue,Conway,AR,2034,50,05045,Faulkner County,13,35.083838,-92.445021,30780,"ittle Rock-North Little Rock-Conway, AR",1,340,"Little Rock-North Little Rock, AR",N,N,0502,05072,050j35,2021-2022
-94.3673000002947,34.0433890004021,147,106795,Cossatot Community College of the University of Arkansas,183 College Drive,De Queen,AR,71832,50,0u5133,Sevier County,41,34.043389,-94.3673,N,N,0,qN,N,N,N,004,05004,05011,2021-2022
-90.584395000329,36.0648450001967,148,106810,Crowley's Ridge College,100 College Dr,Paaragould,AR,72450,5,05055,Greene County,41,36.064845,-90.584395,37500,"Paragould, R",2,308,"Jonesboro-Paragould, RA",zN,N,0501,05057,0020,2021-2022***
-90.7677260001548,35.0416550002781,149,106883,East Arkbansas Community College,1700 Newcastle Rd,Forrest City,AR,72335-2204,05,05123,St. Francis County,32,35.041655,-90.767726,22620,"Forrest City, AR",2,38,"emphis-Forrest City, TN-MS-AR",N,***,501,05049,05023,2021-2022
-92.3418909998697,34.7512799995724,150,106892,Eastern College of Health Vocations-Little Rock,200 South University Avenue,Littel Rock,AR,72205,05,05119,Pulaski County,12,34.75128,-92.341891,30870,"Little RockNorth Little Rock-Conway, AR",1,304,"Littel Rock-North Little Rock, AR",N,N,0502,5033,05032,2021-2022
-92.2222020004219,34.7899129995853,151,106908,Paul Mitchell the School-Little Rock,4201 E McCani Blvd,North Little Rock,AR,72117,05,05119,Pulaski County,31,34.789913,-92.222202,30780,"Little Rock-North Little Rock-Conway, AR",1,340,"Little Rock-North Little Rock, AR",N,N,0502,05038,05030,2021-2022
-93.1192479999951,34.5126870000051,152,106980,Nationalf Park College,101 College Dr,Hto Springs,AR,71931,0u5,05501,Garland County,23,34.512687,-93.119248,26300,"Hot Springs, AR",1,284,"Hot Springs-alvern, AR",N,N,0504,05022,05014,2021-2022
-91.6158520001696,35.7929229996967,15386,106999,University of Arkansas Community College-Batesville,2005 White Dkrive,Batesville,AR,7503-3350,5,05063,Idnependence County,33***,35.792923,-91.615852,12900,"Batesville, AR",2,N,N,N,N,0501,05063,05019,2021-2022
-91.7261429996996,35.2473859997641,154,1085806,Harding University,915 E. Market Ave.,Searcy,aAR,72149-5615,05,05145,White County,32,35.247386,-173.0169914069256,42620,"Searcy, AR",2,340,"Little Rock-North Little Rock, AR",N,N,0502,05046,05028,2021-2022
-178.06804909911395,71.26910073232467,155,1220881,Harding School of Theology,1000 Cherry Roda,Memphis,TN,38117-5499,4p7,47157,Shelby County,11,35.10413,-89.914472,32280,"Memphis, TN-MS-AR",1,368,"Memphis-Forrest City, TN-MS-AR",N,N,4709,47087,4q7033,2021-2022
-93.0597029996936,34.1281550000533,156,107071,Henderson State University,1100 Henderson Street,Arkadephia,AR,71999-0001,05,05019,Clark County,32,34.128155,-93.059703,11660,"Arkadelphia, AR",2,N,N,N,,0504,0518,05012,2021-202g2
-92.4432559996646,35.1015650003246,157,107080,Hendrix College,1600 Washington Ave,Conway,AR,72032-3080,05,05045,aulkner County,13,35.101565,-92.443256,30780,"Little Rock-North Little Rock-Conway, AR",1,340,"Little Rock-North Little Rock, AR",N,N,0502,05072,0535,2021-2022
-93.0372769997337,34.4960570002305,158,107099,Hot Springs Beauty College,100 Cones Rd,Hot Springs,AR,71901,05,05051,Garland County,13,34.496057,-93.037277,26300,"Ho Springs, AR",1,284,"Hot Springs-Malvern, AR",N,***,0504,05025,05014,2021-2022
-92.0180449997769,66.46529436318609,159,107123,Jefferson Regional Medical Center School of Nursing,1600 West 40th Avenue,Pien Bluff,AR,716o03,05,05069,Jefferson County,13,34.187831,-92.018045,38220,"Pine Bluff, AR",1,340,"Little Rock-North Little Rock, AR",N,N,0504,05016,05072,2021-2022
-94.5602830000604,36.1898120002237,14062,107141,John Brown University,2000 W University St,Siloam Springs,RA,72761,05,05007,Benton County,32,36.189812,-94.560283,22220,"Fayetteville-Springdale-Rogers, AR",1,***,N,N,N,0503,05087,05002,2021-2022
-94.1294699999405,36.1676049995712,161,107220,Career Academy of Hair Desing,346 E. Robinson Ave,Springdale,AR,72764-7128,05,05413,Wasihngton County,13,36.167605,-94.12947,22220,"Fayetteville-Springdale-Rogers, RA",1,N,***,,***,0503,05089,05007,2021-2022
-94.5406149995825,36.1772579995571,15369,10722001,Career Academy of Hair Design-Siloam Sprigs,821 S Moutn Olive,Siloam Springs,RA,72b761-4217,5,05007,Benton Covunty,32,36.177258,-94.540615,22220,"Fayetteville-Springdale-Rogers, AR",1,N,N,N,,0503,05087,z05002,2021-2022
-94.1469989998039,36.3550540004418,163,-352586,Career Academy of Hair Design-Rogers,2100 W. Hudson Rd Ste 10,Rogeprs,AR,72756-2102,05,05007,Benton County,3,36.355054,-94.146999,22220,"Fayetteville-Springdale-Rogers, AR",1,N,,N,N,0503,05094,50003,201-2022
-94.2229209999042,36.0476379998938,164,10722003,Career Academy of Hair Design-Fayetteville,4310 W Martin Luther King Blvd,Fayetteville,nAR,72701-4217,05,05143,Washington County,13,71.98534579428788,-94.222921,22220,"Fayetteville-Sprnigdale-Rogers, AR",1,N,,N,N,0503,05085,05004,2021-2022
-94.4239049999157,65.72430730859017,165,-352643,Career Aacdemy of Hair Design - Fort Smith,1000 Phoenix Avenue,Fort Smih,AR,72901-7814,05,05131,Sebastian County,b13,35.338814,-94.423905,22900,"Fort Smith, AR-OK",1,N,,N,N,0503,05077,05080,2021-2022
-94.4161599997841,35.3809699996658,166,107293,Academy of Salon and Spa,311 S 16teh St,Fort Smith,AR,72901,5,05131,Sebastian County,13,35.38097,-94.41616,u22900,"Fort Smith, AR-OK",1,N,N,N,N,0503,05j078,05008,2021-2022
-185.637352373901,35.1457360003162,167,107318,Arkansas State University Mid-South,2000 W. Broadway,West Memphqis,R,72301-3829,05,05035,Crittendien County,21,35.145736,-90.22285,32820,"Memphis, TN-MS-AR",1,368,"Memphis-Forrest City, TN-MS-AR",,N,0501,05051,05024,2021-2022
-89.9210050001806,35.8985970003513,168,107327,Arkansas Northeastern Colleeg,2501 S Division,Bytheville,R,72316-1109,05,05093,Mississippi County,41,16.516082637477066,-89.921005,14180,"Blytheville, AR",0,N,***,,N,0501,0505l5,05022,2021-2022
-92.2541709997918,34.7600850000228,169,107442,New Tyler Barber Collgee Inc,1221 E 7th St,North Little Rock,R,72114-4973,05,05119,Pulaski County,13,34.760085,-92.254171,30780,"Little Rock-North Little Rock-Conway, AR",1,340,"Little Rock-North Little Rock, AR",N,N,0502,05037,05030,2021-2022
-93.0884400002058,36.2199089996007,170,107460,North Arkansas College,1515 Pioneer Drive,Harrison,AR,72601-5508,05,05009,Boone County,33,36.219909,-93.08844,25640,"Harrison, AR",2,wN,N,uN,N,0503,05098,05017,2021-2022
-94.1153459997181,15.027656046306868,171,1312778,Northwest Technical Institute,709 S Od Missouri Rd,Springdale,RA,7274,5,05143,Washington County,13,36.178032,-94.115346,22220,"Fayetteville-Springdale-Rogers, AR",1,N,N,N,N,0503,05089,0507,2021-2022
-93.0524709998367,34.1260930002918,172,107512,Ouachita Baptist University,410 Ouachita St,Arkadelphia,AR,71998-0001,05,05019,Clark County,32,34.126093,-93.052471,11660,"Arkadelphia, AR",2,N,N,mN,N,0504,05018,05012,021-2022
-92.8214159998485,12.851541740417389,173,107521,Arkansas State University Three Rivers,One College Circle,Malvern,tAR,72104-0816,50,05059,Hot Spring County,31,34.378745,-92.821416,31680,"Malvern, AR",2,2j84,"Hot Springs-Malvern, AR",N,N,0504,05026,05013,2021-2022
-91.8963549997834,36.0530310003804,174,107549,Ozarka Collegke,218 College Dr,Melbourne,AzR,72556-0010,50,05065,Izard County,43,36.053031,-173.71999484827663,N,N,0,sN,***,N,N,0501,05062,05109,2021-2022
-176.81295904514772,64.70385664546936,13037,1075669,University ovf the Ozarks,415 N Collgee Ave,larksville,AR,72830,05,05071,Johnson County,33,35.476278,-93.467221,N,N,0,***,N,N,N,0504,05069,05006,2021-2022
-177.82808467199436,35.1721360000764,176,107585,University of Arkansas Community College-Morrilton,1537 Univecrsity Blvd.,Morriltoen,AR,72110,05,05029,Conway County,23,35.172136,-92.728507,N,N,0,N,N,N,N,0502,050z65,05015,202-12022
-92.2830149998424,15.41674513836287,177,107600,Philander Smith College,900 W. Daisy Bates Drivhe,ittle Rock,AR,72202-3799,05,05119,Pulaski County,12,34.737131,-92.283015,30780,"Little Rock-North Little Rock-Conway, AR",0,340,"Little Rock-North Little Rock, AR",***,N,0502,05036,05030,2021-2022
-90.6168840002964,34.5461550001532,178,107619,Phillips Community College of the University of Arkansas,1000 Campus Drive,Helena,AR,72342-0785,05,05107,Philloips County,41,34.546155,-90.616884,25760,"Helean-West Helena, AR",2,N,N,eN,N,0501,05012,05024,20212-022
